region_id,M_EO_bf1996,M_EO_1996_2000,M_EO_2001_2005,M_E_2006,M_E_2007,M_E_2008,M_E_2009,M_E_2010,M_E_2011,M_EO_arrival_ns,M_E_Tot,M_SOL_SE_V_wll_wll_Bf_1996,M_SOL_SE_VW_W_1996_2000,M_SOL_SE_VW_W_2001_2005,M_SOL_SE_VW_W_2006,M_SOL_SE_VW_W_2007,M_SOL_SE_VW_W_2008,M_SOL_SE_VW_W_2009,M_SOL_SE_VW_W_2010,M_SOL_SE_VW_W_2011,M_SOL_SE_VW_W_Y_a_ns,M_SOL_SE_VW_W_Y_a_Total,M_SOL_SE_NW_NA_bf1996,M_SOL_SE_NW_NA_1996_2000,M_SOL_SE_NW_NA_2001_2005,M_SOL_SE_NW_NA_2006,M_SOL_SE_NW_NA_2007,M_SOL_SE_NW_NA_2008,M_SOL_SE_NW_NA_2009,M_SOL_SE_NW_NA_2010,M_SOL_SE_NW_NA_2011,M_SOL_SE_NW_NA_arrval_ns,M_SOL_SE_NW_NA_Total,M_SOL_SE_PE_ns_bf1996,M_SOL_SE_PE_ns_1996_2000,M_SOL_SE_PE_ns_2001_2005,M_SOL_SE_PE_ns_2006,M_SOL_SE_PE_ns_2007,M_SOL_SE_PE_ns_2008,M_SOL_SE_PE_ns_2009,M_SOL_SE_PE_ns_2010,M_SOL_SE_PE_ns_2011,M_SOL_SE_PE_ns_arrival_ns,M_SOL_SE_PE_ns_arvl_Total,M_SOL_SE_Tot_bf1996,M_SOL_SE_Tot_1996_2000,M_SOL_SE_Tot_2001_2005,M_SOL_SE_Tot_2006,M_SOL_SE_Tot_2007,M_SOL_SE_Tot_2008,M_SOL_SE_Tot_2009,M_SOL_SE_Tot_2010,M_SOL_SE_Tot_2011,M_SOL_SE_Tot_arrival_ns,M_SOL_SE_Tot_Total,M_L_prof_Eng_ns_bf1996,M_L_prof_Eng_ns_1996_2000,M_L_prof_Eng_ns_2001_2005,M_L_prof_Eng_ns_2006,M_L_prof_Eng_ns_2007,M_L_prof_Eng_ns_2008,M_L_prof_Eng_ns_2009,M_L_prof_Eng_ns_2010,M_L_prof_Eng_ns_2011,M_L_prof_Eng_ns_arrival_ns,M_L_prof_Eng_ns_Total,M_Tot_bf1996,M_Tot_1996_2000,M_Tot_2001_2005,M_Tot_2006,M_Tot_2007,M_Tot_2008,M_Tot_2009,M_Tot_2010,M_Tot_2011,M_Tot_Yr_arrival_not_stated,M_Tot_Total,F_EO_bf1996,F_EO_1996_2000,F_EO_2001_2005,F_E_2006,F_E_2007,F_E_2008,F_E_2009,F_E_2010,F_E_2011,F_EO_arrival_ns,F_E_Tot,F_SOL_SE_V_wll_wll_Bf_1996,F_SOL_SE_VW_W_1996_2000,F_SOL_SE_VW_W_2001_2005,F_SOL_SE_VW_W_2006,F_SOL_SE_VW_W_2007,F_SOL_SE_VW_W_2008,F_SOL_SE_VW_W_2009,F_SOL_SE_VW_W_2010,F_SOL_SE_VW_W_2011,F_SOL_SE_VW_W_Y_a_ns,F_SOL_SE_VW_W_Y_a_Total,F_SOL_SE_NW_NA_bf1996,F_SOL_SE_NW_NA_1996_2000,F_SOL_SE_NW_NA_2001_2005,F_SOL_SE_NW_NA_2006,F_SOL_SE_NW_NA_2007,F_SOL_SE_NW_NA_2008,F_SOL_SE_NW_NA_2009,F_SOL_SE_NW_NA_2010,F_SOL_SE_NW_NA_2011,F_SOL_SE_NW_NA_arrval_ns,F_SOL_SE_NW_NA_Total,F_SOL_SE_PE_ns_bf1996,F_SOL_SE_PE_ns_1996_2000,F_SOL_SE_PE_ns_2001_2005,F_SOL_SE_PE_ns_2006,F_SOL_SE_PE_ns_2007,F_SOL_SE_PE_ns_2008,F_SOL_SE_PE_ns_2009,F_SOL_SE_PE_ns_2010,F_SOL_SE_PE_ns_2011,F_SOL_SE_PE_ns_arrival_ns,F_SOL_SE_PE_ns_arvl_Total,F_SOL_SE_Tot_bf1996,F_SOL_SE_Tot_1996_2000,F_SOL_SE_Tot_2001_2005,F_SOL_SE_Tot_2006,F_SOL_SE_Tot_2007,F_SOL_SE_Tot_2008,F_SOL_SE_Tot_2009,F_SOL_SE_Tot_2010,F_SOL_SE_Tot_2011,F_SOL_SE_Tot_arrival_ns,F_SOL_SE_Tot_Total,F_L_prof_Eng_ns_bf1996,F_L_prof_Eng_ns_1996_2000,F_L_prof_Eng_ns_2001_2005,F_L_prof_Eng_ns_2006,F_L_prof_Eng_ns_2007,F_L_prof_Eng_ns_2008,F_L_prof_Eng_ns_2009,F_L_prof_Eng_ns_2010,F_L_prof_Eng_ns_2011,F_L_prof_Eng_ns_arrival_ns,F_L_prof_Eng_ns_Total,F_Tot_bf1996,F_Tot_1996_2000,F_Tot_2001_2005,F_Tot_2006,F_Tot_2007,F_Tot_2008,F_Tot_2009,F_Tot_2010,F_Tot_2011,F_Tot_Yr_arrival_not_stated,F_Tot_Total,P_EO_bf1996,P_EO_1996_2000,P_EO_2001_2005,P_EO_2006,P_EO_2007,P_EO_2008,P_EO_2009,P_EO_2010,P_EO_2011,P_EO_arrival_ns,P_EO_Tot,P_SOL_SE_V_wll_wll_Bf_1996,P_SOL_SE_VW_W_1996_2000,P_SOL_SE_VW_W_2001_2005,P_SOL_SE_VW_W_2006,P_SOL_SE_VW_W_2007,P_SOL_SE_VW_W_2008,P_SOL_SE_VW_W_2009,P_SOL_SE_VW_W_2010,P_SOL_SE_VW_W_2011,P_SOL_SE_VW_W_Y_a_ns,P_SOL_SE_VW_W_Y_a_Total,P_SOL_SE_NW_NA_bf1996,P_SOL_SE_NW_NA_1996_2000,P_SOL_SE_NW_NA_2001_2005,P_SOL_SE_NW_NA_2006,P_SOL_SE_NW_NA_2007,P_SOL_SE_NW_NA_2008,P_SOL_SE_NW_NA_2009,P_SOL_SE_NW_NA_2010,P_SOL_SE_NW_NA_2011,P_SOL_SE_NW_NA_arrval_ns,P_SOL_SE_NW_NA_Total,P_SOL_SE_PE_ns_bf1996,P_SOL_SE_PE_ns_1996_2000,P_SOL_SE_PE_ns_2001_2005,P_SOL_SE_PE_ns_2006,P_SOL_SE_PE_ns_2007,P_SOL_SE_PE_ns_2008,P_SOL_SE_PE_ns_2009,P_SOL_SE_PE_ns_2010,P_SOL_SE_PE_ns_2011,P_SOL_SE_PE_ns_arrival_ns,P_SOL_SE_PE_ns_arvl_Total,P_SOL_SE_Tot_bf1996,P_SOL_SE_Tot_1996_2000
1000,26538,1578,1778,409,363,468,415,429,388,1709,34075,5134,529,706,211,263,357,328,247,197,336,8308,559,47,60,33,29,69,47,66,83,121,1114,89,5,4,0,0,0,0,3,4,659,764,5782,581,770,244,292,426,375,316,284,1116,10186,44,3,4,0,0,5,5,7,9,24,101,32364,2162,2552,653,655,899,795,752,681,2849,44362,26598,1736,1943,459,415,480,394,456,371,1703,34555,5437,712,915,241,304,423,407,341,226,388,9394,620,83,102,39,33,59,84,102,101,137,1360,91,10,4,3,0,0,0,0,3,98,209,6148,805,1021,283,337,482,491,443,330,623,10963,49,5,13,4,4,3,4,3,0,28,113,32795,2546,2977,746,756,965,889,902,701,2354,45631,53136,3314,3721,868,778,948,809,885,759,3412,68630,10571,1241,1621,452,567,780,735,588,423,724,17702,1179,130,162,72,62,128,131,168,184,258,2474,180,15,8,3,0,0,0,3,7,757,973,11930,1386
1001,1817,142,162,45,47,42,33,59,34,116,2497,514,58,132,101,110,87,125,53,30,37,1247,57,4,3,3,3,10,31,33,39,16,199,4,3,0,4,0,0,0,0,0,4,15,575,65,135,108,113,97,156,86,69,57,1461,9,0,0,0,3,0,3,0,3,6,24,2401,207,297,153,163,139,192,145,106,179,3982,1845,129,143,45,47,56,50,41,32,118,2506,642,95,125,81,89,97,113,69,43,61,1415,79,5,13,7,3,13,35,43,39,25,262,7,0,0,0,0,3,0,0,0,4,14,728,100,138,88,92,113,148,112,82,90,1691,9,0,0,0,0,0,0,0,0,6,15,2582,229,281,133,139,169,198,153,114,214,4212,3662,271,305,90,94,98,83,100,66,234,5003,1156,153,257,182,199,184,238,122,73,98,2662,136,9,16,10,6,23,66,76,78,41,461,11,3,0,4,0,3,0,0,0,8,29,1303,165
1002,476,69,56,12,12,20,23,15,13,33,729,83,38,58,17,32,51,68,95,58,33,533,6,0,5,0,0,0,0,28,20,20,79,0,0,0,0,0,0,0,0,0,0,0,89,38,63,17,32,51,68,123,78,53,612,0,0,0,0,0,3,3,0,0,0,6,565,107,119,29,44,74,94,138,91,86,1347,502,68,48,14,11,10,24,16,10,28,731,95,54,68,13,25,41,56,79,61,19,511,11,0,3,3,0,7,12,24,28,7,95,0,3,0,0,0,0,0,0,0,0,3,106,57,71,16,25,48,68,103,89,26,609,0,0,0,0,0,3,0,3,0,3,9,608,125,119,30,36,61,92,122,99,57,1349,978,137,104,26,23,30,47,31,23,61,1460,178,92,126,30,57,92,124,174,119,52,1044,17,0,8,3,0,7,12,52,48,27,174,0,3,0,0,0,0,0,0,0,0,3,195,95
1003,706,49,70,19,16,15,17,13,7,53,965,104,18,25,5,4,8,12,11,7,7,201,4,3,0,4,0,0,0,3,0,3,17,3,0,0,0,0,0,0,0,0,4,7,111,21,25,9,4,8,12,14,7,14,225,0,0,0,0,0,0,0,0,0,0,0,817,70,95,28,20,23,29,27,14,67,1190,758,54,73,17,16,26,27,23,13,41,1048,123,23,42,13,14,8,15,16,5,9,268,9,0,5,0,0,3,7,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,132,23,47,13,14,11,22,22,5,9,298,3,0,0,0,0,0,0,0,0,0,3,893,77,120,30,30,37,49,45,18,50,1349,1464,103,143,36,32,41,44,36,20,94,2013,227,41,67,18,18,16,27,27,12,16,469,13,3,5,4,0,3,7,9,0,3,47,3,0,0,0,0,0,0,0,0,4,7,243,44
1004,717,21,28,5,12,3,6,4,0,36,832,164,4,8,3,0,3,0,9,4,7,202,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,192,4,8,3,0,3,0,9,4,7,230,3,0,0,0,0,0,0,0,0,3,6,912,25,36,8,12,6,6,13,4,46,1068,762,25,28,10,9,11,10,4,0,31,890,184,6,10,0,3,3,4,0,9,6,225,23,0,0,0,3,0,0,0,3,5,34,3,0,0,0,0,0,0,0,0,0,3,210,6,10,0,6,3,4,0,12,11,262,0,0,0,0,0,0,0,0,0,0,0,972,31,38,10,15,14,14,4,12,42,1152,1479,46,56,15,21,14,16,8,0,67,1722,348,10,18,3,3,6,4,9,13,13,427,51,0,0,0,3,0,0,0,3,5,62,3,0,0,0,0,0,0,0,0,0,3,402,10
1005,651,64,66,21,22,13,23,23,14,42,939,131,30,60,16,15,10,22,12,14,23,333,20,3,0,0,0,4,0,0,0,0,27,3,0,0,0,0,0,0,0,0,135,138,154,33,60,16,15,14,22,12,14,158,498,0,3,0,0,0,0,0,0,0,0,3,805,100,126,37,37,27,45,35,28,200,1440,603,59,63,14,20,12,24,13,12,38,858,147,39,44,15,18,21,15,10,11,14,334,23,3,7,0,0,0,4,8,0,7,52,3,0,0,0,0,0,0,0,0,0,3,173,42,51,15,18,21,19,18,11,21,389,3,0,0,0,0,0,0,0,0,3,6,779,101,114,29,38,33,43,31,23,62,1253,1254,123,129,35,42,25,47,36,26,80,1797,278,69,104,31,33,31,37,22,25,37,667,43,6,7,0,0,4,4,8,0,7,79,6,0,0,0,0,0,0,0,0,135,141,327,75
1006,1596,100,100,29,15,12,19,17,12,109,2009,272,22,31,10,13,7,20,15,3,15,408,19,0,0,0,0,0,4,0,3,7,33,3,3,0,0,0,0,0,0,0,3,9,294,25,31,10,13,7,24,15,6,25,450,3,0,3,0,0,0,0,0,0,0,6,1893,125,134,39,28,19,43,32,18,134,2465,1716,97,115,24,20,18,32,11,7,126,2166,333,34,54,13,17,11,16,10,9,27,524,25,0,8,3,0,0,3,0,3,7,49,5,0,0,0,0,0,0,0,0,38,43,363,34,62,16,17,11,19,10,12,72,616,0,0,0,3,0,3,0,0,0,3,9,2079,131,177,43,37,32,51,21,19,201,2791,3312,197,215,53,35,30,51,28,19,235,4175,605,56,85,23,30,18,36,25,12,42,932,44,0,8,3,0,0,7,0,6,14,82,8,3,0,0,0,0,0,0,0,41,52,657,59
1007,200,10,16,11,4,0,4,9,4,22,280,47,9,7,3,6,7,8,0,3,12,102,7,0,0,0,4,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,13,13,54,9,7,3,10,7,8,0,8,25,131,0,0,0,0,0,0,0,0,0,0,0,254,19,23,14,14,7,12,9,12,47,411,188,9,13,4,7,10,8,5,4,22,270,58,5,15,9,9,8,4,7,3,7,125,9,0,0,0,0,0,0,3,0,4,16,3,0,0,0,0,0,0,0,0,0,3,70,5,15,9,9,8,4,10,3,11,144,3,0,0,0,0,0,0,0,0,0,3,261,14,28,13,16,18,12,15,7,33,417,388,19,29,15,11,10,12,14,8,44,550,105,14,22,12,15,15,12,7,6,19,227,16,0,0,0,4,0,0,3,5,4,32,3,0,0,0,0,0,0,0,0,13,16,124,14
1008,547,30,25,6,5,0,4,0,0,45,662,42,7,6,0,0,0,0,0,0,4,59,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,42,7,6,0,0,0,0,0,3,4,62,0,0,0,0,0,0,0,0,0,0,0,589,37,31,6,5,0,4,0,3,49,724,588,29,32,3,3,3,10,8,0,40,716,56,9,3,7,5,3,0,0,0,3,86,0,0,0,0,0,0,4,0,0,3,7,3,0,0,0,0,0,0,0,0,0,3,59,9,3,7,5,3,4,0,0,6,96,0,0,0,0,0,0,0,0,0,0,0,647,38,35,10,8,6,14,8,0,46,812,1135,59,57,9,8,3,14,8,0,85,1378,98,16,9,7,5,3,0,0,0,7,145,0,0,0,0,0,0,4,0,3,3,10,3,0,0,0,0,0,0,0,0,0,3,101,16
1009,11672,1024,1161,287,268,271,236,213,114,752,15998,2382,354,427,111,142,167,102,93,49,136,3963,233,42,24,15,11,17,16,24,14,43,439,45,0,7,0,0,0,0,0,4,27,83,2660,396,458,126,153,184,118,117,67,206,4485,28,5,0,0,0,4,0,0,0,11,48,14360,1425,1619,413,421,459,354,330,181,969,20531,12063,1062,1191,301,252,262,229,197,72,836,16465,2789,514,620,147,182,195,168,107,69,172,4963,317,66,69,15,24,39,26,46,21,62,685,71,0,0,0,0,0,0,0,0,50,121,3177,580,689,162,206,234,194,153,90,284,5769,25,6,4,0,0,4,4,0,0,4,47,15265,1648,1884,463,458,500,427,350,162,1124,22281,23735,2086,2352,588,520,533,465,410,186,1588,32463,5171,868,1047,258,324,362,270,200,118,308,8926,550,108,93,30,35,56,42,70,35,105,1124,116,0,7,0,0,0,0,0,4,77,204,5837,976
