region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
1000,2505,2535,5040,4008,3321,7329,2204,10701,12905,4922,27499,32421,31376,16371,47747,27727,12011,39738,26634,7947,34581,23259,6339,29598,21946,3714,25660,30898,4251,35149,21304,540,21844,13497,2622,16119,9567,177,9744,3472,53,3525,5333,68,5401,28259,1426,29685,6298,6296,12594,263209,105871,369080
1001,117,192,309,214,250,464,186,902,1088,398,1995,2393,1888,1548,3436,1895,1315,3210,1858,962,2820,1980,819,2799,1909,568,2477,3054,540,3594,2500,127,2627,1257,252,1509,851,24,875,298,9,307,387,6,393,2014,217,2231,401,529,930,21207,10255,31462
1002,27,66,93,57,94,151,39,251,290,98,526,624,462,434,896,514,345,859,472,243,715,482,193,675,426,143,569,702,165,867,519,28,547,333,78,411,251,4,255,97,0,97,109,0,109,528,73,601,102,118,220,5218,2761,7979
1003,44,56,100,61,77,138,32,266,298,92,809,901,708,632,1340,765,387,1152,734,231,965,571,202,773,556,141,697,781,170,951,523,24,547,290,78,368,248,12,260,69,0,69,115,0,115,614,71,685,122,197,319,6325,3353,9678
1004,24,37,61,59,59,118,36,186,222,78,480,558,676,366,1042,572,223,795,551,130,681,454,109,563,343,74,417,391,53,444,258,10,268,148,33,181,86,4,90,25,3,28,36,3,39,407,19,426,105,110,215,4249,1899,6148
1005,38,57,95,74,91,165,53,309,362,115,720,835,697,500,1197,677,398,1075,658,306,964,640,302,942,657,204,861,1129,240,1369,961,43,1004,607,134,741,438,9,447,145,7,152,206,6,212,711,79,790,160,169,329,7966,3574,11540
1006,60,86,146,87,84,171,66,271,337,112,817,929,751,643,1394,821,427,1248,883,314,1197,853,269,1122,828,187,1015,1264,213,1477,908,26,934,672,128,800,430,4,434,198,3,201,282,3,285,1001,33,1034,181,194,375,9397,3702,13099
1007,28,39,67,60,63,123,40,287,327,116,854,970,717,318,1035,576,240,816,458,155,613,379,152,531,333,97,430,502,135,637,376,16,392,219,78,297,200,3,203,58,0,58,67,0,67,491,27,518,160,192,352,4780,2656,7436
1008,21,28,49,75,58,133,19,171,190,69,606,675,781,357,1138,627,216,843,606,105,711,392,77,469,370,38,408,451,50,501,276,5,281,134,23,157,115,0,115,46,0,46,32,0,32,417,16,433,90,132,222,4521,1882,6403
1009,473,645,1118,857,859,1716,584,2999,3583,1115,8502,9617,8332,5835,14167,7783,3619,11402,7200,2548,9748,6958,2126,9084,6594,1392,7986,10592,1704,12296,8139,283,8422,5471,838,6309,3717,70,3787,1468,24,1492,1762,28,1790,8009,496,8505,1654,2087,3741,80708,34055,114763
