region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
1000,619,366,5238,3491,1151,7892,735,5783,538,25813,1702,2361,7550,3943,2649,3552,1918,4942,402,29019,7548,9924,11267,6605,6682,4409,5411,7713,929,60488,15690,15416,13145,9757,11949,6144,7887,9898,1514,91400,20911,18212,14064,11172,14511,7013,9494,12890,1723,109990,18876,13979,8852,6307,9536,4699,7151,9047,1388,79835,9052,2531,1520,885,1916,976,1472,1829,539,20720,2734,272,145,58,192,103,83,240,210,4037,332,24,15,8,13,4,0,24,54,474,77464,63085,61796,42226,48599,34792,34151,52366,7297,421776
1001,39,51,567,383,161,1002,77,517,55,2852,208,431,1166,742,399,665,254,459,69,4393,695,1754,1545,844,920,667,570,749,133,7877,1118,1620,1130,851,1277,658,678,794,139,8265,1114,1673,1050,823,1454,617,720,941,140,8532,761,1083,612,500,956,435,568,674,102,5691,135,179,96,61,138,59,105,119,36,928,26,20,7,3,6,12,3,8,12,97,3,0,4,0,0,0,0,0,7,14,4099,6811,6177,4207,5311,4115,2975,4261,693,38649
1002,17,22,97,119,50,285,16,149,23,778,64,126,173,236,153,227,34,150,10,1173,176,412,231,184,217,177,50,145,23,1615,242,528,193,203,254,134,50,136,20,1760,311,729,236,179,361,123,98,187,30,2254,224,518,170,138,219,92,62,115,23,1561,63,89,27,12,34,21,7,34,7,294,20,3,3,0,9,0,4,3,0,42,0,0,0,0,0,0,0,3,0,3,1117,2427,1130,1071,1297,1059,321,922,136,9480
1003,9,4,90,69,26,279,14,140,16,647,40,63,133,119,58,168,34,109,3,727,165,326,266,187,149,145,63,127,14,1442,300,513,284,293,285,170,80,177,30,2132,338,576,327,315,369,210,114,250,22,2521,248,420,217,161,273,155,101,211,21,1807,56,61,33,24,50,23,30,24,6,307,5,6,0,3,6,3,3,3,11,40,4,0,0,3,0,0,0,0,0,7,1165,1969,1350,1174,1216,1153,439,1041,123,9630
1004,8,3,65,55,9,165,6,64,13,388,19,20,81,55,34,82,11,40,3,345,82,109,173,110,102,84,35,91,6,792,139,143,200,164,160,123,46,116,24,1115,170,209,186,176,182,166,76,126,23,1314,144,206,131,98,156,117,71,123,20,1066,35,40,16,17,42,28,20,17,7,222,3,6,3,3,3,0,0,3,3,24,3,0,0,0,0,0,0,0,0,3,603,736,855,678,688,765,265,580,99,5269
1005,18,32,149,161,63,374,21,217,20,1055,75,211,385,338,176,332,72,239,20,1848,277,578,552,317,347,270,152,292,47,2832,368,691,436,350,422,220,245,342,39,3113,442,682,381,312,490,193,240,410,43,3193,267,488,260,186,334,151,182,246,30,2144,69,90,30,33,51,29,38,44,10,394,23,7,5,0,4,4,4,6,6,59,0,0,0,0,0,0,0,0,6,6,1539,2779,2198,1697,1887,1573,954,1796,221,14644
1006,10,14,184,176,40,277,20,192,29,942,71,82,297,208,110,159,62,150,16,1155,230,320,474,217,222,187,157,195,24,2026,481,689,502,322,440,256,181,316,48,3235,598,920,518,323,555,289,236,368,60,3867,389,712,314,225,370,242,209,253,48,2762,162,220,84,41,124,84,51,51,20,837,33,31,4,6,14,3,4,4,8,107,15,0,0,0,0,0,0,0,4,19,1989,2988,2377,1518,1875,1497,920,1529,257,14950
1007,7,10,79,61,25,161,20,118,9,490,21,68,158,100,68,104,42,60,9,630,76,233,240,178,117,114,151,95,13,1217,153,248,209,223,188,92,170,131,30,1444,235,280,244,263,247,122,229,233,27,1880,154,175,156,139,156,63,148,119,34,1144,36,30,17,22,24,12,10,26,8,185,3,4,3,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,685,1048,1106,989,825,668,770,782,133,7006
1008,7,0,69,43,17,128,6,60,12,342,15,19,84,40,23,36,13,39,5,274,48,96,156,66,73,66,45,69,6,625,159,237,213,140,213,105,86,107,8,1268,176,265,222,201,211,165,107,162,23,1532,133,193,139,95,129,80,51,120,19,959,36,21,15,7,27,12,18,19,6,161,6,6,6,0,0,0,0,3,5,26,0,0,0,0,0,0,0,0,0,0,580,837,904,592,693,592,326,579,84,5187
1009,153,138,1257,1230,466,3279,197,1810,132,8662,563,1236,2667,1944,1324,2116,493,1353,152,11848,2319,4765,4369,2676,3143,2018,1323,2025,369,23007,3728,5806,4547,3376,4560,2355,1779,2562,469,29182,3949,6069,4309,3395,5158,2687,2171,3020,475,31233,2281,4013,2555,1915,3392,1688,1498,1920,357,19619,450,731,349,238,603,330,317,343,102,3463,42,86,28,19,44,28,19,22,40,328,5,4,3,0,0,6,0,0,26,44,13490,22848,20084,14793,18690,14507,7797,13055,2122,127386
