region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
1000,1669,573,406,53,2701,2790,674,808,81,4353,538,363,1702,50,2653,1412,599,3715,122,5848,22058,2972,8201,337,33568,14985,6223,7162,704,29074,15065,7596,4331,407,27399,9171,10439,3480,310,23400,9246,10540,2033,239,22058,11645,16595,2130,239,30609,8093,12005,768,102,20968,4372,8260,635,36,13303,3604,5577,173,27,9381,1051,2136,47,8,3242,1875,2980,65,13,4933,8019,15860,3856,214,27949,3221,1764,1443,165,6593,118814,105156,40955,3107,268032
1001,63,28,35,3,129,122,38,69,9,238,16,15,176,3,210,62,28,343,8,441,1054,157,778,21,2010,899,341,678,56,1974,940,459,457,45,1901,706,857,393,29,1985,767,877,238,28,1910,1127,1633,251,33,3044,950,1404,78,30,2462,359,794,65,3,1221,293,525,15,4,837,88,189,6,0,283,109,246,7,0,362,574,1089,311,17,1991,187,118,104,4,413,8316,8798,4004,293,21411
1002,14,3,13,3,33,35,8,17,3,63,6,4,34,0,44,17,16,72,4,109,257,43,187,9,496,245,101,183,14,543,244,126,104,10,484,183,191,98,10,482,170,203,57,5,435,254,349,77,6,686,214,262,27,4,507,114,186,27,3,330,89,151,3,3,246,29,58,4,0,91,38,65,3,3,109,153,285,72,9,519,40,34,31,0,105,2102,2085,1009,86,5282
1003,31,7,8,0,46,42,3,23,3,71,3,3,37,3,46,19,8,85,0,112,470,50,233,6,759,421,115,233,17,786,401,155,172,13,741,240,215,133,3,591,242,240,64,4,550,317,363,78,11,769,218,267,28,0,513,107,163,9,4,283,96,131,8,0,235,22,42,0,0,64,44,63,3,0,110,169,306,120,9,604,66,25,30,3,124,2908,2156,1264,76,6404
1004,17,6,3,0,26,42,10,17,0,69,7,4,32,0,43,28,10,54,0,92,482,38,175,6,701,344,100,145,8,597,345,123,82,3,553,215,168,64,5,452,182,146,21,3,352,169,179,28,5,381,120,122,4,3,249,55,87,5,0,147,31,48,0,0,79,6,13,0,0,19,12,21,0,0,33,158,186,58,3,405,64,18,27,3,112,2277,1279,715,39,4310
1005,24,4,17,0,45,37,11,20,6,74,6,9,59,0,74,21,8,99,5,133,404,58,290,5,757,326,119,249,23,717,326,181,154,18,679,240,239,131,21,631,229,323,92,13,657,399,593,121,13,1126,384,524,37,13,958,195,363,24,3,585,155,282,4,3,444,35,101,0,0,136,60,134,3,0,197,179,400,120,5,704,74,44,40,6,164,3094,3393,1460,134,8081
1006,41,10,22,0,73,58,11,34,3,106,21,4,57,0,82,23,14,86,3,126,521,43,239,12,815,501,107,238,17,863,526,206,168,16,916,382,318,174,13,887,365,368,100,7,840,481,661,114,8,1264,341,512,37,3,893,210,407,38,3,658,168,252,6,3,429,52,128,0,0,180,118,145,0,0,263,286,527,167,7,987,105,42,38,7,192,4199,3755,1518,102,9574
1007,16,8,10,0,34,34,7,29,0,70,6,0,48,0,54,14,7,114,7,142,485,45,212,5,747,293,91,192,21,597,242,103,110,10,465,132,151,77,3,363,121,146,48,9,324,193,252,50,3,498,159,199,14,0,372,67,144,5,0,216,63,128,5,0,196,17,36,3,0,56,16,47,0,0,63,160,238,87,3,488,83,37,43,6,169,2101,1639,1047,67,4854
1008,12,8,3,0,23,62,7,12,3,84,14,3,7,3,27,29,11,47,0,87,643,44,151,6,844,401,97,140,11,649,392,137,76,5,610,164,169,54,3,390,166,168,31,0,365,159,251,29,3,442,106,159,11,0,276,44,82,9,0,135,42,65,3,0,110,14,23,0,0,37,11,11,0,3,25,137,207,64,3,411,68,16,7,3,94,2464,1458,644,43,4609
1009,278,105,145,19,547,575,122,237,25,959,125,75,539,18,757,274,112,980,26,1392,5562,550,2909,98,9119,4021,1324,2717,220,8282,3868,1680,1835,133,7516,2365,3003,1625,129,7122,2322,3273,1050,89,6734,3277,5982,1182,101,10542,2702,4800,485,57,8044,1349,3650,314,15,5328,1080,2366,107,8,3561,305,1020,32,3,1360,469,1102,33,3,1607,1781,4376,1690,74,7921,795,464,427,50,1736,31148,34004,16307,1068,82527
