POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2369,0,14,65,142,74,11,3,11,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,69,142,73,11,3,11,327
POA2370,12,63,400,1425,732,108,40,63,2858,0,44,77,21,0,0,0,10,155,0,0,3,0,0,0,0,0,9,0,44,81,21,4,0,0,10,158,0,29,39,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,0,0,0,0,0,70,4,10,8,4,0,0,0,3,34,0,6,3,7,0,0,0,0,6,20,152,528,1454,738,112,41,73,3120
POA2371,8,37,108,214,95,12,0,12,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,49,105,213,95,19,0,12,498
POA2372,24,69,314,915,469,79,17,50,1935,0,5,8,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,24,0,20,32,3,6,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,3,6,0,0,4,62,3,5,0,3,3,0,0,0,22,0,0,3,0,5,0,0,0,12,22,105,355,941,472,80,22,61,2054
POA2379,0,0,13,32,29,7,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,13,33,29,7,4,0,95
POA2380,8,17,317,1611,1291,224,56,59,3591,0,24,195,77,8,0,0,10,311,0,7,29,0,0,0,0,0,42,3,36,223,76,5,0,0,10,354,3,21,39,8,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,21,47,8,0,0,0,3,82,6,5,3,5,3,0,0,0,17,0,3,0,0,0,0,0,0,11,17,81,595,1701,1306,225,59,74,4050
POA2381,0,17,61,190,136,38,5,10,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,61,194,136,38,5,10,460
POA2382,0,16,71,221,119,27,13,14,481,0,0,4,0,0,0,0,0,9,0,7,0,0,0,0,0,0,7,0,8,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,23,82,225,117,29,16,14,507
POA2386,0,5,15,34,24,9,3,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,34,24,9,9,4,101
POA2387,0,3,8,29,11,7,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,29,11,7,7,0,62
POA2388,3,20,94,347,245,65,11,10,796,0,3,41,5,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,3,41,5,3,0,0,0,57,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,15,0,5,0,5,0,0,0,0,7,4,38,140,356,255,66,11,12,875
POA2390,11,33,257,1295,903,169,46,38,2756,3,58,185,27,0,0,5,13,287,0,0,22,4,3,0,0,0,25,3,58,208,25,4,0,5,18,314,0,4,13,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,0,0,0,0,22,0,5,3,0,0,0,0,3,19,0,0,3,0,0,0,0,0,3,15,102,482,1325,906,170,48,59,3111
POA2395,4,11,62,134,53,15,7,19,295,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,62,137,56,15,7,19,303
POA2396,0,9,57,132,81,7,0,5,289,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,14,63,138,82,4,0,5,312
POA2397,0,4,16,50,21,9,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,21,50,22,9,0,0,103
POA2398,0,0,3,16,19,8,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,19,6,4,0,58
POA2399,0,8,26,73,31,9,3,0,154,0,0,0,3,6,3,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,0,9,31,82,43,16,5,4,186
POA2400,9,40,246,1230,860,154,40,84,2660,12,32,183,61,35,7,7,16,343,0,11,30,13,0,0,0,3,64,12,42,215,76,34,11,7,19,409,0,24,30,12,0,0,0,9,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,24,31,12,0,0,0,9,67,3,13,6,5,3,0,0,0,22,0,6,3,3,4,0,0,0,19,23,116,498,1335,895,169,46,110,3184
POA2401,0,0,11,44,37,8,6,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,44,37,8,6,0,109
POA2402,3,24,107,318,157,32,7,21,663,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,8,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,27,111,323,157,28,7,25,688
POA2403,0,8,29,114,64,14,3,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,114,65,14,3,0,236
POA2404,0,17,146,326,133,34,13,17,679,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,6,30,151,325,133,34,13,18,720
POA2405,0,4,11,56,40,11,0,6,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,15,56,40,11,5,4,136
POA2406,0,10,38,98,66,13,8,10,242,0,9,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,20,40,105,74,15,8,6,266
POA2408,0,0,4,28,29,14,7,6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,30,32,15,7,6,100
POA2409,0,4,37,64,82,23,10,10,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,4,0,0,0,0,0,5,3,0,0,0,7,4,0,0,0,4,0,10,42,72,88,23,11,10,256
POA2410,0,7,13,40,17,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,40,21,3,0,0,84
POA2411,0,0,0,10,11,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,15,0,0,0,29
POA2415,0,4,30,64,34,6,0,6,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,64,34,6,0,6,146
POA2420,8,44,274,705,383,77,29,26,1542,0,11,28,7,9,0,0,0,46,0,0,0,0,0,0,0,0,0,0,11,28,7,9,0,0,0,46,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,5,0,0,3,5,0,0,0,0,9,8,56,307,717,397,78,30,26,1616
POA2421,0,24,64,238,265,78,20,17,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,67,239,265,78,20,17,713
POA2422,17,55,311,1057,602,93,25,40,2196,5,20,35,3,0,0,0,5,75,0,3,0,0,5,7,0,0,9,5,26,35,3,0,4,0,5,82,0,4,23,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,36,0,4,6,4,0,0,0,5,22,0,3,0,0,0,0,0,0,9,22,101,375,1069,612,101,26,41,2342
POA2423,11,42,188,593,315,49,17,34,1257,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,0,0,4,21,0,0,0,0,0,0,0,0,0,19,43,198,606,319,52,17,38,1288
POA2424,6,19,24,76,29,10,5,7,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,19,24,75,30,10,7,7,171
POA2425,7,25,113,295,199,39,10,18,700,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,29,114,299,199,43,15,18,717
POA2426,3,6,50,139,66,15,5,11,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,54,142,67,15,4,11,306
POA2427,0,15,137,617,505,29,8,12,1327,0,0,29,22,0,0,0,0,51,0,0,10,52,12,0,0,0,73,0,0,38,71,12,0,0,0,120,0,17,25,15,3,0,0,0,66,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,15,3,0,0,0,74,4,31,53,3,0,0,0,7,105,0,0,3,0,0,0,0,0,3,12,71,265,706,521,29,8,25,1629
POA2428,8,114,841,3566,2247,403,72,122,7378,3,60,520,812,28,0,0,24,1447,0,41,101,93,14,0,0,5,258,3,95,626,909,42,0,0,28,1702,15,194,521,131,4,0,4,27,896,4,42,288,47,0,0,0,11,393,0,20,272,67,5,0,0,5,371,0,3,32,41,0,0,0,0,75,0,0,7,0,0,0,0,0,8,17,267,1108,289,9,3,7,48,1742,18,60,107,28,0,0,0,12,228,0,7,13,11,0,0,0,3,41,46,544,2700,4802,2305,411,81,206,11086
POA2429,25,126,459,1772,910,179,60,74,3600,0,14,63,0,4,0,0,9,82,0,0,13,0,0,0,0,0,12,0,14,73,7,4,0,0,9,94,3,16,30,5,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,30,5,0,0,0,0,61,4,10,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,10,30,166,561,1779,916,179,60,82,3789
POA2430,33,135,1275,5748,3902,714,167,242,12220,9,141,686,221,17,0,0,29,1104,0,6,60,63,10,0,0,0,142,9,153,743,286,30,0,0,30,1250,10,170,429,65,8,3,0,29,714,7,14,16,12,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,13,15,188,452,82,6,3,0,29,777,12,71,53,14,5,0,0,71,233,0,12,8,3,0,0,0,25,55,68,551,2539,6138,3942,720,168,400,14527
POA2431,3,24,262,1031,569,80,14,24,2006,0,14,20,58,3,0,0,5,92,0,0,8,10,0,0,0,3,23,0,14,31,62,4,0,0,3,116,0,10,173,46,6,0,0,9,240,0,0,16,17,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,10,188,63,6,0,0,13,272,3,7,5,0,4,0,0,0,19,0,0,0,0,0,0,0,0,5,3,51,489,1158,579,79,14,38,2421
POA2439,5,21,316,569,422,93,21,83,1534,0,0,3,5,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,28,320,580,427,93,21,86,1566
POA2440,46,194,1154,3651,1808,360,100,175,7479,0,11,60,25,10,0,0,0,102,0,9,52,4,0,0,0,0,69,0,15,113,33,10,0,0,3,175,9,104,186,24,0,0,0,13,336,0,3,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,11,108,207,26,0,0,0,9,368,15,51,7,15,4,3,0,16,112,0,5,11,7,5,0,0,6,32,66,370,1498,3730,1823,364,103,211,8170
POA2441,10,66,287,665,365,79,39,44,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,21,0,0,0,0,3,0,0,0,8,0,0,5,0,0,0,0,0,8,16,73,304,670,365,79,41,44,1595
POA2443,15,62,446,1520,665,131,27,69,2923,0,19,238,117,5,0,0,112,494,0,7,37,12,5,0,0,0,69,0,27,273,137,9,3,0,117,566,0,43,115,40,0,0,0,8,206,0,5,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,48,118,46,6,0,0,8,224,3,62,58,12,3,0,0,77,214,0,0,6,5,3,0,0,7,27,17,197,908,1716,692,133,27,266,3949
POA2444,15,140,1192,6207,5134,1055,175,177,14082,5,155,1354,971,83,5,4,70,2641,3,42,278,554,78,11,0,13,974,11,201,1630,1522,157,17,4,79,3618,4,342,666,243,14,0,0,37,1312,0,28,450,85,6,0,0,11,575,14,139,548,246,7,0,0,20,972,0,8,69,52,0,0,0,0,134,0,0,0,7,13,0,0,0,22,15,521,1731,634,31,3,4,68,3012,8,51,48,13,3,0,4,6,135,0,3,16,10,4,0,0,9,52,51,910,4614,8387,5332,1073,182,337,20893
POA2445,4,35,360,973,1101,173,37,24,2705,0,0,46,18,3,0,0,0,67,0,0,17,18,3,0,0,0,36,0,0,64,33,9,0,0,0,109,0,5,49,3,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,3,3,0,0,0,60,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,9,49,467,1011,1113,171,37,29,2883
POA2446,16,74,501,2148,1719,364,108,73,5009,0,11,170,99,13,3,0,4,301,0,10,15,3,4,0,0,0,35,0,23,181,104,19,3,0,4,335,0,7,22,7,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,0,9,22,4,4,0,0,0,47,0,4,9,4,0,0,0,0,22,0,0,5,5,0,0,0,0,13,19,118,715,2265,1746,368,109,83,5426
