POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2588,115,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,276,26,..,140,276
POA2590,2717,6187,184,248,16,30,204,279,5,14,14,16,0,0,0,0,0,0,22,28,5,3,0,4,0,0,11,16,21,23,3,9,2964,6528,353,..,3320,6528
POA2594,4090,10378,364,555,12,22,372,578,108,150,0,0,0,0,0,0,0,7,115,151,9,5,4,9,0,0,9,20,22,35,8,24,4608,11171,579,..,5183,11171
POA2619,2695,8455,346,687,81,191,427,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3121,9334,110,..,3233,9334
POA2620,11288,32213,1240,2308,1491,2993,2735,5300,1096,1726,559,971,934,1635,77,130,19,53,2694,4524,16,30,0,0,0,0,25,54,38,82,40,71,16796,42192,1265,..,18057,42192
POA2621,2137,6131,35,72,21,46,61,121,20,49,0,0,0,0,0,0,3,9,23,60,4,7,0,0,0,0,5,12,4,18,3,3,2230,6329,165,..,2396,6329
POA2622,1547,3516,60,102,3,7,63,109,3,6,0,0,0,0,0,0,0,0,3,6,9,10,0,10,3,0,11,16,16,33,16,21,1642,3691,621,..,2265,3691
POA2623,239,555,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,555,40,..,281,555
POA2624,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,8,12,0,6,8,25,0,..,12,25
POA2625,33,102,5,5,0,0,5,5,24,51,12,40,8,17,0,0,0,7,49,107,0,5,0,0,0,0,0,0,0,5,3,13,91,234,284,..,380,234
POA2626,186,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,460,21,..,205,460
POA2627,1246,3802,36,100,117,360,152,459,313,786,39,100,0,0,0,0,8,17,357,894,0,0,0,4,0,0,0,10,0,10,24,53,1784,5223,837,..,2617,5223
POA2628,769,1886,17,25,23,40,38,67,7,23,0,0,0,0,0,0,0,3,13,28,0,4,0,0,0,3,0,6,3,7,4,18,838,2010,259,..,1095,2010
POA2629,206,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,7,11,10,10,219,421,211,..,430,421
POA2630,3163,7426,136,216,30,53,171,273,108,152,0,5,0,0,0,0,13,25,121,177,4,6,4,8,0,0,23,55,27,65,11,25,3496,7965,592,..,4086,7965
POA2631,228,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,5,6,0,0,237,536,79,..,319,536
POA2632,724,1624,15,25,0,0,15,25,10,16,0,0,0,0,0,0,0,0,10,16,8,10,0,0,0,4,0,0,9,14,6,15,763,1693,167,..,930,1693
POA2633,140,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,140,287,83,..,221,287
POA2640,12683,32295,2209,3381,341,514,2553,3901,175,239,37,52,32,45,0,0,4,9,239,341,14,16,4,5,0,0,17,32,30,57,21,51,15527,36645,1416,..,16945,36645
POA2641,5310,13067,1234,2000,90,148,1322,2145,48,64,37,66,0,0,0,0,4,10,89,137,11,13,9,8,0,3,3,6,24,37,22,48,6766,15427,548,..,7314,15427
POA2642,1711,4791,16,36,0,3,21,40,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,3,0,4,8,25,3,12,1744,4870,190,..,1935,4870
POA2643,1114,2632,60,95,0,0,60,95,3,5,0,0,0,0,0,0,0,0,3,5,3,9,9,11,0,0,5,7,14,26,0,4,1198,2762,86,..,1285,2762
POA2644,916,2101,34,37,0,0,34,37,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,3,7,953,2148,167,..,1118,2148
POA2645,135,284,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,296,12,..,153,296
POA2646,2433,5545,358,492,0,0,358,492,4,4,0,0,0,0,0,0,0,0,3,8,0,0,19,23,3,3,13,16,33,48,8,33,2836,6121,427,..,3269,6121
POA2647,859,2008,114,179,0,4,113,186,13,21,0,0,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,988,2211,350,..,1338,2211
POA2648,854,1971,36,60,0,0,35,61,22,21,0,0,0,0,0,0,0,5,20,26,19,20,0,0,0,3,3,9,21,30,10,14,944,2100,194,..,1132,2100
POA2649,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,31,0,..,12,31
POA2650,19632,51857,948,1489,217,383,1169,1872,2026,3149,113,145,40,54,3,3,25,44,2209,3396,12,25,3,13,0,3,58,151,78,195,42,72,23133,57396,1883,..,25017,57396
POA2651,747,2188,8,21,0,0,8,21,66,87,0,0,0,0,0,0,0,0,66,87,6,11,3,8,0,0,0,0,10,18,0,0,831,2312,56,..,890,2312
POA2652,1654,4270,3,3,0,4,4,8,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,6,0,4,4,6,23,1676,4313,219,..,1892,4313
POA2653,936,2190,24,30,0,0,22,29,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,5,3,5,4,5,965,2241,169,..,1134,2241
POA2655,482,1272,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,19,491,1299,30,..,525,1299
POA2656,496,1162,8,15,0,0,8,15,7,18,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,4,0,4,0,7,524,1208,57,..,582,1208
POA2658,548,1288,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,572,1323,87,..,659,1323
POA2659,311,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,9,6,13,0,3,317,739,59,..,377,739
POA2660,586,1459,12,18,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,606,1490,74,..,677,1490
POA2661,51,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,178,0,..,51,178
POA2663,1561,3928,25,37,3,13,35,53,58,68,3,11,0,0,0,0,0,0,63,77,0,0,5,19,4,3,6,11,14,31,5,17,1681,4096,189,..,1869,4096
POA2665,779,1807,16,32,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,4,12,5,9,804,1859,177,..,985,1859
POA2666,2039,4920,124,166,5,11,135,176,13,13,0,0,0,0,0,0,0,0,13,13,6,3,0,4,0,0,25,39,32,51,9,14,2223,5165,364,..,2585,5165
POA2668,150,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,8,3,10,0,0,153,366,47,..,209,366
POA2669,558,1307,3,11,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,7,9,10,571,1341,277,..,850,1341
POA2671,1380,3298,80,118,0,0,80,118,40,63,0,0,0,0,0,0,0,5,41,68,6,10,7,4,3,5,6,14,18,32,29,59,1544,3572,329,..,1875,3572
POA2672,495,1212,3,0,0,0,3,0,44,62,0,0,0,0,0,0,0,0,44,62,0,4,0,0,0,0,0,0,0,4,8,17,545,1294,99,..,645,1294
POA2675,513,1239,0,0,0,0,0,0,23,47,0,0,0,0,0,0,0,0,23,47,0,4,7,9,7,18,4,9,19,37,9,21,562,1351,75,..,639,1351
POA2678,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
POA2680,7198,20138,355,707,64,99,420,805,865,1894,25,64,0,0,0,0,10,29,901,1982,27,33,16,20,0,3,40,100,85,162,42,102,8641,23187,706,..,9350,23187
POA2681,597,1622,10,15,0,0,10,15,29,42,0,0,0,0,0,0,0,0,29,42,0,0,0,0,0,0,0,0,0,0,0,3,634,1680,50,..,686,1680
POA2700,1694,4033,34,59,6,0,38,61,52,74,6,0,0,0,0,0,0,0,51,72,0,8,0,0,0,0,12,31,13,33,7,17,1813,4215,260,..,2070,4215
POA2701,873,2248,19,30,0,4,18,35,9,8,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,3,0,5,3,8,0,3,911,2300,96,..,1007,2300
POA2702,307,734,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,316,748,48,..,366,748
POA2703,185,463,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,5,0,5,4,9,198,485,0,..,197,485
POA2705,3257,8537,105,179,12,27,113,198,319,498,0,0,0,0,0,0,0,0,319,498,7,7,24,45,0,4,18,45,49,99,19,61,3765,9395,336,..,4098,9395
POA2706,384,892,3,0,0,0,3,0,11,14,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,3,9,406,923,42,..,456,923
POA2707,402,975,3,3,0,0,3,3,21,30,0,0,0,0,0,0,0,0,21,30,0,0,0,0,0,0,11,13,7,11,0,3,442,1031,57,..,501,1031
POA2710,3467,8023,288,397,14,13,298,408,21,36,0,0,0,0,0,0,0,0,21,36,8,12,0,0,0,4,5,12,18,31,35,64,3842,8567,604,..,4447,8567
POA2711,1140,2600,80,125,0,0,80,125,12,19,0,0,0,0,0,0,0,0,12,19,0,3,0,0,0,0,3,3,3,7,12,28,1241,2779,275,..,1517,2779
POA2712,485,1133,49,65,0,0,49,65,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,15,6,21,3,3,542,1216,123,..,668,1216
POA2713,966,2204,69,95,0,0,69,95,8,7,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,6,4,9,10,15,1046,2327,139,..,1184,2327
POA2714,1029,2288,64,108,0,0,64,108,9,10,0,0,0,0,0,0,0,0,11,18,8,43,0,0,0,0,3,10,14,48,12,21,1136,2479,186,..,1322,2479
POA2715,448,1089,25,34,0,0,25,34,3,5,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,4,3,3,7,11,11,28,495,1163,169,..,668,1163
POA2716,359,807,16,15,0,0,15,14,10,11,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,5,0,5,0,0,385,843,74,..,457,843
POA2717,375,964,27,36,0,0,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,399,1004,91,..,490,1004
POA2720,2845,7050,304,441,7,13,311,452,44,56,6,5,0,0,0,0,5,5,50,70,0,7,0,0,0,4,4,8,13,18,18,33,3231,7627,421,..,3651,7627
POA2721,81,202,0,3,0,5,4,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,207,32,..,115,207
POA2722,1125,2795,9,12,3,3,13,19,69,108,0,0,0,0,0,0,0,0,69,114,0,0,0,4,0,0,9,28,12,38,6,14,1231,2977,217,..,1447,2977
POA2725,149,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,326,20,..,168,326
POA2726,96,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,232,28,..,124,232
POA2727,102,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102,276,18,..,121,276
POA2729,607,1469,8,13,0,3,11,19,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,9,10,11,4,9,638,1509,69,..,703,1509
POA2730,515,1166,16,14,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,10,0,0,532,1189,69,..,603,1189
POA2731,2448,6110,285,457,17,23,304,485,7,16,0,0,0,0,0,0,0,0,7,16,10,18,30,40,0,0,3,5,37,58,13,28,2802,6699,430,..,3235,6699
POA2732,678,1517,71,88,0,6,72,96,16,16,0,0,0,0,0,0,0,0,16,16,0,0,3,7,0,0,9,19,14,28,4,3,778,1653,203,..,986,1653
POA2733,203,479,5,12,0,0,5,12,4,7,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,216,494,61,..,278,494
POA2734,159,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,442,47,..,204,442
POA2735,142,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,372,36,..,181,372
POA2736,116,314,6,21,0,0,6,21,0,3,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,6,4,6,7,138,342,19,..,160,342
POA2737,214,632,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,9,10,235,658,15,..,246,658
POA2738,681,1945,6,14,0,5,16,18,6,5,0,0,0,0,0,0,0,0,6,5,4,8,3,3,0,3,0,0,6,11,3,4,707,1988,109,..,817,1988
POA2739,432,1159,29,44,0,0,29,44,9,17,0,0,0,0,0,0,0,0,9,17,16,18,0,4,0,0,0,0,17,25,4,0,493,1249,85,..,572,1249
POA2745,9002,29090,134,309,451,1128,585,1432,64,95,88,181,42,83,0,0,18,41,210,398,26,41,0,0,0,0,0,6,26,43,14,35,9844,31004,317,..,10160,31004
POA2747,13840,41887,964,2170,1886,4645,2854,6816,324,565,354,577,657,1218,0,0,85,187,1417,2550,0,0,0,0,0,3,0,4,4,9,27,69,18147,51333,966,..,19112,51333
POA2748,540,1705,7,23,0,7,12,26,0,0,0,0,0,0,0,0,3,12,6,16,0,0,0,0,5,10,0,0,5,10,5,3,558,1753,31,..,591,1753
POA2749,4923,14922,197,452,312,809,506,1259,3,4,0,0,0,0,0,0,15,41,20,52,0,0,0,0,0,0,4,13,4,13,8,24,5463,16264,233,..,5693,16264
POA2750,12492,34311,772,1363,1757,3563,2527,4923,1041,1497,765,1241,1372,2353,831,1480,48,104,4058,6660,0,0,93,120,0,4,12,26,104,151,23,37,19199,46088,1457,..,20661,46088
POA2752,1789,5505,13,20,0,0,13,20,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,3,11,1811,5548,83,..,1887,5548
POA2753,4973,14279,553,968,134,266,688,1235,231,340,83,156,0,0,0,0,15,37,331,531,6,6,0,0,4,3,19,50,27,60,18,48,6037,16151,377,..,6408,16151
POA2754,2120,5801,240,440,183,387,424,816,30,39,0,0,0,0,0,0,3,14,34,55,0,0,0,0,0,0,0,6,0,6,15,23,2596,6706,124,..,2717,6706
POA2756,10415,30921,835,1654,247,555,1082,2205,110,237,15,22,21,32,0,0,45,91,187,377,20,39,21,30,7,21,8,25,56,108,28,53,11777,33676,614,..,12384,33676
POA2757,280,818,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,282,825,12,..,300,825
POA2758,2858,8497,15,16,0,0,15,16,11,12,0,0,0,0,0,0,9,18,17,34,0,0,0,0,0,0,0,13,0,13,17,37,2910,8598,194,..,3111,8598
POA2759,8164,25016,53,156,37,100,90,259,0,3,0,0,0,0,0,0,45,114,47,116,0,0,0,0,0,0,0,0,0,0,8,8,8302,25397,235,..,8536,25397
POA2760,8735,25714,777,1515,1848,5275,2620,6790,297,527,348,627,370,807,0,0,71,174,1087,2137,0,0,0,0,0,5,22,39,19,40,18,43,12481,34721,759,..,13239,34721
POA2761,9030,30869,287,719,357,1237,650,1958,6,13,0,0,0,0,0,0,80,196,84,214,0,0,0,0,0,0,6,21,6,21,7,22,9782,33077,276,..,10051,33077
POA2762,5485,18475,107,347,210,671,318,1013,0,0,0,0,686,1471,0,0,15,29,704,1508,0,0,0,0,0,0,0,0,0,0,24,67,6533,21063,387,..,6922,21063
POA2763,7442,23670,793,2211,1586,4918,2382,7126,124,355,0,0,256,624,0,0,43,105,428,1086,0,0,0,0,0,0,0,7,0,7,53,162,10301,32050,387,..,10690,32050
POA2765,12874,41725,89,261,164,476,257,739,105,140,0,0,0,0,0,0,59,150,167,294,20,32,26,40,3,9,7,18,55,92,33,81,13386,42931,561,..,13946,42931
POA2766,3745,12030,189,564,720,2545,911,3112,24,37,43,52,40,101,0,0,42,121,157,311,0,0,0,0,0,3,20,62,20,64,11,18,4834,15538,256,..,5095,15538
POA2767,6167,19780,154,352,623,1903,779,2250,66,117,0,0,0,0,0,0,40,97,103,216,0,0,0,0,0,0,6,9,6,9,3,10,7054,22261,271,..,7324,22261
POA2768,7421,25187,150,460,509,1578,661,2035,3,5,0,0,0,0,0,0,3,9,8,11,0,0,0,0,0,0,0,0,0,0,0,8,8087,27247,211,..,8299,27247
POA2769,3778,13821,296,623,414,1356,708,1983,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,18,70,18,70,8,26,4513,15904,157,..,4673,15904
POA2770,14384,45020,790,2292,1610,4909,2395,7196,300,450,347,670,1135,2565,0,0,149,381,1923,4069,0,0,0,0,8,16,4,7,6,22,27,69,18740,56379,1340,..,20074,56379
POA2773,1998,5643,62,94,21,52,84,141,6,0,11,14,0,0,0,0,4,9,23,29,0,0,0,0,0,0,0,0,0,0,0,0,2096,5809,103,..,2205,5809
POA2774,4409,12226,127,211,95,195,221,408,0,3,0,0,0,0,0,0,15,39,15,41,0,0,0,0,0,0,0,0,0,0,4,3,4654,12681,192,..,4842,12681
POA2775,623,1279,3,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,3,9,7,14,11,7,0,3,0,0,16,30,10,11,652,1328,317,..,963,1328
POA2776,1449,3951,14,27,4,13,18,42,0,0,0,0,0,0,0,0,7,12,8,16,0,0,0,0,0,0,0,6,0,6,4,4,1483,4014,74,..,1550,4014
POA2777,5921,16097,254,404,181,292,442,693,142,184,18,24,17,24,0,0,26,55,206,279,0,0,0,0,0,0,0,3,0,3,9,14,6578,17090,293,..,6868,17090
POA2778,932,2345,3,9,0,4,6,11,4,7,0,0,0,0,0,0,7,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,949,2377,60,..,1005,2377
POA2779,1830,4745,44,75,5,9,50,85,4,9,0,0,0,0,0,0,5,10,9,16,0,0,0,0,0,0,0,0,0,0,0,0,1896,4854,127,..,2022,4854
POA2780,5030,10857,173,271,206,351,376,617,363,540,151,229,16,26,0,0,36,81,570,878,0,0,0,0,0,0,27,42,25,42,32,53,6040,12447,1300,..,7334,12447
POA2782,2463,5789,55,81,27,36,86,120,0,7,14,19,0,0,0,0,10,25,24,55,0,0,0,4,0,0,0,0,0,4,5,8,2576,5971,369,..,2947,5971
POA2783,1019,2451,8,16,5,17,12,31,40,43,0,0,0,0,0,0,4,14,46,61,0,0,0,0,0,0,4,4,4,4,3,3,1083,2547,87,..,1170,2547
POA2784,491,1225,3,11,0,0,3,11,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,499,1237,62,..,560,1237
POA2785,2081,4310,28,59,11,14,43,72,17,16,0,0,0,0,0,0,13,26,30,39,0,0,0,0,0,0,7,10,11,12,8,5,2168,4441,665,..,2828,4441
POA2786,534,1113,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,541,1127,233,..,772,1127
POA2787,1613,3773,80,120,0,3,82,124,10,18,11,18,0,0,0,0,0,0,26,38,3,6,4,5,0,0,0,0,12,12,4,7,1731,3950,398,..,2130,3950
POA2790,5467,12701,518,767,90,143,606,911,106,149,8,13,0,0,0,0,8,16,126,180,13,12,10,15,0,0,20,44,41,67,21,41,6254,13901,863,..,7115,13901
POA2791,128,268,0,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,5,131,281,26,..,156,281
POA2792,156,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,356,13,..,168,356
POA2793,412,932,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,420,946,131,..,549,946
POA2794,3831,9018,239,338,29,46,273,380,80,112,7,14,0,0,0,0,3,0,90,125,13,13,3,3,0,3,3,11,21,28,14,28,4226,9587,475,..,4699,9587
POA2795,14003,36515,1257,2135,366,633,1633,2768,677,1018,9,8,0,0,0,0,19,29,699,1057,11,31,6,11,3,9,16,51,43,103,41,88,16417,40529,1621,..,18040,40529
POA2797,160,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,380,22,..,184,380
POA2798,708,1939,9,23,0,0,9,23,9,6,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,3,3,3,4,10,734,1989,59,..,797,1989
POA2799,1483,3750,68,84,7,12,72,94,17,27,0,0,0,0,0,0,0,0,17,27,4,4,0,0,0,0,3,14,9,16,3,11,1591,3910,146,..,1732,3910
POA2800,15483,40955,1358,2148,204,338,1562,2479,510,753,34,60,0,0,0,0,18,33,560,837,23,31,3,11,0,4,76,189,109,227,58,120,17761,44622,1590,..,19349,44622
POA2803,106,250,13,20,0,4,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,268,39,..,159,268
POA2804,1024,2397,29,45,0,9,28,51,12,16,0,0,0,0,0,0,0,0,12,16,3,6,0,0,0,3,0,5,3,16,0,3,1074,2486,157,..,1229,2486
POA2805,160,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,369,32,..,197,369
POA2806,312,722,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,724,47,..,357,724
POA2807,176,371,17,25,0,0,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,397,53,..,246,397
POA2808,91,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,186,55,..,150,186
POA2809,83,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,188,9,..,90,188
POA2810,1224,2693,33,46,0,0,35,51,46,59,0,0,0,0,0,0,0,0,46,59,3,4,0,0,0,0,3,11,8,12,3,3,1320,2817,209,..,1526,2817
POA2817,127,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,8,0,0,136,306,32,..,166,306
POA2818,299,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,300,777,16,..,322,777
POA2820,2242,5430,98,164,0,3,100,167,50,73,0,0,0,0,0,0,0,3,51,77,0,3,4,4,10,6,22,46,39,68,14,26,2441,5772,416,..,2853,5772
POA2821,1545,3967,82,109,0,4,85,114,21,28,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,3,3,12,3,13,6,20,1664,4142,217,..,1881,4142
POA2822,139,348,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,9,147,367,31,..,173,367
POA2823,438,1086,0,0,0,0,0,0,26,32,0,0,0,0,0,0,0,0,26,32,9,18,0,0,0,0,0,0,9,18,3,8,473,1139,73,..,547,1139
POA2824,709,1704,50,64,4,6,44,70,14,20,0,0,0,0,0,0,0,0,14,20,0,4,0,0,0,0,0,4,3,7,10,15,782,1808,172,..,955,1808
POA2825,769,1895,51,69,5,5,47,71,6,3,0,0,0,0,0,0,0,0,6,3,0,8,0,0,0,0,3,6,5,18,16,38,849,2032,234,..,1080,2032
POA2826,63,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,65,165,0,..,68,165
POA2827,1269,3019,35,54,0,0,35,54,47,70,0,0,0,0,0,0,0,0,51,71,10,18,0,0,0,0,4,10,12,25,0,3,1372,3174,247,..,1623,3174
POA2828,286,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,291,680,37,..,333,680
POA2829,947,2368,26,45,0,6,22,47,44,60,0,0,0,0,0,0,0,0,44,60,0,0,0,0,0,0,5,13,5,13,3,10,1024,2499,217,..,1243,2499
POA2830,13346,36131,1335,2325,65,117,1401,2441,1078,1742,8,20,0,0,0,0,18,37,1106,1798,22,36,3,11,0,0,26,62,53,106,45,91,15961,40580,1117,..,17076,40580
POA2831,575,1563,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6,4,3,0,0,0,0,0,0,4,3,9,22,591,1592,114,..,705,1592
POA2832,454,1189,20,27,0,0,20,27,14,16,0,0,0,0,0,0,0,0,14,16,0,3,0,0,72,123,0,0,73,131,4,20,564,1374,121,..,688,1374
POA2833,178,436,7,13,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,5,11,0,6,192,467,75,..,273,467
POA2834,458,1056,33,43,0,0,33,43,13,16,0,0,0,0,0,0,0,5,13,19,24,36,0,4,125,212,10,27,163,279,81,131,743,1525,147,..,891,1525
POA2835,1179,2870,39,69,3,6,44,74,67,89,0,0,0,0,0,0,0,0,67,89,8,15,4,3,0,0,7,24,20,41,8,18,1314,3085,510,..,1826,3085
