POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2145,14,65,76,420,50,51,22,10,0,702,0,0,0,7,11,4,0,0,0,24,12,40,115,667,306,257,169,42,14,1621,0,0,4,26,23,33,35,10,9,134,0,0,7,33,19,22,14,5,0,107,0,0,0,9,11,23,29,26,11,115,9,28,32,38,16,23,14,0,6,169,0,7,13,56,43,33,19,9,3,172,12,84,179,1227,666,555,330,177,71,3294,0,0,4,44,14,7,9,4,0,82,4,14,10,109,21,20,17,0,0,197,0,14,8,109,126,108,66,34,9,465,14,70,24,38,10,10,7,0,3,173,0,12,25,145,107,102,58,20,3,474,0,0,0,0,3,4,7,7,0,15,0,6,10,35,6,8,3,0,0,64,33,231,253,1035,467,399,257,234,93,3009,311,664,502,1870,486,419,331,247,114,4943,6153,12200,9542,30829,9610,7819,6164,3736,1476,87531
POA2146,0,6,15,71,8,11,8,3,0,119,0,0,0,4,5,0,0,0,0,11,3,13,38,169,87,76,59,27,6,472,0,3,0,8,12,11,10,0,0,50,0,5,8,10,6,4,4,0,0,42,0,0,0,0,3,7,12,9,0,43,0,8,6,15,0,8,9,3,0,39,0,0,6,9,5,9,4,5,4,34,3,32,63,460,210,169,77,34,16,1066,0,4,4,16,4,0,4,3,0,26,0,0,0,25,11,4,3,0,4,54,0,0,0,13,11,10,8,8,0,50,3,11,6,17,4,7,0,0,0,43,0,0,0,17,12,13,11,5,0,61,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,10,9,32,41,172,78,75,65,43,17,518,49,110,128,330,95,75,40,63,17,910,1384,2559,2248,6415,2348,1922,1453,857,261,19456
POA2147,0,18,8,104,22,29,16,8,3,199,0,5,6,11,13,4,0,0,0,28,5,47,78,398,166,165,131,38,11,1043,0,0,4,14,12,18,24,10,3,83,0,0,4,14,16,13,7,7,0,59,0,0,0,9,4,23,26,21,3,95,3,9,10,14,3,10,9,0,4,64,0,6,6,53,26,22,28,19,7,153,3,32,61,456,190,122,109,45,13,1024,0,4,5,23,4,4,6,0,0,53,0,7,15,50,23,4,4,0,0,107,0,0,8,62,40,50,25,23,0,207,0,9,18,37,11,13,5,4,0,102,5,11,7,50,16,27,22,8,0,148,0,0,0,3,4,3,3,5,0,18,0,0,0,11,5,4,0,0,0,27,3,58,79,316,186,219,202,122,49,1238,106,225,233,575,216,182,163,120,62,1887,2327,4799,4520,10710,4708,4258,3562,1766,643,37285
POA2148,4,43,84,391,50,60,28,4,0,667,0,0,0,8,6,0,0,0,0,23,12,126,324,1382,635,573,411,126,34,3627,0,0,0,20,20,31,60,48,96,275,0,5,19,61,40,38,21,9,0,184,0,0,3,5,17,18,32,23,8,108,0,20,8,16,11,15,14,3,0,85,0,4,10,51,31,33,33,8,7,176,10,34,79,435,153,145,70,40,13,976,0,4,3,51,3,5,9,0,0,70,0,15,11,82,26,13,13,0,0,160,0,4,17,133,82,109,48,19,9,421,3,15,16,41,13,17,9,6,3,115,0,0,9,72,37,36,28,4,0,194,0,0,0,0,7,0,5,5,0,11,0,3,8,17,7,4,0,4,0,44,9,168,327,1061,521,419,348,256,108,3223,235,472,527,1341,391,329,263,183,92,3840,4769,8290,8700,22390,7520,6737,5062,2788,1229,67483
POA2150,4,59,45,244,41,12,8,0,0,405,0,0,5,3,0,5,0,0,0,11,7,36,77,509,117,77,50,9,0,887,0,0,0,15,5,10,19,0,0,51,0,0,0,7,0,0,5,0,0,21,0,0,0,12,0,4,5,3,0,25,4,13,4,34,7,6,7,0,0,87,0,0,3,30,14,6,3,6,0,68,3,5,26,142,22,36,9,3,3,257,0,0,9,102,10,3,10,0,0,133,0,3,9,108,22,15,3,0,0,165,0,0,3,28,26,24,15,5,0,98,10,36,7,38,0,8,0,0,0,102,0,5,59,109,47,46,28,5,9,316,0,0,0,0,3,0,0,0,0,3,0,0,3,25,5,0,0,0,0,37,31,153,122,637,118,81,81,50,9,1270,128,164,293,1099,140,126,90,56,44,2139,2490,3159,4000,18497,2579,2113,1461,678,274,35254
POA2151,0,14,19,103,18,7,3,0,0,158,0,0,3,3,3,7,0,0,0,19,6,36,44,193,58,64,28,3,0,433,0,0,8,25,16,20,14,0,6,78,0,0,0,3,3,0,3,0,0,13,0,4,4,7,14,6,6,15,4,61,0,11,5,22,14,17,16,8,0,91,0,0,10,26,20,15,7,8,0,78,0,7,22,84,35,50,26,14,9,249,0,0,5,25,16,3,6,3,0,56,0,6,5,42,4,8,5,0,0,77,0,0,3,11,17,16,13,6,4,69,4,9,15,31,12,5,7,0,0,83,0,0,10,40,48,30,15,4,0,150,0,0,0,0,3,0,0,0,0,9,0,6,5,19,0,5,0,0,0,28,3,61,55,317,140,117,91,64,19,874,47,111,93,354,123,103,67,64,22,979,1183,2681,2296,6617,2807,2362,1798,1061,396,21204
POA2152,0,8,5,57,4,3,0,0,0,72,0,0,0,5,0,0,6,0,0,12,0,9,9,112,33,23,9,9,0,205,0,0,0,7,8,10,20,3,0,50,0,0,0,3,0,3,0,0,0,5,0,0,0,5,4,3,10,10,6,37,0,6,0,6,4,3,0,0,0,23,0,3,7,33,21,5,6,6,0,83,0,3,11,45,19,15,14,5,0,108,0,0,0,4,4,0,3,0,0,14,0,3,0,15,7,7,0,0,0,32,0,0,3,3,17,4,0,5,0,36,3,0,0,11,5,3,8,3,0,36,0,3,0,20,8,9,9,0,0,49,0,0,0,0,3,0,0,0,0,9,0,0,0,10,5,0,4,0,0,20,0,19,18,145,82,54,58,31,13,419,18,37,26,113,46,30,51,62,53,430,700,1463,1120,3323,1510,1098,944,758,346,11261
POA2153,5,65,19,230,50,33,19,7,0,419,0,0,5,12,15,9,4,5,0,38,3,17,59,289,130,158,159,46,19,868,0,7,3,40,29,43,51,15,7,197,0,5,0,8,4,3,0,0,0,17,0,7,4,16,22,28,49,45,18,193,6,41,38,43,29,24,27,7,5,219,6,45,63,187,105,85,56,18,11,573,3,33,53,334,242,230,155,62,25,1125,0,11,8,75,21,24,19,10,0,164,0,6,20,85,29,7,10,0,0,165,0,0,5,25,56,25,13,17,0,143,19,58,101,78,38,19,24,6,0,340,0,0,8,79,67,70,30,9,0,264,0,0,0,11,7,12,15,5,5,54,0,3,8,20,20,12,0,0,0,66,17,125,112,545,294,254,232,134,69,1785,75,166,121,414,148,142,115,87,53,1323,3597,9329,7120,16605,8456,6775,5899,3541,1294,62610
POA2154,4,70,28,169,63,28,16,5,0,392,0,0,0,3,9,6,7,4,3,20,0,22,34,142,94,110,112,25,6,553,0,0,3,26,22,32,35,11,4,129,0,5,0,4,0,0,0,0,0,12,0,5,4,18,15,25,33,21,6,123,3,23,30,37,21,37,33,13,4,195,4,62,93,151,156,97,43,21,12,637,0,12,30,125,140,146,107,56,31,652,3,10,5,92,32,11,37,8,0,198,0,3,15,59,20,15,7,0,0,127,0,0,3,17,16,14,10,4,0,70,9,32,53,38,19,18,10,6,3,179,0,12,14,76,67,54,31,8,0,268,0,0,0,4,7,9,9,7,0,31,0,0,0,5,17,15,0,0,0,44,18,97,101,310,225,224,176,122,46,1316,35,122,117,211,123,87,90,89,60,931,1765,5909,5089,9216,5835,4919,4239,2545,1371,40874
POA2155,4,111,69,473,128,93,29,8,4,921,0,0,3,5,13,8,3,0,0,38,10,46,160,711,464,379,261,47,16,2089,0,4,0,36,12,42,34,7,0,134,0,0,0,7,5,5,9,0,0,25,0,11,21,36,47,37,23,28,0,204,5,65,65,67,58,33,22,5,3,327,25,214,205,532,345,192,74,25,5,1616,8,36,106,432,259,262,109,55,13,1279,0,5,3,72,27,17,30,8,0,168,5,15,9,92,31,6,7,0,0,169,0,4,3,38,60,29,13,7,0,153,15,74,72,126,28,34,4,4,0,360,0,13,17,81,68,47,26,3,0,262,0,7,5,13,13,8,11,0,0,62,0,4,29,70,50,32,3,0,0,195,25,234,213,790,458,328,176,128,50,2398,93,236,203,576,229,152,77,69,23,1669,5085,12794,10516,22311,11288,6783,4299,2060,559,75699
POA2156,0,0,0,10,3,9,9,3,0,33,0,0,0,0,3,3,3,7,0,15,0,0,7,19,8,18,13,0,0,71,0,0,0,7,9,12,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,8,5,35,0,0,3,8,6,9,4,0,0,31,0,13,10,19,42,33,14,8,5,139,0,0,3,13,12,17,3,5,0,49,0,0,0,7,7,3,3,0,0,22,0,0,0,11,0,3,0,0,0,17,0,0,0,3,5,0,0,0,0,5,0,8,8,10,8,4,7,0,0,50,0,0,0,4,8,6,0,5,0,22,0,0,0,0,4,6,4,3,0,16,0,0,0,0,4,3,3,0,0,8,0,3,7,53,45,78,53,34,10,283,7,38,39,42,38,31,32,53,16,288,467,1843,1953,2235,1973,1803,1549,1139,443,13403
POA2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,16,0,0,0,0,0,0,0,0,0,9,0,4,5,13,15,11,4,0,0,44,0,0,0,0,3,0,0,3,0,10,0,0,0,3,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,19,22,11,16,8,7,89,4,10,6,17,15,21,13,4,0,87,195,613,549,815,619,542,433,221,66,4042
POA2158,0,3,5,12,9,7,0,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,4,10,10,20,7,0,0,58,0,0,0,4,9,3,8,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,10,12,5,11,44,0,4,4,4,8,3,3,0,0,31,0,14,28,30,46,27,13,4,0,169,0,11,5,21,36,27,15,4,0,116,0,4,5,12,7,4,17,0,0,39,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,3,0,0,5,0,3,3,8,4,17,4,3,0,53,0,0,0,3,9,4,0,0,0,18,0,0,3,0,3,3,5,0,5,18,0,0,0,0,10,0,4,0,0,10,0,15,12,38,46,40,25,39,15,226,3,13,27,38,32,31,17,27,15,223,363,1197,1189,1594,1364,1245,941,711,326,8937
POA2159,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,12,4,0,0,17,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,6,4,3,24,0,4,0,0,0,0,0,0,0,8,0,0,10,16,27,16,6,0,0,61,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,4,4,0,0,19,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,7,0,5,6,4,0,9,0,0,0,14,15,17,20,17,3,97,10,20,24,43,29,21,23,6,8,187,216,672,646,951,737,741,592,416,182,5148
POA2160,27,109,185,648,49,33,11,0,0,1066,0,0,0,3,0,3,0,0,0,7,3,11,52,317,139,107,62,25,9,729,0,0,0,4,11,12,14,9,6,50,0,0,5,20,21,14,3,6,0,74,0,0,0,5,4,5,8,8,3,26,0,5,0,9,0,5,12,0,5,30,0,0,5,11,12,4,5,0,0,41,0,4,9,57,25,27,11,7,8,145,0,0,4,57,7,3,3,0,0,76,0,3,11,79,25,24,4,0,0,147,0,0,12,148,135,123,62,40,3,526,0,8,5,30,0,4,0,0,0,54,0,3,24,107,117,149,78,35,13,528,0,0,0,0,0,4,0,0,0,4,0,0,8,8,10,8,0,0,0,29,17,126,199,850,348,319,200,136,49,2250,246,497,448,1301,388,313,175,100,53,3517,3012,5079,5247,12929,4401,3981,2639,1469,633,39388
POA2161,14,88,148,458,44,20,20,3,0,790,0,0,0,0,0,0,0,0,0,3,0,14,36,169,90,89,59,15,0,479,0,0,0,6,0,3,14,8,7,41,0,0,3,18,24,18,3,4,0,75,0,0,0,0,0,4,8,11,0,26,0,0,5,8,0,3,4,5,0,33,0,0,3,7,6,0,0,4,0,23,0,0,3,31,14,9,19,6,9,95,0,0,0,23,3,6,5,0,0,37,0,3,29,62,14,14,6,4,0,132,0,5,6,96,88,71,42,28,4,343,0,9,6,6,0,0,0,0,0,24,5,9,28,146,136,192,135,52,23,727,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,11,15,101,198,721,307,272,167,109,50,1939,240,510,426,1021,330,261,166,114,74,3144,2887,5067,4954,10433,3632,3364,2250,1226,569,34379
POA2162,9,15,48,105,26,12,3,0,0,232,0,0,0,0,0,0,0,0,0,0,0,8,12,56,24,42,15,3,3,154,0,0,0,4,8,4,13,9,20,47,0,0,4,11,10,14,4,0,0,48,0,0,0,0,0,5,9,3,0,19,0,11,0,0,0,3,3,5,0,24,0,0,0,0,8,0,5,0,0,12,0,0,4,20,11,5,4,4,0,50,0,0,0,25,0,0,3,0,0,32,0,0,4,19,11,3,4,0,0,37,0,0,3,28,20,33,18,6,3,103,0,0,13,7,3,6,0,0,0,33,0,45,121,520,519,585,310,96,56,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,44,82,285,163,124,103,60,33,904,105,280,219,448,195,149,121,62,43,1620,1390,3080,3022,5199,2417,2362,1558,781,493,20306
POA2163,4,6,29,67,8,6,0,0,0,122,0,0,0,5,0,0,0,0,0,8,0,0,10,45,28,14,13,11,0,123,0,0,0,6,0,9,16,4,4,33,0,6,8,20,6,9,9,0,0,55,0,0,0,0,0,3,6,4,0,16,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,7,7,3,0,0,0,19,0,0,0,13,0,0,0,0,0,13,0,4,12,26,8,4,3,3,0,68,0,0,0,7,17,11,6,5,0,48,0,0,0,6,0,0,0,0,0,12,3,27,86,403,323,360,209,81,40,1519,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,64,258,149,111,88,39,23,754,50,136,136,268,117,110,77,41,13,955,664,1371,1476,2935,1327,1217,927,387,235,10544
POA2164,0,7,4,18,6,4,11,0,0,42,0,0,0,0,0,0,0,0,0,4,0,5,6,76,43,34,41,10,0,218,0,0,0,3,3,10,0,8,8,39,0,7,13,25,23,15,14,0,0,89,0,0,0,3,3,4,3,4,4,25,0,0,0,5,0,4,3,0,0,13,0,0,0,4,0,0,3,0,0,10,0,0,0,3,0,4,7,0,0,14,0,0,0,3,0,3,0,0,0,8,0,5,7,41,0,8,3,0,0,59,0,16,3,31,30,23,16,11,0,137,0,0,4,17,4,5,3,0,0,33,0,16,23,317,269,230,145,58,61,1115,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,10,145,174,464,302,346,291,142,52,1938,65,111,94,248,101,118,131,86,50,998,1291,2932,2704,5345,2605,2579,2124,1192,499,21273
POA2165,0,14,21,60,8,4,0,0,0,109,0,0,0,6,0,0,0,0,0,4,0,26,44,205,96,90,91,14,13,576,0,0,0,6,7,16,36,9,11,77,0,8,19,38,36,30,22,3,0,156,0,0,0,3,0,5,5,9,0,26,0,0,0,4,0,3,0,0,0,11,0,0,0,0,5,3,0,0,0,8,0,3,0,10,7,13,10,4,6,49,0,0,7,22,10,8,9,0,0,50,0,24,31,110,30,29,11,5,0,239,3,27,3,35,34,21,17,17,4,161,0,7,10,10,0,6,0,0,0,43,8,86,233,1350,1268,1220,694,226,101,5184,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,6,25,412,526,1287,800,867,572,356,114,4950,175,397,358,778,387,351,245,145,58,2892,2472,5947,6167,11477,5949,5794,4128,2284,831,45046
POA2166,0,0,5,20,9,0,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,22,52,190,73,76,33,8,5,458,0,0,0,12,6,10,24,14,19,87,0,21,39,90,91,52,20,10,4,317,0,0,0,0,4,12,9,7,0,26,0,0,0,14,0,7,9,3,0,36,0,0,0,3,3,0,0,0,0,11,0,4,3,17,3,4,5,3,0,33,0,0,7,29,4,9,3,0,0,60,3,15,48,477,91,69,47,8,0,769,0,7,0,5,16,16,13,17,5,73,4,11,15,17,8,3,0,0,0,47,50,498,1262,4944,4133,3974,2105,680,334,17989,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,9,80,154,543,427,422,410,289,159,2490,176,412,423,831,462,393,262,123,70,3152,2572,6442,7893,13844,7602,7512,4754,2304,1253,54184
POA2167,0,9,27,62,17,12,4,0,0,125,0,0,0,0,5,0,0,0,0,8,0,7,29,141,70,76,35,8,4,376,0,0,0,7,12,8,22,6,8,56,0,3,17,25,20,17,9,6,0,94,0,0,0,0,6,5,5,11,3,32,0,0,4,3,0,3,3,0,0,21,0,0,8,12,5,9,0,3,4,49,0,3,5,9,12,12,11,5,6,46,0,0,0,3,4,3,0,0,0,10,0,0,5,26,6,6,4,0,0,54,0,0,0,9,0,4,3,0,0,16,0,3,6,10,0,5,3,0,0,28,0,4,10,58,20,15,8,4,0,121,0,0,0,0,0,0,0,0,0,0,0,0,4,16,8,3,0,0,0,41,0,31,45,175,86,67,50,30,21,501,31,59,52,127,44,43,37,46,50,487,799,1405,1213,3300,1270,1069,727,430,327,10536
POA2168,0,13,35,59,27,20,3,0,0,162,0,0,0,0,3,0,5,0,0,15,0,9,31,209,100,189,133,35,15,719,0,0,0,10,18,32,28,14,4,90,0,47,46,129,91,121,39,16,0,496,0,0,0,0,3,10,14,9,7,49,0,0,0,3,3,3,3,0,0,15,0,0,3,3,7,5,4,0,0,24,0,0,0,4,0,3,11,3,4,33,0,0,0,5,0,4,3,0,0,12,0,0,5,98,32,30,11,0,0,184,0,12,6,22,33,18,13,0,0,111,0,10,6,14,0,3,0,0,0,38,7,63,160,1131,893,760,364,87,30,3491,0,0,0,0,0,0,6,0,0,8,0,0,10,20,10,4,6,0,0,45,14,114,179,686,623,777,581,258,75,3301,219,469,384,815,323,406,211,129,37,2990,2938,6839,6899,11291,5585,5932,3423,1628,486,45023
POA2170,17,109,162,680,205,101,45,5,0,1322,0,0,0,5,11,0,0,0,0,13,5,66,146,799,395,440,216,55,25,2147,0,4,8,73,56,125,134,42,31,472,0,30,45,171,127,146,79,17,0,615,0,0,0,12,15,39,35,31,16,149,5,6,11,31,15,13,11,0,4,97,0,8,19,65,49,35,42,20,18,259,0,6,12,73,48,55,53,27,3,272,0,0,5,51,15,8,12,0,0,89,3,18,32,221,55,44,18,7,0,391,3,21,31,136,125,95,47,31,0,492,7,28,27,82,13,16,12,7,0,182,17,98,269,1637,1170,1021,500,136,60,4906,0,0,0,3,0,5,7,9,0,32,0,8,45,86,42,28,0,0,0,210,69,512,648,2666,1456,1307,1067,570,204,8502,503,1008,937,2485,795,683,474,345,193,7415,8028,16112,15188,33406,14110,12336,8538,4808,1947,114479
POA2171,0,21,35,89,66,26,3,4,0,244,0,0,0,3,0,3,0,0,0,9,0,9,44,249,146,236,152,29,5,865,0,0,0,25,14,15,20,4,0,74,0,9,18,40,37,45,21,10,0,171,0,0,0,0,6,19,8,6,0,31,0,0,3,13,6,9,10,0,0,40,0,0,3,28,24,12,8,3,0,81,0,0,0,18,9,23,9,0,0,57,0,3,3,0,8,0,0,4,0,18,0,4,3,88,25,14,3,4,0,149,5,4,9,47,38,23,18,5,0,138,3,4,4,35,6,4,0,0,0,55,3,11,42,383,306,230,116,19,5,1113,0,0,3,0,0,6,0,0,0,8,0,3,21,19,17,6,0,0,0,76,10,77,145,705,607,554,349,133,45,2613,81,238,188,378,174,119,60,33,7,1275,2637,6664,6006,10712,5527,4048,2214,826,248,38882
POA2172,0,0,0,6,3,4,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,11,0,0,38,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,7,0,3,0,4,0,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,4,0,3,0,7,0,0,0,6,0,0,0,0,0,7,0,0,0,3,16,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,41,19,26,10,4,0,101,0,7,4,10,3,4,8,3,0,44,160,426,406,703,483,402,217,86,17,2892
POA2173,0,6,4,18,7,4,0,0,0,48,0,0,3,6,0,0,0,0,0,8,0,3,15,100,48,98,48,14,3,335,0,0,0,3,4,8,10,0,0,26,0,3,5,10,13,9,0,0,0,37,0,0,0,10,8,7,5,4,0,35,0,7,0,6,6,4,4,0,0,16,0,5,9,30,20,20,19,4,0,110,0,0,0,16,9,21,7,7,4,57,0,0,0,11,5,0,0,0,0,16,0,3,0,20,10,8,5,0,0,40,0,0,0,5,3,0,5,0,0,14,5,6,3,24,0,4,0,0,0,46,0,7,7,44,29,20,12,0,0,123,0,0,0,4,0,4,0,0,0,10,0,3,0,7,0,6,0,0,0,15,0,24,41,148,69,82,62,28,5,462,22,62,111,167,60,42,13,12,8,495,1040,2219,2143,4400,2071,1552,717,311,90,14544
POA2174,3,40,36,145,46,22,3,0,0,296,0,0,0,0,0,0,0,0,0,0,0,8,17,145,61,29,16,0,0,287,0,0,0,3,0,0,0,0,0,7,0,0,5,10,23,11,6,0,0,51,0,0,0,0,0,0,0,0,0,4,0,12,3,9,4,3,9,0,0,37,0,0,5,17,12,7,0,0,0,41,0,3,7,36,15,13,5,5,0,88,0,0,0,3,4,0,0,0,0,7,0,0,0,37,7,3,4,0,0,45,0,3,0,21,22,3,0,0,0,57,0,7,0,8,0,0,0,0,0,20,0,3,15,99,55,30,10,4,0,211,0,0,0,0,0,0,0,0,0,0,0,0,18,15,13,0,0,0,0,50,9,52,64,212,100,76,40,8,6,569,45,100,73,225,79,44,18,9,0,593,1227,2031,1572,4639,1346,729,386,113,36,12080
POA2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,13,4,10,0,51,6,12,15,29,18,13,14,12,0,117,90,203,241,359,254,256,190,153,42,1790
