POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2480,4871,9743,85,463,414,1944,155,738,2207,8718,2858,11875,166,680,310,1049,923,2934,1401,4663,4261,16534,36,162,172,565,110,401,966,2503,1280,3627,85,286,246,504,925,2039,1264,2828,2541,6453,184,373,11854,33102
POA2481,1391,2770,7,28,103,419,23,103,658,2522,791,3070,34,134,84,262,197,616,316,1009,1106,4083,0,13,36,120,17,49,199,478,253,658,9,26,59,118,152,326,220,470,475,1130,34,71,3004,8047
POA2482,620,1246,10,62,57,263,28,112,353,1327,446,1759,12,68,50,155,121,387,187,607,634,2361,0,5,28,96,9,37,150,368,188,503,12,31,46,92,105,242,160,366,354,866,23,43,1630,4522
POA2483,1201,2402,12,57,98,431,30,124,617,2379,757,2995,25,114,75,230,210,668,312,1013,1069,4007,0,8,49,141,32,102,223,550,302,795,15,56,60,112,238,502,311,669,617,1466,37,85,2925,7959
POA2484,2264,4529,38,205,177,820,78,358,960,3812,1250,5203,86,352,152,506,427,1393,667,2253,1918,7452,14,53,67,229,56,216,387,1064,522,1560,34,110,87,171,402,861,522,1141,1047,2707,77,153,5299,14840
POA2485,2002,3973,9,48,72,341,31,138,626,2335,747,2875,40,163,59,201,246,782,345,1143,1098,4019,10,48,41,136,32,106,272,686,356,973,25,65,60,133,356,753,442,949,796,1921,72,148,3969,10063
POA2486,4040,8116,55,292,277,1303,109,495,1643,6437,2086,8518,158,675,242,806,731,2367,1135,3845,3222,12366,28,138,113,394,57,221,541,1463,749,2220,58,174,148,321,711,1541,911,2037,1654,4262,141,298,9064,25045
POA2487,1805,3589,18,112,162,735,49,208,962,3808,1191,4859,74,302,160,543,236,748,468,1600,1654,6462,6,23,37,135,16,61,206,516,264,746,11,44,56,127,225,500,299,671,564,1416,35,71,4063,11533
POA2488,359,700,3,13,45,210,17,71,236,933,301,1231,13,57,18,67,60,191,96,315,397,1547,0,0,13,46,7,19,54,148,75,208,6,24,21,49,67,147,94,212,171,429,9,22,931,2698
POA2489,925,1845,13,65,94,411,26,106,588,2338,721,2920,29,120,58,199,108,345,198,660,917,3581,3,12,33,94,14,40,132,368,180,506,13,42,32,75,97,201,138,314,319,821,19,38,2177,6287
POA2490,78,162,0,0,9,44,0,13,45,190,61,251,0,9,4,23,17,52,25,84,81,338,0,0,0,10,0,7,6,17,8,28,3,10,4,3,12,19,13,36,23,63,3,5,193,557
POA2500,4904,9798,45,273,334,1564,55,252,1967,7442,2399,9530,193,829,326,1145,642,2083,1162,4054,3564,13585,18,74,83,276,31,118,499,1197,631,1659,66,198,203,430,623,1346,895,1977,1525,3637,227,488,10218,27506
POA2502,1084,2212,38,213,106,549,51,259,650,2643,837,3666,60,279,57,194,341,1135,465,1615,1303,5286,12,70,49,194,35,127,256,751,354,1144,21,60,59,121,355,792,432,974,790,2118,63,131,3230,9738
POA2505,480,966,3,30,33,149,8,55,287,1103,332,1336,22,82,30,105,129,426,180,613,514,1949,4,12,17,52,16,66,105,294,139,422,16,54,17,32,163,339,193,428,335,856,25,54,1356,3827
POA2506,712,1440,26,150,80,356,35,164,358,1444,494,2121,46,182,42,152,220,733,305,1069,799,3183,10,63,26,118,30,118,201,552,270,849,15,47,26,62,221,504,260,612,533,1460,28,49,2064,6136
POA2508,880,1770,13,85,118,531,36,158,801,3176,974,3951,89,376,109,388,289,945,489,1707,1461,5658,4,12,29,90,6,14,85,203,116,317,20,66,39,82,111,239,174,388,287,704,18,32,2639,8157
POA2515,1319,2653,24,144,180,804,26,132,865,3456,1109,4530,87,357,166,584,268,848,524,1790,1627,6320,3,16,32,102,6,22,111,274,157,408,14,49,39,98,136,305,195,452,354,863,22,47,3326,9889
POA2516,585,1178,16,74,102,464,19,67,574,2268,704,2875,68,289,86,304,158,519,314,1107,1018,3982,4,20,14,47,11,33,64,169,91,267,13,47,29,70,94,205,143,322,230,591,19,43,1859,5791
POA2517,1357,2736,22,120,181,784,25,124,950,3752,1176,4784,114,495,170,601,310,998,592,2098,1768,6882,9,34,38,121,25,102,215,547,290,803,25,65,76,175,228,491,326,733,618,1532,35,73,3777,11221
POA2518,1990,3996,31,162,196,892,46,200,1131,4382,1402,5645,119,487,165,581,442,1447,727,2518,2123,8162,7,52,79,261,32,107,365,950,490,1366,37,122,94,208,471,1026,600,1354,1098,2724,104,222,5307,15106
POA2519,1749,3516,33,169,175,808,42,181,1054,4094,1295,5251,102,440,175,615,405,1320,679,2371,1975,7626,6,20,45,142,23,83,275,711,353,954,34,106,67,153,372,826,473,1095,825,2045,74,155,4616,13334
POA2525,1155,2318,29,179,206,959,32,153,897,3519,1163,4807,95,408,164,606,344,1149,605,2166,1774,6976,9,47,30,92,9,34,150,392,193,561,32,107,48,119,164,362,248,585,441,1148,36,71,3397,10506
POA2526,1687,3417,27,155,224,1049,58,267,1093,4242,1405,5711,167,711,176,628,520,1724,867,3057,2270,8773,12,49,48,161,31,115,236,685,326,1014,30,94,54,130,272,609,356,839,685,1848,62,121,4702,14158
POA2527,2717,5452,69,395,291,1347,108,503,1874,7302,2347,9550,177,775,176,605,737,2429,1097,3809,3439,13359,15,70,74,254,51,184,520,1417,658,1925,55,177,90,196,455,1007,603,1385,1263,3305,95,193,7509,22309
POA2528,2568,5173,49,254,176,791,89,428,1054,4153,1367,5634,119,509,116,405,622,2029,857,2942,2224,8579,26,111,91,348,70,270,577,1577,764,2302,48,168,107,224,686,1515,842,1910,1601,4215,121,248,6517,18218
POA2529,3139,6349,78,415,347,1587,139,655,1838,7264,2412,9919,231,971,284,1009,903,2950,1416,4933,3830,14848,17,81,98,340,58,239,429,1119,612,1779,69,214,115,260,490,1091,673,1557,1279,3336,99,207,8344,24741
POA2530,3679,7431,83,450,435,2027,180,847,2209,8633,2909,11957,214,913,276,953,965,3183,1453,5053,4360,17007,30,137,128,460,88,323,669,1842,912,2764,89,275,127,282,690,1565,905,2122,1816,4884,115,233,9970,29551
POA2533,2469,4929,31,151,169,804,58,260,1018,4010,1277,5216,111,478,191,657,391,1246,693,2373,1972,7588,4,31,42,122,14,48,178,464,240,672,21,74,59,121,211,455,291,646,533,1309,55,115,5025,13940
POA2534,761,1520,8,46,72,335,21,74,328,1333,427,1787,39,150,63,202,127,404,229,761,656,2548,0,5,16,40,5,14,55,141,70,202,0,14,19,38,76,157,98,209,168,406,13,33,1601,4509
POA2535,1375,2747,7,39,76,334,21,114,359,1449,469,1934,27,115,55,188,155,471,236,777,707,2707,5,16,15,44,3,20,99,258,117,347,9,25,22,42,94,200,121,272,243,619,26,51,2349,6123
POA2536,2937,5875,25,141,130,616,68,312,739,2910,963,3973,60,243,84,262,342,1055,481,1559,1442,5534,14,67,69,263,50,194,373,1023,512,1543,28,84,54,123,326,713,406,925,921,2468,59,122,5353,13992
POA2537,2082,4161,15,70,105,450,36,169,534,2107,685,2792,41,172,76,253,245,776,364,1201,1054,3994,13,49,44,138,16,66,161,434,234,684,17,47,38,87,209,439,267,573,492,1258,46,97,3681,9510
POA2538,385,768,3,14,31,145,5,33,120,515,161,705,6,40,21,68,50,156,84,264,242,972,0,0,7,25,5,20,24,56,34,102,4,13,9,16,32,61,40,91,72,190,6,19,716,1948
POA2539,3179,6352,21,86,142,650,61,272,924,3638,1148,4651,60,260,127,430,393,1217,581,1908,1728,6563,10,43,77,263,25,87,338,879,451,1274,18,62,67,143,365,782,449,978,899,2256,57,112,5867,15283
POA2540,6871,13773,97,533,437,2036,163,772,2241,8730,2934,12072,169,699,289,937,1007,3180,1463,4810,4396,16887,39,155,120,448,95,342,718,1996,967,2947,38,134,146,307,867,1878,1053,2321,2025,5266,147,321,13438,36249
POA2541,2943,5910,49,274,228,1056,77,361,1490,5806,1842,7504,91,393,139,458,479,1527,708,2376,2549,9875,23,92,92,342,65,253,687,1932,868,2622,45,130,123,274,584,1285,749,1683,1619,4312,149,303,7262,20398
POA2545,188,371,4,36,7,42,0,4,24,100,38,177,4,13,8,21,36,106,50,147,86,320,0,0,4,15,3,7,16,38,25,63,0,0,0,4,14,32,15,32,41,100,0,6,313,800
POA2546,1715,3404,16,80,84,363,29,139,352,1385,479,1962,32,127,32,110,139,434,204,667,678,2627,9,36,17,72,11,33,146,385,185,533,3,13,20,38,153,326,180,379,360,909,22,43,2780,6991
POA2548,1405,2781,8,44,68,298,20,84,351,1356,446,1782,25,94,58,180,133,406,211,680,658,2461,0,0,25,81,8,21,107,277,137,386,9,17,40,77,105,217,151,315,285,697,23,46,2370,5986
POA2549,588,1174,8,46,35,174,13,80,230,910,298,1199,17,66,24,71,80,239,116,372,411,1578,0,3,9,28,9,19,55,139,71,189,4,14,15,32,50,105,68,152,140,343,6,13,1144,3098
POA2550,2331,4641,21,124,170,786,89,427,826,3240,1103,4575,55,216,90,301,330,1030,474,1540,1574,6108,15,72,48,148,18,73,284,762,361,1054,20,55,45,101,310,659,374,815,735,1866,42,89,4683,12710
POA2551,528,1043,3,14,26,142,9,47,140,561,184,766,5,5,17,57,62,189,82,258,272,1025,0,15,8,28,8,39,72,208,92,287,4,9,5,10,59,135,73,154,169,443,16,28,977,2543
POA2555,19,32,0,7,0,5,0,0,9,43,14,53,0,10,0,0,6,9,7,23,18,80,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,10,5,10,8,11,0,0,41,121
POA2556,238,483,8,36,32,156,16,72,99,416,145,676,32,147,23,69,118,399,166,624,311,1296,0,26,3,17,8,23,28,79,42,145,3,8,3,9,33,84,42,96,82,242,6,12,635,2032
POA2557,1591,3248,60,371,258,1221,97,459,2118,8244,2525,10300,131,579,124,442,417,1433,669,2460,3200,12762,18,65,42,159,34,133,278,819,370,1171,46,150,31,82,228,543,308,772,671,1945,49,113,5514,18061
POA2558,899,1833,40,234,120,571,49,236,683,2726,885,3770,88,391,108,362,404,1395,601,2147,1490,5915,11,59,37,152,37,120,218,651,301,990,31,95,57,131,248,580,333,810,637,1793,54,103,3076,9654
POA2559,102,216,21,116,29,157,18,78,184,726,249,1077,10,42,4,20,46,167,64,232,311,1309,6,37,17,79,20,98,112,356,160,571,12,32,19,43,57,126,88,204,248,774,7,13,670,2317
POA2560,6818,13888,293,1829,902,4517,398,1981,5090,20142,6692,28466,526,2328,600,2064,2103,6937,3226,11334,9920,39799,109,561,321,1206,239,911,1832,5149,2504,7835,182,628,335,777,1742,4021,2257,5423,4762,13253,397,838,21899,67779
POA2563,19,46,0,3,0,17,0,3,15,58,20,86,7,12,0,6,6,21,10,35,30,123,0,0,0,0,0,3,3,17,11,27,0,5,0,0,0,5,5,10,13,38,0,0,66,210
POA2564,841,1731,43,262,224,1057,48,233,912,3579,1228,5140,98,423,148,510,346,1152,588,2085,1816,7224,24,113,61,240,52,203,333,967,474,1529,19,63,70,157,384,877,476,1100,944,2629,73,154,3682,11736
POA2565,2294,4661,84,513,428,2031,104,502,2897,11273,3512,14324,216,943,305,1065,765,2588,1280,4594,4793,18921,9,59,84,306,52,217,448,1290,598,1875,69,241,93,230,495,1159,657,1627,1256,3501,102,226,8443,27310
POA2566,1973,4024,82,516,365,1773,135,683,2008,8085,2595,11055,216,939,280,994,850,2858,1344,4791,3937,15846,32,141,104,385,64,253,481,1402,676,2185,57,205,90,214,562,1262,707,1682,1381,3860,129,288,7427,24018
POA2567,2961,6012,148,846,697,3312,257,1253,3147,12645,4251,18062,442,1935,457,1633,1275,4296,2167,7865,6420,25926,45,216,124,458,97,362,674,1876,944,2912,89,291,138,326,599,1372,822,1993,1768,4906,114,250,11260,37087
POA2568,162,322,5,25,22,86,0,0,50,229,77,344,12,48,7,28,47,159,67,240,142,583,0,0,0,0,0,0,7,13,7,13,0,0,5,4,8,8,5,15,9,31,0,0,316,931
POA2569,150,306,8,22,18,72,7,43,92,375,115,510,8,33,19,71,45,164,74,272,195,784,0,0,3,4,0,0,13,30,16,38,3,9,0,4,17,43,24,61,38,98,4,9,381,1194
POA2570,5505,11149,228,1296,837,3960,316,1470,5784,22819,7154,29549,412,1813,513,1800,1371,4603,2300,8221,9455,37769,41,176,194,686,107,397,1039,2847,1371,4102,119,398,196,451,751,1726,1070,2576,2441,6675,130,287,17532,55879
POA2571,1294,2601,41,217,157,744,86,405,1038,4177,1320,5542,111,488,107,375,382,1272,600,2133,1920,7673,7,44,38,120,23,81,150,424,218,671,12,39,31,64,145,345,193,453,412,1127,25,63,3654,11464
POA2572,643,1291,13,69,55,260,29,135,342,1362,445,1830,34,147,23,82,157,525,214,750,654,2577,3,19,15,73,10,33,89,259,120,383,12,36,19,36,75,158,107,240,225,620,17,34,1533,4521
POA2573,502,1016,12,54,62,298,41,189,411,1638,526,2179,34,140,22,65,127,420,179,630,706,2809,8,39,16,55,21,63,138,410,181,564,6,31,18,41,133,286,159,357,343,928,16,41,1569,4791
POA2574,629,1265,21,137,87,412,36,178,338,1374,488,2108,48,201,28,107,200,672,271,979,760,3089,3,24,16,61,12,52,88,256,125,397,12,41,19,45,91,197,120,287,245,681,13,27,1642,5067
POA2575,2033,4084,32,174,184,881,84,403,1197,4672,1500,6130,98,419,149,500,402,1293,652,2209,2155,8343,13,63,40,148,17,62,244,659,320,932,27,86,51,126,312,688,389,897,709,1834,62,122,4950,14377
POA2576,2228,4440,32,149,167,784,28,129,665,2681,890,3738,50,214,153,517,237,771,446,1495,1331,5235,13,48,29,111,15,43,118,312,177,510,19,64,43,103,221,493,287,656,463,1169,34,77,4063,10923
POA2577,2230,4486,29,165,161,766,49,229,957,3785,1198,4944,81,355,137,450,338,1075,560,1884,1757,6827,0,13,48,153,41,149,186,488,272,805,33,109,57,119,290,610,379,844,651,1649,51,101,4692,13063
POA2578,509,1020,7,27,23,113,4,27,102,416,138,576,7,36,22,62,50,158,75,257,218,834,0,7,9,34,5,19,27,80,46,142,3,8,15,32,36,82,55,127,103,270,3,9,836,2142
POA2579,647,1299,11,56,45,208,19,82,289,1146,360,1490,14,52,28,102,96,302,141,458,503,1949,0,4,7,20,5,31,55,167,68,217,7,23,12,23,61,126,79,173,147,390,9,15,1306,3654
POA2580,3593,7199,76,417,253,1195,159,760,1654,6509,2143,8872,112,468,202,665,641,2046,953,3182,3093,12055,21,104,64,232,75,288,588,1647,753,2267,40,118,108,241,526,1123,671,1480,1426,3745,106,231,8219,23238
POA2581,296,584,0,8,24,104,8,35,193,762,227,913,15,54,27,80,58,182,94,314,322,1227,0,7,5,9,0,8,30,79,35,106,5,5,4,0,28,60,33,66,68,178,4,14,693,2002
POA2582,1558,3135,27,136,188,846,65,282,931,3702,1204,4961,79,326,158,529,321,1016,557,1874,1758,6827,9,34,32,97,18,52,169,464,223,649,25,83,51,106,166,342,241,536,466,1184,34,66,3815,11219
POA2583,673,1336,14,71,40,201,16,91,205,843,281,1200,25,105,26,90,111,342,158,529,439,1730,0,0,10,39,8,31,44,117,67,192,9,21,15,20,66,140,84,183,148,374,12,28,1278,3474
POA2584,63,128,0,4,5,33,0,6,32,133,42,174,0,0,3,9,10,30,18,45,57,223,0,3,5,8,0,0,5,14,4,26,0,0,0,0,7,19,7,19,18,41,0,0,140,395
POA2585,24,49,0,0,4,9,0,7,8,33,11,42,4,18,0,0,8,23,9,48,25,94,0,0,0,0,0,0,3,11,3,11,0,0,0,0,3,0,3,0,6,14,0,0,54,149
POA2586,391,780,8,45,25,106,3,17,136,553,168,720,12,34,16,39,60,174,82,254,253,970,0,0,3,8,9,26,38,107,48,144,4,11,6,9,26,58,36,76,78,219,6,9,727,1978
POA2587,396,784,5,35,30,136,12,46,149,596,191,811,8,26,13,54,54,177,82,254,271,1068,0,0,5,17,3,8,42,133,52,160,3,18,9,20,51,111,66,156,116,315,7,24,799,2185
POA2588,51,95,0,6,7,14,0,0,19,68,20,85,5,10,0,3,0,5,6,22,31,106,0,0,0,0,0,4,0,12,7,12,0,0,0,3,3,10,3,10,8,20,0,7,90,234
POA2590,1034,2059,14,75,73,304,21,76,329,1309,427,1765,19,77,24,81,120,373,163,527,595,2299,0,13,34,137,7,41,114,324,155,513,6,29,26,56,107,238,142,317,297,832,23,51,1946,5237
POA2594,1331,2644,37,200,126,605,54,254,649,2676,868,3739,45,204,76,240,213,664,335,1113,1204,4852,15,63,44,172,32,96,255,720,342,1055,19,60,42,91,171,368,235,516,575,1572,53,110,3162,9184
POA2619,820,1625,29,161,173,792,38,158,816,3163,1056,4273,111,469,177,637,275,891,564,2002,1619,6273,0,10,29,84,4,18,108,254,146,363,17,53,33,74,96,200,141,332,292,697,10,22,2738,8620
POA2620,4588,9199,93,514,468,2138,142,657,3253,12407,3955,15717,249,1034,366,1234,958,3075,1570,5344,5527,21060,24,106,98,316,65,226,753,1940,947,2585,64,204,134,291,627,1364,832,1861,1776,4450,190,401,12084,35103
POA2621,784,1552,16,80,94,420,26,109,548,2138,678,2745,44,195,81,282,180,563,306,1036,988,3782,0,3,16,46,3,10,81,194,97,262,0,10,16,28,64,140,84,173,180,436,12,25,1962,5790
POA2622,643,1260,0,13,41,204,9,49,206,808,260,1071,14,63,18,51,79,232,104,341,365,1412,4,13,13,41,3,19,54,137,71,215,0,0,7,17,40,88,46,98,119,313,13,21,1137,3009
POA2623,69,132,0,3,4,23,0,0,34,147,45,181,3,13,6,20,9,35,18,62,60,245,0,0,0,12,0,0,13,29,14,39,0,0,10,12,12,21,21,37,30,75,0,6,163,462
POA2624,4,4,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,10,18
POA2625,24,45,0,3,0,8,0,0,9,37,13,43,0,0,3,11,0,3,3,16,16,59,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,3,0,7,13,0,0,44,115
POA2626,79,159,0,7,4,11,0,9,26,120,36,136,0,11,10,22,10,30,22,64,51,210,0,0,0,8,0,0,10,18,11,22,0,0,4,8,5,5,5,11,15,37,0,3,152,409
POA2627,522,1049,6,41,83,360,10,47,278,1079,381,1531,18,70,58,183,55,183,135,435,511,1967,0,5,9,39,0,4,55,141,74,184,5,14,24,53,41,85,69,151,138,334,10,19,1185,3370
POA2628,261,516,0,19,22,83,9,39,137,549,171,686,15,46,14,43,51,160,78,249,253,935,0,0,0,13,6,10,29,65,35,89,0,4,10,18,35,71,40,87,76,175,3,9,591,1634
POA2629,88,161,0,3,3,11,0,0,17,67,22,89,0,0,4,14,3,12,8,23,30,113,0,0,0,6,0,0,0,0,0,6,0,3,0,3,8,17,10,19,11,23,0,0,123,304
POA2630,1087,2150,11,68,79,362,24,112,475,1848,587,2396,32,130,47,144,180,573,257,839,844,3237,3,27,18,71,8,19,124,358,155,471,15,49,34,68,141,299,190,414,349,888,24,58,2308,6336
POA2631,74,148,0,5,8,33,5,8,32,121,33,170,5,12,4,10,10,35,15,57,56,225,0,0,0,0,0,0,9,15,5,15,0,0,0,6,9,23,12,24,17,40,5,4,149,420
POA2632,262,520,0,13,14,82,9,24,95,381,118,506,3,26,10,37,28,76,47,140,162,650,0,6,6,8,4,8,34,94,44,120,0,0,3,13,24,49,29,56,69,184,3,7,499,1354
POA2633,49,92,0,0,0,0,0,0,15,60,16,63,5,17,0,0,4,11,9,25,23,89,0,7,0,8,0,0,4,9,10,20,0,0,0,5,3,9,7,11,8,34,0,0,83,217
POA2640,4381,8704,72,392,402,1821,98,455,2464,9696,3039,12362,180,747,318,1039,683,2126,1182,3916,4221,16277,17,91,143,475,78,280,766,1980,1008,2818,50,160,156,326,528,1125,729,1611,1735,4434,142,306,10478,29718
POA2641,1693,3373,32,184,149,707,67,305,820,3169,1065,4370,63,267,82,262,275,873,420,1405,1485,5773,18,73,66,262,36,135,450,1239,571,1712,26,95,69,153,310,661,413,909,982,2622,80,163,4236,11927
POA2642,577,1148,20,134,75,422,18,80,324,1366,436,2011,38,175,47,148,129,412,217,730,658,2743,5,18,15,64,6,20,55,158,86,260,3,19,8,22,60,138,76,176,156,434,4,10,1405,4341
POA2643,453,898,6,20,35,158,11,44,161,654,210,872,11,51,10,42,53,153,80,244,288,1116,3,7,10,23,4,7,40,103,48,142,5,8,6,22,45,95,53,123,110,267,8,13,857,2300
POA2644,330,643,10,27,24,117,5,23,118,494,153,663,3,22,17,56,45,133,69,213,220,872,4,12,3,25,0,5,29,73,43,113,4,18,10,27,31,67,48,108,88,222,3,14,648,1755
POA2645,48,100,0,7,0,7,4,17,11,37,18,68,0,6,0,0,14,35,9,35,28,100,0,0,4,6,0,0,4,3,6,12,0,5,0,0,11,21,11,21,15,34,0,3,93,240
POA2646,930,1853,7,49,74,324,32,112,289,1165,400,1654,24,101,36,109,134,411,191,621,590,2274,0,20,14,58,5,31,106,298,132,402,12,27,21,56,100,207,137,291,269,692,15,33,1806,4851
POA2647,392,787,6,26,26,114,7,38,120,487,155,669,5,24,18,60,34,106,58,186,214,856,0,0,6,23,3,20,24,56,33,104,0,4,3,8,31,68,40,79,72,181,3,8,688,1834
POA2648,332,665,0,6,17,62,6,29,112,441,132,538,4,31,9,31,55,167,72,234,207,772,0,0,9,20,0,10,36,91,43,117,3,12,13,14,34,68,43,93,84,207,12,31,637,1678
POA2649,3,5,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27
POA2650,6233,12389,161,995,680,3246,236,1115,3810,15144,4898,20500,274,1161,461,1520,1075,3373,1811,6057,6707,26554,31,144,193,682,117,452,1271,3451,1608,4730,104,324,206,436,886,1905,1190,2664,2801,7396,246,508,15985,46845
POA2651,193,373,3,35,28,140,8,47,214,846,259,1060,4,30,21,71,47,144,72,239,328,1307,0,3,10,42,6,26,66,187,83,260,7,25,7,12,33,63,45,103,127,363,7,10,658,2052
POA2652,579,1146,13,72,51,225,27,109,307,1290,392,1696,20,98,36,106,101,311,158,510,549,2198,0,7,5,15,3,29,60,166,81,210,0,12,7,16,59,122,66,145,145,363,8,22,1283,3734
POA2653,361,720,6,20,19,109,8,29,118,494,152,653,11,45,13,54,34,103,59,201,218,854,0,0,8,22,3,20,47,120,58,167,3,4,8,21,39,85,52,111,111,275,7,15,697,1859
POA2655,152,302,3,14,14,86,7,29,87,405,117,527,4,11,14,40,25,71,39,122,156,653,0,6,3,31,0,0,15,48,19,88,3,5,3,6,23,57,32,69,51,156,5,12,360,1123
POA2656,173,351,0,4,11,62,7,23,72,293,85,378,6,22,10,31,18,58,34,113,123,488,0,4,5,10,3,11,19,52,27,75,0,3,6,8,17,46,26,58,54,137,6,14,361,984
POA2658,190,384,4,22,20,81,8,29,64,283,88,416,8,45,14,38,23,64,42,147,131,562,0,5,0,3,3,8,25,74,33,87,0,0,5,6,22,45,28,50,56,143,4,7,384,1092
POA2659,109,209,4,9,6,44,3,16,26,123,41,188,0,13,7,19,19,60,27,91,72,283,0,0,0,5,0,9,17,46,20,59,0,6,9,14,16,30,24,54,40,105,8,9,227,610
POA2660,169,342,9,42,21,82,7,40,99,393,131,557,0,15,5,30,28,93,39,134,170,690,0,6,4,20,4,12,27,79,37,122,0,0,7,25,25,55,34,78,77,204,3,4,421,1241
POA2661,12,30,0,0,6,17,0,4,25,111,28,125,0,0,0,0,0,0,0,0,28,125,0,0,0,0,0,3,3,12,4,13,0,0,0,0,0,0,0,0,4,13,0,4,52,168
POA2663,485,967,16,86,42,198,17,78,228,898,299,1264,10,54,27,83,105,324,138,453,440,1719,0,5,12,47,9,29,114,326,140,413,8,20,15,32,57,123,78,179,220,591,18,39,1160,3310
POA2665,272,532,5,23,29,120,6,21,103,447,140,617,13,49,17,40,30,94,56,181,204,797,0,3,6,18,9,14,25,74,36,111,0,0,9,10,24,48,27,56,61,168,6,13,539,1515
POA2666,721,1441,21,111,58,276,23,102,275,1148,374,1644,15,59,31,92,115,373,157,519,532,2163,6,17,15,61,12,45,88,234,122,355,5,15,15,31,95,209,119,255,232,608,22,53,1517,4267
POA2668,51,102,0,0,3,9,0,0,17,89,21,101,4,14,0,4,3,23,12,40,37,139,0,0,0,10,3,4,9,19,9,40,0,0,0,0,10,16,9,11,14,57,0,4,104,303
POA2669,163,323,6,25,16,88,8,33,87,363,121,503,5,12,15,36,24,79,39,125,157,622,0,0,0,0,3,13,19,47,17,62,3,3,3,11,23,43,29,60,48,116,0,0,373,1072
POA2671,482,950,5,28,44,199,18,81,239,959,306,1270,10,41,22,63,55,175,87,272,397,1544,5,17,5,31,5,23,60,175,80,237,4,13,11,27,56,119,69,155,151,392,9,29,1041,2922
POA2672,154,301,0,3,10,58,9,19,84,354,108,438,0,10,6,18,21,67,30,98,134,532,3,11,3,9,6,16,35,103,43,133,0,3,3,3,26,62,29,68,74,203,8,18,371,1057
POA2675,166,329,0,13,9,54,10,32,88,360,115,458,8,24,6,14,17,57,28,91,138,544,0,5,0,5,4,8,31,78,35,98,6,3,4,5,19,39,23,47,61,148,4,15,375,1036
POA2678,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2680,2481,4997,77,436,260,1234,91,460,1561,6171,1994,8304,144,612,166,555,615,2057,930,3227,2920,11530,18,97,73,246,39,145,391,1154,522,1640,37,121,52,112,383,858,468,1095,989,2730,104,229,6489,19491
POA2681,186,376,6,45,20,108,7,40,102,418,143,615,23,85,11,34,58,205,91,324,236,933,0,5,4,3,0,0,26,70,28,79,0,5,3,10,19,45,25,54,54,138,11,21,482,1464
POA2700,520,1029,9,62,38,193,18,92,228,919,303,1268,11,50,28,95,73,220,119,364,418,1628,3,15,24,81,17,64,107,319,149,484,6,16,18,36,74,151,91,201,247,688,24,53,1205,3406
POA2701,310,619,14,66,31,131,14,57,141,580,190,833,16,63,13,38,45,146,75,249,264,1083,0,0,8,34,4,27,48,127,61,193,0,3,9,14,28,54,32,78,94,272,4,8,674,1984
