POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2080,..,86,86,177,5,176,103,0,108,133,0,134,54,0,54,24,0,24,491,87,585
POA2081,..,247,247,505,12,518,311,0,313,458,0,458,163,0,163,75,0,75,1508,260,1769
POA2082,..,277,277,551,18,564,327,4,330,450,0,450,159,0,159,49,0,49,1541,301,1838
POA2083,..,193,193,249,18,263,112,4,115,69,0,68,29,0,29,7,0,7,470,212,679
POA2084,..,182,182,379,12,387,171,5,180,267,0,268,118,0,117,58,0,66,989,204,1192
POA2085,..,654,654,1066,28,1091,628,3,629,922,5,930,357,0,357,123,0,123,3091,690,3780
POA2086,..,539,539,1064,39,1104,763,9,775,1300,11,1313,481,0,485,185,0,185,3792,600,4401
POA2087,..,789,789,1052,26,1078,690,4,690,1137,4,1138,459,3,464,143,0,143,3480,827,4307
POA2088,..,3658,3658,3772,222,3994,1501,29,1532,1574,3,1579,613,0,615,160,0,156,7620,3920,11544
POA2089,..,2124,2124,1755,237,1994,607,68,675,451,11,465,91,5,96,25,0,25,2939,2440,5375
POA2090,..,2284,2284,1989,188,2178,763,62,827,666,9,678,150,5,159,46,0,46,3622,2549,6169
POA2092,..,260,260,597,26,622,368,10,378,652,3,656,269,5,271,77,0,77,1964,299,2267
POA2093,..,1780,1780,2353,203,2554,1332,44,1378,1826,9,1835,673,3,675,177,0,177,6354,2043,8394
POA2094,..,572,572,786,96,879,371,51,428,384,6,386,113,0,117,28,0,28,1682,726,2407
POA2095,..,2198,2198,2423,334,2755,843,147,990,724,35,759,210,10,218,45,6,45,4252,2726,6973
POA2096,..,1408,1408,1916,265,2182,832,43,880,913,3,920,309,6,315,106,3,110,4076,1739,5811
POA2097,..,1016,1016,1568,109,1679,871,23,900,1142,12,1159,475,0,475,182,0,186,4247,1163,5413
POA2099,..,4274,4274,4722,517,5240,2574,110,2680,2674,36,2711,933,22,953,443,9,452,11336,4980,16318
POA2100,..,1359,1359,1842,108,1953,1190,33,1222,1653,25,1671,709,6,710,292,4,295,5677,1536,7211
POA2101,..,1971,1971,2151,150,2300,1112,22,1129,1207,11,1218,482,5,487,219,0,220,5166,2162,7328
POA2102,..,468,468,762,24,787,477,3,476,646,0,650,262,0,262,72,0,79,2223,498,2712
POA2103,..,939,939,1340,58,1400,551,14,560,654,4,664,291,3,294,110,0,108,2945,1029,3974
POA2104,..,533,533,502,13,515,177,0,176,182,0,188,86,0,86,52,0,52,997,550,1544
POA2105,..,152,152,290,3,297,113,0,114,130,0,130,36,0,36,11,0,11,581,158,739
POA2106,..,807,807,1183,62,1245,547,23,568,616,7,624,259,0,264,79,0,79,2687,893,3584
POA2107,..,971,971,1795,61,1856,794,10,803,1010,3,1014,498,0,497,162,0,162,4267,1048,5316
POA2108,..,179,179,323,5,330,72,5,69,77,6,76,34,0,33,5,0,5,511,194,704
POA2110,..,735,735,946,39,989,460,6,463,604,0,604,303,0,302,109,0,109,2421,783,3206
POA2111,..,1897,1897,1828,105,1938,895,17,918,946,3,946,351,0,349,123,4,124,4139,2029,6165
POA2112,..,3694,3694,4128,433,4560,2483,63,2543,2389,34,2419,825,5,835,319,10,327,10142,4237,14376
POA2113,..,2886,2886,3383,429,3816,1732,102,1831,1411,33,1443,442,11,450,178,3,182,7145,3471,10611
POA2114,..,2637,2637,2990,295,3283,1590,56,1653,1491,21,1512,492,7,499,227,6,239,6790,3029,9823
POA2115,..,931,931,1080,81,1159,816,21,841,827,5,831,329,0,327,184,0,186,3235,1040,4274
POA2116,..,574,574,627,66,699,449,18,466,486,7,485,208,4,211,85,0,87,1853,669,2524
POA2117,..,1696,1696,1950,163,2111,1404,33,1432,1360,9,1370,638,4,642,313,0,318,5658,1905,7568
POA2118,..,1283,1283,2347,163,2510,1920,33,1953,2090,15,2105,783,0,783,410,0,411,7546,1498,9049
POA2119,..,590,590,1186,27,1215,689,9,694,1025,0,1027,361,0,362,168,0,168,3432,627,4058
POA2120,..,1174,1174,2011,79,2089,1321,33,1355,1633,12,1642,593,10,606,224,4,224,5783,1310,7092
POA2121,..,2005,2005,3352,330,3683,2330,86,2415,2436,41,2480,823,17,838,409,7,416,9362,2483,11837
POA2122,..,2626,2626,3127,358,3488,2020,136,2156,1805,69,1869,653,25,680,411,25,435,8015,3246,11255
POA2125,..,602,602,1492,30,1528,1039,6,1042,1291,9,1295,517,0,517,278,0,275,4611,652,5258
POA2126,..,671,671,1562,26,1586,1201,5,1202,1633,6,1638,567,0,570,273,0,271,5227,710,5942
POA2127,..,2915,2915,3558,433,3990,1606,77,1685,1082,7,1094,268,3,272,95,0,95,6614,3431,10041
POA2128,..,183,183,216,18,228,141,12,153,123,5,123,49,0,51,41,0,42,571,214,789
POA2130,..,1063,1063,980,146,1125,432,42,474,332,10,346,78,0,76,24,0,25,1844,1270,3109
POA2131,..,2978,2978,2614,490,3103,1384,178,1561,1001,69,1071,329,27,362,178,20,201,5502,3764,9266
POA2132,..,838,838,993,87,1076,656,40,692,647,15,656,269,11,274,145,7,152,2702,988,3691
POA2133,..,1044,1044,1006,78,1083,685,20,706,690,8,696,277,4,275,158,4,165,2821,1149,3966
POA2134,..,1617,1617,1774,530,2304,1073,253,1327,772,132,904,297,41,339,204,33,232,4116,2601,6721
POA2135,..,1699,1699,2113,388,2497,1394,264,1654,1382,195,1579,606,110,716,389,42,430,5886,2699,8581
POA2136,..,595,595,728,79,806,547,18,563,474,0,471,200,0,198,99,0,103,2045,686,2732
POA2137,..,2266,2266,3439,226,3666,1684,58,1744,1667,21,1684,652,12,667,245,4,252,7693,2592,10281
POA2138,..,1826,1826,2584,403,2992,1361,110,1466,1025,31,1059,337,3,339,105,0,108,5412,2382,7793
POA2140,..,1640,1640,2074,479,2551,1490,200,1691,1113,117,1226,353,42,389,125,25,143,5150,2492,7641
POA2141,..,1870,1870,2725,437,3160,1990,203,2195,1687,111,1796,727,74,798,688,37,717,7817,2724,10538
POA2142,..,2175,2175,2008,330,2337,1497,181,1681,1310,125,1430,642,41,672,657,33,692,6111,2882,8990
POA2143,..,593,593,660,75,736,510,29,539,521,11,529,275,8,282,290,6,299,2247,716,2969
POA2144,..,1824,1824,2067,378,2447,1770,331,2104,1770,290,2054,1116,142,1264,1175,108,1280,7904,3079,10982
POA2145,..,5387,5387,6871,599,7463,5807,244,6044,6050,144,6191,2080,60,2145,1248,38,1289,22051,6473,28521
POA2146,..,1119,1119,1560,134,1689,1296,45,1341,1362,33,1391,495,20,516,283,16,295,4996,1363,6354
POA2147,..,2682,2682,3506,235,3736,2245,65,2315,2388,31,2420,973,16,983,560,6,568,9672,3040,12716
POA2148,..,4485,4485,5530,537,6068,4158,193,4352,4019,99,4118,1733,43,1776,1212,24,1241,16650,5388,22040
POA2150,..,3528,3528,3596,845,4445,2816,361,3179,1666,153,1822,382,59,438,186,25,210,8651,4979,13624
POA2151,..,1999,1999,2109,234,2341,1264,53,1320,1292,16,1307,485,4,484,230,0,230,5377,2306,7680
POA2152,..,1196,1196,1285,99,1385,717,24,743,652,3,655,266,3,268,111,0,111,3025,1328,4351
POA2153,..,3183,3183,5631,234,5863,3929,56,3986,4848,37,4880,1860,21,1887,771,13,784,17045,3550,20591
POA2154,..,2099,2099,3635,125,3758,2441,33,2476,3056,7,3073,1207,5,1211,615,5,616,10955,2269,13224
POA2155,..,2290,2290,4880,257,5130,4418,58,4478,6627,31,6654,2744,8,2759,1230,3,1233,19895,2645,22542
POA2156,..,627,627,1305,26,1335,621,0,630,838,0,840,508,0,506,277,0,280,3555,656,4208
POA2157,..,154,154,342,16,363,180,5,186,246,0,249,148,0,154,110,0,110,1028,182,1209
POA2158,..,477,477,777,27,803,432,5,440,586,5,588,272,0,272,201,0,201,2274,519,2794
POA2159,..,304,304,497,25,523,235,12,244,313,0,315,158,0,158,117,0,117,1312,346,1658
POA2160,..,2867,2867,2587,372,2962,1976,131,2107,1854,81,1936,1159,29,1187,1053,27,1083,8634,3508,12139
POA2161,..,2202,2202,2013,240,2249,1377,74,1450,1470,44,1510,1055,20,1074,1263,15,1278,7180,2587,9770
POA2162,..,1231,1231,1187,82,1272,911,28,941,951,23,970,656,0,662,709,6,717,4416,1372,5787
POA2163,..,956,956,667,56,727,460,13,469,403,7,413,276,7,278,311,8,317,2117,1045,3160
POA2164,..,1255,1255,1549,82,1631,1069,13,1083,1115,3,1125,743,0,752,630,4,633,5114,1355,6473
POA2165,..,2577,2577,3006,216,3221,2271,44,2311,2261,24,2279,1465,0,1467,1429,0,1432,10429,2866,13296
POA2166,..,2911,2911,3362,411,3771,2809,130,2943,2732,42,2776,1643,34,1674,1672,17,1689,12223,3537,15757
POA2167,..,514,514,785,50,832,682,8,685,771,4,777,269,4,273,149,0,149,2648,577,3228
POA2168,..,2360,2360,2663,185,2849,2231,28,2258,2401,8,2411,1527,0,1532,1507,0,1508,10334,2579,12916
POA2170,..,7760,7760,8559,706,9267,6364,109,6468,6564,42,6612,3315,21,3341,2637,3,2641,27448,8640,36089
POA2171,..,824,824,1773,78,1852,1883,5,1891,2941,4,2947,1703,0,1711,1089,0,1089,9400,914,10309
POA2172,..,68,68,247,3,249,178,0,178,223,0,223,111,0,111,48,0,48,804,72,879
POA2173,..,508,508,1020,41,1061,918,3,921,1171,0,1176,483,0,485,181,0,181,3777,549,4329
POA2174,..,364,364,613,36,656,645,5,653,955,9,961,431,8,438,289,0,289,2929,417,3349
POA2175,..,76,76,148,12,163,84,0,84,74,0,74,54,0,54,70,0,70,428,88,519
POA2176,..,1813,1813,3592,118,3706,2662,18,2680,2916,4,2920,1787,0,1785,1446,0,1448,12399,1960,14360
POA2177,..,645,645,1074,43,1120,924,5,928,1056,5,1061,614,4,609,495,0,490,4165,701,4862
POA2178,..,150,150,296,18,319,169,5,170,175,0,171,164,0,163,155,0,155,949,168,1126
POA2179,..,661,661,1216,55,1262,949,13,959,1089,4,1098,520,0,520,350,0,351,4134,730,4861
POA2190,..,1380,1380,1465,82,1547,1174,19,1198,1237,15,1251,1042,4,1047,1052,4,1059,5971,1503,7478
POA2191,..,479,479,575,33,606,364,0,366,393,5,399,194,4,195,133,0,133,1664,525,2184
POA2192,..,1248,1248,1271,132,1409,841,45,883,651,15,668,312,6,316,239,8,244,3312,1451,4760
POA2193,..,1533,1533,2051,265,2314,1168,60,1229,1024,28,1052,378,6,383,151,4,152,4768,1905,6667
POA2194,..,2103,2103,2382,395,2783,1750,183,1932,1226,111,1337,467,46,510,362,31,389,6194,2865,9058
POA2195,..,1624,1624,1495,318,1812,1326,165,1491,1439,104,1547,821,41,864,636,32,674,5726,2287,8013
POA2196,..,1993,1993,2182,206,2383,1636,62,1696,1747,29,1777,1104,18,1120,1018,13,1034,7678,2327,10006
POA2197,..,487,487,598,34,636,415,6,416,514,0,518,369,0,369,328,0,328,2221,531,2754
POA2198,..,400,400,697,23,722,449,5,451,535,6,540,354,0,354,268,0,268,2306,431,2739
POA2199,..,1143,1143,1218,90,1307,949,19,969,985,8,991,664,3,665,624,3,626,4435,1267,5700
POA2200,..,2918,2918,3256,319,3576,2591,98,2692,2472,56,2524,1483,32,1511,1233,22,1263,11035,3443,14480
POA2203,..,2060,2060,1793,285,2079,816,64,881,697,29,725,174,10,178,70,0,71,3544,2448,5990
POA2204,..,3184,3184,3181,574,3757,1463,245,1710,1215,115,1330,350,27,377,232,16,253,6443,4162,10610
POA2205,..,2263,2263,3081,708,3788,1415,239,1652,922,87,1004,426,17,446,348,18,361,6203,3321,9524
POA2206,..,1312,1312,1867,120,1989,1153,26,1175,1336,15,1355,542,6,551,283,3,286,5184,1482,6666
POA2207,..,1955,1955,2517,165,2676,1697,40,1741,1705,15,1723,765,9,774,496,3,501,7181,2186,9367
POA2208,..,804,804,1178,80,1254,763,13,778,835,3,842,388,6,392,218,0,218,3386,904,4292
POA2209,..,1263,1263,1428,95,1522,915,29,946,1025,8,1034,427,10,443,269,4,273,4068,1403,5474
POA2210,..,2862,2862,3186,224,3408,1972,54,2028,1969,25,1997,875,5,887,493,5,493,8499,3174,11674
POA2211,..,1326,1326,1648,103,1753,1038,21,1063,1125,10,1137,473,5,474,280,0,280,4570,1470,6037
POA2212,..,1149,1149,1414,94,1507,991,31,1022,1026,11,1041,518,0,521,346,0,354,4302,1282,5588
POA2213,..,1566,1566,2091,112,2202,1349,21,1370,1624,7,1630,706,5,713,362,5,365,6137,1708,7844
POA2214,..,212,212,392,12,401,223,3,227,295,0,295,138,0,138,65,0,65,1108,226,1330
POA2216,..,2843,2843,2924,455,3378,1735,151,1890,1394,82,1470,569,33,602,316,17,333,6936,3582,10516
POA2217,..,2803,2803,2967,335,3303,1883,98,1980,1696,38,1736,576,11,589,239,15,257,7368,3292,10663
POA2218,..,1345,1345,1634,181,1815,1123,70,1194,901,20,921,354,7,362,210,6,224,4231,1628,5853
POA2219,..,1607,1607,1573,100,1672,817,9,824,794,3,799,310,0,318,134,0,133,3628,1726,5351
POA2220,..,2059,2059,2858,414,3280,2279,207,2481,1970,155,2125,800,55,856,519,33,546,8422,2916,11338
POA2221,..,988,988,1415,63,1472,1002,12,1018,1124,6,1131,574,3,574,281,0,281,4395,1077,5472
POA2222,..,1156,1156,1265,91,1349,826,34,857,776,23,795,263,8,273,157,6,163,3281,1317,4599
POA2223,..,1760,1760,2207,138,2342,1320,33,1352,1403,9,1413,586,4,591,221,6,226,5740,1941,7679
POA2224,..,1118,1118,1575,65,1642,829,13,843,962,0,963,411,0,417,159,0,159,3932,1198,5136
POA2225,..,207,207,473,9,484,294,0,298,475,0,478,218,0,218,59,0,59,1524,227,1750
POA2226,..,870,870,1320,52,1375,783,7,789,999,4,1000,379,0,384,103,0,103,3582,937,4515
POA2227,..,1113,1113,1666,80,1745,882,10,895,1140,3,1140,449,0,448,130,0,133,4271,1211,5477
POA2228,..,2159,2159,2454,187,2641,1221,28,1244,1284,13,1292,474,4,480,173,0,173,5603,2388,7990
POA2229,..,2816,2816,3396,193,3589,1719,33,1751,2026,8,2029,879,4,885,313,6,313,8330,3058,11383
POA2230,..,3780,3780,4368,395,4760,1620,58,1679,1485,8,1496,647,0,644,241,3,247,8363,4246,12608
POA2231,..,126,126,203,15,225,114,0,118,192,0,192,90,0,90,53,0,53,653,142,794
POA2232,..,3537,3537,4141,307,4447,2132,49,2177,2309,12,2321,799,10,803,253,0,253,9640,3902,13544
POA2233,..,1653,1653,3055,92,3151,1696,11,1710,2279,5,2283,996,3,1000,327,0,327,8349,1764,10120
POA2234,..,1107,1107,2994,62,3056,1796,7,1807,2319,6,2329,1058,5,1060,418,0,422,8587,1195,9779
POA2250,..,7662,7662,8199,683,8883,4018,117,4138,3990,29,4017,1575,5,1580,800,10,804,18589,8502,27093
POA2251,..,3126,3126,4167,190,4359,1801,30,1830,2073,8,2087,852,0,854,352,0,352,9253,3358,12605
POA2256,..,2345,2345,2233,201,2435,876,22,893,724,10,730,265,0,269,131,0,130,4227,2573,6802
POA2257,..,3808,3808,4238,337,4573,1660,38,1702,1513,8,1519,568,0,567,248,0,248,8223,4184,12410
POA2258,..,351,351,614,40,651,281,5,286,316,0,319,134,0,137,85,0,95,1435,398,1836
POA2259,..,5364,5364,7456,540,7988,3679,72,3754,3711,24,3737,1740,15,1754,932,3,936,17519,6015,23528
POA2260,..,1881,1881,3011,166,3179,1383,60,1446,1644,27,1672,730,4,732,281,0,283,7050,2141,9197
POA2261,..,5949,5949,6734,501,7238,3082,76,3151,2966,18,2985,1256,3,1260,581,5,580,14615,6545,21164
POA2262,..,2151,2151,2525,235,2756,1193,22,1212,1108,4,1116,543,0,543,290,0,290,5657,2408,8068
POA2263,..,3373,3373,3144,312,3455,1373,38,1411,1052,17,1063,450,0,451,261,0,263,6278,3737,10010
POA2264,..,1709,1709,2220,164,2384,925,23,945,725,5,730,326,3,330,186,0,184,4374,1901,6276
POA2265,..,606,606,851,59,907,402,5,411,389,5,391,205,3,207,117,0,117,1964,680,2640
POA2267,..,327,327,504,19,525,146,6,148,135,0,135,48,0,48,22,0,22,851,349,1199
POA2278,..,134,134,287,21,303,174,3,173,177,0,177,64,0,61,30,0,30,727,155,881
POA2280,..,2659,2659,3620,175,3790,1500,23,1526,1678,4,1687,615,0,617,232,0,233,7645,2858,10509
POA2281,..,1607,1607,2217,110,2322,850,8,857,814,4,818,364,0,367,114,0,114,4359,1726,6081
POA2282,..,1495,1495,2168,85,2250,862,14,879,1036,5,1037,396,0,396,132,0,133,4588,1598,6190
POA2283,..,2415,2415,3548,143,3689,1331,19,1348,1212,7,1217,505,0,507,250,0,250,6842,2588,9425
POA2284,..,1263,1263,1550,116,1665,732,15,745,694,5,697,247,3,257,128,0,128,3351,1405,4758
POA2285,..,2740,2740,3696,238,3932,2115,63,2172,2230,21,2251,834,3,838,350,0,350,9221,3069,12288
POA2286,..,331,331,558,42,599,312,7,311,283,0,284,109,0,109,59,0,59,1312,379,1699
POA2287,..,3389,3389,4362,434,4793,2510,210,2715,2375,74,2451,979,36,1011,436,12,451,10658,4153,14815
POA2289,..,1687,1687,2249,194,2441,1154,89,1238,1374,34,1407,522,3,525,153,0,153,5449,2009,7457
POA2290,..,3475,3475,4122,311,4434,2016,74,2096,2142,28,2171,800,9,814,293,0,295,9381,3897,13282
POA2291,..,1443,1443,1676,203,1875,690,107,801,843,51,897,367,8,376,85,0,85,3661,1812,5475
POA2292,..,344,344,303,58,361,170,24,190,125,9,130,36,0,38,12,5,9,642,439,1078
POA2293,..,502,502,524,97,616,160,43,203,123,17,137,33,0,36,5,3,3,840,658,1504
POA2294,..,270,270,274,45,318,114,25,134,98,4,102,24,0,23,6,0,9,508,347,856
POA2295,..,974,974,1112,61,1175,413,12,429,411,6,418,181,0,181,64,0,64,2182,1053,3243
POA2296,..,304,304,260,76,333,115,36,151,86,9,91,21,0,21,4,0,4,488,422,909
POA2297,..,160,160,221,34,251,115,16,136,95,4,102,22,0,21,12,4,15,459,226,683
POA2298,..,1232,1232,1200,210,1413,530,98,629,414,42,452,146,12,162,54,10,61,2344,1612,3953
POA2299,..,1338,1338,1278,181,1458,604,109,717,582,45,624,223,26,254,122,20,134,2811,1709,4520
POA2300,..,2309,2309,1802,382,2186,505,161,668,359,31,392,114,12,130,22,3,30,2808,2898,5703
POA2302,..,369,369,250,41,293,47,11,58,25,0,25,5,0,6,0,0,0,329,421,749
POA2303,..,1389,1389,1131,150,1281,470,106,577,455,49,508,160,10,170,45,6,53,2264,1704,3970
POA2304,..,2122,2122,1888,321,2210,916,111,1026,690,34,724,247,7,255,90,5,100,3834,2596,6431
POA2305,..,1353,1353,1455,128,1586,732,40,771,884,10,897,313,4,316,95,0,95,3472,1549,5017
POA2306,..,506,506,334,43,376,202,3,207,126,0,126,55,0,59,46,0,46,766,550,1321
POA2307,..,551,551,621,84,704,250,50,304,171,8,181,66,4,73,44,7,52,1157,707,1866
POA2308,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,..,92,92,137,5,141,42,0,42,50,0,50,24,0,24,12,0,12,257,96,357
POA2312,..,100,100,208,21,227,82,0,82,78,0,75,27,0,27,29,0,29,418,121,541
POA2315,..,1812,1812,2606,134,2743,690,24,715,648,6,654,268,4,268,110,0,112,4323,1971,6297
POA2316,..,656,656,1055,51,1105,301,4,310,300,0,298,133,0,133,66,0,66,1855,718,2570
POA2317,..,928,928,1128,41,1169,307,9,314,253,0,256,104,0,106,55,0,55,1853,973,2828
POA2318,..,814,814,1613,56,1665,757,4,765,775,3,777,408,0,408,218,0,218,3770,877,4650
POA2319,..,759,759,1076,86,1162,355,4,356,287,0,287,120,4,121,92,0,92,1922,850,2766
POA2320,..,2983,2983,4339,263,4602,2355,29,2389,2306,13,2318,1108,8,1115,472,0,472,10581,3295,13871
