POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2000,..,4040,4040,3582,879,4460,1004,380,1382,671,278,950,280,121,400,179,79,257,5716,5778,11492
POA2007,..,1071,1071,790,268,1059,296,162,453,179,57,241,39,31,68,21,9,32,1329,1601,2926
POA2008,..,1967,1967,1299,438,1743,292,187,480,152,120,270,43,29,77,11,14,26,1801,2761,4564
POA2009,..,1838,1838,1995,342,2336,684,137,820,424,45,471,70,10,86,25,4,35,3203,2382,5583
POA2010,..,6427,6427,3965,862,4826,770,353,1128,415,171,587,100,43,143,37,8,51,5293,7869,13158
POA2011,..,6107,6107,2695,478,3175,455,80,542,178,18,201,35,3,33,10,0,13,3374,6701,10068
POA2015,..,1787,1787,1820,350,2165,592,121,712,415,50,461,70,5,77,35,10,47,2929,2321,5248
POA2016,..,2498,2498,1707,396,2103,499,234,736,317,93,409,94,24,114,19,14,31,2640,3247,5889
POA2017,..,5178,5178,4779,1514,6290,1395,349,1746,610,72,681,141,16,157,42,4,51,6966,7137,14103
POA2018,..,2304,2304,2595,459,3056,1261,134,1399,919,36,955,316,4,319,116,3,122,5208,2949,8159
POA2019,..,1207,1207,1409,141,1554,893,17,914,898,8,902,269,3,278,101,0,101,3570,1383,4957
POA2020,..,1762,1762,2478,630,3106,1285,264,1551,951,89,1040,359,39,391,227,21,248,5295,2807,8105
POA2021,..,2542,2542,1922,267,2191,770,164,931,617,83,702,171,18,188,28,0,33,3508,3074,6586
POA2022,..,1778,1778,1720,291,2008,693,118,814,662,44,705,182,10,193,52,4,55,3313,2244,5559
POA2023,..,1048,1048,1313,193,1508,508,51,556,560,11,568,272,0,275,94,0,94,2750,1309,4056
POA2024,..,1166,1166,1186,213,1405,580,57,632,677,15,690,253,0,250,56,0,56,2750,1459,4212
POA2025,..,1003,1003,957,139,1097,362,39,398,347,4,350,104,6,112,26,0,25,1791,1194,2988
POA2026,..,4238,4238,3938,1208,5150,1636,418,2052,1469,95,1556,441,26,465,125,9,133,7611,5994,13603
POA2027,..,1358,1358,1306,142,1445,368,59,430,243,3,248,71,0,71,22,0,22,2017,1559,3578
POA2028,..,726,726,708,135,843,269,47,318,175,10,181,54,0,56,7,0,7,1218,911,2130
POA2029,..,1201,1201,1312,151,1464,557,27,578,496,6,501,207,0,209,47,0,46,2620,1386,4006
POA2030,..,1034,1034,1402,89,1483,732,12,749,963,5,974,502,0,503,140,0,142,3740,1141,4881
POA2031,..,4013,4013,4205,793,4999,1915,241,2157,1736,52,1787,517,11,523,120,5,126,8487,5127,13615
POA2032,..,1689,1689,1340,393,1730,760,153,915,793,73,869,260,19,282,97,22,119,3244,2352,5599
POA2033,..,1327,1327,1337,264,1601,568,106,674,490,30,521,148,19,160,64,6,69,2605,1747,4354
POA2034,..,2411,2411,2495,564,3060,1073,225,1296,1009,39,1049,343,0,343,98,6,106,5014,3243,8258
POA2035,..,3639,3639,3782,490,4276,2014,134,2148,2192,42,2231,717,17,738,260,11,266,8964,4334,13296
POA2036,..,3032,3032,3386,353,3737,2035,94,2132,2023,21,2041,751,10,756,301,4,307,8495,3507,12002
POA2037,..,3047,3047,2290,367,2658,806,177,986,558,85,643,125,15,137,50,8,60,3826,3709,7533
POA2038,..,1196,1196,1125,138,1261,543,56,603,552,23,577,126,0,129,28,0,28,2378,1418,3794
POA2039,..,1047,1047,1223,104,1329,548,34,583,483,13,500,116,3,116,20,0,26,2396,1205,3603
POA2040,..,2377,2377,2611,303,2917,1409,121,1533,1552,44,1594,355,9,370,69,0,75,6008,2853,8865
POA2041,..,2070,2070,2193,157,2350,896,33,926,900,13,912,245,3,249,38,0,42,4276,2274,6544
POA2042,..,2902,2902,2456,545,2995,849,367,1215,657,167,832,141,44,185,40,8,43,4143,4036,8179
POA2043,..,1478,1478,1713,305,2024,510,96,608,322,39,360,56,9,64,11,4,14,2613,1926,4540
POA2044,..,707,707,1014,181,1194,519,94,606,434,41,475,105,17,125,63,8,67,2134,1042,3176
POA2045,..,441,441,631,36,662,394,0,395,489,7,493,180,0,176,51,0,53,1735,486,2224
POA2046,..,2823,2823,3322,228,3552,1711,34,1745,1794,12,1808,548,10,553,166,0,166,7534,3109,10643
POA2047,..,1410,1410,1698,141,1841,757,40,793,616,8,620,206,4,209,51,0,51,3322,1602,4919
POA2048,..,952,952,949,177,1125,392,90,487,370,39,409,112,14,120,28,3,32,1857,1276,3127
POA2049,..,1715,1715,1507,276,1786,661,115,775,580,41,621,143,17,162,37,3,39,2924,2172,5099
POA2050,..,1694,1694,1292,280,1573,376,105,481,212,36,243,52,6,53,5,0,5,1941,2123,4057
POA2060,..,2920,2920,2496,280,2778,786,78,869,471,23,492,114,0,114,31,4,36,3897,3303,7201
POA2061,..,1459,1459,1165,104,1266,238,27,260,133,0,131,19,0,19,5,0,5,1554,1584,3147
POA2062,..,995,995,978,73,1058,452,17,470,406,6,411,111,0,111,17,0,17,1969,1087,3054
POA2063,..,396,396,630,19,649,328,0,331,471,0,471,226,0,226,66,0,66,1725,418,2142
POA2064,..,914,914,992,161,1148,696,25,720,623,5,632,157,5,161,51,0,51,2517,1110,3629
POA2065,..,4821,4821,4766,564,5334,1930,169,2100,1495,27,1526,367,5,374,82,6,90,8651,5595,14244
POA2066,..,3421,3421,3877,345,4226,2148,54,2207,2170,8,2176,776,4,784,195,0,195,9173,3834,13006
POA2067,..,2356,2356,2996,330,3321,1758,118,1872,1711,56,1766,468,10,479,213,10,230,7149,2877,10028
POA2068,..,1083,1083,1672,88,1761,1026,21,1051,1376,6,1386,518,3,517,139,0,139,4737,1209,5940
POA2069,..,767,767,1367,83,1441,836,18,853,1153,4,1157,467,9,473,148,0,150,3970,882,4848
POA2070,..,938,938,1366,59,1422,910,11,919,1120,3,1127,422,0,423,166,0,166,3985,1018,5003
POA2071,..,803,803,1285,48,1340,849,9,862,1006,3,1016,409,0,415,148,0,147,3700,875,4578
POA2072,..,627,627,992,53,1041,655,11,662,605,3,611,192,0,189,65,0,66,2509,696,3199
POA2073,..,755,755,1564,54,1618,1073,7,1078,1383,4,1384,555,0,555,202,0,202,4772,815,5595
POA2074,..,1493,1493,2412,71,2486,1393,9,1406,1734,0,1739,690,5,693,212,5,212,6442,1579,8022
POA2075,..,1157,1157,2173,53,2225,1316,5,1322,1668,3,1671,661,0,662,255,7,256,6068,1224,7291
POA2076,..,1362,1362,2295,85,2382,1469,11,1484,1989,3,1994,710,8,714,279,0,279,6744,1473,8218
POA2077,..,3820,3820,4514,353,4864,3229,67,3303,2800,33,2839,849,10,858,355,4,357,11754,4286,16044
POA2079,..,411,411,769,36,804,543,4,553,617,4,618,203,4,206,88,0,88,2217,447,2664
