POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
POA2111,0,0,9,7,33,34,25,17,3,14,3,16,0,0,0,145,0,0,0,0,14,3,8,9,0,4,0,0,0,0,0,42,0,0,0,3,13,11,7,7,0,0,0,0,3,0,0,50,0,0,0,14,14,18,28,18,7,3,3,0,0,0,3,107,0,0,3,8,16,3,9,0,0,0,3,0,0,0,0,44,0,0,0,4,4,9,14,4,0,0,0,0,0,0,4,36,0,0,4,3,11,12,23,15,3,9,6,0,0,0,0,81,12,26,79,75,75,98,139,83,11,3,7,5,0,0,28,647,0,0,7,6,7,21,17,9,0,0,0,11,6,0,0,94,0,0,0,29,22,8,5,3,0,0,0,0,0,0,0,65,16,36,62,107,106,93,132,102,26,48,28,16,15,0,12,793,46,233,461,496,755,701,903,572,111,132,123,120,61,9,131,4847
POA2112,0,0,3,25,108,101,143,132,34,39,48,59,17,10,11,736,0,0,0,6,24,15,9,10,5,0,0,0,0,0,0,69,0,4,3,17,25,19,45,14,0,0,0,10,9,0,0,154,0,0,0,15,32,30,50,7,5,11,5,10,17,0,0,183,0,0,7,28,42,50,38,28,8,4,17,7,7,3,3,236,0,0,0,0,37,28,21,33,13,4,3,13,9,0,0,171,0,0,0,9,14,22,74,34,19,10,9,7,0,0,9,195,14,40,124,118,102,105,143,85,8,23,4,11,11,0,22,821,0,0,0,6,17,23,16,24,4,4,8,14,9,0,9,141,0,0,0,84,63,25,32,32,5,12,11,14,3,3,5,278,18,45,155,276,278,293,346,390,156,177,183,164,58,11,41,2593,105,377,865,1201,2140,2430,3854,2711,759,797,747,859,393,83,331,17662
POA2113,0,0,0,25,84,73,114,107,23,62,57,89,34,3,13,696,0,0,0,4,15,9,9,3,0,4,0,3,0,0,0,54,0,0,3,4,17,20,35,30,7,10,11,4,14,3,0,167,0,0,4,5,33,43,55,17,20,10,6,17,0,0,4,220,0,0,3,6,21,28,24,25,6,11,15,13,10,5,9,176,0,0,0,0,25,47,47,36,3,16,10,9,3,0,4,210,0,0,0,8,11,32,49,27,7,8,4,9,5,0,3,171,18,31,94,48,81,74,125,57,13,7,3,13,11,0,9,602,0,0,5,6,8,24,24,24,4,7,6,12,15,4,4,150,0,0,6,48,53,17,37,30,16,26,28,36,20,0,7,307,15,26,88,128,154,183,249,259,87,113,120,135,52,10,35,1644,60,185,422,608,1401,1751,2887,2344,730,854,920,1274,613,127,242,14433
POA2114,0,0,6,19,83,76,149,114,26,46,66,74,29,0,4,689,0,0,7,9,20,11,15,10,0,0,4,0,0,0,0,68,0,0,3,6,21,18,33,21,5,5,6,5,0,0,0,114,0,0,0,9,15,18,24,17,14,3,7,3,13,0,0,127,0,0,6,14,52,42,45,21,10,5,4,8,0,0,6,226,0,0,3,6,29,49,31,36,9,9,10,7,10,0,4,196,0,0,0,0,19,13,64,28,8,0,9,4,0,0,8,159,13,22,75,68,61,66,82,52,10,8,6,12,0,0,18,500,0,0,8,4,15,17,23,18,10,6,9,4,7,3,3,118,0,0,0,34,59,23,43,49,6,7,3,10,6,3,3,243,8,27,60,101,182,198,157,195,64,56,69,67,27,5,24,1242,57,175,472,664,1707,1908,2935,2068,544,564,603,616,236,68,223,12834
POA2115,0,0,0,15,36,40,68,27,10,9,5,17,0,0,3,234,0,0,0,0,7,0,8,5,0,4,0,0,0,0,0,21,0,0,0,4,4,7,20,5,5,0,0,0,0,0,0,43,0,0,0,6,10,3,11,0,5,0,0,3,7,0,0,50,0,0,0,0,27,16,28,7,7,0,0,0,0,0,0,96,0,0,0,0,7,6,7,8,3,0,0,0,0,0,0,38,0,0,0,0,8,4,15,7,5,0,0,0,0,0,0,41,5,16,39,29,33,26,47,28,11,4,3,3,3,0,5,244,0,0,3,0,3,0,10,11,0,0,0,3,6,0,0,35,0,0,0,25,36,15,11,9,5,0,0,0,0,0,0,100,3,12,52,90,130,88,123,62,44,36,20,21,17,0,17,708,19,87,220,367,803,969,1424,700,181,145,111,122,65,19,112,5339
POA2116,0,0,0,8,30,30,17,24,7,0,7,4,3,0,6,139,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,19,0,0,0,0,9,0,11,0,0,0,0,5,0,0,0,31,0,4,0,0,3,11,10,9,0,0,0,4,3,0,0,49,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,14,0,0,0,0,3,13,7,8,0,0,3,0,0,0,0,39,3,6,32,26,13,14,15,0,0,0,5,4,0,0,10,130,0,0,0,3,0,0,5,3,0,4,0,0,0,0,0,15,0,0,0,7,10,3,3,6,0,5,0,7,4,0,3,41,3,10,21,50,52,81,88,51,41,23,14,10,9,4,6,464,9,38,104,169,427,659,803,397,128,98,72,77,36,15,51,3074
POA2117,0,0,4,21,82,57,70,46,5,15,9,12,4,3,4,331,5,3,0,4,32,5,8,4,0,0,0,0,0,0,0,56,0,0,0,10,14,5,29,7,3,0,3,0,0,0,0,77,0,0,0,3,20,16,22,9,11,8,0,6,0,0,3,108,0,0,3,12,39,44,53,4,0,3,3,5,0,0,4,165,0,0,0,0,21,35,24,35,4,8,8,8,5,0,3,145,0,0,0,5,5,9,30,12,0,0,0,3,0,0,0,69,15,39,72,61,42,28,44,32,0,4,8,0,0,0,3,351,0,0,0,7,0,5,17,13,0,0,0,3,8,0,3,64,0,0,0,60,64,34,19,19,0,0,3,4,3,0,0,202,17,22,78,122,169,185,177,109,66,49,42,28,15,4,21,1104,59,170,388,621,1492,1835,2754,1329,332,293,241,257,117,23,171,10078
POA2118,0,0,8,29,65,44,81,73,7,24,24,26,4,0,0,392,3,0,0,7,12,5,0,0,0,0,0,0,0,0,0,42,0,0,4,15,23,19,29,19,6,10,8,6,0,0,0,135,0,0,3,8,14,14,19,13,0,7,0,3,0,0,0,75,0,0,0,8,76,105,112,60,10,17,15,22,3,3,4,428,0,0,0,0,41,63,30,32,0,4,5,3,0,0,0,192,0,0,0,3,11,19,30,9,6,0,3,5,0,0,3,77,10,38,94,57,38,24,44,31,3,3,10,0,0,0,12,367,0,0,10,10,7,6,18,21,3,0,11,3,4,0,0,87,0,0,0,75,74,32,27,12,6,3,3,4,0,0,5,246,12,24,49,99,134,121,151,113,39,36,54,55,24,13,13,934,47,204,394,669,2070,2668,4043,2405,571,566,611,629,217,110,224,15430
POA2119,0,0,0,6,14,6,13,4,0,0,0,7,0,0,0,52,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,10,0,0,3,14,11,7,12,6,0,3,0,0,0,0,0,68,0,0,3,14,13,21,20,14,0,0,0,4,0,0,0,104,0,0,0,11,59,50,48,15,4,0,4,3,0,0,3,208,0,0,0,0,22,14,9,0,0,0,0,0,0,0,0,60,0,0,0,0,3,5,4,4,0,3,0,0,0,0,0,19,13,17,71,55,47,55,89,30,5,0,0,0,10,3,19,410,0,0,7,3,7,13,17,10,6,0,4,0,0,0,0,55,0,0,0,32,31,7,4,7,4,5,0,0,0,0,0,97,17,20,26,50,63,53,39,43,4,9,11,4,0,0,3,346,45,90,197,375,784,826,1093,530,81,138,96,122,63,20,95,4549
POA2120,0,0,0,15,42,28,72,45,26,24,19,21,10,0,4,297,0,3,3,11,19,7,4,0,0,0,0,0,0,0,0,58,0,0,3,8,15,25,21,16,5,3,0,3,0,0,0,100,0,0,7,22,29,58,101,40,9,9,4,6,0,0,0,290,0,0,0,15,63,68,46,15,4,3,3,12,4,0,0,237,0,0,0,0,23,34,20,9,0,3,0,0,0,0,3,97,0,0,5,0,7,11,27,7,0,0,0,0,0,0,0,58,24,47,171,116,104,99,234,90,16,24,0,8,4,3,19,949,0,0,9,20,17,18,47,24,6,5,0,6,0,0,0,151,0,0,5,15,37,9,3,11,0,0,0,4,0,0,0,91,20,29,67,105,101,152,182,128,20,11,11,20,7,0,8,865,72,177,453,539,1073,1469,2028,1013,230,193,166,205,76,39,104,7842
POA2121,0,0,0,8,40,36,42,81,25,41,60,43,19,12,11,426,0,0,0,3,21,4,3,0,0,0,0,4,0,0,0,40,0,0,0,9,24,28,48,37,6,10,0,12,6,3,5,196,0,0,3,14,24,19,37,15,9,0,3,4,3,0,0,141,0,0,0,16,111,90,94,36,17,14,19,16,8,3,5,426,0,0,0,4,78,134,75,36,12,10,20,17,12,0,8,412,0,0,0,3,13,24,28,22,9,11,4,10,3,0,6,132,9,39,106,86,67,77,121,41,0,9,8,13,8,3,10,618,0,3,7,15,11,14,39,32,11,12,6,7,8,0,0,163,0,0,0,84,60,14,33,25,10,6,21,14,10,0,6,286,26,22,54,87,123,147,170,126,43,43,46,56,43,7,12,988,68,181,359,722,2298,3216,4747,2968,866,1019,1067,1163,499,182,274,19623
POA2122,0,0,11,20,71,64,87,110,15,24,37,54,16,0,9,522,0,0,0,4,26,5,4,4,10,0,0,0,0,0,0,68,0,0,4,23,36,25,30,24,0,3,3,10,10,0,0,167,0,0,3,10,17,28,39,20,0,4,0,3,5,0,4,134,0,0,5,18,82,101,50,16,10,9,14,9,8,0,0,331,0,0,0,0,62,70,50,54,9,17,16,21,0,0,0,317,0,0,0,4,22,27,48,24,5,11,9,8,3,0,0,161,12,46,98,85,66,63,52,40,9,6,0,6,0,0,12,504,0,0,5,8,4,13,31,22,6,12,6,3,7,7,0,114,0,0,0,73,61,26,34,46,12,26,30,61,37,0,8,416,16,33,84,92,170,194,194,123,57,68,53,52,29,0,13,1179,85,276,559,823,2564,2937,4068,2465,668,713,768,958,388,79,315,17666
POA2125,0,0,0,21,27,14,17,8,0,0,0,0,0,0,5,98,0,0,7,5,14,4,5,0,0,0,0,0,0,0,0,39,0,0,6,14,33,15,20,11,0,0,0,3,3,0,0,103,0,0,0,13,40,34,86,23,12,0,9,11,12,4,0,241,0,0,3,14,127,104,46,12,5,0,0,4,0,0,0,320,0,0,0,3,40,36,10,5,0,0,0,0,0,0,5,107,0,0,0,0,8,9,11,0,0,0,0,0,0,0,0,38,13,44,81,76,88,74,117,61,10,0,5,0,3,0,4,569,0,5,7,7,15,19,26,6,0,5,6,0,5,0,0,86,0,0,0,37,23,7,11,0,0,0,0,0,0,0,0,90,13,24,43,77,93,114,100,34,8,6,18,11,5,0,11,570,43,175,323,588,1447,1473,1561,624,112,85,81,107,80,15,74,6793
POA2126,0,0,9,32,61,41,23,20,0,0,0,0,0,0,0,182,0,0,0,5,30,3,0,0,0,0,3,0,0,0,4,37,0,0,4,13,44,29,76,28,8,12,8,0,4,0,3,238,0,0,7,22,27,68,165,43,24,28,15,42,27,10,3,480,0,0,0,22,129,155,164,52,11,4,12,19,3,5,5,587,0,0,0,0,33,47,25,6,0,0,0,0,4,0,0,125,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,28,4,42,98,76,91,90,158,94,11,17,17,14,0,0,17,742,0,0,4,0,7,17,32,21,0,9,6,4,0,0,0,98,0,0,0,29,25,10,8,12,5,4,4,0,0,0,0,98,16,15,55,80,114,129,167,52,25,32,21,9,5,0,5,722,34,141,342,526,1590,1897,2788,1238,278,295,261,272,112,53,125,9954
POA2127,0,0,0,27,94,71,87,68,26,23,26,34,9,3,14,498,0,0,0,6,12,3,12,6,6,6,0,5,0,0,0,57,0,0,3,3,14,16,22,19,7,0,3,5,5,0,0,103,0,0,6,9,12,26,46,29,11,10,0,5,0,5,0,150,0,0,0,5,34,30,24,19,7,4,5,3,4,0,3,139,0,0,0,0,6,18,38,41,12,12,13,12,0,0,4,150,0,0,0,0,15,8,40,22,4,7,5,5,3,0,0,119,0,12,30,30,51,53,79,73,16,12,10,22,3,5,4,403,0,0,0,0,16,11,11,10,12,3,13,11,13,3,0,106,0,0,0,53,45,19,17,24,0,13,6,3,7,0,3,204,0,8,28,80,112,158,261,317,158,155,175,181,67,22,24,1745,9,49,142,403,1014,1779,3632,2878,816,775,742,827,334,123,203,13731
POA2128,0,0,0,0,14,10,3,7,0,5,4,4,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,8,0,0,0,0,0,0,8,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,6,3,4,0,0,3,0,0,0,0,0,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,8,7,0,8,3,0,0,0,0,0,0,34,60,0,4,11,23,16,29,28,15,8,4,5,3,0,5,55,207,0,10,35,72,134,208,299,213,50,38,55,34,10,5,276,1435
POA2130,0,0,0,14,21,21,22,11,7,3,8,8,3,0,0,112,0,0,0,0,3,4,10,0,0,0,3,0,0,0,0,27,0,0,0,6,8,0,3,6,0,0,0,0,0,0,0,26,0,0,0,5,6,5,0,7,0,0,0,0,0,0,0,29,0,0,0,0,4,6,4,4,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,16,0,0,0,0,4,7,13,16,0,3,0,3,0,0,0,48,5,8,39,29,38,53,74,49,9,6,4,8,0,0,7,315,0,0,0,7,17,15,15,13,9,5,6,4,0,0,0,89,0,0,0,14,11,6,8,3,3,6,0,0,3,0,4,62,3,14,30,63,62,57,61,44,14,15,5,10,6,0,16,402,11,71,170,215,309,351,487,280,74,85,78,87,28,9,117,2355
POA2131,0,0,0,18,110,94,106,110,28,40,49,59,12,8,16,670,4,7,11,11,43,7,16,11,0,0,3,0,0,0,0,118,0,3,0,7,18,11,8,9,0,3,0,8,0,0,0,78,0,0,0,6,19,12,18,5,0,3,0,0,0,0,0,68,0,0,3,4,17,14,12,3,0,5,3,0,4,0,0,65,0,0,0,0,7,13,17,36,7,11,5,7,3,0,0,100,0,0,0,0,25,37,109,106,33,27,11,14,4,0,20,374,8,29,94,76,57,81,107,80,15,5,10,3,6,3,16,571,0,0,6,11,6,23,16,19,9,6,6,0,0,0,4,101,0,0,4,88,65,50,37,37,5,12,10,13,7,0,13,344,20,28,132,190,172,145,188,164,50,56,44,85,13,6,36,1323,66,258,614,759,1354,1463,2185,1670,527,673,777,726,204,51,373,11698
POA2132,0,0,0,17,32,26,26,19,4,0,0,7,0,0,4,139,5,3,0,4,15,10,3,0,0,0,0,0,0,0,0,32,0,0,6,0,4,4,12,0,0,0,5,6,0,0,0,33,0,0,0,8,0,13,8,0,0,0,0,0,0,0,0,25,0,0,0,0,19,9,5,0,0,0,0,0,0,0,3,35,0,0,0,0,9,5,9,7,0,3,6,0,3,0,0,38,0,0,0,0,3,7,14,15,4,4,5,0,0,0,0,55,0,15,36,30,33,27,50,17,4,0,0,0,0,4,7,221,0,0,0,5,3,8,22,8,3,3,0,3,4,0,0,58,0,0,3,69,67,27,27,19,10,0,4,17,0,0,3,247,4,20,54,96,77,51,45,55,16,16,17,17,5,4,14,486,27,247,511,454,677,621,828,426,123,86,133,148,39,12,97,4434
POA2133,0,0,0,23,42,28,30,13,10,6,0,7,3,0,5,163,0,0,0,0,8,5,9,0,0,0,0,0,0,0,0,28,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,19,0,0,5,4,6,0,5,0,0,0,4,0,0,0,0,30,0,0,4,7,16,0,7,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,13,0,0,0,5,7,13,11,5,7,0,5,0,3,0,0,51,6,9,31,30,22,16,28,14,6,0,0,0,5,0,6,171,0,0,0,0,0,3,7,10,0,0,4,0,0,0,3,32,0,0,0,50,38,18,14,11,8,0,0,0,0,0,9,139,3,20,95,152,141,105,84,52,10,14,18,9,8,0,14,727,22,206,606,544,737,636,651,303,78,60,78,43,26,0,91,4090
POA2134,0,0,0,6,36,36,49,45,6,19,32,56,16,0,13,306,0,4,3,4,7,8,0,6,0,0,3,5,0,0,0,36,0,0,0,0,19,3,23,10,5,7,5,0,0,0,0,79,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,18,0,0,0,0,19,7,12,10,0,0,7,3,0,0,0,68,0,0,0,0,34,30,39,96,33,37,44,40,10,0,8,381,0,0,0,0,7,14,41,91,21,5,19,19,5,0,17,229,0,9,28,19,12,16,21,23,0,3,3,6,0,0,5,145,0,0,0,6,0,4,4,5,0,5,0,4,4,0,0,36,0,0,0,142,84,34,48,92,29,40,44,54,15,3,14,607,11,27,46,92,88,76,79,65,44,48,47,55,20,0,9,712,39,190,360,517,1021,1208,2072,1923,743,1060,1439,1272,371,39,356,12603
POA2135,0,0,0,14,40,36,33,31,3,13,33,43,15,0,0,285,4,0,5,3,20,7,0,3,0,0,0,0,0,0,0,38,0,3,5,12,19,16,16,8,3,3,5,8,0,3,0,94,0,0,5,15,11,15,15,7,4,0,0,0,0,0,0,63,0,0,4,55,243,160,54,41,0,5,3,5,0,0,41,613,0,0,0,0,30,34,24,30,9,11,8,9,7,0,0,160,0,0,0,5,5,18,34,36,21,7,6,7,3,0,4,139,3,19,30,32,21,19,27,32,4,3,9,5,0,0,3,204,0,0,0,0,3,11,18,9,0,0,0,9,4,0,4,64,0,0,0,223,226,76,55,63,28,29,52,42,19,0,15,813,27,47,100,153,163,131,127,93,28,53,69,59,16,0,22,1081,88,350,554,1125,2083,1735,2103,1535,608,1025,1819,1577,460,39,432,15524
POA2136,0,0,0,9,16,24,10,9,0,15,0,10,3,0,7,103,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,5,0,4,5,0,3,0,0,0,0,0,23,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,3,84,49,31,15,3,0,0,3,0,0,0,191,0,0,0,0,7,5,3,5,0,3,0,0,0,0,0,27,0,0,0,3,12,4,11,9,0,3,0,0,0,0,3,43,0,6,21,22,13,13,13,15,3,0,0,8,0,0,5,113,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,19,0,0,0,43,45,17,11,9,6,0,0,0,0,0,0,129,10,20,53,70,58,42,59,33,16,17,22,22,5,0,10,438,13,126,287,367,615,522,668,383,92,109,111,127,40,16,68,3543
POA2137,0,0,4,15,61,51,38,48,13,14,8,29,10,0,4,296,0,0,0,3,20,4,17,6,0,0,0,0,0,0,0,52,0,0,0,10,21,11,13,9,0,0,4,6,0,0,4,85,0,0,11,17,28,42,47,17,4,5,8,7,0,0,5,183,0,0,3,16,56,37,27,16,0,0,0,9,0,0,4,167,0,0,0,3,26,18,8,17,4,5,3,4,0,0,3,85,0,0,0,3,17,10,31,19,5,5,5,3,0,3,0,99,17,40,107,101,67,86,153,85,10,19,18,26,0,0,20,742,0,0,3,13,7,16,18,17,3,8,7,9,7,0,5,105,0,0,0,95,107,19,13,12,5,0,7,10,0,0,9,285,31,64,150,235,167,178,155,128,52,49,36,30,10,0,25,1310,102,576,1130,1044,1491,1421,1862,1105,294,295,288,387,142,47,253,10440
POA2138,0,0,0,20,54,38,64,49,26,19,38,56,16,0,4,380,0,0,4,4,10,9,3,10,0,3,4,0,0,0,0,43,0,0,0,7,5,13,22,12,5,12,0,0,6,10,3,91,0,0,0,6,14,17,19,7,0,12,10,0,0,3,0,91,0,0,0,13,40,20,24,16,5,6,3,0,4,0,5,136,0,0,0,0,20,25,46,26,7,12,8,11,3,0,0,156,0,0,0,0,8,13,27,19,10,3,5,4,0,0,0,82,3,15,37,27,33,32,38,50,10,11,8,3,0,0,0,283,0,0,0,5,6,9,11,11,8,6,9,12,7,0,0,76,0,0,0,44,50,19,12,22,6,17,10,10,8,0,6,205,5,10,51,83,61,102,171,183,85,105,133,159,39,11,15,1200,20,161,339,423,881,1339,2772,2194,640,689,680,803,287,111,149,11490
POA2140,0,0,0,3,55,50,89,101,31,29,29,49,6,3,9,459,0,0,0,0,6,3,6,5,6,0,0,0,0,0,0,23,0,0,0,3,8,10,20,7,3,3,5,0,0,0,0,69,0,0,0,4,0,11,8,10,0,0,0,0,0,0,0,38,0,0,0,3,91,129,133,89,14,14,20,24,8,6,8,537,0,0,0,0,7,15,24,58,19,26,27,32,0,0,9,218,0,0,0,0,13,25,65,54,22,11,8,13,0,0,10,218,0,3,13,9,5,20,30,14,4,0,5,4,0,0,3,118,0,0,0,0,3,4,10,8,3,0,3,8,4,0,0,46,0,0,0,88,91,25,48,38,15,17,21,20,8,0,9,389,5,9,30,67,68,105,136,137,45,72,61,72,23,0,17,837,14,53,114,336,861,1299,3097,2615,951,1126,1372,1476,424,117,259,14112
POA2141,3,0,0,38,194,145,142,143,33,32,60,81,9,0,21,898,0,0,3,4,8,4,6,6,0,0,0,0,0,0,0,33,0,0,0,6,9,10,34,5,10,3,3,0,8,0,0,84,0,0,0,0,3,8,21,3,0,0,0,0,0,0,3,50,0,0,0,4,149,231,116,62,5,4,6,5,0,3,9,598,0,0,0,0,17,24,38,71,15,26,40,41,11,0,17,298,0,0,0,7,23,28,76,76,29,12,15,10,3,0,3,290,0,9,23,20,19,13,15,15,5,3,0,0,0,0,5,142,0,0,0,0,4,10,14,8,0,0,5,3,0,0,0,51,0,0,0,655,716,229,96,74,41,20,16,31,16,0,54,1951,6,17,174,312,344,337,339,224,51,76,81,111,25,0,55,2163,25,129,544,1495,2718,2897,4565,2860,836,1094,1329,1220,309,62,646,20729
POA2142,0,0,4,31,148,111,147,99,38,34,57,75,19,3,19,784,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,17,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,9,10,8,3,0,0,6,0,0,0,0,34,0,0,0,0,31,34,67,26,7,8,7,16,7,0,3,207,0,0,0,0,5,12,18,21,5,10,13,19,0,0,0,95,0,0,0,3,7,19,25,26,4,10,7,3,0,0,5,104,0,12,27,12,12,5,13,12,5,0,9,4,0,0,7,125,0,0,0,0,3,5,6,5,0,3,7,4,0,0,0,34,0,0,0,88,157,61,39,36,6,6,12,8,5,0,16,431,9,16,101,260,225,304,378,241,71,84,84,97,30,14,30,1937,18,102,445,928,1345,1771,3246,2502,730,1054,1539,1374,458,63,338,15919
POA2143,0,0,0,17,50,26,15,28,6,6,12,29,6,0,0,201,4,0,0,5,3,0,4,0,0,0,0,0,0,0,0,22,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,3,31,26,13,3,4,0,0,0,0,3,84,0,0,0,0,12,0,8,6,0,6,4,0,0,0,0,36,0,0,0,0,3,7,5,4,4,0,0,0,0,0,0,23,0,4,26,3,3,3,12,5,0,0,0,0,0,0,3,63,0,0,0,0,3,0,6,0,0,0,6,0,4,0,0,19,0,0,7,194,427,186,100,57,13,12,12,15,6,0,26,1053,9,6,48,91,100,134,162,93,18,23,34,24,18,0,15,769,15,53,189,482,919,799,1027,589,146,197,178,201,61,12,128,4996
POA2144,0,0,7,12,103,103,68,49,11,18,25,44,3,0,0,440,5,0,5,3,3,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,9,6,11,0,0,0,0,7,0,0,0,35,0,0,0,11,6,7,4,0,0,0,0,0,0,0,0,22,0,0,0,3,59,106,127,79,13,22,11,14,10,0,9,451,0,0,0,0,7,12,39,38,23,14,33,27,0,0,11,210,0,0,0,0,13,14,21,18,7,5,0,0,0,0,3,79,0,11,32,12,13,4,8,0,0,4,6,0,0,0,3,108,0,0,0,0,0,3,6,3,3,0,0,0,0,0,3,14,0,0,0,245,277,113,46,29,4,8,6,3,5,0,13,756,19,23,332,632,452,605,570,272,51,82,95,95,50,18,110,3414,38,106,742,1464,2014,2653,4871,3665,1063,1954,2774,2445,603,103,798,25286
