POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2267,830,870,1703,86,88,174,312,306,623,8,4,5,10,15,27,4,0,8,3,6,5,0,0,0,4,0,3,3,4,7,0,0,0,343,334,679,16,15,28,10,8,18,455,449,901,102,80,181,1388,1397,2785
POA2278,889,828,1719,45,45,89,265,264,523,6,4,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,271,267,539,3,7,11,9,7,15,325,329,654,24,31,52,1235,1191,2426
POA2280,8147,8323,16467,945,919,1867,2670,2971,5644,59,53,116,72,75,143,5,9,12,28,22,47,5,6,7,14,11,24,10,23,31,0,0,0,2861,3178,6035,164,195,354,66,42,109,4035,4335,8362,507,532,1037,12680,13186,25870
POA2281,4347,4472,8820,615,613,1229,1650,1811,3459,22,15,38,45,55,102,0,0,3,11,18,37,11,13,21,10,13,19,4,11,16,0,0,0,1760,1938,3697,85,87,173,35,32,64,2493,2668,5161,322,343,667,7158,7483,14643
POA2282,4466,4904,9375,406,426,835,1914,2156,4072,37,41,78,39,58,98,8,11,18,18,17,36,0,0,3,9,3,9,14,14,27,0,0,0,2042,2301,4344,111,139,248,37,41,74,2589,2910,5502,244,272,514,7301,8085,15390
POA2283,6899,7136,14035,824,927,1755,2547,2713,5255,52,49,103,67,84,154,13,13,27,28,18,50,10,10,23,12,13,23,20,21,33,0,0,0,2741,2928,5666,142,175,319,99,109,204,3803,4140,7941,619,619,1238,11326,11893,23218
POA2284,2974,3081,6054,314,319,632,1850,2052,3904,17,32,49,54,48,104,16,8,23,8,9,20,7,3,14,3,6,12,13,17,29,0,0,0,1975,2181,4153,79,91,172,66,50,116,2433,2645,5077,354,375,732,5758,6103,11860
POA2285,8924,9252,18175,935,1108,2044,4134,4437,8571,73,85,154,115,115,228,25,25,44,29,40,72,10,7,17,18,14,33,23,16,39,0,0,0,4428,4739,9167,222,271,493,127,129,257,5713,6249,11961,671,720,1385,15305,16217,31524
POA2286,1226,1305,2528,129,142,273,607,654,1261,0,4,0,24,19,41,5,10,14,0,4,7,0,0,0,5,4,9,0,0,0,0,0,0,643,694,1332,14,15,29,22,14,34,805,868,1672,106,88,186,2141,2257,4391
POA2287,10224,10687,20910,1058,1117,2171,5168,5563,10728,93,91,184,131,161,293,39,40,82,45,46,87,12,4,14,25,32,57,45,51,92,4,5,5,5562,5993,11551,833,776,1603,178,182,358,7629,8058,15684,834,905,1739,18687,19648,38338
POA2289,5622,5761,11387,449,435,881,2406,2516,4918,54,53,105,107,101,202,25,30,56,27,29,53,6,9,14,16,19,42,55,62,115,0,0,0,2698,2817,5509,237,237,472,78,98,170,3461,3583,7044,323,295,617,9398,9638,19041
POA2290,9979,10415,20395,909,1001,1916,3714,4063,7781,73,77,151,91,119,216,20,18,35,24,31,51,8,16,32,14,17,34,25,22,42,0,0,0,3969,4366,8340,270,336,605,122,104,231,5277,5811,11091,663,726,1388,15915,16953,32868
POA2291,3792,3865,7658,525,522,1052,1718,1824,3543,57,57,114,64,76,142,25,15,31,12,15,21,9,9,14,16,8,26,33,28,62,3,0,5,1927,2032,3964,180,251,425,67,49,120,2699,2862,5559,222,213,434,6711,6935,13648
POA2292,579,583,1158,46,47,96,413,446,856,12,11,25,20,12,31,4,7,5,0,7,8,0,0,4,0,5,4,0,3,10,0,0,0,450,489,940,55,48,100,13,9,25,559,605,1160,97,69,160,1235,1249,2484
POA2293,593,590,1183,87,85,173,629,692,1323,13,24,39,25,29,56,11,9,20,8,10,23,6,4,10,0,0,5,19,9,31,0,0,0,707,785,1498,79,78,149,11,13,20,882,959,1845,58,56,115,1535,1606,3139
POA2294,428,431,862,56,59,114,326,356,679,3,7,12,16,22,38,0,0,0,6,5,14,0,0,0,4,4,7,0,4,4,0,0,0,362,398,762,41,45,82,5,9,12,464,507,970,60,47,109,952,986,1937
POA2295,1847,1908,3763,324,298,621,1054,1163,2220,31,31,63,72,66,138,23,26,41,27,25,49,10,12,18,24,16,47,29,19,47,5,4,3,1275,1351,2627,68,88,153,36,31,69,1702,1764,3469,225,205,432,3774,3888,7659
POA2296,387,406,789,52,48,96,382,395,778,14,18,28,19,16,31,0,5,5,3,4,5,0,0,0,3,5,10,0,0,0,0,0,0,422,442,860,47,50,97,18,8,26,528,550,1079,32,24,55,947,982,1923
POA2297,407,391,799,41,45,85,263,298,565,15,13,26,5,10,15,0,3,0,4,0,10,0,0,5,9,8,12,4,3,5,0,0,0,298,340,629,47,26,76,9,9,18,389,422,810,47,40,84,842,849,1692
POA2298,2199,2300,4500,136,152,288,1573,1599,3176,28,45,75,35,42,80,7,15,23,9,6,10,8,8,12,14,12,19,20,20,41,0,0,0,1698,1746,3437,222,235,463,53,52,101,2107,2186,4292,349,512,859,4657,4994,9649
POA2299,2570,2669,5243,235,258,501,1719,1711,3428,36,44,78,58,42,100,9,6,20,10,12,23,3,4,9,12,8,18,19,23,39,0,0,0,1865,1845,3715,472,412,881,62,31,90,2631,2552,5182,398,406,808,5609,5624,11236
POA2300,2175,2271,4439,378,372,750,2089,2310,4390,80,90,171,79,85,158,18,15,34,28,26,59,10,13,17,15,17,30,51,34,90,0,0,4,2374,2582,4951,356,382,738,75,47,118,3178,3378,6556,371,303,675,5722,5954,11675
POA2302,82,98,181,57,48,101,385,395,776,9,4,18,31,16,51,0,0,4,3,0,5,0,0,3,3,5,7,17,9,23,0,0,0,456,436,889,52,78,132,4,0,7,572,565,1133,37,22,61,694,682,1374
POA2303,2357,2452,4812,229,216,445,1267,1398,2671,27,35,63,33,42,79,5,11,15,13,12,29,3,7,15,4,4,11,16,21,39,0,0,0,1385,1533,2913,150,156,309,62,65,124,1825,1976,3797,361,342,707,4539,4774,9312
POA2304,3730,3770,7497,421,459,885,2150,2329,4476,59,60,114,55,67,125,10,9,15,13,8,20,7,6,14,13,13,28,20,27,39,0,0,0,2316,2520,4838,225,232,452,95,78,172,3058,3288,6345,482,527,1008,7271,7586,14857
POA2305,3680,3835,7514,322,312,638,1477,1617,3095,20,27,51,55,58,110,5,3,10,27,19,45,4,9,11,13,13,30,15,14,28,0,0,0,1616,1766,3381,159,164,318,60,46,106,2153,2288,4446,266,242,507,6099,6366,12467
POA2306,878,918,1798,76,113,185,242,342,585,0,3,5,15,8,25,5,0,5,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,263,359,623,8,10,14,20,18,45,366,503,865,244,276,521,1493,1695,3194
POA2307,997,949,1944,116,119,234,703,763,1472,11,17,27,19,18,36,8,7,16,3,0,9,0,5,5,6,0,9,0,0,0,0,0,0,750,820,1568,147,79,227,25,28,53,1037,1043,2081,120,117,232,2144,2110,4254
POA2308,8,9,17,0,0,0,358,453,814,6,4,13,4,14,16,0,0,0,0,0,0,4,7,10,0,3,5,3,10,10,0,0,0,380,492,870,39,45,81,18,14,30,433,548,979,161,201,360,603,760,1358
POA2311,265,255,519,34,52,81,97,105,197,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,107,210,4,3,8,0,0,3,140,158,299,22,16,43,425,434,862
POA2312,428,416,849,42,47,94,173,195,367,0,4,4,6,6,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,184,207,390,8,7,12,3,5,9,237,265,505,39,38,83,706,720,1430
POA2315,3629,3921,7548,1033,1159,2192,1454,1560,3017,86,80,164,84,100,190,22,16,42,36,26,63,10,16,26,22,16,40,36,44,86,0,0,0,1754,1872,3623,204,213,422,47,35,87,3035,3282,6317,432,471,902,7097,7675,14768
POA2316,1627,1623,3251,226,209,435,883,995,1876,22,26,50,37,37,77,3,10,7,9,11,16,8,8,11,4,8,9,3,4,12,0,0,0,968,1101,2068,43,44,89,23,24,54,1269,1382,2645,207,203,407,3101,3205,6301
POA2317,1575,1746,3315,462,561,1022,622,657,1282,30,27,58,39,45,86,5,10,12,12,8,19,0,5,3,6,5,3,3,11,16,0,0,0,716,767,1480,71,64,129,21,21,42,1268,1407,2677,167,193,362,3001,3346,6351
POA2318,3488,3470,6961,695,711,1408,1487,1511,3001,60,68,134,143,150,292,31,25,55,20,31,53,3,7,11,33,30,63,25,28,61,0,0,0,1812,1859,3667,81,89,166,61,34,98,2647,2696,5341,292,254,546,6423,6424,12849
POA2319,1872,1810,3690,316,330,649,745,762,1505,22,30,52,38,49,85,6,9,14,8,9,15,3,0,3,12,6,22,3,7,12,0,0,0,842,874,1714,29,33,57,12,19,26,1197,1254,2451,210,197,405,3279,3266,6545
POA2320,9490,9682,19176,1244,1327,2571,5480,6040,11517,80,71,147,154,180,344,27,31,56,39,32,70,13,9,28,21,28,46,27,31,61,0,0,0,5841,6421,12267,206,229,441,166,198,358,7461,8175,15639,855,864,1723,17812,18724,36536
POA2321,4160,4276,8431,587,643,1229,3351,3750,7101,27,41,70,75,97,169,11,7,13,15,21,39,9,4,7,13,7,24,15,23,43,0,0,0,3516,3949,7464,97,97,192,88,109,197,4281,4799,9083,381,345,728,8829,9422,18249
POA2322,5567,5645,11217,779,812,1583,3628,3861,7490,55,62,119,153,169,320,52,43,93,27,27,52,16,7,26,50,50,98,27,25,56,0,0,0,4004,4254,8255,195,268,467,81,81,168,5066,5413,10478,485,400,879,11116,11457,22570
POA2323,7083,7448,14530,686,757,1445,3009,3335,6349,47,51,102,126,123,251,31,34,65,24,23,50,5,6,10,25,24,46,18,19,32,0,0,0,3285,3611,6900,158,188,340,102,90,191,4226,4645,8871,636,596,1230,11952,12689,24635
POA2324,6662,6765,13427,1190,1243,2432,2708,2787,5499,55,49,102,126,120,250,34,24,61,32,27,59,22,14,30,30,26,59,21,19,35,4,0,3,3028,3075,6102,105,122,222,88,80,165,4414,4512,8927,990,915,1905,12064,12190,24256
POA2325,7470,7712,15179,1591,1855,3444,3108,3194,6303,49,50,101,85,104,193,7,17,27,24,23,51,7,3,9,3,5,12,11,16,30,0,0,0,3307,3419,6725,133,130,260,154,163,312,5179,5568,10745,2360,921,3290,15009,14200,29212
POA2326,2218,2235,4453,324,377,703,787,809,1590,4,0,5,21,26,49,3,3,6,6,8,10,0,0,0,0,0,0,0,3,4,0,0,0,824,847,1671,12,17,25,30,29,54,1192,1266,2458,237,197,437,3645,3700,7345
POA2327,2131,2115,4250,395,455,855,727,837,1570,3,3,11,32,35,66,4,6,12,5,3,7,0,0,0,0,0,3,0,0,0,0,0,0,774,899,1670,17,26,38,48,24,72,1227,1403,2634,229,223,452,3594,3738,7332
POA2328,663,637,1301,175,171,343,199,225,429,0,0,5,10,18,26,3,0,4,6,3,9,0,0,0,0,0,3,4,0,4,0,0,0,224,249,479,11,16,29,16,11,20,429,448,874,97,96,194,1190,1177,2371
POA2329,559,581,1139,107,132,235,175,164,338,9,3,11,5,5,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,188,180,371,11,13,24,3,6,12,314,327,640,119,116,241,993,1021,2014
POA2330,5390,5219,10611,1476,1576,3051,1917,2002,3915,44,49,97,252,230,480,21,22,42,37,42,84,13,9,19,32,22,51,5,12,14,0,0,0,2331,2383,4709,168,146,314,87,59,146,4058,4163,8217,661,582,1241,10105,9964,20073
POA2331,26,9,35,3,0,3,114,4,123,55,4,62,101,5,103,20,0,20,25,0,25,10,0,10,9,0,5,15,0,15,0,0,0,351,14,362,4,0,4,0,0,0,361,15,366,180,0,179,562,19,580
POA2333,3292,3180,6468,990,993,1983,1200,1281,2477,9,15,29,135,122,261,18,19,35,29,22,50,11,8,11,10,9,16,3,0,5,0,0,0,1412,1474,2886,112,109,220,91,68,160,2605,2649,5249,745,443,1189,6638,6262,12904
POA2334,807,784,1589,140,145,287,459,489,949,8,4,10,16,22,36,0,0,0,8,7,10,0,0,0,3,0,3,0,0,0,0,0,0,491,523,1012,11,16,28,13,14,25,656,698,1344,65,60,125,1528,1537,3066
POA2335,1821,1793,3607,345,382,728,1195,1288,2479,10,12,21,55,55,114,4,3,10,3,0,7,0,0,4,4,5,11,0,0,0,0,0,0,1270,1371,2645,47,46,88,42,35,72,1699,1833,3526,180,167,348,3694,3790,7483
POA2336,806,733,1534,123,121,250,201,229,426,4,0,3,10,6,16,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,217,242,455,5,25,29,12,5,16,355,388,750,83,78,162,1249,1198,2444
POA2337,2084,2081,4166,441,452,891,667,749,1417,13,19,31,71,72,142,3,8,15,3,7,12,5,4,8,3,3,6,0,6,3,0,0,0,770,858,1634,186,162,351,34,36,63,1428,1505,2932,278,253,527,3794,3837,7631
POA2338,401,420,823,38,39,80,125,124,245,4,0,0,0,4,6,7,4,8,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,135,136,274,11,7,13,8,12,16,185,195,381,74,66,139,657,681,1343
POA2339,192,167,355,43,35,74,48,56,109,0,0,3,9,3,15,0,0,0,0,0,0,0,0,0,0,3,9,3,0,5,0,0,0,66,68,131,8,0,5,4,0,4,116,104,218,52,59,114,358,330,687
POA2340,12088,12740,24823,2565,2806,5368,5656,6115,11774,131,104,234,345,419,768,46,42,89,54,57,103,14,29,46,32,25,52,17,25,46,0,0,0,6292,6812,13107,785,762,1549,178,179,360,9822,10557,20379,1928,1997,3920,23833,25289,49128
POA2341,414,415,835,71,82,153,137,115,252,6,5,7,6,8,18,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,150,128,280,0,8,13,4,0,4,234,220,452,61,60,122,710,699,1410
POA2342,159,142,298,12,10,18,38,41,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,76,0,0,0,0,0,0,53,48,102,17,18,37,222,214,437
POA2343,1295,1292,2589,300,316,620,302,319,618,11,15,25,18,34,54,3,3,7,0,4,4,0,0,0,11,12,21,0,0,0,0,0,0,351,380,733,18,25,44,0,3,10,676,725,1396,303,311,618,2268,2327,4601
POA2344,210,201,411,23,26,40,55,63,120,0,0,0,3,7,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,73,139,3,0,3,0,0,0,87,97,186,21,20,40,315,321,636
POA2345,200,199,402,32,26,59,64,58,129,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,58,130,0,4,3,5,0,7,107,98,199,26,32,60,339,330,664
POA2346,790,795,1584,222,252,477,194,194,388,8,0,6,33,26,56,0,0,0,4,4,8,0,5,3,4,0,5,0,0,0,0,0,0,246,233,470,8,19,26,11,8,18,484,509,991,170,149,318,1439,1454,2897
POA2347,560,537,1095,100,110,208,112,125,236,0,5,4,14,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,140,267,8,11,16,0,0,5,233,255,492,104,101,212,901,899,1797
POA2350,5646,6020,11662,2090,2168,4264,1820,2218,4035,71,96,172,279,337,617,31,42,71,46,54,99,10,13,24,31,35,67,34,43,79,0,0,4,2318,2839,5163,781,895,1678,76,58,132,5265,5959,11229,1186,1387,2568,12095,13368,25462
POA2352,795,839,1632,139,161,295,274,305,579,9,4,7,25,22,43,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,339,637,4,11,14,11,12,20,456,523,971,85,82,164,1333,1433,2770
POA2353,313,327,636,74,98,169,88,100,191,4,8,13,9,17,27,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,104,125,231,3,10,9,4,0,4,188,226,411,52,46,100,551,602,1152
POA2354,1029,1006,2037,180,209,396,190,183,368,7,10,11,29,28,61,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,231,217,448,13,18,23,7,8,18,433,447,877,185,183,374,1649,1636,3286
POA2355,195,188,385,21,17,39,60,47,109,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,47,111,0,0,3,0,0,0,89,68,162,33,21,54,320,277,601
POA2356,43,34,76,0,0,0,10,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,17,0,0,0,0,0,0,8,11,15,14,7,21,66,56,121
POA2357,1065,1117,2189,228,282,506,193,197,398,10,4,9,24,28,54,0,0,0,3,9,9,4,0,4,6,11,11,0,0,0,0,0,0,238,245,485,10,19,30,8,8,17,483,554,1039,288,338,632,1839,2010,3855
POA2358,1021,1112,2132,175,207,384,244,305,555,16,26,35,29,31,62,0,0,5,0,7,12,0,0,0,4,5,3,6,4,9,0,0,0,300,377,681,15,14,29,7,12,20,502,607,1115,139,145,283,1663,1864,3532
POA2359,201,171,371,14,19,37,71,67,133,0,0,0,6,7,14,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,75,74,153,0,0,0,0,3,3,94,96,195,58,44,105,350,315,668
POA2360,3686,3874,7560,1071,1121,2195,890,1025,1914,20,23,39,190,227,417,9,8,16,9,12,25,4,0,6,7,10,15,0,0,0,0,0,0,1132,1303,2435,175,157,335,46,52,95,2420,2637,5062,741,739,1481,6850,7251,14108
POA2361,288,273,564,30,38,67,54,57,110,4,7,5,18,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,73,151,0,4,4,0,0,0,113,120,232,63,45,105,469,430,899
POA2365,1030,1023,2050,157,137,293,225,227,451,3,10,15,42,44,83,0,0,7,0,0,3,5,5,6,0,0,0,0,0,5,0,0,0,284,286,572,88,48,136,10,13,23,540,482,1026,241,255,501,1808,1766,3572
POA2369,253,259,511,38,38,70,49,53,108,6,0,5,18,13,28,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,70,73,143,0,0,9,4,5,4,114,110,222,45,38,82,410,412,821
POA2370,2013,2067,4074,553,647,1203,362,375,740,5,5,11,124,162,286,8,0,7,5,4,12,9,4,8,6,0,6,4,0,0,0,0,0,513,557,1068,33,53,84,23,19,44,1124,1275,2398,525,430,959,3658,3775,7432
POA2371,339,328,667,23,32,57,83,75,157,0,5,3,41,35,77,0,0,0,7,3,6,0,0,0,0,0,0,0,4,5,0,0,0,135,120,254,4,7,14,0,6,6,165,171,332,66,59,126,571,554,1124
POA2372,1277,1356,2634,248,295,552,231,260,488,12,6,19,158,195,360,0,0,0,16,10,21,4,6,12,6,3,9,0,0,0,0,0,0,430,480,913,15,22,38,11,15,23,707,817,1519,207,231,440,2193,2399,4590
POA2379,91,75,168,17,4,22,18,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,51,0,0,0,0,0,0,35,35,75,14,14,30,144,134,275
POA2380,2669,2664,5334,782,866,1649,787,856,1645,24,27,46,124,122,246,10,10,18,20,24,48,0,5,9,8,9,17,0,7,3,0,0,0,977,1048,2023,84,72,161,67,79,142,1914,2067,3981,508,484,993,5087,5220,10310
POA2381,375,325,698,43,47,92,111,113,227,0,0,0,10,17,28,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,127,134,259,3,7,12,4,5,13,179,192,373,81,60,143,636,576,1211
POA2382,343,346,685,51,50,102,111,115,225,0,0,0,28,20,44,8,3,9,0,0,6,0,0,0,0,5,4,0,0,0,0,0,0,143,142,287,5,8,20,0,0,0,206,205,405,112,86,195,659,635,1295
POA2386,107,83,182,6,5,10,10,14,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,26,0,0,3,0,0,0,23,23,46,21,26,50,147,131,279
POA2387,57,47,102,3,5,8,11,16,25,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,35,3,0,8,0,0,0,26,20,43,18,18,32,98,80,181
POA2388,691,657,1347,145,158,303,120,111,232,6,5,8,26,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,141,293,13,8,22,11,5,14,315,318,633,208,192,403,1221,1163,2382
POA2390,2384,2386,4766,506,531,1032,490,542,1030,24,20,43,61,84,148,5,8,17,6,7,16,0,0,0,7,0,15,5,0,5,0,0,0,603,663,1263,56,50,104,25,26,46,1186,1263,2449,422,405,827,3986,4051,8040
POA2395,233,197,430,28,21,50,44,41,82,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,93,0,0,5,0,0,0,84,67,148,61,54,116,376,320,696
POA2396,250,238,483,45,45,92,36,43,83,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,46,48,95,0,7,6,0,3,0,95,102,196,56,49,105,402,389,786
POA2397,99,86,180,15,13,19,17,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,29,0,0,3,0,0,0,28,29,60,17,16,29,148,124,273
POA2398,68,60,135,12,5,18,3,4,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,15,11,32,39,42,73,127,118,234
POA2399,153,146,301,23,18,44,44,42,84,0,0,0,11,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,59,104,8,3,12,3,0,0,79,78,159,61,72,131,298,298,593
POA2400,2257,2224,4480,580,627,1203,485,525,1011,15,15,34,101,98,200,3,6,5,3,8,13,0,0,4,4,4,6,3,4,5,0,0,0,618,659,1279,53,62,126,18,16,35,1264,1374,2636,963,969,1929,4487,4566,9052
POA2401,101,96,199,19,14,31,15,28,42,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,53,0,0,0,0,0,0,45,42,85,3,0,8,142,144,282
POA2402,514,517,1034,92,88,179,105,96,205,0,0,0,23,21,48,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,128,258,0,5,8,3,11,15,237,227,456,93,84,181,842,824,1667
POA2403,209,178,386,23,26,51,40,46,84,0,0,0,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,101,0,0,0,0,4,4,77,83,157,74,64,138,348,323,674
POA2404,449,516,967,94,128,219,116,115,234,5,0,4,24,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,141,149,296,0,4,6,4,4,6,247,283,528,71,53,126,763,859,1621
POA2405,120,103,219,8,8,23,18,20,37,0,0,0,12,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,70,0,0,3,0,0,0,48,46,90,83,79,160,250,225,472
POA2406,162,168,332,24,31,51,28,36,66,6,4,6,28,30,63,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,66,80,145,3,6,10,11,4,7,100,119,219,57,62,114,319,342,664
POA2408,85,79,162,6,8,14,13,5,21,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,35,0,0,4,0,0,0,28,26,52,28,30,61,144,132,281
POA2409,265,255,515,34,34,68,4,21,31,3,0,0,45,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,62,114,0,0,0,0,4,4,98,98,194,159,143,305,519,501,1020
POA2410,83,67,145,5,4,9,9,12,20,0,0,0,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,34,0,0,4,0,0,0,19,27,44,30,15,44,125,103,237
POA2411,23,24,48,3,0,6,7,6,16,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,0,0,0,0,0,0,9,12,22,7,9,19,41,48,89
POA2415,124,123,254,7,10,17,34,43,79,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,86,6,0,5,0,0,0,49,54,102,23,25,48,201,207,404
POA2420,1225,1236,2463,193,220,413,329,338,670,5,7,4,5,9,16,0,0,0,4,9,9,0,0,0,0,0,0,0,4,3,0,0,0,349,362,709,11,16,28,15,3,14,561,603,1169,96,112,212,1881,1953,3840
POA2421,618,575,1189,55,54,109,239,265,505,0,0,0,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,255,285,540,6,3,14,0,0,0,325,344,672,41,58,98,981,974,1956
POA2422,1555,1547,3103,294,341,637,563,584,1148,12,6,14,18,16,30,0,0,0,0,5,8,3,0,4,3,0,7,3,0,7,0,0,0,598,615,1212,26,23,45,15,4,19,930,988,1914,207,198,403,2688,2734,5425
POA2423,927,834,1760,100,96,196,376,404,770,6,10,16,21,23,44,0,0,0,4,5,11,0,0,3,0,0,3,0,0,0,0,0,0,403,445,847,14,6,18,10,9,17,519,561,1086,180,162,339,1628,1557,3185
POA2424,128,111,241,21,10,31,64,52,117,0,0,0,3,0,6,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,65,62,131,0,0,0,0,0,0,89,77,162,26,34,61,244,219,462
POA2425,577,549,1125,57,57,122,207,214,417,0,3,4,3,3,10,0,0,0,0,3,0,0,0,0,5,3,4,0,0,0,0,0,0,218,224,442,0,3,11,5,0,5,280,288,571,104,110,213,957,952,1910
POA2426,241,228,469,44,36,73,88,105,193,6,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,104,204,0,0,0,4,0,0,139,141,278,31,25,61,412,398,809
