POA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
POA2195,0,9,19,118,98,135,77,26,15,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,8,68,65,257,121,79,61,42,14,715,91,154,94,350,100,80,38,26,18,954,1179,2035,1381,4154,1205,1081,733,420,234,12421,0,0,0,12,12,3,0,0,0,21,2129,2763,1485,1500,417,270,158,90,51,8863,47,247,320,2477,453,204,52,3,0,3795,0,0,0,0,0,5,3,0,0,17,0,0,0,32,8,5,3,0,0,47,0,0,0,3,3,13,6,5,0,35,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,4,8,4,0,20,0,0,24,126,83,179,108,37,31,598,0,0,0,0,0,0,4,9,3,17,7,22,5,78,14,25,24,24,7,200,0,4,6,15,3,12,17,10,0,70,0,4,3,66,49,62,38,17,4,246,0,0,0,5,0,0,3,0,0,15
POA2196,0,11,57,227,169,172,90,11,15,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,52,98,337,203,147,125,61,27,1061,63,123,121,312,119,106,86,52,33,1018,1095,2246,2305,4560,2118,1879,1273,751,359,16594,0,0,0,3,0,4,0,0,0,10,2095,4025,3461,4009,1393,796,402,282,163,16617,3,28,66,533,105,73,20,5,0,835,0,0,0,14,9,6,6,0,0,29,0,3,3,23,21,11,0,0,0,66,0,0,0,8,20,12,8,4,0,49,0,0,0,3,0,5,0,0,0,12,0,0,0,3,9,10,8,4,0,33,0,11,39,273,162,288,176,60,43,1069,0,0,0,4,5,10,12,19,9,56,4,20,13,123,52,31,50,20,3,336,0,0,6,22,24,37,34,9,9,140,0,0,10,81,38,66,37,12,0,253,0,0,0,3,0,0,0,0,0,13
POA2197,4,7,25,135,99,97,56,12,11,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,102,44,35,25,31,6,283,21,55,49,108,53,41,50,21,25,417,375,821,655,1317,608,544,400,247,142,5112,0,7,15,19,9,5,0,0,0,52,708,1409,1083,1325,398,278,257,157,94,5714,0,0,0,8,0,0,0,0,0,5,0,0,0,0,5,3,3,3,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,8,0,0,6,29,10,31,17,3,7,99,0,0,0,0,0,0,4,7,3,21,0,0,0,21,5,8,13,5,6,47,0,0,0,0,5,14,7,13,0,46,0,0,0,13,5,11,12,3,0,39,0,0,0,0,0,0,0,0,0,4
POA2198,0,4,20,80,69,56,23,4,10,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,73,32,24,27,24,15,226,24,58,40,92,44,25,28,12,16,346,341,783,596,1247,560,456,439,344,194,4969,0,0,0,8,0,0,0,0,0,5,644,1366,1031,1436,533,317,310,313,167,6126,0,0,0,15,0,0,0,0,0,20,0,0,0,3,0,7,0,3,0,14,0,5,0,8,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,8,0,0,0,0,4,4,0,0,0,8,0,4,0,4,7,6,0,5,0,20,0,0,4,39,18,20,10,3,3,97,0,0,0,0,0,8,13,10,5,35,0,0,4,15,3,12,13,13,3,61,0,0,0,8,15,12,16,20,8,75,0,0,0,6,7,8,4,0,0,28,0,0,0,0,0,0,0,0,0,4
POA2199,7,11,83,380,302,269,160,45,22,1278,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,9,3,33,39,182,92,64,62,36,17,527,54,87,87,198,69,69,48,25,16,653,750,1351,1331,2673,1173,1113,797,422,247,9856,0,0,0,13,5,5,0,0,0,25,1375,2379,2015,2354,554,430,319,188,141,9749,0,3,9,62,14,6,0,0,0,97,0,0,0,6,0,11,7,0,0,26,0,0,0,21,6,6,0,5,0,31,0,0,0,6,7,7,3,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,7,8,6,0,32,0,4,15,117,58,90,67,24,16,384,0,0,0,7,0,0,9,14,7,31,0,10,10,38,17,23,16,7,0,114,0,4,0,10,8,13,19,11,5,68,0,10,5,29,30,21,15,7,0,110,0,0,0,0,0,3,4,0,0,10
POA2200,7,89,344,1318,747,688,373,131,68,3762,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,14,15,142,149,600,247,193,133,89,45,1606,124,249,223,578,180,171,116,62,31,1723,1818,3096,3103,7493,2851,2551,1771,943,511,24139,0,0,12,50,10,10,9,0,0,87,3318,4982,3984,4563,1103,684,435,244,184,19492,10,42,97,819,102,46,14,0,0,1137,0,0,0,25,7,16,10,9,4,67,0,4,3,42,12,6,0,0,0,67,0,0,3,18,19,23,13,9,5,85,0,0,3,3,9,0,0,0,0,15,0,4,0,11,10,21,10,15,0,71,5,21,68,554,306,497,249,91,62,1856,0,0,0,0,0,9,10,22,3,50,6,34,29,170,63,53,67,46,20,486,0,5,3,22,10,23,20,14,15,114,0,7,7,79,51,50,42,9,4,241,0,0,0,9,0,0,3,5,0,22
POA2203,0,4,16,56,24,24,18,4,7,152,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,11,130,55,60,54,42,12,387,15,20,39,154,35,26,31,7,14,343,340,661,674,2726,1081,792,550,336,143,7300,0,0,0,3,0,0,0,0,0,3,623,1177,1132,3290,1215,838,416,119,38,8846,0,0,0,20,0,6,0,0,0,30,0,0,0,4,4,0,0,0,0,12,0,0,3,60,7,7,0,0,0,86,0,0,0,0,0,0,0,0,0,3,0,5,0,26,9,0,6,0,0,48,0,0,0,17,5,3,3,5,0,31,0,6,10,69,30,38,25,14,8,198,0,0,0,0,7,0,0,7,0,20,0,0,0,3,0,3,11,4,0,26,0,13,12,183,114,96,48,19,3,489,0,0,4,19,9,3,8,4,0,45,0,0,0,24,3,9,0,0,0,41
POA2204,0,18,57,225,143,179,118,32,28,809,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,8,29,236,83,76,113,69,34,659,23,40,59,223,77,43,42,38,17,559,605,1079,1297,5272,1844,1360,1039,698,339,13540,0,0,0,0,0,0,0,0,0,0,1167,2050,2038,6431,2128,1292,641,226,88,16049,0,0,3,18,11,6,0,0,0,31,0,0,0,12,4,0,0,0,3,20,0,6,11,101,6,10,5,0,0,139,0,0,0,11,4,19,9,8,0,43,0,4,5,48,14,8,6,4,0,85,0,6,3,31,10,9,8,3,0,62,0,6,14,104,42,71,70,30,18,347,0,0,0,4,5,6,6,9,3,36,0,0,0,4,5,7,15,16,8,58,3,27,31,397,183,144,71,22,6,890,0,0,0,22,13,10,25,5,0,77,0,0,9,48,10,5,5,0,0,71
POA2205,0,9,66,135,20,23,6,4,5,267,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,29,97,117,879,72,66,38,27,10,1323,36,63,116,391,86,50,38,24,3,803,704,835,1640,6244,1071,884,578,336,131,12420,0,0,0,9,0,0,0,0,0,6,1254,1277,1465,3324,803,438,252,140,103,9051,0,3,31,135,15,6,5,0,0,202,0,0,0,13,9,0,8,0,0,26,0,0,47,539,13,4,0,0,0,611,0,0,9,3,0,3,0,0,0,18,0,0,0,33,9,0,0,0,0,42,0,0,9,42,15,15,14,3,0,92,6,20,466,1921,153,234,155,54,23,3033,0,0,0,4,0,10,8,10,4,36,0,0,0,21,6,17,9,8,0,68,0,9,17,186,52,36,21,12,3,338,0,0,4,39,14,16,17,8,0,98,0,0,0,40,8,0,0,0,0,55
POA2206,0,12,21,79,53,48,25,10,4,250,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,118,96,142,122,92,38,628,3,28,32,79,48,51,38,32,16,337,433,1096,1070,2281,1553,1273,1041,835,431,10012,0,0,0,0,0,0,0,0,0,0,909,2164,2038,3016,2041,1098,484,243,137,12122,0,0,0,11,4,8,4,0,0,29,0,0,0,3,0,3,0,4,0,11,3,0,0,28,8,4,0,0,0,43,0,0,0,0,3,9,3,0,0,18,0,0,4,11,5,3,0,0,0,23,0,0,0,14,13,4,3,10,0,37,0,8,21,127,103,180,114,56,48,657,0,0,0,7,0,8,0,4,6,25,0,0,0,4,12,27,31,27,7,109,9,22,3,82,76,67,38,35,11,340,0,0,0,11,9,9,4,6,6,49,0,0,0,9,10,4,0,0,4,28
POA2207,0,5,9,59,31,33,16,9,3,170,0,0,0,3,0,0,0,0,0,8,0,0,6,0,4,0,0,0,0,10,0,16,13,197,108,103,108,86,37,673,32,56,50,157,51,40,46,48,24,504,798,1683,1545,3749,1922,1755,1394,980,659,14479,0,0,0,0,4,0,0,0,0,3,1551,3016,2727,3893,1877,1198,692,430,297,15673,9,8,26,165,32,10,4,0,0,246,0,0,0,9,6,13,6,3,4,38,0,0,11,89,11,10,0,0,4,126,0,0,3,8,0,0,0,0,0,16,0,5,3,12,5,3,0,0,0,22,0,0,0,14,11,8,21,14,3,75,6,18,59,445,248,535,327,104,70,1812,0,0,0,6,10,12,20,40,13,96,0,9,11,46,32,52,57,45,29,280,0,16,3,84,61,65,53,43,30,360,0,0,6,40,32,25,27,7,0,141,0,0,0,17,3,3,0,5,0,27
POA2208,4,3,14,49,43,30,15,4,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,5,72,50,74,65,52,12,336,10,27,23,72,26,31,24,22,8,236,343,781,713,1621,921,834,710,451,233,6598,0,0,0,0,0,0,0,0,0,0,666,1487,1245,1785,1001,559,292,159,83,7285,0,0,0,4,0,0,0,0,0,13,0,0,0,4,0,10,0,3,0,20,0,4,4,35,0,4,0,0,0,46,0,0,0,0,3,3,0,0,0,9,0,0,0,9,4,0,0,0,0,12,0,0,0,6,0,0,8,0,0,19,3,7,45,218,163,252,208,76,47,1018,0,0,0,3,0,8,15,18,4,51,0,3,0,25,10,9,24,19,11,100,0,4,9,25,28,21,7,10,9,114,0,3,6,27,12,16,8,0,4,80,0,0,0,9,7,0,0,0,0,17
POA2209,0,4,6,49,25,47,21,13,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,25,91,64,48,52,46,18,352,11,36,27,100,30,37,40,27,19,323,403,829,877,2230,1059,1042,859,488,266,8055,0,0,0,0,0,0,0,0,0,6,811,1543,1318,1875,741,540,377,236,182,7636,0,0,11,80,14,3,0,0,0,112,0,0,0,7,3,3,0,4,0,25,0,3,7,41,0,3,0,0,0,59,0,0,0,5,6,3,0,4,0,16,0,0,0,6,4,0,0,0,0,18,0,6,0,17,6,14,5,3,0,52,0,27,111,594,402,512,359,130,88,2226,0,0,0,0,3,14,9,8,8,46,0,3,5,38,21,34,37,26,13,170,0,0,0,17,23,29,22,16,3,114,0,9,4,42,35,37,17,12,3,157,0,0,0,5,3,0,0,0,0,10
POA2210,0,0,11,76,45,62,45,14,11,275,0,0,0,0,3,0,0,3,0,5,0,0,5,6,0,0,4,0,0,10,0,28,40,195,111,123,109,65,23,693,33,83,88,195,100,90,69,71,34,758,828,1844,1923,4216,2239,2198,1747,1262,688,16941,0,0,0,7,0,0,0,0,0,6,1622,3391,3107,4098,2130,1673,1332,1036,635,19024,0,6,31,101,27,10,0,0,0,173,0,0,0,13,9,17,5,0,4,53,0,0,5,41,20,12,3,0,0,81,0,0,0,12,0,4,0,0,0,17,0,4,6,12,9,8,0,3,0,42,0,0,0,12,9,15,24,5,0,69,8,59,156,1095,512,786,462,268,143,3475,0,0,0,11,9,18,17,28,4,86,0,17,18,78,46,62,73,51,17,366,0,13,14,66,69,87,73,89,33,439,0,7,13,55,35,40,26,16,8,205,0,0,0,6,5,0,4,3,0,19
POA2211,0,0,15,86,99,75,45,23,8,353,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,9,18,97,72,43,34,26,17,329,10,43,29,98,45,36,32,35,42,367,460,992,1007,2305,1206,1208,840,585,358,8960,0,0,0,0,0,0,0,0,0,5,926,1774,1719,2469,1058,1021,690,529,331,10526,0,0,3,37,5,4,0,0,0,46,0,0,0,9,0,5,3,0,0,20,0,0,0,14,7,3,0,0,0,27,0,0,0,0,4,4,3,0,0,13,0,0,0,9,4,4,0,0,6,22,0,0,3,10,5,6,4,6,0,30,0,19,40,347,194,296,148,53,16,1110,0,0,0,3,7,11,14,7,6,44,0,9,9,70,33,41,41,22,9,235,0,9,10,36,27,43,50,33,18,230,0,0,5,39,21,15,18,0,0,100,0,0,0,0,4,0,0,0,0,11
POA2212,0,9,25,139,103,88,56,26,15,457,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,21,24,134,57,52,47,24,11,379,16,35,44,101,38,22,30,50,84,428,497,1056,1041,2410,1151,1072,795,458,344,8820,0,0,0,5,0,0,0,0,0,5,1013,1923,1624,2359,987,837,587,300,232,9860,0,0,0,19,7,3,0,0,0,37,0,0,0,3,3,10,0,0,3,23,0,0,3,30,11,0,0,0,0,39,0,0,0,10,7,6,0,0,0,17,0,0,0,3,4,4,0,0,0,15,0,0,0,6,0,6,6,0,0,18,3,15,35,336,138,182,119,39,21,883,0,0,0,7,3,13,14,13,3,49,0,7,26,98,27,47,31,20,11,270,0,11,6,38,38,37,29,18,12,196,0,0,3,32,17,19,9,6,0,92,0,0,0,3,3,3,0,0,0,11
POA2213,0,8,21,132,107,83,37,10,5,410,0,0,0,0,5,4,0,4,0,10,0,0,0,4,3,5,0,0,0,7,0,12,13,116,51,44,42,27,19,330,17,46,43,101,36,50,36,39,17,381,660,1592,1422,3145,1633,1502,1028,620,292,11900,0,0,0,4,0,0,0,0,0,5,1332,2904,2440,3592,1892,1645,1130,653,317,15896,0,3,3,19,4,5,5,0,0,48,0,0,0,15,7,5,3,3,0,41,0,0,3,28,0,5,0,0,0,38,0,0,0,3,4,4,0,3,0,15,0,0,6,3,8,0,0,0,0,22,0,0,0,8,13,14,5,5,0,43,0,20,31,310,128,163,107,27,8,791,0,0,0,10,3,0,3,0,4,28,4,9,25,80,30,39,42,10,8,259,0,13,15,87,66,69,77,44,13,381,0,0,5,40,35,24,15,5,0,124,0,4,0,7,6,6,0,0,0,16
POA2214,0,0,0,9,5,9,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,7,5,3,5,0,42,3,4,3,9,0,5,4,4,0,37,149,283,250,517,257,206,249,136,20,2068,0,0,0,0,0,0,0,0,0,0,276,543,471,751,412,284,336,192,33,3292,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,7,3,4,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,7,4,5,0,26,0,5,0,11,7,20,12,13,0,68,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
POA2216,0,4,9,67,48,36,21,12,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,31,36,380,145,137,111,82,25,950,36,56,79,275,94,62,64,47,27,740,760,1219,1478,4794,1725,1477,1208,818,355,13850,0,0,0,9,3,0,0,0,0,9,1442,2065,1729,3176,1421,903,539,298,147,11717,3,16,83,461,68,18,3,0,0,661,0,0,0,25,12,17,17,7,0,84,3,15,32,428,31,21,5,0,0,547,0,0,0,7,3,0,0,0,0,21,0,0,5,19,10,0,0,0,3,35,0,9,9,36,19,29,35,22,4,155,0,4,53,394,196,289,185,97,42,1268,0,0,0,16,10,25,27,23,6,96,0,3,0,54,29,54,107,52,31,334,3,6,7,116,66,63,46,39,7,358,0,4,4,48,28,44,20,10,0,159,0,3,0,29,5,9,0,0,0,49
POA2217,0,0,10,56,38,22,17,8,4,155,0,0,0,0,3,0,0,0,4,9,0,0,0,0,0,0,0,0,0,13,0,28,31,315,120,129,122,79,28,852,34,69,55,266,75,60,52,47,33,684,747,1372,1481,4838,1830,1586,1218,906,569,14546,0,0,0,5,0,3,0,0,0,9,1441,2280,1950,3361,1608,1112,710,496,334,13292,6,20,35,341,63,25,10,0,0,506,0,0,0,24,15,14,7,7,3,81,0,12,13,224,29,23,6,0,0,299,0,0,0,7,3,0,0,0,0,17,0,0,0,10,0,0,0,0,0,16,0,0,4,33,25,18,25,10,3,126,0,23,79,556,297,425,177,106,103,1775,0,0,0,16,14,27,22,22,8,107,0,5,9,91,61,95,90,74,41,475,4,20,17,109,73,79,50,42,16,418,0,0,5,48,34,31,14,14,0,155,0,0,0,22,5,5,3,0,0,38
POA2218,0,0,0,22,25,9,3,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,13,13,128,60,66,52,37,15,379,14,22,40,112,36,40,36,20,14,338,406,737,913,2576,1076,1000,764,403,168,8041,0,0,0,0,0,0,0,0,0,0,788,1301,1198,1714,754,508,325,144,69,6798,0,3,28,180,25,9,5,0,0,246,0,0,0,17,12,22,16,4,6,72,0,8,9,60,0,0,0,0,0,83,0,0,0,5,0,0,0,0,0,3,0,0,0,8,3,3,0,0,0,20,0,0,0,24,8,6,14,9,3,64,0,41,75,625,332,538,295,98,53,2054,0,4,0,14,0,13,19,23,11,80,0,0,8,34,17,23,22,24,3,136,0,3,5,39,24,31,22,21,5,144,0,4,3,24,19,25,5,0,5,90,0,0,3,16,9,4,3,0,0,31
POA2219,0,0,0,7,12,10,7,4,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,7,6,104,89,80,91,57,19,453,23,33,40,98,44,54,36,35,19,377,365,727,680,1723,1077,991,833,593,257,7240,0,0,0,3,0,0,0,0,0,5,692,1353,1188,2043,1299,962,700,417,199,8852,0,0,0,17,0,6,0,0,0,19,0,0,0,14,9,11,0,5,0,31,0,0,0,47,4,4,0,0,0,58,0,0,9,5,0,0,0,0,0,15,0,0,0,5,0,3,0,4,0,19,0,0,3,15,15,13,9,6,0,60,0,4,3,75,42,94,52,21,8,301,0,0,0,7,9,11,11,12,3,56,0,4,0,55,27,63,70,36,20,272,0,3,0,54,42,41,39,39,14,240,0,0,0,17,10,9,5,0,0,48,0,0,0,14,0,3,4,0,0,27
POA2220,0,0,22,65,34,27,16,3,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,17,123,47,58,48,42,20,359,18,46,89,211,82,49,47,33,18,589,735,1424,2379,5871,1900,1971,1425,769,386,16855,0,0,0,0,0,0,0,0,0,0,1425,2416,2061,2167,852,635,438,221,125,10337,0,6,21,114,15,6,7,0,0,175,0,0,0,13,3,15,6,8,0,42,0,4,13,82,4,5,0,0,0,107,0,0,0,9,7,8,6,0,0,35,0,0,0,8,3,0,3,0,0,19,0,0,3,26,9,0,8,4,0,43,33,257,588,3470,1328,1674,1104,498,289,9250,0,0,0,8,9,28,39,42,23,153,0,5,5,23,10,36,34,23,7,159,0,4,9,26,25,27,38,31,9,174,0,0,7,41,36,32,27,10,3,156,0,0,0,7,5,0,0,0,0,12
POA2221,0,0,0,31,26,9,7,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,58,47,40,49,39,16,260,7,32,29,70,28,40,31,29,47,317,342,1093,1105,1934,1268,1166,885,583,371,8747,0,0,0,3,0,0,0,0,0,3,723,1990,1930,2075,1275,1009,673,378,267,10316,0,7,7,13,4,3,0,0,0,31,0,0,0,9,3,8,0,0,0,28,0,5,5,22,7,5,0,0,0,39,0,0,0,3,7,0,0,0,0,8,0,0,0,8,4,4,0,0,0,15,0,0,0,8,14,5,10,0,0,36,4,59,77,593,375,476,230,95,49,1955,0,0,0,5,7,14,32,46,15,124,0,0,5,35,16,32,34,27,11,155,0,6,6,27,44,44,36,34,17,222,0,0,0,25,15,22,3,7,0,69,0,0,0,3,3,0,0,0,0,11
POA2222,0,0,0,21,12,5,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,8,60,39,47,30,15,11,208,16,24,34,107,29,30,25,15,10,280,326,618,739,1931,845,841,604,342,205,6445,0,0,0,0,0,0,0,0,0,0,609,1100,987,1371,685,567,399,219,102,6036,0,0,4,59,5,4,0,0,0,82,0,0,0,21,4,22,7,0,4,60,0,0,5,24,5,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,0,0,0,15,0,0,0,10,10,6,3,0,0,30,4,31,88,504,281,379,206,92,69,1654,0,0,0,3,5,8,34,20,4,78,0,0,3,11,17,17,27,12,3,95,4,8,7,31,18,34,33,13,3,144,0,0,4,9,19,16,10,8,0,63,0,0,3,7,0,5,0,0,0,13
POA2223,0,3,0,23,18,10,8,0,0,64,0,0,0,0,0,0,5,4,0,15,0,0,0,4,0,0,0,0,0,4,0,4,9,97,56,51,39,32,14,306,13,37,35,87,27,37,30,24,50,336,548,1333,1212,2890,1474,1427,1127,579,381,10980,0,0,0,0,0,0,0,0,0,0,1093,2400,2028,3142,1757,1448,1159,560,341,13926,0,0,3,41,3,0,4,0,0,50,0,0,0,7,10,11,5,0,0,34,0,0,3,40,4,3,3,0,0,52,0,0,0,0,3,3,0,0,0,10,0,0,0,14,11,0,3,0,0,33,0,3,0,6,4,4,0,8,0,28,3,33,61,603,278,335,227,83,31,1651,0,0,0,11,7,24,32,37,13,123,0,0,0,5,11,23,22,14,4,87,6,30,15,113,78,84,70,66,18,477,0,0,0,22,12,14,12,3,0,65,0,0,0,7,4,0,3,3,3,26
POA2224,0,0,0,4,5,9,3,0,0,18,0,0,0,3,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,81,49,50,49,29,8,278,15,32,16,56,31,22,20,32,28,237,329,876,790,1559,1068,917,828,750,396,7502,0,0,0,0,0,0,0,0,0,0,668,1637,1462,2057,1379,977,810,802,417,10200,0,0,0,4,0,3,3,0,0,16,0,0,0,12,10,10,4,0,0,38,0,4,0,32,6,5,0,0,0,47,0,0,3,7,0,7,0,0,0,11,3,0,0,8,8,3,4,0,0,25,0,0,0,6,9,9,3,3,0,29,0,11,25,178,91,172,96,25,21,628,0,0,0,4,0,6,12,11,4,46,0,3,0,28,23,39,51,52,9,195,0,13,8,64,52,65,55,50,32,343,0,0,0,5,15,12,4,3,0,42,0,0,0,3,0,5,3,0,0,15
POA2225,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,23,15,8,9,3,0,56,4,10,4,6,5,7,7,0,0,45,161,451,351,586,467,323,270,135,56,2812,0,0,0,0,0,0,0,0,0,0,302,892,666,909,691,433,371,189,60,4506,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,3,0,23,13,21,13,4,3,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,14,11,55,68,32,30,15,3,232,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,10
