POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2380,9,5,14,14,27,61,101,105,55,390,0,0,3,5,8,5,7,7,4,42,43,56,163,120,97,107,115,104,70,877,297,590,1521,1326,1171,1293,1066,752,308,8321
POA2381,0,0,0,5,4,21,20,10,0,67,0,0,0,0,0,0,0,0,0,0,14,12,12,9,13,25,30,14,8,136,34,66,155,133,142,217,168,71,21,1008
POA2382,0,0,0,6,8,11,19,18,8,68,0,0,0,0,0,0,0,0,0,5,13,11,20,27,24,28,22,14,17,168,34,81,164,148,190,165,153,109,48,1095
POA2386,0,0,0,0,0,4,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,7,9,3,0,41,4,14,27,35,45,47,35,24,7,240
POA2387,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,6,0,0,0,31,6,21,42,11,21,35,12,5,6,161
POA2388,0,0,0,4,13,23,30,26,19,119,0,0,0,0,0,0,0,0,0,3,15,20,57,36,56,70,36,30,5,333,65,141,312,263,290,407,251,150,53,1925
POA2390,0,3,12,17,26,53,109,82,37,342,0,0,0,0,3,8,5,0,5,32,45,46,78,91,105,139,96,47,33,688,233,470,1072,958,1040,1209,895,508,196,6580
POA2395,0,0,0,0,4,11,18,11,0,46,0,0,0,0,0,0,0,0,0,6,7,0,10,5,17,13,29,8,0,90,19,28,60,62,90,126,155,64,7,605
POA2396,0,0,0,3,0,9,19,15,7,62,0,0,0,0,0,0,0,0,0,0,3,5,12,10,11,20,24,11,4,107,12,28,75,74,90,128,135,79,32,653
POA2397,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,4,6,0,0,7,4,8,6,0,33,9,18,26,36,31,42,47,14,4,219
POA2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,5,14,4,6,0,59,12,15,28,27,41,41,22,6,3,194
POA2399,0,0,0,0,5,8,4,11,0,27,0,0,0,0,0,0,0,0,0,0,9,0,21,13,15,27,17,11,0,112,13,27,91,59,67,111,68,41,3,484
POA2400,7,7,5,12,32,58,108,77,29,329,0,0,3,3,6,0,16,8,5,45,98,139,265,265,247,234,185,97,36,1562,296,620,1317,1169,1213,1265,929,528,156,7500
POA2401,0,0,0,0,0,3,5,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,17,27,34,41,48,30,22,7,223
POA2402,0,0,0,4,8,14,31,50,12,123,0,0,0,0,0,0,0,0,0,5,8,0,7,10,21,21,24,34,10,148,38,61,162,160,210,257,259,178,58,1387
POA2403,0,0,0,0,7,5,14,3,6,32,0,0,0,0,0,0,0,0,0,4,3,4,12,20,15,20,15,9,4,106,22,23,52,88,94,109,88,48,14,546
POA2404,0,0,4,0,8,13,38,42,25,134,0,0,0,0,0,0,0,6,3,9,3,5,0,10,15,17,34,22,11,117,22,54,91,142,198,270,323,226,96,1409
POA2405,0,0,0,0,0,4,12,3,0,19,0,4,0,0,0,0,0,0,0,4,9,13,18,22,18,20,27,13,0,137,16,29,66,53,60,58,77,36,9,411
POA2406,0,0,0,4,3,9,14,7,3,38,0,0,0,0,0,0,0,0,0,3,7,14,13,17,14,21,3,10,4,96,18,44,81,94,94,111,58,39,11,558
POA2408,0,0,0,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,9,9,5,0,53,8,7,40,41,51,49,31,9,0,234
POA2409,3,0,5,3,8,8,14,10,0,41,0,0,0,0,4,0,0,0,0,3,33,27,32,46,55,49,28,14,0,277,63,64,118,123,150,153,93,33,9,803
POA2410,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,5,7,0,35,0,4,35,28,32,39,44,20,0,195
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,20,0,3,15,14,18,16,9,0,0,83
POA2415,0,0,0,0,0,5,3,3,0,15,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,4,12,6,0,43,12,11,47,33,72,74,62,31,7,347
POA2420,7,4,6,5,3,27,37,39,30,145,0,0,0,0,0,0,0,0,0,8,13,10,25,23,30,26,22,43,7,209,127,191,299,401,520,664,576,379,125,3285
POA2421,0,0,0,3,3,10,9,20,10,51,0,0,0,0,0,0,0,0,0,0,9,0,8,19,11,8,21,10,0,85,74,93,175,282,277,300,250,109,22,1588
POA2422,3,4,4,7,30,37,75,67,51,280,4,0,0,0,3,0,0,5,6,20,20,9,32,27,40,65,85,60,22,357,128,153,383,491,679,980,1052,582,222,4675
POA2423,0,0,3,0,8,25,50,41,24,163,0,0,0,0,0,9,0,0,0,10,14,16,21,34,34,50,63,32,11,278,86,103,218,274,424,638,626,289,93,2748
POA2424,0,0,3,0,0,7,10,6,4,26,0,0,0,0,0,0,0,0,0,0,3,0,13,6,6,5,11,0,0,45,22,22,44,44,69,98,70,30,6,396
POA2425,0,0,4,0,4,15,20,15,10,72,0,0,0,0,0,0,0,0,0,0,7,4,21,24,31,19,27,26,15,174,58,86,197,196,301,315,254,151,47,1597
POA2426,0,0,0,0,8,5,28,13,3,68,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,5,13,9,3,47,32,33,66,87,109,142,125,60,11,665
POA2427,0,0,5,6,7,29,63,39,18,165,0,0,0,0,0,0,0,4,0,6,4,6,10,11,16,30,62,50,21,210,41,85,177,197,277,650,1044,511,141,3131
POA2428,3,11,25,35,63,137,315,276,201,1071,0,0,3,5,11,7,15,10,18,73,72,58,134,144,169,240,417,387,248,1868,552,808,1735,2130,2667,3875,4982,3316,1416,21478
POA2429,3,3,13,18,27,73,135,95,64,422,0,0,0,0,4,3,5,4,0,17,28,27,57,59,86,126,111,85,40,620,210,379,869,855,1193,1690,1558,809,237,7805
POA2430,25,11,47,81,90,268,452,395,263,1634,0,0,8,4,8,16,10,20,10,73,145,141,281,313,310,399,502,462,318,2870,984,1517,3372,3460,4184,5424,5889,3471,1314,29620
POA2431,0,0,0,7,8,21,93,68,44,239,0,0,0,0,0,0,0,8,3,11,10,4,33,39,39,45,79,73,63,387,100,162,440,442,556,934,1237,678,233,4781
POA2439,0,0,4,6,6,23,49,36,15,147,0,0,0,0,0,3,5,4,0,9,10,4,15,14,16,37,48,31,12,196,102,118,277,323,480,627,823,445,99,3297
POA2440,18,13,40,40,85,203,366,283,142,1179,3,5,0,5,8,14,10,18,8,69,150,209,526,453,315,338,266,209,132,2594,694,1211,2468,2396,2764,3469,3139,1641,595,18388
POA2441,0,0,4,9,12,27,47,29,18,156,0,0,0,0,3,7,0,4,0,13,16,13,19,26,37,63,65,22,3,263,115,159,338,427,576,820,737,213,56,3436
POA2443,0,0,5,5,15,48,135,140,105,450,0,0,0,0,4,4,7,7,0,24,20,18,40,37,45,97,129,117,61,559,150,253,469,566,898,1504,1894,1328,579,7646
POA2444,8,5,33,46,97,170,416,400,325,1503,0,0,13,13,20,23,12,12,12,106,117,137,264,255,252,310,394,442,387,2555,1253,2534,4893,5426,6153,6636,7107,5030,2183,41209
POA2445,3,0,5,0,12,15,50,55,22,162,0,0,0,0,0,0,5,0,4,8,10,10,14,24,20,33,46,51,7,224,186,277,448,700,981,1136,1311,768,145,5953
POA2446,6,0,11,28,25,82,174,160,96,587,0,0,3,0,0,3,9,6,4,18,51,39,99,105,115,95,113,101,46,769,420,672,1497,1554,1919,2067,1957,1127,398,11604
POA2447,5,0,6,16,19,38,114,90,64,354,0,0,0,0,0,0,11,9,0,29,38,22,53,60,75,84,85,69,35,525,181,264,675,744,881,1317,1255,661,255,6233
POA2448,3,4,4,5,22,75,104,98,71,392,0,0,0,0,3,4,5,9,5,23,37,32,88,82,74,130,146,104,51,741,213,312,734,827,1035,1579,1769,1129,421,8011
POA2449,0,0,5,5,7,20,33,19,13,99,0,0,0,0,0,0,0,0,0,6,22,23,28,16,27,53,27,21,9,214,74,102,199,177,272,405,317,134,33,1718
POA2450,17,27,108,174,114,230,349,340,225,1589,3,15,100,80,56,70,41,15,13,389,187,156,405,367,396,382,411,465,368,3138,1264,2285,5111,5541,6034,6366,5924,3475,1408,37415
POA2452,7,6,21,36,34,87,128,127,88,530,0,0,4,0,0,4,10,6,4,29,50,39,121,114,98,92,88,103,100,799,387,652,1634,1706,1901,2014,1949,1231,544,12016
POA2453,3,0,3,0,3,28,41,36,28,138,0,0,0,0,0,0,0,4,6,10,14,3,19,34,26,53,28,37,10,217,50,75,218,242,329,547,492,270,88,2311
POA2454,6,3,4,9,12,30,30,33,36,167,0,0,0,4,5,0,0,0,3,15,34,21,43,78,101,80,95,52,37,537,187,249,611,867,1162,1301,1101,480,196,6165
POA2455,0,0,6,5,6,14,31,24,25,113,0,0,0,0,0,5,0,0,0,7,18,12,15,27,40,33,55,36,11,230,66,85,264,265,376,546,618,337,119,2672
POA2456,4,4,25,41,43,83,138,103,75,510,0,7,28,16,14,18,15,9,6,106,32,49,173,126,107,121,125,94,64,897,392,692,2145,2113,2023,2305,2418,1053,379,13532
POA2460,17,5,44,48,124,192,344,340,207,1324,3,3,4,10,20,12,18,13,17,102,130,247,683,535,440,389,335,276,194,3235,806,1576,3468,3276,3852,4519,4072,2348,936,24846
POA2462,0,0,0,5,11,29,37,27,26,139,0,0,0,0,0,0,3,0,0,9,8,3,10,24,22,37,44,21,3,166,57,106,177,249,316,442,489,216,62,2112
POA2463,4,3,4,6,7,33,90,86,64,303,0,0,0,0,0,0,5,4,0,13,18,17,39,66,66,78,91,74,44,500,162,279,615,767,1001,1395,1425,774,322,6750
POA2464,3,0,4,0,10,18,51,76,54,219,0,0,0,0,0,0,4,0,5,8,14,26,60,46,53,67,91,62,32,453,128,248,561,676,721,1089,1390,884,310,6001
POA2465,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,7,4,8,0,31,7,11,33,36,49,51,41,29,5,264
POA2466,0,0,5,0,4,12,28,27,17,93,0,0,0,0,0,0,5,0,0,6,0,6,8,12,15,35,23,31,6,132,19,36,76,109,172,376,442,266,70,1569
POA2469,0,0,8,13,20,43,58,42,22,194,0,0,4,4,0,3,0,6,0,20,30,23,45,62,78,120,94,63,15,540,107,159,310,364,567,985,792,318,75,3677
POA2470,5,3,21,31,54,108,216,227,134,797,0,0,4,4,3,3,9,10,3,45,72,81,159,184,145,175,180,171,104,1268,488,870,1581,1526,1786,1983,2052,1240,512,12039
POA2471,3,0,0,7,6,22,34,21,19,114,0,0,0,4,0,0,0,0,6,8,45,23,27,49,53,41,43,21,12,310,122,134,258,332,381,410,349,168,65,2221
POA2472,0,0,4,4,0,22,21,11,7,67,0,0,0,0,0,3,0,0,0,4,10,10,14,27,36,34,29,24,5,176,59,78,180,235,264,331,274,118,28,1567
POA2473,0,0,0,9,8,15,48,52,32,166,0,0,0,0,0,0,0,0,0,4,11,21,21,30,36,34,48,31,22,263,42,138,237,288,387,522,608,294,146,2667
POA2474,0,0,4,10,10,34,69,79,54,261,0,0,0,3,0,0,4,0,5,15,28,22,52,61,61,116,89,41,23,490,166,220,495,626,797,1185,1097,473,186,5248
POA2475,0,0,0,3,0,4,9,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,6,0,0,30,9,10,29,27,67,61,84,36,14,336
POA2476,0,0,0,0,8,6,12,7,4,42,0,0,0,0,0,0,0,0,0,3,3,6,16,12,22,24,21,12,3,115,12,22,85,61,120,167,144,72,17,704
POA2477,0,5,18,14,12,40,82,107,98,385,0,0,0,0,0,9,5,3,3,23,32,29,68,72,76,75,86,81,69,582,295,549,1132,1352,1684,1868,1756,1114,478,10224
POA2478,3,7,28,36,52,118,210,244,212,906,3,0,18,7,7,16,17,9,14,88,84,89,223,232,204,238,299,285,252,1890,672,1286,3014,3769,4010,4413,4726,2773,1344,25999
POA2479,0,0,4,7,9,15,25,17,9,81,0,0,0,0,0,4,4,0,0,9,19,20,76,83,79,93,63,38,38,501,105,208,598,784,855,865,727,248,89,4484
POA2480,16,18,45,72,108,184,325,350,241,1351,4,11,6,7,20,20,20,6,14,109,215,193,421,433,442,493,449,273,186,3107,1278,2319,4904,5386,6206,6972,5770,2669,1099,36607
POA2481,0,0,9,12,11,23,32,31,23,141,0,0,5,6,0,0,0,0,0,20,42,88,282,241,179,152,136,68,29,1215,221,658,2465,2068,1783,1797,1624,597,204,11417
POA2482,8,0,3,8,3,18,23,35,26,116,0,0,0,4,0,4,4,0,4,14,46,42,96,112,138,141,108,36,15,735,178,231,701,869,1087,1091,945,337,133,5559
POA2483,0,6,5,8,7,31,57,45,17,183,0,0,5,5,6,4,4,4,0,27,43,50,150,158,142,147,133,47,33,902,235,479,1359,1593,1716,1779,1482,574,189,9407
POA2484,6,5,16,29,42,99,154,158,108,619,0,0,0,5,5,3,4,12,8,37,112,85,134,235,284,296,277,188,193,1803,551,830,1629,2300,2694,3320,2780,1302,603,16007
POA2485,4,3,14,21,23,71,128,204,125,596,0,3,4,0,8,8,5,8,3,39,44,53,172,168,132,160,211,217,166,1323,311,663,1770,1649,1581,2096,2467,1791,819,13157
POA2486,4,6,26,39,66,116,310,366,288,1224,0,0,0,6,11,13,15,16,15,81,93,96,225,198,223,228,230,337,336,1971,779,1544,3048,3411,3937,4329,4589,3411,1652,26698
POA2487,6,0,8,6,21,51,112,105,76,376,0,0,0,0,0,9,6,7,5,25,27,25,74,108,94,110,121,124,67,748,330,568,1099,1905,2088,2263,2112,1071,419,11851
POA2488,0,0,3,0,0,12,9,21,13,59,0,3,0,0,0,0,5,0,0,12,11,17,31,34,32,40,16,17,17,212,84,161,377,479,491,555,336,151,72,2695
POA2489,0,0,4,4,14,16,52,59,34,188,0,0,0,0,0,0,3,3,0,13,26,11,37,67,53,55,45,61,55,412,158,222,582,1134,984,953,1004,634,244,5910
POA2490,0,0,0,0,0,0,4,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,7,0,4,36,19,28,84,79,85,126,73,24,8,522
POA2500,7,16,54,62,63,134,257,350,214,1158,5,11,40,51,30,37,57,67,51,354,228,334,454,279,260,213,204,200,218,2388,1629,5563,8455,4982,4684,4610,3707,2404,1052,37084
POA2502,5,9,26,42,60,131,264,364,168,1053,0,3,14,12,23,27,86,101,99,365,35,45,120,105,94,83,94,80,29,684,307,745,1672,1491,1495,1469,1208,935,422,9737
POA2505,0,0,5,8,16,41,92,127,91,386,0,0,0,0,0,4,18,29,30,84,14,24,40,32,30,30,31,31,14,248,103,312,662,622,622,715,524,328,199,4090
POA2506,5,4,17,24,28,92,150,85,61,466,0,0,0,3,7,8,11,18,9,58,32,21,77,68,69,60,45,47,29,464,217,489,973,920,985,1070,760,432,220,6066
POA2508,3,0,3,8,6,15,36,29,16,118,0,0,0,0,5,0,0,0,0,9,8,13,40,37,35,31,51,67,56,338,250,526,1028,1296,1344,1239,802,384,142,7013
POA2515,0,0,0,5,7,12,23,37,32,116,0,0,5,0,0,0,0,0,0,16,12,19,36,48,49,50,38,32,32,311,263,538,1078,1524,1693,1749,1338,578,197,8961
POA2516,7,3,0,9,10,15,34,25,24,121,0,0,0,0,0,0,0,0,3,10,11,12,15,29,32,24,29,23,4,182,179,346,601,998,1017,868,620,281,107,5020
POA2517,0,4,5,12,13,52,84,91,91,352,0,0,0,0,8,3,13,8,3,43,15,11,48,75,64,60,80,134,155,646,328,667,1359,1868,1917,1666,1411,979,538,10738
POA2518,7,8,12,32,34,111,201,231,171,806,0,0,0,15,16,11,16,30,23,114,46,62,131,105,110,99,120,155,113,937,448,1214,2589,2451,2478,2625,2051,1332,670,15871
POA2519,6,0,9,15,41,68,150,212,115,611,0,0,8,16,11,17,22,36,25,132,28,66,98,76,91,84,125,123,63,752,436,1375,2083,2108,2164,2113,1762,1274,476,13785
POA2525,0,0,11,18,10,28,87,120,65,330,0,0,0,6,0,11,13,10,9,54,20,20,30,23,32,48,68,83,98,428,350,772,1263,1625,1684,1343,1198,820,322,9384
POA2526,4,0,15,21,27,67,151,172,111,567,0,0,7,6,7,9,23,18,12,90,28,27,99,68,58,61,64,102,113,627,495,1004,2121,2081,2110,2159,1570,928,504,12973
POA2527,7,12,28,30,35,107,239,185,113,756,0,10,8,6,24,20,17,22,8,109,42,53,125,146,91,97,100,128,139,916,710,1644,3956,3322,3151,3016,2256,1142,526,19707
POA2528,14,14,37,46,70,194,396,354,159,1276,0,4,12,11,13,13,32,54,38,175,92,81,170,164,164,176,230,280,168,1532,705,1334,2604,2554,2878,3236,2953,2089,694,19048
POA2529,3,6,15,27,39,146,305,227,116,887,0,0,0,7,6,21,32,29,18,123,56,60,148,133,115,136,170,169,149,1143,885,1716,3221,3699,3945,3780,3102,1593,598,22538
POA2530,13,4,31,50,74,155,349,268,170,1118,4,0,9,5,21,19,34,36,16,137,92,73,171,167,151,144,141,204,111,1255,1011,2099,4329,4552,4320,4052,3453,2260,781,26857
POA2533,0,0,0,9,16,30,76,107,69,308,0,0,0,8,0,5,0,3,3,28,28,27,66,66,86,93,158,124,67,719,399,697,1484,1867,2053,2556,2711,1478,572,13817
POA2534,0,0,0,0,4,12,30,34,29,109,0,0,0,0,0,4,0,0,0,9,10,17,19,16,25,30,50,58,39,270,154,258,505,601,692,851,853,494,205,4612
POA2535,3,0,6,0,0,23,68,51,39,193,0,0,0,0,0,4,0,3,0,10,18,21,30,39,49,71,103,105,95,533,134,235,566,731,807,1301,1558,979,394,6690
POA2536,4,7,16,34,60,105,224,198,93,738,0,0,5,10,4,4,17,9,4,59,78,63,146,139,204,220,280,230,102,1457,446,702,1601,1728,2323,3104,3491,1946,677,16014
POA2537,5,0,5,17,18,53,135,96,56,399,3,0,0,0,0,6,8,6,0,33,52,50,75,102,127,190,199,112,57,973,268,434,992,1131,1553,2396,2470,1211,451,10895
POA2538,0,0,0,0,5,7,30,24,29,91,0,0,0,0,0,0,0,0,0,3,8,10,12,9,19,47,37,18,8,174,49,76,160,251,282,441,492,212,144,2101
POA2539,0,4,10,20,21,81,228,186,107,664,0,0,5,3,5,5,7,12,6,45,61,40,101,130,154,196,205,161,78,1123,385,652,1679,2004,2250,3356,3774,2027,631,16760
POA2540,20,16,41,41,86,279,632,495,276,1881,0,0,3,23,17,24,24,21,12,131,167,222,575,508,429,440,510,481,236,3576,1181,2234,4759,4852,5724,7272,7757,4480,1377,39641
POA2541,17,9,43,71,111,187,327,236,183,1178,4,6,3,9,13,17,21,27,18,108,147,110,336,261,277,211,209,211,99,1858,772,1524,3773,3192,3077,3362,3212,2027,932,21871
POA2545,0,0,0,0,6,6,21,8,0,34,0,0,0,0,0,0,0,0,0,3,0,7,7,14,15,22,22,7,0,98,19,42,79,103,143,223,249,90,12,953
POA2546,4,0,0,12,15,48,111,102,67,367,0,0,0,0,0,0,9,4,5,19,43,19,68,76,87,146,183,124,85,835,192,234,708,809,1029,1800,2310,1061,447,8576
POA2548,3,0,0,13,14,14,62,80,48,237,0,0,0,4,4,6,7,0,0,21,21,20,38,22,62,69,97,72,62,458,145,291,732,715,980,1376,1611,957,337,7144
POA2549,3,0,6,5,7,11,32,48,38,147,0,0,0,0,0,0,3,0,0,5,15,8,14,23,40,41,42,19,17,215,99,117,330,385,528,688,702,327,133,3306
POA2550,8,6,17,31,45,95,147,160,78,601,0,0,5,3,0,10,8,0,3,35,71,51,133,122,157,239,179,143,106,1210,414,681,1500,1715,2130,3128,2528,1165,390,13653
POA2551,4,0,5,15,11,32,60,55,18,190,0,0,0,0,0,0,3,0,5,14,19,13,32,32,32,48,54,45,40,312,87,129,288,314,443,599,700,343,140,3044
POA2555,0,0,0,0,0,3,16,4,0,23,0,0,0,0,0,0,0,3,0,12,3,0,0,3,0,0,5,5,0,24,8,0,17,26,20,15,29,14,6,132
POA2556,0,0,4,12,5,31,64,29,15,156,0,0,0,0,4,4,6,8,7,27,18,16,29,27,29,26,25,3,6,188,93,194,258,252,329,355,308,120,42,1955
POA2557,3,0,16,34,47,80,122,94,32,436,0,0,10,18,35,48,54,37,12,226,47,46,151,136,73,56,46,14,10,575,479,1136,4244,3436,2005,1470,927,385,105,14189
POA2558,0,0,9,25,41,75,106,60,21,334,0,0,10,6,16,26,20,11,8,98,28,35,73,86,69,49,40,18,9,411,301,763,1552,1599,1383,1503,921,296,76,8402
POA2559,0,4,8,10,16,33,28,12,0,103,0,0,4,9,9,9,15,0,3,46,38,27,55,74,43,35,22,6,0,323,120,184,437,472,282,235,157,54,11,1949
POA2560,25,28,122,189,260,477,685,448,189,2415,4,10,58,55,89,140,127,97,42,623,298,350,769,742,571,515,516,466,200,4425,2452,5506,11966,11518,9449,9040,7635,3669,973,62203
POA2563,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,6,10,6,0,5,0,0,29,12,20,33,41,32,38,20,17,7,212
POA2564,0,3,20,26,71,100,154,106,19,497,3,8,10,9,20,31,38,26,7,154,66,49,163,180,127,114,109,79,26,909,432,838,1807,2079,1721,1591,1177,607,126,10379
POA2565,3,3,21,48,65,169,184,116,66,683,4,5,17,29,33,62,60,43,24,269,82,108,252,255,151,152,120,90,26,1240,687,1870,5162,5621,3350,3135,2092,928,274,23125
POA2566,5,8,44,50,97,159,229,153,41,792,3,9,29,30,45,66,66,43,18,301,93,89,242,240,173,169,172,124,38,1339,811,1710,3702,4201,3329,3333,2393,834,202,20518
POA2567,6,3,33,44,63,166,247,150,59,769,0,0,17,26,25,27,23,26,12,151,55,73,177,182,139,118,97,59,29,920,1429,2722,4845,5989,6291,4282,2575,1069,242,29451
POA2568,0,0,0,0,0,5,5,14,0,29,0,0,0,0,0,0,0,0,0,0,7,7,8,5,8,13,13,48,77,179,31,68,77,105,122,131,162,206,121,1028
POA2569,0,0,0,0,3,9,14,5,0,35,0,0,0,0,0,0,0,0,0,0,4,0,4,10,8,6,12,7,0,59,52,87,122,165,187,196,184,55,18,1070
POA2570,15,8,40,60,100,214,344,283,177,1242,0,9,26,34,34,41,56,33,21,251,130,152,366,370,256,217,240,249,183,2154,1762,3508,10163,9717,7176,5475,4592,2357,951,45707
POA2571,0,3,5,8,19,55,65,41,9,202,0,0,0,0,0,3,3,4,0,17,54,37,100,92,98,83,56,35,11,563,452,729,1614,1801,1873,1650,1097,424,100,9748
POA2572,0,3,4,5,15,22,44,44,23,163,0,0,0,0,9,0,3,0,0,9,20,12,25,31,27,23,41,79,94,354,159,370,737,592,642,626,590,359,178,4250
POA2573,0,0,12,10,9,35,50,39,20,187,0,0,0,0,3,3,5,11,6,27,15,12,31,26,37,7,29,23,13,207,182,356,848,691,762,561,500,283,91,4262
POA2574,0,0,9,6,12,24,75,43,18,196,0,0,0,0,0,5,0,0,0,17,21,15,31,36,34,36,49,40,14,269,197,334,613,715,847,732,630,358,91,4520
POA2575,7,4,9,14,26,55,133,84,43,378,0,0,6,4,9,7,7,5,3,41,35,43,95,106,120,99,101,100,61,755,450,828,2114,2111,2353,2285,2083,1229,390,13846
POA2576,0,0,4,5,10,12,51,68,44,208,8,0,5,5,4,10,6,7,4,46,22,23,28,55,71,84,117,155,163,713,259,453,760,1192,1726,1862,2473,2105,859,11681
POA2577,4,0,6,15,27,65,106,77,43,346,0,3,3,0,3,5,5,0,0,30,40,53,79,97,131,158,179,160,99,990,406,724,1599,1668,2220,2542,2443,1368,369,13350
POA2578,0,3,0,5,0,8,17,9,4,42,0,0,4,3,0,0,0,0,5,10,4,0,8,4,12,19,30,32,37,144,65,76,163,223,299,460,648,374,129,2448
POA2579,0,0,3,8,15,23,42,27,13,134,0,0,0,0,3,0,4,3,0,15,21,11,52,42,31,53,54,46,16,328,108,163,473,514,569,709,661,375,67,3649
POA2580,11,7,43,63,73,157,345,303,167,1165,0,3,13,16,15,20,16,21,9,108,118,157,408,347,350,321,312,249,185,2438,872,1678,3973,3636,3976,4311,3796,2100,834,25168
POA2581,5,0,3,0,3,14,7,9,3,42,0,0,0,0,0,0,0,0,0,4,4,10,22,22,36,31,25,17,0,166,62,84,251,319,398,367,255,132,30,1901
POA2582,0,5,8,17,18,46,76,60,52,289,0,0,7,4,7,4,11,9,3,37,26,41,59,72,98,100,95,83,53,628,347,613,1305,1719,2127,1792,1498,745,305,10461
POA2583,0,0,4,6,16,35,75,59,35,233,0,0,0,0,0,4,5,0,3,16,14,5,24,34,28,72,80,44,27,327,106,190,382,397,528,861,728,408,166,3767
POA2584,0,0,0,0,0,5,11,3,4,22,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,5,10,5,0,43,11,17,44,73,68,90,66,39,11,425
POA2585,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,6,6,3,4,7,0,0,32,7,11,27,21,28,28,39,16,5,193
POA2586,0,0,3,3,8,14,31,28,11,103,0,0,0,0,0,0,4,3,0,6,8,10,39,36,47,74,56,37,18,325,48,120,275,259,383,463,429,250,81,2303
POA2587,0,0,6,6,7,22,46,40,16,143,0,0,0,0,0,0,3,4,3,7,7,11,17,14,36,41,52,33,12,227,68,104,273,266,347,444,475,279,72,2345
POA2588,0,0,0,0,0,4,9,10,0,21,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,4,4,3,21,12,4,20,26,35,61,56,27,7,238
POA2590,4,0,6,9,21,50,135,90,61,361,0,0,0,0,9,0,10,7,0,27,21,25,50,50,60,68,91,93,32,487,160,299,582,638,791,1073,1194,769,275,5781
POA2594,0,0,22,25,40,70,136,124,91,512,0,0,3,7,6,13,12,8,3,52,37,36,104,90,101,122,122,97,46,746,371,583,1298,1333,1400,1578,1470,871,357,9268
POA2619,0,0,0,3,7,22,41,23,12,109,0,0,0,0,0,3,0,0,0,4,6,12,36,41,30,27,10,16,0,175,262,563,933,1378,1743,1244,590,235,55,6998
POA2620,18,6,60,47,91,172,307,323,143,1165,0,5,16,22,11,19,32,47,38,196,111,140,513,389,320,371,261,143,77,2326,965,2586,7735,6683,6192,5504,3700,1710,596,35670
POA2621,0,0,0,0,7,15,24,23,6,82,0,0,0,0,0,0,0,0,0,5,20,8,28,36,39,36,42,16,4,237,157,293,705,940,1076,909,599,261,57,4998
POA2622,3,0,0,7,4,10,24,35,9,100,0,0,0,0,0,0,3,4,3,7,13,8,36,40,54,57,59,42,7,320,67,117,350,432,617,729,609,364,85,3373
POA2623,0,0,3,0,7,7,6,0,0,20,0,0,0,0,0,0,4,0,0,3,0,7,4,10,5,4,8,0,3,37,7,26,87,78,86,89,65,18,7,472
