POA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
POA2162,0,13,..,221,20,241,4,244,..,68,8,80,0,80,..,11,0,13,0,13,..,25,8,30,0,30,..,54,34,83,0,83,..,19,8,28,0,28,..,9,0,11,0,11,..,13,3,23,0,23,..,20,3,29,0,29,..,5,3,8,0,8,..,10,0,14,0,14,..,39,0,43,0,43,..,14,0,16,0,19,..,18,0,18,0,18,..,34,5,41,0,41,..,36,0,36,0,36,..,18,6,21,0,21,..,111,10,123,0,123,..,41,7,42,0,42,..,19,0,19,0,19,..,16,0,22,0,22,..,85,26,116,0,116,..,854,551,1406,7,1419,..,397,136,538,9,549,..,4760,1736,6495,49,6545,..,46,15,66,850,910,2722,4809,1754,6559,894,10177,5537,..,..,..,..,5537,..,0,0,0,0,0,..,4086,752,4835,42,4878,..,0,0,0,0,0,..,555,352,908,4,912,..,466,471,942,5,945
POA2163,0,3,..,99,6,115,0,115,..,19,0,22,0,22,..,0,0,0,0,0,..,24,16,43,0,43,..,8,0,11,0,11,..,6,4,4,0,4,..,0,0,4,0,4,..,9,13,24,0,24,..,16,6,19,0,19,..,6,0,8,0,8,..,4,5,10,0,10,..,35,0,39,0,39,..,20,3,18,0,18,..,22,0,22,0,22,..,25,6,33,0,33,..,32,0,34,0,34,..,8,4,10,0,10,..,92,6,97,0,99,..,55,13,66,0,72,..,3,0,3,0,3,..,26,8,30,0,30,..,29,10,38,0,38,..,501,441,942,5,942,..,250,87,339,7,345,..,2255,1010,3262,21,3287,..,34,13,45,504,549,1159,2283,1020,3305,529,4995,2457,..,..,..,..,2457,..,3,0,3,0,3,..,1713,356,2069,20,2085,..,0,0,0,0,0,..,175,149,324,4,331,..,188,162,346,0,351
POA2164,0,8,..,120,15,133,0,133,..,269,74,344,0,344,..,3,0,3,0,3,..,85,59,144,0,144,..,3,0,7,0,7,..,61,23,82,7,87,..,3,0,4,0,4,..,20,3,26,0,26,..,20,0,21,0,21,..,17,8,17,0,17,..,10,4,10,0,10,..,70,4,73,0,78,..,63,21,83,0,83,..,28,0,29,0,29,..,26,8,29,0,36,..,57,0,57,0,57,..,10,7,15,0,15,..,119,8,132,0,135,..,321,73,397,0,397,..,6,0,6,0,6,..,29,4,33,0,33,..,85,26,112,0,112,..,479,340,829,9,830,..,1356,712,2074,16,2086,..,4655,2004,6659,38,6700,..,140,89,229,430,659,3426,4800,2091,6894,464,10786,6992,..,..,..,..,6992,..,0,0,0,0,0,..,2332,865,3196,20,3216,..,0,0,0,0,0,..,159,83,245,0,245,..,136,92,225,0,223
POA2165,0,22,..,217,19,237,0,237,..,176,70,250,9,255,..,3,0,3,0,3,..,318,250,571,4,578,..,7,7,16,0,16,..,53,21,75,0,75,..,0,0,0,0,0,..,54,28,84,0,84,..,44,6,48,0,48,..,18,0,18,0,18,..,20,4,27,0,27,..,123,4,129,0,131,..,240,74,316,0,316,..,73,9,77,0,79,..,37,5,50,0,50,..,168,6,178,0,178,..,32,6,37,0,37,..,319,21,340,0,345,..,416,160,573,0,574,..,13,0,15,0,15,..,56,32,86,0,86,..,93,29,122,0,120,..,2167,1552,3718,15,3739,..,3189,2244,5432,46,5476,..,10501,6427,16923,117,17046,..,255,217,472,1415,1883,3887,10757,6645,17396,1534,22820,8379,..,..,..,..,8379,..,0,0,0,0,0,..,4176,2386,6565,50,6613,..,0,0,0,0,0,..,687,453,1141,10,1149,..,526,470,998,8,1005
POA2166,0,9,..,99,9,108,3,115,..,127,76,202,0,200,..,9,0,13,0,13,..,826,839,1670,17,1684,..,22,7,29,0,29,..,43,19,61,0,61,..,3,0,3,0,3,..,18,4,23,0,23,..,49,10,56,0,56,..,11,3,15,0,15,..,31,26,60,0,60,..,259,28,286,11,294,..,239,107,338,0,344,..,58,0,60,0,60,..,34,14,44,0,44,..,122,3,125,0,123,..,18,9,21,0,21,..,227,23,249,0,249,..,205,80,285,0,285,..,9,4,11,0,14,..,215,155,363,5,371,..,26,24,55,0,57,..,6084,5677,11759,73,11832,..,773,384,1160,20,1178,..,11901,9545,21448,153,21598,..,123,111,238,1665,1896,3972,12026,9653,21683,1815,27474,8895,..,..,..,..,8895,..,0,0,0,0,0,..,1106,372,1483,15,1489,..,9,0,8,0,8,..,2316,1790,4102,18,4124,..,942,1105,2053,17,2073
POA2167,0,114,..,1015,92,1112,9,1122,..,18,0,17,4,24,..,10,0,6,0,6,..,12,5,18,0,18,..,10,3,12,0,12,..,10,0,13,0,13,..,124,4,130,0,130,..,5,0,3,0,3,..,22,3,32,0,30,..,14,0,16,0,16,..,18,4,28,0,27,..,71,15,87,0,89,..,12,3,16,0,16,..,47,0,47,0,47,..,57,4,60,0,60,..,123,5,125,0,124,..,17,0,17,0,17,..,240,12,257,0,257,..,61,9,75,0,78,..,66,7,74,0,74,..,28,3,37,0,37,..,15,3,15,0,19,..,54,28,81,0,82,..,245,26,266,7,279,..,2474,353,2827,41,2870,..,70,6,76,341,419,2099,2546,354,2903,389,5389,4260,..,..,..,..,4260,..,5,0,8,0,8,..,351,42,389,7,395,..,0,0,0,0,0,..,110,56,169,3,170,..,239,103,344,4,344
POA2168,0,87,..,1081,88,1172,8,1183,..,222,28,251,0,255,..,3,0,7,0,7,..,304,224,528,8,531,..,8,8,11,0,11,..,110,32,141,0,141,..,10,0,10,0,10,..,31,10,42,0,42,..,43,9,53,0,53,..,52,15,64,0,64,..,11,3,19,0,19,..,401,33,431,9,439,..,307,88,394,3,397,..,108,0,112,0,112,..,47,8,49,0,49,..,205,9,212,0,215,..,36,7,51,0,51,..,401,24,428,0,428,..,552,143,699,3,702,..,19,0,18,0,18,..,57,27,79,0,79,..,75,28,103,0,103,..,1565,1122,2689,11,2701,..,1502,509,2017,15,2028,..,10076,3473,13554,86,13638,..,228,89,314,1430,1742,7422,10305,3561,13870,1515,22803,15065,..,..,..,..,15065,..,9,0,9,0,9,..,5603,1526,7125,55,7183,..,14,0,14,0,14,..,363,167,529,3,534,..,229,135,362,0,362
POA2170,0,346,..,4106,369,4470,36,4512,..,647,177,827,0,824,..,32,0,28,0,28,..,298,177,477,0,478,..,65,17,82,0,82,..,541,102,641,5,648,..,266,14,281,5,283,..,108,47,152,4,153,..,228,49,268,0,268,..,125,24,150,0,147,..,95,24,118,0,118,..,554,44,595,12,601,..,1386,494,1877,4,1878,..,335,10,348,8,351,..,251,36,287,3,291,..,603,28,634,0,634,..,101,14,112,0,112,..,1295,83,1378,12,1391,..,843,223,1066,7,1073,..,245,22,268,0,270,..,145,53,196,0,195,..,440,123,561,4,566,..,2331,1386,3719,27,3742,..,2556,672,3228,51,3276,..,25313,7214,32529,236,32761,..,391,117,507,3859,4358,20630,25703,7334,33033,4090,57754,42010,..,..,..,..,42010,..,37,0,35,0,35,..,13356,4191,17547,140,17684,..,38,3,37,0,37,..,979,479,1460,5,1461,..,1062,564,1627,14,1635
POA2171,0,52,..,1145,60,1211,9,1218,..,396,45,441,3,441,..,11,0,7,0,7,..,266,100,361,4,371,..,8,8,10,0,10,..,159,18,182,0,182,..,80,4,81,0,84,..,53,6,60,0,55,..,57,5,57,0,57,..,42,4,43,0,43,..,11,0,6,0,6,..,146,14,163,0,163,..,480,60,537,5,546,..,114,0,117,0,117,..,37,3,41,0,45,..,279,9,289,3,287,..,39,3,41,0,41,..,469,14,482,0,484,..,527,73,596,0,600,..,21,4,28,0,28,..,60,12,74,0,78,..,105,18,120,0,118,..,652,289,942,0,942,..,2262,462,2728,19,2746,..,9163,1691,10855,59,10915,..,218,54,265,656,925,7696,9379,1739,11122,723,19537,15899,..,..,..,..,15899,..,13,0,13,0,13,..,2984,500,3482,20,3500,..,10,0,10,0,9,..,258,90,349,4,353,..,286,131,414,0,420
POA2172,0,3,..,82,10,89,0,89,..,9,3,12,0,12,..,7,0,7,0,7,..,0,0,4,0,4,..,5,0,5,0,5,..,12,0,12,0,12,..,13,0,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,13,0,13,..,12,0,10,0,10,..,5,0,5,0,5,..,7,0,7,0,7,..,3,0,3,0,3,..,19,0,24,0,24,..,20,0,25,0,26,..,22,0,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,20,0,20,..,35,4,43,0,43,..,403,40,438,0,440,..,0,0,0,26,26,960,401,40,443,28,1427,1974,..,..,..,..,1974,..,3,0,3,0,3,..,89,7,98,0,98,..,0,0,0,0,0,..,14,3,16,0,16,..,35,13,49,0,51
POA2173,0,80,..,476,38,510,8,516,..,47,4,51,0,47,..,13,3,19,0,19,..,3,0,6,0,6,..,18,4,17,0,17,..,49,8,53,0,53,..,117,7,117,0,121,..,3,0,6,0,6,..,19,0,17,0,17,..,41,7,49,0,49,..,34,0,41,0,41,..,22,0,22,0,22,..,13,0,13,0,13,..,45,0,45,0,45,..,77,16,91,0,94,..,111,5,114,0,114,..,13,0,13,0,13,..,248,23,270,0,266,..,79,10,92,0,92,..,92,6,98,0,101,..,23,0,23,0,23,..,5,0,9,0,9,..,75,20,93,5,97,..,222,10,229,6,232,..,2282,252,2537,16,2554,..,24,0,29,178,208,4317,2309,254,2565,197,7082,9065,..,..,..,..,9065,..,23,0,23,0,23,..,662,67,725,0,731,..,0,0,0,0,0,..,144,42,179,0,182,..,256,76,332,0,336
POA2174,0,95,..,1254,89,1348,6,1346,..,34,7,41,0,43,..,3,0,7,0,7,..,45,26,70,0,70,..,11,6,19,0,19,..,59,6,68,0,65,..,106,9,118,0,114,..,9,3,8,0,8,..,6,0,6,0,6,..,14,0,14,0,10,..,8,0,11,0,11,..,63,10,76,0,75,..,94,15,109,0,109,..,49,0,46,0,46,..,55,6,64,0,64,..,82,4,86,0,89,..,14,0,13,0,13,..,202,16,211,0,212,..,71,3,71,0,71,..,68,3,69,0,69,..,17,5,21,0,21,..,50,13,66,0,67,..,117,48,160,6,166,..,435,59,495,8,500,..,3293,467,3763,25,3790,..,73,7,79,296,376,1904,3370,477,3844,322,6073,3881,..,..,..,..,3881,..,5,0,5,0,5,..,667,105,769,11,779,..,4,0,4,0,4,..,129,41,174,4,175,..,205,108,314,5,320
POA2175,0,0,..,9,0,9,0,9,..,86,12,102,3,100,..,0,0,0,0,0,..,5,9,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,3,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,116,12,127,0,127,..,292,44,332,4,339,..,6,0,6,53,59,490,296,44,336,57,886,978,..,..,..,..,978,..,0,0,0,0,0,..,72,9,79,0,79,..,0,0,0,0,0,..,10,5,8,0,8,..,4,0,12,4,9
POA2176,0,10,..,177,13,190,0,195,..,778,165,944,7,946,..,8,4,14,0,14,..,399,251,642,3,649,..,10,3,13,0,13,..,184,55,243,0,243,..,11,3,16,0,16,..,32,11,46,0,46,..,51,10,58,3,62,..,9,0,15,0,15,..,40,12,47,0,47,..,118,8,128,0,128,..,271,61,333,3,336,..,107,0,106,0,106,..,22,4,24,0,30,..,214,6,220,3,221,..,29,0,28,0,28,..,362,15,380,0,382,..,715,168,891,4,895,..,3,0,3,0,3,..,65,23,85,0,86,..,126,35,161,4,166,..,1710,1124,2833,13,2843,..,4244,1641,5882,40,5926,..,12284,4917,17203,101,17296,..,299,168,464,997,1459,6719,12583,5084,17666,1098,25480,13926,..,..,..,..,13926,..,0,0,0,0,0,..,2956,1069,4028,29,4055,..,4,0,4,0,4,..,669,390,1058,3,1058,..,461,254,707,0,713
POA2177,0,11,..,162,14,173,0,173,..,110,16,127,0,133,..,5,0,5,0,5,..,218,210,430,3,437,..,4,3,3,0,3,..,34,7,45,0,45,..,6,0,6,0,6,..,9,4,17,0,20,..,14,0,22,0,22,..,22,4,26,0,26,..,4,0,4,0,4,..,83,3,82,0,82,..,276,75,353,0,353,..,18,0,24,0,24,..,10,7,19,0,19,..,49,0,49,0,49,..,20,0,22,0,22,..,99,11,112,0,109,..,184,47,223,0,228,..,9,0,9,0,9,..,39,20,58,0,58,..,26,13,42,0,42,..,1189,935,2129,11,2143,..,800,321,1119,9,1129,..,4094,2109,6200,44,6249,..,90,54,145,370,515,2028,4182,2162,6344,411,8785,4234,..,..,..,..,4234,..,0,0,0,0,0,..,864,238,1106,4,1110,..,0,0,0,0,0,..,275,203,480,12,490,..,185,136,324,0,329
POA2178,0,7,..,33,3,32,0,32,..,140,23,160,0,160,..,0,0,0,0,0,..,7,10,9,0,9,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,28,0,30,0,31,..,3,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,14,0,14,..,19,0,22,0,22,..,0,0,0,0,0,..,3,0,4,0,4,..,15,0,15,0,15,..,21,12,30,0,30,..,163,25,183,3,190,..,648,126,776,3,779,..,12,5,16,111,123,1103,664,129,792,113,2010,2286,..,..,..,..,2286,..,0,0,0,0,0,..,238,29,269,0,269,..,0,0,0,0,0,..,45,48,92,0,92,..,28,12,36,0,36
POA2179,0,57,..,1096,89,1181,11,1191,..,183,30,219,0,219,..,4,0,4,0,4,..,33,20,52,0,52,..,11,4,14,0,14,..,45,7,52,0,52,..,61,7,62,0,65,..,19,0,17,0,17,..,13,0,17,0,17,..,5,0,13,0,13,..,14,0,14,0,14,..,73,10,80,0,83,..,86,15,106,0,104,..,78,0,80,0,82,..,51,7,59,0,55,..,99,6,106,0,103,..,13,0,13,0,13,..,243,15,251,6,259,..,130,18,151,3,150,..,62,0,67,0,64,..,18,3,25,0,20,..,43,7,53,0,53,..,140,53,187,4,188,..,562,92,656,15,667,..,3562,546,4109,45,4151,..,80,15,99,361,454,3502,3643,564,4210,401,8115,7127,..,..,..,..,7127,..,5,0,5,0,5,..,918,154,1067,11,1079,..,3,0,3,0,3,..,119,97,218,0,218,..,131,46,178,6,178
POA2190,0,7,..,868,79,946,4,956,..,201,43,245,0,245,..,5,0,8,0,8,..,6,0,6,0,6,..,150,128,275,0,275,..,13,3,16,0,16,..,8,0,8,0,8,..,12,0,12,0,12,..,28,7,31,0,31,..,32,9,39,0,39,..,9,3,12,0,12,..,22,0,22,0,22,..,8,5,12,0,12,..,25,0,25,0,25,..,110,21,127,0,134,..,65,0,66,0,66,..,34,13,43,0,48,..,242,29,268,0,266,..,72,15,86,0,86,..,52,8,61,0,61,..,11,5,18,0,18,..,37,11,44,0,44,..,238,168,409,0,413,..,269,45,311,13,320,..,7460,1620,9077,62,9135,..,93,18,107,962,1070,3638,7548,1631,9178,1025,13843,7352,..,..,..,..,7352,..,0,0,0,0,0,..,9300,1417,10722,65,10791,..,5,0,5,0,5,..,252,159,407,4,413,..,229,168,398,0,396
POA2191,0,0,..,79,0,82,0,85,..,140,15,161,4,164,..,5,0,5,0,5,..,4,0,4,0,4,..,81,60,135,0,135,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,27,6,31,0,32,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,13,0,14,0,14,..,37,0,37,0,37,..,0,0,0,0,0,..,67,0,66,0,66,..,35,3,37,0,37,..,6,0,6,0,6,..,9,4,12,0,12,..,3,6,13,0,13,..,34,18,48,0,48,..,78,11,91,0,96,..,1401,400,1805,10,1816,..,18,3,24,136,157,1366,1423,409,1830,140,3337,2803,..,..,..,..,2803,..,0,0,0,0,0,..,889,116,1003,4,1012,..,0,0,0,0,0,..,199,88,286,0,286,..,207,174,390,0,390
POA2192,0,0,..,358,23,381,9,392,..,86,22,109,0,110,..,23,0,23,0,23,..,0,0,0,0,0,..,113,92,202,0,204,..,30,3,37,0,37,..,18,0,18,0,18,..,10,0,10,0,10,..,8,0,6,0,6,..,71,24,96,0,102,..,16,0,10,0,10,..,15,9,18,0,18,..,7,3,11,0,11,..,49,0,52,0,56,..,72,12,87,0,87,..,88,4,91,0,90,..,6,0,9,0,9,..,215,19,232,3,238,..,82,15,98,0,98,..,3,0,3,0,3,..,42,10,51,0,51,..,21,7,33,0,33,..,194,140,339,4,343,..,244,32,274,8,282,..,3196,1062,4261,37,4300,..,47,18,67,569,632,1900,3242,1090,4329,605,6837,3982,..,..,..,..,3982,..,5,0,5,0,5,..,1384,212,1599,19,1614,..,13,0,13,0,13,..,273,185,456,0,461,..,326,352,683,11,692
POA2193,0,15,..,253,22,271,0,275,..,259,52,316,0,312,..,34,4,30,0,30,..,0,4,3,0,3,..,49,30,74,0,74,..,19,0,19,0,19,..,5,0,7,0,7,..,15,0,16,0,16,..,27,0,31,0,31,..,179,66,245,0,245,..,15,8,22,0,22,..,6,0,6,0,6,..,32,3,36,0,36,..,57,3,55,0,55,..,77,5,85,0,85,..,104,0,102,3,104,..,16,0,19,0,19,..,256,14,270,3,272,..,174,21,195,0,193,..,25,0,24,0,24,..,85,22,103,0,104,..,20,9,30,0,30,..,264,93,355,0,355,..,286,64,348,3,354,..,3434,927,4361,25,4385,..,52,18,72,343,408,4225,3489,949,4433,364,9027,8577,..,..,..,..,8577,..,4,0,6,0,9,..,703,108,819,8,823,..,8,0,8,0,8,..,335,129,459,0,463,..,713,364,1080,6,1088
POA2194,0,13,..,1383,115,1499,19,1515,..,100,22,117,0,116,..,41,3,49,0,49,..,5,0,7,0,7,..,216,214,435,8,440,..,14,0,14,0,14,..,12,0,16,0,16,..,17,7,15,0,15,..,8,0,8,0,5,..,84,35,116,4,125,..,16,3,19,0,19,..,16,0,16,0,13,..,19,0,16,0,16,..,97,0,98,0,99,..,264,47,307,7,315,..,272,9,285,5,289,..,27,0,37,0,37,..,664,63,724,10,735,..,108,18,130,0,130,..,11,0,13,0,13,..,106,40,152,4,152,..,31,11,40,0,40,..,344,204,544,8,556,..,251,55,301,16,315,..,6011,3050,9060,97,9162,..,106,35,136,941,1079,2389,6121,3085,9198,1034,12625,5218,..,..,..,..,5218,..,0,0,0,0,0,..,1067,246,1314,10,1322,..,14,0,14,0,14,..,1176,1066,2244,11,2255,..,2254,3310,5560,67,5629
POA2195,0,25,..,3133,581,3711,42,3748,..,46,12,60,0,62,..,7,0,7,0,7,..,4,0,4,0,4,..,43,36,82,0,78,..,15,3,14,0,14,..,7,0,8,0,8,..,3,0,5,0,5,..,8,0,9,0,9,..,56,20,75,0,75,..,11,0,11,0,11,..,10,0,10,0,10,..,10,0,10,0,10,..,39,0,40,0,43,..,317,110,421,5,432,..,105,8,109,0,110,..,70,21,92,0,92,..,530,137,665,9,673,..,52,6,63,0,63,..,59,15,73,0,73,..,37,8,50,0,50,..,22,10,27,0,27,..,335,248,581,5,581,..,552,232,787,20,813,..,6780,2094,8874,106,8982,..,191,64,255,1043,1304,2144,6972,2164,9130,1152,12421,4611,..,..,..,..,4611,..,6,0,6,0,6,..,2597,670,3265,39,3309,..,10,0,9,0,9,..,379,310,685,4,695,..,208,211,424,6,429
POA2196,0,17,..,975,109,1084,11,1096,..,179,26,210,0,210,..,7,0,12,0,12,..,8,0,3,0,3,..,31,40,69,0,69,..,68,9,78,0,76,..,3,0,7,0,7,..,11,0,14,0,14,..,13,5,15,0,15,..,153,40,192,0,195,..,23,0,23,0,23,..,67,4,79,0,79,..,20,0,20,0,20,..,60,0,57,0,57,..,254,55,308,3,312,..,120,10,125,0,125,..,47,17,63,0,62,..,474,76,554,3,557,..,147,23,173,3,174,..,20,0,19,0,19,..,48,9,65,0,60,..,53,8,62,0,62,..,536,394,932,0,936,..,364,86,452,16,468,..,8512,2373,10884,78,10957,..,104,30,133,985,1118,4518,8618,2403,11023,1060,16594,9235,..,..,..,..,9235,..,9,0,9,0,9,..,7699,1522,9232,61,9291,..,0,0,0,0,0,..,604,396,999,3,1003,..,518,425,941,12,954
POA2197,0,4,..,47,0,54,0,57,..,66,9,74,0,74,..,4,0,4,0,4,..,4,0,0,0,0,..,11,10,16,0,16,..,52,9,61,0,61,..,0,0,0,0,0,..,4,5,11,0,11,..,6,5,6,0,6,..,9,0,9,0,9,..,0,0,4,0,4,..,17,0,17,0,17,..,9,0,9,0,9,..,5,0,5,0,5,..,22,3,18,0,18,..,21,0,20,0,20,..,8,0,8,0,8,..,50,0,56,0,56,..,19,3,23,0,23,..,4,0,4,0,4,..,11,0,12,0,12,..,13,6,19,0,18,..,314,225,542,8,549,..,173,38,210,4,211,..,2376,603,2978,31,3005,..,30,7,38,413,446,1658,2404,609,3009,439,5112,3396,..,..,..,..,3396,..,0,0,0,0,0,..,2661,395,3059,27,3084,..,0,0,0,0,0,..,117,48,163,0,163,..,52,39,87,0,87
