POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA2131,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,6,10,25,28,28,36,25,158,0,12,13,28,27,28,36,25,166,1360,2489,1668,1197,1064,801,478,246,9297,67,128,66,41,56,44,25,12,443,1425,2631,1746,1264,1142,864,544,291,9905,4,4,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,5,0,0,5,3,0,3,3,3,22,3,3,5,3,0,3,3,3,30,1224,2515,1726,1257,1177,911,658,487,9959,57,118,58,39,52,38,38,33,423,1286,2639,1785,1297,1233,951,693,521,10410,4,5,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,3,3,9,16,25,29,27,37,32,178,5,16,15,25,27,27,37,32,196,2580,5007,3393,2453,2242,1706,1140,732,19257,123,243,120,82,107,80,62,49,863,2711,5272,3531,2561,2378,1816,1237,816,20315
POA2132,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,6,7,8,16,15,18,8,80,4,9,13,9,11,15,18,8,87,583,674,628,716,617,412,265,123,4024,17,22,27,22,27,20,30,38,204,606,707,670,750,658,451,314,169,4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,3,0,0,0,4,0,0,11,640,700,697,711,674,526,352,213,4512,17,14,22,13,16,24,42,76,220,652,715,718,729,692,554,395,286,4743,6,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,0,7,11,8,14,23,18,8,89,7,10,12,9,12,23,18,8,101,1226,1375,1331,1428,1290,937,618,332,8539,30,41,50,36,48,40,74,111,423,1264,1422,1388,1475,1351,1006,703,453,9063
POA2133,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,3,0,9,13,19,13,8,67,0,8,7,9,13,19,13,8,80,647,600,655,704,633,462,252,83,4043,17,38,29,35,24,12,12,0,169,664,644,691,745,668,501,280,94,4290,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,4,5,0,0,0,10,595,624,729,881,701,583,292,140,4540,24,25,35,30,22,8,19,17,177,616,656,762,909,723,593,313,157,4730,0,3,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,6,5,9,18,19,15,6,72,0,12,11,9,18,19,15,6,88,1241,1223,1384,1581,1330,1049,549,225,8579,39,66,64,64,40,29,30,17,345,1284,1297,1454,1660,1393,1095,587,245,9014
POA2134,6,8,0,0,4,0,0,0,24,0,6,3,0,0,0,0,0,9,3,8,5,4,11,14,14,6,68,14,19,7,7,17,14,14,6,100,1521,2388,1106,705,752,518,263,144,7399,121,218,78,50,33,26,22,31,579,1649,2624,1192,771,801,553,304,185,8079,5,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,6,5,0,0,3,0,0,0,19,1593,2317,1057,921,822,593,341,193,7839,101,171,62,62,51,33,37,54,561,1698,2494,1124,992,868,627,375,247,8421,12,8,0,6,4,0,0,0,27,0,6,3,0,0,0,0,0,9,3,10,6,12,15,19,14,6,82,11,27,12,14,20,19,14,6,116,3114,4710,2162,1631,1568,1111,602,343,15235,217,387,141,115,81,61,58,86,1140,3343,5119,2314,1758,1664,1184,678,428,16497
POA2135,4,9,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,8,4,7,11,11,17,20,30,24,116,6,15,15,9,22,20,30,24,134,2616,2966,1366,1113,1258,869,518,232,10942,207,251,81,47,38,29,18,12,687,2827,3239,1464,1172,1311,923,560,267,11765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,12,4,3,0,0,0,0,0,7,15,2156,2445,1343,1331,1352,962,639,407,10631,137,180,75,49,44,35,32,30,578,2289,2627,1414,1382,1396,998,675,440,11230,4,8,0,0,0,0,0,0,18,0,3,0,0,5,0,0,0,10,9,11,11,11,17,22,29,28,131,8,21,15,13,26,22,29,28,155,4765,5411,2704,2448,2610,1831,1165,637,21574,346,426,158,102,76,63,49,41,1261,5119,5863,2881,2554,2711,1922,1243,704,22989
POA2136,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,9,6,36,3,0,5,4,6,5,9,6,38,445,551,526,474,462,268,170,64,2959,10,27,39,20,18,7,23,14,148,460,580,563,498,484,286,198,82,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,514,519,505,471,361,224,98,3140,22,33,27,22,22,16,29,18,189,462,551,550,531,488,378,252,117,3331,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,6,11,9,6,38,3,0,5,4,6,11,9,6,43,892,1066,1045,979,934,635,396,162,6097,30,63,67,40,33,22,47,34,338,921,1130,1113,1029,973,660,448,202,6476
POA2137,74,47,34,11,3,0,0,0,170,4,6,0,3,0,0,0,0,13,3,8,19,35,30,57,66,43,262,78,62,58,46,34,57,66,43,446,1414,1650,1750,1678,1559,1229,692,246,10219,94,112,70,52,44,40,26,18,453,1585,1827,1881,1784,1636,1320,780,301,11117,13,5,5,3,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,7,5,3,5,3,3,5,34,13,15,11,5,9,3,3,5,65,1442,1807,1902,1988,1816,1457,883,378,11665,48,84,77,63,47,39,33,29,422,1510,1907,1991,2055,1869,1504,918,414,12155,85,59,40,9,4,0,0,0,202,4,3,0,3,5,0,0,0,20,3,13,29,36,34,59,63,47,294,94,76,70,53,45,59,63,47,512,2856,3455,3656,3667,3371,2679,1576,618,21879,141,196,143,120,92,82,59,45,878,3093,3730,3868,3835,3507,2822,1696,715,23270
POA2138,6,22,5,3,0,0,0,0,36,0,0,0,3,0,0,0,0,9,0,5,14,18,16,27,14,4,96,0,27,12,25,19,27,14,4,140,974,2358,1734,898,719,546,259,60,7551,66,138,81,45,39,36,27,8,444,1041,2525,1836,966,783,610,301,79,8135,0,7,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,3,0,4,0,3,0,0,0,0,14,5,12,6,3,0,0,0,0,24,1049,2647,1644,967,924,643,280,96,8253,51,135,71,30,34,34,17,29,406,1105,2785,1719,1006,963,680,299,125,8685,0,22,4,3,0,0,0,0,43,4,0,0,3,0,0,0,0,13,0,7,10,20,17,29,14,4,106,7,36,21,27,20,29,14,4,162,2021,5006,3378,1862,1644,1191,538,161,15802,120,273,152,81,78,72,46,33,851,2142,5312,3550,1972,1746,1290,601,202,16820
POA2140,83,47,7,4,0,0,0,0,140,3,4,0,0,0,0,0,0,9,0,8,5,6,3,4,10,4,42,87,60,12,12,7,4,10,4,196,1291,3362,1906,730,598,357,142,50,8442,149,289,133,43,42,17,10,3,688,1528,3717,2049,780,645,384,158,53,9316,30,20,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,17,4,0,0,0,0,0,53,1126,2973,1557,779,688,397,180,65,7763,103,190,118,39,35,13,11,3,513,1260,3183,1680,823,728,412,190,68,8337,112,61,5,0,3,0,0,0,191,0,4,3,0,0,0,0,0,14,0,12,4,8,3,4,10,4,49,115,80,13,11,11,4,10,4,247,2418,6336,3461,1512,1293,756,319,115,16204,252,486,252,77,77,35,20,8,1196,2784,6897,3732,1606,1370,797,348,123,17653
POA2141,7,7,3,0,0,0,0,0,20,4,8,0,0,0,0,0,0,10,5,10,11,11,16,23,15,12,95,14,26,13,9,15,23,15,12,127,2037,3782,2332,1666,1724,1072,482,145,13237,142,338,184,146,100,52,43,42,1053,2190,4142,2534,1827,1840,1147,539,198,14417,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,6,0,3,0,4,0,0,15,1871,3275,2044,1770,1834,1165,517,227,12695,120,210,122,81,82,36,18,16,693,1991,3494,2166,1851,1917,1206,533,238,13402,7,10,3,0,0,0,0,0,22,4,8,0,0,0,0,0,0,10,0,11,8,12,12,25,16,12,109,14,30,18,13,18,25,16,12,141,3907,7053,4373,3432,3555,2237,994,370,25933,260,550,309,228,186,89,59,61,1745,4178,7637,4704,3680,3755,2354,1075,439,27822
POA2142,0,4,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,8,0,13,13,10,12,22,13,10,88,4,14,14,10,11,22,13,10,96,2039,3124,2101,1299,1071,762,340,107,10843,234,367,237,139,120,68,31,9,1205,2278,3501,2357,1453,1204,850,384,119,12145,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,4,0,0,0,0,12,1633,2780,1793,1245,1091,776,348,125,9788,173,266,172,122,92,60,29,9,923,1810,3051,1966,1367,1185,838,379,133,10727,0,4,4,0,0,0,0,0,7,4,4,0,0,0,0,0,0,7,0,13,12,13,16,22,13,10,91,3,22,17,11,18,22,13,10,116,3675,5906,3892,2548,2158,1539,686,228,20626,410,629,410,260,212,128,64,14,2132,4087,6558,4324,2819,2386,1687,760,252,22873
POA2143,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,5,5,16,14,7,54,0,6,10,9,5,16,14,7,61,629,824,606,520,574,360,155,42,3700,39,55,42,34,29,21,9,3,231,665,888,651,558,602,394,173,54,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,10,644,678,586,541,580,392,158,85,3675,46,51,48,27,23,19,8,9,218,689,722,632,571,613,415,168,99,3904,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,9,8,16,15,7,57,4,6,8,9,7,16,15,7,66,1272,1505,1193,1065,1155,755,313,129,7378,85,108,86,58,50,38,13,5,444,1357,1612,1286,1130,1218,807,340,148,7894
POA2144,5,0,4,6,0,0,0,0,12,0,3,0,4,0,0,0,0,11,5,0,10,5,10,13,14,6,62,5,11,15,10,8,13,14,6,80,3270,4715,2774,1968,1732,1011,509,162,16142,340,531,305,207,158,103,63,46,1747,3615,5256,3086,2185,1900,1128,586,215,17973,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,11,0,4,3,3,0,0,5,5,19,2614,3425,2044,1663,1608,1054,545,247,13204,256,329,186,155,147,101,53,50,1279,2867,3760,2234,1820,1753,1158,596,298,14492,5,5,7,6,0,0,0,0,12,0,3,0,4,0,0,0,0,13,0,5,10,3,11,13,16,12,70,6,10,17,9,11,13,16,12,99,5888,8139,4812,3634,3343,2067,1052,408,29339,595,863,493,355,300,200,121,99,3027,6488,9013,5317,4000,3657,2288,1189,515,32463
POA2145,0,14,4,5,0,0,0,0,26,3,11,6,0,4,0,0,0,21,5,26,35,50,64,147,99,79,507,12,43,44,54,69,147,99,79,547,4674,6711,7800,4550,3537,2569,1508,418,31779,330,653,538,300,195,150,125,98,2395,5014,7409,8385,4911,3805,2860,1730,606,34721,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,4,12,13,3,0,48,3,6,9,4,13,13,3,0,59,4283,6860,7178,4458,3782,3103,1824,670,32154,240,510,466,236,214,191,183,196,2244,4526,7374,7657,4701,4017,3308,2007,869,34454,0,19,8,5,4,0,0,0,38,4,9,3,0,3,0,0,0,20,7,26,41,56,77,159,100,82,554,19,48,53,60,83,159,100,82,616,8958,13569,14982,9011,7325,5674,3327,1092,63930,568,1163,1012,539,410,341,303,302,4636,9542,14782,16042,9610,7819,6164,3736,1476,69180
POA2146,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,15,16,20,34,29,19,138,0,10,15,20,22,34,29,19,147,1113,1460,1599,1115,882,636,325,87,7217,89,126,89,62,41,20,12,7,450,1207,1588,1708,1198,954,686,365,113,7814,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,4,5,23,0,3,0,9,8,5,4,5,32,977,1411,1524,1094,936,735,460,134,7273,62,90,86,54,31,25,31,14,392,1044,1510,1620,1152,968,763,494,147,7696,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,4,10,23,29,38,38,14,161,3,10,19,28,30,38,38,14,175,2091,2868,3133,2208,1817,1371,782,224,14491,150,214,179,116,73,46,43,19,840,2248,3093,3326,2348,1922,1453,857,261,15510
POA2147,5,4,0,0,0,0,0,0,11,0,8,4,4,3,0,0,0,20,0,21,17,55,63,105,80,36,384,5,28,22,64,68,105,80,36,417,2244,2361,2598,2193,1936,1521,728,171,13762,153,197,147,116,93,79,52,25,850,2403,2590,2772,2376,2097,1701,854,241,15030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,15,11,0,4,3,48,0,3,10,12,15,0,4,3,53,2004,2351,2679,2218,2054,1786,843,355,14290,113,167,149,106,88,67,66,41,789,2119,2518,2834,2335,2159,1859,906,404,15136,4,0,0,0,3,0,0,0,14,0,7,4,8,3,0,0,0,19,0,24,26,67,78,106,84,41,436,6,34,35,74,85,106,84,41,468,4251,4706,5278,4413,3994,3309,1573,535,28053,260,358,296,219,183,147,112,62,1645,4520,5104,5606,4708,4258,3562,1766,643,30164
POA2148,3,6,7,0,4,0,0,0,25,0,3,3,3,3,0,0,0,18,7,27,27,52,100,128,102,58,494,10,41,39,51,110,128,102,58,537,4292,5399,5171,3475,3077,2167,1066,334,24974,326,480,316,205,187,120,89,49,1777,4632,5918,5528,3739,3372,2418,1257,443,27296,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,10,9,12,15,3,10,0,49,0,6,8,12,16,3,10,0,62,3782,5432,4759,3562,3206,2510,1416,706,25370,286,408,325,205,143,132,108,88,1693,4069,5849,5094,3778,3363,2643,1532,793,27126,5,10,5,0,4,0,0,0,31,0,3,3,6,8,0,0,0,19,7,28,36,60,117,133,110,59,548,13,46,48,69,129,133,110,59,601,8075,10828,9938,7037,6280,4675,2485,1030,50349,616,891,640,411,328,252,194,141,3473,8700,11769,10621,7520,6737,5062,2788,1229,54421
POA2150,3,5,3,7,0,0,0,0,26,3,5,4,0,3,0,0,0,13,5,10,12,21,21,29,10,7,118,12,22,19,22,24,29,10,7,155,1881,5296,3937,1240,949,640,287,75,14300,186,439,270,90,72,43,29,23,1144,2077,5762,4220,1349,1041,717,327,105,15597,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,16,0,3,3,7,5,0,0,0,21,1763,5017,2923,1146,1016,702,321,149,13036,157,350,217,74,57,43,31,19,945,1923,5368,3140,1228,1069,747,351,172,14006,3,5,9,6,0,0,0,0,29,6,5,5,0,3,0,0,0,13,5,12,12,25,26,34,10,7,127,16,25,24,30,28,34,10,7,170,3644,10315,6857,2387,1962,1345,611,221,27334,342,794,481,163,127,83,58,45,2096,4000,11129,7361,2579,2113,1461,678,274,29599
POA2151,0,4,6,3,0,0,0,0,8,4,0,0,0,9,0,0,0,13,0,10,19,23,27,45,55,18,200,10,17,19,27,32,45,55,18,223,1117,1316,1728,1298,1057,768,419,128,7837,50,95,97,59,54,35,22,8,427,1172,1425,1852,1389,1147,851,507,160,8488,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,6,5,29,0,0,3,5,7,4,6,5,27,1058,1410,1740,1350,1164,916,522,226,8386,55,95,99,70,50,29,32,13,446,1124,1501,1837,1424,1220,946,562,244,8857,4,4,6,3,0,0,0,0,10,5,0,0,0,9,0,0,0,15,0,10,18,25,33,51,55,25,228,9,17,27,34,39,51,55,25,251,2182,2723,3469,2656,2224,1686,943,354,16226,108,187,198,122,102,66,57,21,869,2296,2927,3688,2807,2362,1798,1061,396,17345
POA2152,0,0,0,0,0,0,0,0,6,0,5,0,4,0,0,0,0,8,0,7,14,10,14,23,38,33,140,6,10,10,16,18,23,38,33,153,549,659,847,699,478,339,262,88,3919,16,29,27,17,18,30,18,15,173,569,705,889,733,513,396,315,135,4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,22,0,4,3,0,5,7,0,0,25,533,750,915,760,572,515,407,167,4619,13,32,35,19,16,20,37,38,203,551,775,953,777,588,545,446,206,4847,0,6,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,8,0,9,15,13,19,30,40,33,165,5,15,18,18,24,30,40,33,175,1088,1406,1759,1457,1052,857,663,256,8538,34,59,61,34,33,52,56,57,380,1120,1479,1840,1510,1098,944,758,346,9098
POA2153,9,14,3,6,4,0,0,0,36,11,3,10,5,8,0,0,0,35,4,21,49,73,81,148,185,78,644,23,37,67,82,92,148,185,78,709,3623,2832,4823,3976,3121,2521,1453,366,22713,85,105,136,84,70,54,55,42,632,3732,2969,5028,4146,3282,2724,1692,486,24062,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,10,12,5,10,13,6,57,0,5,16,15,8,10,13,6,72,3331,3135,5221,4211,3403,3094,1766,694,24857,54,108,124,78,88,70,72,106,696,3389,3246,5361,4307,3497,3174,1849,808,25623,9,14,11,12,3,0,0,0,44,11,8,10,6,11,0,0,0,35,4,23,60,85,86,154,197,87,703,22,39,78,100,97,154,197,87,784,6952,5967,10050,8191,6526,5615,3218,1056,47571,139,207,260,161,155,131,125,145,1333,7120,6221,10388,8456,6775,5899,3541,1294,49688
POA2154,0,5,7,8,3,0,0,0,39,3,11,4,3,6,0,0,0,24,4,9,23,37,53,95,100,78,401,9,24,32,51,65,95,100,78,464,2585,1627,2616,2673,2235,1851,953,320,14861,75,53,65,76,52,57,77,65,514,2671,1700,2712,2798,2353,2004,1134,466,15841,3,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,12,8,9,4,9,54,0,5,6,12,11,9,4,9,59,2345,1647,3005,2948,2500,2164,1296,709,16612,73,50,86,73,56,60,114,177,687,2416,1703,3099,3040,2564,2232,1410,901,17361,4,11,7,8,5,0,0,0,44,4,11,5,3,6,0,0,0,31,4,11,25,54,57,108,106,92,451,12,32,39,69,71,108,106,92,526,4929,3273,5618,5621,4732,4013,2245,1030,31470,143,107,149,149,104,119,189,246,1206,5089,3403,5805,5835,4919,4239,2545,1371,33204
POA2155,15,69,56,42,11,0,0,0,188,4,12,10,7,13,0,0,0,44,6,26,68,119,84,100,68,32,500,27,111,133,169,106,100,68,32,739,5145,3745,6219,5318,3207,1898,863,168,26560,144,129,182,141,67,53,68,89,873,5319,3982,6536,5626,3376,2052,992,290,28169,8,20,14,11,0,0,0,0,63,0,0,0,4,0,0,0,0,8,3,6,11,19,12,4,0,0,50,13,34,30,32,11,4,0,0,122,5066,4342,7036,5529,3319,2197,1017,234,28735,114,167,189,114,78,48,49,34,793,5199,4539,7258,5668,3408,2248,1067,272,29649,24,88,74,56,9,0,0,0,250,3,13,12,9,16,0,0,0,55,10,34,80,134,94,100,65,38,555,39,143,160,198,117,100,65,38,860,10212,8090,13254,10841,6526,4088,1881,397,55294,264,291,375,249,142,108,119,126,1667,10516,8519,13788,11288,6783,4299,2060,559,57820
POA2156,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,6,0,3,0,16,16,55,50,42,191,4,7,0,18,18,55,50,42,199,1002,475,591,914,852,686,447,115,5091,26,8,16,22,13,10,19,14,128,1030,489,613,958,889,757,515,176,5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,3,3,24,0,0,0,5,8,11,3,3,24,908,413,692,987,895,760,585,240,5482,21,7,15,26,22,17,34,19,166,928,423,711,1016,918,789,625,269,5675,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,6,0,3,9,16,23,61,55,48,211,4,3,9,21,25,61,55,48,223,1905,886,1284,1903,1744,1455,1033,361,10576,44,22,30,48,29,33,51,35,294,1953,919,1321,1973,1803,1549,1139,443,11092
POA2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,15,15,5,53,0,6,0,6,5,15,15,5,53,260,167,226,281,272,195,98,23,1520,6,6,9,5,4,7,3,0,38,267,176,233,296,280,213,117,31,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,155,243,311,242,214,111,28,1582,3,5,6,0,9,9,0,3,43,276,157,249,318,256,217,112,29,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,15,15,5,55,0,6,0,9,5,15,15,5,56,541,318,466,595,519,403,209,54,3101,5,11,15,12,15,16,3,4,83,549,334,478,619,542,433,221,66,3240
POA2158,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,8,0,0,5,12,19,31,30,36,130,5,6,5,16,22,31,30,36,142,633,348,391,613,592,377,280,89,3323,21,13,8,21,25,16,18,21,142,663,367,409,643,634,425,334,144,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,0,0,0,0,5,4,0,0,7,517,336,462,709,592,502,354,159,3636,13,15,10,13,25,14,20,24,125,530,349,472,721,613,516,378,179,3769,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,8,0,0,6,14,17,35,34,32,140,5,6,8,13,24,35,34,32,149,1156,684,851,1322,1182,883,637,248,6960,36,28,17,29,44,31,40,41,266,1189,721,880,1364,1245,941,711,326,7379
