POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2470,6058,6410,12469,2079,1298,3379,810,1398,2203,215,240,451,152,148,296,3253,3080,6327,2252,2769,5017,4.7,4.7,4.7,53.7,48,50.8,51.2,45.7,48.4,57,74,125,34,86,119,252,505,759,215,518,736,1555,1141,2693,71,126,202,89,183,267,1718,1448,3165,5879,6158,12039,898,915,1817,4083,4210,8296,2342,2521,4862
POA2471,1142,1182,2321,388,249,643,157,283,436,41,46,88,31,25,59,616,615,1222,378,421,803,5,4.6,4.8,53.9,51.7,52.8,51.2,49.3,50.3,11,14,28,9,28,34,42,117,160,55,108,158,312,168,479,14,22,30,10,29,40,336,220,558,1059,1094,2155,141,148,285,770,779,1557,388,416,804
POA2472,858,759,1620,285,161,448,118,216,338,43,35,79,26,7,34,476,419,903,293,270,562,5.4,2.1,3.9,55.8,55.4,55.6,52.7,54.3,53.5,19,14,29,12,17,23,52,90,147,41,80,117,267,123,384,16,16,37,12,23,31,292,162,458,815,751,1567,109,108,212,572,514,1090,297,312,609
POA2473,1349,1403,2753,361,247,611,174,307,479,47,44,90,34,21,56,617,626,1238,618,673,1290,5.2,3.9,4.5,45.6,44.4,45,43.2,42.7,42.9,34,40,78,11,25,37,112,194,303,84,151,233,357,194,554,11,35,43,15,27,45,389,256,641,1195,1254,2452,209,227,432,828,842,1666,537,601,1133
POA2474,2660,2750,5413,793,478,1270,336,641,976,89,87,175,82,61,145,1303,1264,2564,1116,1219,2336,6.5,4.8,5.7,48.9,46,47.4,45.8,43.8,44.8,48,69,121,29,60,87,204,354,555,167,311,480,640,400,1041,31,53,81,45,70,114,714,525,1236,2490,2524,5016,347,405,746,1782,1720,3506,923,1070,1984
POA2475,171,179,351,44,27,73,26,27,55,3,0,3,3,11,12,81,70,144,73,100,171,8.8,13.6,11,46.5,36.7,41.5,42.4,31.7,36.9,3,0,4,0,8,8,9,16,25,3,11,15,26,16,41,0,7,7,3,4,10,34,28,57,163,157,323,12,30,41,126,108,232,47,64,112
POA2476,375,356,733,117,57,177,38,74,116,11,10,15,15,10,23,177,152,335,139,152,287,7.3,5.8,6.6,47.5,43.7,45.6,44,41.1,42.6,8,0,7,0,8,9,17,28,43,18,34,54,85,43,129,5,9,17,7,9,12,98,56,152,333,304,639,38,49,87,256,230,488,90,98,187
POA2477,5066,5634,10696,1886,1220,3108,884,1534,2414,182,217,398,103,94,200,3060,3067,6122,1765,2321,4090,3.4,3.1,3.3,60.4,54.4,57.2,58.3,52.7,55.4,164,256,426,91,180,275,663,983,1650,437,676,1112,1404,785,2193,46,101,154,101,187,284,1554,1075,2625,5095,5439,10537,787,852,1643,3464,3614,7085,2142,2425,4568
POA2478,12693,14246,26942,4398,2805,7200,2182,3818,5998,463,555,1021,273,228,507,7323,7404,14723,4623,5968,10594,3.8,3.1,3.4,57.7,52,54.7,55.5,50.4,52.8,487,628,1120,209,442,649,1773,2592,4367,1082,1678,2760,3305,1697,5002,106,206,311,205,415,617,3619,2311,5931,11972,12905,24878,2301,2599,4897,7493,8026,15520,6082,6850,12930
POA2479,2261,2389,4646,802,458,1256,501,798,1304,71,92,162,53,51,104,1429,1395,2827,610,763,1373,3.8,3.5,3.7,63.2,58.5,60.8,60.8,56.5,58.6,117,176,295,46,89,141,473,603,1079,200,328,526,421,179,602,9,28,39,42,65,110,478,270,742,2112,2122,4233,436,515,951,1351,1289,2644,1045,1211,2256
POA2480,18515,19593,38110,6595,4335,10929,3150,5293,8444,593,759,1351,656,485,1141,10993,10874,21864,6105,7257,13360,6,4.4,5.2,59.4,55.5,57.4,55.8,53,54.4,727,854,1580,306,673,979,2179,3349,5528,1290,2128,3417,4586,2773,7357,220,364,580,297,541,838,5093,3672,8770,17673,18262,35937,2890,3078,5971,11917,12252,24169,7719,8251,15974
POA2481,5625,6125,11748,1617,1090,2716,1408,2039,3453,267,312,577,180,183,364,3476,3626,7106,1581,1901,3489,5.2,5,5.1,61.9,59.3,60.5,58.7,56.3,57.4,340,449,788,88,180,269,1178,1668,2851,509,770,1277,1061,494,1554,39,70,109,100,153,258,1200,716,1916,4588,4808,9393,1288,1542,2828,2786,2839,5622,2818,3255,6072
POA2482,2789,2994,5781,682,419,1098,641,943,1581,97,118,212,91,85,180,1506,1569,3079,932,1073,2010,6.2,5.6,5.9,54.1,52.4,53.2,50.7,49.4,50.1,138,214,349,43,109,151,442,646,1085,231,393,621,575,278,853,19,28,48,35,64,101,631,372,1006,2469,2529,4996,488,560,1046,1610,1608,3218,1204,1369,2578
POA2483,4571,5161,9728,1398,903,2296,922,1613,2534,176,241,422,149,147,302,2652,2909,5561,1469,1816,3282,5.7,5.2,5.4,58.1,56.3,57.1,54.8,53.4,54,179,302,480,93,176,268,654,1068,1717,368,705,1069,1159,552,1713,36,78,116,80,129,212,1280,762,2041,4155,4535,8688,774,997,1769,2735,2893,5630,1949,2371,4315
POA2484,8161,8487,16651,2559,1465,4022,1270,2294,3562,320,321,638,272,224,489,4418,4304,8717,2919,3352,6270,6.1,5.2,5.7,54.1,50.7,52.4,50.8,48.1,49.4,213,303,518,102,247,357,767,1274,2043,550,941,1489,2249,1170,3411,67,137,208,112,237,349,2426,1542,3965,7754,7913,15665,1091,1215,2311,5289,5285,10577,3162,3444,6605
POA2485,6293,7162,13453,1794,1169,2969,877,1549,2423,252,351,606,201,165,365,3122,3229,6356,2608,3310,5915,6.4,5.1,5.7,49.7,45.1,47.2,46.5,42.8,44.5,184,213,406,62,141,202,611,921,1533,440,773,1217,1674,908,2582,65,106,162,117,190,308,1854,1199,3056,5298,5891,11192,1225,1364,2592,3313,3711,7028,2912,3259,6168
POA2486,12861,14850,27704,4172,2722,6893,1924,3688,5614,489,639,1133,396,300,697,6983,7354,14337,5091,6671,11762,5.7,4.1,4.9,54.3,49.5,51.7,51.2,47.5,49.2,291,379,666,145,307,452,1056,1844,2899,975,1642,2620,3667,2018,5690,133,245,376,224,450,667,4021,2710,6732,12353,13901,26251,2108,2226,4334,8140,9168,17309,5645,6299,11941
POA2487,5845,6503,12347,2172,1281,3455,944,1876,2818,193,276,473,141,146,288,3454,3579,7033,2087,2577,4662,4.1,4.1,4.1,59,55.1,56.9,56.6,52.8,54.6,278,314,595,92,206,302,886,1238,2123,551,805,1355,1471,734,2203,42,96,149,106,197,300,1621,1029,2649,5774,6141,11913,1077,1187,2271,3471,3615,7088,3058,3416,6475
POA2488,1336,1468,2806,536,302,837,228,498,730,47,57,113,43,32,82,860,895,1758,382,467,846,5.1,3.8,4.4,64.4,61,62.6,61.1,58.7,59.8,50,63,108,25,48,81,174,252,424,106,192,297,399,209,608,9,27,38,30,51,80,436,288,726,1354,1417,2766,224,265,488,886,964,1851,599,639,1239
POA2489,2848,3317,6170,991,586,1581,444,943,1382,85,136,220,79,72,150,1598,1739,3331,1074,1381,2453,4.9,4.2,4.6,56,52.4,54,53.2,50.2,51.6,87,133,221,52,111,159,361,568,931,257,423,684,854,415,1268,11,39,51,52,93,145,919,549,1470,3034,3277,6309,474,597,1068,1945,2079,4025,1350,1597,2945
POA2490,280,267,541,112,58,176,51,82,129,13,16,33,4,13,14,190,170,357,73,82,156,3.7,5.3,4.5,67.4,63.8,65.6,64.9,60.4,62.7,7,8,17,3,10,12,21,47,71,25,42,61,118,42,158,0,9,9,4,6,7,119,54,173,280,255,531,51,50,102,176,166,345,135,122,261
POA2500,19023,19122,38144,6719,4708,11433,3166,4248,7411,1260,1472,2731,820,620,1436,11962,11050,23007,5952,6964,12915,6.8,5.6,6.2,62.9,57.8,60.3,58.6,54.6,56.6,2100,1877,3975,332,632,960,3806,4353,8164,1476,1834,3310,3482,1841,5321,184,293,480,275,447,728,3939,2585,6524,15447,15298,30738,4890,5017,9902,8908,9134,18039,10626,10442,21068
POA2502,5000,5125,10130,1411,764,2177,626,924,1545,258,332,589,195,148,348,2491,2168,4657,2191,2655,4842,7.8,7,7.4,49.8,42.3,46,45.9,39.3,42.6,107,139,245,29,68,102,290,450,736,281,414,696,1174,678,1849,46,96,140,66,125,200,1283,905,2189,5146,5199,10347,625,651,1268,3647,3652,7300,1781,1844,3622
POA2505,2112,2103,4216,694,396,1096,253,427,678,118,144,256,80,48,126,1140,1016,2157,847,976,1822,6.8,4.9,5.9,54,48.4,51.2,50.4,46,48.2,75,79,154,27,24,52,191,262,451,161,198,355,529,324,853,25,35,58,42,46,92,592,413,1003,2112,2066,4181,259,303,559,1511,1474,2978,729,791,1519
POA2506,3078,3240,6313,1008,534,1542,365,611,978,194,180,369,112,80,192,1673,1402,3077,1207,1646,2857,6.8,5.5,6.2,54.5,43.2,48.7,50.8,40.9,45.7,71,90,159,22,48,63,171,282,459,152,285,438,850,439,1293,33,61,93,45,106,145,930,608,1535,3165,3294,6458,369,385,750,2377,2483,4865,963,1026,1987
POA2508,3709,3653,7355,1698,919,2622,573,1096,1670,249,307,553,92,68,154,2603,2398,4997,971,1100,2073,3.4,2.8,3.1,70.3,65.6,68,67.9,63.7,65.8,232,293,524,67,131,198,548,751,1296,369,477,843,1161,419,1578,26,53,81,61,129,188,1253,593,1849,4039,3976,8016,474,445,916,2941,2839,5777,1281,1278,2555
POA2515,4597,4827,9425,1923,1172,3092,697,1353,2049,274,306,576,122,106,229,3013,2932,5946,1440,1748,3189,4.1,3.6,3.9,65.6,60.8,63.1,62.9,58.6,60.7,545,649,1193,131,274,413,1056,1306,2353,445,505,945,1036,351,1393,36,44,83,60,134,196,1138,533,1675,4940,4962,9899,673,717,1385,3486,3523,7007,1822,1855,3681
POA2516,2571,2733,5304,1131,668,1798,349,765,1113,155,216,371,72,72,140,1714,1717,3428,771,933,1704,4.2,4,4.1,66.6,62.8,64.7,63.8,60.3,62,210,282,492,60,103,167,443,596,1031,249,319,570,685,279,965,26,41,65,35,69,110,750,388,1137,2881,2928,5813,351,340,687,2016,2101,4116,1022,1015,2040
POA2517,5270,6024,11290,2190,1308,3499,680,1451,2133,276,423,697,120,118,233,3265,3297,6565,1790,2496,4285,3.7,3.5,3.6,61.9,54.8,58.1,59.6,52.8,56,303,391,694,107,240,348,741,1074,1813,499,679,1180,1502,683,2188,30,90,117,96,185,273,1624,955,2576,5568,6247,11820,685,749,1436,4071,4485,8561,1829,2111,3942
POA2518,7827,8687,16509,2951,1815,4763,965,2019,2989,450,575,1023,233,207,438,4598,4616,9209,2827,3629,6455,5.1,4.4,4.7,58.8,53.1,55.8,55.8,50.8,53.1,351,411,763,112,249,361,934,1407,2342,618,966,1585,2242,1112,3347,62,158,221,148,264,417,2452,1529,3984,7856,8369,16221,1122,1299,2426,5511,5814,11326,2974,3386,6362
POA2519,6984,7303,14288,2610,1558,4171,1014,1682,2689,445,561,1010,208,157,365,4276,3952,8229,2384,3025,5408,4.9,3.9,4.4,61.2,54.1,57.6,58.3,52,55.1,555,521,1074,129,238,371,1134,1359,2490,597,785,1375,1693,823,2512,65,115,180,120,210,330,1880,1148,3028,6933,7102,14036,1078,1117,2204,4850,5072,9925,2739,2827,5569
POA2525,4812,5104,9916,2090,1222,3306,659,1252,1909,237,369,606,133,108,245,3118,2951,6068,1568,1967,3541,4.3,3.7,4,64.8,57.8,61.2,62,55.7,58.8,358,345,707,105,165,273,755,1050,1796,476,575,1050,1264,592,1859,35,78,110,81,155,234,1377,826,2204,5195,5370,10566,611,646,1261,3822,3898,7719,1660,1800,3462
POA2526,6543,7047,13594,2796,1637,4433,866,1657,2517,343,485,829,197,145,346,4197,3925,8123,2081,2793,4874,4.7,3.7,4.2,64.2,55.7,59.8,61.1,53.6,57.2,341,384,726,93,205,303,880,1200,2080,582,775,1358,1800,953,2754,57,103,159,104,245,350,1965,1300,3265,6719,7069,13793,1001,1032,2038,4860,5149,10008,2375,2485,4859
POA2527,9899,10690,20585,4517,2628,7142,1289,2785,4070,652,882,1531,251,210,455,6712,6493,13204,2780,3768,6543,3.8,3.2,3.5,67.8,60.7,64.2,65.3,58.8,61.9,196,255,455,74,236,311,710,1254,1963,776,1271,2052,3584,2041,5625,100,221,324,163,376,542,3849,2637,6490,10265,10675,20932,1792,1958,3755,6287,6566,12850,4985,5338,10323
POA2528,9517,10218,19737,2863,1738,4598,1100,1996,3095,537,631,1171,341,247,583,4831,4618,9455,4033,4895,8923,7,5.3,6.2,50.8,45.2,47.9,47.2,42.8,44.9,129,197,326,63,155,219,497,866,1364,567,961,1526,2842,1591,4432,109,200,311,145,283,432,3104,2069,5169,9500,9867,19362,1174,1260,2429,6924,7121,14039,3207,3491,6698
POA2529,11422,12236,23656,4851,2690,7540,1473,3130,4609,683,990,1671,319,253,575,7325,7063,14391,3528,4710,8239,4.3,3.6,4,64.2,57.7,60.8,61.4,55.6,58.4,391,420,812,132,284,417,1074,1686,2753,1043,1444,2490,3540,1914,5452,82,219,304,194,425,617,3813,2560,6374,11584,12155,23745,1856,1997,3848,7895,8202,16101,4855,5327,10181
POA2530,13595,14512,28108,5637,3179,8808,1687,3504,5189,839,1067,1912,417,305,715,8578,8051,16629,4505,5936,10444,4.9,3.8,4.3,63.1,55.5,59.2,60.1,53.4,56.6,340,426,767,122,301,420,996,1610,2604,1018,1563,2573,4486,2571,7060,126,318,444,205,485,692,4825,3376,8199,14496,15056,29552,1793,1960,3750,9999,10320,20324,5383,5813,11194
POA2533,6899,7468,14365,2625,1395,4025,876,1884,2757,287,404,697,145,120,266,3935,3812,7745,2597,3275,5870,3.7,3.2,3.4,57.1,51,53.9,55,49.4,52.1,432,525,953,176,352,532,1233,1557,2791,713,1023,1740,1889,758,2652,63,124,191,143,271,412,2096,1157,3254,6880,7207,14089,997,1094,2090,4756,4903,9666,2746,3055,5797
POA2534,2280,2519,4804,918,487,1403,356,687,1041,109,128,234,47,52,97,1423,1353,2780,754,1055,1808,3.2,3.7,3.4,62.3,53.7,57.8,60.4,51.8,55.8,163,180,342,57,119,169,442,547,990,209,305,514,601,234,836,14,49,68,49,81,130,665,372,1038,2271,2410,4682,358,397,759,1557,1670,3227,929,1023,1960
POA2535,3285,3593,6881,1022,577,1598,457,823,1284,102,137,238,51,49,105,1637,1577,3220,1442,1792,3232,3.2,3.2,3.2,49.9,44,46.8,48.3,42.6,45.3,157,239,397,35,116,152,508,629,1137,290,487,776,903,336,1236,18,48,65,76,129,199,994,511,1505,3129,3342,6476,477,533,1009,2179,2335,4517,1281,1406,2686
POA2536,8002,8509,16506,2142,1428,3573,1106,1844,2944,296,307,602,219,137,362,3763,3720,7482,3644,4193,7839,5.8,3.8,4.8,47,43.7,45.3,44.3,42.1,43.1,259,277,539,118,238,359,609,910,1520,537,936,1471,2268,1207,3473,96,164,256,172,254,422,2533,1623,4154,7266,7668,14934,1316,1425,2739,4535,4777,9313,3648,3916,7556
POA2537,5486,5752,11243,1546,1005,2556,786,1355,2139,173,212,383,104,77,175,2611,2648,5261,2444,2682,5132,3.9,2.9,3.4,47.6,46.1,46.8,45.8,44.7,45.2,203,264,467,94,195,281,585,889,1469,400,682,1081,1619,743,2361,49,105,154,110,180,285,1773,1027,2805,5034,5169,10201,773,812,1590,3406,3498,6902,2190,2309,4502
POA2538,1020,1171,2190,305,163,468,158,309,475,37,53,91,18,13,26,522,539,1056,430,554,980,2.9,2,2.5,51.1,45.9,48.3,49.6,44.9,47.1,41,59,101,20,33,51,119,178,298,84,133,213,317,135,454,6,16,25,16,40,58,340,188,532,960,1067,2024,180,183,359,650,701,1349,429,510,935
POA2539,8437,8866,17304,2335,1292,3634,1241,2182,3422,301,356,651,223,168,390,4095,3995,8093,3852,4351,8201,5.4,4.2,4.8,48.6,45.1,46.8,45.9,43.2,44.5,266,288,555,127,256,387,754,1156,1906,542,987,1535,2818,1190,4008,78,175,256,186,305,496,3081,1672,4759,7891,8161,16047,1383,1399,2777,5244,5355,10593,3600,3851,7449
POA2540,20585,20360,40949,6417,3800,10215,2473,4587,7058,697,798,1503,547,417,968,10134,9611,19742,9216,9551,18768,5.4,4.4,4.9,49.2,47.2,48.2,46.6,45.1,45.8,512,651,1157,234,552,791,1497,2394,3894,1491,2152,3635,6534,3155,9684,208,392,596,369,641,1004,7110,4186,11293,18882,19140,38024,2926,3034,5954,12725,12791,25515,8101,8536,16634
POA2541,10882,11797,22680,3780,2272,6054,1440,2670,4113,346,462,807,380,287,674,5950,5700,11642,4138,5288,9425,6.4,5.1,5.8,54.7,48.3,51.3,51.2,45.8,48.4,294,326,617,117,296,407,810,1310,2116,776,1185,1957,3041,1951,4991,139,266,410,155,351,506,3337,2573,5909,10364,10987,21348,1990,2182,4176,6567,6896,13462,5035,5544,10589
POA2545,500,490,990,156,89,240,68,120,189,19,11,27,14,8,17,255,231,480,201,213,410,4.3,3.1,3.8,50.5,46.6,48.6,48.3,45.2,46.8,16,20,29,6,14,18,46,55,101,44,61,97,133,78,210,4,12,15,16,15,31,152,101,261,450,426,879,54,55,107,330,314,641,162,151,313
POA2546,4254,4541,8795,987,604,1589,605,974,1580,161,158,320,80,58,134,1827,1795,3616,2097,2395,4493,4.2,3.2,3.7,42.9,39.5,41.1,41.1,38.2,39.6,139,186,317,89,149,243,445,626,1067,332,538,877,1210,568,1781,40,70,110,77,130,210,1329,774,2097,3871,4040,7902,595,661,1257,2655,2758,5413,1632,1752,3381
POA2548,3478,3895,7372,1103,701,1797,528,929,1457,89,128,222,73,56,122,1792,1810,3605,1502,1862,3366,3.9,3,3.4,51.5,46.6,48.9,49.5,45.1,47.2,131,144,274,67,153,223,419,615,1037,296,456,748,1009,513,1518,31,68,100,63,116,180,1100,699,1807,3132,3442,6566,630,687,1315,1946,2115,4064,1688,1898,3582
POA2549,1700,1725,3425,603,312,919,251,486,740,52,62,117,23,28,50,932,886,1820,670,736,1406,2.5,2.8,2.6,54.9,51.5,53.2,53.6,50,51.8,47,53,105,30,64,95,157,245,403,108,184,296,554,241,797,17,35,50,23,54,82,591,328,923,1672,1649,3317,242,271,507,1130,1110,2236,694,730,1419
POA2550,6943,7199,14145,2345,1465,3808,1069,1967,3033,272,287,561,154,96,248,3844,3816,7656,2556,2863,5422,4,2.5,3.3,55.3,53,54.1,53.1,51.6,52.4,211,291,502,112,255,363,684,1131,1815,480,732,1207,1935,1093,3029,67,129,195,114,178,294,2115,1401,3518,6714,6827,13536,922,1011,1929,4731,4768,9497,2546,2773,5317
POA2551,1522,1606,3131,418,248,664,180,349,532,62,68,129,50,36,83,715,701,1415,670,767,1433,7,4.9,6,46.7,43.5,45.1,43.5,41.4,42.4,26,29,57,11,38,51,99,135,242,82,150,238,397,244,640,20,28,45,31,38,60,443,310,748,1394,1444,2841,225,251,475,960,959,1921,591,653,1242
POA2555,70,70,134,20,11,30,12,9,22,4,3,9,0,0,0,34,24,58,32,35,62,3,0,1.8,49.3,31.9,40.4,47.8,31.9,39.7,0,0,3,0,0,0,3,3,11,0,3,3,12,3,18,0,0,0,6,3,3,16,9,20,68,63,130,7,5,15,52,48,100,15,16,29
POA2556,1042,997,2042,298,203,506,119,181,298,141,87,225,16,10,25,575,480,1057,366,428,790,2.6,1.5,2.1,55,48,51.6,53.5,47.3,50.5,19,12,36,0,16,18,59,92,153,37,90,125,317,118,438,9,14,17,17,20,37,344,148,496,1059,989,2047,86,87,175,863,834,1697,226,218,446
POA2557,7287,7495,14778,3612,2382,5990,995,1637,2628,606,683,1289,188,195,379,5400,4890,10290,1610,2301,3909,3.5,3.9,3.7,74.1,65.2,69.6,71.5,62.7,67,379,480,864,66,172,239,1024,1417,2441,702,978,1684,1790,968,2759,45,91,137,125,179,298,1965,1231,3193,7672,7554,15224,1823,1885,3710,3073,3017,6091,5459,5591,11047
POA2558,4329,4483,8810,1624,1153,2775,503,910,1415,519,382,895,152,138,288,2804,2575,5379,1331,1719,3048,5.4,5.3,5.4,64.8,57.4,61,61.3,54.4,57.8,120,149,273,28,75,114,383,567,944,367,504,869,1103,633,1738,33,106,140,79,127,202,1215,866,2083,4714,4760,9472,496,530,1025,3443,3446,6890,1469,1555,3022
POA2559,926,1156,2083,246,145,395,94,177,272,64,71,134,59,52,109,465,437,903,331,576,907,12.1,12.1,12.1,50.1,37.9,43.4,44.1,33.4,38.1,48,36,80,4,10,15,84,115,195,54,99,158,116,114,236,8,26,31,3,9,15,136,150,287,1014,1205,2220,145,159,308,514,633,1148,550,616,1164
POA2560,31612,33475,65085,10889,7717,18610,3709,5784,9494,3196,2439,5634,1204,1035,2242,19000,16976,35976,10600,14386,24992,6.3,6.1,6.2,60.1,50.7,55.3,56.3,47.6,51.8,1249,1367,2613,273,567,840,3064,4279,7341,2358,3405,5762,7279,4435,11709,321,633,950,499,868,1366,8095,5934,14022,32724,34018,66746,4817,4852,9669,21348,22005,43357,13793,14507,28297
POA2563,120,113,226,32,26,54,12,28,45,15,9,23,0,0,0,61,61,122,36,38,76,3.3,0,1.6,52.1,55.9,53.9,50.4,55.9,53.1,8,0,6,0,0,0,7,8,18,5,10,15,24,14,38,0,4,6,5,0,3,32,14,49,105,105,211,20,13,32,79,69,150,37,41,77
POA2564,5201,5764,10966,1644,1053,2699,592,925,1517,409,333,743,247,241,492,2891,2552,5447,1934,2771,4707,8.5,9.4,9,55.6,44.3,49.7,50.8,40.1,45.2,357,330,686,54,72,133,671,804,1471,353,478,827,884,626,1512,44,105,149,77,116,199,1010,850,1855,5606,6008,11616,656,691,1352,3888,4209,8095,1935,2112,4048
POA2565,11823,12332,24155,4830,3382,8213,1432,2282,3712,1020,840,1856,405,413,815,7684,6913,14601,3557,4845,8405,5.2,6,5.6,65,56.1,60.5,61.6,52.7,57.1,1073,1018,2091,151,214,370,2125,2693,4819,1090,1277,2364,2057,1190,3250,92,128,216,190,275,464,2332,1594,3926,12021,12442,24463,2605,2628,5230,5881,6012,11890,7576,7990,15562
POA2566,10580,10921,21499,3787,2570,6352,1384,2078,3452,1036,775,1809,415,340,752,6610,5758,12367,3394,4516,7910,6.2,5.9,6.1,62.5,52.7,57.5,58.6,49.6,54,631,606,1236,100,151,248,1284,1615,2901,813,1064,1880,2199,1212,3409,93,186,279,165,280,443,2450,1678,4127,11592,11739,23329,1325,1378,2702,8176,8280,16457,3948,4034,7979
POA2567,15248,16024,31271,7424,4862,12283,2275,3971,6241,1272,1503,2778,360,335,692,11329,10665,21996,3481,4922,8410,3.2,3.1,3.1,74.3,66.6,70.3,72,64.5,68.1,553,716,1265,166,365,530,1457,2436,3895,1394,1966,3360,4476,2286,6769,118,282,404,311,440,755,4909,3013,7921,17188,17729,34921,2164,2246,4413,11681,12051,23738,6463,6791,13257
POA2568,490,580,1074,159,77,242,64,99,156,29,46,79,3,5,7,253,226,482,176,236,412,1.9,1.8,1.9,52.3,39.2,45.2,51.3,38.5,44.4,14,15,32,10,9,21,57,71,127,45,63,110,149,42,195,3,7,11,15,21,38,167,74,242,491,553,1044,42,42,87,367,370,737,121,126,249
POA2569,573,553,1120,237,138,375,61,135,200,51,59,105,4,7,8,353,335,692,187,189,381,1.7,1.2,1.4,62.2,60.8,61.6,61.2,60.1,60.7,13,21,35,10,13,19,47,73,116,37,79,120,199,82,281,0,10,10,17,18,34,219,115,328,619,581,1199,55,49,104,494,468,964,148,134,286
POA2570,23004,24867,47868,11109,6956,18066,3166,5880,9052,1781,2225,4009,517,571,1093,16583,15638,32218,5473,8151,13624,3.1,3.7,3.4,72.1,62.9,67.3,69.8,60.6,65,972,1342,2313,251,611,856,2617,4199,6819,2019,3109,5116,6983,3317,10299,154,413,568,388,684,1070,7523,4409,11935,24755,25785,50536,4661,4935,9597,12584,12984,25573,14289,15324,29605
POA2571,5100,5087,10184,2480,1408,3884,723,1360,2085,348,438,784,110,88,193,3662,3291,6951,1178,1575,2750,3,2.6,2.8,71.8,64.7,68.2,69.6,63,66.3,158,195,358,46,135,178,405,752,1160,447,629,1078,1847,836,2688,39,76,108,89,147,234,1974,1056,3032,5546,5427,10969,707,702,1406,3752,3624,7378,2063,2139,4202
POA2572,2119,2293,4416,901,535,1436,255,542,799,134,161,287,42,42,78,1330,1275,2608,633,847,1486,3.2,3.1,3.1,62.8,55.5,59,60.8,53.7,57.2,44,76,118,15,54,69,126,266,393,131,271,404,782,337,1125,6,49,58,39,71,113,829,462,1294,2052,2108,4156,393,447,840,1359,1363,2728,942,1064,2000
POA2573,2129,2304,4435,938,594,1535,280,535,811,153,168,319,52,45,101,1424,1340,2762,618,874,1495,3.6,3.5,3.6,66.8,58.1,62.3,64.4,56,60,29,95,117,21,40,62,99,241,344,122,280,401,756,380,1135,29,52,79,51,79,126,838,507,1337,2194,2381,4575,420,446,868,1269,1376,2648,1158,1251,2404
POA2574,2370,2380,4749,1015,582,1593,311,584,895,169,145,317,46,58,105,1544,1371,2908,712,906,1623,3.1,4.4,3.7,65,57.6,61.3,63,55,59,28,54,89,23,51,71,114,249,361,136,259,397,878,359,1239,24,56,78,31,64,103,933,487,1420,2555,2545,5104,253,269,527,1911,1906,3814,762,774,1536
