POA_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA2102,147,156,304,1827,311,20,2161,3918,467,6545
POA2103,314,96,419,1839,519,32,2387,6158,538,9083
POA2104,266,39,305,469,209,9,678,2481,187,3345
POA2105,31,0,31,316,93,0,415,1226,98,1733
POA2106,157,6,164,1676,444,42,2158,5654,302,8116
POA2107,327,74,408,2899,770,48,3718,8328,494,12537
POA2108,38,6,44,189,106,3,299,1173,88,1561
POA2110,355,244,598,1702,449,18,2167,5254,694,8119
POA2111,306,122,434,2704,467,28,3197,9088,559,12850
POA2112,714,177,901,7147,1030,59,8246,21645,1557,31444
POA2113,589,75,664,4613,635,29,5277,16914,1317,23514
POA2114,379,30,410,4479,677,32,5193,15246,788,21221
POA2115,206,28,231,2350,322,17,2692,6908,635,10235
POA2116,99,10,106,1334,169,10,1509,4017,358,5883
POA2117,432,32,471,4063,610,26,4696,12429,904,18028
POA2118,523,34,561,5959,806,36,6807,14466,785,22057
POA2119,285,57,348,2493,501,20,3012,6717,364,10099
POA2120,417,24,442,4254,667,44,4958,11559,453,16969
POA2121,608,41,650,7003,949,61,8008,18818,897,27722
POA2122,815,75,900,5527,826,44,6407,18666,1217,26287
POA2125,276,14,291,3170,725,38,3934,9341,310,13584
POA2126,336,177,511,3749,707,35,4495,10531,540,15571
POA2127,52,6,63,4253,447,40,4736,13829,954,19524
POA2128,13,0,13,425,59,4,489,1195,1440,3125
POA2130,122,22,145,1193,145,8,1346,4644,297,6290
POA2131,772,39,816,3121,465,24,3610,15749,954,20315
POA2132,333,115,453,1879,291,22,2191,6405,462,9063
POA2133,230,18,245,1925,290,31,2244,6394,376,9014
POA2134,340,86,428,2074,332,19,2418,12845,1241,16497
POA2135,650,45,704,2991,690,32,3712,17897,1382,22989
POA2136,166,34,202,1264,197,12,1471,4627,371,6476
POA2137,663,51,715,4799,895,55,5755,16557,955,23270
POA2138,165,32,202,3296,432,27,3756,12147,910,16820
POA2140,111,6,123,3394,305,18,3717,12589,1346,17653
POA2141,368,66,439,4417,754,44,5209,20672,1943,27822
POA2142,234,17,252,4086,524,47,4666,15907,2306,22873
POA2143,136,5,148,1473,235,12,1712,5691,484,7894
POA2144,413,98,515,5197,767,62,6018,23104,3342,32463
POA2145,1160,305,1476,17061,1806,145,19010,45032,5131,69180
POA2146,235,26,261,3801,513,31,4343,10251,924,15510
POA2147,569,66,643,6648,1127,78,7848,20572,1746,30164
POA2148,1091,131,1229,11625,1795,147,13569,37056,3790,54421
POA2150,231,41,274,6119,399,44,6553,20712,2337,29599
POA2151,371,25,396,3931,551,44,4527,11868,950,17345
POA2152,289,56,346,2150,235,22,2405,6291,399,9098
POA2153,1144,147,1294,13232,2075,135,15442,32732,1515,49688
POA2154,1137,221,1371,7932,1481,75,9489,22492,1221,33204
POA2155,395,158,559,17634,2138,181,19941,35953,1927,57820
POA2156,410,34,443,2213,578,31,2818,7948,324,11092
POA2157,59,4,66,691,187,12,890,2259,89,3240
POA2158,274,45,326,1535,370,17,1922,5157,298,7379
POA2159,169,13,182,851,233,21,1099,2975,187,4257
POA2160,571,63,633,5892,816,73,6779,21226,3286,31293
POA2161,432,133,569,5050,742,75,5862,17860,2705,26427
POA2162,366,119,493,2889,442,22,3354,10916,1563,15829
POA2163,135,101,235,1345,226,18,1588,5447,1469,8503
POA2164,418,74,499,2910,536,38,3478,12561,1015,17053
POA2165,714,112,831,5330,794,68,6195,27485,2948,36632
POA2166,946,303,1253,7061,1160,66,8284,33246,3641,45170
POA2167,120,207,327,2081,285,16,2387,5188,765,8339
POA2168,433,48,486,6138,1190,104,7430,25132,2681,35243
POA2170,1453,483,1947,18583,2774,227,21589,61411,7343,90344
POA2171,234,11,248,7423,940,92,8453,19840,1293,29586
POA2172,12,0,17,587,99,10,688,1567,57,2310
POA2173,85,8,90,2967,363,42,3371,7422,489,11284
POA2174,33,0,36,2871,308,28,3209,5080,538,8822
POA2175,42,3,42,241,67,5,311,1071,109,1499
POA2176,841,180,1028,6257,1403,73,7736,31551,2184,41467
POA2177,190,82,274,2279,496,37,2818,10380,810,14003
POA2178,99,7,109,569,148,15,734,2495,257,3485
POA2179,112,97,211,3563,433,28,4027,7307,770,12111
POA2190,468,43,512,4266,695,64,5024,14241,1772,21031
POA2191,153,7,159,1102,169,8,1277,3775,257,5309
POA2192,251,88,348,1976,281,14,2273,8125,1162,11563
POA2193,316,17,335,2947,381,38,3370,10942,756,15068
POA2194,433,54,493,3520,445,33,3999,16536,2207,22740
POA2195,271,132,409,4950,390,35,5375,12964,2179,20525
POA2196,548,91,637,5227,762,66,6055,18566,2084,26706
POA2197,183,51,239,1510,228,22,1765,5133,821,7714
POA2198,221,112,340,1590,258,18,1871,4926,760,7553
POA2199,366,30,400,3020,438,37,3488,10542,1291,15324
POA2200,691,165,864,7523,980,82,8587,25861,3406,37856
POA2203,200,23,226,2265,299,30,2591,8726,643,11966
POA2204,459,103,570,3949,545,54,4548,17102,1364,23018
POA2205,204,70,280,3310,458,30,3795,16496,1886,22174
POA2206,588,165,758,3400,580,36,4019,11511,915,16450
POA2207,797,255,1059,4761,781,53,5595,16260,1486,23339
POA2208,373,27,406,2172,335,29,2538,7557,472,10563
POA2209,405,25,433,2557,451,16,3022,9536,645,13198
POA2210,906,230,1132,5396,937,69,6405,19488,1781,27681
POA2211,466,137,604,2852,495,35,3380,10414,833,14630
POA2212,357,184,538,2951,430,42,3421,9605,907,13928
POA2213,444,40,494,4314,669,63,5046,12901,738,18690
POA2214,40,4,43,772,121,11,900,2231,92,3220
POA2216,539,72,611,4112,638,41,4791,17513,1689,24000
POA2217,710,242,959,4716,674,43,5431,17233,1583,24255
POA2218,266,22,292,2624,425,16,3070,9950,747,13760
POA2219,377,61,443,2242,435,28,2706,8084,739,11534
POA2220,522,151,672,4937,852,57,5840,21689,1715,29240
POA2221,496,94,587,2932,520,36,3488,9959,637,14084
POA2222,215,74,291,2054,378,14,2449,7638,636,10726
POA2223,505,63,576,3981,679,39,4694,12269,634,17596
POA2224,587,51,649,2444,590,34,3066,8504,493,12063
POA2225,83,4,83,1259,197,7,1471,2748,88,4308
POA2226,198,97,302,2781,436,42,3265,6622,451,10340
POA2227,353,20,377,3094,593,36,3725,8242,380,12346
POA2228,849,84,941,3727,762,58,4539,11935,834,17315
POA2229,868,178,1050,5793,1330,77,7196,16726,1127,25052
POA2230,672,114,792,4702,1584,74,6363,18696,1193,26249
POA2231,31,0,35,523,90,13,634,1231,75,1936
POA2232,783,237,1025,6793,1194,71,8055,19630,1238,28924
POA2233,495,205,707,6232,1438,90,7752,15204,765,23727
POA2234,411,65,479,5539,1472,80,7096,17280,565,24944
POA2250,1884,540,2431,12021,2713,265,15003,40164,3415,58575
POA2251,911,257,1173,5902,1574,120,7598,18744,1284,27627
POA2256,588,67,653,2250,642,50,2942,9870,862,13669
POA2257,832,177,1015,4724,1260,113,6096,17658,1612,25363
POA2258,65,10,75,936,275,17,1224,2881,195,4302
POA2259,1253,419,1678,10905,2743,351,13999,36123,3477,53591
POA2260,409,59,467,4751,1307,92,6147,13771,1002,20916
POA2261,1376,465,1851,8967,2443,243,11654,30536,2995,45189
POA2262,392,51,451,3554,915,126,4589,11605,1013,17207
POA2263,789,117,910,3482,999,107,4580,14368,1484,20435
POA2264,565,51,620,2264,853,103,3217,9557,749,13526
POA2265,319,25,344,1313,322,40,1680,4077,240,5998
POA2267,77,4,79,360,198,19,572,1782,148,2501
POA2278,15,0,15,455,215,13,679,1367,40,2089
POA2280,711,111,820,4421,2042,133,6597,14942,926,22461
POA2281,432,63,494,2224,1025,84,3329,8926,608,12859
POA2282,410,33,450,2758,1235,87,4080,8831,421,13342
POA2283,639,100,746,3397,1783,156,5333,14177,999,20511
POA2284,300,120,425,2002,784,93,2881,6840,696,10409
POA2285,539,121,669,6543,2015,218,8773,16908,1204,26887
POA2286,50,3,55,810,359,47,1214,2394,154,3768
POA2287,846,177,1027,7136,2199,230,9572,21976,1532,33083
POA2289,479,35,521,3939,1075,132,5143,10565,535,16253
POA2290,976,172,1161,6254,2226,218,8699,18378,1230,28305
POA2291,305,17,325,2370,915,42,3328,8126,398,11856
POA2292,34,3,42,392,129,27,547,1541,136,2222
POA2293,35,0,34,433,232,15,686,2115,104,2907
POA2294,31,4,30,319,115,17,447,1207,94,1745
POA2295,147,89,233,1277,529,38,1843,4363,463,6675
POA2296,14,5,15,307,91,19,419,1278,62,1759
POA2297,20,6,21,303,72,15,389,1039,78,1502
POA2298,364,203,569,1388,457,42,1888,6176,707,8772
POA2299,228,76,310,1803,573,48,2425,6714,742,9880
POA2300,137,17,149,1284,705,47,2031,8239,631,10901
POA2302,69,6,73,101,70,3,172,1095,57,1332
POA2303,251,27,281,1328,535,48,1906,5786,635,8329
POA2304,375,164,541,2410,723,80,3210,9252,869,13334
