POA_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2230,3113,4643,2062,1786,2382,1241,488,718,276,16707
POA2231,152,201,245,158,185,70,75,106,23,1207
POA2232,2778,5360,2382,1889,2805,1328,652,980,243,18410
POA2233,2116,3570,2376,1823,2475,1178,556,914,192,15202
POA2234,2711,4120,2088,1419,2730,1391,547,789,209,16000
POA2250,4235,7778,4405,3862,4409,2946,1714,3084,567,32991
POA2251,2125,3837,2115,1828,2019,1340,543,1119,240,15168
POA2256,763,1390,887,771,863,547,360,613,133,6320
POA2257,1739,2621,1816,1532,1664,1034,623,1074,194,12295
POA2258,394,594,365,321,386,219,152,212,46,2686
POA2259,3148,4403,4416,4029,3675,2808,2308,3165,504,28464
POA2260,2060,3600,1550,1387,1616,1055,365,720,186,12538
POA2261,2704,4358,3869,3271,3101,2237,1467,2488,400,23890
POA2262,758,1036,1418,1330,1072,914,834,1180,157,8700
POA2263,789,1263,1483,1448,1103,907,807,1180,169,9148
POA2264,721,1091,1038,875,800,535,517,685,130,6397
POA2265,339,775,552,380,399,232,228,330,60,3289
POA2267,134,219,203,147,145,84,73,113,25,1139
POA2278,118,140,303,170,182,102,145,175,19,1360
POA2280,1397,2659,2036,1608,1683,1110,690,1117,176,12461
POA2281,741,1256,1058,907,797,572,359,593,102,6382
POA2282,989,2133,1008,890,1091,674,332,535,81,7741
POA2283,1084,1919,1685,1387,1277,846,800,968,161,10134
POA2284,596,1147,914,812,721,510,447,521,94,5757
POA2285,1679,3276,2689,2323,2325,1588,1206,1596,236,16917
POA2286,172,340,428,325,271,223,207,267,29,2275
POA2287,1865,4680,2843,2718,2526,1791,1338,1827,310,19901
POA2289,1347,3323,1291,1250,1350,862,440,677,103,10636
POA2290,1827,4337,2552,2188,2306,1364,834,1336,221,16967
POA2291,1255,2894,740,896,838,574,205,362,87,7839
POA2292,161,405,180,221,168,103,64,119,32,1446
POA2293,304,679,230,292,231,116,50,110,34,2040
POA2294,159,361,135,144,112,67,49,74,16,1105
POA2295,401,815,528,436,419,233,208,274,51,3358
POA2296,161,406,157,176,120,88,30,77,25,1242
POA2297,112,371,114,152,103,64,36,71,13,1025
POA2298,474,1422,642,756,626,444,261,436,67,5128
POA2299,545,1574,693,795,601,522,324,507,73,5635
POA2300,1038,2806,626,904,761,432,192,308,81,7142
POA2302,136,253,69,88,84,57,27,32,12,764
POA2303,630,1611,424,662,509,374,149,320,69,4754
POA2304,763,2176,997,1112,917,606,438,688,132,7827
POA2305,846,2251,709,780,818,573,240,459,89,6763
POA2306,46,57,129,139,65,81,75,177,28,793
POA2307,125,385,322,358,250,216,182,234,23,2100
POA2308,8,52,5,154,40,143,17,67,7,493
POA2311,95,48,54,42,40,28,43,52,0,411
POA2312,82,72,98,77,60,65,54,88,11,613
POA2315,820,1073,916,874,703,581,258,610,111,5942
POA2316,299,438,498,372,313,269,160,257,54,2656
POA2317,293,377,403,340,309,253,135,246,42,2392
POA2318,693,978,1187,861,845,555,483,627,133,6361
POA2319,209,292,468,407,254,242,217,332,62,2483
POA2320,2198,3059,3065,2482,2162,1673,1819,1871,294,18625
POA2321,1045,1625,1685,1256,1291,843,1000,944,164,9861
POA2322,1108,1834,1896,1636,1577,1059,1164,1460,195,11947
POA2323,1252,2259,2012,1562,1539,1115,997,1266,193,12196
POA2324,1006,1210,1614,1336,1245,914,1006,1283,199,9810
POA2325,1181,1373,2120,1826,1192,1090,1429,1638,234,12082
POA2326,266,306,612,425,392,295,446,483,51,3270
POA2327,192,302,621,463,343,325,411,486,69,3207
POA2328,167,115,235,122,104,71,217,160,28,1225
POA2329,210,82,94,88,76,48,117,142,22,867
POA2330,1074,1256,1907,1087,1145,860,1768,1086,204,10381
POA2331,24,3,3,350,4,0,7,3,0,401
POA2333,476,628,1180,631,578,494,1113,823,119,6040
POA2334,137,178,351,221,147,149,274,194,27,1674
POA2335,472,581,825,444,462,295,609,419,81,4183
POA2336,163,123,252,114,102,73,221,176,28,1242
POA2337,556,550,723,366,351,255,466,732,70,4070
POA2338,119,80,80,63,49,31,71,89,10,591
POA2339,99,42,47,24,29,14,34,62,6,348
POA2340,2866,4446,3339,3068,2783,2175,1578,3397,375,24016
POA2341,42,42,68,76,48,40,94,71,11,486
POA2342,77,32,28,23,23,5,23,22,9,240
POA2343,409,265,205,215,208,126,258,283,35,2003
POA2344,107,50,55,32,42,37,28,36,3,388
POA2345,69,43,64,41,35,37,38,40,5,372
POA2346,199,141,164,157,106,95,140,182,20,1208
POA2347,204,74,58,75,46,48,48,118,10,684
POA2350,1712,3107,1378,1530,1345,977,453,1288,175,11954
POA2352,144,194,229,197,178,137,118,186,24,1409
POA2353,57,83,89,56,81,49,47,59,3,516
POA2354,563,182,144,137,141,90,91,245,30,1616
POA2355,62,28,30,30,21,16,25,33,7,258
POA2356,9,3,8,3,6,0,5,8,0,42
POA2357,313,235,159,207,123,103,95,205,26,1464
POA2358,280,240,246,181,204,123,94,214,27,1606
POA2359,65,15,28,29,15,10,17,44,3,231
POA2360,814,895,791,848,582,634,323,1008,107,6011
POA2361,113,29,28,39,26,16,23,55,11,339
POA2365,439,183,178,135,156,109,93,294,39,1635
POA2369,40,19,33,52,20,19,20,55,6,255
POA2370,545,385,369,372,334,274,171,418,72,2943
POA2371,100,34,42,45,28,27,29,58,9,377
POA2372,399,259,223,197,203,147,128,212,51,1817
POA2379,82,7,3,10,6,4,16,23,5,161
POA2380,684,735,728,554,492,391,767,590,83,5019
POA2381,149,59,52,48,37,30,85,81,20,550
POA2382,107,42,65,56,43,25,139,86,11,577
POA2386,55,17,4,11,13,0,18,19,3,138
POA2387,42,4,5,0,12,0,12,19,0,101
POA2388,236,132,115,111,101,78,139,134,20,1073
POA2390,624,606,572,419,434,335,557,464,58,4068
POA2395,68,25,21,30,21,15,15,38,6,229
POA2396,68,47,24,46,26,9,17,62,4,296
POA2397,56,12,3,3,16,8,23,9,0,128
POA2398,34,12,4,0,12,3,15,23,3,109
POA2399,61,15,28,21,24,10,36,49,8,263
POA2400,690,663,494,460,517,325,424,455,91,4116
POA2401,60,20,8,5,16,8,22,17,3,160
POA2402,128,87,79,68,67,53,66,77,13,642
POA2403,99,36,25,34,18,12,13,38,6,291
POA2404,158,73,53,76,66,39,30,87,8,597
POA2405,81,17,12,17,17,0,13,30,3,190
POA2406,75,34,22,41,40,14,31,62,9,317
POA2408,70,9,3,5,12,0,10,32,6,156
POA2409,70,16,18,37,29,18,23,47,6,261
POA2410,43,7,3,6,9,6,15,8,5,99
POA2411,27,4,0,0,7,0,0,6,0,55
POA2415,43,17,28,22,14,9,25,27,4,193
POA2420,275,251,297,206,179,118,160,215,32,1728
POA2421,174,162,199,100,135,64,79,99,16,1021
POA2422,392,258,291,259,193,161,198,297,59,2107
POA2423,192,160,181,154,100,98,103,187,36,1202
POA2424,27,27,18,18,13,7,12,34,3,155
POA2425,152,108,155,92,93,50,86,119,22,871
POA2426,50,37,57,47,29,27,26,37,15,332
POA2427,101,174,120,122,107,81,63,117,10,889
POA2428,912,1538,1242,1375,967,962,352,973,171,8488
POA2429,565,523,522,561,356,327,306,556,80,3796
POA2430,1396,2411,1858,2081,1422,1447,751,1602,245,13215
POA2431,228,299,272,303,220,181,77,259,27,1872
POA2439,175,238,262,228,192,138,97,154,17,1505
POA2440,946,1224,1067,1421,818,745,566,1154,166,8105
POA2441,276,267,229,234,168,140,127,253,40,1742
POA2443,310,432,437,421,241,235,169,342,41,2620
POA2444,2446,5050,2814,3386,2708,2163,841,1919,364,21692
POA2445,325,641,461,478,383,264,156,290,48,3050
POA2446,763,936,1033,946,828,630,458,679,117,6398
POA2447,414,450,403,435,307,229,180,386,58,2855
POA2448,351,580,439,553,344,290,166,397,61,3188
POA2449,120,92,96,127,58,65,48,96,18,724
POA2450,2448,4122,2730,2877,2609,2061,944,2345,366,20509
POA2452,652,1237,843,1001,753,705,365,751,106,6409
POA2453,288,169,101,103,108,75,76,156,17,1095
POA2454,421,915,457,471,328,241,145,323,54,3346
POA2455,148,223,175,168,121,96,79,140,19,1164
POA2456,1082,1399,1010,1045,824,581,342,1107,114,7499
POA2460,1298,1719,1489,1897,1366,1084,901,1526,213,11496
POA2462,139,120,138,142,96,91,83,146,25,973
POA2463,391,508,432,433,324,298,203,433,71,3076
POA2464,342,525,401,373,280,218,89,294,46,2565
POA2465,23,16,30,14,13,12,7,36,6,153
POA2466,38,67,80,63,47,51,23,72,5,453
POA2469,324,156,144,174,114,81,108,255,40,1392
POA2470,702,620,779,838,681,537,522,1258,100,6033
POA2471,180,130,173,165,109,83,107,197,29,1167
POA2472,119,115,129,114,77,60,72,157,23,864
POA2473,147,227,148,186,125,89,82,160,15,1180
POA2474,391,373,337,316,258,176,176,343,54,2419
POA2475,31,17,12,13,8,8,14,18,5,129
POA2476,84,43,23,36,22,16,27,47,14,311
POA2477,838,1244,797,774,691,532,286,669,88,5923
POA2478,1882,3299,1999,1956,1538,1417,548,1372,210,14217
POA2479,623,789,292,269,223,213,65,192,56,2719
POA2480,2545,4353,2673,2843,2443,1944,1044,2568,312,20726
POA2481,1252,1706,905,897,497,544,164,597,171,6741
POA2482,420,778,404,377,217,256,107,274,60,2897
POA2483,719,1253,826,690,483,439,198,529,118,5259
POA2484,1110,1474,1263,1087,871,677,542,1053,157,8224
POA2485,560,1081,984,975,642,601,317,698,133,5996
POA2486,1500,2322,2163,1988,1683,1508,703,1519,256,13638
POA2487,1054,1689,855,844,800,564,224,588,130,6742
POA2488,200,380,284,242,174,134,70,178,25,1678
POA2489,386,734,500,456,387,256,107,294,58,3184
POA2490,41,56,68,45,37,23,21,46,6,342
POA2500,2472,6609,2330,2910,2503,1819,1059,1535,333,21575
POA2502,360,593,687,598,519,403,399,637,121,4316
POA2505,184,407,297,253,251,156,164,290,30,2032
POA2506,201,389,495,396,345,278,293,434,52,2888
POA2508,669,1266,795,583,630,305,216,304,80,4843
POA2515,967,2152,672,600,582,295,143,226,75,5720
POA2516,527,1036,415,399,380,178,121,183,38,3288
POA2517,845,1728,897,804,772,438,311,444,78,6326
POA2518,913,2088,1351,1210,1144,618,549,779,124,8775
POA2519,963,2174,1022,975,986,615,430,579,122,7866
POA2525,746,1650,754,673,745,476,302,405,73,5830
POA2526,879,1868,1169,869,1103,615,507,654,110,7781
POA2527,1209,1985,2180,1865,1708,1187,1207,1222,194,12749
POA2528,756,1213,1504,1364,1084,810,799,1169,165,8865
POA2529,1527,2619,2210,1786,1900,1321,1023,1187,239,13822
POA2530,1501,2519,2731,2264,2200,1401,1390,1619,283,15911
POA2533,1150,2122,1089,901,835,496,324,452,103,7478
POA2534,472,765,393,330,273,144,73,189,47,2681
POA2535,548,797,461,337,330,226,117,240,57,3112
POA2536,877,1026,1132,1029,873,833,374,826,154,7123
POA2537,615,987,828,683,611,447,276,521,107,5087
POA2538,176,231,161,114,107,100,38,93,14,1031
POA2539,974,1319,1368,1044,842,821,323,896,121,7703
POA2540,2350,3321,3208,2848,2141,1665,953,1989,298,18768
POA2541,1072,1825,1715,1906,1126,1135,676,1335,190,10971
POA2545,81,62,78,67,49,19,30,58,16,462
POA2546,486,595,602,490,346,340,138,400,85,3479
POA2548,437,677,546,502,409,413,139,315,40,3476
POA2549,226,287,333,227,182,128,119,241,18,1771
POA2550,1092,1330,1016,967,765,595,447,1072,130,7402
POA2551,149,141,193,196,129,123,125,248,23,1325
POA2555,26,8,3,0,8,0,4,3,0,53
POA2556,158,124,171,70,168,98,128,86,33,1031
POA2557,1388,2125,1345,955,1530,814,864,702,197,9909
POA2558,452,763,712,595,824,466,637,536,107,5086
POA2559,58,110,78,103,77,88,127,114,33,791
POA2560,3265,5826,4422,3992,4949,2993,3928,3604,751,33736
POA2563,12,18,22,20,18,3,11,17,3,119
POA2564,349,875,547,683,721,429,613,616,117,4956
POA2565,1547,3364,1440,1441,2094,1098,1286,1183,335,13788
POA2566,1070,1892,1445,1447,1763,1052,1392,1271,294,11619
POA2567,2980,3835,3160,2263,3367,2039,1707,1603,349,21302
POA2568,78,98,75,37,81,35,30,36,7,472
POA2569,91,100,124,74,94,47,59,60,29,680
POA2570,4307,6119,4700,3500,4591,2572,2468,2320,544,31126
POA2571,1023,1110,1201,661,974,523,551,576,135,6755
POA2572,323,377,488,286,324,205,234,253,28,2522
POA2573,277,356,504,300,361,232,267,329,36,2664
POA2574,356,339,532,273,359,230,303,328,84,2807
POA2575,1161,1584,1553,1049,945,797,584,915,148,8725
POA2576,1106,1657,638,535,646,494,173,363,91,5705
POA2577,1346,1565,1286,781,834,588,462,875,145,7879
POA2578,173,251,202,143,133,76,48,105,23,1148
POA2579,312,354,361,233,227,158,189,188,40,2053
POA2580,1900,2161,2037,2121,1662,1253,1153,1723,292,14307
POA2581,339,233,171,131,166,62,62,97,32,1287
POA2582,1354,1467,1002,814,950,433,305,566,139,7031
POA2583,554,250,282,218,202,114,134,253,45,2048
POA2584,68,38,36,24,34,16,12,23,4,252
POA2585,25,14,8,15,7,4,8,18,3,100
POA2586,302,134,163,113,117,66,56,176,23,1149
POA2587,254,161,170,139,123,76,91,190,19,1214
POA2588,40,17,9,5,14,6,11,18,8,134
POA2590,371,396,372,384,263,234,219,358,50,2639
POA2594,845,667,767,631,558,541,314,702,99,5123
POA2619,1333,1447,562,532,951,392,157,235,101,5714
POA2620,4036,5286,3460,2601,4083,1628,1253,1796,567,24704
POA2621,785,891,531,331,571,193,138,191,92,3735
POA2622,427,372,254,159,224,113,144,203,39,1934
POA2623,40,49,53,27,42,21,35,25,10,299
POA2624,40,3,10,15,4,4,9,24,0,115
POA2625,52,14,26,51,13,13,14,32,11,218
POA2626,50,38,44,26,46,13,21,30,8,270
POA2627,536,485,467,540,292,294,185,380,68,3246
POA2628,230,168,165,137,107,89,65,131,18,1105
POA2629,62,25,26,19,20,5,15,32,6,209
POA2630,671,727,552,486,512,388,298,429,80,4143
POA2631,70,27,33,27,25,19,17,46,3,266
POA2632,175,94,105,89,71,60,134,136,14,879
POA2633,35,11,9,15,14,7,14,24,0,126
POA2640,2529,4463,2723,2532,2434,1726,1123,1637,286,19446
POA2641,617,868,1156,1109,810,745,653,984,152,7093
POA2642,563,377,409,270,299,182,168,296,52,2611
POA2643,165,133,218,147,135,104,160,187,33,1284
POA2644,299,129,120,102,119,63,80,147,21,1075
POA2645,45,10,12,11,12,14,14,9,3,140
POA2646,504,344,391,330,282,246,237,591,42,2971
POA2647,154,130,193,131,122,91,62,118,27,1021
POA2648,262,120,133,91,94,61,91,164,23,1038
POA2649,0,0,4,3,4,0,0,0,0,14
POA2650,3691,6492,4360,4093,3488,2774,1565,3069,519,30058
POA2651,124,200,418,394,131,128,99,127,48,1667
POA2652,675,255,288,215,222,137,223,282,30,2334
POA2653,208,122,129,154,88,55,138,189,21,1098
POA2655,94,86,115,73,61,38,51,55,12,580
POA2656,182,64,62,68,53,38,43,66,3,589
POA2658,138,82,72,65,53,43,55,72,11,578
POA2659,100,36,60,33,41,18,35,42,4,375
POA2660,121,96,93,73,77,41,59,79,8,645
POA2661,26,72,11,159,11,4,3,0,7,290
POA2663,234,221,245,297,198,123,201,385,25,1936
POA2665,332,105,76,70,58,45,77,103,18,883
POA2666,506,366,336,307,271,195,181,312,45,2517
POA2668,63,13,8,5,6,4,5,20,3,132
POA2669,307,59,61,42,53,27,52,85,15,693
POA2671,293,243,309,196,200,140,252,213,35,1887
POA2672,154,75,77,81,57,27,48,66,10,598
POA2675,212,57,87,72,65,18,124,192,14,849
POA2678,4,11,22,66,7,42,7,40,4,198
POA2680,1939,1706,1694,1190,1428,1123,879,2471,311,12749
POA2681,191,108,142,75,116,91,75,137,32,971
POA2700,306,241,277,262,188,143,153,336,43,1943
POA2701,231,179,172,159,130,79,89,107,21,1171
POA2702,67,38,43,60,34,13,30,35,8,327
POA2703,26,33,31,24,26,16,36,85,3,280
POA2705,720,619,683,528,532,332,418,841,102,4786
POA2706,90,33,65,55,52,18,63,94,10,475
POA2707,234,75,57,46,75,13,54,74,11,638
POA2710,816,593,542,552,477,326,300,527,112,4248
POA2711,337,137,201,125,147,108,125,272,27,1482
POA2712,135,55,64,52,51,27,58,83,14,541
POA2713,275,138,137,148,116,75,100,168,20,1169
POA2714,193,139,156,109,106,80,79,141,30,1030
POA2715,135,62,70,75,52,27,72,93,13,598
POA2716,109,44,49,32,53,33,37,54,8,423
POA2717,61,37,62,47,36,31,45,43,21,389
