POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA2390,..,0,149,247,266,319,272,147,19,1421,..,49,131,72,38,50,21,3,4,358,..,0,5,18,21,17,4,7,7,80,767,..,..,..,..,..,..,..,..,767,..,120,..,..,..,..,..,..,..,120,..,169,57,27,26,12,4,0,0,296,..,22,11,6,9,19,6,8,4,81,..,12,6,5,10,4,4,0,0,39,..,28,36,10,19,10,11,0,0,113,..,25,44,38,66,96,72,40,26,409,9,16,17,9,5,12,6,5,0,84,780,434,461,438,453,544,403,211,52,3774,..,3,198,253,296,329,246,109,17,1436,..,78,135,58,54,37,16,6,0,375,..,9,77,60,53,36,17,19,9,283,753,..,..,..,..,..,..,..,..,753,..,140,..,..,..,..,..,..,..,140,..,71,30,5,8,4,0,0,0,128,..,15,8,6,6,12,17,15,7,77,..,12,16,5,7,6,0,0,0,39
POA2395,..,0,0,14,16,22,34,21,6,110,..,4,9,9,7,4,8,0,0,43,..,0,0,0,5,4,4,0,0,12,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,14,8,0,0,0,0,0,0,26,..,0,0,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,6,0,0,6,..,4,3,0,16,31,18,10,0,77,3,0,8,0,0,0,4,0,0,14,44,34,29,18,45,64,77,28,7,340,..,0,5,17,10,30,32,7,0,106,..,3,11,9,9,7,6,0,0,38,..,0,6,3,3,3,0,0,0,15,51,..,..,..,..,..,..,..,..,51,..,10,..,..,..,..,..,..,..,10,..,9,0,0,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0
POA2396,..,0,6,15,18,32,31,25,0,127,..,0,8,9,4,3,3,0,0,32,..,0,0,0,0,0,0,4,0,11,57,..,..,..,..,..,..,..,..,57,..,14,..,..,..,..,..,..,..,14,..,8,10,8,11,0,0,0,0,27,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,9,..,0,0,5,4,14,17,6,4,58,8,0,0,0,0,7,3,3,0,19,69,25,35,36,34,63,57,39,13,362,..,0,7,19,20,31,31,14,3,128,..,4,11,7,4,5,0,0,0,36,..,0,3,5,6,6,3,4,0,22,63,..,..,..,..,..,..,..,..,63,..,10,..,..,..,..,..,..,..,10,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3
POA2397,..,0,0,13,6,12,8,3,0,48,..,0,3,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,8,3,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,7,9,0,0,19,0,0,0,0,0,0,0,0,0,3,33,14,14,21,18,22,18,3,0,135,..,0,9,12,10,4,12,3,0,48,..,0,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2398,..,0,0,3,9,7,0,0,0,32,..,0,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,25,12,9,3,16,17,3,0,0,97,..,0,5,7,12,8,3,0,0,35,..,0,0,0,0,4,4,0,0,5,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2399,..,0,7,16,12,20,11,17,0,83,..,0,11,0,6,6,0,0,0,26,..,0,0,0,0,6,0,0,0,8,56,..,..,..,..,..,..,..,..,56,..,5,..,..,..,..,..,..,..,5,..,6,7,0,6,0,0,0,0,15,..,0,0,0,0,6,0,0,0,7,..,0,5,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,8,..,3,3,0,4,10,4,4,0,30,4,0,0,0,0,0,0,3,0,8,57,19,40,22,22,43,22,21,0,252,..,3,4,13,24,18,16,3,0,84,..,0,12,4,4,6,6,0,0,29,..,3,0,4,8,4,0,0,0,15,44,..,..,..,..,..,..,..,..,44,..,5,..,..,..,..,..,..,..,5,..,0,3,0,0,0,0,0,0,4,..,3,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,3,0,4
POA2400,..,8,145,216,241,268,238,130,26,1274,..,60,131,60,69,46,26,7,0,405,..,0,11,8,30,23,15,3,3,91,812,..,..,..,..,..,..,..,..,812,..,96,..,..,..,..,..,..,..,96,..,144,69,39,37,12,0,0,0,307,..,32,30,16,8,15,17,11,7,138,..,16,15,9,3,5,7,0,0,56,..,29,26,12,12,20,17,0,0,119,..,19,61,49,74,118,65,57,10,455,25,24,22,14,15,13,8,6,4,131,837,431,507,424,498,517,396,221,52,3873,..,13,177,248,274,275,206,94,11,1288,..,85,135,78,73,48,17,0,0,433,..,29,73,85,62,35,34,11,16,344,755,..,..,..,..,..,..,..,..,755,..,89,..,..,..,..,..,..,..,89,..,88,50,17,8,16,0,0,0,177,..,29,14,13,10,15,22,14,0,111,..,19,7,7,0,0,0,0,0,40
POA2401,..,0,9,12,14,17,12,4,0,62,..,0,3,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,7,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,0,3,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,9,3,0,17,0,0,0,0,0,0,0,0,0,0,34,11,17,19,20,27,13,12,0,150,..,0,7,7,17,12,5,9,0,62,..,4,0,3,5,0,0,0,0,12,..,0,0,3,0,5,0,0,0,9,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0
POA2402,..,0,16,35,43,66,64,39,13,283,..,7,18,8,18,9,3,0,0,63,..,0,7,3,5,5,4,0,0,23,153,..,..,..,..,..,..,..,..,153,..,20,..,..,..,..,..,..,..,20,..,30,14,7,3,0,3,0,0,61,..,5,0,3,0,0,3,0,0,16,..,3,0,0,0,0,0,0,0,8,..,4,4,0,0,4,3,4,0,16,..,6,5,0,15,28,27,18,8,114,0,6,5,0,4,0,10,3,0,28,152,73,67,71,98,116,125,62,21,782,..,0,29,46,45,70,66,29,5,290,..,9,15,10,18,7,4,0,0,66,..,0,18,9,16,4,3,4,6,56,124,..,..,..,..,..,..,..,..,124,..,26,..,..,..,..,..,..,..,26,..,13,5,4,0,0,0,0,0,23,..,3,0,0,0,5,0,4,0,11,..,4,0,0,0,0,0,0,0,11
POA2403,..,0,8,19,23,32,26,18,3,127,..,0,3,4,0,6,0,0,0,22,..,0,0,4,0,0,0,0,0,10,68,..,..,..,..,..,..,..,..,68,..,9,..,..,..,..,..,..,..,9,..,12,0,3,0,3,0,0,0,16,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,6,0,7,5,6,0,30,0,4,0,0,0,0,0,0,0,6,68,26,19,37,31,44,39,19,3,292,..,0,17,23,32,30,21,9,3,128,..,4,4,3,0,3,0,0,0,21,..,0,0,3,10,3,3,0,0,24,56,..,..,..,..,..,..,..,..,56,..,13,..,..,..,..,..,..,..,13,..,4,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
POA2404,..,0,7,32,39,80,84,64,13,312,..,7,14,4,10,7,3,7,0,47,..,0,0,3,5,0,3,0,3,14,102,..,..,..,..,..,..,..,..,102,..,11,..,..,..,..,..,..,..,11,..,21,11,9,7,9,0,0,0,50,..,0,0,0,0,0,0,6,0,7,..,0,3,0,0,0,0,0,0,8,..,3,4,0,3,0,0,4,0,18,..,7,5,10,11,24,31,21,6,112,0,0,3,0,0,0,8,4,0,21,99,54,43,58,75,126,128,103,27,709,..,0,12,32,60,72,96,48,8,319,..,11,7,9,5,8,4,0,0,52,..,0,8,14,16,11,9,7,6,68,105,..,..,..,..,..,..,..,..,105,..,25,..,..,..,..,..,..,..,25,..,12,7,3,9,6,0,0,0,40,..,5,4,0,0,0,5,5,4,22,..,0,0,0,0,0,0,0,0,0
POA2405,..,0,5,10,11,10,21,0,3,59,..,0,5,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,4,..,..,..,..,..,..,..,4,..,4,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,5,0,0,0,0,0,5,..,0,3,3,9,5,5,3,0,30,0,0,3,0,0,0,0,0,0,10,31,14,27,17,27,19,28,9,4,178,..,0,3,12,13,12,14,0,0,62,..,3,6,0,9,0,0,0,0,18,..,0,4,0,0,0,0,0,0,8,30,..,..,..,..,..,..,..,..,30,..,11,..,..,..,..,..,..,..,11,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2406,..,0,12,12,23,21,14,3,3,92,..,0,13,8,4,8,4,0,0,27,..,0,0,0,4,0,3,0,0,8,50,..,..,..,..,..,..,..,..,50,..,11,..,..,..,..,..,..,..,11,..,6,6,4,0,0,0,0,0,10,..,8,0,0,0,0,0,4,0,14,..,0,0,4,0,0,0,0,0,3,..,9,0,0,0,0,0,0,0,7,..,0,4,3,9,16,11,11,0,57,0,0,0,4,0,0,0,0,0,14,51,30,32,33,37,51,33,20,4,287,..,0,13,19,23,16,14,4,0,92,..,5,7,7,5,3,4,0,0,28,..,0,3,13,3,3,3,0,0,27,57,..,..,..,..,..,..,..,..,57,..,9,..,..,..,..,..,..,..,9,..,9,0,3,0,0,0,0,0,14,..,5,0,0,7,0,0,0,0,9,..,0,4,0,0,0,0,0,0,4
POA2408,..,0,7,12,16,10,13,5,0,61,..,0,3,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,6,0,0,3,6,0,0,21,0,0,0,0,0,0,0,0,0,4,22,9,13,18,22,15,21,5,0,117,..,0,12,7,23,15,6,3,0,59,..,4,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2409,..,0,9,16,15,27,18,3,0,85,..,0,11,6,11,4,0,0,0,35,..,0,0,0,0,4,0,0,0,12,94,..,..,..,..,..,..,..,..,94,..,16,..,..,..,..,..,..,..,16,..,22,13,5,4,0,0,0,0,41,..,13,5,0,0,5,0,0,0,28,..,5,0,0,4,0,0,0,0,8,..,3,4,0,0,0,0,0,0,7,..,3,4,3,0,20,16,6,0,51,0,0,4,0,0,0,0,0,0,16,98,57,42,38,35,54,40,13,0,388,..,0,7,15,23,22,11,6,0,87,..,0,7,9,7,9,5,3,0,40,..,3,12,14,11,6,5,0,0,60,75,..,..,..,..,..,..,..,..,75,..,16,..,..,..,..,..,..,..,16,..,25,5,4,6,0,0,0,0,41,..,8,3,0,4,4,0,0,0,18,..,4,0,0,0,0,0,0,0,7
POA2410,..,0,4,5,7,8,11,3,0,44,..,0,3,5,0,0,6,0,0,12,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,7,0,0,18,0,0,0,0,0,0,0,0,0,5,15,5,10,16,11,18,20,5,0,106,..,0,3,7,10,5,7,7,0,42,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2411,..,0,4,4,5,8,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,5,8,3,0,0,0,40,..,4,0,8,7,3,0,0,0,17,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2415,..,0,4,4,19,25,16,14,0,81,..,0,5,3,5,0,3,0,0,20,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,5,..,..,..,..,..,..,..,5,..,9,11,3,0,0,0,0,0,22,..,0,5,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,5,4,0,14,0,0,0,0,0,0,0,0,0,0,27,20,22,13,31,28,24,16,0,181,..,0,7,7,18,23,21,3,0,82,..,0,0,3,6,3,0,0,0,20,..,0,0,0,3,3,0,0,0,13,27,..,..,..,..,..,..,..,..,27,..,8,..,..,..,..,..,..,..,8,..,5,10,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2420,..,0,38,86,117,181,183,111,15,734,..,23,22,36,37,35,20,10,0,177,..,0,5,6,13,6,6,6,0,41,286,..,..,..,..,..,..,..,..,286,..,52,..,..,..,..,..,..,..,52,..,96,28,21,18,6,0,0,0,173,..,10,3,3,9,5,0,4,6,43,..,0,0,3,3,0,0,0,0,14,..,0,7,0,3,12,9,0,0,38,..,7,14,17,24,65,60,45,9,237,9,11,9,4,3,0,4,0,0,50,290,197,136,186,231,314,289,172,30,1847,..,0,62,102,143,192,161,74,5,744,..,25,30,38,41,31,21,4,0,188,..,5,17,41,33,11,10,12,7,133,306,..,..,..,..,..,..,..,..,306,..,53,..,..,..,..,..,..,..,53,..,64,15,3,8,3,0,0,0,99,..,9,0,0,4,6,6,8,9,40,..,6,3,0,0,3,5,0,0,20
POA2421,..,0,31,80,94,96,85,33,3,424,..,9,21,22,17,18,9,4,0,89,..,0,0,4,7,8,0,0,0,17,207,..,..,..,..,..,..,..,..,207,..,41,..,..,..,..,..,..,..,41,..,43,23,10,10,7,0,0,0,87,..,5,0,0,0,8,0,0,0,15,..,5,6,0,3,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,..,3,4,8,13,20,13,8,6,70,3,4,5,0,0,0,0,0,0,9,211,96,84,116,141,143,113,52,7,973,..,0,48,101,91,90,73,31,3,440,..,5,20,19,22,19,10,0,0,98,..,0,0,13,8,12,5,6,3,35,189,..,..,..,..,..,..,..,..,189,..,36,..,..,..,..,..,..,..,36,..,29,5,4,0,6,0,0,0,47,..,4,0,0,0,4,5,4,5,21,..,0,3,0,0,0,0,0,0,10
POA2422,..,3,37,107,143,238,319,176,41,1065,..,8,38,30,59,47,37,17,0,237,..,0,4,15,19,7,3,4,0,54,390,..,..,..,..,..,..,..,..,390,..,79,..,..,..,..,..,..,..,79,..,75,55,26,23,13,4,0,0,197,..,12,7,3,3,11,11,3,3,53,..,5,6,0,8,3,6,0,0,28,..,11,7,6,10,4,14,5,0,61,..,3,15,27,43,100,84,51,10,329,4,16,10,5,10,14,7,4,0,68,396,208,170,214,306,447,488,268,57,2546,..,4,58,138,168,264,298,128,29,1072,..,11,50,40,45,58,20,10,0,236,..,4,25,48,44,21,14,18,13,191,336,..,..,..,..,..,..,..,..,336,..,88,..,..,..,..,..,..,..,88,..,49,23,7,14,10,0,0,0,96,..,10,0,0,5,13,14,11,15,58,..,6,9,0,5,7,3,0,0,29
POA2423,..,4,18,40,86,151,174,84,18,570,..,0,23,20,32,32,25,12,0,145,..,0,0,7,3,11,5,3,0,32,190,..,..,..,..,..,..,..,..,190,..,43,..,..,..,..,..,..,..,43,..,63,26,20,10,6,4,0,0,124,..,3,0,0,0,8,0,4,0,23,..,0,0,4,6,9,0,0,0,28,..,4,6,3,4,18,16,9,0,57,..,3,11,13,34,59,61,36,10,226,4,0,4,8,6,6,13,3,0,54,198,133,89,105,189,303,291,155,31,1497,..,7,30,57,107,163,158,55,6,574,..,0,30,28,36,26,21,3,0,147,..,9,15,37,38,11,11,3,7,120,197,..,..,..,..,..,..,..,..,197,..,49,..,..,..,..,..,..,..,49,..,30,13,11,0,0,5,0,0,59,..,3,0,0,4,3,10,5,6,36,..,4,3,0,0,3,0,5,0,20
POA2424,..,0,0,5,18,24,17,7,0,71,..,6,9,4,5,5,0,0,0,19,..,0,0,0,0,3,6,0,0,8,31,..,..,..,..,..,..,..,..,31,..,8,..,..,..,..,..,..,..,8,..,12,7,5,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,10,..,4,0,0,0,5,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,3,3,5,10,6,6,0,33,0,0,0,0,3,0,0,0,0,9,29,30,21,25,35,46,39,11,4,231,..,0,4,7,20,22,11,4,0,69,..,3,3,0,5,5,0,0,0,20,..,0,4,3,0,5,3,0,0,17,30,..,..,..,..,..,..,..,..,30,..,6,..,..,..,..,..,..,..,6,..,0,4,3,0,0,0,0,0,13,..,4,0,0,0,0,0,4,0,14,..,0,0,0,0,0,0,0,0,6
POA2425,..,0,32,45,74,91,75,38,7,357,..,7,22,19,18,17,11,5,0,99,..,0,4,6,4,0,0,0,0,9,159,..,..,..,..,..,..,..,..,159,..,33,..,..,..,..,..,..,..,33,..,37,12,5,3,0,0,0,0,63,..,7,0,0,3,4,0,0,0,19,..,4,0,0,0,0,0,0,0,10,..,0,0,5,10,3,6,3,0,21,..,0,4,8,18,26,21,12,8,102,9,0,3,4,4,3,3,4,5,22,160,95,85,77,134,152,119,60,12,902,..,0,36,51,92,89,64,29,0,362,..,13,19,13,19,20,10,3,0,99,..,0,3,13,3,9,4,0,3,40,163,..,..,..,..,..,..,..,..,163,..,39,..,..,..,..,..,..,..,39,..,24,9,4,0,3,0,0,0,39,..,6,3,0,0,3,10,3,4,28,..,0,0,0,3,0,0,0,0,8
POA2426,..,0,11,16,19,34,30,14,5,129,..,3,8,6,11,9,0,0,0,43,..,0,0,0,0,7,0,0,0,11,67,..,..,..,..,..,..,..,..,67,..,19,..,..,..,..,..,..,..,19,..,22,9,3,3,3,0,0,0,43,..,0,4,0,0,0,4,0,0,11,..,0,0,0,0,4,3,0,0,8,..,0,0,0,0,10,4,3,0,19,..,0,3,3,6,10,13,3,0,38,0,3,0,0,0,0,0,0,0,4,67,44,32,34,45,69,59,28,7,387,..,0,16,21,28,31,28,10,0,138,..,5,12,9,7,10,0,0,0,43,..,0,0,11,9,0,6,6,0,34,73,..,..,..,..,..,..,..,..,73,..,18,..,..,..,..,..,..,..,18,..,14,4,0,0,0,0,0,0,22,..,0,0,0,0,0,0,5,0,16,..,0,0,0,0,0,0,0,0,3
POA2427,..,0,19,38,54,154,355,162,43,819,..,8,20,13,14,22,44,12,0,139,..,0,0,0,5,0,7,3,4,21,137,..,..,..,..,..,..,..,..,137,..,28,..,..,..,..,..,..,..,28,..,37,20,13,13,13,0,0,0,96,..,9,0,0,0,9,5,5,0,33,..,3,0,0,0,0,4,4,0,24,..,0,5,3,3,4,7,0,0,25,..,4,3,21,20,63,86,50,16,261,0,5,0,6,8,0,3,7,0,30,139,91,78,103,124,268,508,238,72,1611,..,0,27,39,59,226,336,120,13,826,..,8,23,13,21,32,31,9,0,142,..,5,16,21,26,12,10,19,8,115,133,..,..,..,..,..,..,..,..,133,..,25,..,..,..,..,..,..,..,25,..,21,11,6,3,7,3,0,0,58,..,5,3,0,0,3,7,3,6,29,..,0,0,0,0,0,0,5,0,7
POA2428,..,8,141,444,561,863,1372,971,227,4580,..,69,187,162,173,194,146,72,13,1020,..,4,20,45,65,58,23,16,18,244,1462,..,..,..,..,..,..,..,..,1462,..,301,..,..,..,..,..,..,..,301,..,369,180,101,87,54,12,0,0,809,..,46,32,14,13,19,40,22,24,217,..,36,25,26,12,16,9,0,0,130,..,32,50,40,37,66,71,41,9,344,..,25,78,104,193,345,486,276,159,1661,35,35,29,18,44,14,29,19,3,228,1498,920,729,958,1199,1633,2194,1413,444,10987,..,9,223,523,590,1007,1363,764,135,4620,..,97,220,173,195,186,137,36,3,1051,..,27,135,201,226,122,86,70,56,934,1423,..,..,..,..,..,..,..,..,1423,..,313,..,..,..,..,..,..,..,313,..,248,94,34,44,59,9,0,0,496,..,43,14,6,14,60,55,39,27,258,..,39,26,10,4,8,8,0,0,97
POA2429,..,0,106,166,257,396,454,253,36,1672,..,26,92,70,88,78,64,18,0,439,..,0,11,18,26,23,9,6,7,98,753,..,..,..,..,..,..,..,..,753,..,138,..,..,..,..,..,..,..,138,..,171,97,53,41,30,0,0,0,388,..,21,15,9,7,20,17,10,7,102,..,19,14,10,5,4,5,3,0,61,..,11,5,10,18,26,29,16,0,116,..,10,34,25,67,140,135,77,27,523,22,21,24,12,17,17,15,4,3,132,775,417,394,375,536,731,735,377,74,4415,..,11,131,213,274,458,412,174,20,1699,..,47,90,88,85,81,45,10,0,443,..,18,65,88,86,64,38,34,16,410,690,..,..,..,..,..,..,..,..,690,..,139,..,..,..,..,..,..,..,139,..,109,55,24,32,16,0,0,0,233,..,15,10,0,3,26,26,21,11,113,..,21,6,6,7,4,3,0,0,52
