POA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA2144,0,0,0,0,0,0,3,6,3,12,0,0,0,0,0,0,3,0,0,9,0,0,5,24,14,3,3,0,0,51,0,10,879,1227,9,12,0,0,0,2145,0,0,0,0,0,0,0,0,0,0,0,5,17,24,13,10,0,0,0,68,0,0,0,0,0,4,5,3,0,8,10,80,64,284,51,32,14,0,0,539,0,0,0,0,0,0,0,0,0,4,0,0,14,98,34,56,37,14,5,256,0,0,0,0,0,0,0,5,4,12,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,5,3,0,0,19,0,0,0,3,0,3,4,0,0,7,0,5,15,56,36,32,23,18,5,196,0,0,4,73,7,10,4,0,0,95,0,0,7,38,11,0,0,0,0,55,3,15,26,157,208,201,164,77,16,867,0,0,0,4,0,0,0,0,0,7
POA2145,0,0,0,3,7,39,191,186,80,503,0,0,4,21,6,10,14,8,5,66,0,0,0,34,3,22,4,5,3,75,0,6,120,414,20,16,4,0,0,583,0,0,4,0,3,3,10,9,5,27,13,47,75,189,104,57,39,8,5,542,0,0,0,5,6,5,0,0,0,17,10,33,25,181,18,28,6,4,0,303,0,0,0,3,6,6,4,0,0,14,9,24,45,410,183,159,115,27,8,974,0,0,3,17,5,18,21,8,8,78,0,0,4,18,11,14,10,0,0,60,0,0,0,3,7,15,9,17,10,71,3,12,23,23,5,15,9,0,4,98,0,3,10,29,26,15,7,0,5,96,9,40,84,534,321,260,166,98,38,1547,0,0,3,23,8,7,5,3,0,51,0,6,6,80,19,18,11,0,0,146,0,6,8,53,69,52,38,12,5,240,4,33,12,20,3,3,3,0,0,81
POA2146,0,0,0,0,0,8,26,30,3,65,0,0,0,6,4,3,3,0,0,12,0,0,0,9,17,5,8,3,0,45,0,5,21,136,5,6,0,0,0,175,0,0,0,0,0,0,0,0,0,3,0,17,28,59,17,21,12,3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,5,32,3,0,3,0,0,46,0,0,0,3,0,0,0,0,0,9,0,6,19,97,50,48,37,17,3,270,0,4,0,8,5,8,7,0,0,39,0,6,7,7,0,3,4,0,0,21,0,0,0,0,4,7,3,8,0,20,0,0,3,7,0,8,4,0,0,25,0,0,0,3,3,5,0,3,4,22,0,21,28,201,83,88,32,18,11,490,0,0,4,3,0,0,0,0,0,11,0,4,0,24,13,5,0,0,0,46,0,0,0,7,5,9,4,0,0,25,0,7,4,10,3,0,0,0,0,25
POA2147,0,0,0,4,0,14,56,30,11,118,0,0,0,6,9,8,10,9,3,40,0,0,5,28,17,10,14,7,0,84,0,0,21,76,9,4,5,0,0,117,0,5,0,3,0,4,5,5,6,26,3,22,50,127,65,51,26,3,4,352,0,0,0,0,4,5,4,0,0,12,0,8,5,48,12,15,6,0,0,87,0,0,0,7,11,7,0,0,0,21,0,23,40,217,93,97,87,24,8,604,0,0,0,12,9,9,17,8,4,48,0,0,4,10,11,10,3,6,0,35,0,0,0,0,4,17,13,7,3,48,0,9,5,9,0,7,3,0,0,31,0,0,8,26,8,10,16,9,3,77,0,10,29,203,68,66,50,23,8,464,0,4,7,16,0,3,8,0,0,29,0,7,9,35,17,4,3,0,0,77,0,0,5,24,22,25,12,9,0,95,0,3,9,15,6,8,3,0,0,42
POA2148,0,0,0,3,7,36,109,72,43,262,0,0,3,7,4,8,13,14,0,53,0,5,10,60,40,18,17,4,0,154,5,13,61,255,17,11,0,0,0,365,0,0,0,0,4,5,10,17,13,44,7,64,106,221,89,72,38,10,0,612,0,0,0,4,5,4,10,3,0,27,4,20,37,177,23,24,9,4,0,299,0,0,0,6,5,0,0,0,0,5,8,65,159,772,354,354,242,89,31,2080,0,0,0,14,14,17,35,27,72,177,0,3,9,27,26,17,11,0,0,86,0,0,0,0,8,15,21,14,0,56,0,9,0,10,3,9,6,0,0,35,0,0,8,25,13,13,12,4,3,81,0,17,34,204,76,70,33,24,8,463,0,0,0,33,4,5,5,0,0,45,0,4,8,60,25,10,7,0,0,125,0,4,9,73,40,57,26,14,4,220,0,5,8,18,0,12,7,6,0,56
POA2150,0,0,0,0,0,0,0,3,0,10,0,0,3,5,0,4,4,0,0,18,0,0,0,14,7,0,3,0,0,30,0,5,443,464,3,0,0,0,0,924,0,0,0,0,0,0,0,0,0,0,5,15,23,66,15,20,12,3,0,162,0,0,0,0,0,0,0,0,0,5,0,36,22,111,10,6,3,0,0,188,0,0,5,0,0,0,0,0,0,11,0,14,49,290,73,49,31,6,0,521,0,0,0,9,0,7,11,3,0,25,0,0,0,3,0,0,3,0,0,8,0,0,0,3,0,3,0,0,0,10,4,6,0,16,3,6,0,0,0,44,0,0,3,17,8,3,0,0,0,31,4,3,14,66,7,16,3,3,3,127,0,0,0,57,3,9,0,0,0,72,0,0,5,73,20,12,3,0,0,118,0,0,0,13,14,10,13,3,0,47,3,17,4,16,0,0,0,0,0,43
POA2151,0,0,0,0,0,0,8,3,0,9,0,0,0,3,4,10,0,0,0,17,0,0,0,0,3,5,0,0,0,12,0,0,3,36,3,0,0,0,0,50,0,0,0,0,0,7,0,0,0,13,0,12,10,56,32,32,12,11,0,160,0,0,0,0,0,0,3,0,0,3,0,6,6,39,8,0,0,0,0,73,0,0,0,3,0,7,0,0,0,12,4,15,19,104,41,43,28,3,0,254,0,0,3,14,8,10,9,0,6,46,0,0,0,3,0,0,0,0,0,6,0,4,4,4,4,4,4,7,0,31,0,3,3,13,7,8,12,6,0,54,0,0,3,9,6,7,0,4,0,35,0,4,11,49,16,22,13,13,4,131,0,0,3,17,10,3,5,3,0,38,0,3,0,32,6,8,0,0,0,57,0,0,0,7,14,9,4,3,0,34,0,5,3,16,0,4,0,0,0,36
POA2152,0,0,0,0,0,0,5,9,8,20,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,11,0,0,0,15,4,0,0,0,0,20,0,0,0,0,0,4,4,0,0,5,0,9,6,30,6,16,12,4,4,82,0,0,0,0,0,0,0,0,0,6,0,3,5,30,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,72,25,15,5,10,0,134,0,0,0,6,5,3,14,5,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,6,0,27,0,0,0,4,5,3,0,0,0,12,0,0,0,23,9,3,3,0,0,45,0,0,3,21,14,10,7,3,0,56,0,0,0,3,5,0,3,0,0,13,0,3,0,11,3,6,0,0,0,25,0,0,3,0,13,0,0,4,0,21,3,0,0,3,4,0,6,0,0,23
POA2153,0,0,0,0,5,13,26,26,15,74,0,0,0,5,6,15,5,7,3,42,0,0,0,14,17,11,5,5,0,53,0,0,10,64,8,4,0,0,0,90,0,0,8,11,0,4,13,8,3,39,5,23,42,88,64,63,29,27,5,337,0,0,0,4,7,3,0,0,0,15,3,29,5,113,34,14,8,0,0,205,0,0,0,7,6,4,0,5,0,20,3,3,18,160,81,104,100,21,9,516,0,9,0,19,14,21,26,11,4,109,0,0,0,3,6,0,0,0,0,12,0,0,3,9,11,18,20,26,7,99,0,20,25,21,13,14,12,0,5,116,0,18,32,90,51,39,28,10,6,282,0,14,26,171,126,122,68,30,14,574,0,8,0,40,10,16,14,0,0,83,0,6,12,66,27,7,6,0,0,121,0,0,0,20,29,10,9,6,0,75,7,29,62,52,16,13,7,0,0,192
POA2154,0,0,0,0,0,0,15,7,4,30,0,0,0,3,0,0,7,0,0,16,0,0,4,11,5,3,8,3,0,35,0,0,4,22,3,0,0,0,0,42,0,0,4,6,0,3,11,19,13,53,0,16,39,59,40,47,29,19,9,270,0,0,0,3,0,0,0,0,0,6,0,39,11,91,28,14,10,3,0,196,0,0,0,0,0,4,6,4,0,12,0,11,12,88,55,65,70,11,9,327,0,0,3,15,13,17,18,0,3,70,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,13,13,10,0,55,0,13,16,22,15,23,19,9,0,116,0,32,46,82,82,50,15,9,11,333,0,10,13,62,75,75,47,37,19,344,3,9,0,39,18,11,21,3,0,109,0,0,8,47,17,10,5,0,0,87,0,0,0,15,13,4,6,0,0,34,7,19,28,19,12,4,4,0,3,94
POA2155,0,0,0,4,10,15,34,21,3,84,0,3,0,14,8,13,14,5,0,58,0,0,3,16,7,3,7,0,0,44,0,0,13,82,4,9,5,0,0,114,0,0,3,9,7,4,6,10,3,42,9,45,96,168,84,62,29,10,4,501,0,0,0,3,0,0,4,0,0,12,0,57,32,233,56,38,12,6,0,441,0,0,3,4,7,10,0,0,0,20,0,22,80,392,252,219,143,24,7,1143,0,3,0,24,0,28,14,4,0,74,0,0,0,0,8,0,0,0,0,11,0,0,8,17,25,23,12,6,0,95,0,28,30,33,23,14,12,5,3,159,12,100,104,283,166,90,37,20,3,812,4,16,65,213,146,118,49,27,3,651,0,3,0,39,17,14,16,0,0,99,0,8,0,67,24,5,3,0,0,112,0,0,0,18,32,8,4,5,0,72,4,39,40,64,13,11,0,0,0,178
POA2156,0,0,0,0,0,5,15,11,3,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,23,0,0,10,10,15,27,18,4,3,92,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,5,6,0,0,21,0,0,0,0,0,0,3,3,0,11,0,0,3,19,3,9,11,0,0,46,0,0,0,0,0,8,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,3,4,3,8,0,3,0,0,13,0,8,7,11,22,19,9,4,5,76,0,0,0,7,6,3,0,3,0,26,0,0,0,4,5,0,0,0,0,11,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,6,6,0,0,0,0,18
POA2157,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,10,9,5,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,4,4,0,0,22,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,5,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
POA2158,0,0,0,0,0,0,4,3,3,13,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,6,0,0,10,0,5,0,8,9,10,15,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,4,10,3,13,5,0,0,36,0,0,0,7,3,5,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,4,0,5,21,0,0,0,5,3,4,4,0,0,12,0,11,20,18,25,14,11,5,0,96,0,5,0,17,16,13,4,0,0,57,0,0,0,6,3,4,7,0,0,23,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,8,5,12,0,0,0,39
POA2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,12,3,8,11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,11,0,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,4,0,0,5,7,7,12,6,0,0,40,0,0,0,0,0,4,0,3,0,5,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,11
POA2160,0,0,0,4,0,4,18,31,10,61,0,0,5,10,3,0,0,3,0,26,0,0,0,15,11,12,4,0,0,46,0,4,116,299,19,9,7,0,0,455,0,0,0,0,0,0,3,0,4,9,0,10,35,78,42,23,11,3,6,212,0,0,0,4,5,0,6,0,0,16,8,59,66,218,27,10,3,0,0,394,0,0,0,0,0,0,0,0,0,3,0,6,38,185,77,71,44,15,3,441,0,0,0,3,5,7,8,3,4,37,0,0,0,13,9,7,0,3,0,39,0,0,0,0,0,0,3,3,3,10,0,0,0,5,0,5,5,0,5,17,0,0,3,5,8,4,0,0,0,22,0,0,7,21,15,16,3,7,4,73,0,0,0,30,5,0,8,0,0,42,0,0,5,60,17,19,3,0,0,109,0,0,7,74,70,70,34,21,3,281,0,0,0,18,0,0,0,0,0,28
POA2161,0,0,0,3,0,7,16,15,13,44,0,0,5,4,3,0,3,10,3,23,0,0,0,21,15,14,10,0,0,60,0,0,27,140,11,6,0,0,0,183,0,0,0,0,0,0,0,4,0,3,0,3,39,67,28,34,13,4,0,187,0,0,0,0,0,0,0,0,0,13,5,44,47,165,14,14,11,4,0,303,0,0,0,0,0,0,0,0,0,3,0,3,19,100,58,61,46,10,0,295,0,0,0,0,0,7,6,3,7,27,0,3,4,10,15,10,3,0,0,38,0,0,0,0,0,3,3,4,0,13,0,0,7,4,0,0,0,5,0,19,0,0,0,6,4,0,0,4,0,15,0,0,0,16,6,3,11,5,4,54,0,0,0,14,0,8,0,0,0,25,0,0,9,36,5,11,7,0,0,76,0,0,3,43,55,39,24,11,0,171,0,3,3,3,0,0,0,0,0,11
POA2162,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,4,0,0,14,0,0,0,17,7,9,0,3,0,33,0,0,10,8,0,0,0,0,0,9,0,0,0,0,0,0,0,5,8,13,0,9,31,31,16,14,13,3,0,114,0,0,0,0,4,4,7,0,5,16,5,9,13,38,13,5,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,26,8,3,3,87,0,0,0,0,3,6,6,9,10,30,0,0,0,3,0,9,3,0,0,24,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,3,0,5,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,8,3,3,0,5,0,24,0,0,0,15,0,0,0,0,0,20,0,0,0,12,7,3,0,0,0,30,0,0,0,13,10,15,7,0,3,44,0,0,3,4,3,0,0,0,0,15
POA2163,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,3,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,13,33,12,4,0,0,0,68,0,0,0,0,4,0,0,0,0,7,0,7,6,23,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,29,16,15,7,3,0,66,0,0,0,0,0,8,8,0,0,18,0,0,0,10,7,3,4,0,0,24,0,0,0,0,0,0,0,6,0,9,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,4,6,22,9,8,0,0,0,43,0,0,0,3,11,3,5,3,0,22,0,0,0,0,0,0,0,0,0,8
POA2164,0,0,0,4,0,8,47,35,7,100,0,0,0,0,3,3,10,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,8,0,16,3,24,23,42,15,9,11,4,0,126,0,3,0,7,4,11,22,7,0,57,0,5,0,9,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,5,9,45,22,23,27,6,0,140,0,0,0,0,0,4,0,6,4,17,0,4,5,12,10,4,6,0,0,41,0,0,0,0,0,4,3,4,0,15,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,4,29,0,3,3,0,0,43,0,5,0,16,20,10,12,7,0,71,0,0,0,9,0,0,0,0,0,22
POA2165,0,0,0,0,0,6,30,26,10,70,0,0,3,0,0,4,5,4,0,19,0,0,7,37,14,0,11,3,0,68,0,0,8,9,3,0,0,0,0,24,0,0,0,0,0,0,0,3,0,4,7,25,55,88,31,13,11,0,0,216,0,0,0,6,11,9,25,9,3,56,0,9,5,25,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,10,26,120,58,55,50,10,6,340,0,0,0,3,0,5,17,8,6,45,0,3,14,21,16,13,9,0,0,72,0,0,0,0,0,0,5,9,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,3,4,10,0,3,6,22,0,0,5,10,10,4,3,0,0,29,0,14,17,61,21,17,8,5,0,144,0,12,4,18,23,9,9,11,4,89,0,3,6,3,0,3,0,0,0,17
POA2166,0,0,0,0,0,0,8,10,0,18,0,0,0,0,0,5,4,0,0,8,0,0,0,7,5,12,3,0,0,34,0,0,3,11,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,3,5,31,75,120,27,11,8,3,0,281,0,0,0,9,4,15,17,13,10,59,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,10,29,109,42,41,21,6,5,264,0,0,0,6,0,3,16,5,16,54,0,9,18,53,50,26,11,3,4,172,0,0,0,0,0,5,9,3,5,17,0,0,0,5,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,0,14,0,0,4,19,5,3,8,0,0,36,0,7,27,247,58,53,30,4,0,427,0,5,0,6,12,5,11,8,0,40,0,0,3,9,0,0,0,0,0,20
POA2167,0,0,0,0,0,0,0,6,0,3,0,0,0,0,5,5,3,3,8,24,0,0,0,0,0,0,0,0,0,0,0,6,24,194,10,4,0,0,0,239,0,0,0,0,0,0,0,5,0,8,0,9,30,50,17,15,6,0,0,125,0,0,0,4,0,0,4,0,0,12,0,5,8,30,3,4,0,0,0,52,0,0,0,0,0,0,0,0,0,4,0,4,19,91,37,51,23,6,4,224,0,0,0,6,6,9,10,6,4,33,0,0,10,15,11,5,3,0,0,55,0,0,0,0,3,0,3,4,3,17,0,0,0,4,0,0,0,0,0,13,0,0,0,7,5,5,0,6,4,26,0,4,0,4,0,3,7,0,6,23,0,0,0,0,3,3,0,0,0,9,0,0,8,19,4,9,3,0,0,35,0,0,0,5,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,11
POA2168,0,0,0,0,0,8,13,20,10,39,0,0,0,13,8,12,11,5,5,46,0,0,0,0,0,11,0,0,0,14,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,6,6,6,13,3,65,97,148,60,29,21,7,0,428,0,0,0,10,9,29,30,6,4,89,0,4,11,30,12,9,0,0,0,70,0,0,0,0,0,0,5,0,0,3,0,4,13,117,57,116,85,18,11,421,0,0,0,3,10,19,11,5,0,53,0,27,26,65,52,60,26,9,0,254,0,0,0,0,0,5,5,10,0,21,0,0,0,0,3,5,4,0,0,8,0,0,0,0,4,0,3,0,0,10,0,0,0,9,0,3,6,0,3,22,0,0,0,5,0,0,0,0,0,8,0,0,4,51,25,29,9,0,0,113,0,4,0,14,19,5,8,0,0,50,0,6,10,6,0,0,0,0,0,19
POA2170,0,0,0,0,0,7,42,38,12,102,0,0,6,24,12,19,34,11,13,113,0,0,7,27,7,3,9,0,0,56,4,0,57,246,17,10,12,0,0,349,0,0,0,0,0,0,8,7,3,30,10,69,152,379,129,96,28,15,0,885,0,5,13,111,68,96,84,35,6,418,10,50,76,330,85,38,11,0,0,608,0,0,0,3,4,0,0,0,0,8,0,32,71,465,237,266,135,37,21,1257,0,0,0,32,33,68,68,28,20,251,0,17,23,93,76,77,36,8,0,332,0,0,0,10,7,9,18,13,13,72,5,5,4,16,9,7,12,0,0,51,0,5,11,26,30,23,26,8,5,140,0,0,3,33,28,26,24,15,3,128,0,0,0,31,6,11,9,0,0,55,0,5,17,145,46,29,14,6,0,260,0,11,19,71,60,41,23,16,0,234,0,18,11,33,5,4,0,7,0,78
POA2171,0,0,0,0,9,10,31,20,0,61,0,0,0,5,5,0,11,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,4,52,75,102,45,16,8,0,0,305,0,0,0,19,27,21,25,10,0,102,0,13,21,53,24,9,0,0,0,121,0,0,0,0,0,0,0,0,0,3,0,0,22,142,82,134,82,18,5,483,0,0,0,18,9,11,7,0,0,46,0,3,6,15,18,23,8,5,0,88,0,0,0,0,0,10,0,6,0,16,0,0,0,0,3,4,3,0,0,20,0,0,0,19,17,7,5,6,0,46,0,0,0,5,6,11,4,3,0,29,0,0,0,0,4,0,0,0,0,5,0,0,0,53,17,12,3,4,0,95,0,0,4,25,24,13,7,6,0,71,0,5,4,17,0,3,0,0,0,31
POA2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,5,0,0,11,0,0,0,0,0,0,4,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,8,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA2173,0,0,0,0,0,0,0,5,0,8,0,0,0,4,4,12,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,28,3,0,0,0,0,39,0,0,0,4,3,0,0,0,0,8,0,11,19,38,23,15,4,3,0,107,0,0,0,6,3,3,4,3,0,21,0,0,0,9,3,3,0,0,0,18,0,0,0,6,0,0,0,0,0,4,0,0,9,54,28,56,32,13,3,184,0,0,0,4,3,3,0,0,0,10,0,0,0,3,10,5,0,0,0,16,0,0,0,0,6,3,0,0,0,13,0,5,0,0,0,0,0,0,0,6,0,6,3,20,7,10,13,5,0,56,0,0,0,12,5,8,0,0,0,26,0,0,0,3,4,0,0,0,0,6,0,0,0,21,10,3,5,0,0,33,0,0,0,0,0,0,5,0,0,5,6,4,4,15,0,0,0,0,0,19
