POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA2000,0,16,0,340,5,5,4,0,8,7,0,4,0,8,35,74,0,0,0,0,0,0,0,0,0,0,3,8,189,84,23,144,62,203,33,93,33,155,38,1059
POA2007,0,0,0,81,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,64,24,5,53,15,54,10,32,7,39,8,313
POA2008,0,0,0,121,4,0,0,4,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,80,24,4,50,21,57,5,14,5,21,13,289
POA2009,0,8,0,416,3,0,0,4,0,0,0,3,0,0,17,30,0,0,0,0,0,0,0,0,0,0,8,10,233,37,15,161,55,167,22,57,14,89,26,894
POA2010,6,6,0,551,6,0,0,4,4,3,0,0,0,0,23,37,0,0,0,0,0,0,0,0,0,0,3,9,283,52,12,185,98,129,13,53,19,56,31,935
POA2011,0,9,0,278,3,0,0,3,3,6,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,6,114,16,5,102,46,94,8,30,0,44,15,485
POA2015,0,0,0,478,6,0,0,3,0,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,6,270,52,12,232,89,102,28,37,12,35,19,869
POA2016,0,6,0,357,0,0,0,4,0,0,0,0,0,6,10,26,0,0,0,0,0,0,0,0,0,0,0,0,167,42,9,185,53,99,8,27,14,56,18,676
POA2017,9,12,3,497,6,0,0,9,0,0,0,4,0,0,34,47,4,0,0,0,0,0,0,0,0,0,10,9,278,76,32,267,133,261,48,105,49,164,44,1450
POA2018,4,17,0,587,8,0,3,9,4,4,0,4,5,9,44,93,0,0,0,0,0,0,0,0,0,4,7,14,456,112,30,421,149,337,63,124,58,266,64,2084
POA2019,3,3,0,634,16,3,0,8,0,10,0,0,0,4,38,90,3,0,0,3,4,0,0,0,0,0,3,18,519,94,23,468,139,248,41,67,37,111,44,1801
POA2020,0,14,3,502,13,3,3,6,0,8,0,6,6,7,34,78,0,0,0,0,0,0,0,0,0,0,9,14,444,116,52,348,142,321,61,150,51,232,47,1960
POA2021,10,17,0,917,14,0,0,13,3,3,0,0,0,0,41,82,0,0,0,0,0,0,0,0,0,0,5,6,420,53,11,333,95,210,22,55,12,41,40,1302
POA2022,5,11,0,784,11,6,0,8,3,6,0,0,0,10,23,71,0,0,0,0,0,0,0,0,0,0,4,6,397,59,20,303,90,221,16,52,17,80,27,1279
POA2023,4,27,0,794,20,4,0,11,4,17,0,0,9,8,46,117,0,0,5,0,0,0,0,0,0,0,0,11,294,65,14,280,62,283,17,83,25,72,51,1247
POA2024,0,15,0,892,20,4,0,12,4,15,0,7,3,9,27,103,6,0,0,3,0,0,0,0,0,0,7,14,390,52,12,381,85,239,10,68,11,63,37,1348
POA2025,0,7,0,471,4,7,0,3,9,3,0,4,0,4,25,59,0,0,0,6,0,0,0,0,0,0,0,3,205,39,6,169,37,133,13,41,0,26,30,694
POA2026,14,26,5,1771,28,7,3,30,8,18,4,3,6,7,71,191,6,0,0,0,0,0,0,0,0,0,19,32,762,145,48,846,223,502,59,142,43,136,103,3015
POA2027,0,15,5,382,9,4,0,3,0,9,0,4,0,3,23,43,5,0,0,0,0,0,0,0,0,0,6,7,137,36,18,122,37,117,5,30,5,36,23,571
POA2028,3,6,6,260,4,4,0,0,0,4,0,3,0,0,16,33,3,0,0,0,0,0,0,0,0,0,0,4,98,19,9,84,31,100,4,24,4,21,21,412
POA2029,0,13,0,617,13,0,0,18,4,12,3,0,0,0,25,76,0,0,0,0,0,3,0,0,0,0,0,8,276,74,14,315,57,178,22,60,16,57,24,1087
POA2030,13,44,0,1305,9,8,5,36,0,26,0,9,3,16,62,185,4,0,0,0,4,0,0,5,4,5,3,28,462,127,27,536,71,435,38,127,34,141,68,2062
POA2031,7,21,0,2001,34,6,0,30,10,21,0,9,3,12,88,207,3,0,3,6,0,5,0,0,0,6,8,23,1067,166,33,954,269,584,63,146,41,194,102,3609
POA2032,4,22,0,625,10,6,0,3,8,4,0,5,0,7,35,89,3,0,0,0,0,0,0,0,0,0,9,15,375,81,14,346,97,209,41,93,31,162,48,1493
POA2033,0,12,0,462,0,4,0,7,4,0,0,0,0,5,28,57,0,0,0,3,0,0,0,0,0,0,0,6,252,50,17,258,66,183,13,52,24,78,33,1021
POA2034,5,16,0,1263,24,5,0,28,9,10,0,4,0,10,45,128,4,0,0,6,0,0,0,0,0,0,5,13,578,97,23,575,146,325,41,81,18,118,53,2058
POA2035,8,38,0,1914,36,9,6,24,6,22,0,9,6,32,87,234,3,6,0,7,0,4,0,0,4,3,16,34,1141,220,65,1049,282,589,95,200,72,373,104,4197
POA2036,14,34,0,1481,39,5,7,31,10,16,0,9,12,29,96,258,5,0,0,8,0,0,3,0,0,7,13,36,1023,244,56,1001,255,634,112,234,102,415,118,4190
POA2037,6,13,0,653,11,0,0,6,0,0,0,0,0,5,31,54,0,0,0,0,0,0,0,0,0,0,5,4,365,44,16,265,68,161,27,51,23,97,36,1152
POA2038,5,6,0,696,10,0,0,0,0,3,0,0,0,0,26,43,0,0,0,0,0,0,0,0,0,0,6,8,378,41,7,280,91,145,4,43,11,35,28,1066
POA2039,0,5,0,692,5,0,4,5,0,7,0,0,0,0,12,40,0,0,0,0,0,0,0,0,0,0,0,3,376,28,12,242,81,158,13,31,9,40,20,1003
POA2040,10,11,0,1693,32,0,0,16,3,8,0,6,0,7,46,129,0,0,4,0,0,0,0,0,0,0,0,7,986,112,20,803,241,367,62,100,29,113,55,2881
POA2041,8,11,0,1303,19,5,0,9,5,5,0,3,0,6,38,94,5,0,5,0,0,0,0,0,0,0,7,12,620,63,17,464,126,326,16,71,17,69,44,1826
POA2042,7,6,0,696,21,0,0,0,0,7,0,0,0,4,28,62,0,0,0,0,0,0,0,0,0,0,0,4,420,60,15,354,92,150,22,68,14,88,27,1303
POA2043,3,0,0,413,0,0,0,0,0,3,0,0,0,0,14,24,0,0,0,0,0,0,0,0,0,0,0,0,261,26,11,183,59,98,16,24,4,25,16,719
POA2044,4,5,0,337,4,0,0,3,0,5,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,244,37,13,214,71,103,14,43,12,69,20,846
POA2045,0,12,0,585,12,3,0,7,3,6,0,0,0,4,19,54,0,0,0,0,0,0,0,0,0,0,4,3,283,54,10,257,53,126,20,48,11,89,20,967
POA2046,10,32,0,1798,26,8,3,17,6,11,4,7,0,5,71,155,7,0,5,0,3,0,0,0,3,0,11,27,994,186,65,913,255,544,82,165,61,256,91,3613
POA2047,5,15,0,817,8,0,0,5,3,4,0,3,0,9,15,50,0,0,0,0,0,0,0,0,0,0,0,4,367,66,22,358,100,213,26,64,17,91,22,1352
POA2048,0,0,0,421,8,0,0,3,0,0,0,0,0,7,6,25,0,0,0,0,0,0,0,0,0,0,0,4,242,35,6,206,52,101,9,20,10,48,5,745
POA2049,5,7,0,614,9,3,0,5,0,0,0,0,0,0,27,42,0,0,0,0,0,0,0,0,0,3,3,8,377,52,8,306,73,138,28,57,9,71,30,1151
POA2050,0,4,0,257,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,5,166,27,6,132,28,65,6,23,5,24,8,497
POA2060,5,16,0,697,12,4,0,8,0,7,0,5,0,3,32,64,0,0,0,0,0,0,0,0,0,0,4,6,375,53,8,236,86,204,15,56,13,70,41,1163
POA2061,4,8,0,224,0,0,0,0,0,4,0,0,0,3,14,19,0,0,0,0,0,0,0,0,0,0,0,0,98,15,7,48,24,66,7,17,3,27,14,326
POA2062,3,9,0,568,8,3,0,4,0,8,0,0,0,0,16,41,0,0,0,0,0,0,0,0,0,0,5,0,287,25,8,201,53,133,18,38,11,33,22,832
POA2063,3,23,0,701,12,0,0,12,0,9,0,4,0,0,25,75,0,0,0,0,0,3,0,0,0,0,0,8,257,43,3,270,38,209,14,53,7,68,29,996
POA2064,3,11,0,600,7,0,0,3,0,6,0,4,0,0,39,69,6,0,0,0,0,0,0,0,0,0,4,11,403,65,10,281,64,270,22,60,17,88,45,1324
POA2065,16,27,4,1994,24,0,0,29,9,9,3,5,0,6,78,165,4,0,0,3,0,0,0,0,0,0,18,25,1055,114,33,798,272,567,47,122,56,166,106,3333
POA2066,19,42,0,2737,48,8,5,25,5,21,0,13,0,6,88,226,4,0,0,0,0,3,0,0,0,6,8,14,1476,206,57,1162,278,794,67,217,62,207,100,4622
POA2067,11,45,0,1398,15,7,5,12,5,19,0,6,4,13,100,181,0,0,0,0,0,0,0,0,0,3,22,23,870,198,59,615,167,727,51,186,65,351,124,3425
POA2068,7,34,3,1708,24,3,0,24,7,29,5,5,3,12,65,163,0,0,0,0,0,0,0,0,0,0,10,17,777,117,22,727,139,463,38,108,29,176,75,2671
POA2069,6,36,6,1402,22,7,0,21,4,18,5,10,3,14,53,150,5,0,0,0,0,0,0,0,0,0,3,10,637,138,12,563,90,461,21,130,35,158,66,2317
POA2070,9,39,0,1298,17,6,3,18,3,20,0,6,0,7,75,153,0,0,0,0,0,0,0,0,0,0,10,16,658,133,22,513,115,447,40,95,37,173,85,2308
POA2071,13,40,0,1111,22,4,0,14,6,11,0,4,0,13,80,155,4,0,0,0,0,0,0,0,0,3,3,10,545,113,26,448,90,389,26,128,27,230,94,2109
POA2072,3,16,0,606,14,0,0,5,3,6,0,0,3,9,44,94,0,3,0,0,0,5,0,0,0,0,4,15,355,78,18,266,52,252,17,76,16,130,48,1310
POA2073,3,45,3,1730,37,13,0,22,6,16,0,0,3,9,84,196,0,0,0,0,0,3,0,0,0,0,7,15,887,144,38,729,112,473,47,118,26,208,93,2883
POA2074,6,38,0,2164,34,0,0,24,9,19,0,4,0,10,74,178,0,0,0,0,0,3,0,0,0,3,10,20,1105,153,32,954,160,601,58,173,41,236,81,3589
POA2075,7,50,3,1915,31,3,4,24,7,26,3,0,8,18,86,216,0,0,0,3,0,0,3,0,0,0,6,18,1037,165,34,829,172,643,63,146,48,258,98,3487
POA2076,10,48,4,2190,35,10,0,40,8,28,3,10,3,11,103,252,0,0,5,4,0,3,0,0,0,7,11,32,1196,177,35,1059,194,637,58,168,46,261,115,3949
POA2077,7,17,0,1859,33,9,8,33,6,16,4,5,0,22,127,280,0,0,3,0,0,3,0,0,0,6,16,34,1729,315,89,1453,334,1152,93,327,95,415,147,6148
POA2079,6,3,0,476,15,4,0,11,4,12,0,0,0,4,16,65,0,0,0,0,0,0,0,0,0,0,4,10,370,68,14,358,88,179,15,62,21,72,24,1273
POA2080,0,0,0,94,0,0,6,7,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,79,15,0,81,8,33,3,25,3,17,4,278
POA2081,3,5,0,360,9,5,0,5,6,6,0,6,0,5,10,45,0,0,0,0,0,0,0,0,0,0,0,0,243,56,3,299,65,104,11,37,9,42,16,888
POA2082,0,3,0,331,11,0,0,8,0,0,0,0,0,0,13,33,0,0,0,0,0,0,0,0,0,0,0,0,240,52,14,316,51,92,15,31,3,56,15,870
POA2083,0,0,0,69,3,0,0,0,0,0,0,0,0,5,6,22,0,0,0,0,0,0,0,0,0,0,6,3,28,17,4,55,17,22,4,17,3,8,9,188
POA2084,5,6,0,273,3,0,0,8,5,0,0,4,0,0,14,36,0,0,0,0,0,0,0,0,0,0,0,0,136,48,5,144,28,74,24,32,15,35,14,551
POA2085,4,6,0,965,14,7,4,21,9,3,3,0,0,10,29,101,0,0,0,0,0,0,0,0,0,0,0,8,509,80,23,567,112,229,29,66,21,97,35,1770
POA2086,8,19,4,1243,14,4,0,24,3,5,0,3,6,11,35,113,0,0,0,0,0,0,0,0,0,3,3,11,674,101,29,771,140,313,56,95,39,159,44,2410
POA2087,0,17,0,1201,29,3,0,18,7,12,0,0,0,9,32,108,0,0,3,8,0,0,0,0,0,3,0,12,597,128,20,640,117,321,39,93,18,129,31,2146
POA2088,14,63,7,2312,43,6,0,35,9,38,5,20,5,14,91,259,7,0,0,3,0,0,0,0,0,0,8,23,943,145,30,754,166,778,32,197,42,199,108,3388
POA2089,5,11,0,570,11,0,0,5,0,5,0,0,0,0,21,47,0,0,0,0,0,0,0,0,0,0,5,9,315,35,11,238,79,169,12,35,8,46,22,970
POA2090,6,15,0,849,16,0,0,4,0,8,0,4,3,5,29,71,0,0,0,0,3,0,0,0,0,0,4,13,418,60,14,326,92,242,14,56,29,77,37,1366
POA2092,4,17,0,831,19,0,0,16,4,10,0,4,0,5,34,92,0,0,5,0,0,0,0,0,0,0,3,9,346,37,8,358,69,225,8,54,9,71,34,1229
POA2093,12,42,4,2161,47,6,3,44,9,19,0,7,3,16,80,227,0,0,7,6,0,0,0,0,6,0,3,22,960,163,34,1080,200,555,52,174,40,162,85,3500
POA2094,6,14,0,520,10,3,0,12,0,3,3,3,0,0,16,58,0,0,0,0,0,0,0,0,0,0,6,4,210,36,7,241,57,114,19,33,3,39,18,783
POA2095,3,20,0,979,22,3,3,15,5,16,0,3,0,11,36,108,0,0,0,0,0,0,0,0,0,0,3,11,394,90,14,369,110,331,27,72,8,74,42,1529
POA2096,6,14,0,1084,24,0,0,13,3,8,0,7,0,0,44,114,0,0,0,0,0,0,0,0,0,0,7,4,514,93,24,517,147,300,32,84,22,75,51,1862
POA2097,3,22,0,1098,17,0,0,24,3,21,3,11,6,10,37,134,0,0,0,4,0,0,0,0,0,0,3,14,555,133,33,721,174,331,48,101,33,143,49,2301
POA2099,11,28,7,2060,37,6,0,52,10,23,4,13,9,27,116,302,0,4,3,0,3,0,0,0,0,7,10,36,1290,317,79,1584,433,749,145,271,96,337,136,5443
