POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA2000,9,67,0,1052,4,0,0,0,0,6,5,3,0,6,128,159,3,5,5,0,0,0,0,0,0,4,25,43,1017,322,108,408,161,463,137,415,97,736,162,4014
POA2007,0,0,0,155,0,0,0,0,0,0,0,0,0,3,17,23,0,0,0,0,0,0,0,0,0,0,0,6,216,62,16,106,44,109,18,67,19,124,25,808
POA2008,0,4,0,284,0,0,0,0,0,3,0,0,0,0,41,48,0,0,0,0,0,0,0,0,0,0,9,10,423,79,34,162,54,162,31,89,21,175,52,1273
POA2009,3,32,0,631,0,0,0,0,0,0,0,4,0,3,46,61,3,0,0,0,0,0,0,0,0,0,9,10,599,97,35,226,73,222,35,149,29,360,52,1876
POA2010,6,31,3,1690,9,0,0,4,3,5,0,0,4,6,93,119,5,0,0,0,0,0,0,0,0,6,18,33,1743,176,52,488,154,402,65,190,45,390,125,3835
POA2011,10,50,0,1091,0,0,0,0,5,4,0,0,0,0,90,106,3,0,0,0,0,0,0,0,0,3,6,20,1026,105,26,318,95,304,54,151,34,315,101,2533
POA2015,0,3,0,657,0,0,0,0,4,0,0,0,0,0,53,59,0,0,0,0,0,0,0,0,0,0,11,14,894,68,20,262,76,162,26,59,13,101,62,1743
POA2016,0,3,0,585,0,0,0,0,0,0,0,0,0,0,49,53,0,0,0,0,0,0,0,0,0,3,7,9,670,58,28,214,69,168,40,87,22,229,63,1637
POA2017,0,6,0,1136,3,0,0,0,3,0,0,0,4,0,138,161,3,0,0,0,0,0,0,0,3,0,23,29,1821,192,90,614,254,462,109,223,90,597,183,4637
POA2018,0,8,3,420,0,0,4,0,0,0,0,0,3,0,47,63,4,0,0,0,0,0,0,0,0,13,18,31,745,93,26,282,123,239,47,143,45,581,79,2389
POA2019,0,0,0,228,0,0,0,0,0,0,0,0,0,0,36,37,4,0,0,0,0,0,0,0,0,0,14,18,416,41,14,178,78,109,23,63,25,256,50,1258
POA2020,0,10,0,418,4,0,0,5,3,0,4,0,3,5,98,123,0,0,4,0,0,0,0,0,0,3,11,26,839,172,56,346,134,289,84,184,50,432,123,2708
POA2021,0,43,0,820,0,0,0,0,0,0,0,0,0,3,37,44,0,0,0,0,0,0,0,0,0,5,0,16,689,86,19,207,54,181,25,116,22,306,46,1752
POA2022,6,20,0,497,6,0,0,0,0,0,0,0,0,0,42,53,0,0,0,0,0,0,0,0,0,3,10,10,541,88,21,192,66,150,28,111,27,327,54,1611
POA2023,6,75,0,528,0,0,0,3,0,0,0,0,0,6,32,39,0,0,0,0,0,3,0,0,6,3,5,15,285,94,11,185,36,117,9,128,23,266,35,1190
POA2024,0,22,0,403,0,0,0,0,3,0,0,0,0,0,31,30,0,0,0,0,0,0,0,0,3,3,0,5,409,63,14,147,35,90,23,75,22,188,34,1095
POA2025,0,41,0,384,0,0,0,0,0,0,0,4,0,0,30,36,0,0,3,0,0,0,0,0,0,6,3,11,245,36,3,94,16,89,9,93,13,202,36,836
POA2026,4,23,0,1385,7,0,0,0,6,6,0,0,0,10,96,125,0,0,4,0,0,0,0,0,0,8,17,44,1510,186,48,471,130,333,59,227,44,567,133,3717
POA2027,0,97,0,569,0,0,0,0,0,3,0,0,0,3,49,61,0,0,0,0,0,0,0,0,0,8,7,20,312,70,6,126,24,117,19,109,24,320,67,1182
POA2028,0,32,0,297,3,0,0,0,0,0,0,0,0,0,14,25,0,0,0,0,0,0,0,0,0,8,3,14,211,32,11,63,14,75,9,48,6,150,20,632
POA2029,4,48,0,417,0,0,0,0,0,0,0,0,0,3,27,33,0,0,3,0,0,0,0,0,0,4,9,26,312,68,18,150,40,103,20,99,20,295,40,1156
POA2030,6,110,0,505,0,0,0,0,0,0,0,0,0,0,35,41,0,0,0,3,0,0,0,4,0,8,0,23,236,87,16,152,25,133,19,141,23,417,42,1288
