POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2140,189,280,75,12,554,91,50,697,3,13,3,0,19,9,4,35,55,94,27,0,178,45,19,235,57,108,33,0,201,53,17,272,129,152,43,24,344,177,74,604,342,445,103,50,931,313,109,1351,944,960,231,87,2225,740,446,3405,413,316,93,30,858,232,151,1234,0,0,0,0,0,0,0,0,1825,1869,473,192,4356,1466,773,6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,27,4,6,40,3,20,0,0,27,4,6,40,3,8,0,0,8,25,8,40,2079,2283,579,210,5150,1640,854,7641
POA2141,1053,2008,584,116,3763,657,274,4690,87,53,17,7,169,65,17,247,254,635,198,10,1099,152,100,1351,337,684,221,20,1267,214,117,1591,123,112,74,29,349,234,69,647,141,129,55,27,349,100,83,532,636,445,149,61,1293,420,194,1912,375,214,74,28,685,185,89,964,28,35,11,0,73,34,19,132,1310,936,367,144,2755,973,455,4186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,3,31,13,6,48,8,13,8,3,31,13,6,48,3,4,0,0,6,15,7,25,2717,3648,1177,279,7817,1870,857,10538
POA2142,584,1497,500,64,2644,527,178,3348,45,40,22,0,106,106,8,221,145,325,92,11,571,133,57,764,189,359,112,11,678,237,69,984,198,218,67,19,498,395,94,985,297,363,141,38,834,410,124,1370,520,428,123,57,1127,361,183,1673,124,84,26,14,253,198,47,496,7,38,6,0,46,19,3,66,1145,1128,355,134,2763,1374,450,4591,0,0,5,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,7,3,17,0,7,5,0,12,7,3,24,7,6,3,0,17,25,4,47,1921,3003,970,209,6111,2175,700,8990
POA2143,381,913,298,25,1614,320,78,2012,11,31,3,0,50,19,4,70,19,67,20,0,113,22,6,139,34,100,22,3,158,38,10,206,44,45,25,0,118,143,11,268,44,64,20,0,129,32,4,170,58,89,32,7,178,38,8,228,0,0,0,0,0,0,0,0,4,20,6,6,39,14,3,58,149,219,78,16,474,224,38,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,4,16,3,0,5,0,3,3,4,16,4,6,0,0,3,3,0,5,566,1234,401,47,2247,593,130,2969
POA2144,821,2197,587,90,3690,617,307,4615,18,48,14,0,78,49,19,147,184,377,136,13,712,174,70,954,205,424,145,18,789,222,89,1102,297,351,132,65,849,352,208,1413,249,339,94,35,720,192,210,1119,267,290,70,40,666,183,160,1004,455,423,86,58,1025,196,241,1465,31,72,17,3,122,35,21,186,1313,1471,398,206,3383,966,844,5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,21,6,9,30,6,13,4,0,21,10,9,38,10,6,7,0,25,19,6,49,2345,4115,1130,316,7904,1824,1253,10982
POA2145,3207,6797,1782,201,11983,2142,386,14510,284,759,201,27,1267,615,57,1940,592,1665,416,37,2711,612,136,3461,877,2427,619,67,3977,1228,193,5401,264,617,102,29,1015,453,65,1530,447,848,190,46,1532,668,149,2354,1007,1641,235,74,2955,765,256,3973,123,289,24,3,444,70,23,538,34,53,14,3,98,36,6,140,1871,3451,568,154,6046,1989,497,8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,4,0,0,4,3,0,3,8,16,4,0,38,28,8,69,5967,12694,2967,420,22051,5387,1082,28521
POA2146,883,1852,468,60,3254,633,131,4016,75,145,45,4,271,130,12,411,142,414,141,9,707,113,40,863,221,559,181,17,978,248,52,1277,30,33,11,4,76,64,12,152,23,46,11,3,80,17,11,112,168,328,42,21,562,142,35,743,0,0,0,0,0,0,0,0,11,15,0,0,25,14,5,42,238,420,59,27,744,235,64,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,4,9,6,5,6,0,6,9,0,14,1344,2835,711,104,4996,1119,242,6354
POA2147,2635,4646,1438,181,8897,1993,305,11196,17,23,15,0,67,69,9,149,115,178,109,7,416,269,11,700,135,211,126,12,481,342,23,847,14,9,3,0,28,204,3,236,0,0,0,0,0,9,0,8,85,73,9,5,168,78,13,260,0,0,0,0,0,0,0,0,28,30,12,4,75,31,10,118,130,113,25,6,268,321,32,623,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,9,3,0,0,15,3,0,19,7,3,0,0,22,10,0,30,0,4,0,0,4,14,0,16,2908,4976,1592,200,9672,2682,354,12716
POA2148,3469,6442,2121,281,12315,2771,556,15644,154,224,113,6,498,298,27,827,440,1211,319,40,2016,502,117,2632,600,1435,428,51,2516,804,139,3457,48,23,20,6,93,237,12,344,0,5,0,0,6,9,0,13,524,647,210,51,1429,570,151,2159,65,66,21,13,156,43,22,219,42,39,18,0,103,40,20,166,676,781,264,67,1792,897,209,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,3,13,5,0,0,23,11,0,38,4762,8666,2815,405,16650,4485,907,22040
POA2150,225,420,114,15,774,195,85,1063,26,34,17,5,84,39,12,126,137,199,71,15,423,139,37,595,165,235,88,18,505,174,48,726,310,327,81,47,762,364,153,1282,723,741,217,82,1760,870,358,2986,507,618,146,37,1310,550,186,2050,1452,1573,253,131,3412,1328,580,5319,6,6,0,0,9,5,4,14,2997,3259,701,292,7250,3115,1281,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,11,0,102,24,19,140,22,65,11,0,102,24,19,140,8,4,5,0,17,20,7,45,3430,3981,916,328,8651,3528,1444,13624
POA2151,848,1667,353,30,2901,516,64,3489,26,49,21,0,102,67,0,168,167,349,107,12,641,201,34,875,192,400,130,12,737,268,35,1039,110,81,44,7,237,329,26,592,241,224,151,27,640,515,88,1248,226,239,95,23,588,281,50,918,109,99,44,4,258,70,30,361,7,9,4,0,16,4,0,24,688,657,338,58,1736,1204,198,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,0,0,0,5,4,0,8,1731,2724,823,104,5377,1999,308,7680
POA2152,532,973,234,21,1755,317,62,2131,49,48,43,3,141,134,6,281,139,192,64,5,404,150,15,563,183,242,106,6,539,281,25,844,107,5,11,8,126,269,4,401,97,98,60,10,259,154,15,430,123,130,58,10,323,167,33,518,0,0,0,0,0,0,0,0,4,12,0,0,14,8,0,20,330,242,125,23,726,596,47,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1054,1456,466,49,3025,1196,131,4351
POA2153,3732,8389,1414,87,13620,1714,207,15540,102,96,34,0,236,200,0,438,391,900,205,18,1520,363,38,1913,487,1002,243,18,1749,564,41,2354,90,62,28,4,181,276,15,464,128,147,63,7,347,163,15,527,362,240,84,8,698,296,46,1040,186,125,46,14,369,147,38,550,15,32,0,0,48,28,0,74,789,604,228,32,1651,905,109,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,3,0,28,6,0,32,5020,10003,1881,139,17045,3183,365,20591
POA2154,2475,5282,843,63,8666,983,100,9748,45,31,14,4,91,132,3,229,220,531,152,13,917,270,16,1208,268,562,165,14,1007,407,20,1436,92,89,27,5,213,238,3,456,156,170,70,3,408,155,16,579,192,150,43,11,394,189,13,601,104,90,39,5,239,100,16,361,4,18,0,0,18,7,0,27,554,515,179,28,1276,697,53,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,0,7,3300,6356,1192,104,10955,2099,177,13224
POA2155,3479,11968,1545,88,17081,1230,195,18502,38,43,15,4,108,62,8,178,261,713,172,8,1154,165,39,1358,301,764,191,11,1264,227,45,1532,19,13,14,0,51,17,0,61,46,63,28,0,140,67,6,204,544,427,233,34,1247,688,107,2042,35,28,7,4,72,37,3,111,0,14,9,0,22,12,0,39,645,547,294,41,1526,814,117,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5,0,31,12,0,50,4439,13290,2030,144,19895,2290,352,22542
POA2156,1040,1899,265,16,3214,324,24,3567,164,3,3,0,178,190,4,367,58,47,24,0,128,73,0,202,231,53,29,0,308,261,4,567,12,0,0,0,12,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,17,8,0,29,24,6,0,0,35,34,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,1289,1959,287,16,3555,627,28,4208
POA2157,332,554,118,3,1014,151,26,1192,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,8,3,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,4,336,563,124,3,1028,154,24,1209
POA2158,604,1173,205,17,2001,267,31,2301,19,4,7,0,23,25,0,55,25,83,32,0,148,24,3,174,42,90,37,0,170,54,3,230,20,0,5,0,20,77,5,102,3,0,0,0,4,7,0,14,30,0,0,0,34,31,0,66,0,0,0,0,0,0,0,0,10,4,3,0,18,8,0,15,58,11,4,0,72,125,5,196,5,0,0,0,0,0,0,6,11,3,3,0,16,27,3,48,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,8,11,11,6,0,28,36,6,64,0,0,0,0,3,3,0,7,720,1286,251,22,2274,477,37,2794
POA2159,429,676,127,9,1236,200,29,1473,14,0,0,0,14,29,4,48,3,5,3,0,13,10,4,22,19,5,3,0,33,40,7,71,28,4,3,0,32,59,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,9,25,8,3,0,37,62,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,4,0,0,3,0,0,4,0,6,0,0,3,9,0,8,477,691,136,12,1312,304,37,1658
POA2160,1016,2851,801,113,4784,946,208,5937,65,113,51,3,232,176,22,433,211,637,207,23,1074,179,44,1305,276,752,263,26,1309,359,66,1740,89,87,47,12,230,307,42,579,284,458,243,45,1031,628,147,1809,283,380,227,40,925,488,122,1531,89,84,33,9,214,88,34,339,16,30,18,0,64,18,5,92,763,1033,570,104,2466,1539,348,4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,4,19,8,0,40,11,7,58,10,25,8,0,42,11,7,62,11,17,7,0,29,17,9,49,2062,4678,1648,244,8634,2867,636,12139
POA2161,977,2841,937,97,4851,879,195,5925,59,105,69,7,239,237,14,485,174,452,162,17,808,270,28,1103,233,556,232,26,1046,503,38,1593,53,39,27,9,130,194,21,337,159,246,125,22,549,319,80,949,143,200,116,17,475,277,36,788,0,0,0,0,0,0,0,0,17,58,16,0,92,21,7,125,363,549,288,48,1251,806,140,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,9,0,7,3,0,3,0,4,9,9,19,3,0,25,11,0,44,1577,3959,1465,172,7180,2202,387,9770
POA2162,669,1926,724,80,3391,687,114,4194,41,73,38,3,156,94,4,256,76,246,85,8,412,120,10,549,110,323,128,7,572,218,10,802,49,63,50,3,170,190,6,372,25,39,33,11,107,55,5,168,14,31,13,0,60,27,3,95,0,0,0,0,0,0,0,0,22,52,23,0,101,33,4,129,116,183,115,22,433,310,20,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,5,12,5,0,0,0,3,7,5,12,3,3,3,0,13,6,0,21,898,2435,972,108,4416,1231,144,5787
POA2163,278,766,412,38,1496,372,57,1925,6,15,3,0,22,28,0,50,16,53,25,0,94,25,4,122,24,68,29,0,118,52,7,177,37,80,78,10,206,203,14,423,70,66,71,9,217,270,13,502,15,9,3,0,26,13,0,45,0,0,0,0,0,0,0,0,4,12,5,0,22,9,3,31,122,171,158,15,471,500,30,996,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,5,0,25,20,0,44,15,8,5,0,28,21,0,47,4,0,0,0,3,5,0,10,447,1012,608,54,2117,956,92,3160
POA2164,1055,2343,882,69,4351,843,83,5274,34,67,28,5,134,58,4,199,62,224,103,11,395,63,3,463,99,287,131,13,529,121,6,662,60,46,24,6,140,213,0,359,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,12,0,71,20,6,94,82,79,42,3,210,242,9,456,3,0,0,0,9,49,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,0,8,47,4,60,5,11,0,0,18,0,0,19,1241,2726,1055,91,5114,1255,105,6473
POA2165,1371,3636,1420,150,6576,1111,176,7859,66,123,57,9,255,123,12,393,197,872,360,22,1459,194,20,1670,261,1002,425,31,1714,313,35,2064,140,178,127,17,468,409,16,890,106,151,110,21,387,199,22,603,200,294,192,40,726,325,19,1072,109,152,97,13,373,165,16,554,23,82,30,4,134,29,12,176,585,859,556,89,2088,1134,80,3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,0,9,0,0,0,0,8,9,0,12,9,26,3,0,42,19,0,59,2233,5520,2402,273,10429,2577,288,13296
POA2166,1464,3976,1983,259,7685,1249,295,9230,29,54,36,0,122,100,3,223,374,938,671,73,2050,453,108,2605,407,988,709,70,2173,555,111,2836,137,235,216,25,612,286,46,948,345,412,329,52,1135,533,124,1791,105,175,139,20,443,210,30,681,0,0,0,0,0,0,0,0,32,56,39,5,128,49,13,194,618,878,719,107,2327,1075,212,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,8,17,3,32,6,6,3,0,13,15,3,36,11,11,5,4,26,20,3,52,2499,5862,3421,444,12223,2911,626,15757
POA2167,476,1184,247,30,1934,257,46,2233,63,157,54,11,286,133,3,425,95,199,81,8,377,97,16,489,158,348,135,17,659,235,18,907,0,7,7,0,13,8,0,16,0,0,0,0,0,0,0,0,8,18,0,0,20,6,0,27,0,0,0,0,0,0,0,0,3,9,4,0,17,6,0,21,16,29,10,0,56,20,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,5,648,1566,400,45,2648,514,65,3228
POA2168,1646,4939,2202,171,8961,1375,164,10504,65,144,88,4,292,113,7,414,97,281,207,16,604,208,12,826,160,424,294,21,901,320,27,1243,37,25,75,10,143,306,4,453,26,17,49,8,97,286,10,402,13,28,35,4,87,33,0,122,0,0,0,0,0,0,0,0,33,66,32,3,130,24,6,162,115,139,187,21,463,653,28,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,13,8,0,23,1928,5505,2685,215,10334,2360,219,12916
POA2170,3989,10678,3274,273,18213,2811,362,21382,163,178,96,4,446,310,23,781,647,1388,715,47,2803,1132,84,4014,813,1570,812,54,3244,1440,110,4796,177,186,157,19,546,587,30,1168,577,884,527,92,2076,1423,157,3662,338,512,281,35,1163,389,59,1613,692,823,378,58,1952,1005,140,3099,43,69,52,9,182,55,11,250,1830,2481,1401,213,5924,3469,401,9791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,15,12,0,34,9,8,4,0,19,12,0,31,7,17,20,0,51,28,5,84,6646,14755,5508,540,27448,7760,878,36089
POA2171,1440,6054,1272,69,8840,716,80,9630,10,28,8,0,44,15,0,61,83,259,117,13,473,75,5,554,95,282,131,13,518,85,7,613,5,0,4,0,5,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,4,0,27,8,3,37,7,18,12,0,36,18,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,13,1548,6360,1414,79,9400,824,88,10309
POA2172,235,481,51,4,770,56,3,829,0,6,0,0,6,0,0,6,17,12,0,0,31,0,0,31,17,17,0,0,31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,504,57,4,804,68,3,879
POA2173,779,2148,487,31,3441,465,43,3949,5,8,4,0,11,3,0,12,72,190,50,6,316,32,9,348,73,193,49,6,324,36,9,363,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,11,3,8,0,0,7,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,2353,531,37,3777,508,48,4329
POA2174,440,1867,231,27,2564,184,40,2792,11,28,5,0,52,12,0,62,32,55,18,6,106,31,5,146,39,89,26,7,159,43,7,205,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,19,12,16,0,45,27,0,71,63,36,12,5,115,103,13,227,11,9,3,0,22,10,0,28,90,63,30,5,187,134,8,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,15,0,0,19,579,2030,287,37,2929,364,55,3349
POA2175,136,217,57,7,422,70,12,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,7,0,3,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,141,223,57,7,428,76,12,519
POA2176,2779,6425,1959,210,11373,1490,124,12986,61,106,74,4,249,124,4,373,93,260,141,7,504,82,5,591,153,364,218,17,753,204,14,968,3,13,8,0,20,30,4,48,0,0,0,0,0,0,0,0,14,12,11,0,36,28,0,68,0,0,0,0,0,0,0,0,48,119,27,3,200,59,9,264,67,139,44,3,257,113,9,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,4,0,3,6,0,9,0,0,9,5,13,0,0,15,0,0,20,3004,6947,2216,231,12399,1813,141,14360
POA2177,730,1954,830,61,3574,399,48,4018,28,54,71,3,151,60,0,214,66,125,106,17,308,107,4,416,90,175,170,21,457,165,4,624,3,0,0,0,3,10,0,10,9,6,4,0,14,4,0,22,26,19,29,0,74,40,0,120,0,0,0,0,0,0,0,0,4,8,22,0,30,20,0,53,40,30,52,3,123,77,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,0,4,0,0,4,5,0,0,0,4,5,0,13,862,2169,1051,85,4165,645,53,4862
POA2178,258,519,127,19,924,127,22,1071,9,0,0,0,11,10,5,21,0,0,0,0,0,0,0,0,9,0,0,0,11,10,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,20,6,0,27,3,12,0,0,20,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,270,536,135,19,949,150,27,1126
POA2179,1089,2332,410,57,3896,535,64,4492,3,15,3,0,18,0,0,22,27,48,19,0,95,15,0,113,25,61,22,0,116,23,0,140,0,0,0,0,0,3,0,11,6,0,0,0,6,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,16,6,0,20,14,6,0,0,24,36,0,56,0,0,0,0,0,0,0,0,15,5,10,0,21,63,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,27,66,0,95,18,40,14,0,74,6,0,77,1171,2445,451,58,4134,661,64,4861
POA2190,767,2515,757,53,4093,640,71,4804,43,150,58,0,258,156,7,419,247,807,265,17,1328,370,19,1714,291,954,323,18,1585,527,30,2139,22,27,12,3,67,129,3,202,19,44,33,7,98,48,15,166,6,16,7,0,30,8,0,38,0,0,0,0,0,0,0,0,13,37,18,0,75,18,0,92,66,126,63,7,267,207,24,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,17,5,0,25,6,14,0,0,17,5,0,25,3,0,3,0,10,7,0,12,1125,3606,1150,86,5971,1380,121,7478
POA2191,303,658,228,21,1209,220,26,1460,53,77,29,6,164,98,0,264,46,110,38,0,191,56,8,251,100,186,66,5,357,152,8,517,10,9,3,0,24,61,0,87,8,13,10,5,32,16,0,53,12,6,4,0,28,14,3,45,0,0,0,0,0,0,0,0,3,0,0,0,3,9,3,13,39,30,19,9,94,98,5,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,0,3,7,0,10,0,0,0,0,0,4,4,6,442,876,311,31,1664,479,49,2184
