POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA2019,0,5,5,0,0,0,0,44,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,16,0,0,3,8,14,19,89,101,15,16,14,26,0,0,0,321,0,12,17,13,3,7,4,18,0,4,0,0,0,0,4,90,0,0,0,0,5,3,11,3,0,0,0,0,0,0,0,26,0,0,0,0,6,13,7,6,3,0,3,0,0,0,0,35,0,0,4,14,6,4,3,3,0,0,0,0,0,0,4,42,0,0,4,5,14,10,39,24,0,0,6,0,0,0,0,95,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,10,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,17,0,0,11,49,53,64,93,40,3,0,5,3,6,0,8,330,0,0,12,7,0,6,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,16
POA2020,3,0,5,4,6,0,3,61,0,0,0,6,0,17,5,0,5,0,0,0,0,0,0,30,0,0,4,0,11,14,50,102,37,64,66,103,27,0,0,478,3,20,31,4,4,4,11,31,10,8,12,6,0,0,4,145,0,0,0,0,8,20,18,33,8,10,3,15,0,0,0,105,0,0,0,0,10,25,41,39,14,4,12,5,0,0,3,157,0,0,18,24,7,6,6,4,3,0,4,0,0,0,0,63,0,0,5,8,42,28,84,47,31,20,28,22,8,5,7,337,0,0,0,0,0,0,11,15,4,6,33,7,5,0,3,91,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,15,25,33,70,59,38,15,11,10,11,4,4,6,302,0,0,3,9,0,0,3,0,5,0,0,3,0,0,0,30,0,0,0,0,6,9,9,13,4,3,6,0,0,0,0,51
POA2021,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,6,9,10,16,44,23,3,0,0,5,5,0,0,129,0,11,3,6,8,4,12,15,3,4,8,3,0,0,4,91,0,0,0,7,5,16,10,9,0,4,0,0,0,0,0,62,0,0,0,4,4,9,11,5,0,0,0,0,0,0,0,35,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,14,0,0,11,11,21,14,16,8,0,3,5,0,0,0,6,94,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,15,3,3,4,3,4,4,0,3,3,0,3,9,0,0,0,37,4,10,42,57,81,76,89,57,19,13,20,10,13,11,10,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
POA2022,0,5,0,0,0,0,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,9,23,53,79,20,32,50,57,36,3,3,369,3,15,17,6,0,5,12,48,13,16,9,11,0,0,6,186,0,0,4,6,12,14,25,15,0,0,0,4,0,5,3,90,0,0,0,0,13,10,31,0,0,5,5,3,3,0,0,82,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,0,0,6,9,20,11,15,0,7,0,0,0,0,0,0,63,0,0,0,0,0,0,7,3,0,0,6,3,0,0,0,20,0,0,4,0,0,0,10,3,0,0,3,0,5,0,0,27,0,0,21,33,49,60,50,35,4,7,8,12,7,8,14,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,4,0,0,0,0,15
POA2023,0,0,0,0,0,0,5,25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,4,8,3,20,9,4,7,10,10,0,0,0,83,0,6,9,0,3,4,3,17,0,7,0,3,0,0,0,63,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,21,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,12,12,4,4,0,4,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,9,4,0,0,4,6,0,0,6,9,0,0,0,0,28,0,8,17,25,46,27,54,25,5,14,0,4,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2024,0,3,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,10,17,18,40,35,6,8,6,17,5,0,9,181,0,21,23,8,3,0,13,20,0,0,5,4,0,0,6,119,0,0,0,0,7,12,14,0,0,0,0,0,4,0,0,38,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,19,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,4,3,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,3,4,0,4,5,5,3,4,0,0,0,0,28,0,3,11,42,46,49,63,25,7,7,12,10,7,6,11,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2025,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,4,4,4,3,9,7,0,3,9,4,0,0,0,45,0,4,5,3,0,0,8,4,0,6,0,3,0,0,3,51,0,0,0,0,10,0,7,6,3,3,4,0,0,4,0,36,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,12,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,11,4,5,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,0,3,0,0,0,0,0,0,0,0,3,23,0,4,7,21,42,30,29,28,5,8,8,0,5,6,12,207,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2026,0,0,0,0,0,0,0,44,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,17,0,0,12,5,23,38,95,81,20,29,54,79,31,10,9,489,5,33,22,6,4,13,58,144,34,49,46,35,14,0,8,479,0,0,3,4,9,21,30,14,5,0,8,4,5,0,0,96,0,0,0,3,12,8,17,15,4,0,0,3,0,0,0,64,0,0,8,17,14,0,6,0,0,0,0,0,0,0,0,49,0,0,5,13,15,6,5,0,0,3,0,0,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,4,0,7,4,8,18,30,18,15,9,27,4,0,0,145,5,5,21,68,112,118,186,130,14,33,28,40,19,9,18,806,0,0,3,5,4,0,5,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12
POA2027,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,3,9,16,19,3,0,8,0,0,0,4,66,4,10,11,0,3,0,3,8,4,0,6,0,3,0,6,69,0,0,0,9,6,11,8,0,0,0,3,0,0,0,0,39,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,12,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,18,0,0,8,12,6,3,10,4,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,13,3,4,21,25,36,32,35,27,6,3,12,6,6,6,13,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
POA2028,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,4,3,6,9,0,0,6,0,0,0,0,31,8,3,0,0,0,4,4,7,0,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,19,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,10,3,0,0,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,8,19,15,19,22,15,0,0,7,16,3,5,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2029,0,4,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,17,15,0,0,6,0,3,0,0,75,0,9,14,10,7,12,8,19,0,5,5,5,0,0,0,88,0,0,0,4,0,7,0,9,4,0,0,0,0,0,0,38,0,0,0,0,4,0,15,9,4,0,0,0,0,3,0,38,0,0,3,5,3,4,0,0,0,0,0,0,0,0,0,12,0,0,3,5,10,3,4,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,8,14,17,38,34,40,32,0,3,6,7,4,3,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA2030,0,0,0,0,0,0,0,50,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,9,11,14,4,0,0,0,0,0,0,3,46,0,21,11,11,7,10,9,13,3,0,0,5,0,0,0,89,0,0,3,0,0,10,7,0,0,0,0,0,0,0,0,29,0,0,0,6,4,13,6,3,0,0,0,0,0,0,0,31,0,3,5,7,5,0,6,0,0,0,0,0,0,0,0,27,0,0,0,15,11,10,13,7,5,4,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,5,5,0,8,6,0,0,0,0,0,0,0,31,3,7,23,34,30,40,58,29,0,4,0,0,0,3,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA2031,0,6,0,9,0,0,0,80,0,0,3,10,0,3,0,4,0,0,0,0,0,0,0,26,0,3,20,11,43,79,226,309,77,88,147,197,92,12,13,1332,3,45,43,16,7,11,37,74,5,3,11,5,4,0,9,266,0,0,0,3,15,21,34,21,4,0,6,3,4,3,6,125,0,0,0,0,11,12,19,13,3,6,0,0,4,0,0,72,4,0,13,11,13,4,0,3,0,0,0,0,0,0,4,60,0,0,17,30,52,31,29,26,15,10,24,24,13,0,3,267,0,0,0,0,0,0,4,11,3,7,12,15,5,0,0,56,0,7,3,0,10,9,14,9,3,0,0,5,0,0,0,70,4,11,38,83,131,111,151,93,18,18,17,26,8,19,20,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,23
