POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA2140,30,12,147,48,37,34,20,36,3,369,0,0,0,0,0,0,0,0,0,6,11,38,8,17,31,11,16,14,3,161,5,33,24,17,20,16,29,26,67,233,914,3454,837,865,1081,645,414,680,238,9137
POA2141,41,9,193,66,39,38,40,50,11,484,0,0,0,0,0,0,5,5,0,17,15,26,22,17,18,11,13,17,5,147,16,23,45,31,31,19,29,61,115,368,1101,3376,1090,1091,1277,649,517,807,288,10192
POA2142,26,15,100,44,24,15,31,61,6,316,0,0,0,7,0,4,0,4,0,21,15,20,9,14,18,15,27,25,3,129,13,20,10,22,16,18,26,30,66,234,692,2177,819,1058,950,570,593,817,202,7872
POA2143,7,9,24,26,17,13,6,12,0,116,0,0,0,0,0,0,0,0,0,0,3,0,4,8,9,5,0,3,0,31,4,7,14,4,5,5,4,14,32,85,272,755,264,255,359,121,134,143,59,2372
POA2144,30,5,140,38,24,36,27,54,7,353,0,0,0,6,3,8,7,8,4,37,8,22,11,17,21,9,13,27,3,122,12,12,44,40,17,25,41,45,112,351,631,2021,1026,1471,877,704,698,1159,271,8857
POA2145,86,27,209,108,141,74,114,95,13,869,0,4,0,4,7,0,4,0,0,18,40,84,31,50,79,39,68,44,27,471,52,80,53,61,90,36,62,51,163,644,3792,11540,2809,2448,4315,1538,1677,1363,647,30130
POA2146,26,11,52,29,37,27,24,16,0,220,0,4,0,0,0,0,3,0,0,9,14,18,12,19,22,6,19,9,0,118,15,14,12,10,12,11,24,23,32,165,814,2314,777,616,980,363,435,365,123,6802
POA2147,49,22,140,81,67,38,57,53,0,511,0,0,3,0,0,0,0,0,0,16,22,43,24,19,30,9,30,9,3,196,27,25,26,23,35,12,21,20,61,238,1590,3758,1597,1216,1689,554,688,571,201,11875
POA2148,83,20,233,129,124,87,184,118,21,991,3,0,4,5,0,0,4,7,5,27,27,28,41,50,50,30,120,45,8,396,32,52,72,51,79,36,94,76,125,615,1979,5421,2577,2402,2973,1168,2221,1428,466,20645
POA2150,45,19,110,57,41,41,51,57,7,426,0,0,4,0,0,0,0,7,0,16,23,82,13,26,34,12,21,25,8,253,11,53,24,20,23,17,20,29,74,267,1652,7262,1074,1286,1765,848,756,902,328,15886
POA2151,36,11,82,44,32,23,19,13,0,266,0,0,0,0,0,0,0,4,0,10,23,37,12,15,27,4,10,6,0,123,18,21,18,4,21,13,10,10,25,138,1220,3127,769,660,1160,415,258,226,126,7956
POA2152,22,8,29,16,35,14,12,10,0,145,0,0,0,0,0,0,0,0,0,0,5,16,3,9,4,0,6,6,0,50,7,15,5,5,16,3,7,3,28,79,685,1613,392,328,628,195,139,121,75,4174
POA2153,121,34,161,87,106,55,33,51,9,654,0,3,0,0,0,0,0,3,0,16,64,86,28,17,75,15,15,15,4,313,48,65,44,27,44,27,17,12,91,376,4617,9717,2171,1630,3421,1192,521,636,364,24268
POA2154,67,18,84,46,58,59,13,27,7,383,0,0,0,0,6,0,0,0,0,14,51,58,8,17,41,23,4,3,3,204,38,40,18,10,33,18,9,11,52,236,3280,6273,1214,978,2115,857,239,355,220,15539
POA2155,161,67,215,146,192,113,44,58,15,1017,8,5,0,5,3,0,0,4,0,17,85,118,35,51,96,41,27,18,8,478,71,82,51,42,71,41,24,24,111,506,6172,11640,2847,2333,4305,1683,693,719,444,30841
POA2156,23,5,44,17,35,16,0,8,0,159,0,0,0,0,0,0,0,0,0,0,8,11,6,4,8,3,0,0,6,47,17,12,12,3,7,5,3,0,21,84,1146,1517,646,284,645,249,68,144,72,4776
POA2157,14,0,13,8,15,5,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,4,0,0,19,5,3,5,0,8,5,0,0,0,22,339,394,258,79,180,75,39,57,16,1442
POA2158,11,8,23,15,25,9,6,8,0,105,0,0,0,0,0,0,0,0,0,0,14,8,3,11,12,0,3,0,3,52,9,8,4,3,5,8,0,4,15,45,717,1062,374,190,453,158,58,87,61,3159
POA2159,8,3,23,9,5,4,0,6,0,61,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,3,0,23,9,5,3,0,0,0,0,0,0,22,413,564,257,141,215,100,35,76,17,1824
POA2160,20,11,83,57,51,37,26,43,3,341,0,5,0,4,0,0,0,7,0,15,13,22,19,12,14,6,20,16,7,139,28,27,40,22,36,17,19,31,69,293,945,2447,1078,1066,1306,570,546,594,212,8765
POA2161,20,9,60,46,36,12,28,21,0,244,0,0,0,0,0,0,0,5,0,10,7,12,6,7,17,0,13,9,4,77,10,17,34,21,26,14,18,22,76,233,612,1582,868,780,946,307,385,369,196,6047
POA2162,13,4,34,30,29,15,14,12,4,148,0,0,0,0,0,0,0,0,0,4,7,9,10,5,9,0,5,4,0,50,14,7,16,11,20,10,26,20,36,158,400,1104,475,421,552,214,238,219,94,3719
POA2163,11,0,7,10,11,6,4,3,0,52,0,0,0,0,5,0,0,0,0,0,0,5,6,3,3,0,4,6,0,22,0,9,7,9,3,0,5,12,16,67,112,393,179,230,203,95,157,96,50,1510
POA2164,16,8,32,30,27,20,13,21,0,168,0,0,0,0,0,0,0,0,0,4,7,9,7,8,5,0,6,6,5,49,7,5,22,8,20,12,18,11,21,126,423,978,616,479,613,213,270,227,76,3899
POA2165,23,7,65,42,27,29,28,36,3,275,0,0,0,0,9,0,0,0,0,8,4,13,9,11,11,10,21,6,3,81,19,19,23,27,27,16,34,54,76,301,525,1693,845,792,1036,424,510,455,166,6442
POA2166,53,11,96,100,51,41,39,65,4,460,0,3,9,6,0,0,9,9,3,37,17,26,16,18,20,10,26,13,0,136,20,35,43,42,33,17,45,88,97,415,670,2337,963,1042,1237,537,684,684,246,8394
POA2167,15,5,45,18,13,14,12,14,4,134,0,4,0,0,0,0,0,0,0,4,7,6,10,16,18,0,13,4,0,76,7,7,8,10,11,5,5,8,20,78,379,1204,392,438,545,162,216,187,79,3594
POA2168,35,7,77,62,43,32,39,46,11,355,0,0,3,0,0,0,8,3,0,17,13,13,24,4,18,6,15,16,7,105,25,28,36,34,28,20,50,39,83,331,713,1751,1157,1054,1185,438,652,509,196,7651
POA2170,135,50,276,172,178,100,104,140,23,1163,0,0,9,6,9,6,3,8,0,42,50,51,58,65,68,37,62,41,11,444,77,82,117,98,112,54,104,103,196,947,3202,7848,3637,3327,4181,1618,1903,1519,582,27805
POA2171,43,25,101,67,80,42,37,38,5,436,0,0,0,3,0,0,0,0,0,9,16,27,18,15,29,9,28,10,3,145,19,31,38,28,55,11,32,30,49,294,1547,3120,1438,1051,1811,579,631,458,186,10823
POA2172,5,0,4,3,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,21,0,0,0,0,0,3,0,0,6,18,254,392,153,111,169,50,28,22,11,1193
POA2173,28,8,53,32,40,17,16,20,4,214,0,0,0,0,0,0,0,0,0,0,9,24,3,16,15,3,5,4,3,85,20,9,16,19,18,7,11,5,17,120,784,1742,763,704,890,220,212,172,96,5589
POA2174,23,4,29,19,16,5,13,20,3,129,0,0,0,0,0,0,0,0,0,4,6,8,3,16,6,6,8,8,0,63,12,8,8,10,14,6,11,12,16,107,578,1549,394,454,625,223,198,166,72,4266
POA2175,3,3,4,5,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,0,0,0,0,4,7,17,80,96,84,33,86,14,19,19,12,443
POA2176,45,19,97,83,90,46,29,39,0,446,0,5,0,0,3,0,3,0,0,7,20,26,17,10,25,14,15,11,4,145,27,32,33,24,34,27,38,37,56,317,1220,3035,1435,1054,1688,624,581,524,184,10341
POA2177,21,0,30,27,23,20,21,11,6,152,0,0,0,0,0,0,0,0,0,3,4,12,9,4,3,0,7,7,0,46,5,3,15,13,15,5,17,10,18,105,330,886,456,365,521,181,256,210,68,3262
POA2178,12,0,14,0,9,11,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,16,3,0,3,3,5,0,5,3,3,31,209,249,199,85,182,54,58,54,19,1109
POA2179,26,12,49,36,47,27,27,20,0,250,0,0,0,0,0,3,0,0,0,0,5,3,9,7,4,3,14,3,0,55,11,14,17,17,20,9,18,13,24,136,654,1659,652,504,777,307,304,211,99,5168
POA2190,28,10,63,25,28,15,11,23,3,209,0,0,0,0,0,0,0,0,3,7,19,16,11,4,15,5,7,11,0,99,6,21,17,12,19,11,14,15,33,147,742,1676,650,548,874,308,276,250,134,5463
POA2191,8,0,25,16,12,15,0,11,0,95,0,0,0,0,0,0,0,0,0,0,11,5,0,0,5,3,0,0,0,24,6,5,0,7,5,7,0,4,8,39,286,554,239,181,300,118,53,64,24,1816
POA2192,24,4,40,31,26,17,6,14,0,163,0,0,3,0,3,0,0,6,0,6,7,11,6,6,17,9,7,4,3,74,11,11,14,9,12,0,12,9,25,108,415,1048,446,479,523,231,201,172,84,3598
POA2193,40,4,77,44,30,25,8,23,4,266,0,0,0,0,0,0,0,0,0,11,34,34,12,12,19,5,11,7,6,134,13,21,8,13,22,6,6,13,23,125,1082,2650,627,575,933,362,190,292,116,6829
POA2194,43,4,129,54,24,36,32,58,3,386,6,0,6,0,0,0,3,3,0,16,7,29,18,19,15,12,15,16,4,119,11,19,21,16,17,16,14,28,49,203,695,1948,780,1038,854,577,382,653,155,7092
POA2195,23,4,72,44,20,26,29,29,6,252,0,0,0,0,4,3,0,0,0,15,10,7,4,19,12,11,16,13,0,89,12,23,23,23,9,18,31,26,47,213,433,1353,589,825,616,607,582,442,146,5592
POA2196,33,12,107,62,47,35,33,31,4,363,0,0,0,0,0,0,0,0,0,9,16,9,11,7,18,4,15,7,4,96,15,19,24,28,40,13,26,23,50,237,866,2049,887,870,1127,549,504,402,180,7428
POA2197,17,4,20,10,18,10,10,5,0,91,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,3,0,4,0,19,12,7,5,6,5,6,12,3,19,74,243,539,239,202,257,120,100,94,40,1830
POA2198,13,3,35,19,18,11,0,3,0,98,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,12,0,10,5,3,14,6,4,5,20,65,331,625,327,220,343,107,73,83,55,2159
POA2199,23,4,35,27,23,25,17,14,3,170,0,0,0,0,0,0,5,0,0,5,8,9,7,3,6,4,10,13,0,71,13,16,11,14,9,15,13,13,27,133,434,1190,497,439,608,237,216,249,83,3951
POA2200,55,10,131,75,58,38,29,47,3,458,3,0,7,0,8,0,3,6,0,25,18,30,11,13,20,9,16,14,10,136,35,32,32,31,40,22,34,37,77,330,1031,3077,1194,1253,1492,664,597,653,251,10209
POA2203,26,6,67,21,17,19,3,12,0,175,0,0,0,0,0,0,0,0,0,3,18,52,9,7,25,6,4,10,0,134,9,12,11,3,10,7,5,11,17,84,1176,2933,551,410,748,297,110,151,75,6458
POA2204,55,23,126,56,40,19,13,24,9,360,0,0,6,0,0,0,0,0,0,9,57,116,22,13,33,10,7,8,6,270,21,30,28,18,30,14,3,20,33,197,2020,5403,1018,792,1261,488,218,337,181,11716
POA2205,56,13,182,75,46,34,26,32,11,477,0,0,0,0,0,0,0,5,0,16,16,41,16,13,18,14,6,8,0,141,18,40,27,21,17,22,12,27,55,236,1421,3953,1060,840,1459,669,389,642,220,10654
POA2206,34,7,67,16,39,18,8,15,6,213,0,4,0,0,0,0,0,0,0,10,24,29,7,4,18,7,8,10,5,115,16,22,17,7,16,10,18,13,32,142,1275,2412,687,433,909,350,152,175,126,6508
POA2207,40,9,88,43,58,37,16,26,5,329,0,0,6,0,3,4,0,3,0,13,22,36,12,4,23,11,6,6,5,125,25,28,24,9,17,17,15,24,34,190,1343,3068,1005,719,1310,526,357,361,157,8840
POA2208,22,7,29,27,21,24,10,15,0,154,0,0,3,0,0,0,0,0,0,5,4,4,10,9,10,5,11,0,5,52,12,11,14,4,14,10,6,7,18,91,654,1310,435,296,613,264,140,151,68,3936
POA2209,32,3,56,35,37,20,16,9,4,209,0,0,0,0,0,0,0,0,0,5,13,13,13,10,9,9,5,0,4,63,16,11,15,9,6,5,12,11,27,113,672,1639,507,478,738,314,195,225,84,4848
POA2210,54,13,111,64,61,57,18,24,4,397,4,4,0,0,3,4,3,0,0,17,15,23,10,14,24,10,12,9,7,124,23,35,31,25,38,16,20,19,36,249,1477,3334,1176,894,1563,596,391,393,176,10001
POA2211,25,11,55,27,54,18,11,21,0,228,0,0,0,0,0,0,0,0,0,7,6,19,11,5,15,4,4,7,0,71,8,13,18,10,16,4,4,10,25,104,780,1792,653,495,854,307,227,228,98,5437
POA2212,26,3,49,33,26,27,18,14,0,210,0,0,0,0,0,0,0,0,0,4,14,16,3,6,15,4,10,5,5,68,15,16,16,9,21,7,17,6,30,137,750,1645,599,472,789,281,235,206,100,5081
POA2213,34,16,47,51,73,24,8,19,9,277,0,0,0,0,0,0,0,0,0,8,22,23,12,5,19,0,9,12,3,108,25,20,23,6,25,17,11,11,31,172,1256,2417,936,669,1254,391,263,268,146,7606
POA2214,7,0,11,10,9,3,0,7,0,51,0,0,0,0,0,0,0,0,0,0,6,4,0,4,3,0,0,0,0,14,3,0,5,0,5,0,0,0,5,23,196,338,210,128,202,65,42,49,16,1243
POA2216,63,13,159,80,59,48,23,52,8,506,0,0,0,0,0,3,0,4,0,14,24,29,18,17,18,5,12,18,6,145,21,33,37,21,32,20,24,27,60,274,1264,2908,1170,1163,1284,759,441,776,224,9994
POA2217,54,18,135,68,66,44,27,54,7,472,0,0,0,0,3,5,0,3,0,19,19,40,13,16,24,8,12,14,4,154,12,26,39,20,31,23,16,29,47,249,1442,3641,1136,1080,1380,678,382,674,184,10598
POA2218,23,4,74,34,33,20,20,45,0,244,3,0,5,0,0,0,0,0,0,10,18,14,3,11,14,13,7,7,7,98,10,9,22,18,18,10,4,13,24,128,695,1884,619,640,826,434,244,429,118,5878
POA2219,29,7,36,29,39,19,10,18,5,187,0,0,0,0,0,0,0,0,0,3,12,19,7,4,3,3,4,4,0,55,20,12,10,6,19,3,7,11,24,111,856,1427,564,348,675,316,108,148,83,4535
POA2220,57,6,147,66,42,53,26,73,7,469,0,0,3,6,5,8,4,13,3,45,15,37,14,20,16,17,14,13,12,150,27,39,38,32,25,14,17,40,84,316,1276,3637,1218,1598,1467,1054,448,1104,255,12062
POA2221,40,3,36,30,42,27,19,11,0,200,0,0,0,0,0,0,0,0,0,3,17,21,8,0,21,4,3,3,0,78,19,17,10,5,17,9,4,4,24,112,1105,2124,536,353,923,349,159,137,111,5801
POA2222,15,9,82,21,13,21,11,18,0,189,0,0,0,0,0,0,0,0,0,5,13,12,6,10,6,5,5,0,0,57,8,17,10,14,9,10,11,4,15,96,551,1578,495,492,681,312,168,298,59,4628
POA2223,44,11,83,33,48,24,14,10,5,274,0,0,0,0,0,0,0,3,0,3,22,34,8,6,23,0,14,0,4,129,16,33,11,15,17,9,10,10,32,150,1466,3130,802,659,1189,442,196,258,145,8287
POA2224,42,5,63,23,39,26,5,17,9,234,0,0,0,0,0,0,0,0,0,6,18,10,6,3,12,4,4,0,0,58,16,7,12,9,29,6,7,6,19,112,1015,1449,580,344,705,306,127,133,105,4759
POA2225,7,4,8,12,9,10,0,4,0,57,0,0,0,0,0,0,0,0,0,0,9,6,0,5,9,0,0,0,0,30,9,12,7,5,5,4,0,0,9,48,507,796,234,141,281,99,34,43,30,2173
POA2226,19,4,38,19,40,18,9,9,0,154,0,0,0,0,0,0,0,0,0,4,11,18,3,11,18,0,0,0,0,56,13,7,9,5,10,4,0,0,13,65,1036,1865,601,380,734,242,91,125,56,5134
POA2227,29,14,59,34,50,15,11,16,7,233,0,0,0,0,0,0,0,0,0,4,12,18,7,5,10,7,0,0,0,61,19,14,17,10,17,7,0,5,17,99,1220,1888,864,532,858,314,123,156,83,6037
POA2228,64,26,83,44,64,34,9,24,8,354,0,0,0,0,0,0,0,3,0,6,26,19,11,10,12,6,8,5,3,93,17,16,16,21,16,16,10,11,31,151,1372,2414,1001,756,1000,478,175,266,126,7597
POA2229,67,19,120,68,85,47,10,18,5,444,0,0,0,0,0,0,0,0,0,6,42,27,17,14,15,10,7,12,3,147,37,34,34,21,56,13,7,9,39,251,2407,3594,1551,1020,1572,633,250,332,167,11520
POA2230,73,21,116,92,89,35,18,15,5,474,0,3,0,0,0,4,0,0,0,10,36,38,9,19,24,10,7,11,9,162,35,29,20,23,37,28,9,11,26,224,2570,4322,1640,1214,1621,679,243,347,182,12809
POA2231,6,0,9,6,10,7,0,4,0,42,4,0,0,0,0,0,0,0,0,5,3,4,3,4,0,3,0,0,0,16,0,0,5,6,0,0,0,6,0,14,126,189,192,103,120,36,34,42,10,849
POA2232,88,24,138,95,88,56,22,39,11,554,0,3,0,0,3,0,0,0,0,9,27,62,22,20,29,10,9,10,0,196,27,43,26,29,42,11,19,12,44,248,2319,5010,1932,1364,1998,673,341,470,171,14276
POA2233,56,32,124,70,82,61,13,43,6,480,0,6,0,0,0,0,0,0,0,9,25,22,25,11,25,3,11,3,0,129,18,19,23,27,31,8,17,14,19,179,1744,3330,1847,1317,1602,539,280,414,131,11202
POA2234,58,24,111,66,85,44,26,22,0,435,0,0,0,0,0,0,4,0,0,8,30,28,14,5,18,16,0,6,0,118,30,23,29,17,37,8,11,25,31,204,2200,3770,1653,983,1775,597,274,352,140,11747
POA2250,143,50,339,211,145,108,76,134,14,1216,0,4,0,9,4,6,0,4,0,22,33,62,38,38,48,20,22,15,10,290,50,56,70,46,74,42,34,50,98,512,3205,7182,3397,2887,3031,1270,843,1277,351,23453
POA2251,73,22,151,87,71,62,13,31,6,512,4,0,0,3,0,0,0,0,0,7,30,33,16,12,19,5,5,10,0,132,23,21,28,33,23,18,13,17,36,203,1704,3574,1617,1239,1412,504,229,459,168,10913
POA2256,27,11,76,43,26,20,19,20,4,238,0,0,0,0,0,0,0,0,0,3,9,22,15,8,6,3,5,6,0,77,15,14,19,6,16,13,9,7,9,114,595,1248,675,569,582,244,164,232,70,4381
POA2257,58,14,135,69,54,49,21,39,5,444,0,0,0,0,4,0,0,0,0,11,18,33,17,13,16,6,9,20,8,133,25,21,40,27,35,14,27,27,32,236,1326,2380,1395,1077,1103,446,291,427,127,8566
POA2258,12,6,14,13,18,9,7,20,0,91,0,0,0,0,0,0,0,0,0,0,5,4,3,10,0,0,6,0,0,29,4,7,9,0,8,0,9,0,6,45,318,545,284,245,255,104,74,76,30,1922
POA2259,132,37,333,196,171,140,70,121,12,1224,4,6,3,0,0,0,3,0,0,15,35,32,42,34,34,16,46,26,13,263,50,40,69,63,54,35,60,66,76,504,2264,4015,3340,3033,2317,1083,983,1204,294,18530
POA2260,46,22,96,64,67,40,17,31,0,380,0,0,0,0,0,0,0,0,0,6,9,29,25,7,9,4,0,3,6,100,25,29,16,19,21,16,10,7,17,158,1663,3409,1178,928,1099,451,162,285,113,9277
POA2261,116,46,289,188,118,101,58,106,14,1022,3,3,0,3,5,3,0,0,0,15,22,35,25,22,37,12,8,21,7,186,39,40,52,56,41,43,37,49,73,426,2071,4019,2919,2360,2032,932,625,928,248,16130
POA2262,38,11,120,59,55,43,33,45,0,407,0,0,0,0,0,0,0,6,0,10,7,8,6,5,7,3,8,6,9,62,19,12,24,23,17,13,20,29,26,184,526,950,1046,985,658,330,369,418,83,5368
POA2263,40,14,126,71,56,36,24,46,0,416,0,0,0,0,0,0,0,0,0,6,0,11,10,10,4,0,5,16,0,64,16,15,43,31,16,11,18,22,31,207,563,1169,1148,1058,694,353,318,460,85,5850
POA2264,23,12,91,50,34,31,15,32,0,294,0,0,0,0,0,0,0,0,0,5,7,12,8,4,8,6,4,11,4,52,9,3,22,9,13,7,12,8,24,105,547,1007,809,652,535,236,234,281,85,4378
POA2265,14,3,29,18,8,13,11,16,4,108,0,0,0,0,0,0,0,0,0,0,5,5,4,7,3,0,3,0,6,29,3,8,11,4,6,4,6,8,5,54,270,726,436,292,251,99,98,131,39,2348
POA2267,5,0,18,12,8,8,0,9,0,50,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,4,6,3,0,0,0,0,3,0,21,105,210,160,109,105,35,28,50,14,811
POA2278,5,0,11,11,6,6,3,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,5,0,4,0,4,5,4,19,92,126,224,120,120,37,77,61,12,869
POA2280,33,13,127,83,70,51,15,44,3,442,0,0,0,0,0,0,3,0,0,7,18,21,18,13,11,3,9,8,3,99,19,19,33,18,15,19,21,22,32,200,1143,2493,1578,1098,1143,404,335,409,99,8712
POA2281,15,7,76,37,21,24,7,22,6,209,0,0,0,0,0,0,0,0,0,0,3,9,7,3,9,0,7,5,0,46,18,11,24,14,7,9,7,16,14,126,596,1170,837,604,519,201,171,243,65,4414
POA2282,21,6,87,45,37,29,20,18,4,260,0,3,0,0,0,0,0,0,0,4,9,5,4,11,6,3,10,4,0,56,9,15,17,15,6,6,3,6,12,89,823,2032,791,578,748,236,192,172,60,5634
POA2283,46,12,139,70,59,34,23,36,3,423,0,0,0,0,5,6,3,0,0,7,8,13,19,15,7,3,13,6,6,86,11,8,29,24,18,18,25,20,24,183,849,1801,1331,977,880,375,397,356,99,7071
POA2284,21,3,78,53,29,20,8,20,3,242,0,0,0,0,0,0,0,0,0,5,0,14,7,12,5,0,11,3,0,51,5,3,21,11,11,7,11,9,17,96,441,1077,718,578,480,205,198,189,59,3954
POA2285,62,33,217,114,96,66,38,57,0,685,0,0,0,0,0,0,0,0,0,11,22,20,15,19,20,10,11,12,4,131,25,14,41,33,24,23,33,31,50,273,1285,3078,2187,1689,1546,609,593,564,140,11703
POA2286,10,3,38,22,8,3,7,8,0,103,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,12,3,7,7,11,5,3,6,6,8,53,113,305,346,251,175,79,100,107,24,1499
POA2287,60,27,252,122,98,62,44,62,10,752,0,0,0,0,0,4,0,3,0,14,18,20,29,32,29,13,12,21,9,167,20,28,43,33,30,18,24,39,64,290,1448,4387,2230,1858,1688,623,665,625,199,13718
POA2289,41,9,125,81,43,30,15,31,0,361,0,0,0,0,0,0,0,0,0,3,21,25,9,9,12,6,4,11,0,107,17,15,18,19,19,10,8,3,21,137,1134,3157,1033,798,925,322,221,256,68,7918
POA2290,44,20,197,116,81,48,24,55,3,595,0,0,0,0,0,6,0,0,0,5,9,32,16,14,22,7,9,10,0,135,27,29,40,31,25,13,18,35,35,251,1482,4120,2042,1523,1586,501,440,549,140,12388
POA2291,26,18,57,35,26,23,3,13,0,199,0,0,0,0,0,0,0,0,0,3,17,22,12,8,14,6,0,5,0,91,19,16,13,15,14,3,4,5,14,99,1067,2746,568,500,605,254,123,136,60,6065
POA2292,8,3,21,3,3,7,0,12,0,51,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,19,0,3,3,6,0,3,0,0,0,15,135,381,143,121,115,46,29,57,15,1053
POA2293,7,0,29,8,14,3,0,3,0,70,0,0,0,0,0,0,0,0,0,0,3,10,0,3,4,0,0,0,4,26,3,3,3,3,0,5,0,5,5,22,250,646,183,175,168,51,29,47,21,1573
POA2294,5,4,18,4,4,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,7,19,125,343,111,94,78,37,23,38,10,856
POA2295,17,3,30,26,11,13,5,12,0,121,0,0,0,0,0,0,0,0,0,3,8,5,0,6,9,3,0,0,0,28,4,0,8,10,5,5,3,4,7,41,328,774,422,300,294,77,103,114,34,2444
POA2296,11,0,15,4,3,0,3,7,0,47,0,0,0,0,0,0,0,0,0,0,4,9,0,5,0,0,0,0,0,16,6,0,0,0,0,0,0,0,5,11,133,385,125,120,86,46,17,40,19,974
POA2297,4,0,21,11,0,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,16,0,6,0,0,0,0,4,0,0,14,98,354,97,99,80,33,17,31,7,807
POA2298,20,5,80,33,28,19,10,16,0,206,0,4,0,0,0,0,0,0,0,7,4,9,0,9,7,5,4,0,3,41,0,11,13,12,8,7,6,19,13,87,369,1324,498,474,436,201,132,170,44,3652
POA2299,11,12,55,39,24,28,11,12,0,203,0,0,0,0,0,0,0,0,0,4,7,20,5,10,6,4,6,6,0,57,4,10,20,13,10,8,10,6,12,92,429,1485,559,542,418,180,158,192,47,3997
POA2300,29,8,80,39,23,10,3,10,0,207,0,0,0,0,0,0,0,0,0,0,8,16,9,9,10,0,4,0,0,60,5,9,10,9,6,9,0,13,12,81,858,2661,501,501,578,221,104,148,51,5624
POA2302,4,0,15,5,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,5,114,234,60,57,59,33,15,11,6,595
POA2303,12,4,49,32,20,17,5,10,0,153,0,0,0,0,0,0,0,0,0,0,3,19,4,3,4,3,3,0,5,37,5,7,8,6,5,7,0,5,8,64,529,1507,341,365,341,169,73,117,50,3507
POA2304,31,11,103,46,24,39,14,27,0,296,6,0,0,0,0,0,0,0,0,3,10,15,7,7,10,0,3,5,3,60,15,13,18,19,17,9,8,15,22,132,596,2045,802,777,646,278,191,271,78,5695
POA2305,25,3,55,37,21,14,4,14,0,179,0,0,0,0,4,0,0,0,0,8,5,20,8,3,11,4,10,3,0,66,10,13,13,10,10,6,9,8,16,88,725,2151,552,522,586,205,146,152,69,5100
POA2306,3,0,12,4,8,3,4,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,0,4,0,4,5,29,31,52,81,83,38,29,16,44,12,394
POA2307,0,0,31,18,9,5,3,20,0,94,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,18,3,3,8,3,0,4,3,3,3,28,79,357,239,242,195,81,78,103,15,1380
POA2308,0,4,0,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,23,12,18,0,6,0,74
