POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA2163,308,303,181,138,173,114,71,1290,84,76,58,33,34,18,9,311,51,39,23,8,9,3,4,133,62,38,18,18,13,6,6,159,5,4,4,0,0,0,0,16,512,467,278,199,227,144,85,1907,34,55,55,29,66,39,22,296,21,33,13,6,8,0,0,91,9,7,6,3,0,0,6,33,33,35,24,15,24,0,3,137,3,7,3,3,5,0,0,17,100,135,102,56,103,44,27,567,606,599,378,255,331,188,110,2474
POA2164,591,736,446,325,387,259,159,2904,109,103,72,42,42,22,21,401,102,92,38,19,26,20,8,306,225,191,117,89,87,43,13,774,5,10,3,0,3,0,0,17,1032,1131,681,475,536,353,199,4403,60,95,96,77,96,57,46,519,25,31,12,19,20,4,5,115,8,9,11,5,16,7,3,51,82,69,42,37,40,16,10,289,9,8,3,3,5,0,0,30,183,214,167,141,169,86,58,1017,1222,1345,844,621,707,432,255,5416
POA2165,1442,1690,1136,797,1058,690,420,7229,112,124,63,32,71,28,12,449,136,121,45,29,31,20,7,394,234,152,85,52,65,33,9,626,14,17,13,5,0,0,4,54,1940,2111,1341,918,1219,765,456,8755,174,341,234,204,279,211,130,1575,38,55,35,17,30,6,0,189,26,36,23,14,25,12,4,138,85,78,50,26,30,7,6,285,19,17,11,4,11,0,3,72,349,531,353,270,377,240,142,2253,2283,2645,1696,1192,1600,1010,594,11010
POA2166,1331,1652,996,777,1065,806,469,7096,130,101,46,27,22,13,5,340,164,118,65,38,28,21,5,452,189,147,60,35,36,10,6,488,13,22,15,3,3,0,0,54,1825,2041,1179,884,1161,849,494,8430,335,580,401,354,491,349,199,2701,31,51,34,34,25,14,7,199,65,79,36,16,27,15,0,231,78,93,54,30,34,14,6,296,44,53,18,13,23,14,6,176,550,856,542,450,597,398,212,3615,2378,2891,1716,1335,1758,1253,711,12037
POA2167,468,518,263,138,189,129,79,1778,57,28,20,6,6,6,0,130,49,33,12,12,6,3,0,114,94,81,28,24,39,8,11,285,5,4,7,0,0,0,0,13,672,661,318,177,245,154,93,2319,24,31,15,20,29,16,13,138,16,13,3,3,7,0,0,44,9,7,0,9,5,0,0,35,45,38,18,9,10,5,0,119,4,8,0,0,0,0,0,18,90,98,41,39,52,28,10,355,759,757,350,218,303,176,107,2674
POA2168,1191,1445,927,636,832,559,360,5950,326,297,156,108,122,59,21,1094,187,169,85,49,61,24,14,586,374,320,190,141,203,66,42,1327,25,14,7,10,4,0,0,64,2106,2242,1365,939,1221,711,428,9018,173,304,248,198,253,161,114,1439,76,97,89,47,59,17,8,389,53,65,43,29,39,18,3,250,283,308,166,108,117,27,4,1017,35,43,23,19,20,5,3,142,615,817,568,403,487,223,131,3238,2715,3061,1934,1336,1709,937,561,12255
POA2170,3396,3573,2053,1390,1817,1206,745,14173,735,620,325,204,292,141,68,2386,578,501,266,165,179,82,43,1805,1595,1411,788,490,596,245,95,5225,40,63,36,15,10,8,5,165,6334,6161,3469,2265,2889,1673,959,23756,394,623,461,348,499,295,199,2829,157,232,127,83,84,35,23,742,87,117,72,44,57,27,15,417,406,421,256,182,177,78,43,1564,55,59,20,27,17,8,3,188,1098,1457,939,682,836,445,279,5732,7430,7619,4405,2943,3724,2124,1235,29494
POA2171,900,1368,925,625,881,599,353,5646,292,271,147,123,128,75,45,1074,256,256,134,86,99,45,16,890,806,767,458,258,348,160,68,2859,18,16,7,5,5,0,4,55,2264,2674,1670,1094,1455,877,486,10520,90,157,130,122,160,102,61,812,59,86,40,39,51,20,10,300,21,33,34,23,28,5,5,148,90,131,71,62,87,25,13,486,11,16,7,4,0,3,3,39,273,428,273,247,322,158,90,1788,2537,3104,1947,1338,1773,1028,576,12304
POA2172,25,48,27,14,34,24,14,176,14,12,15,9,17,7,6,81,12,23,9,15,7,0,5,72,97,105,56,38,49,30,17,394,0,0,0,0,0,0,0,3,141,197,107,80,107,65,37,726,4,0,5,0,5,6,0,20,3,4,3,0,4,4,0,24,0,4,0,0,0,0,0,5,5,5,0,4,7,0,4,26,0,0,0,0,0,0,0,0,11,16,11,7,12,15,4,68,151,211,123,83,117,77,40,800
POA2173,264,398,201,139,150,131,95,1361,67,102,59,36,38,14,12,332,92,86,48,23,30,12,8,303,490,417,230,137,162,74,31,1541,0,3,0,0,3,0,0,16,910,1000,537,340,385,238,145,3561,8,24,24,12,22,13,13,112,20,18,14,11,14,4,0,79,11,9,6,7,4,3,7,44,53,68,46,31,41,19,9,261,4,6,3,0,0,0,0,12,88,126,94,55,84,46,22,514,998,1132,625,398,473,282,166,4075
POA2174,668,693,364,223,283,178,101,2515,100,88,33,19,13,16,3,274,92,55,31,22,16,3,0,220,213,128,40,27,19,9,3,436,4,6,0,0,0,0,0,13,1088,972,469,284,334,205,107,3453,21,42,30,32,29,17,12,187,13,15,5,5,0,0,0,38,7,8,0,0,6,0,0,26,38,32,18,11,15,3,0,124,3,3,0,0,0,0,0,8,89,100,57,49,54,29,13,385,1172,1068,519,334,385,235,123,3840
POA2175,11,16,9,10,10,10,6,73,3,17,8,0,5,0,0,35,17,17,10,0,6,0,0,46,38,46,20,21,23,16,13,179,0,0,0,0,0,0,0,0,73,88,41,34,44,27,21,333,4,0,0,0,3,4,0,7,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,8,6,0,6,6,0,36,0,0,0,0,0,0,0,0,16,10,7,0,4,6,0,52,84,99,54,39,50,38,25,381
POA2176,1189,1526,995,729,1016,719,457,6631,152,162,82,57,104,48,19,634,227,198,98,60,79,48,28,742,439,454,241,170,226,128,65,1732,5,16,4,0,0,0,0,25,2012,2355,1423,1022,1431,944,567,9764,122,237,196,150,243,176,105,1233,30,58,34,23,31,5,5,177,20,31,15,14,12,16,6,110,84,114,60,43,62,25,13,398,19,15,9,5,10,8,0,65,277,447,318,228,363,233,128,1991,2293,2804,1741,1251,1792,1174,696,11757
POA2177,377,460,385,246,344,263,155,2229,80,59,25,21,20,15,7,229,63,62,34,14,15,8,6,206,125,96,54,40,52,18,14,395,7,3,3,0,0,0,0,15,652,684,496,323,433,301,178,3070,66,136,116,104,167,85,42,718,16,39,21,22,23,8,0,128,10,10,15,13,8,3,0,62,66,61,35,23,21,7,3,213,4,18,13,12,7,3,0,57,172,259,203,162,231,106,49,1177,822,946,697,490,663,407,230,4249
POA2178,35,54,32,18,34,37,20,243,10,15,15,16,15,7,3,92,9,21,18,6,13,4,0,73,75,100,73,51,51,37,18,409,0,0,0,0,0,0,0,0,132,186,141,91,116,90,46,808,3,9,3,0,0,0,0,19,0,7,0,4,3,0,0,19,0,0,0,0,0,0,0,6,15,19,23,11,13,0,0,78,0,0,0,0,0,0,0,3,31,30,27,13,14,3,4,125,160,218,170,108,134,94,49,926
POA2179,838,688,323,195,225,116,56,2442,134,85,50,31,38,8,6,347,124,65,29,20,19,13,0,269,496,237,111,72,85,29,13,1045,11,5,9,0,0,0,0,19,1602,1081,520,317,363,166,83,4126,36,48,39,14,34,22,13,220,17,23,7,9,5,4,0,71,11,8,8,4,3,3,0,38,55,74,44,22,31,13,4,242,3,3,0,0,0,0,0,13,126,161,104,50,68,43,16,580,1727,1245,621,366,435,208,98,4703
POA2190,543,779,526,404,526,390,231,3392,271,333,202,161,193,96,29,1289,139,163,110,59,73,24,19,587,539,392,200,115,144,56,23,1468,26,19,3,8,0,0,0,56,1520,1684,1048,739,936,563,303,6789,40,96,92,67,91,77,51,523,53,59,46,21,39,27,16,265,11,24,23,17,12,5,7,94,149,124,59,52,48,19,6,452,16,18,15,3,7,0,0,61,269,330,236,168,195,131,78,1392,1791,2010,1280,905,1126,696,376,8187
POA2191,95,118,64,50,75,59,37,490,39,45,35,17,30,10,5,182,31,29,19,15,20,7,5,127,144,166,91,64,70,40,10,579,3,6,4,4,0,0,0,9,309,359,207,139,199,117,61,1394,4,19,11,4,12,5,0,62,11,4,4,8,16,9,3,50,3,3,4,6,0,0,0,23,16,22,17,20,19,10,6,106,0,0,0,0,0,0,0,0,36,50,42,34,44,29,14,239,340,410,248,181,236,141,71,1635
POA2192,294,286,147,89,151,99,79,1153,61,52,39,26,25,11,12,220,57,45,41,25,34,14,10,213,195,136,97,55,66,32,21,603,3,3,0,0,0,0,0,9,611,516,330,196,279,152,116,2193,49,68,27,27,44,40,35,289,15,24,13,6,14,9,3,88,9,11,3,6,10,7,5,41,31,25,36,18,15,14,6,153,4,0,0,0,0,0,0,14,107,130,88,61,79,67,51,580,722,641,410,251,364,218,163,2782
POA2193,335,249,126,82,112,82,44,1028,109,94,60,36,55,33,15,409,122,86,60,28,42,32,12,375,271,277,159,115,147,87,29,1086,0,0,0,0,0,0,0,0,846,702,407,267,353,234,99,2910,18,29,30,19,37,24,17,173,10,21,18,21,24,20,9,113,6,8,9,8,14,8,3,54,29,41,41,22,26,25,12,202,4,0,0,0,0,0,0,3,67,106,95,66,104,68,36,544,913,810,501,331,460,304,140,3452
POA2194,805,602,279,191,249,217,137,2479,53,43,21,17,27,8,9,174,99,67,27,20,21,12,4,249,146,70,55,28,32,23,6,354,5,5,0,0,0,0,0,8,1112,790,387,256,325,261,154,3272,70,113,91,56,102,89,43,547,17,27,13,13,15,4,5,101,8,13,13,15,11,3,3,74,19,38,20,14,17,8,4,121,3,14,3,5,0,0,0,31,122,208,140,96,144,103,57,874,1237,990,526,350,465,359,210,4146
POA2195,1849,1687,767,382,459,269,189,5603,89,63,43,32,35,21,7,283,77,74,47,18,16,7,3,246,128,95,42,29,30,8,3,339,11,25,0,3,3,0,0,46,2154,1945,903,461,535,305,205,6519,89,122,83,52,71,70,37,530,24,40,18,8,11,3,6,103,15,11,14,10,12,3,0,67,44,42,34,14,20,9,0,161,9,7,4,4,4,0,0,37,184,221,144,90,131,85,46,899,2336,2166,1051,553,665,389,247,7413
POA2196,914,998,592,374,504,383,257,4016,245,257,168,113,143,84,45,1052,159,172,103,64,59,43,16,620,527,396,261,130,168,70,39,1594,10,10,3,6,0,5,0,33,1850,1836,1126,680,879,586,357,7318,84,111,91,82,133,73,74,652,50,88,51,29,41,15,5,277,28,40,27,24,23,3,4,149,126,120,70,43,69,22,3,456,7,13,5,3,0,0,0,30,294,371,244,181,266,125,89,1569,2142,2207,1376,866,1140,708,444,8890
POA2197,201,212,135,101,119,97,58,921,123,137,76,60,73,28,11,510,81,67,29,19,18,6,3,229,184,164,87,53,52,21,12,573,8,3,11,4,4,0,0,24,591,589,335,238,262,159,84,2260,41,58,38,32,52,34,15,265,23,29,20,16,12,5,5,110,10,11,8,4,4,0,0,39,52,41,35,26,25,5,5,180,7,4,5,0,0,0,0,12,121,153,100,79,91,43,21,614,717,742,434,323,358,205,108,2872
POA2198,137,173,115,74,121,78,44,736,76,98,71,42,54,28,13,384,39,57,29,22,34,10,5,196,281,254,125,78,95,38,16,894,7,3,0,0,0,0,0,13,537,590,346,218,300,152,81,2230,19,46,25,22,26,18,19,176,18,34,15,15,11,5,8,101,11,17,10,3,8,0,3,51,59,61,28,14,16,9,8,188,3,4,3,0,0,0,0,15,111,157,80,53,57,31,37,526,651,747,428,269,359,180,118,2754
POA2199,525,555,288,230,292,229,169,2301,205,192,77,56,81,41,22,658,99,84,59,46,30,15,12,342,305,226,124,77,81,25,8,840,9,15,6,5,5,0,0,38,1144,1069,562,406,490,317,204,4190,71,114,71,51,99,64,47,519,50,59,37,34,17,12,7,219,30,13,7,10,13,13,0,80,86,82,45,24,39,8,4,286,6,11,11,3,3,0,0,32,240,279,166,125,168,90,53,1127,1385,1350,725,533,657,402,261,5311
POA2200,1841,1580,832,503,733,526,306,6321,312,291,175,96,115,67,25,1078,239,193,96,61,67,36,10,694,494,411,168,105,111,45,17,1352,29,18,12,3,0,3,0,65,2909,2495,1281,772,1020,676,360,9515,236,316,250,161,236,192,118,1496,72,115,73,50,66,34,22,427,48,52,34,25,31,12,12,206,138,130,71,37,47,11,11,447,16,18,14,9,13,3,0,78,505,633,438,277,387,251,170,2655,3418,3125,1716,1049,1412,929,533,12171
POA2203,108,120,59,35,53,32,21,424,97,91,62,47,41,20,11,366,74,74,60,33,31,22,4,298,276,224,143,72,136,45,17,909,4,4,4,0,0,0,0,14,560,509,332,189,256,114,48,2014,14,21,22,10,21,10,8,108,17,17,12,14,22,12,3,98,0,10,12,9,16,5,4,56,27,34,37,18,35,22,9,178,4,0,0,0,0,0,0,7,60,81,91,54,98,43,22,450,616,593,417,238,356,158,76,2461
POA2204,237,221,126,80,111,72,38,891,151,129,93,73,47,20,14,524,174,126,73,33,54,21,7,487,479,385,245,152,169,64,27,1522,3,0,3,5,0,0,0,16,1045,868,541,341,377,185,80,3435,22,32,17,29,34,34,22,184,17,31,25,27,26,13,10,141,12,29,17,19,16,6,0,89,44,80,62,44,56,18,12,313,4,5,5,4,4,0,0,22,101,169,123,126,126,68,45,756,1144,1036,662,464,505,252,126,4191
POA2205,761,402,156,89,134,97,61,1704,103,87,71,44,45,27,4,376,143,92,51,25,31,13,7,355,224,144,71,50,88,38,16,636,8,6,7,5,3,0,0,30,1238,731,353,210,301,174,96,3092,42,42,32,25,39,35,23,241,9,23,14,16,14,9,6,92,8,22,16,12,9,3,4,80,52,48,11,19,25,12,3,177,5,10,0,0,0,0,0,20,122,142,77,78,86,59,45,606,1359,870,428,288,386,236,132,3703
POA2206,152,191,108,91,118,107,60,838,140,129,80,69,80,48,12,551,121,118,82,52,71,47,12,495,425,479,340,226,286,165,61,1983,4,4,0,0,0,0,0,12,839,928,602,440,553,362,158,3878,17,13,21,14,31,10,17,122,13,22,20,18,21,14,11,110,8,21,19,9,10,4,4,75,26,52,37,31,45,29,10,231,9,3,0,0,0,0,0,19,68,109,93,74,107,63,40,553,906,1039,703,511,662,419,196,4434
POA2207,458,508,292,203,271,193,144,2073,216,191,123,69,95,68,23,774,201,183,102,59,67,34,24,671,534,483,307,202,239,157,56,1980,6,11,0,0,0,0,0,24,1415,1375,821,526,677,462,244,5519,35,71,57,40,73,49,38,358,23,30,23,26,27,23,9,163,17,30,28,13,18,12,6,123,57,73,48,27,46,32,22,303,8,8,7,0,0,0,0,21,147,213,161,111,164,113,76,981,1561,1586,984,638,839,570,322,6501
POA2208,153,187,111,78,114,101,59,796,86,75,48,35,24,25,10,308,90,90,44,30,37,19,9,322,272,311,180,108,141,66,44,1118,0,6,4,0,0,0,0,10,602,668,387,247,321,211,116,2548,16,33,25,10,27,21,18,153,12,21,21,10,19,9,4,92,4,7,3,4,12,8,3,37,39,45,26,25,38,15,9,187,4,8,0,0,0,0,0,12,69,96,83,55,97,47,32,479,673,768,470,295,419,252,150,3027
POA2209,334,358,220,123,195,148,98,1479,66,62,43,23,39,11,17,259,100,76,40,25,28,12,11,284,224,197,119,79,93,70,27,818,3,4,0,0,0,0,0,7,728,695,426,255,360,246,152,2855,40,56,43,28,51,35,24,279,16,30,18,13,13,11,3,108,15,18,13,12,3,0,0,58,27,45,17,17,18,3,0,141,0,0,0,3,0,0,0,3,97,147,98,76,89,51,33,595,821,844,523,327,450,300,185,3449
POA2210,553,630,340,209,291,220,157,2401,167,174,89,69,88,53,24,665,145,143,76,45,58,45,11,525,618,589,380,236,348,171,92,2436,3,8,4,3,0,0,0,17,1484,1535,892,572,787,489,286,6041,50,85,63,64,79,67,49,460,35,39,36,24,25,7,8,179,16,32,15,27,24,13,3,125,76,103,69,58,74,49,15,442,5,4,8,3,4,3,0,27,173,260,196,181,208,138,74,1234,1656,1797,1082,750,989,627,367,7273
POA2211,310,342,161,116,188,164,107,1386,88,95,68,33,42,33,14,372,83,94,38,34,31,20,9,314,361,316,175,117,160,70,19,1212,0,0,0,0,0,0,0,6,838,847,443,295,425,286,147,3284,15,35,35,30,43,32,20,204,9,20,28,3,5,7,4,79,9,18,13,4,13,8,6,79,55,53,31,36,41,20,18,257,0,0,0,0,0,4,0,3,92,131,108,77,100,67,43,621,926,974,554,377,529,354,198,3907
POA2212,347,372,189,150,213,146,98,1514,114,111,70,43,52,33,15,440,119,80,51,25,34,16,3,328,323,308,178,110,136,50,30,1142,10,4,3,3,0,0,0,17,918,881,485,337,438,244,146,3440,29,41,36,36,41,39,38,254,15,35,16,18,18,14,7,118,13,18,12,8,17,5,3,81,47,52,50,41,45,12,4,262,4,13,3,0,4,0,0,27,112,162,122,102,126,72,52,745,1023,1040,608,440,565,318,196,4183
POA2213,336,446,234,144,208,147,85,1596,168,162,97,49,82,39,12,607,154,148,79,53,76,35,27,564,545,602,378,243,314,159,84,2320,4,7,0,0,0,0,0,8,1207,1356,781,482,677,376,215,5093,30,47,29,22,41,22,9,195,20,30,22,21,31,3,4,130,4,17,18,4,18,11,0,73,73,105,71,41,66,26,22,400,3,0,3,4,4,0,0,18,127,201,143,99,151,62,38,819,1336,1554,924,583,828,436,250,5906
POA2214,31,37,24,22,21,12,10,160,17,28,19,12,15,9,3,101,27,22,8,5,10,5,0,65,165,163,93,62,87,28,13,602,0,0,0,0,0,0,0,0,240,246,145,95,129,53,22,936,3,7,0,3,0,4,0,17,7,0,0,0,3,5,4,19,0,0,0,3,0,0,0,8,18,22,20,9,23,5,0,104,0,0,0,0,0,0,0,0,34,27,20,18,28,15,3,153,276,277,164,110,159,64,35,1084
POA2216,742,498,248,150,186,171,78,2082,137,120,75,43,56,31,16,476,151,133,62,22,33,10,7,425,298,289,160,78,115,84,38,1061,9,9,5,0,0,0,0,20,1337,1048,551,295,396,291,143,4060,34,55,43,30,53,51,32,299,34,33,15,22,21,12,7,146,17,21,23,17,14,3,8,99,68,71,44,38,33,13,8,275,4,4,6,0,3,0,0,11,152,184,126,100,122,83,55,830,1486,1232,680,392,519,376,195,4887
POA2217,720,657,315,160,233,147,109,2334,129,121,93,48,54,43,16,513,153,119,74,50,48,18,11,476,366,329,206,138,185,124,47,1407,4,3,0,0,0,0,0,12,1373,1235,690,396,520,333,187,4737,35,65,44,34,75,51,32,341,25,31,28,14,29,11,9,146,9,17,18,6,15,8,3,73,32,54,43,29,52,11,6,223,10,10,0,0,3,0,0,23,114,174,139,84,170,75,52,808,1490,1410,830,481,691,411,242,5542
POA2218,426,384,194,127,153,146,89,1513,66,60,37,25,32,17,3,245,91,83,26,17,27,16,0,267,164,132,95,77,77,52,21,621,0,0,0,0,0,0,0,3,747,660,356,245,291,234,118,2648,16,36,28,31,51,39,31,237,6,12,12,15,13,6,0,65,4,17,6,8,17,3,4,58,20,32,28,13,30,12,6,130,6,4,0,0,0,0,0,14,54,104,77,63,105,60,40,503,804,767,431,310,390,290,161,3150
POA2219,145,133,74,43,81,41,32,544,82,87,50,34,46,26,13,341,93,62,37,27,23,19,9,265,318,317,189,111,166,87,46,1225,4,3,0,0,0,0,0,6,638,603,351,220,316,173,99,2387,8,18,10,7,19,7,7,80,15,25,12,11,26,3,6,88,0,10,18,7,6,3,3,51,26,51,53,34,39,17,9,240,4,0,0,0,0,0,0,10,61,106,89,61,82,35,29,467,701,707,437,285,402,204,128,2858
POA2220,961,952,449,284,358,299,193,3491,77,50,41,32,41,18,8,266,116,88,57,30,32,16,11,346,175,147,114,77,99,70,29,719,13,8,0,3,4,0,0,25,1338,1247,667,431,530,403,242,4853,90,169,104,61,103,120,73,720,9,22,14,16,21,5,5,99,22,20,15,12,12,3,3,85,24,40,18,17,15,11,7,131,4,10,3,0,0,0,0,15,151,256,154,105,161,145,84,1049,1484,1499,823,532,686,547,320,5905
POA2221,238,336,211,130,175,125,93,1316,60,92,78,44,66,43,20,398,72,109,59,45,50,34,22,385,280,361,224,167,214,154,73,1480,5,7,0,0,0,0,0,15,652,905,574,391,514,360,210,3601,13,40,28,31,45,30,35,218,10,15,13,10,11,10,4,75,3,9,5,7,14,4,0,46,29,42,30,32,38,20,11,202,5,0,0,0,0,0,0,5,59,105,81,81,103,62,45,544,714,1013,657,470,611,426,257,4147
POA2222,302,333,124,83,151,110,50,1160,65,46,29,17,20,17,18,208,53,50,27,17,28,13,9,196,136,138,74,64,83,58,29,586,3,0,0,0,0,0,0,3,559,566,259,186,282,194,107,2151,18,30,26,19,34,24,19,175,10,7,16,3,6,7,0,45,15,14,8,11,9,5,0,67,21,17,16,12,15,5,8,98,4,0,0,0,0,0,0,7,63,81,70,55,62,38,26,390,623,644,322,235,341,233,132,2540
POA2223,328,438,207,98,150,116,73,1412,93,123,71,51,65,46,18,470,131,144,94,43,52,35,18,524,487,465,314,224,303,177,78,2036,5,0,0,0,0,0,0,5,1035,1168,687,424,567,374,185,4447,15,33,29,14,23,28,25,175,15,25,11,8,8,8,7,84,4,17,13,7,12,4,3,62,22,49,37,27,48,36,20,243,0,0,4,0,0,0,0,6,59,124,94,57,92,83,55,559,1092,1298,776,479,662,455,243,5008
POA2224,116,159,76,64,90,68,50,627,70,74,53,32,50,21,8,312,92,98,44,23,44,24,4,335,338,426,248,174,211,102,44,1537,0,0,0,5,0,0,0,10,621,754,423,298,404,218,107,2820,5,9,15,12,25,3,8,86,10,8,13,6,13,7,3,62,0,9,3,6,11,3,0,44,38,57,47,31,41,23,6,240,0,0,0,0,0,0,0,5,54,85,76,55,96,42,29,429,670,842,497,357,493,262,133,3254
POA2225,27,47,31,26,23,23,8,178,34,77,30,22,21,15,10,212,43,44,25,22,24,19,3,173,188,242,181,120,160,78,29,991,0,0,0,0,0,0,0,0,293,401,266,184,232,130,48,1557,0,0,0,0,0,3,4,11,0,4,3,4,4,0,0,15,0,0,8,0,3,0,0,10,9,13,11,16,16,6,0,76,0,0,0,0,0,0,0,0,9,22,25,21,24,18,5,112,302,426,286,201,254,148,54,1672
POA2226,141,130,81,33,53,33,21,490,84,107,86,43,52,25,11,412,69,78,54,34,38,24,9,302,424,505,303,197,249,147,53,1875,0,0,3,0,0,0,0,7,720,825,519,310,386,223,97,3079,3,0,3,6,5,9,0,30,0,10,6,9,11,6,5,53,7,4,4,0,6,8,0,39,39,60,48,29,50,23,3,255,0,0,0,0,0,0,0,5,52,87,65,48,71,41,17,376,772,908,582,363,454,270,112,3453
POA2227,130,151,72,39,57,36,25,510,94,117,42,35,61,24,12,383,103,87,42,26,29,21,10,318,551,549,326,222,321,142,66,2176,3,3,0,0,0,0,0,10,878,906,489,320,470,223,103,3393,10,17,3,5,11,3,3,50,5,11,11,12,18,6,6,62,6,9,8,11,15,5,0,56,33,62,65,44,64,28,8,304,0,0,0,0,0,0,0,4,50,98,83,78,101,47,16,473,930,1008,571,398,574,268,120,3870
POA2228,272,258,148,82,102,76,28,965,100,122,63,41,48,23,15,417,124,112,70,41,36,28,7,409,591,519,302,207,269,139,39,2076,0,0,0,0,0,0,0,4,1087,1010,583,377,464,256,90,3872,24,33,16,22,21,20,5,149,14,25,23,21,21,11,6,125,4,16,11,13,12,9,3,78,42,75,61,55,67,29,15,336,4,4,0,3,0,0,0,19,84,159,125,114,125,68,35,711,1174,1172,710,492,588,331,131,4587
POA2229,210,224,110,89,94,58,38,817,167,174,111,67,87,26,26,656,194,170,111,80,98,40,19,719,1182,1104,592,424,514,281,152,4244,7,0,3,0,0,0,0,10,1751,1676,928,658,792,404,234,6449,15,22,22,19,28,16,9,126,14,29,17,10,18,15,9,104,16,20,16,13,23,14,9,108,63,130,92,71,104,40,29,536,0,11,0,0,0,5,0,15,105,203,150,113,172,85,47,887,1856,1880,1083,775,967,492,282,7332
POA2230,149,121,58,50,55,40,13,486,113,129,61,55,85,46,14,507,168,156,68,50,79,43,8,572,860,768,519,350,459,247,114,3314,7,8,0,0,0,0,0,16,1288,1179,703,513,684,376,149,4889,11,14,13,8,11,7,5,73,15,27,22,9,16,15,8,112,6,26,14,21,22,5,5,103,56,116,77,63,95,37,30,476,4,3,0,0,0,0,0,9,95,193,129,99,147,72,48,774,1379,1367,832,613,830,449,202,5662
POA2231,0,4,5,0,3,0,4,22,17,19,7,4,10,8,3,65,17,15,12,4,10,4,0,63,137,134,53,47,64,16,5,459,0,0,0,0,0,0,0,0,180,173,78,57,83,20,13,604,0,0,3,0,0,0,0,8,4,7,3,3,4,0,4,23,0,0,3,0,0,0,0,9,5,15,11,14,17,4,4,64,0,0,0,0,0,0,0,0,10,25,24,20,20,5,5,104,187,196,95,82,98,27,14,708
