POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2551,591,30,13,54,0,688,290,21,0,0,0,309,112,62,35,0,0,208,82,7,0,0,0,93,8,0,0,0,0,11,62,17,0,0,3,87,14,0,0,7,0,19,4,0,0,0,0,8,280,91,32,9,3,423,23,17,0,4,4,47,31,8,0,0,0,34,1208,169,49,64,8,1501
POA2555,23,0,0,0,0,23,8,0,0,0,0,8,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,51,0,0,0,0,51
POA2556,329,0,3,0,0,337,173,0,0,0,0,172,97,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,13,0,0,0,0,13,0,0,0,0,0,0,146,0,0,0,0,146,13,0,0,0,0,13,18,0,0,0,0,18,675,0,5,0,0,689
POA2557,917,3,7,0,0,930,3215,74,4,0,0,3289,1321,50,15,0,0,1392,12,0,0,0,0,9,9,0,0,0,0,9,169,3,3,0,3,177,47,4,0,0,0,50,10,0,0,0,0,13,1558,58,17,0,4,1643,55,0,0,0,0,56,63,0,0,0,0,66,5807,132,33,3,13,5991
POA2558,880,49,3,0,0,937,1681,92,0,0,0,1780,446,73,11,0,0,531,73,3,0,0,0,74,5,0,0,0,0,9,126,14,3,0,0,145,5,0,0,0,0,8,0,0,0,0,0,0,658,97,13,0,0,769,22,6,0,0,0,25,28,0,0,0,0,27,3268,249,19,0,0,3535
POA2559,31,6,0,0,0,35,213,4,0,0,0,219,60,28,0,0,0,97,92,269,24,0,0,385,6,46,0,0,0,46,16,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,177,342,32,0,0,551,0,6,0,0,0,4,16,9,0,0,0,24,424,372,32,0,0,826
POA2560,5831,551,278,4,3,6668,9008,612,546,0,6,10170,4178,719,1391,12,10,6308,1343,657,115,0,0,2120,92,116,102,0,0,311,788,92,110,0,5,995,91,18,16,0,0,129,19,11,10,0,0,42,6511,1613,1751,9,18,9903,197,308,166,0,0,673,280,90,65,0,7,442,21834,3175,2802,11,29,27861
POA2563,24,0,0,0,0,24,16,0,0,0,0,16,25,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,82
POA2564,784,208,0,0,0,993,1106,426,15,0,0,1542,464,333,34,0,3,832,664,245,0,0,0,911,34,9,0,0,0,41,84,47,0,0,0,131,17,4,0,0,0,22,13,3,0,0,0,12,1279,639,41,0,3,1960,42,12,0,0,0,44,47,28,0,0,0,74,3262,1300,57,0,6,4623
POA2565,1646,250,119,0,0,2012,3924,638,75,0,10,4657,1515,570,109,0,9,2197,26,237,12,0,0,277,9,14,6,0,0,25,160,68,17,0,0,247,35,14,12,0,0,63,8,0,0,0,0,9,1756,906,153,0,5,2819,72,15,132,0,0,214,92,24,8,0,0,121,7477,1832,482,4,25,9825
POA2566,1973,107,21,0,0,2107,3544,235,33,0,0,3816,1152,253,70,0,0,1476,376,213,59,0,0,653,27,9,0,0,0,36,236,34,17,0,0,285,31,5,0,0,0,35,8,6,0,0,0,13,1832,522,144,0,5,2505,65,4,5,0,0,72,94,10,9,0,0,112,7508,882,219,0,4,8615
POA2567,2894,69,7,0,0,2978,6658,141,20,0,0,6824,1836,181,14,0,3,2033,151,0,0,0,0,147,19,0,0,0,0,16,316,32,8,0,0,350,35,3,0,0,0,36,9,0,0,0,0,14,2363,219,20,0,3,2603,61,8,0,0,0,70,109,4,0,0,0,110,12088,437,46,0,12,12584
POA2568,121,16,0,0,0,135,129,0,0,0,0,131,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,9,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,3,32,77,20,0,0,0,92,8,0,0,0,0,6,356,37,0,0,3,401
POA2569,170,0,0,0,0,173,197,4,0,0,0,202,19,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,38,5,0,0,0,0,5,3,0,0,0,0,3,411,15,3,0,0,427
POA2570,4168,247,44,48,11,4515,9719,391,51,0,13,10184,3135,533,115,4,8,3798,102,74,41,0,0,213,18,85,0,0,0,106,488,56,15,5,3,568,91,3,5,19,0,124,15,6,0,0,0,23,3853,764,173,30,18,4836,262,199,17,0,10,488,181,28,10,0,11,229,18188,1628,297,82,53,20245
POA2571,1164,28,6,0,0,1200,2245,19,5,4,0,2282,363,35,40,22,0,454,13,9,13,0,0,30,8,9,3,0,0,19,97,0,9,0,0,99,9,0,0,0,0,15,0,0,0,0,0,0,494,41,63,22,5,625,53,0,0,0,0,55,42,0,0,0,0,42,4004,94,71,24,7,4205
POA2572,530,46,0,0,0,579,752,6,0,3,0,758,285,12,5,0,4,312,6,0,0,0,0,8,19,10,0,0,0,25,54,0,0,0,0,54,12,4,0,0,0,9,0,0,0,0,0,0,369,24,7,0,4,409,52,80,0,0,0,131,22,7,0,0,0,30,1725,164,7,5,4,1902
POA2573,470,45,0,0,4,518,784,27,9,0,0,820,399,55,9,3,0,464,31,7,0,0,0,39,32,9,0,0,0,36,74,7,0,0,0,80,11,0,0,0,0,12,0,0,0,0,0,3,550,74,9,3,0,638,15,12,0,0,0,22,19,0,0,0,0,24,1836,156,17,0,4,2023
POA2574,592,40,12,14,0,660,895,6,3,0,0,904,187,7,0,0,0,201,0,0,0,0,0,0,8,0,0,0,0,8,60,0,0,3,0,69,15,0,0,20,0,41,5,0,0,0,0,4,271,14,0,24,0,313,30,35,7,0,0,65,18,3,6,7,0,33,1805,98,27,47,8,1983
POA2575,2279,28,29,22,8,2369,2507,13,21,6,0,2551,777,74,99,0,0,955,43,4,9,0,0,61,52,3,14,0,0,76,206,6,12,5,0,228,37,3,7,4,0,51,0,0,0,0,0,4,1121,99,138,7,4,1376,72,48,11,4,0,124,78,5,3,0,3,84,6057,192,196,40,19,6505
POA2576,2670,345,32,3,4,3057,1359,64,14,3,0,1440,408,160,50,5,0,634,33,18,0,0,0,46,39,26,9,0,0,69,145,28,5,0,3,182,17,10,0,0,0,29,5,5,0,0,0,12,650,248,68,5,3,970,99,98,9,0,0,209,46,19,7,0,0,71,4822,771,133,13,10,5749
POA2577,2552,98,21,55,0,2720,2015,37,14,11,0,2085,579,90,45,6,7,725,81,18,16,0,0,115,74,37,20,0,0,125,284,20,5,0,0,310,47,0,0,10,0,59,7,0,0,0,0,7,1072,167,83,19,5,1348,103,5,0,3,0,116,66,6,4,5,0,81,5811,310,116,96,8,6344
POA2578,700,9,5,0,0,712,301,0,0,0,0,303,96,10,8,6,0,115,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,132,8,7,6,0,157,16,0,3,0,0,23,11,0,0,0,0,11,1167,17,21,10,0,1209
POA2579,736,0,0,5,0,743,631,6,0,3,0,634,133,3,0,4,0,132,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,72,17,0,0,0,0,17,0,0,0,0,0,0,219,3,0,4,0,224,42,0,0,0,0,46,31,0,0,0,0,31,1670,5,0,8,3,1687
POA2580,4047,208,28,32,5,4315,3680,116,16,4,4,3819,1439,409,203,23,5,2078,393,83,35,0,0,508,37,61,18,0,0,122,480,57,38,6,0,584,69,14,7,14,0,103,13,4,4,0,0,18,2427,626,307,45,14,3420,154,73,5,5,0,231,156,21,8,4,10,192,10469,1031,360,96,27,11981
POA2581,292,9,0,0,5,308,401,0,0,0,6,408,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,60,15,0,0,0,0,12,0,0,0,0,0,0,107,0,4,0,0,112,23,0,0,0,0,23,9,0,0,0,0,9,835,10,3,3,14,862
POA2582,1533,58,8,4,0,1605,2178,26,8,4,0,2220,284,62,19,0,0,367,57,0,4,0,0,62,34,4,23,0,0,65,205,18,6,0,4,234,36,0,4,0,0,43,0,0,0,0,0,7,621,83,58,0,9,770,93,21,7,4,0,123,37,4,9,0,12,61,4463,194,86,14,22,4774
POA2583,985,18,0,11,3,1024,443,3,0,0,6,457,98,7,4,0,0,105,13,0,0,0,0,13,4,4,0,0,0,9,98,4,0,0,0,105,22,0,0,0,0,22,0,0,0,0,0,0,229,19,0,0,0,249,81,5,0,0,0,87,33,3,0,0,3,37,1774,53,7,12,8,1855
POA2584,99,0,0,0,0,93,76,3,0,0,0,82,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,12,0,0,0,0,14,3,0,0,0,0,3,211,3,0,0,0,218
POA2585,37,3,0,0,0,40,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13,11,0,0,0,0,11,3,0,0,0,0,4,77,3,0,0,0,81
POA2586,518,0,3,4,4,527,277,0,0,0,0,278,63,0,0,0,0,70,0,0,0,0,0,3,0,13,0,0,0,17,56,0,0,0,0,57,20,3,0,0,4,29,0,0,0,0,0,0,144,18,4,0,3,176,61,3,0,0,6,66,19,3,0,0,0,26,1014,28,7,10,13,1069
POA2587,527,8,0,11,0,552,323,3,0,0,0,328,79,0,4,6,0,90,5,0,0,0,0,11,9,0,0,0,0,9,86,0,4,0,0,95,18,0,4,3,0,30,0,0,0,0,0,0,198,0,13,14,0,231,47,3,0,3,6,54,38,0,0,0,0,37,1134,25,19,19,6,1198
POA2588,68,0,0,0,0,68,28,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,115,0,0,0,0,115
POA2590,1359,31,4,5,0,1395,712,11,0,0,0,723,214,95,0,6,0,325,130,7,13,0,0,150,0,0,0,0,0,0,140,25,0,6,0,175,25,8,0,3,0,32,0,6,0,0,0,0,518,131,15,13,0,679,65,26,0,0,0,88,74,6,0,6,0,80,2717,204,22,21,3,2964
POA2594,1677,77,11,13,7,1781,1272,26,9,0,0,1312,561,166,81,0,0,814,68,15,0,0,0,85,34,15,4,0,0,54,216,29,4,5,0,251,44,11,3,3,0,64,3,4,0,0,0,9,930,236,91,11,3,1270,95,22,0,0,0,126,109,11,3,0,6,129,4090,372,115,22,8,4608
POA2619,845,100,0,0,0,942,1388,156,0,0,0,1551,206,108,0,0,0,310,11,0,0,0,0,14,0,0,0,0,0,0,51,41,0,0,0,93,162,0,0,0,0,167,0,5,0,0,0,5,431,157,0,0,0,591,12,0,0,0,0,10,19,5,0,0,0,21,2695,427,0,0,0,3121
POA2620,3526,415,280,16,3,4249,5556,970,495,3,4,7035,774,793,1362,5,3,2950,385,124,63,0,0,575,29,95,50,0,0,181,490,207,289,5,3,992,270,46,63,6,11,394,15,9,12,0,0,28,1961,1272,1842,14,20,5114,121,38,29,4,7,197,122,35,43,0,4,203,11288,2735,2694,38,40,16796
POA2621,622,21,4,4,0,650,1218,17,12,3,0,1250,161,14,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,0,0,89,11,0,0,4,0,14,0,0,0,0,0,0,258,20,6,4,0,284,29,0,0,0,0,31,17,0,0,0,0,14,2137,61,23,4,3,2230
POA2622,764,28,0,3,9,808,495,8,0,7,0,511,108,18,6,9,0,131,3,0,0,0,0,3,0,0,0,0,0,0,84,8,0,0,0,96,13,0,0,0,0,14,0,0,0,0,0,0,207,23,3,5,0,245,44,0,0,0,0,52,25,0,0,0,0,24,1547,63,3,16,16,1642
POA2623,79,3,0,0,0,79,113,0,0,0,0,113,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,3,0,0,0,0,3,4,0,0,0,0,4,239,3,0,0,0,242
POA2624,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
POA2625,11,0,16,0,0,27,7,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,4,0,11,0,6,20,0,0,0,0,0,0,12,0,14,0,0,30,6,0,0,0,0,6,5,0,3,0,5,11,33,5,49,0,3,91
POA2626,77,0,0,0,0,77,87,0,0,0,0,87,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,186,0,0,0,0,186
POA2627,454,29,54,0,4,542,467,37,67,0,0,573,126,58,142,0,0,329,4,0,0,0,0,6,7,0,0,0,0,7,101,20,52,0,4,173,40,8,32,0,8,83,0,0,0,0,0,0,278,83,227,0,14,600,27,0,5,0,5,38,16,8,7,0,0,31,1246,152,357,0,24,1784
POA2628,346,3,4,8,8,369,251,7,0,0,0,262,69,18,5,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,57,9,0,0,0,59,7,3,0,0,0,14,0,0,0,0,0,0,129,27,6,0,0,163,31,0,0,0,0,35,4,0,0,0,0,4,769,38,13,3,4,838
POA2629,126,0,0,0,0,127,34,0,0,0,0,34,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,8,0,0,4,3,16,0,0,0,0,0,0,29,0,0,4,3,36,6,0,0,0,0,11,4,0,0,0,0,4,206,0,0,7,10,219
POA2630,1381,26,6,9,3,1429,1045,12,0,0,3,1064,329,76,81,7,0,490,33,13,6,0,0,50,28,4,6,0,0,43,179,8,11,3,0,205,45,5,3,4,5,63,4,0,0,0,0,6,620,115,108,11,4,855,70,17,3,0,3,92,54,0,4,0,0,56,3163,171,121,27,11,3496
POA2631,131,0,0,0,0,137,59,0,0,0,0,59,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,24,10,0,0,0,0,10,0,0,0,0,0,0,228,0,0,5,0,237
POA2632,348,0,0,7,0,353,199,0,0,0,0,204,39,4,0,0,0,47,4,0,0,0,0,6,5,0,0,0,0,0,67,6,8,0,3,85,15,3,0,0,0,20,0,0,0,0,0,4,130,12,9,0,3,158,31,0,0,0,0,31,11,0,0,0,0,14,724,15,10,9,6,763
POA2633,86,0,0,0,0,84,27,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,7,0,0,0,0,7,3,0,0,0,0,3,140,0,0,0,0,140
POA2640,4363,432,34,11,3,4840,4928,212,4,4,0,5155,1981,1414,134,12,3,3542,354,132,14,0,0,500,51,64,9,0,0,120,495,147,4,0,3,646,76,24,3,7,5,112,16,13,5,0,0,27,2966,1795,174,18,10,4949,280,73,16,0,3,370,144,36,11,8,0,203,12683,2553,239,30,21,15527
POA2641,1817,168,8,8,3,2006,1823,117,3,0,0,1948,1004,799,46,0,3,1863,156,39,5,0,0,197,37,30,0,0,0,63,257,96,4,3,0,352,33,8,0,5,0,48,11,10,5,0,0,20,1504,974,59,11,9,2548,64,21,14,0,0,102,103,45,0,0,12,161,5310,1322,89,24,22,6766
POA2642,713,8,0,0,0,724,702,3,0,0,0,713,87,3,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,104,14,0,0,0,0,19,0,0,0,0,0,0,213,9,0,3,0,229,51,0,0,0,0,48,31,0,0,0,0,31,1711,21,0,8,3,1744
POA2643,490,17,0,11,0,519,427,0,0,0,0,427,116,31,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,51,4,0,0,5,0,14,0,0,0,0,0,0,171,42,0,6,0,219,16,0,0,0,0,16,21,0,0,0,0,19,1114,60,3,14,0,1198
POA2644,417,0,0,0,0,421,283,0,0,0,0,284,50,14,0,0,0,68,0,8,0,0,0,8,5,5,0,0,0,10,69,0,0,0,0,68,21,0,0,0,0,19,0,0,0,0,0,0,146,26,0,0,0,178,47,0,0,0,0,47,22,0,0,0,0,22,916,34,0,0,3,953
POA2645,80,0,0,0,0,86,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,21,12,0,0,0,0,12,3,0,0,0,0,3,135,0,0,0,0,142
POA2646,1204,98,0,16,3,1323,711,32,0,5,0,743,226,147,0,6,0,383,30,3,0,0,0,27,0,11,0,0,0,8,123,35,4,0,4,163,26,0,0,0,0,30,9,3,0,0,0,12,408,205,3,10,4,625,69,9,0,0,0,82,41,8,0,0,0,54,2433,358,3,33,8,2836
POA2647,401,33,6,0,0,441,288,9,5,0,0,300,69,35,7,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,47,6,3,0,0,54,11,0,0,0,0,13,4,0,0,0,0,0,130,43,5,0,0,180,17,22,0,0,0,38,23,3,0,0,0,24,859,113,13,0,0,988
POA2648,408,11,4,4,3,433,231,0,0,3,0,232,57,10,4,0,0,66,13,0,0,0,0,16,8,0,0,0,0,3,55,0,0,0,0,61,14,4,0,0,3,19,0,0,0,0,0,0,147,15,4,0,5,175,40,0,0,0,0,44,24,0,11,15,5,55,854,35,20,21,10,944
POA2649,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12
POA2650,6333,247,258,15,10,6858,7533,97,112,12,3,7758,3158,474,1363,30,7,5035,714,37,134,0,0,887,75,47,71,0,0,191,976,76,120,3,0,1176,276,13,24,14,4,336,25,5,9,0,0,45,5232,653,1721,48,19,7674,284,141,65,3,8,504,248,27,53,5,4,339,19632,1169,2209,78,42,23133
POA2651,139,0,5,4,0,148,366,0,11,0,0,374,141,8,51,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,43,48,0,0,5,0,50,0,0,0,0,0,0,225,8,53,8,0,295,8,0,0,0,0,8,9,0,0,0,0,9,747,8,66,10,0,831
POA2652,713,0,0,0,0,714,587,0,0,0,0,588,82,0,0,0,0,82,4,0,0,0,0,4,0,0,0,0,0,0,94,0,0,0,0,98,41,0,0,0,3,42,0,0,0,0,0,0,222,0,0,0,6,229,92,0,0,0,0,101,35,0,0,0,0,38,1654,4,0,4,6,1676
POA2653,449,0,0,0,4,452,247,0,0,0,0,254,70,7,0,0,0,80,16,0,0,0,0,20,0,0,0,0,0,0,76,7,0,0,0,87,21,0,0,0,0,21,0,0,0,0,0,6,187,20,0,6,0,211,37,0,0,0,0,32,19,0,0,0,0,19,936,22,0,3,4,965
POA2655,202,0,0,0,0,207,193,0,0,0,0,196,20,0,0,0,0,20,0,0,0,0,0,3,0,0,5,0,0,5,36,0,0,0,4,34,3,0,0,0,0,3,0,0,0,0,0,0,61,0,5,0,4,69,12,0,0,0,0,12,13,0,0,0,0,12,482,0,5,0,4,491
POA2656,279,0,0,0,0,286,108,0,0,0,0,110,23,0,5,0,0,28,0,0,0,0,0,4,3,0,0,0,0,6,38,0,0,0,0,42,9,0,0,0,0,12,5,0,0,0,0,5,75,7,7,0,0,92,23,0,0,0,0,22,7,0,0,0,0,9,496,8,7,0,0,524
POA2658,286,3,0,0,9,292,139,0,0,0,0,136,41,0,0,0,0,40,0,0,0,0,0,0,0,3,0,0,4,6,42,4,0,0,0,39,4,0,0,0,0,11,0,3,0,0,0,4,86,10,0,0,4,95,21,0,0,0,0,25,16,0,0,0,0,16,548,16,0,0,6,572
POA2659,144,0,0,3,0,146,107,0,0,0,0,107,18,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,11,0,0,0,0,6,0,0,0,0,0,0,37,0,0,0,0,45,9,0,0,0,0,11,12,0,0,0,0,12,311,0,0,6,0,317
POA2660,257,0,0,0,0,260,201,0,0,0,0,198,41,4,0,0,0,48,6,3,0,0,0,14,4,3,0,0,0,3,31,0,0,0,0,34,4,0,0,0,0,3,0,0,0,0,0,0,89,12,0,0,0,106,24,0,0,0,0,23,18,0,0,0,0,17,586,16,0,0,0,606
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,0,0,0,0,0,0,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51
POA2663,607,5,7,3,0,626,505,4,0,9,0,520,270,15,39,0,0,322,34,4,11,0,0,47,0,5,5,0,0,9,79,0,0,0,0,86,6,0,0,0,0,10,0,3,0,0,0,0,395,20,58,3,3,475,22,0,0,0,0,22,27,3,3,0,0,33,1561,35,63,14,5,1681
POA2665,449,3,0,0,4,457,148,4,0,0,0,151,22,5,0,0,0,23,3,0,0,0,0,7,6,6,0,0,0,13,45,0,0,0,0,45,19,0,0,0,0,20,7,0,0,0,0,7,99,11,0,0,0,112,62,0,0,0,0,64,24,0,0,0,0,24,779,16,0,4,5,804
POA2666,1003,24,0,16,0,1046,559,8,0,3,0,565,196,44,8,15,0,252,41,3,3,0,0,42,0,22,0,0,0,22,137,19,0,0,0,158,21,4,0,0,0,27,0,0,0,0,0,5,397,87,10,15,0,509,50,11,0,0,0,57,35,3,0,0,4,42,2039,135,13,32,9,2223
POA2668,87,0,0,0,0,93,34,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,4,5,0,0,0,0,10,150,0,0,3,0,153
POA2669,312,3,0,0,6,323,101,0,0,0,0,102,5,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,4,50,0,0,0,5,57,13,0,0,0,0,19,0,0,0,0,0,0,80,0,0,0,5,86,57,0,0,0,0,57,14,0,0,0,0,14,558,3,0,3,9,571
POA2671,642,20,4,8,0,674,435,5,0,4,5,453,76,23,15,0,0,121,29,0,3,0,0,31,4,10,0,0,0,13,81,8,5,0,0,96,41,4,11,7,4,61,4,0,3,0,0,0,236,50,35,7,4,324,47,7,0,0,10,63,20,3,0,0,15,36,1380,80,41,18,29,1544
POA2672,225,0,0,0,0,229,109,0,0,0,0,112,18,0,0,0,0,17,25,0,5,0,0,34,38,0,6,0,0,46,42,0,16,0,3,57,18,0,7,0,0,23,3,0,0,0,0,5,139,0,38,0,3,179,17,0,0,0,0,21,9,0,0,0,0,8,495,3,44,0,8,545
POA2675,191,0,0,4,0,198,112,0,0,4,0,113,27,0,0,0,0,30,12,0,4,0,0,13,9,0,5,0,0,7,76,0,6,3,0,90,30,0,5,3,4,48,4,0,0,0,0,4,153,0,23,5,8,186,41,0,0,6,0,47,17,0,0,5,0,20,513,0,23,19,9,562
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,2695,70,76,21,9,2873,2376,45,40,0,9,2464,924,179,544,24,0,1675,220,22,42,0,0,287,31,20,29,0,0,82,471,38,82,11,4,605,122,12,39,17,3,193,15,3,9,0,0,28,1787,274,744,56,13,2871,192,17,18,6,6,236,148,11,20,7,8,203,7198,420,901,85,42,8641
POA2681,233,6,0,0,0,234,235,0,0,0,0,239,47,4,14,0,0,69,0,0,0,0,0,0,0,0,6,0,0,6,42,0,0,0,0,42,13,0,0,0,0,13,0,0,0,0,0,0,109,4,23,0,0,137,17,0,0,0,0,21,7,0,0,0,0,9,597,10,29,0,0,634
POA2700,698,5,0,0,4,706,534,0,0,5,0,547,168,19,43,0,0,229,35,5,0,0,0,42,4,0,0,0,0,11,145,3,0,0,0,151,33,0,0,0,4,40,4,0,4,0,0,3,389,27,47,9,6,476,44,0,0,0,0,42,31,3,3,0,0,38,1694,38,51,13,7,1813
POA2701,358,8,0,0,0,370,338,0,0,0,0,339,70,6,4,0,0,82,3,0,3,0,0,6,6,3,0,0,0,8,52,0,0,0,0,57,12,0,0,0,0,16,0,0,0,0,0,0,138,9,10,0,0,159,25,0,0,0,0,24,15,0,0,0,0,16,873,18,9,3,0,911
