POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA2157,8,8,6,0,0,0,34,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,0,6,4,0,0,4,0,0,7,3,5,0,0,0,0,11,4,5,6,0,0,0,14,7,0,0,0,0,0,19,3,0,0,0,3,0,17,8,4,3,0,3,0,22,4,8,4,0,0,0,12,7,14,17,0,0,0,39,0,9,3,0,0,0,11,3,12,3,4,0,0,20,8,12,7,0,0,0,31,13,46,22,0,4,0,94,6,18,8,3,0,0,43,28,67,23,3,3,0,115,9,15,10,0,0,0,36,130,235,126,19,23,0,534
POA2158,24,18,7,7,5,0,57,0,0,4,0,0,0,4,3,0,6,0,0,0,17,0,0,4,0,0,0,6,0,8,0,0,0,0,12,3,8,5,3,0,0,18,9,4,15,0,0,0,31,0,3,4,4,0,0,17,8,3,9,0,6,0,28,3,12,3,4,0,0,22,7,16,3,4,7,0,26,17,23,16,4,6,0,53,6,11,3,0,0,0,24,7,10,9,0,0,0,28,8,20,26,6,0,0,61,30,86,38,10,8,0,176,21,84,30,11,5,0,143,24,127,45,9,10,5,215,22,38,33,6,5,0,99,196,473,267,52,57,6,1048
POA2159,11,6,5,3,0,0,29,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,9,3,3,6,0,0,0,17,7,4,5,0,0,0,13,6,10,0,0,0,0,16,4,0,5,0,5,0,12,8,12,8,0,0,0,28,0,4,3,0,0,0,11,17,22,11,0,0,0,56,0,12,0,0,3,0,12,5,7,3,0,0,0,17,9,17,11,4,0,0,33,26,56,17,3,0,0,104,12,35,12,0,4,0,70,22,48,28,6,3,0,102,13,16,11,0,3,0,40,153,257,130,22,23,0,589
POA2160,28,39,31,7,21,0,130,5,9,6,0,0,0,19,5,6,8,0,3,0,29,6,3,10,0,4,0,28,14,16,21,0,7,5,52,17,23,26,11,7,0,78,12,27,33,9,10,0,86,32,59,27,9,16,3,142,32,65,39,6,22,3,178,48,69,33,18,20,6,191,33,51,35,9,14,0,147,52,179,71,17,31,7,352,28,68,16,4,8,0,116,31,91,18,8,7,0,153,58,150,42,7,22,5,289,77,226,82,18,27,7,433,21,79,34,3,11,0,148,13,60,29,8,4,0,119,50,131,61,5,17,3,270,567,1344,616,140,247,40,2960
POA2161,17,33,25,0,18,3,103,12,6,7,0,3,0,27,4,10,8,0,6,0,24,5,6,8,0,3,0,23,10,11,17,3,10,0,49,16,22,24,6,8,4,78,25,37,26,6,12,4,117,34,56,38,9,11,0,153,25,69,25,16,15,4,155,37,66,30,12,18,5,164,29,60,11,6,15,0,131,63,170,62,16,26,5,336,31,71,23,8,11,5,142,22,71,21,12,6,0,136,42,144,47,17,14,4,272,62,224,76,25,27,0,419,10,74,21,5,9,5,118,21,43,25,0,0,0,89,50,117,53,18,18,0,255,512,1288,555,163,241,32,2792
POA2162,11,23,18,3,5,0,65,0,0,3,0,0,0,9,4,4,3,0,5,0,21,6,8,10,6,0,0,22,10,9,3,0,11,0,38,7,9,21,0,8,5,57,12,21,26,6,10,0,70,11,18,18,0,11,0,68,6,22,25,6,13,0,67,13,42,32,8,14,7,118,22,31,10,7,11,0,76,31,94,47,10,17,9,206,9,36,11,0,3,0,76,10,47,23,5,4,0,96,24,81,24,18,14,4,151,35,127,51,13,17,0,249,9,60,18,0,4,0,91,8,24,9,3,3,0,47,15,63,41,10,15,5,154,245,746,389,106,161,30,1682
POA2163,8,5,7,0,3,0,24,0,0,0,3,4,0,9,0,3,3,0,4,0,11,0,3,3,0,0,0,10,7,3,3,3,0,0,19,3,11,0,4,3,0,28,5,13,13,0,4,0,34,11,22,9,0,8,0,53,4,20,7,4,0,0,36,9,20,6,5,6,0,43,7,8,6,0,3,0,23,14,42,8,9,12,0,88,8,23,0,0,0,0,33,10,18,4,0,0,0,33,19,39,11,4,6,0,74,3,40,15,6,9,0,73,6,6,7,3,8,0,19,0,4,4,4,0,0,9,8,18,5,4,4,0,50,123,308,114,50,77,6,677
POA2164,12,15,25,6,10,5,70,0,4,7,0,0,0,9,0,0,10,0,3,0,17,6,3,4,0,6,0,23,7,10,10,4,4,0,36,12,17,23,0,10,0,62,15,22,27,4,12,0,84,16,21,27,6,5,0,76,21,38,15,7,17,0,98,20,36,33,21,14,4,126,19,29,20,3,11,0,86,34,87,49,10,27,0,205,13,48,15,11,7,0,88,18,48,9,0,4,0,89,34,105,45,15,12,0,214,40,130,45,13,30,5,263,19,43,21,4,6,0,85,8,20,7,0,3,0,42,23,59,42,19,10,0,154,323,745,423,124,180,23,1820
POA2165,39,41,41,15,24,0,152,8,5,6,5,5,0,29,18,14,13,6,11,0,57,7,3,11,6,7,0,35,12,12,25,4,13,0,69,10,28,29,10,6,3,88,33,48,45,8,19,0,159,30,50,51,16,27,6,178,28,62,39,15,22,3,159,36,79,56,12,20,6,207,31,59,27,9,20,3,158,59,152,74,25,43,4,361,22,50,19,11,14,0,115,26,69,25,7,17,0,136,33,107,47,18,28,3,237,72,158,82,25,37,0,373,16,55,29,5,12,0,118,14,33,13,8,3,0,69,39,90,47,18,39,5,235,526,1111,691,207,372,33,2939
POA2166,59,75,89,22,35,8,292,6,10,10,9,9,0,35,25,29,12,10,12,4,85,12,17,35,9,17,0,84,19,26,38,11,23,3,118,34,31,39,15,29,0,155,53,74,65,20,47,13,265,36,80,73,36,60,9,287,39,81,53,35,33,4,251,41,86,67,23,39,12,272,16,53,32,24,23,3,147,60,148,108,36,52,9,419,20,48,26,11,13,8,129,30,41,30,17,12,0,128,50,107,55,27,34,12,292,58,195,80,36,41,6,411,33,59,25,19,8,0,147,20,38,25,9,14,0,106,52,88,72,34,58,7,317,648,1285,948,391,559,100,3926
POA2167,9,23,4,0,5,0,41,0,0,4,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,7,7,0,4,0,25,4,13,6,0,6,0,29,12,19,10,0,6,4,50,14,27,16,0,5,0,67,12,35,15,4,3,0,71,23,39,22,4,4,0,88,11,46,16,0,9,0,76,38,102,33,8,0,3,183,20,53,7,0,0,0,93,13,59,15,0,0,0,93,29,73,27,0,0,0,138,25,108,25,6,4,0,169,7,19,8,0,0,0,40,8,14,11,0,3,0,29,21,37,22,0,3,3,94,258,674,257,36,59,13,1302
POA2168,39,42,61,13,22,9,190,7,14,11,0,0,0,37,14,17,17,4,14,0,64,13,13,18,3,8,0,56,27,18,26,9,20,0,98,31,42,32,15,26,0,141,25,57,55,16,30,3,189,37,70,77,25,28,0,240,30,89,68,31,24,0,250,36,136,80,27,34,0,313,29,105,55,20,19,4,240,98,193,123,48,52,10,525,47,129,52,25,20,3,279,30,101,38,21,17,0,205,66,204,92,26,30,5,422,84,205,88,38,23,3,444,20,65,43,15,9,0,153,9,43,16,3,3,0,81,57,98,72,28,28,3,295,711,1644,1037,358,413,45,4210
POA2170,99,117,88,20,46,8,389,20,21,26,4,11,0,76,34,36,39,4,23,3,138,24,30,34,5,22,5,119,50,66,54,20,29,6,230,76,93,80,22,44,0,318,95,149,104,32,43,3,428,117,213,143,35,71,3,586,111,240,112,49,72,0,580,149,326,165,50,63,11,763,115,278,111,44,43,11,606,242,631,281,87,90,14,1341,130,349,111,31,45,3,664,100,321,87,33,24,3,574,208,601,210,53,60,3,1141,315,901,328,74,79,14,1718,80,298,98,21,20,5,523,57,141,56,18,18,0,287,174,357,213,56,66,5,868,2197,5176,2335,665,874,99,11350
POA2171,32,64,65,14,14,0,185,11,8,15,0,0,0,28,15,19,22,0,4,0,62,9,20,22,3,8,0,58,10,25,29,4,5,0,81,17,47,32,8,20,0,121,24,59,58,10,21,0,172,44,92,70,17,15,0,237,35,123,53,12,25,6,258,41,144,84,16,22,0,311,33,119,57,17,22,0,248,76,328,167,35,46,3,654,55,162,55,22,11,0,310,49,173,65,19,19,3,327,105,387,151,38,30,0,713,150,592,246,61,46,5,1098,43,192,88,15,19,0,358,45,106,52,8,5,0,216,63,167,106,26,40,5,405,852,2823,1439,333,376,29,5841
POA2172,8,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,12,5,4,3,0,0,0,10,3,0,0,0,0,0,6,0,0,5,0,0,0,7,3,9,12,0,0,0,16,3,6,5,0,0,0,16,0,0,0,0,0,0,4,4,8,4,0,0,0,18,0,6,0,0,0,0,12,7,10,10,0,0,0,33,0,8,4,0,0,0,8,0,8,8,0,0,0,18,15,19,7,0,0,0,37,15,52,16,0,4,0,92,11,33,21,0,0,0,64,4,19,10,0,0,0,33,5,11,7,0,0,0,24,93,195,125,4,6,0,429
POA2173,19,19,25,0,8,0,68,0,5,10,0,5,0,14,9,6,12,0,4,0,21,3,11,4,0,0,0,24,5,11,3,3,0,0,26,7,15,19,0,10,0,49,18,15,16,0,12,0,67,16,33,32,0,5,0,86,9,37,21,9,10,0,88,19,54,30,4,8,3,124,16,59,16,11,7,0,104,37,99,46,11,8,0,205,20,63,25,5,11,0,125,24,55,8,0,4,0,100,53,125,39,6,11,0,238,73,182,49,8,9,5,334,13,41,20,6,3,0,82,7,30,16,0,0,0,49,17,36,26,4,3,0,90,378,884,422,62,129,4,1885
POA2174,8,28,11,5,0,0,52,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,6,0,0,0,0,11,0,3,6,0,0,0,9,0,7,4,0,0,0,10,3,12,12,4,0,0,30,3,12,13,3,3,0,30,4,16,3,0,0,0,28,9,30,14,4,0,0,52,9,28,6,0,4,0,45,23,79,31,4,0,5,143,24,56,11,3,0,0,98,25,95,9,5,6,0,138,62,192,35,5,5,3,304,107,359,64,10,11,4,552,23,101,33,0,4,0,166,15,58,14,3,3,0,95,14,70,24,6,3,0,123,329,1149,293,57,48,14,1893
POA2175,6,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,7,10,0,0,0,18,3,7,6,0,0,0,20,7,17,6,0,3,0,38,0,10,3,3,0,0,14,32,65,44,3,9,0,147
POA2176,48,54,64,14,23,0,204,13,7,24,0,7,0,49,19,15,22,4,12,0,73,18,12,20,0,10,0,65,18,23,38,6,11,0,95,33,24,47,10,14,8,134,38,59,58,20,35,4,209,47,60,76,11,23,0,216,44,70,72,14,24,0,228,48,100,80,17,26,0,274,16,74,52,11,24,3,184,75,206,130,21,53,0,490,35,95,58,18,17,3,220,23,84,57,9,17,0,192,68,214,99,28,22,0,441,122,327,167,28,56,6,707,34,112,60,15,12,3,227,27,57,34,4,7,0,123,61,131,114,19,46,6,377,777,1715,1274,258,431,49,4511
POA2177,16,12,22,12,8,0,74,6,7,3,0,0,0,19,3,3,10,0,5,0,28,4,0,0,0,3,0,14,14,10,20,0,5,0,52,15,16,27,3,10,0,72,11,19,19,5,13,0,74,16,19,20,0,16,0,81,21,34,22,9,16,0,96,25,44,25,9,11,0,109,15,25,25,8,9,0,80,44,71,47,15,24,0,205,23,39,6,10,11,0,89,12,26,17,5,4,0,71,29,68,31,12,13,3,162,27,81,49,15,24,0,198,5,19,6,5,0,0,48,3,22,6,10,8,0,42,30,32,29,13,20,0,130,325,563,391,137,202,18,1639
POA2178,10,8,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,7,0,0,0,0,0,0,8,0,0,8,0,0,0,6,6,0,3,0,0,0,8,11,5,3,0,0,0,19,3,5,0,0,0,0,13,0,7,5,0,0,0,13,0,7,0,0,0,0,9,8,11,11,0,4,0,32,0,0,0,0,0,0,5,0,4,4,0,0,0,9,6,0,5,0,3,0,8,3,6,19,0,3,0,36,3,16,13,0,0,0,30,13,34,9,0,0,0,62,11,19,15,0,0,0,37,70,127,110,4,16,0,329
POA2179,11,23,6,0,3,0,39,3,0,0,0,0,0,0,5,0,6,0,0,0,8,0,0,0,0,0,0,5,4,4,3,0,0,0,8,4,9,3,0,0,0,18,7,10,6,0,0,0,25,11,17,8,0,0,0,42,7,27,13,9,4,0,52,19,32,6,3,3,0,68,19,38,9,6,6,0,74,56,120,10,5,8,3,203,55,123,20,6,9,0,210,60,164,10,9,5,0,250,153,283,22,12,8,4,492,151,320,46,20,14,6,547,32,70,13,4,4,0,121,30,56,14,6,0,0,100,33,68,27,0,4,0,136,647,1357,227,77,68,25,2398
POA2190,13,41,25,4,3,0,88,0,5,3,0,0,0,11,8,7,7,5,0,0,26,5,10,14,5,8,0,38,3,8,11,0,7,0,38,23,22,21,6,7,0,71,12,24,25,0,9,3,74,13,28,28,10,20,0,103,10,48,33,6,9,0,104,22,39,34,10,11,0,108,11,33,19,9,11,0,84,46,116,67,14,22,0,264,16,50,11,6,6,0,94,14,54,23,8,6,6,104,31,127,51,9,8,0,230,66,227,100,21,17,0,436,23,111,39,3,15,0,189,11,69,37,6,13,3,146,36,115,68,19,24,6,266,367,1132,612,146,199,17,2473
POA2191,5,4,14,0,7,0,34,0,0,0,0,4,0,3,3,0,0,0,0,0,3,0,6,3,0,0,0,9,0,0,0,0,0,0,8,5,5,3,0,0,0,16,0,6,6,0,0,0,20,13,9,10,0,0,0,28,3,4,14,0,5,0,29,8,13,7,3,3,0,30,0,7,0,0,3,0,20,6,25,15,5,12,4,63,12,16,4,7,4,0,34,0,10,8,0,0,0,25,16,32,11,4,5,4,69,20,68,29,8,9,0,121,6,35,13,0,4,0,63,15,44,16,0,0,0,70,7,25,19,7,3,0,59,115,315,173,41,55,11,708
POA2192,16,9,13,0,5,0,52,0,0,0,0,0,0,0,4,0,8,0,5,0,22,0,6,7,0,0,0,12,8,9,0,0,3,0,20,9,12,7,5,10,0,40,6,5,11,5,4,0,39,7,13,14,7,0,0,48,15,22,5,0,3,0,50,12,23,11,3,9,0,57,15,20,3,8,8,0,55,35,43,23,4,16,3,122,15,20,10,0,4,4,53,24,13,3,0,0,0,42,19,40,17,0,5,0,87,39,83,27,11,13,0,170,14,39,13,3,4,0,71,12,33,14,4,6,0,73,17,29,8,7,12,4,80,279,403,212,60,111,20,1085
POA2193,16,16,18,0,5,3,58,0,3,0,0,0,0,10,7,4,6,0,5,0,22,3,5,0,0,0,0,13,9,6,4,4,3,0,24,3,3,7,0,0,0,24,17,9,9,0,8,0,45,10,13,14,10,12,0,64,22,30,13,5,10,0,73,20,29,15,5,8,0,83,25,15,10,8,9,0,61,51,61,30,8,7,3,154,38,37,10,5,6,0,91,32,38,20,5,5,0,93,49,81,20,3,3,0,165,85,151,49,13,16,4,323,35,97,23,12,3,0,169,34,101,26,3,3,0,163,22,41,22,5,5,0,98,468,730,302,88,123,14,1725
POA2194,19,8,20,4,14,0,70,10,0,3,0,0,0,11,5,4,6,0,5,0,20,10,5,3,0,3,0,26,9,7,10,4,0,0,31,11,17,18,0,7,0,45,22,20,17,3,13,0,74,23,14,16,9,15,4,73,21,16,16,6,3,0,74,45,31,31,9,8,0,130,34,28,5,12,7,0,91,65,95,33,10,23,4,230,41,31,17,11,7,0,109,26,43,8,3,7,0,86,57,59,17,10,6,3,152,51,76,27,12,11,0,179,24,37,20,3,7,0,99,23,35,14,0,6,0,73,31,45,17,5,14,6,125,533,578,298,99,167,24,1706
POA2195,14,23,16,3,7,0,69,7,0,3,0,0,0,16,8,6,3,5,7,0,26,0,6,9,4,0,0,21,6,6,11,4,8,0,35,8,14,18,3,16,0,60,20,27,23,11,15,0,85,23,41,27,0,6,4,102,22,51,24,4,7,0,107,17,65,19,5,15,0,129,11,35,15,9,6,0,81,34,56,32,9,13,3,147,6,34,7,0,5,0,59,0,15,5,0,3,3,36,12,55,15,7,4,0,94,34,84,23,17,11,0,164,4,19,9,0,4,0,32,9,7,12,0,0,0,23,19,49,29,12,7,5,116,260,598,295,92,141,19,1403
POA2196,32,53,31,8,23,5,145,7,3,3,0,0,0,12,10,6,14,0,4,0,41,9,19,13,5,6,0,45,11,17,23,0,15,0,72,22,16,32,4,13,0,95,22,33,26,5,14,0,104,29,47,30,16,19,3,143,21,46,28,8,17,3,136,38,75,44,7,18,0,179,30,50,19,9,16,6,126,65,145,93,19,28,4,356,25,58,18,6,10,0,118,18,56,19,3,4,3,103,38,153,61,16,13,3,280,90,312,83,25,34,4,544,35,98,43,7,9,0,201,30,68,32,7,6,0,144,44,106,73,10,20,7,260,565,1351,699,175,269,39,3097
POA2197,10,11,13,9,0,0,36,0,0,0,0,0,0,3,3,0,0,0,3,0,7,3,3,8,0,0,0,12,0,0,10,0,0,0,10,4,5,10,0,3,0,19,9,17,9,5,6,0,40,3,12,6,4,0,0,25,9,26,13,4,0,0,48,3,21,12,0,3,0,50,3,26,6,0,5,0,39,12,38,14,5,0,0,65,8,23,6,6,0,0,48,8,30,8,6,6,0,44,18,62,29,11,4,0,116,34,93,35,8,9,4,181,4,31,11,0,6,0,46,0,16,6,3,0,0,28,9,35,20,6,6,0,76,135,444,201,66,66,6,908
POA2198,8,13,10,9,9,0,44,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,4,8,0,0,0,20,4,4,3,0,0,0,16,5,3,7,0,0,0,17,6,15,11,0,4,0,33,9,15,15,7,9,0,47,6,15,5,0,0,0,30,8,15,8,8,3,0,42,5,12,7,0,0,0,24,16,38,20,7,9,0,89,6,23,8,8,0,0,40,7,27,9,0,0,0,48,20,62,23,11,6,0,115,32,137,36,12,22,0,238,10,39,8,0,5,0,65,9,41,11,0,6,0,62,23,45,20,4,8,0,102,166,507,208,66,84,8,1041
POA2199,28,19,23,5,6,0,79,3,0,5,0,5,0,13,13,3,8,0,6,0,30,3,8,5,0,3,0,16,14,3,17,5,6,0,35,11,10,15,4,8,0,45,12,21,15,3,4,0,63,14,35,15,4,6,0,83,12,34,20,5,12,4,87,11,37,18,10,15,0,101,16,37,20,5,10,5,92,36,94,42,16,14,0,205,17,32,3,4,5,0,64,11,41,10,5,3,0,68,21,94,28,9,14,0,175,38,139,47,25,9,0,255,14,50,19,10,4,0,107,11,44,14,0,4,0,76,25,45,37,8,9,0,128,304,751,377,131,138,19,1716
POA2200,41,63,43,12,20,0,181,7,4,8,4,3,0,23,18,14,7,8,7,0,54,8,11,4,0,7,0,34,14,17,24,0,8,0,67,23,26,25,10,16,3,104,14,62,39,8,18,4,154,32,71,58,22,30,0,214,51,79,43,22,28,4,220,73,93,53,16,27,3,272,41,85,33,10,21,0,193,99,171,93,29,35,0,428,33,69,29,11,12,4,159,33,49,31,14,11,3,143,60,116,42,16,25,9,270,78,204,95,24,31,3,436,17,91,28,11,14,0,174,24,58,36,4,10,0,119,50,99,63,18,27,0,271,720,1367,765,255,352,48,3512
POA2203,10,11,7,0,3,0,29,0,0,7,0,0,0,7,0,5,3,6,3,0,13,4,4,0,4,0,0,11,8,4,3,3,0,0,21,7,4,5,0,0,0,25,8,9,6,4,3,0,33,14,12,9,0,8,0,41,20,16,8,5,6,0,52,11,12,9,3,8,0,51,16,21,0,4,0,0,42,36,40,17,9,7,0,102,27,18,4,0,0,0,53,13,30,6,4,0,0,49,41,47,3,0,5,0,107,66,124,24,15,4,0,232,39,86,16,4,3,0,149,44,99,21,3,3,0,165,10,17,5,3,8,0,49,371,556,148,68,73,6,1226
POA2204,27,25,19,7,9,5,85,5,0,4,0,0,0,14,5,7,3,3,6,0,31,3,6,3,0,3,0,17,10,11,4,0,0,0,26,12,15,16,3,12,4,49,14,16,15,3,10,0,62,19,18,15,4,12,0,66,19,32,11,10,10,0,82,38,24,14,13,8,3,106,18,28,7,4,3,0,66,60,60,22,11,11,0,161,35,26,6,0,5,0,75,39,33,11,6,0,0,98,78,90,17,3,8,0,200,155,236,27,32,19,0,469,96,172,19,13,6,0,307,84,179,22,7,8,0,305,33,41,14,8,10,8,119,744,1021,252,142,139,26,2325
POA2205,18,19,10,6,0,3,61,0,5,0,0,0,0,3,0,7,4,0,4,0,13,0,3,0,5,0,0,9,10,6,8,3,3,0,34,14,6,3,3,5,0,32,25,17,7,4,3,0,57,14,13,15,4,3,0,45,26,16,13,3,9,3,73,33,28,6,9,5,0,87,47,34,7,5,13,0,108,106,70,34,12,18,5,232,89,58,8,5,9,5,173,77,58,12,0,8,7,164,117,82,20,14,9,3,246,154,166,43,9,14,0,381,65,88,17,4,8,3,182,40,49,9,5,8,0,113,40,50,21,11,11,4,134,891,761,249,93,128,42,2166
POA2206,16,36,17,5,5,0,88,3,0,6,0,0,0,12,4,5,14,0,0,0,21,12,8,8,0,3,0,30,14,4,9,0,4,0,35,7,12,18,5,8,0,57,10,23,11,4,4,0,53,18,24,21,3,10,0,67,11,20,27,4,6,0,62,13,18,23,3,13,0,72,13,17,11,0,13,0,57,24,55,35,11,13,0,141,14,22,10,9,0,0,57,10,35,7,0,7,0,64,29,79,28,10,3,0,145,68,199,78,11,16,0,376,51,166,47,11,9,5,289,53,173,42,14,5,0,281,28,60,51,3,14,0,153,405,963,448,89,147,11,2059
POA2207,37,44,54,6,6,0,149,4,3,7,0,4,0,19,9,7,9,0,8,0,38,9,8,14,0,0,0,40,11,12,14,4,11,0,55,19,25,11,11,13,0,85,16,24,33,4,14,0,93,29,35,26,10,9,0,112,24,43,22,5,13,0,114,27,41,29,8,14,0,118,21,35,23,6,13,0,98,63,110,63,12,13,0,266,24,57,12,8,4,0,106,33,66,17,9,7,0,131,48,104,47,13,12,0,221,141,300,108,15,18,4,580,60,169,46,15,14,0,301,47,163,40,8,15,0,277,43,97,50,9,20,0,224,674,1367,626,134,201,11,3014
POA2208,12,17,27,3,6,0,63,6,7,4,0,0,0,11,4,3,0,0,0,0,12,8,0,4,0,0,0,12,0,6,6,0,0,0,17,4,10,13,0,4,0,24,8,14,15,0,0,0,42,6,11,8,3,8,0,34,9,18,12,0,3,0,40,5,17,7,4,7,0,39,5,13,5,0,4,0,29,21,46,26,4,9,0,104,0,15,6,0,7,0,24,8,36,8,0,0,0,58,15,38,23,7,9,0,90,45,130,38,6,20,4,246,25,92,23,5,9,0,154,25,81,20,6,4,0,133,26,46,34,4,6,0,116,226,598,268,54,84,9,1249
POA2209,20,16,23,0,6,0,76,0,0,4,0,0,0,6,3,4,7,0,3,0,19,3,3,4,0,3,0,18,7,9,12,5,4,0,30,15,10,12,5,3,0,41,13,16,11,0,7,0,51,10,19,18,0,8,0,62,18,17,19,6,3,0,68,21,21,14,4,9,0,62,13,20,6,0,14,0,53,32,60,37,0,18,0,155,15,28,14,0,7,0,65,10,24,10,0,0,0,50,21,61,21,3,0,0,110,52,160,60,7,17,0,294,23,79,28,8,9,0,142,20,52,14,4,4,0,96,12,50,39,3,8,4,112,320,651,349,46,111,18,1497
POA2210,28,34,44,0,15,3,123,0,0,7,0,0,0,11,8,6,17,7,3,0,40,9,3,15,0,3,0,36,11,10,7,5,12,0,49,18,22,25,3,12,0,81,18,30,33,5,14,0,104,30,35,34,6,12,0,117,38,46,30,5,19,6,145,37,56,36,11,18,0,162,44,73,27,0,7,0,151,75,129,68,11,25,7,319,35,64,25,15,5,0,141,37,85,26,0,10,0,155,74,163,70,13,18,5,338,158,381,134,23,27,3,729,82,212,76,10,8,0,381,52,125,45,11,14,0,248,51,119,67,17,22,0,276,785,1601,806,144,253,28,3610
POA2211,29,23,20,0,11,0,76,0,0,5,0,3,0,11,10,7,3,0,3,0,29,9,6,6,0,0,0,24,7,4,8,0,3,0,31,10,11,12,0,4,0,43,18,17,24,0,0,0,58,18,24,26,4,5,0,75,16,21,24,3,4,0,70,13,30,22,10,8,0,86,13,29,13,6,8,0,73,40,60,47,4,18,0,175,13,43,16,0,4,0,78,26,44,20,0,9,0,102,43,99,31,9,6,0,192,93,232,80,6,14,0,426,35,69,25,8,5,0,149,23,57,29,3,3,0,115,33,52,33,5,9,0,130,456,827,449,65,133,20,1944
