POA_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA2063,0,0,0,0,0,0,0,0,0,56,31,0,92,4,0,4,95,67,0,164
POA2064,0,0,0,0,0,0,0,0,5,131,61,15,207,3,9,12,222,105,3,328
POA2065,0,0,0,0,0,0,0,0,7,419,153,38,604,17,15,28,630,225,6,860
POA2066,3,6,0,0,0,6,4,9,9,456,190,62,700,21,24,47,743,308,8,1061
POA2067,3,4,0,0,0,4,4,4,12,272,144,48,464,17,16,34,503,522,10,1033
POA2068,0,0,0,0,0,0,0,0,3,239,120,22,381,17,9,26,411,229,0,631
POA2069,0,0,0,0,0,0,0,3,4,149,87,22,255,8,3,12,267,163,3,429
POA2070,0,0,0,0,0,0,0,0,3,185,87,21,291,14,7,22,313,162,0,477
POA2071,0,0,0,0,0,0,0,0,0,156,93,26,271,8,12,23,295,200,0,496
POA2072,0,0,0,0,0,0,0,0,0,117,84,12,209,11,5,15,222,161,0,382
POA2073,0,0,0,0,0,0,0,7,7,179,97,23,296,10,9,16,316,190,9,511
POA2074,0,0,0,0,0,0,0,5,6,244,139,19,399,12,3,15,419,248,5,673
POA2075,0,3,0,0,0,3,0,0,7,240,107,34,381,9,10,24,411,244,3,657
POA2076,0,0,0,0,0,0,0,0,4,267,140,33,441,15,9,16,465,280,3,747
POA2077,0,0,0,0,0,0,0,6,10,509,344,91,950,31,35,55,1003,624,9,1640
POA2079,0,0,0,0,0,0,0,0,0,108,64,15,181,0,4,3,192,81,5,274
POA2080,0,0,0,0,0,0,0,0,0,22,10,3,38,3,0,3,37,24,0,60
POA2081,0,0,0,0,0,0,0,0,0,80,43,12,134,4,0,3,137,39,0,179
POA2082,0,0,0,0,0,0,0,0,0,64,43,10,120,0,0,3,123,44,0,168
POA2083,0,0,0,0,0,0,0,0,0,19,11,4,24,0,0,0,27,26,0,52
POA2084,0,0,0,0,0,0,0,0,0,25,26,4,50,0,0,4,55,23,0,80
POA2085,4,3,0,0,0,3,0,0,7,141,70,22,238,5,0,4,242,105,0,346
POA2086,3,3,0,0,0,0,0,5,11,157,77,28,261,4,8,10,275,129,4,407
POA2087,0,0,0,0,0,0,0,0,3,153,93,17,259,9,0,12,268,154,0,424
POA2088,0,7,0,0,0,7,0,4,7,371,153,27,549,21,18,35,581,265,7,862
POA2089,0,0,0,0,0,0,0,0,5,188,67,18,274,7,9,12,289,96,0,382
POA2090,0,0,0,0,0,0,0,4,3,214,84,24,315,8,7,15,328,100,4,427
POA2092,0,0,0,0,0,0,0,0,4,70,31,11,114,6,0,7,123,82,0,204
POA2093,0,0,0,0,0,0,0,4,8,296,171,40,510,13,15,30,536,230,10,775
POA2094,0,0,0,0,0,0,0,0,7,82,41,0,126,3,0,3,127,46,0,170
POA2095,0,0,0,0,0,0,0,0,0,158,80,12,254,7,3,8,263,121,3,389
POA2096,0,0,0,0,0,0,0,0,5,190,112,19,317,0,4,7,322,117,3,442
POA2097,0,0,0,0,0,0,0,0,0,198,124,36,358,9,6,15,372,150,3,522
POA2099,0,9,0,0,0,9,7,4,22,625,367,94,1087,15,22,44,1134,536,13,1671
POA2100,3,5,0,0,0,5,0,5,6,279,158,42,480,7,4,15,494,231,5,729
POA2101,0,4,0,0,0,4,0,10,17,292,185,43,518,9,9,10,533,203,10,745
POA2102,0,0,0,0,0,0,0,0,0,146,87,14,249,3,0,3,252,90,0,341
POA2103,0,0,0,0,0,0,7,0,4,127,100,25,249,6,0,12,260,108,0,372
POA2104,0,0,0,0,0,0,0,0,0,16,33,11,52,0,0,0,55,18,0,74
POA2105,0,0,0,0,0,0,0,0,0,11,12,0,23,0,0,0,26,24,0,47
POA2106,0,0,0,0,0,0,3,0,4,116,87,19,223,7,9,12,235,85,0,321
POA2107,0,0,0,0,0,0,0,3,4,152,118,34,300,8,4,10,317,146,3,463
POA2108,0,0,0,0,0,0,0,0,0,12,5,7,30,0,0,0,30,22,0,56
POA2110,0,0,0,0,0,0,0,0,0,82,51,10,145,5,3,11,149,97,3,253
POA2111,6,0,0,0,0,0,5,0,6,199,101,31,328,4,10,13,348,185,5,537
POA2112,6,9,0,0,0,9,0,5,13,421,207,66,692,25,23,45,741,552,7,1304
POA2113,0,5,0,0,0,5,4,0,3,279,130,44,451,16,16,30,480,330,9,823
POA2114,0,0,0,0,0,0,0,0,3,252,160,48,459,9,17,25,483,349,5,837
POA2115,0,0,0,0,0,0,3,3,11,133,81,33,247,11,13,19,270,257,9,534
POA2116,0,0,0,0,0,0,4,5,8,105,51,12,170,3,6,13,181,144,6,329
POA2117,0,4,0,0,0,4,6,7,13,266,159,63,484,14,7,22,506,412,16,930
POA2118,0,4,0,0,0,4,3,5,10,288,187,52,525,19,17,33,561,458,11,1030
POA2119,0,0,0,0,0,0,3,3,3,125,48,12,185,7,4,6,195,120,4,312
POA2120,0,5,0,0,0,5,3,0,4,288,149,38,472,8,4,10,481,249,0,733
POA2121,0,0,0,0,0,0,5,10,10,364,228,64,652,20,17,38,688,441,15,1141
POA2122,0,0,0,0,0,0,9,7,9,312,185,48,547,18,20,34,579,484,11,1075
POA2125,0,0,0,0,0,0,0,0,0,137,75,22,242,8,0,6,246,159,0,406
POA2126,0,0,0,0,0,0,7,6,11,180,96,18,299,11,3,14,309,178,6,491
POA2127,0,0,0,0,0,3,3,3,13,191,102,66,355,16,16,26,379,278,6,662
POA2128,0,0,0,0,0,0,0,0,0,31,21,6,56,0,0,0,59,28,0,88
POA2130,0,0,0,0,0,0,4,0,4,104,45,13,160,7,4,9,174,87,0,261
POA2131,0,7,0,0,0,7,0,6,9,237,160,56,448,17,11,26,472,338,11,823
POA2132,0,4,0,0,0,4,3,3,7,131,63,24,217,8,4,7,225,191,9,423
POA2133,0,3,0,0,0,3,6,0,9,123,74,32,230,5,8,14,242,227,3,474
POA2134,0,0,0,0,0,0,3,3,6,110,89,24,225,15,22,30,259,354,16,630
POA2135,0,5,0,0,0,5,0,5,10,146,123,37,302,12,14,22,327,328,8,658
POA2136,0,0,0,0,0,0,0,4,3,84,67,24,167,7,5,12,184,167,3,356
POA2137,0,3,0,0,0,3,4,6,10,340,177,45,564,25,13,36,597,398,8,1002
POA2138,0,0,0,0,0,0,3,0,7,186,75,35,299,14,11,21,319,285,0,609
POA2140,0,0,0,0,0,0,0,8,8,161,105,52,318,14,16,35,352,240,7,599
POA2141,6,8,0,0,0,8,3,16,24,238,178,92,505,30,15,44,549,682,27,1254
POA2142,0,0,0,0,0,5,10,8,21,197,127,54,378,22,14,33,408,610,16,1035
POA2143,0,0,0,0,0,0,5,0,5,64,58,34,156,9,13,22,177,236,4,419
POA2144,0,0,0,0,0,0,7,17,21,169,156,62,389,33,18,49,442,748,32,1220
POA2145,5,4,0,0,0,3,19,25,49,801,406,180,1388,51,41,83,1474,1565,46,3087
POA2146,3,3,0,0,0,6,0,6,11,212,117,44,376,21,11,30,408,315,16,735
POA2147,0,7,0,0,0,7,12,13,33,444,255,114,810,21,15,28,843,807,22,1672
POA2148,3,3,0,0,0,3,16,20,38,749,428,199,1376,44,55,93,1470,1442,35,2949
POA2150,0,3,0,0,0,3,0,18,19,273,145,63,483,21,13,35,520,399,14,929
POA2151,0,0,0,0,0,0,3,0,3,273,131,50,455,17,16,39,487,343,9,839
POA2152,0,0,0,0,0,0,3,0,6,165,89,21,275,11,7,14,290,187,0,480
POA2153,4,11,0,0,0,11,5,3,22,743,345,102,1189,38,22,66,1256,681,10,1948
POA2154,0,0,0,0,0,0,3,0,3,431,241,53,728,28,13,39,764,460,7,1231
POA2155,4,10,0,0,0,10,8,8,30,932,406,157,1490,39,28,61,1555,554,18,2128
POA2156,0,0,0,0,0,0,0,0,0,105,69,14,190,6,8,8,200,110,0,306
POA2157,0,0,0,0,0,0,0,0,0,52,33,5,94,0,0,0,94,38,3,130
POA2158,0,0,0,0,0,0,0,0,0,93,68,5,169,3,9,16,183,85,0,268
POA2159,0,0,0,0,0,0,0,0,0,43,37,9,83,3,0,5,92,56,0,144
POA2160,0,4,0,0,0,4,12,25,39,324,200,91,611,35,36,68,686,1027,31,1747
POA2161,0,3,0,0,0,3,12,8,25,214,175,89,480,34,23,59,539,996,28,1563
POA2162,0,0,0,0,0,0,4,14,21,141,139,55,335,17,20,34,370,635,34,1042
POA2163,0,0,0,0,0,0,5,10,13,73,52,22,150,16,18,33,188,433,17,637
POA2164,0,6,0,0,0,6,10,8,23,197,117,61,372,11,22,30,406,717,17,1137
POA2165,8,3,0,0,0,3,23,25,57,295,264,132,691,34,46,77,776,1760,58,2588
POA2166,5,10,0,0,0,10,20,33,66,497,431,251,1182,83,95,182,1363,2325,72,3763
POA2167,0,4,0,0,0,4,0,0,10,130,53,24,208,11,4,18,225,188,7,421
POA2168,0,4,0,0,0,0,24,34,58,424,328,156,907,56,57,115,1017,1812,63,2894
POA2170,11,14,0,0,0,18,48,54,119,1203,759,360,2319,130,119,247,2564,3166,87,5817
POA2171,9,8,0,0,0,8,5,15,24,419,241,123,778,25,26,43,825,674,20,1514
POA2172,0,0,0,0,0,0,0,0,0,21,14,0,33,0,0,0,33,22,0,56
POA2173,0,0,0,0,0,0,0,0,6,214,95,56,363,7,6,12,375,179,9,557
POA2174,0,0,0,0,0,0,0,0,4,117,48,26,189,4,3,7,197,122,0,314
POA2175,0,0,0,0,0,0,0,0,3,14,5,3,29,0,0,5,30,29,0,61
POA2176,0,4,0,0,0,4,8,21,34,397,271,145,809,32,30,62,870,1505,26,2405
POA2177,0,0,0,0,0,0,4,7,16,185,121,74,373,17,19,33,415,724,18,1156
POA2178,0,0,0,0,0,0,0,0,0,30,22,15,64,0,0,4,67,75,0,145
POA2179,0,0,0,0,0,0,0,0,3,148,69,42,255,11,13,25,278,209,0,490
POA2190,0,0,0,0,0,0,15,20,34,156,166,68,388,26,16,35,431,783,24,1243
POA2191,0,0,0,0,0,0,0,5,5,66,49,22,138,3,8,11,145,173,6,321
POA2192,0,0,0,0,0,0,3,4,6,110,117,67,300,10,14,29,326,405,5,734
POA2193,0,3,0,0,0,3,6,6,11,194,143,57,399,10,7,26,424,329,6,753
POA2194,0,0,0,0,0,0,5,11,16,184,145,116,449,10,23,34,479,681,18,1181
POA2195,0,4,0,0,0,4,8,5,18,129,108,56,292,13,31,43,330,569,17,920
POA2196,3,7,0,0,0,10,16,14,37,215,211,104,529,26,30,55,591,959,25,1572
POA2197,0,3,0,0,0,3,8,5,17,81,62,34,176,11,9,20,192,295,17,506
POA2198,0,3,0,0,0,3,6,0,13,87,73,22,178,3,6,14,193,263,6,461
POA2199,0,0,0,0,0,0,9,19,20,149,104,73,331,22,23,38,375,594,20,991
POA2200,3,10,0,0,0,9,15,22,49,368,328,171,862,51,53,105,961,1482,45,2493
POA2203,0,0,0,0,0,0,0,5,8,208,112,26,344,7,10,21,362,236,5,599
POA2204,0,0,0,0,0,0,8,3,18,297,187,39,523,18,27,44,570,497,7,1076
POA2205,0,0,0,0,0,0,3,4,9,187,106,46,345,18,4,22,365,346,13,726
POA2206,5,0,0,0,0,0,3,5,15,202,131,52,383,13,7,15,402,418,12,830
POA2207,0,3,0,0,0,3,4,9,17,328,189,59,584,18,20,35,617,588,13,1222
POA2208,0,0,0,0,0,0,5,4,3,134,83,41,259,12,0,12,272,368,4,647
POA2209,4,4,0,0,0,4,7,5,9,140,118,56,317,10,10,22,339,389,9,734
POA2210,0,3,0,0,0,3,9,11,21,338,240,118,701,19,21,41,738,778,19,1539
POA2211,0,0,0,0,0,0,8,3,10,189,112,69,373,6,9,17,390,381,4,770
POA2212,0,0,0,0,0,0,9,7,20,212,115,54,379,14,15,25,406,445,11,864
POA2213,0,0,0,0,0,0,4,0,5,246,146,70,464,13,12,27,493,463,8,961
POA2214,0,0,0,0,0,0,4,0,4,56,36,11,94,0,0,0,94,62,0,166
POA2216,0,0,0,0,0,0,11,4,17,305,177,55,536,24,27,49,589,568,13,1167
POA2217,3,5,0,0,0,5,0,4,9,280,210,74,569,22,19,41,608,491,12,1110
POA2218,0,0,0,0,0,5,0,3,5,183,123,58,360,20,12,32,389,295,8,700
POA2219,0,0,0,0,0,0,3,0,7,189,104,30,325,16,9,21,346,249,3,600
POA2220,0,4,0,0,0,4,8,14,20,269,210,94,572,25,27,49,623,683,18,1328
POA2221,4,4,0,0,0,4,5,3,8,175,122,42,335,7,14,19,358,265,4,625
POA2222,4,5,0,0,0,5,3,0,10,130,92,47,271,15,11,19,286,230,0,516
POA2223,0,0,0,0,0,0,0,0,6,263,149,52,466,6,7,23,486,273,6,762
POA2224,0,0,0,0,0,0,3,8,5,158,111,41,316,0,5,8,326,239,7,572
POA2225,0,0,0,0,0,0,0,0,4,50,30,6,90,5,0,9,95,47,0,139
POA2226,0,0,0,0,0,0,4,0,6,163,103,23,283,5,10,13,301,138,6,445
POA2227,0,0,0,0,0,0,0,3,5,216,147,36,398,4,5,9,402,171,5,583
POA2228,0,0,0,0,0,0,0,0,10,296,183,56,541,20,12,30,571,308,4,885
POA2229,9,10,0,0,0,10,10,6,17,397,252,84,728,7,8,16,749,373,8,1130
POA2230,0,0,0,0,0,0,0,5,4,383,221,64,669,18,23,39,711,319,9,1033
POA2231,0,0,0,0,0,0,0,0,0,36,33,12,79,0,0,0,85,29,0,111
POA2232,0,7,0,0,0,7,8,3,15,519,330,81,927,12,19,34,958,433,4,1399
POA2233,3,3,0,0,0,3,4,3,14,400,252,78,731,8,15,23,757,293,7,1057
POA2234,0,0,0,0,0,0,4,0,7,381,210,63,648,14,8,19,669,352,9,1029
POA2250,5,10,0,0,0,10,26,10,43,1027,756,197,1983,53,50,101,2084,1325,29,3436
POA2251,0,0,0,0,0,4,0,4,11,427,371,92,883,15,9,27,908,488,13,1407
POA2256,0,5,0,0,0,5,11,6,15,196,194,51,443,13,18,27,475,411,14,900
POA2257,4,4,0,0,0,4,13,5,13,411,344,99,851,19,18,45,890,720,9,1623
POA2258,0,5,0,0,0,5,0,0,4,72,57,22,150,4,0,5,156,70,4,231
POA2259,3,17,0,0,0,14,30,41,86,977,759,248,1982,68,47,113,2094,1455,55,3600
POA2260,0,6,0,0,0,6,3,0,6,335,226,78,631,13,12,23,658,283,0,943
POA2261,3,8,0,0,0,8,13,20,42,763,697,206,1664,46,44,87,1753,1299,39,3094
POA2262,0,0,0,0,0,0,19,9,23,281,315,105,698,26,29,59,761,680,17,1453
POA2263,4,7,4,0,4,10,7,19,31,351,344,115,819,32,35,69,888,728,32,1650
POA2264,5,5,0,0,0,5,3,9,14,198,188,57,442,12,17,32,470,387,8,863
POA2265,0,0,0,0,0,0,6,0,5,84,66,14,164,7,5,11,174,96,0,276
POA2267,0,0,0,0,0,0,0,0,4,23,34,0,60,4,4,8,73,46,3,119
POA2278,0,0,0,0,0,0,0,0,0,39,32,3,69,3,3,5,77,39,0,111
POA2280,3,4,0,0,0,4,8,0,16,419,325,43,788,21,28,51,839,459,10,1302
POA2281,0,0,0,0,0,0,5,3,8,219,176,48,446,8,15,25,470,294,9,774
POA2282,3,3,0,0,0,3,0,0,8,254,157,20,429,8,12,20,445,196,5,640
POA2283,3,7,0,0,0,7,10,4,21,310,309,53,670,28,17,42,712,577,13,1302
POA2284,4,3,0,0,0,3,0,4,11,199,155,33,391,15,14,28,418,262,8,687
POA2285,5,5,0,0,0,5,0,6,14,531,431,57,1021,23,30,54,1074,566,17,1656
POA2286,0,0,0,0,0,0,0,0,0,82,55,13,148,3,6,10,157,78,0,233
POA2287,0,4,0,0,0,4,10,7,18,627,469,65,1160,37,31,67,1222,684,18,1922
POA2289,0,3,0,0,0,3,5,4,11,285,210,34,528,16,16,33,559,236,5,803
POA2290,5,10,0,0,0,10,5,6,27,546,404,70,1022,20,26,48,1074,657,13,1745
POA2291,0,0,0,0,0,0,3,0,8,159,101,15,277,3,8,11,285,117,4,411
POA2292,0,0,0,0,0,0,0,0,0,54,32,8,91,4,0,4,96,33,0,129
POA2293,0,0,0,0,0,0,0,0,0,51,33,4,83,0,0,0,91,38,0,123
POA2294,0,0,0,0,0,0,0,3,0,35,20,3,59,0,0,0,58,40,3,99
POA2295,0,0,0,0,0,0,0,0,5,89,72,15,168,5,5,7,178,137,6,325
POA2296,0,0,0,0,0,0,0,0,0,38,29,0,66,0,0,0,66,25,0,92
POA2297,0,0,0,0,0,0,0,0,0,28,30,0,56,0,0,0,59,28,0,87
POA2298,0,0,0,0,0,5,5,8,12,140,129,23,291,3,19,16,308,179,8,497
POA2299,0,3,0,0,0,3,4,5,7,160,130,23,315,10,12,25,334,254,9,597
POA2300,0,3,0,0,0,3,0,0,3,136,87,12,239,7,11,20,256,107,4,367
POA2302,0,0,0,0,0,0,0,0,0,9,9,0,20,0,0,0,25,4,0,25
POA2303,0,0,0,0,0,0,0,0,0,110,73,12,194,8,5,8,203,162,3,374
POA2304,0,0,0,0,0,0,5,0,9,247,173,26,444,10,9,19,463,305,7,775
POA2305,0,3,0,0,0,3,4,6,9,246,150,30,421,3,6,11,433,172,5,615
POA2306,0,0,0,0,0,0,6,4,11,41,44,10,98,10,9,26,117,228,8,357
POA2307,0,0,0,0,0,0,0,4,5,63,53,7,134,6,3,15,140,93,4,245
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,0,0,0,0,0,0,0,0,0,7,9,3,21,0,0,0,22,13,3,37
POA2312,0,0,0,0,0,0,0,0,0,10,18,0,31,0,0,0,33,41,0,78
POA2315,0,4,0,0,0,4,3,4,3,157,181,44,378,22,17,30,413,240,3,655
POA2316,0,0,0,0,0,0,0,0,0,83,68,7,154,4,4,8,161,96,0,255
POA2317,3,3,0,0,0,3,0,0,8,62,73,11,146,9,9,12,157,116,3,280
POA2318,0,3,0,0,0,3,5,4,8,181,135,29,348,10,6,16,367,179,6,555
POA2319,0,0,0,0,0,0,0,4,6,79,94,22,196,4,9,11,209,158,8,376
POA2320,8,8,0,0,0,8,10,5,22,597,485,81,1165,46,27,81,1246,692,14,1956
POA2321,7,7,0,0,0,4,9,0,14,278,224,48,552,21,13,35,583,256,0,846
POA2322,4,5,0,0,0,5,5,5,15,354,284,59,694,21,33,49,742,458,12,1216
POA2323,0,5,0,0,0,5,15,10,23,425,295,70,790,23,30,53,842,577,16,1433
POA2324,0,6,0,0,0,6,16,11,33,294,307,62,666,38,20,54,716,633,36,1390
POA2325,3,8,0,0,0,10,14,18,43,348,448,123,921,39,45,89,1007,879,39,1927
POA2326,0,0,0,0,0,0,3,3,8,86,100,23,217,14,24,39,247,223,16,489
POA2327,0,0,0,0,0,0,4,0,9,123,108,34,264,12,14,23,287,267,4,557
POA2328,0,0,0,0,0,0,0,0,0,33,27,4,65,0,0,0,65,44,0,101
POA2329,0,0,0,0,0,0,0,0,0,18,13,5,35,0,0,0,37,46,0,82
POA2330,4,6,0,0,0,6,5,3,19,265,204,48,514,20,18,40,558,330,10,899
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2333,4,6,0,0,0,10,11,5,22,204,143,34,383,14,14,33,415,274,9,703
POA2334,0,3,0,0,0,3,0,0,9,32,44,16,86,0,4,3,91,47,0,143
POA2335,7,7,0,0,0,7,5,5,5,143,84,18,246,4,3,11,258,82,8,346
POA2336,0,3,0,0,0,3,5,0,5,32,16,5,52,0,0,3,53,36,0,88
POA2337,0,0,0,0,0,0,0,3,4,105,71,9,186,0,4,5,197,106,3,308
POA2338,0,0,0,0,0,0,0,0,0,8,10,0,19,0,3,5,29,14,0,40
POA2339,0,3,0,0,0,3,0,0,4,6,4,0,9,0,0,6,9,12,0,25
POA2340,0,3,0,0,0,4,17,30,59,782,594,97,1469,64,73,140,1611,990,51,2654
POA2341,0,0,0,0,0,0,0,0,0,13,26,3,42,0,0,0,48,43,0,93
POA2342,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,7,0,11
POA2343,0,0,0,0,0,0,4,5,10,48,33,3,85,9,5,15,103,91,6,202
POA2344,0,0,0,0,0,0,0,0,0,9,8,0,14,0,0,0,15,8,0,22
POA2345,0,0,0,0,0,0,0,0,0,7,5,0,12,0,0,0,12,12,0,24
POA2346,0,0,0,0,0,0,0,7,9,27,43,5,75,3,0,11,86,96,4,182
POA2347,0,0,0,0,0,0,0,0,0,19,14,0,34,4,3,3,36,34,6,70
POA2350,0,0,0,0,0,0,8,4,11,309,259,40,612,23,17,37,651,440,12,1094
POA2352,0,0,0,0,0,0,0,0,0,52,34,8,93,0,3,4,99,45,0,147
POA2353,0,0,0,0,0,0,0,0,0,7,19,0,26,0,0,0,27,16,0,46
POA2354,0,0,0,0,0,0,0,0,5,20,17,0,44,0,0,3,48,34,4,80
POA2355,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,0,14,5,0,19
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
POA2357,0,0,0,0,0,0,4,3,9,51,50,0,101,3,7,6,109,83,3,198
POA2358,0,0,0,0,0,0,0,0,0,33,40,14,84,5,4,11,91,88,4,184
POA2359,0,0,0,0,0,0,0,0,7,8,7,0,13,0,0,3,12,6,4,26
POA2360,0,6,0,0,0,6,5,5,16,175,170,20,369,31,18,45,414,319,13,747
POA2361,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,14,20,0,34
POA2365,0,0,0,0,0,0,0,0,0,33,23,0,54,6,5,11,63,53,7,123
POA2369,0,0,0,0,0,0,0,0,6,3,12,0,21,3,4,11,24,36,3,66
POA2370,0,4,0,0,0,4,0,5,8,77,70,13,162,12,12,26,181,176,5,364
POA2371,0,0,0,0,0,0,0,0,0,4,12,0,16,0,0,0,12,23,0,36
POA2372,0,0,0,0,0,0,0,6,4,49,31,13,84,9,7,9,98,104,4,202
POA2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6
POA2380,3,9,0,0,0,9,7,8,24,143,100,22,265,11,16,23,289,188,9,492
POA2381,0,0,0,0,0,0,0,0,0,14,8,0,26,0,3,5,28,41,0,68
POA2382,0,0,0,0,0,0,0,0,0,11,11,0,22,0,0,0,22,18,0,47
POA2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
POA2387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA2388,0,0,0,0,0,0,3,0,5,35,17,5,50,0,7,9,63,51,0,111
POA2390,0,0,0,0,0,0,3,0,6,111,67,16,195,9,8,16,211,141,9,359
POA2395,0,0,0,0,0,0,0,0,0,5,0,0,9,0,4,4,13,12,0,24
POA2396,0,0,0,0,0,0,0,0,3,7,10,0,15,0,0,0,17,18,0,29
