SA3_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
12201,0,0,7,4,10,54,103,116,180,8,492,0,0,0,0,0,4,12,36,138,189,305,16,702,0,0,0,0,4,6,9,14,39,91,201,8,355,0,0,0,0,0,0,6,19,57,148,544,13,798,0,0,4,0,0,7,9,26,38,169,1927,28,2207,0,0,0,4,5,0,4,7,11,25,192,18,270,0,0,9,5,4,4,0,0,3,5,17,5,60,19,12,70,100,58,67,118,268,598,895,3619,164,5982
12202,0,0,3,7,12,52,83,87,180,12,435,0,0,0,0,7,3,3,33,71,116,263,21,521,0,0,0,0,0,3,5,13,36,59,185,4,306,0,0,0,0,3,0,4,17,44,80,377,13,534,0,0,0,0,3,3,9,5,28,49,674,17,792,0,0,0,0,0,3,0,10,15,21,118,14,180,0,0,3,0,0,6,0,0,3,0,4,17,36,3,18,30,35,35,52,94,307,467,546,2116,157,3852
12203,7,3,10,28,46,201,565,549,499,37,1963,3,0,3,6,7,26,32,155,606,693,762,38,2335,3,0,4,3,5,9,18,54,291,399,585,29,1399,0,0,4,0,8,14,25,47,269,520,1127,45,2064,0,0,3,9,7,5,23,44,130,279,2081,43,2617,9,0,0,4,7,13,8,23,91,105,297,45,607,5,4,12,23,6,3,6,7,16,18,23,57,177,62,57,275,420,243,281,430,1245,3001,3216,6053,489,15770
12301,0,0,8,13,37,208,345,90,14,25,746,0,0,0,6,4,7,27,143,406,143,21,21,776,0,0,0,0,0,3,6,74,288,108,14,12,518,0,0,0,4,0,12,9,48,275,130,37,5,519,0,0,0,3,0,3,0,15,124,126,48,7,338,0,0,0,5,0,3,3,35,99,45,14,14,226,0,0,7,5,0,0,0,9,9,0,4,26,64,24,15,155,110,64,157,286,1052,2107,786,193,186,5133
12302,31,49,28,69,327,1266,511,131,31,60,2518,0,0,11,26,26,55,191,1056,590,165,36,42,2203,0,0,8,15,4,19,74,540,371,156,37,22,1255,0,0,10,9,3,26,53,432,396,211,56,20,1227,5,0,13,11,3,9,30,163,202,166,77,22,710,0,10,23,35,22,36,61,278,186,81,24,89,842,11,7,62,21,10,9,25,53,24,10,5,120,347,127,223,1464,1063,588,950,2418,7274,3198,1173,339,763,19585
12303,3,4,5,10,27,126,112,31,18,13,361,0,0,0,4,4,0,25,99,108,49,16,14,317,3,0,0,0,5,8,15,36,69,39,13,9,183,0,0,0,4,0,7,14,37,61,48,32,9,204,0,0,5,3,0,6,9,14,37,40,36,3,150,0,0,0,4,0,3,7,37,28,14,16,9,113,0,0,0,6,3,0,3,9,5,0,3,13,43,15,7,45,136,77,118,307,751,585,257,172,121,2589
12401,0,15,14,25,71,264,225,69,23,12,717,5,0,6,7,8,19,46,212,234,69,27,20,654,0,0,0,3,0,12,14,97,140,37,20,4,326,0,0,0,0,0,6,11,67,143,54,38,14,332,0,0,0,0,0,7,3,34,61,54,67,9,235,0,0,3,5,3,8,15,62,44,20,13,16,191,0,0,4,12,3,8,8,12,7,0,0,25,75,12,26,80,316,146,344,703,1762,1291,381,226,199,5481
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,15,23,20,90,305,1249,646,177,48,53,2632,4,5,8,16,9,41,171,1020,784,266,69,44,2443,0,0,3,6,4,18,70,483,457,223,62,27,1367,5,0,4,4,4,23,47,387,460,309,106,20,1362,0,0,4,8,8,24,31,149,215,252,147,17,848,3,0,14,24,14,18,42,217,170,99,45,51,687,6,3,27,17,3,14,17,30,9,4,4,75,207,86,150,700,595,353,950,2285,6476,3708,1582,576,556,18014
12404,0,4,6,37,57,271,151,43,9,16,605,0,0,4,8,6,28,54,223,166,52,21,10,564,0,0,0,5,0,12,23,112,101,31,16,4,315,0,0,4,4,4,14,15,86,111,49,28,7,314,0,0,0,5,5,8,8,28,47,28,29,4,165,0,0,0,4,6,9,15,62,47,25,11,16,190,0,0,6,21,4,3,8,11,3,0,5,18,76,17,20,128,272,130,254,585,1560,879,290,158,152,4443
12405,6,6,8,25,140,491,201,36,9,14,939,0,0,6,6,9,18,76,421,209,39,10,17,804,0,0,0,0,0,9,26,202,137,38,5,13,434,0,0,0,0,3,6,22,157,140,50,19,4,400,0,0,0,3,0,3,8,72,52,28,14,9,190,0,0,3,11,6,4,27,115,54,24,12,30,274,3,0,18,4,3,3,9,20,8,0,3,57,120,34,37,238,224,153,323,988,2754,1161,253,89,263,6518
12501,14,23,24,66,180,602,800,340,167,47,2263,0,3,14,10,18,36,150,562,923,403,186,56,2356,0,0,3,16,10,11,63,247,488,299,132,27,1303,0,0,13,11,6,23,59,265,675,389,215,39,1700,0,0,14,7,13,17,28,133,426,378,362,45,1425,0,0,13,16,5,20,45,128,230,138,89,100,781,4,0,10,8,3,6,14,28,40,5,11,57,189,50,116,448,366,246,463,1198,3710,5390,2691,1477,661,16827
12502,18,18,13,40,50,240,395,162,123,19,1083,0,0,0,9,6,40,25,216,432,196,156,24,1110,0,0,4,0,6,38,20,84,249,149,108,9,671,0,0,0,3,3,59,27,84,271,202,196,4,861,0,0,5,3,0,12,13,47,171,166,295,14,727,0,3,10,9,3,45,30,29,86,45,58,39,358,0,3,21,8,14,3,5,8,4,6,3,47,117,78,140,713,352,224,434,455,1431,2402,1243,1132,303,8905
12503,24,40,30,63,239,840,657,221,138,60,2307,0,0,8,14,26,31,156,634,591,231,130,54,1880,0,0,6,15,4,11,74,319,375,146,104,26,1084,0,0,3,9,13,14,54,278,396,225,168,26,1182,6,4,11,9,7,9,17,136,224,185,196,35,838,6,3,16,26,7,26,59,195,232,125,78,115,895,8,5,55,28,7,16,28,45,23,8,3,137,361,146,295,1450,1068,558,903,1885,5297,4212,1798,1125,978,19722
12504,25,29,30,58,483,1625,949,242,114,59,3621,3,0,7,29,21,52,350,1736,1436,365,131,53,4177,3,3,3,14,8,27,138,863,804,266,88,37,2248,0,0,6,9,21,26,120,1009,1370,487,162,48,3261,0,4,7,17,18,24,69,632,1080,541,312,50,2759,4,0,16,16,16,17,80,282,281,132,54,94,990,6,3,42,17,4,10,19,46,25,11,6,91,275,104,196,1113,679,452,730,2739,9434,7519,2445,1006,766,27187
12601,6,0,6,11,30,204,258,140,74,16,745,0,0,0,5,3,11,27,208,313,188,119,17,882,0,0,0,0,3,4,7,76,175,124,97,8,494,0,0,4,0,0,5,11,109,254,208,184,13,796,0,0,0,3,3,4,13,71,197,240,390,14,942,0,0,0,6,7,10,9,11,50,38,62,15,205,0,0,0,0,0,0,0,0,9,3,3,11,30,12,11,56,74,93,93,205,1157,1736,1165,1097,166,5860
12602,13,22,23,39,247,931,758,389,285,45,2765,0,0,14,23,25,56,171,841,988,663,428,67,3280,0,0,8,8,10,18,82,359,442,397,295,22,1635,0,0,12,20,16,29,64,388,688,637,644,48,2534,0,0,11,17,8,22,51,186,471,640,1225,46,2662,5,5,0,15,4,23,45,108,128,138,165,77,703,4,0,8,14,3,4,6,21,21,4,16,85,202,64,65,388,735,341,643,1844,5330,5007,3648,3607,708,22373
12701,11,20,15,55,96,285,524,337,68,40,1451,0,0,6,16,7,33,61,231,565,393,89,32,1441,3,0,0,3,6,31,14,99,375,312,85,15,950,0,0,3,5,7,27,18,87,374,376,114,24,1035,0,7,4,4,4,11,19,37,220,299,154,23,784,3,4,9,13,8,23,22,77,155,133,32,66,545,0,9,24,15,0,5,9,12,16,12,4,66,161,72,130,591,440,255,487,738,1902,3449,2483,722,548,11824
12702,27,35,42,93,307,697,781,260,110,67,2427,4,3,11,23,26,48,202,501,542,251,93,49,1752,0,0,10,8,12,29,84,241,334,148,89,30,989,3,0,9,12,6,21,51,261,320,189,116,26,1007,0,0,7,7,10,9,34,104,166,91,105,19,567,0,0,12,25,30,25,100,198,197,69,47,77,785,6,7,35,12,7,20,33,65,40,17,10,106,355,99,172,1128,1095,689,1192,3112,5740,4856,1632,775,869,21370
12703,10,21,12,135,269,729,609,247,88,42,2166,0,0,11,18,6,115,195,571,563,251,110,37,1871,4,0,7,3,9,57,66,276,356,213,69,18,1080,0,0,5,6,6,84,83,228,343,256,95,19,1121,0,0,4,0,3,24,39,87,186,168,167,13,712,6,3,11,15,13,56,67,160,124,85,35,66,634,0,10,30,14,6,8,31,34,35,9,0,100,283,115,163,809,565,368,1274,2264,4641,3614,1666,716,582,16785
12801,8,11,4,26,53,368,490,244,233,27,1475,0,0,0,4,7,21,43,288,517,382,375,29,1676,0,0,0,5,6,18,20,117,252,248,276,11,945,0,0,4,0,0,26,29,104,344,327,640,13,1490,3,0,6,4,0,18,12,41,137,221,899,16,1348,6,4,3,12,5,19,14,47,91,88,190,28,501,0,0,14,7,6,4,7,9,12,12,18,45,132,51,59,452,222,141,262,559,2053,2728,1887,2976,349,11734
12802,8,4,3,13,29,251,277,161,111,21,876,0,0,3,4,8,11,18,212,328,224,200,10,1019,0,0,0,0,0,6,13,74,158,170,145,14,583,6,0,0,5,3,13,12,73,171,228,326,0,831,0,0,4,0,0,3,4,36,102,140,378,11,681,0,0,8,9,0,8,5,47,59,62,79,23,296,0,0,15,8,0,0,0,4,5,10,0,22,62,30,48,335,183,98,171,285,1352,1568,1245,1389,202,6908
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
