SA3_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
10304,56,25,21,20,7,323,3,0,0,4,7,37,279,195,137,154,117,8,960,0,0,0,0,0,12,35,35,24,25,17,5,153,0,0,0,7,19,122,212,82,39,46,60,8,592,0,3,14,29,50,129,132,41,14,12,21,5,456,0,0,0,8,3,19,22,6,9,5,6,9,86,0,0,0,0,0,4,8,12,3,4,0,3,34,82,30,33,183,528,545,370,71,36,47,38,69,2038,4,0,0,9,12,4,9,0,0,0,0,262,300,98,42,60,252,634,955,1338,799,571,706,582,394,6438,4,0,0,0,6,8,103,227,280,526,702,119,1977,0,0,0,0,4,29,65,46,42,28,20,9,248,0,0,4,4,15,47,329,403,418,524,429,105,2273,0,0,0,0,0,10,56,75,86,104,78,25,440,0,0,0,0,9,66,248,170,77,106,104,24,811,0,0,8,12,8,34,72,24,14,13,15,13
10401,36,30,10,15,0,321,3,0,3,0,8,58,287,160,97,88,55,6,771,0,0,0,0,6,9,38,23,16,14,4,5,124,0,0,7,9,11,131,175,78,25,25,24,4,500,0,7,14,47,86,200,152,33,12,10,7,12,579,0,0,0,9,7,20,27,15,4,0,6,0,86,0,0,0,0,4,8,9,12,9,7,3,6,52,108,68,59,302,1095,974,605,118,44,40,44,84,3528,7,0,7,11,15,14,9,0,0,0,0,277,346,123,74,91,394,1267,1530,1596,685,370,342,263,402,7127,0,0,0,3,4,16,102,169,167,250,161,59,934,0,0,0,4,4,29,105,52,32,14,16,23,281,0,0,3,3,6,35,336,276,227,203,99,82,1271,0,0,0,0,3,14,55,59,29,34,23,10,227,3,0,0,4,8,89,214,99,42,41,33,26,559,3,0,7,11,25,79,90,25,14,3,7,27
10402,113,57,40,25,13,682,4,0,0,3,10,86,491,318,216,187,113,9,1442,4,0,0,0,0,17,56,56,30,47,22,3,232,3,0,7,18,19,163,265,123,63,53,46,8,770,0,9,27,86,95,288,278,59,30,28,29,15,950,0,0,4,14,14,28,51,13,0,9,11,4,147,0,0,0,0,0,13,15,9,9,8,4,11,74,167,89,90,384,1262,1249,960,186,86,77,63,138,4756,0,0,0,6,24,12,6,5,0,4,0,412,467,180,100,134,529,1461,2055,2604,1249,778,784,530,639,11043,5,0,0,5,4,17,156,319,305,545,551,130,2023,0,0,0,3,15,73,212,130,85,75,51,31,676,0,0,0,6,4,74,610,545,512,534,311,109,2708,0,0,0,0,5,21,90,90,77,93,57,22,460,0,0,0,10,14,137,362,183,100,90,106,44,1036,6,0,6,19,44,124,179,68,35,32,18,38
10501,15,0,3,9,3,89,5,0,0,3,5,19,92,56,48,27,27,6,287,0,0,0,0,4,7,10,13,0,11,4,4,55,4,0,0,4,5,39,60,30,6,6,13,9,179,0,4,0,14,16,35,25,3,7,4,7,0,106,3,4,0,0,3,6,6,5,3,4,0,3,33,0,0,0,0,0,5,3,5,0,8,0,3,28,34,7,11,52,177,118,73,15,7,3,4,32,526,0,0,0,0,0,0,0,0,0,0,0,138,154,70,25,19,95,220,277,381,245,170,177,152,213,2037,3,3,0,6,0,8,53,61,75,113,131,92,541,0,0,0,0,0,13,9,9,4,3,6,0,41,6,0,5,0,0,22,84,93,55,80,49,36,438,0,0,0,0,0,0,14,22,12,24,19,9,107,0,0,0,0,0,21,74,43,16,31,17,10,220,0,0,0,6,7,10,22,6,3,3,0,9
10502,7,0,3,0,3,64,0,0,0,0,0,20,74,54,48,38,10,6,251,0,0,0,0,0,5,11,10,11,21,0,0,62,0,0,0,3,0,46,77,39,21,16,5,7,218,3,0,4,13,13,55,34,8,0,0,3,4,137,0,0,0,3,0,10,10,3,0,0,3,3,38,0,0,0,0,0,0,8,3,0,3,3,3,20,35,14,11,86,280,207,106,18,5,7,9,43,819,0,0,0,0,3,0,3,0,0,0,0,129,141,46,14,16,108,314,371,392,215,175,205,110,200,2159,10,0,0,0,0,7,24,54,70,121,112,29,422,0,0,0,0,0,9,9,7,0,13,0,0,46,0,0,0,0,0,4,50,74,65,85,50,19,350,0,0,0,0,0,0,17,8,18,29,21,4,103,0,0,0,7,4,18,88,39,25,27,25,11,233,0,0,0,5,0,19,16,9,5,0,4,0
10503,59,26,20,15,5,343,6,0,5,21,10,76,362,275,165,125,82,18,1148,0,0,0,0,3,9,52,46,31,29,20,17,214,3,0,3,15,24,156,209,101,32,31,32,13,618,0,0,8,57,71,149,122,38,19,11,8,8,492,6,0,0,3,11,17,21,4,0,6,3,5,78,0,0,0,0,5,0,19,13,7,6,3,3,62,97,41,47,252,733,592,374,67,45,45,27,95,2400,0,4,0,0,14,9,6,0,0,11,0,382,433,147,58,71,370,912,1110,1569,1043,633,655,448,568,7585,14,0,0,11,4,32,177,320,331,559,528,182,2158,0,0,3,0,5,23,95,48,31,29,18,13,267,0,0,4,15,14,73,473,436,352,413,292,116,2188,0,0,0,0,8,12,85,92,86,93,63,21,461,6,0,0,5,12,127,315,168,42,65,53,38,830,3,0,0,18,25,64,72,27,14,10,6,18
10601,84,42,36,23,0,448,0,3,3,6,13,44,393,274,232,221,143,15,1341,0,0,0,0,5,16,86,73,72,58,56,11,383,0,3,5,11,23,152,310,193,55,91,93,15,953,8,8,16,49,84,197,180,54,35,16,19,11,680,4,4,3,4,14,44,44,25,13,13,11,3,184,0,0,0,4,3,8,22,16,13,16,6,8,89,160,68,70,350,1046,982,683,108,46,33,56,109,3722,0,4,0,0,11,12,16,4,0,4,0,423,482,185,90,105,454,1229,1554,2102,1232,848,983,749,613,10141,3,0,0,0,3,14,109,303,315,624,770,119,2252,3,0,0,3,10,41,127,74,69,85,35,18,465,0,0,0,5,8,39,487,575,664,809,602,145,3327,0,0,0,0,0,18,143,154,163,195,139,46,866,0,0,0,5,13,124,532,356,148,218,197,95,1692,0,0,7,19,34,99,157,77,32,38,20,36
10602,49,18,33,20,0,349,3,0,0,0,0,32,340,314,218,195,105,6,1214,0,0,0,0,6,16,44,58,42,50,35,5,261,4,0,4,9,21,120,281,200,53,72,65,5,832,0,4,11,42,59,172,150,52,17,22,15,11,562,0,0,6,9,13,35,37,17,11,5,0,4,121,0,0,0,0,4,7,12,10,8,12,9,4,67,128,43,44,264,935,903,589,103,44,32,33,81,3208,0,0,0,0,8,4,13,0,0,0,0,332,363,138,47,65,342,1058,1366,1788,1285,818,946,603,470,8914,0,0,0,0,0,6,109,285,391,793,913,143,2649,0,0,0,6,3,32,130,84,61,61,45,23,440,0,0,0,0,5,37,544,653,699,835,612,125,3513,0,0,3,0,5,10,100,154,154,184,154,29,795,0,0,0,3,11,93,494,358,146,194,198,51,1547,0,0,0,10,15,76,141,61,38,45,20,21
10603,72,27,32,22,4,431,3,4,0,3,5,39,278,263,173,178,87,18,1049,0,0,0,0,0,22,83,60,39,28,25,9,267,0,0,0,13,12,99,267,168,48,73,66,7,752,4,11,20,70,80,249,234,63,37,31,40,8,850,3,3,4,7,13,36,42,21,9,16,12,3,158,0,0,0,0,3,11,18,15,8,17,5,5,83,202,88,86,423,1331,1492,1122,254,101,90,82,137,5411,4,0,0,4,21,9,12,5,0,0,0,383,439,218,109,120,537,1488,2049,2322,1154,634,716,543,588,10486,4,0,0,0,0,14,81,208,227,448,458,98,1543,0,0,0,5,6,30,88,85,57,52,28,24,369,0,0,0,0,4,34,382,445,401,517,335,108,2231,0,0,4,0,7,15,91,90,95,107,83,38,522,0,0,0,7,12,99,319,206,120,107,104,53,1032,0,0,4,13,19,77,141,52,25,26,17,21
10604,15,5,9,8,0,128,0,0,0,3,4,26,133,103,87,90,40,0,498,0,0,0,0,4,9,14,9,23,16,17,0,95,4,0,3,6,12,53,115,75,21,23,33,11,351,0,0,7,30,33,59,46,11,11,3,3,7,211,0,0,4,0,4,8,15,8,0,8,4,0,47,0,0,0,0,4,0,12,7,3,3,3,9,36,64,29,29,109,356,246,152,30,17,11,8,37,1089,0,0,0,6,3,7,3,0,4,0,0,165,181,81,35,42,174,423,443,626,416,282,362,272,245,3400,0,0,0,0,0,7,47,95,97,248,269,63,835,0,0,0,0,0,9,27,11,17,32,14,7,107,0,0,0,0,5,27,177,157,188,220,163,66,995,0,0,0,0,0,3,29,36,34,42,34,6,187,0,0,0,0,5,43,163,114,36,47,50,24,487,4,0,0,7,6,24,36,19,4,4,7,8
10701,58,29,23,13,5,285,0,0,3,0,3,20,228,201,171,135,61,6,826,0,0,0,0,3,18,94,99,73,67,26,0,382,4,0,0,10,12,112,261,141,72,49,41,0,707,0,6,20,36,41,156,147,43,21,18,9,5,492,0,0,3,8,19,53,60,15,10,8,3,4,194,0,0,0,0,5,5,27,12,9,7,0,11,69,177,47,64,353,1094,940,583,97,47,43,20,100,3565,3,0,0,7,22,11,13,0,0,4,0,229,283,190,54,85,424,1212,1369,1590,893,669,711,386,370,7954,0,0,0,0,0,3,68,200,254,539,620,63,1754,0,0,0,0,5,35,125,99,70,69,40,20,455,0,0,0,0,3,13,334,474,510,692,474,70,2577,0,0,0,4,0,21,157,188,208,231,153,41,1005,0,0,0,0,12,124,366,286,169,180,175,62,1382,0,0,0,24,30,99,187,76,50,31,27,20
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,83,47,35,26,5,413,0,0,0,5,6,34,296,289,251,252,124,6,1256,0,0,0,0,6,15,137,123,70,84,43,11,490,3,0,3,9,10,120,291,213,72,71,72,11,881,0,6,9,60,75,212,228,83,45,29,39,9,800,0,0,0,17,14,48,73,30,15,5,12,3,226,0,0,0,0,0,12,37,17,11,13,9,8,112,215,60,84,424,1345,1465,1047,242,84,78,76,100,5225,6,0,0,8,16,17,4,0,6,6,0,353,412,228,76,101,536,1479,1987,2393,1370,909,1001,734,516,11334,3,0,0,0,4,5,77,231,294,713,922,124,2368,0,0,0,0,0,18,141,130,114,113,79,17,615,0,0,4,0,3,30,416,576,696,975,755,127,3581,3,0,0,0,6,20,189,226,238,309,208,64,1269,3,0,0,0,10,95,397,298,184,244,229,53,1513,0,0,9,12,21,77,208,90,55,61,48,33
10704,118,87,69,52,3,610,0,4,0,3,8,29,322,339,309,334,267,6,1620,0,0,0,5,6,44,191,149,120,120,79,16,716,0,0,0,4,21,124,355,241,125,130,178,16,1197,3,5,21,85,86,212,284,135,67,43,60,5,1005,0,0,4,21,16,62,71,39,12,17,14,10,259,0,0,0,0,4,25,45,22,11,13,18,5,141,216,101,97,455,1141,1519,1227,326,154,134,101,111,5584,10,0,3,3,21,9,10,0,0,3,0,358,412,227,114,128,582,1300,2113,2793,1653,1293,1662,1527,540,13943,0,0,0,0,0,7,60,161,303,796,1764,135,3227,0,0,0,0,7,36,164,157,139,169,151,29,869,0,0,0,3,6,35,323,513,710,1337,1483,162,4573,0,0,0,3,4,20,177,218,263,428,414,57,1582,0,0,5,5,14,99,411,379,222,333,504,79,2060,3,0,9,21,31,116,209,131,86,101,71,50
10801,34,10,9,17,10,234,0,0,0,3,3,25,166,93,48,57,40,4,439,0,0,0,0,0,17,25,21,18,10,5,6,92,3,0,0,7,10,47,77,29,10,30,23,6,242,3,0,15,41,68,135,98,40,11,12,14,9,434,0,0,3,5,3,18,14,7,0,3,3,0,55,0,0,0,0,4,4,12,5,3,4,3,5,39,109,58,60,230,885,778,468,100,54,40,39,97,2905,0,0,0,7,12,13,11,0,0,3,0,226,275,117,63,77,295,995,1106,1023,420,237,243,200,357,5137,0,0,0,0,0,4,34,83,69,144,99,31,473,0,0,0,0,6,15,84,35,16,15,13,12,193,0,0,0,0,0,32,187,149,111,101,85,45,722,0,0,4,0,0,6,31,25,18,18,13,18,134,0,0,0,0,0,37,114,54,19,12,12,10,269,0,0,0,12,9,42,62,16,13,11,3,18
10802,44,24,23,5,3,380,0,4,0,12,16,54,224,128,78,60,32,6,608,0,0,0,0,7,20,42,20,22,11,11,0,132,0,0,0,11,27,108,140,57,18,23,16,9,412,0,4,15,64,95,197,152,32,16,14,12,13,611,6,4,0,8,10,33,31,9,0,3,5,10,125,0,0,0,0,3,5,18,7,5,3,8,7,61,98,54,68,292,1013,840,503,74,32,28,32,74,3119,6,0,0,10,14,14,13,3,0,0,0,244,298,116,68,86,425,1234,1382,1384,522,293,273,194,373,6351,0,0,3,0,6,19,85,140,131,196,162,55,786,0,0,0,0,8,30,111,54,41,27,9,18,297,0,0,0,8,7,35,269,236,165,183,90,49,1043,0,0,0,0,0,9,58,39,35,48,18,11,220,0,0,0,0,14,63,173,96,39,45,18,27,486,4,0,3,13,23,87,125,37,25,11,7,25
10803,0,0,0,0,0,9,0,0,0,0,0,0,5,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,0,10,14,6,8,11,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0
10804,87,57,37,32,10,582,0,0,0,10,19,70,401,266,171,145,114,12,1224,0,0,0,0,0,17,50,55,25,36,18,12,211,0,0,0,13,22,142,255,104,50,56,53,11,718,0,8,34,71,112,297,251,65,37,14,19,15,925,0,0,0,13,15,28,41,19,4,3,3,3,140,0,0,0,0,0,4,10,12,4,9,12,11,68,181,89,107,477,1688,1750,1350,230,117,92,63,133,6273,7,0,0,3,28,9,16,6,0,3,0,376,446,203,104,149,611,1901,2467,2838,1210,716,709,568,593,12065,0,0,0,0,0,17,150,267,324,552,570,106,1991,0,0,0,4,10,45,137,104,69,64,36,19,491,0,0,0,0,3,52,521,513,488,536,364,104,2582,0,0,0,0,3,13,89,75,82,87,68,23,447,0,0,5,0,11,100,333,154,83,88,102,31,906,0,0,12,11,29,102,143,54,26,20,18,21
10805,42,24,15,16,0,370,0,0,0,7,8,54,285,158,91,70,40,5,720,0,0,0,0,5,16,57,26,20,17,14,11,183,0,0,7,15,28,123,186,80,31,19,24,16,533,4,8,29,58,76,213,162,46,17,10,15,11,642,0,0,0,15,11,33,33,14,9,10,3,8,127,5,0,0,0,0,7,23,8,4,7,5,10,56,148,66,73,342,1256,1110,739,124,54,44,37,131,4117,3,0,3,4,23,18,10,3,0,0,3,302,379,165,81,117,467,1431,1698,1790,727,387,322,253,504,7942,3,0,0,0,9,14,110,186,191,233,177,64,998,0,0,0,4,4,47,111,58,25,37,11,18,316,6,4,0,7,9,33,368,300,202,219,114,65,1322,0,0,0,3,5,9,61,49,45,53,18,17,254,0,0,0,3,10,84,228,106,41,36,33,31,565,5,0,0,16,22,74,106,34,17,13,8,23
10901,63,26,15,9,9,352,0,0,0,4,7,56,366,275,168,160,101,11,1149,0,0,0,0,3,9,57,36,23,26,15,6,187,3,0,4,15,13,122,217,101,45,26,34,6,587,4,0,13,44,69,148,153,58,24,23,11,8,548,0,0,5,8,9,21,29,15,3,10,9,4,101,0,0,0,0,0,8,11,3,3,9,3,0,41,89,47,34,192,695,695,482,110,65,45,36,72,2566,3,0,0,7,9,11,7,0,0,0,4,306,352,101,54,56,296,823,1157,1655,1019,670,638,405,435,7306,4,0,5,0,0,9,120,252,278,492,455,103,1720,0,0,0,0,3,33,106,49,44,31,29,18,313,0,0,0,4,5,43,475,458,413,539,337,105,2386,0,0,0,0,0,5,71,86,62,90,76,20,418,0,0,0,6,12,100,319,170,72,89,75,37,869,0,0,9,21,18,55,107,34,22,20,11,13
10902,11,5,0,4,0,61,0,0,0,3,6,12,79,46,32,25,13,6,220,0,0,0,5,3,4,13,4,3,0,4,4,39,0,0,3,5,7,27,56,21,3,7,5,0,144,4,0,0,13,18,24,19,6,0,3,0,0,97,0,0,0,4,6,3,5,3,0,0,4,0,13,0,0,0,0,0,0,4,4,0,0,0,0,17,32,13,9,54,156,129,71,16,4,7,8,19,515,7,0,0,5,5,4,0,3,0,0,0,82,96,40,14,14,86,193,242,314,189,98,114,97,122,1535,0,0,0,3,0,9,27,53,51,79,75,34,331,0,0,0,0,0,4,12,8,12,6,4,0,49,4,0,3,0,5,11,91,77,48,69,36,36,380,0,0,0,0,0,7,19,11,12,8,9,10,77,0,0,0,7,6,24,50,28,10,15,11,17,163,0,0,0,7,4,7,13,6,4,3,0,0
10903,37,12,11,10,7,259,6,0,0,9,11,56,251,202,112,89,58,7,805,3,0,0,0,5,10,32,31,15,18,9,7,139,6,0,0,14,12,119,148,57,16,19,20,13,421,0,9,11,54,69,149,111,23,5,9,14,8,464,0,4,0,8,7,24,16,10,5,3,3,7,82,0,0,0,0,0,4,16,10,9,11,3,11,61,106,37,47,219,788,678,395,50,25,30,31,110,2513,0,3,0,6,17,8,10,3,0,6,0,300,353,134,64,72,331,928,1148,1249,651,372,353,259,492,6052,0,0,4,7,8,27,110,159,157,261,199,112,1044,0,0,0,0,0,13,50,37,22,21,14,4,159,0,0,0,13,10,49,343,298,224,245,133,94,1413,0,0,0,3,4,3,61,50,32,60,22,6,243,0,0,0,3,9,42,166,72,33,27,31,25,412,0,0,3,3,7,40,62,11,3,0,8,8
11001,40,23,8,19,0,252,0,0,0,15,12,39,256,141,85,91,62,5,708,0,0,0,3,0,12,24,17,11,16,16,8,103,0,6,0,8,11,64,110,51,31,28,35,5,346,0,3,4,24,43,84,87,32,15,20,14,0,328,0,0,0,4,7,15,11,7,6,0,5,4,50,0,0,0,0,3,5,5,3,0,3,5,3,38,47,23,29,100,390,340,273,70,25,26,4,37,1357,0,0,3,3,6,9,4,0,0,4,0,148,174,66,30,44,165,493,641,1012,554,334,367,316,220,4251,5,0,0,0,0,12,86,135,130,265,264,72,972,0,0,0,3,4,22,59,36,25,23,9,9,178,3,0,0,0,7,32,215,203,150,162,135,43,947,0,0,0,0,0,8,40,37,34,34,26,13,187,0,0,0,6,14,51,135,79,29,24,53,15,409,3,0,0,14,11,42,52,20,10,8,4,12
11002,31,11,12,4,5,249,6,5,0,19,15,65,241,130,70,40,35,12,635,0,0,0,3,5,8,37,24,6,15,6,0,110,0,0,3,23,26,93,107,48,19,10,6,17,357,0,6,12,48,70,132,54,20,6,4,0,3,368,0,3,0,5,18,14,14,3,0,0,5,4,62,0,0,0,4,0,9,11,9,3,3,0,0,46,73,35,37,213,769,447,258,36,22,22,16,81,2018,0,0,0,0,11,6,10,3,0,0,5,232,275,109,54,67,341,945,896,1019,508,255,244,176,369,4975,9,3,3,3,8,24,122,159,110,183,125,67,813,0,0,0,4,0,22,51,20,10,12,5,14,130,0,0,3,0,12,40,260,173,130,122,51,55,862,0,0,0,0,0,8,46,25,25,30,12,15,169,0,0,0,0,4,80,168,63,24,11,17,16,393,0,0,0,9,10,47,78,14,5,3,0,8
11003,14,4,4,3,3,82,4,0,0,5,9,25,145,74,60,48,41,10,436,0,0,0,0,3,3,13,19,8,14,4,5,59,4,0,0,10,9,47,73,29,4,7,3,16,208,0,0,6,20,19,48,31,7,0,3,5,0,141,0,0,0,3,4,10,9,0,0,0,0,6,37,0,0,0,0,0,5,8,8,3,0,3,3,31,28,9,12,68,188,146,73,9,10,7,15,38,596,8,0,0,0,7,4,5,0,3,0,0,128,158,56,16,14,119,247,336,480,321,227,231,174,222,2442,3,0,0,5,3,5,42,105,108,192,172,88,710,0,0,0,0,0,5,16,10,14,10,6,3,66,3,0,0,7,3,19,140,143,106,134,112,52,719,0,0,0,0,0,4,29,28,19,31,28,9,147,0,0,0,0,3,27,89,53,19,30,23,15,257,0,0,0,4,6,17,18,8,0,0,3,4
