SA3_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
10102,336,22,1695,0,0,0,11,10,44,49,25,5,17,20,4,188,6,5,0,7,15,78,235,129,91,91,81,12,752,0,0,0,0,4,13,25,20,21,32,32,4,150,0,3,0,11,19,106,166,94,42,79,54,9,590,0,5,11,36,25,74,78,38,21,18,18,8,335,0,0,0,4,5,9,19,9,6,3,4,7,64,0,0,0,0,0,0,6,9,9,14,14,3,53,45,15,31,165,303,336,275,95,41,20,18,47,1390,0,0,0,8,5,6,7,0,3,0,0,330,362,51,23,44,248,392,715,1090,771,516,701,568,463,5577,3,0,0,0,6,15,155,261,313,657,839,189,2442,0,0,0,6,0,29,34,23,28,34,21,17,203,0,0,0,0,5,55,342,288,338,444,390,131,1987,0,0,0,0,0,10,49,56,102,112,82,26,440,0,0,5,9,15,144,272,183,75,145,138,65,1045,0,0
10103,40,10,535,0,0,0,12,14,37,41,12,7,0,4,0,131,0,0,4,4,7,50,114,60,36,19,10,10,300,0,0,0,3,0,12,18,13,9,6,0,0,59,0,0,5,9,11,39,37,12,11,10,15,3,156,0,0,5,15,24,42,24,4,0,4,0,5,135,0,0,0,3,0,4,9,0,0,0,0,0,23,0,0,0,0,0,8,3,0,0,0,0,0,14,11,15,15,97,226,158,90,18,14,12,8,30,688,0,0,0,0,6,3,0,0,5,3,0,157,178,14,21,27,154,305,397,502,235,155,108,77,226,2221,0,0,5,5,0,22,97,127,67,100,57,78,557,3,0,0,0,7,23,23,10,5,4,6,11,85,0,0,0,3,0,34,202,106,66,65,35,41,559,0,0,0,0,0,13,22,19,6,14,9,16,101,0,0,0,3,9,48,77,34,8,16,4,17,209,0,0
10104,48,24,1030,0,0,0,48,46,188,173,40,14,19,21,8,561,6,4,5,22,31,177,402,167,89,51,43,20,1015,0,0,0,9,7,30,53,19,16,12,5,8,174,0,5,10,35,43,190,214,79,35,27,17,18,662,0,14,24,128,134,311,172,52,19,17,11,23,905,0,0,3,17,21,37,35,21,3,6,5,9,148,5,0,0,0,12,11,11,17,6,7,5,10,80,84,69,100,616,1503,1379,779,186,84,60,42,225,5126,5,0,0,13,26,14,15,6,0,0,0,601,679,102,95,144,912,1830,2426,2176,827,409,314,200,940,10380,3,0,0,11,7,49,212,225,156,177,98,106,1052,0,0,0,7,19,84,157,44,19,8,14,41,392,0,0,4,18,14,178,636,317,196,128,72,134,1690,0,0,0,4,0,29,73,43,30,17,12,16,219,0,3,6,15,31,201,275,99,35,27,20,61,768,0,3
10105,51,17,728,0,0,0,10,12,38,51,25,9,0,9,5,162,0,0,5,7,15,85,213,103,73,44,37,20,606,0,0,0,3,0,17,26,14,13,9,8,4,86,0,0,0,12,27,107,104,56,18,23,9,6,372,0,3,7,39,42,99,50,19,9,5,8,3,275,0,0,0,3,5,12,15,0,5,0,0,10,41,0,0,0,0,0,3,10,7,0,5,0,0,19,35,28,28,185,436,329,171,32,11,16,19,99,1393,0,0,0,6,13,9,0,0,0,0,0,211,243,47,32,46,278,558,739,835,419,246,203,138,380,3925,0,0,0,3,0,21,122,157,142,213,126,90,880,0,0,0,0,8,28,42,19,21,10,4,19,150,0,0,0,7,4,65,329,218,173,118,62,91,1070,0,0,0,4,0,11,41,41,28,26,18,18,192,0,0,4,13,12,105,187,98,50,34,23,38,557,0,0
10106,137,19,888,0,0,3,7,8,45,60,20,9,6,15,3,183,3,4,0,11,13,82,178,83,68,60,48,10,569,0,0,0,0,0,9,24,13,8,4,17,7,85,0,0,0,22,23,103,91,37,16,30,37,19,383,0,3,4,38,38,90,59,20,15,9,3,6,293,0,0,5,5,4,14,16,3,5,8,4,6,61,0,0,0,4,8,6,9,9,5,8,4,3,46,20,24,22,163,443,324,198,46,18,14,11,67,1338,0,4,0,10,11,7,3,0,0,0,0,214,253,41,36,39,275,568,739,812,401,262,297,284,345,4091,5,0,0,3,0,25,133,140,149,194,254,133,1041,0,0,3,0,6,29,59,9,21,17,12,9,167,0,0,0,9,3,79,340,204,169,159,151,124,1235,0,0,0,0,0,15,41,40,21,46,27,17,208,0,0,0,5,10,113,200,89,21,48,49,51,592,4,0
10201,349,42,2879,4,0,6,37,52,183,227,89,33,37,44,18,727,0,0,0,12,22,196,711,399,274,203,180,33,2038,0,0,0,7,5,36,69,50,38,55,19,18,295,10,0,10,43,73,372,504,238,71,115,68,48,1551,7,15,26,143,149,437,301,72,55,22,41,24,1299,0,0,4,12,12,47,36,18,9,10,10,11,158,0,0,0,0,8,7,21,14,18,27,10,10,117,202,94,120,871,2124,2023,1176,269,123,74,100,325,7496,6,0,0,13,37,24,16,7,0,0,0,953,1056,228,115,159,1147,2496,3423,3590,1867,1170,1112,824,1476,17612,5,4,0,3,9,50,397,588,637,987,823,385,3892,0,0,0,8,24,123,229,119,83,81,58,77,808,4,4,3,23,24,273,1432,1310,1119,993,834,472,6485,0,0,0,0,3,51,153,176,146,157,110,74,875,3,5,7,36,56,448,1182,633,260,359,254,228,3467,0,0
10202,162,43,2500,0,4,0,36,52,156,162,64,29,22,19,17,556,6,0,0,13,23,202,751,364,216,106,65,33,1780,0,0,0,0,6,25,73,53,25,19,14,12,238,3,0,7,33,72,413,498,206,54,87,32,34,1435,0,15,51,126,159,338,230,47,17,18,16,29,1052,3,5,6,8,19,58,43,7,0,5,3,15,167,0,0,0,0,3,12,39,17,10,9,4,9,99,193,89,108,903,2647,1665,831,142,56,48,58,371,7121,6,3,5,19,44,31,14,5,0,0,0,804,934,210,124,178,1144,3041,2976,3255,1625,893,706,368,1374,15889,5,0,0,6,9,52,459,622,610,786,465,311,3326,0,3,5,3,14,120,229,101,58,52,18,60,663,0,0,0,9,19,276,1629,1219,890,658,356,376,5435,0,0,0,0,15,49,207,146,146,110,48,57,780,0,0,4,29,61,557,1222,517,201,188,114,213,3106,0,9
10301,80,16,989,0,0,0,10,8,45,55,22,8,11,6,3,170,3,0,5,8,18,88,248,125,74,54,44,11,667,0,0,0,0,4,8,29,17,9,10,0,10,85,0,0,0,11,30,100,157,47,26,24,10,16,430,0,0,10,39,55,107,65,23,5,5,9,12,333,0,0,0,4,11,16,12,3,0,4,4,0,51,0,0,0,0,0,11,10,7,5,8,0,3,50,37,20,29,202,451,350,209,53,17,19,11,79,1476,0,0,0,6,7,3,5,6,6,0,0,224,257,46,31,45,286,588,767,1016,541,339,315,166,365,4510,0,0,0,0,5,26,173,203,232,308,180,121,1266,0,0,0,0,4,29,57,39,15,12,4,10,175,0,0,0,7,9,93,410,321,235,226,103,106,1512,0,0,0,0,0,12,63,44,42,51,24,18,247,0,0,0,15,12,131,264,120,47,43,43,54,718,0,0
10302,86,21,1201,4,0,4,17,23,77,74,22,12,8,7,11,260,3,0,0,18,28,158,356,131,63,48,48,23,881,0,0,0,0,3,29,46,25,14,6,7,11,137,3,0,8,28,54,172,144,60,18,23,20,38,561,4,3,22,67,78,156,66,20,11,3,7,14,438,0,0,0,6,11,20,20,3,0,0,0,12,77,0,0,0,4,6,12,13,3,3,6,3,8,58,63,36,45,325,820,501,205,56,17,8,18,166,2263,0,0,0,8,6,6,0,3,0,0,0,346,377,95,55,89,491,1066,1234,1264,580,288,248,195,649,6242,7,3,10,11,4,67,220,197,173,206,127,167,1205,0,0,0,4,11,36,62,19,9,7,6,17,165,4,3,0,13,17,175,543,329,209,154,92,143,1683,0,0,0,9,4,26,58,45,34,39,19,27,258,0,0,8,14,24,179,285,111,37,45,24,69,803,0,0
10303,83,10,806,3,6,0,17,28,59,82,21,9,4,6,8,237,5,5,6,18,14,101,213,118,85,48,54,11,670,0,0,0,5,3,10,18,19,10,10,12,9,87,5,4,3,23,32,133,142,66,25,23,15,18,483,0,0,18,56,57,102,61,19,6,8,3,16,333,0,0,3,0,13,5,15,10,0,3,0,4,55,0,0,0,0,4,13,11,3,3,6,0,8,49,38,42,28,294,650,456,189,51,18,9,22,143,1933,0,0,5,9,8,13,5,3,0,0,0,244,294,63,62,62,429,823,940,929,475,250,250,209,466,4948,0,0,0,8,4,27,114,107,108,199,144,100,817,0,0,7,7,6,32,54,22,18,13,4,27,177,3,0,0,12,10,87,361,253,243,171,183,128,1453,0,0,0,0,0,23,49,21,43,38,27,16,206,0,0,3,12,23,143,231,170,51,69,49,79,828,0,0
