SA3_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
10304,26789,27679,54466,28266,29346,57612,30057,31205,61266,2212,1985,4197,2142,1963,4109,2177,1892,4059,4015,3934,7952,4242,3944,8183,4660,4340,9001,1893,1906,3796,1950,1867,3818,1972,1824,3796,1613,1586,3201,1459,1559,3016,1613,1595,3212,3027,3290,6320,3319,3668,6986,3547,3976,7524,3443,3644,7087,3502,3678,7183,3555,3898,7452,3576,3697,7275,3618,3813,7433,3684,3869,7551,3283,3230,6516,3468,3498,6972,3535,3783,7318,2151,2197,4351,2670,2853,5522,3082,3261,6343,1259,1531,2788,1443,1688,3129,1692,1919,3612,313,678,994,452,810,1260,557,856,1414,80,73,149,65,90,158,40,35,71,1188,1235,2419,1525,1506,3032,2034,2051,4088,27,20,51,28,25,55,32,28,63,27,21,47,33,27,56,45,32,79,1242,1279,2518,1584,1559,3148,2113,2116,4228,23126,23994,47122,23793,24639,48433,25447,26368,51817,2064,2197,4262,2318,2532,4846,2748,2944,5691,24404,25399,49798,25076,26107,51182,26624,27671,54301,1020,1129,2143,1297,1420,2717,1682,1773,3453,24264,25333,49597,25348,26437,51786,27220,28267,55494
10401,24278,24964,49238,24905,25353,50268,26823,26846,53665,1450,1339,2789,1297,1148,2443,1271,1276,2544,3223,3126,6349,3031,2750,5784,3146,2877,6018,1634,1546,3176,1521,1418,2939,1457,1256,2715,1092,1017,2107,1077,962,2036,1236,1123,2356,1857,2037,3901,2037,2077,4117,2621,2542,5158,2668,2922,5589,2452,2661,5111,2681,2665,5351,3495,3651,7145,3208,3441,6641,3118,3340,6459,3884,3788,7672,4052,4202,8253,4112,4209,8325,2895,2881,5774,3725,3627,7350,4194,4093,8287,1646,1833,3481,1905,2061,3968,2291,2399,4693,436,819,1249,606,1013,1611,681,1070,1754,58,62,125,87,100,187,67,19,84,1341,1374,2713,1535,1532,3067,2194,1988,4178,42,40,75,34,38,70,36,41,82,21,25,44,29,38,63,58,55,109,1403,1439,2831,1596,1603,3203,2287,2083,4369,21322,21893,43212,20918,21184,42101,22721,22562,45286,1742,1848,3591,1778,2009,3790,2073,2345,4421,22681,23574,46255,22396,22994,45385,23463,24196,47651,434,483,914,473,598,1070,643,843,1480,22264,23218,45486,22293,22928,45223,23557,24369,47928
10402,39517,41847,81362,41673,44347,86026,44679,47787,92462,2458,2413,4871,2365,2318,4683,2330,2300,4629,5550,5217,10768,5537,5409,10948,5921,5714,11638,2849,2707,5558,2629,2446,5081,2637,2598,5235,1931,1991,3918,2099,1998,4094,2053,1955,4012,3588,3880,7470,4178,4456,8635,4791,5075,9868,4641,5305,9939,4542,5037,9577,5048,5577,10621,5666,6459,12122,5324,6201,11519,5521,6134,11650,5925,5904,11823,6350,6682,13027,6080,6847,12929,3890,4107,7998,5071,5205,10282,6049,6315,12358,2276,2584,4863,2655,3082,5735,3164,3642,6806,734,1290,2024,922,1512,2440,1075,1641,2720,247,314,561,319,402,726,153,142,293,1442,1598,3042,1894,2046,3944,2352,2560,4912,48,41,88,39,38,76,59,51,112,42,32,74,33,42,77,67,57,118,1533,1675,3206,1973,2125,4098,2482,2662,5144,32605,34439,67038,32982,34682,67660,35292,37365,72657,4912,5500,10415,5470,6203,11677,6509,7454,13968,35911,38036,73953,35977,38090,74069,38180,40773,78955,1996,2306,4304,2746,3123,5869,3638,4087,7721,35634,37910,73548,36376,38787,75158,39283,41956,81242
10501,13065,12226,25295,12315,11838,24148,10850,10754,21607,1007,1019,2025,889,884,1773,781,715,1491,1850,1804,3656,1684,1652,3336,1441,1399,2844,779,712,1491,628,594,1225,621,588,1209,700,731,1435,667,673,1341,572,547,1114,1386,1460,2840,1506,1551,3060,1287,1481,2771,1655,1593,3245,1298,1344,2644,1096,1169,2273,1943,1698,3645,1710,1657,3367,1275,1349,2620,1752,1392,3144,1787,1432,3216,1630,1483,3117,1237,1024,2264,1327,1100,2429,1294,1056,2353,623,590,1214,640,666,1305,681,686,1362,118,209,333,177,270,445,169,280,451,73,53,132,26,34,63,27,18,41,2979,3208,6187,2993,3203,6195,2479,2684,5166,15,27,42,18,23,43,11,12,21,20,27,43,27,30,60,27,25,49,3016,3264,6281,3032,3258,6293,2510,2723,5233,11075,10489,21563,9877,9438,19317,8368,8153,16519,745,715,1464,641,727,1365,619,678,1299,11602,11053,22659,10279,9936,20215,8666,8535,17195,384,341,725,386,419,806,417,423,841,11433,10856,22292,10416,10004,20425,8776,8576,17353
10502,10454,10748,21201,9965,10252,20220,9753,10128,19876,600,647,1245,602,559,1162,560,533,1094,1380,1252,2634,1129,1139,2266,1165,1160,2321,657,625,1288,581,514,1091,581,521,1105,592,596,1191,559,557,1112,532,481,1011,1109,1116,2222,1198,1260,2456,1173,1282,2451,1224,1261,2482,1077,1085,2159,1043,1099,2139,1553,1575,3133,1365,1319,2690,1171,1154,2321,1564,1440,3001,1524,1508,3032,1410,1484,2889,980,1050,2031,1178,1138,2321,1286,1224,2510,624,839,1466,559,751,1311,614,793,1405,160,348,509,205,418,627,218,398,618,59,42,102,45,43,90,7,9,15,1021,1128,2151,1093,1128,2223,1134,1224,2355,9,6,23,8,8,18,8,0,9,12,8,23,13,11,16,27,15,45,1040,1147,2193,1115,1141,2258,1172,1239,2410,9247,9509,18752,8558,8826,17381,8312,8580,16897,487,499,982,447,465,911,456,544,999,9515,9872,19382,8756,9014,17774,8504,8825,17328,239,239,476,245,254,502,277,354,634,9447,9808,19255,8864,9224,18094,8594,8926,17517
10503,32987,34106,67099,34195,35213,69411,36712,37368,74084,2652,2419,5068,2374,2322,4700,2545,2461,5009,4954,4685,9635,4872,4524,9397,5238,4901,10132,2440,2237,4680,2125,2061,4185,2198,2025,4228,1812,1865,3680,2047,1954,4006,1929,1920,3849,3444,3814,7255,4126,4371,8489,5121,5149,10267,3972,4307,8285,3843,4011,7857,4198,4368,8568,4501,4695,9198,4294,4556,8853,4168,4349,8515,4125,4134,8264,4410,4646,9051,4523,4699,9219,2995,3055,6051,3552,3524,7076,3836,3926,7765,1648,2008,3660,1904,2229,4129,2234,2498,4733,444,888,1330,653,1018,1675,719,1076,1794,77,81,153,100,163,265,51,42,93,4520,4592,9117,5132,5071,10201,5875,5764,11639,54,65,121,57,65,121,36,47,86,66,70,140,71,93,168,102,118,224,4647,4725,9371,5258,5233,10490,6009,5940,11947,29363,30564,59928,28784,29640,58421,29776,30550,60325,1716,1773,3489,2220,2307,4524,3102,3083,6185,30184,31818,62001,29534,30937,60473,30023,31410,61432,784,858,1647,1301,1403,2700,2242,2291,4535,29908,31562,61472,29659,31129,60789,30606,32012,62618
10601,41157,40833,81987,43915,43764,87675,49527,48403,97927,3066,2868,5941,2923,2886,5805,3234,3077,6309,5872,5656,11526,6232,5887,12122,6856,6529,13383,3026,2783,5808,2934,2760,5689,3213,2826,6037,2552,2400,4953,2789,2516,5298,3067,2727,5789,5056,4827,9886,5396,5480,10877,6673,6514,13192,5536,5599,11141,5491,5451,10942,6088,5967,12058,5708,5663,11375,5850,5822,11671,6188,6182,12364,5232,5111,10341,5674,5717,11391,6155,6114,12270,3170,3042,6207,4236,4105,8346,5042,4965,10008,1527,1991,3511,1870,2090,3959,2380,2432,4808,410,893,1297,523,1050,1577,630,1083,1710,121,133,253,120,144,264,25,40,64,1695,1678,3367,2878,2613,5486,4518,4247,8766,52,52,108,89,67,157,100,76,181,42,45,90,62,56,124,138,119,258,1788,1776,3568,3028,2734,5763,4765,4442,9212,36138,35903,72040,37595,37200,74792,43251,42310,85562,2791,2837,5631,2814,2943,5757,3565,3630,7195,38141,38393,76536,39163,39706,78873,44204,44630,88837,775,804,1582,879,981,1862,1233,1444,2680,37304,37592,74894,38919,39415,78336,44236,44775,89012
10602,31453,32755,64212,36219,37949,74163,42401,44621,87019,2452,2361,4815,2879,2667,5547,3091,2922,6010,4764,4475,9239,5506,5192,10698,6469,6112,12581,2280,2296,4579,2449,2286,4735,2699,2632,5332,2051,1959,4010,2223,2374,4603,2630,2664,5291,4091,4190,8283,4883,5302,10193,6042,6471,12511,4400,4737,9133,4845,4968,9812,5708,5998,11711,4222,4445,8668,4528,5002,9528,5092,5498,10592,3572,3724,7301,4115,4337,8452,4497,5021,9515,2168,2288,4450,2979,3238,6219,3747,4114,7868,1139,1558,2702,1378,1759,3134,1904,2259,4163,324,709,1034,430,821,1247,516,934,1452,51,52,97,80,105,186,37,33,72,962,1060,2019,1752,1836,3588,2884,3109,5996,35,21,58,52,50,103,60,66,128,20,24,43,56,49,106,80,76,152,1013,1109,2116,1863,1934,3802,3017,3256,6272,27582,28891,56471,31438,32872,64308,36900,38773,75672,2424,2495,4922,2854,3065,5924,3815,4223,8045,29343,30610,59952,33022,34536,67560,38418,40372,78794,921,1079,2000,1366,1583,2949,2257,2596,4852,29125,30427,59556,33191,34771,67965,39334,41417,80752
10603,33258,34248,67501,35287,36088,71380,37701,38712,76414,2130,2070,4201,1921,1889,3812,1744,1731,3476,4524,4275,8800,4558,4197,8756,4644,4391,9032,2204,2123,4320,2131,2069,4197,2310,2035,4341,1798,1620,3423,1832,1730,3562,1839,1719,3549,3052,3224,6273,3273,3329,6600,3399,3458,6854,3930,4370,8305,3837,4045,7886,3682,3951,7634,4548,4639,9192,4631,4827,9454,4539,4826,9372,4488,4844,9331,4863,5218,10079,5492,5811,11303,4003,3937,7941,5003,5062,10064,5701,5983,11681,2027,2213,4243,2517,2612,5132,3497,3566,7066,553,922,1473,728,1114,1842,862,1241,2101,88,129,217,106,152,262,31,26,64,1124,1187,2312,1642,1651,3291,2359,2383,4746,33,34,69,49,48,90,50,41,94,20,26,48,28,35,68,49,50,98,1184,1246,2432,1720,1734,3453,2460,2480,4930,27573,28455,56026,28528,29077,57602,31101,31866,62964,3691,3851,7543,3901,4138,8034,4521,4887,9410,30642,31614,62253,31560,32284,63843,34224,35132,69354,927,1085,2012,1173,1287,2463,1435,1621,3053,30103,31079,61181,31583,32234,63818,34416,35365,69786
10604,15029,14516,29547,15217,14982,30198,15516,15073,30584,1150,1080,2233,1093,1005,2101,940,851,1785,2164,2103,4274,2248,2187,4433,2277,2045,4323,973,957,1933,902,886,1789,975,893,1876,961,882,1842,810,819,1621,795,749,1547,1988,1875,3866,1973,1967,3937,1981,1991,3964,2055,1936,3988,1956,1878,3837,1945,1877,3823,2079,1968,4052,2074,2047,4118,1959,1944,3900,1824,1612,3429,1909,1745,3655,1991,1924,3914,1102,1091,2197,1398,1301,2700,1583,1520,3104,569,715,1283,649,801,1449,814,876,1690,155,298,457,199,357,555,248,409,659,56,59,112,62,104,169,27,21,49,685,645,1326,1005,992,1996,1440,1362,2805,16,18,38,22,15,34,22,18,38,16,11,24,22,13,34,23,25,52,712,676,1384,1042,1018,2067,1485,1407,2893,13079,12657,25738,12657,12499,25154,13064,12751,25815,1051,1019,2071,1205,1121,2323,1363,1331,2695,13627,13454,27085,13281,13342,26624,13628,13507,27126,354,351,705,492,491,981,614,631,1247,13267,13111,26375,13166,13167,26327,13638,13550,27183
10701,35458,36459,71913,37000,38353,75354,39249,40573,79819,2400,2266,4662,2421,2347,4768,2549,2406,4954,4865,4674,9546,4985,4658,9647,5233,4994,10225,2566,2342,4908,2450,2351,4799,2514,2329,4840,2148,2100,4248,2363,2199,4562,2427,2337,4757,4016,4160,8176,4354,4546,8903,4915,5044,9956,4592,4807,9395,4575,4767,9344,4822,5080,9897,5039,5007,10047,4906,5051,9960,4838,5005,9843,4181,4276,8455,4518,4755,9274,4871,4965,9835,3099,3433,6526,3544,3750,7288,3855,4148,8003,2026,2448,4473,2175,2699,4874,2380,2873,5256,532,942,1478,716,1224,1942,842,1408,2249,81,106,190,102,132,231,21,26,43,1004,1049,2052,1247,1368,2611,1708,1754,3466,8,23,40,24,20,46,28,25,57,18,18,38,21,24,50,24,31,60,1035,1090,2127,1292,1415,2709,1764,1816,3580,26036,26514,52549,27355,27897,55256,29836,30318,60150,7685,8183,15869,7460,8213,15669,7663,8514,16180,27840,28487,56330,29187,29912,59095,31428,32031,63454,6252,6636,12890,6058,6713,12772,6063,6739,12803,31797,32754,64552,33025,34200,67228,35567,36657,72228
10702,4,11,13,4,0,7,5,0,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,3,7,7,4,0,4,4,0,4,0,0,0,0,0,0,0,0,4,3,3,5,0,0,3,5,0,9
10703,40918,42606,83526,43932,45907,89839,48441,50814,99254,2725,2569,5294,2836,2605,5439,3002,2745,5743,6042,5726,11769,6022,5743,11771,6575,6085,12662,3228,2962,6190,3064,2909,5968,3061,3027,6090,2384,2364,4749,2737,2590,5327,2835,2708,5548,4344,4466,8812,4769,5094,9862,5586,5994,11578,5308,5819,11126,5292,5661,10953,5707,6107,11815,5843,6303,12147,5797,6260,12062,5944,6483,12433,5068,5191,10262,5750,6209,11960,6198,6886,13081,3469,3770,7236,4562,4796,9357,5475,5929,11401,1986,2422,4408,2323,2749,5069,3032,3397,6432,524,1014,1531,785,1292,2075,1015,1455,2471,66,93,154,101,170,268,42,40,82,1049,1056,2104,1414,1472,2886,2085,2113,4200,43,40,75,38,40,80,44,41,85,13,22,33,26,22,50,26,32,58,1107,1113,2213,1482,1534,3019,2157,2186,4341,32585,33594,66176,34425,35512,69936,38961,40290,79251,6684,7384,14064,6801,7548,14349,7310,8313,15620,36030,37393,73426,37818,39274,77093,42153,43920,86070,3604,4022,7625,3784,4249,8029,3915,4586,8501,37359,38893,76253,39541,41177,80716,44366,46363,90728
10704,59799,60723,120526,63552,64748,128299,66376,68383,134762,3765,3650,7412,3730,3538,7266,3672,3456,7132,7282,6774,14057,7598,7290,14888,7914,7484,15398,4028,3899,7922,4209,4005,8210,4123,4072,8196,5340,4846,10187,5762,5200,10965,5571,5449,11024,8219,7818,16038,8744,8382,17129,9405,9059,18467,8043,8189,16235,8156,8346,16501,8266,8588,16854,8016,8176,16189,8194,8316,16509,8332,8668,16993,6591,6901,13493,7246,7764,15005,7914,8314,16232,4560,4915,9479,5470,5920,11390,6138,6767,12909,2936,3782,6724,3213,3911,7123,3716,4342,8052,1013,1774,2786,1226,2091,3313,1330,2176,3503,601,571,1164,679,788,1464,77,92,164,983,1007,1989,1246,1279,2532,1593,1648,3239,44,40,89,41,23,59,36,41,72,4,12,20,27,26,52,27,29,60,1038,1063,2098,1311,1325,2643,1656,1712,3367,43836,44739,88577,45901,46808,92706,49737,50771,100511,12850,13222,26071,13976,14272,28251,13952,14954,28904,47593,48804,96391,49601,50614,100216,53267,54472,107740,9540,9667,19211,10632,10893,21524,10212,10846,21055,51520,53155,104680,53772,55592,109369,58049,60215,118265
10801,14563,15280,29850,15255,16015,31268,16139,17170,33311,738,692,1434,665,640,1306,590,608,1202,1678,1551,3235,1579,1545,3123,1627,1616,3243,807,837,1650,815,728,1544,778,729,1509,517,505,1030,515,533,1043,566,514,1078,933,1023,1961,1035,1132,2167,1112,1276,2385,1430,1587,3023,1332,1469,2797,1351,1501,2854,1916,2057,3975,1890,1957,3843,1857,1910,3760,2292,2437,4728,2436,2590,5026,2538,2805,5343,2309,2270,4583,2801,2825,5616,3143,3225,6366,1487,1561,3042,1611,1739,3345,1951,2017,3967,455,747,1208,583,867,1448,633,971,1599,39,45,86,35,48,81,20,15,42,559,567,1125,791,788,1573,975,958,1933,16,14,30,18,17,32,16,18,31,4,7,18,15,18,28,21,21,35,578,588,1166,815,824,1635,1007,996,2004,12154,12839,24989,12362,13055,25416,13145,13952,27095,1448,1487,2925,1552,1608,3158,1749,1913,3660,13477,14197,27674,13731,14445,28178,14523,15400,29921,320,345,671,390,426,816,501,553,1060,13216,13925,27138,13704,14379,28077,14594,15473,30068
10802,23228,23601,46830,23884,24245,48125,25394,25762,51154,1426,1368,2791,1245,1213,2457,1296,1237,2533,3087,2917,6008,2870,2810,5681,2882,2879,5766,1530,1388,2920,1377,1290,2668,1451,1326,2780,982,906,1883,1118,977,2099,1161,994,2153,1810,1879,3688,2053,2080,4125,2410,2324,4738,2370,2598,4967,2252,2384,4633,2377,2476,4852,3343,3606,6951,3015,3166,6180,2845,3046,5892,3802,3670,7481,3962,4091,8056,3978,4275,8243,2833,2748,5573,3611,3456,7073,4206,4023,8231,1526,1701,3223,1768,1818,3581,2165,2237,4399,521,819,1345,611,965,1573,626,948,1579,45,68,110,83,95,172,37,23,59,2165,2194,4357,2286,2356,4639,2714,2685,5397,21,23,44,24,25,45,38,29,69,47,31,78,61,65,133,67,75,141,2232,2250,4484,2372,2446,4819,2818,2782,5599,20097,20337,40434,19760,19850,39615,21024,21131,42159,1826,1932,3757,1825,1987,3814,2085,2352,4437,21359,22031,43393,20986,21576,42561,22017,22911,44929,426,546,973,476,629,1106,704,854,1558,20966,21770,42736,20918,21575,42500,22194,23117,45306
10803,178,184,366,190,190,381,220,232,445,12,16,33,10,13,23,11,8,24,11,9,23,18,14,32,19,27,52,0,8,6,4,7,5,4,4,4,3,7,14,4,8,16,8,4,6,25,24,53,25,22,50,29,35,64,25,25,46,33,32,67,38,29,69,31,31,67,28,21,54,17,25,43,27,21,53,29,33,62,39,44,82,22,28,41,7,23,35,29,23,56,14,10,21,19,8,31,17,22,38,3,5,12,3,8,13,11,3,15,7,9,19,7,8,16,4,4,8,4,0,4,3,4,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,4,3,0,5,144,159,304,139,148,285,165,165,333,22,17,44,33,28,57,35,44,77,166,178,339,153,166,322,186,197,382,8,4,12,11,7,19,20,14,32,155,168,325,160,161,317,182,192,376
10804,34940,37767,72709,37707,40860,78566,41583,45192,86780,2033,1948,3977,1946,1880,3825,2006,1837,3849,4557,4408,8967,4760,4515,9278,5106,4908,10013,2269,2106,4376,2257,2176,4438,2504,2437,4938,1472,1402,2875,1546,1547,3091,1899,1967,3865,2731,2957,5690,3151,3480,6635,3643,3999,7637,3993,4500,8495,3865,4239,8109,4108,4544,8655,4716,5386,10100,4787,5374,10158,4908,5537,10452,4972,5313,10283,5314,5963,11270,5551,6528,12081,4454,4834,9283,5682,6100,11783,6386,6805,13190,2839,3368,6206,3250,3751,7000,4104,4585,8692,906,1545,2452,1151,1833,2977,1377,2042,3414,113,128,246,147,196,337,67,53,119,1149,1159,2307,1524,1583,3107,2245,2339,4587,26,23,46,14,23,37,25,32,58,31,30,57,18,18,31,36,41,78,1201,1209,2416,1556,1616,3173,2312,2414,4730,29326,31715,61039,30653,33229,63882,34373,37369,71742,3820,4227,8044,4235,4729,8957,5032,5638,10674,32691,35468,68157,34191,37090,71283,37980,41282,79264,798,899,1696,1096,1304,2395,1577,1888,3464,31946,34653,66600,33906,36837,70744,38118,41536,79655
10805,25052,26308,51361,26262,27597,53861,27996,29349,57345,1493,1394,2885,1406,1251,2654,1278,1312,2587,3352,3216,6567,3233,3086,6320,3407,3172,6577,1692,1603,3298,1537,1505,3040,1532,1445,2978,1012,1032,2045,1138,1132,2271,1206,1046,2254,1847,2087,3940,2028,2260,4288,2365,2586,4950,2640,3003,5638,2403,2700,5104,2445,2754,5203,3519,3753,7268,3321,3673,6992,3168,3493,6659,3944,4060,8004,4214,4493,8706,4301,4746,9040,3258,3279,6532,4219,4217,8440,4867,4822,9693,1801,1995,3794,2077,2235,4310,2683,2792,5477,508,883,1388,683,1045,1734,749,1177,1926,46,56,108,87,99,182,18,13,33,1275,1336,2608,1739,1832,3570,2221,2357,4576,42,23,65,43,28,67,46,41,93,26,32,58,40,26,67,39,32,70,1349,1383,2730,1824,1882,3704,2308,2427,4731,21609,22676,44280,21910,22903,44810,23358,24420,47780,2027,2178,4213,2177,2370,4551,2457,2721,5178,23434,24624,48051,23854,24946,48797,25234,26365,51600,487,606,1096,602,744,1347,774,1019,1791,22988,24268,47254,23839,24979,48819,25385,26658,52041
10901,27926,29512,57438,29761,31511,61267,32640,34406,67044,1895,1788,3686,2005,1900,3898,2154,2051,4207,3910,3742,7657,4022,3892,7909,4402,4158,8565,2138,2108,4243,1959,1959,3913,2092,2047,4132,1798,2007,3802,1922,1976,3894,1925,1971,3896,3335,3450,6785,3607,3766,7372,4045,4191,8236,3524,3764,7290,3479,3795,7267,3885,4213,8100,3796,4088,7880,3844,4063,7907,3887,4185,8069,3538,3606,7136,3822,4096,7916,4086,4386,8468,2294,2419,4705,2979,3151,6131,3622,3862,7487,1296,1687,2981,1535,1924,3461,1950,2320,4274,408,861,1265,590,996,1590,596,1017,1611,75,79,156,131,117,247,25,23,52,588,618,1212,821,849,1669,1130,1244,2377,32,27,57,24,22,37,25,23,48,19,15,31,19,10,27,42,36,77,638,663,1304,857,876,1735,1201,1300,2501,23724,25288,49015,24478,25898,50374,26708,28423,55134,2670,2775,5447,2975,3164,6146,3755,3903,7657,25316,26939,52252,25968,27501,53469,28093,29880,57977,1313,1391,2701,1732,1919,3649,2491,2557,5053,25195,26937,52136,26370,27977,54338,28950,30766,59712
