SA3_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
10102,0,13,9,52,49,22,27,23,13,26,225,0,0,0,0,0,13,26,10,3,7,4,13,71,0,0,0,0,0,4,3,13,14,13,18,15,90,5,4,10,30,18,61,69,31,21,19,7,35,313,0,0,0,0,0,0,4,0,0,0,5,424,435,13,8,23,69,56,377,987,891,934,1450,1513,941,7265,3,0,3,16,22,140,275,176,65,65,29,110,901,0,0,19,67,45,102,80,18,7,13,6,26,380,0,0,4,3,8,8,20,6,0,3,0,12,73,6,0,19,25,3,3,9,3,0,0,0,3,74,18,12,68,126,65,105,98,27,21,13,5,62,625,0,0,0,0,0,4,0,0,0,0,0,16,25,32,10,114,228,150,360,477,236,89,91,40,233,2071,97,44,178,545,609,1446,2551,1901,1538,2243,2125,1628,14912,3,0,0,3,6,17,123,288,315,622,728,23,2126,0,0,0,4,6,35,100
10103,0,3,14,15,20,3,0,0,4,6,66,0,0,0,0,4,4,0,3,0,4,0,0,20,0,0,0,0,0,0,6,0,3,3,3,3,22,3,0,3,7,16,29,18,7,5,5,0,13,109,0,0,0,0,0,0,4,0,0,0,0,108,118,8,3,7,22,42,179,466,313,181,211,118,293,1849,0,0,5,15,8,34,79,29,8,7,3,26,216,0,0,18,37,27,32,21,4,4,3,3,17,166,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,3,14,3,0,3,0,0,0,0,5,31,10,3,32,47,29,58,19,9,3,4,0,34,251,0,0,0,0,3,0,0,0,0,0,0,4,8,11,5,62,110,78,136,122,43,17,14,10,81,683,32,27,94,287,422,713,1096,593,354,328,204,604,4751,0,0,0,3,6,15,70,114,94,136,91,5,534,0,0,0,5,3,28,61
10104,10,33,47,112,100,27,10,5,9,59,414,0,0,0,4,4,14,21,10,0,5,3,8,75,0,0,0,0,0,8,14,7,4,9,9,14,62,13,6,10,67,69,173,142,44,14,16,10,88,645,0,0,0,0,4,8,6,0,3,0,0,381,411,20,11,31,161,184,856,1633,816,470,392,234,910,5719,0,0,12,44,45,169,190,47,19,16,6,92,626,0,8,52,207,123,193,95,13,5,0,3,93,794,0,0,7,13,15,17,14,6,0,3,0,19,91,12,0,30,41,17,19,11,0,0,0,0,19,147,22,11,119,266,172,303,130,28,14,8,8,175,1237,0,0,0,0,3,0,0,0,0,0,0,22,32,31,16,216,572,376,698,438,86,33,25,15,415,2934,156,132,387,1637,2392,3977,4246,1735,916,731,445,2271,19026,3,4,3,7,17,51,226,251,191,233,160,13,1158,4,7,3,20,18,142,250
10105,3,15,18,44,48,13,9,6,4,11,165,0,3,0,3,6,3,14,8,6,4,0,7,54,0,0,0,0,0,0,6,13,0,0,0,10,33,9,4,4,19,17,99,46,14,5,5,7,33,277,0,0,0,0,0,4,5,3,0,0,0,194,200,11,11,19,68,72,382,838,580,428,415,249,511,3581,0,3,0,17,33,102,130,46,19,6,6,33,400,6,6,17,79,52,96,56,3,5,0,5,28,351,0,0,0,11,4,8,11,0,0,0,0,11,52,0,0,22,39,15,11,3,0,0,0,0,8,100,10,10,66,140,82,135,86,17,5,8,8,70,630,0,0,0,4,0,0,0,0,0,0,0,19,26,17,15,104,283,188,357,280,72,34,20,18,172,1554,71,57,165,626,813,1472,1953,1077,709,648,398,1060,9060,6,5,0,0,3,24,122,210,175,199,146,5,877,0,0,0,12,13,48,86
10106,3,11,10,50,45,11,6,7,6,12,162,0,0,0,4,5,7,9,7,4,3,4,3,49,0,0,0,0,0,3,7,8,6,3,4,10,52,9,3,12,37,28,64,63,15,12,3,14,30,281,0,0,0,0,0,0,7,0,0,0,0,214,223,14,3,19,77,67,389,904,529,406,482,519,596,4011,6,0,3,8,27,78,94,54,11,18,6,49,362,0,0,29,85,47,56,49,16,3,6,6,30,332,0,4,0,0,0,7,8,4,4,0,0,7,38,0,0,21,24,7,7,0,0,0,0,0,9,73,17,3,60,121,66,114,59,7,0,5,0,61,516,0,0,4,5,3,0,0,0,0,0,0,17,31,26,7,118,249,152,264,210,82,23,32,15,167,1348,81,49,173,600,788,1387,1927,1018,694,809,821,1109,9452,9,0,0,6,11,45,108,150,149,221,236,10,935,0,3,0,3,9,43,71
10201,18,52,49,203,266,109,46,56,41,101,942,3,0,0,8,6,37,75,31,10,25,9,42,254,0,3,0,0,0,12,21,27,24,34,19,45,183,31,14,29,110,94,299,367,137,80,47,28,185,1414,0,0,0,4,0,12,11,7,3,6,0,1006,1044,44,32,65,238,265,1500,4144,3143,2405,2747,2162,2615,19366,5,6,15,60,98,464,744,313,125,124,34,295,2278,3,13,93,354,218,540,349,82,30,31,10,197,1923,0,0,8,26,22,46,42,12,6,5,3,35,202,17,3,63,106,60,65,30,4,0,5,0,42,394,86,36,217,610,387,691,449,123,48,28,26,352,3049,0,0,0,4,0,13,7,4,0,0,0,52,78,113,59,393,1158,776,1818,1614,540,205,198,78,977,7923,386,204,621,2540,3539,6742,9343,5548,3789,4051,3064,5064,44903,0,0,0,3,4,32,190,465,463,745,852,20,2772,0,3,3,23,22,112,339
10202,18,54,63,258,255,70,31,29,7,87,888,0,0,7,9,6,42,67,26,14,14,4,32,224,0,0,0,0,0,6,34,27,17,18,10,32,147,29,9,25,112,121,387,412,103,56,44,26,190,1518,0,0,0,6,3,11,10,0,0,4,4,818,861,39,27,59,228,311,1762,4527,2834,2025,1893,1063,2179,16944,0,0,10,57,128,510,764,287,111,70,21,274,2239,0,11,99,424,306,578,335,83,22,15,11,183,2060,0,7,9,52,23,46,47,8,5,6,0,36,237,16,3,93,190,60,77,32,5,10,3,3,64,558,98,30,315,863,510,916,462,98,32,16,17,369,3731,6,0,0,4,5,7,3,0,0,0,0,74,101,119,51,535,1587,1027,2147,1654,480,175,115,46,1001,8940,370,204,774,2965,4375,6877,9431,4939,3097,2713,1481,4555,41775,0,0,0,0,0,21,266,609,475,642,396,22,2421,4,0,7,10,20,92,255
10301,0,13,15,62,46,15,11,4,3,24,186,0,0,0,3,6,12,18,4,8,0,7,3,61,0,0,0,0,0,0,10,8,8,6,0,10,41,7,4,11,41,34,89,66,9,8,4,9,45,327,0,0,0,0,0,6,0,6,0,0,0,268,277,12,3,10,79,81,456,1096,775,601,660,366,665,4810,0,0,4,19,44,139,192,68,22,23,3,71,585,0,0,35,100,51,123,80,15,3,0,0,47,460,0,0,6,6,6,6,8,0,0,3,0,9,54,3,0,26,43,11,9,7,0,0,0,0,10,118,11,14,88,187,117,159,90,18,5,3,0,94,779,0,0,0,0,0,0,0,0,0,0,0,18,29,17,17,161,364,231,439,377,104,26,30,5,252,2016,80,53,221,731,897,1658,2489,1424,961,1005,542,1276,11336,3,0,3,3,7,18,125,269,217,269,166,16,1094,0,0,0,4,17,39,96
10302,10,11,22,63,50,19,4,0,3,18,206,0,0,3,3,4,21,14,3,0,0,0,10,67,0,0,0,0,4,13,16,15,9,4,5,19,77,11,3,10,58,47,145,94,16,7,5,0,69,485,0,0,0,0,0,8,4,6,0,0,0,281,301,28,13,43,131,138,733,1349,759,484,459,279,828,5246,5,3,6,38,35,146,161,58,9,16,10,61,543,0,3,34,136,79,98,61,12,0,0,0,37,463,0,0,7,10,6,15,12,0,0,0,0,7,66,4,3,40,50,20,17,3,0,0,0,0,18,158,21,9,125,286,171,254,95,15,5,9,0,131,1123,0,0,4,0,0,6,3,0,0,0,0,24,33,21,20,215,519,309,539,332,86,18,24,14,284,2387,143,90,348,1140,1512,2513,2951,1426,788,729,489,1758,13879,14,11,0,20,23,77,224,261,237,220,154,21,1267,6,0,0,9,20,68,87
10303,6,26,24,60,55,15,0,4,6,24,227,0,0,0,6,7,20,14,6,5,5,0,13,73,0,0,0,0,4,4,3,8,11,9,8,8,55,10,5,19,60,64,125,72,22,9,8,7,61,456,0,0,0,0,0,3,7,3,0,0,0,228,243,18,9,33,120,153,526,966,619,486,511,418,680,4535,0,4,4,21,37,102,101,47,17,8,8,59,403,0,0,42,137,68,82,43,11,0,6,3,36,427,0,0,9,8,3,11,0,10,0,0,0,8,43,3,3,26,42,17,17,4,0,0,0,0,17,134,19,9,110,208,160,187,99,23,10,4,8,106,940,0,0,0,4,7,3,3,4,0,0,0,31,43,19,18,197,422,291,400,254,98,24,17,12,250,1997,100,89,290,977,1260,1857,2147,1187,757,776,638,1402,11481,9,3,0,4,9,31,119,158,140,213,213,18,913,0,0,3,5,7,44,89
