SA3_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
10304,6462,209,77,63,11,6821,6495,126,31,24,5,6686,2302,464,438,36,0,3238,605,119,167,0,0,889,59,19,43,0,0,120,784,57,57,19,0,915,123,12,10,19,0,165,23,7,3,0,0,27,3887,678,721,77,0,5357,339,24,47,14,0,420,886,98,84,81,6,1167,18078,1134,958,259,22,20451,6569,236,60,48,19,6932,6862,108,38,12,26,7039,2632,668,323,11,19,3647,493,205,104,0,0,801,34,30,25,0,13,100,835,82,31,7,8,967,101,6,11,15,3,137,19,10,3,0,0,30,4113,1009,489,30,40,5682,297,30,27,9,14,384,1387,195,134,58,92,1870,19232,1579,750,157,193,21905,7260,298,62,116,10,7751,7550,135,43,71,13,7808,3065,763,299,27,5,4156,521,192,84,0,0,799,94,89,53,0,0,233,928,101,35,18,10,1093,177,23,13,27,13,252,27,7,3,0,0,40,4820,1172,474,72,33,6570,307,95
10401,7667,257,223,488,4,8638,5182,80,72,56,0,5389,1684,259,512,18,5,2472,261,38,89,0,0,398,107,25,25,0,4,158,980,97,162,29,0,1270,109,6,31,96,0,237,31,0,4,0,0,41,3171,433,820,139,14,4576,317,12,27,28,5,390,736,49,82,287,3,1166,17063,827,1225,1008,27,20157,7733,316,207,733,65,9056,5022,86,62,76,30,5278,1788,355,442,28,16,2631,212,66,68,0,5,349,91,67,16,3,0,177,985,110,145,25,12,1281,108,22,13,122,4,275,30,13,6,0,0,48,3216,637,688,183,41,4765,312,21,11,35,19,393,1420,110,144,234,23,1929,17704,1169,1114,1259,177,21425,8678,351,175,561,48,9821,5470,155,52,73,9,5760,1840,470,465,27,16,2818,202,58,41,0,0,305,85,113,24,0,0,224,1118,134,135,29,12,1436,143,23,29,132,17,347,30,19,5,5,0,54,3417,819,702,188,46,5179,274,22
10402,9969,709,460,1014,0,12154,8229,409,226,52,3,8916,2920,965,1188,20,4,5099,591,276,287,0,0,1159,91,69,62,5,0,231,1553,254,294,79,0,2183,173,29,32,232,0,467,33,13,16,5,0,66,5360,1601,1883,352,7,9203,467,133,79,65,4,749,1078,190,278,124,0,1664,25107,3038,2930,1598,15,32694,10344,953,511,815,119,12744,8297,487,274,39,60,9167,2827,1111,1299,22,58,5312,538,314,264,0,0,1129,87,77,36,0,0,196,1479,284,248,45,35,2093,159,34,30,169,26,416,39,9,11,4,0,71,5121,1835,1886,237,126,9203,454,113,52,35,24,675,1719,424,397,290,78,2910,25939,3795,3128,1421,408,34692,11833,973,671,646,76,14205,9300,608,339,38,15,10300,3202,1186,1452,27,27,5896,416,233,215,3,0,869,226,147,126,0,0,497,1679,302,311,34,23,2349,244,40,47,163,33,529,44,17,14,5,3,76,5820,1929,2157,231,86,10222,436,188
10501,3368,20,9,394,43,3834,1800,9,8,28,7,1849,357,20,72,11,0,464,464,8,53,5,0,529,296,6,65,0,0,371,537,16,58,40,4,652,515,37,115,53,0,719,26,0,15,3,0,42,2203,97,371,104,4,2782,706,8,15,67,0,787,798,10,56,216,3,1076,8869,143,452,803,58,10328,2953,7,21,414,68,3458,1643,0,7,20,26,1703,394,24,89,3,9,510,454,15,48,0,16,530,360,8,56,0,13,427,505,18,53,5,12,592,428,30,116,30,17,618,28,3,12,0,0,36,2172,91,366,46,56,2723,520,3,17,60,22,617,1266,19,98,267,41,1688,8544,125,508,805,206,10189,2630,17,7,277,115,3050,1535,5,6,32,24,1605,370,58,47,3,4,483,375,56,22,7,6,469,266,37,13,0,6,330,509,28,19,28,11,590,430,69,53,52,24,634,22,3,0,0,0,37,1971,256,165,87,55,2538,434,8
10502,3648,3,82,200,28,3962,2248,3,45,9,5,2319,592,17,60,0,0,666,148,9,26,0,12,197,68,4,0,0,0,68,435,21,61,5,0,521,197,8,38,34,4,284,9,0,4,0,0,12,1447,57,188,44,27,1755,288,6,16,20,8,341,639,41,56,48,3,796,8269,106,385,326,72,9164,3338,29,12,75,16,3465,2209,16,0,3,9,2243,563,54,45,0,0,654,139,21,31,0,0,196,58,0,18,0,0,81,524,31,34,4,4,600,210,9,27,9,4,260,21,0,6,0,0,31,1511,121,156,20,13,1824,221,9,8,4,5,255,707,33,50,56,40,885,7988,213,232,153,77,8666,3378,27,3,72,78,3559,2269,13,0,3,10,2304,680,63,72,0,3,814,149,34,18,0,3,203,88,20,20,0,0,128,570,26,25,3,13,644,232,22,19,41,26,333,4,3,3,0,0,25,1721,165,163,49,44,2146,209,7
10503,8405,120,174,148,10,8855,7615,101,77,31,8,7830,2129,440,703,19,0,3300,773,82,212,0,0,1069,132,28,72,0,0,226,1242,62,122,24,0,1455,212,10,46,34,0,307,40,5,15,0,0,55,4522,630,1171,83,3,6411,658,20,108,28,5,816,1104,71,164,210,4,1549,22308,938,1687,502,27,25465,8109,164,173,263,50,8770,7462,105,54,117,36,7777,2465,538,614,50,20,3692,661,99,184,3,7,947,112,49,55,0,0,214,1314,70,74,30,14,1505,186,15,29,48,4,286,37,7,4,0,3,55,4779,783,966,126,46,6696,546,36,118,20,21,742,1950,156,229,204,27,2561,22848,1242,1547,729,186,26548,8579,299,93,102,40,9112,8148,131,33,13,27,8351,2988,684,730,27,10,4445,550,112,165,0,5,840,151,81,66,0,0,304,1513,74,75,21,8,1692,289,35,72,60,31,473,51,14,20,0,0,82,5543,999,1132,102,55,7836,525,189
10601,9805,192,117,90,3,10202,10608,159,68,31,4,10865,3032,653,411,8,8,4114,684,92,205,0,0,977,30,36,10,0,0,77,1108,54,58,25,0,1242,206,34,8,80,0,327,28,10,6,0,0,42,5089,878,685,112,13,6779,504,46,16,16,0,580,1448,113,90,60,8,1710,27450,1384,973,302,24,30133,9757,319,48,71,54,10253,10792,160,41,29,48,11066,3712,1004,315,21,41,5094,586,216,110,0,0,913,12,37,0,0,0,59,1143,91,38,14,10,1298,203,27,6,35,6,280,27,4,0,0,0,40,5689,1386,469,70,63,7677,460,52,14,7,13,543,2227,257,104,52,50,2692,28923,2185,675,238,214,32234,10933,381,66,94,32,11503,13275,293,50,14,20,13659,4478,1201,293,12,14,5995,583,194,68,0,0,845,103,78,18,0,0,199,1289,120,30,9,8,1455,254,19,6,60,9,358,37,13,3,0,0,54,6742,1628,416,92,33,8907,457,78
10602,6654,309,125,41,0,7128,8888,209,85,23,0,9202,2338,542,541,30,0,3446,773,181,166,0,0,1114,25,27,24,0,0,76,692,96,75,19,0,883,211,14,22,41,0,282,12,3,4,0,0,23,4046,865,825,85,0,5827,188,28,44,3,0,257,732,113,113,38,0,1004,20507,1518,1201,193,3,23428,6975,432,36,22,140,7614,9770,251,24,17,25,10093,3586,1035,331,21,17,4988,694,289,106,4,0,1098,22,22,16,0,10,73,769,137,29,8,0,946,233,14,11,26,6,295,23,7,4,0,3,38,5328,1517,504,52,39,7433,196,118,0,0,58,376,1119,216,105,49,114,1605,23389,2536,671,152,384,27124,8099,571,53,117,11,8862,11926,365,35,8,7,12346,4650,1254,421,28,5,6357,643,220,86,0,3,955,211,137,66,0,3,421,962,158,42,7,7,1176,388,32,5,42,4,472,22,13,0,0,0,41,6872,1815,627,78,22,9417,349,305
10603,8278,764,289,386,6,9721,7109,439,113,36,4,7700,2521,978,461,17,8,3984,563,122,120,0,0,802,77,41,10,0,0,131,814,171,98,21,4,1108,443,56,12,128,0,635,13,8,4,4,0,29,4435,1372,706,165,11,6687,384,103,40,24,5,557,1075,223,198,98,0,1593,21280,2903,1348,708,25,26255,8494,1197,280,377,48,10396,7398,526,87,47,19,8076,2565,1148,411,27,14,4165,462,155,71,0,0,682,41,76,19,0,0,136,809,207,75,14,12,1116,412,65,12,107,4,597,19,5,8,4,0,37,4309,1651,591,149,35,6731,333,121,38,20,7,528,1545,472,124,279,75,2496,22083,3975,1121,873,181,28235,10474,1386,374,274,57,12561,8129,624,116,19,8,8896,2843,1197,425,38,11,4509,398,116,55,4,0,574,147,127,38,3,0,313,913,225,79,19,9,1248,403,50,11,149,12,630,20,17,3,4,0,50,4729,1734,611,212,34,7320,578,261
10604,3258,43,26,93,3,3425,3409,25,38,13,0,3487,1196,162,277,4,13,1651,328,31,64,0,0,419,72,13,22,0,0,106,555,16,42,4,0,617,134,8,15,92,0,250,23,0,3,0,0,35,2306,227,428,107,13,3080,485,12,10,9,0,520,593,41,67,63,4,774,10049,352,572,293,22,11287,3185,66,35,77,22,3390,3385,36,16,10,14,3463,1582,384,141,0,11,2116,258,84,43,0,0,391,46,17,3,0,0,74,544,27,28,0,5,606,103,11,10,13,5,136,13,5,0,0,0,18,2543,528,222,19,20,3334,346,22,0,4,23,397,862,85,54,65,19,1087,10317,738,332,177,102,11669,3588,111,12,76,21,3818,3690,61,8,4,4,3770,1455,549,46,3,0,2052,236,101,16,0,0,358,66,55,0,0,0,126,637,36,4,7,5,688,188,44,9,20,22,275,9,8,0,0,0,13,2591,789,76,34,28,3520,424,44
10701,9120,439,144,206,5,9919,8157,327,113,12,3,8610,1671,273,513,27,0,2491,1338,428,511,0,0,2275,37,42,12,0,0,90,826,102,140,19,0,1096,113,13,28,25,0,181,32,5,14,0,0,51,4013,870,1224,74,0,6181,217,79,36,10,0,339,973,128,182,77,0,1353,22482,1841,1689,383,11,26412,9156,544,139,36,11,9882,8489,330,111,15,16,8958,2090,465,513,21,24,3109,1240,396,452,6,0,2098,32,28,32,0,0,98,819,138,122,8,9,1103,80,26,25,8,3,142,20,11,13,0,0,45,4289,1068,1158,49,37,6600,222,107,37,8,3,382,1200,193,278,47,18,1726,23352,2242,1728,149,83,27555,9710,468,202,56,7,10449,9490,501,143,9,0,10150,2852,645,619,10,9,4137,1277,464,400,0,0,2141,63,38,58,0,0,161,882,107,114,4,4,1115,141,16,24,18,6,199,36,16,6,0,0,56,5255,1284,1222,37,22,7808,238,94
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,9437,843,366,298,0,10948,9790,636,186,16,0,10623,2163,920,580,44,0,3700,1122,282,233,0,0,1644,49,29,45,0,0,119,1006,241,146,18,0,1409,86,19,9,64,0,175,25,11,5,0,0,41,4449,1493,1025,126,3,7090,261,60,138,8,0,470,902,160,140,52,0,1261,24846,3196,1853,496,7,30396,9963,1138,318,296,70,11784,9844,881,158,23,26,10933,2423,1186,601,16,22,4245,1048,417,140,0,4,1605,33,51,26,0,0,110,850,249,115,19,4,1236,68,19,15,63,3,162,29,13,11,0,0,48,4448,1918,907,100,33,7412,244,89,132,13,34,510,1389,353,231,87,51,2105,25893,4386,1739,519,208,32745,11358,1418,465,274,22,13541,11282,1223,246,13,10,12766,3234,1493,729,22,18,5493,1093,404,165,0,0,1667,85,88,53,0,0,223,988,263,148,18,4,1421,73,18,16,38,4,144,23,11,10,0,0,40,5483,2277,1117,87,22,8987,271,194
10704,12397,1456,1550,209,4,15623,10883,1419,1483,22,6,13810,2345,1623,4015,74,18,8073,977,1066,1151,0,5,3202,59,57,113,0,0,227,1135,399,918,32,3,2498,102,29,99,44,0,281,18,9,42,0,0,74,4645,3187,6341,158,25,14352,367,77,280,15,0,747,1183,388,990,106,0,2672,29476,6529,10649,512,33,47206,12164,1602,1927,192,101,15992,11106,1343,1629,35,42,14158,2412,1878,4692,85,48,9117,837,1089,992,4,6,2925,50,92,105,3,3,248,970,427,764,31,18,2213,66,41,72,37,0,216,18,18,41,5,0,75,4352,3540,6665,160,80,14796,294,196,226,24,44,781,1375,519,1280,288,136,3595,29296,7200,11726,692,408,49323,12790,1696,2634,180,13,17315,11821,1566,2239,65,17,15706,3077,2140,5828,142,37,11227,878,1152,982,0,3,3019,66,172,144,3,7,393,1121,406,833,39,27,2429,91,34,86,24,15,252,27,13,37,0,0,78,5257,3931,7904,215,85,17390,297,198
10801,4511,750,350,323,3,5944,2594,143,96,32,4,2873,945,314,600,12,0,1874,44,111,63,0,0,216,50,59,12,0,0,108,480,108,109,18,0,713,54,10,14,55,0,138,8,5,5,0,0,12,1572,603,797,81,0,3061,162,63,22,32,5,285,471,142,141,121,0,875,9313,1700,1409,600,10,13040,4806,902,313,321,47,6393,2685,162,111,21,21,3002,913,287,646,27,14,1891,29,116,83,0,0,227,44,46,30,0,0,118,441,106,100,14,6,667,46,10,14,44,9,123,10,3,6,7,0,25,1495,559,875,100,23,3055,197,59,19,27,13,306,715,177,216,116,26,1245,9888,1859,1538,584,122,13995,5555,893,520,287,13,7266,2939,199,157,10,9,3311,1008,306,639,35,8,1987,28,86,72,0,0,180,43,72,74,0,0,187,501,109,113,15,3,746,74,18,22,56,6,171,6,5,7,0,0,23,1666,580,921,105,21,3301,193,40
10802,7405,272,173,340,3,8201,4531,129,48,37,4,4751,1713,261,485,17,0,2483,518,52,89,0,0,662,153,39,44,0,0,236,866,57,82,20,0,1031,95,16,21,95,0,223,25,10,9,0,0,38,3374,429,733,138,6,4681,343,18,22,18,0,408,827,88,104,158,0,1176,16493,933,1078,691,9,19205,7480,174,194,528,90,8458,4588,52,46,34,33,4759,1674,272,432,29,20,2427,422,54,94,0,0,565,120,55,30,0,0,204,969,48,53,29,17,1121,96,16,12,91,13,225,22,5,4,7,0,40,3302,447,630,156,50,4589,301,15,20,22,15,374,1482,97,126,160,42,1913,17152,787,1018,893,231,20089,8677,205,246,342,59,9532,4931,94,85,23,9,5139,1729,298,552,25,7,2612,248,34,39,0,0,316,295,82,70,0,7,455,953,42,84,11,6,1104,162,17,15,95,14,300,36,9,6,0,0,49,3419,476,757,135,38,4833,287,24
10803,44,0,4,0,0,56,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,28,12,0,5,0,0,14,0,0,0,0,0,0,30,0,8,0,0,44,10,0,0,3,0,11,3,0,0,0,0,3,122,0,17,3,0,141,52,0,0,0,0,52,32,0,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14,13,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,31,11,0,0,0,0,11,24,0,0,0,5,23,146,0,0,0,5,151,56,16,0,0,0,75,26,3,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,26,3,10,0,0,39,14,3,0,0,0,21,0,0,0,0,0,0,41,14,7,0,0,62,5,0
10804,10018,1173,683,595,0,12470,7087,454,316,41,0,7902,2411,802,1182,52,4,4451,374,230,217,3,0,826,65,58,39,4,0,155,1053,219,246,33,6,1556,111,25,35,184,0,350,13,3,12,6,0,29,4023,1334,1729,273,8,7378,391,219,129,79,0,814,919,218,380,109,3,1627,22443,3399,3229,1091,17,30188,10447,1364,778,638,69,13295,7345,515,279,40,40,8218,2603,1078,1221,38,25,4963,315,279,313,0,4,917,49,75,38,0,0,163,966,230,247,25,18,1484,89,40,39,126,12,307,19,11,17,0,0,48,4038,1715,1877,189,60,7879,335,244,222,24,8,837,1438,398,481,221,33,2560,23605,4234,3634,1110,206,32788,12529,1479,803,254,45,15107,8307,601,304,21,11,9246,3212,1315,1468,52,17,6054,181,133,152,0,4,467,229,230,187,0,0,647,1168,254,225,25,9,1687,154,51,48,61,29,347,24,22,16,0,0,67,4962,2014,2092,143,58,9273,397,371
10805,8034,363,202,192,4,8798,5308,98,61,24,0,5485,1952,369,567,31,5,2922,407,35,152,0,0,586,97,38,47,0,0,176,831,86,94,22,6,1044,89,11,14,56,3,175,15,4,8,0,0,34,3399,538,882,115,12,4944,314,55,36,20,0,429,886,66,149,49,0,1150,17938,1124,1325,398,23,20809,8569,504,130,245,60,9501,5255,106,46,29,30,5466,2112,502,475,30,30,3143,374,65,132,3,0,572,44,57,43,0,0,145,847,84,59,13,13,1011,67,22,12,55,4,162,30,0,7,5,0,46,3478,728,719,98,45,5074,333,106,9,19,9,472,1323,160,111,111,35,1730,18957,1599,1010,493,173,22242,10022,512,136,170,26,10870,5672,146,41,17,8,5874,2307,518,490,32,7,3355,278,62,77,0,0,427,132,92,82,0,0,305,914,87,70,14,4,1089,108,35,17,42,12,215,24,19,6,0,0,47,3767,812,752,88,20,5439,425,67
10901,6361,236,345,72,4,7014,7127,170,343,12,3,7659,1887,447,1622,11,7,3975,564,16,218,0,0,805,44,47,48,0,0,134,880,92,268,5,4,1251,128,8,26,36,0,200,29,8,5,6,0,43,3538,616,2188,53,7,6400,352,29,30,3,3,416,926,84,322,27,4,1365,18305,1138,3225,174,19,22863,6904,476,30,56,24,7488,7262,341,19,11,25,7652,2549,1897,271,23,15,4754,480,163,22,0,9,674,56,62,0,0,0,126,869,231,21,4,11,1140,107,23,9,21,7,165,25,11,0,4,0,35,4095,2388,331,49,42,6897,400,47,6,12,6,467,1381,424,145,34,15,1994,20041,3671,526,160,101,24500,7828,619,41,37,16,8545,8122,342,13,11,6,8496,3243,2267,186,13,5,5716,527,184,20,0,0,725,93,108,11,0,4,213,1002,254,9,9,3,1277,155,40,3,24,3,232,32,22,7,0,0,64,5049,2872,236,46,21,8225,485,104
10902,1753,4,25,172,3,1960,1331,8,4,16,3,1364,238,13,98,4,0,348,88,5,7,0,0,96,74,11,8,4,0,99,327,9,24,12,0,369,136,0,17,26,0,187,5,5,3,0,0,12,871,35,152,42,0,1110,205,3,0,20,0,230,301,7,34,74,0,426,4473,54,217,329,10,5087,1744,5,22,145,25,1946,1210,3,8,9,8,1242,234,24,101,0,3,358,79,7,12,0,0,93,54,11,22,0,0,83,310,13,15,11,3,356,91,3,20,18,4,143,8,3,5,3,0,17,772,60,166,36,4,1040,197,0,0,19,16,224,541,8,49,94,14,697,4460,82,249,293,69,5153,1827,29,5,43,21,1929,1297,15,4,7,12,1330,263,85,28,0,0,378,82,16,4,0,0,100,50,14,3,0,0,63,298,34,3,0,0,338,137,14,8,25,18,196,11,6,0,0,0,17,831,164,40,28,22,1081,193,3
10903,6328,151,274,236,17,7001,4522,44,78,35,7,4679,1171,162,380,15,4,1730,162,7,33,0,0,201,76,17,33,0,0,129,783,48,98,21,0,956,168,6,18,58,0,242,33,7,4,0,0,44,2393,242,567,91,7,3301,529,21,32,28,8,616,852,50,110,76,0,1089,14615,506,1057,469,36,16694,6454,172,180,280,33,7126,4505,41,48,32,15,4639,1317,145,421,17,14,1914,138,12,21,0,7,181,48,23,37,0,0,110,795,50,82,22,8,962,164,20,20,45,5,257,28,0,17,0,0,45,2489,254,595,95,31,3464,501,43,23,37,6,612,1501,85,172,125,29,1912,15451,601,1023,564,112,17748,7288,397,25,121,52,7873,4763,99,5,8,14,4894,1316,605,51,13,0,1979,120,26,0,0,0,145,63,65,3,0,4,127,794,126,14,10,13,953,262,31,10,46,10,360,26,14,3,0,0,37,2579,864,77,73,28,3611,476,96
11001,4692,84,78,46,3,4911,3556,45,60,12,0,3670,1231,222,635,10,0,2098,308,65,114,0,0,491,54,28,28,0,0,111,644,51,91,16,3,799,101,8,11,44,0,168,13,7,7,0,0,29,2360,384,879,70,4,3695,423,20,11,15,0,463,594,45,165,59,3,865,11628,572,1188,203,13,13603,4681,110,20,39,43,4891,3460,57,13,11,18,3562,1525,559,300,14,20,2421,305,87,113,0,3,504,56,18,36,0,0,113,651,57,51,6,13,782,107,5,4,19,3,144,22,8,3,0,0,33,2663,734,514,38,39,3989,406,12,10,11,15,448,951,94,105,49,21,1218,12169,1004,664,149,129,14111,4962,147,22,30,9,5173,3759,77,16,4,6,3854,1717,699,326,20,10,2764,235,54,73,0,3,361,115,52,58,0,0,232,677,69,32,4,5,790,173,12,6,38,0,236,10,9,0,0,0,22,2929,895,491,65,16,4391,419,35
11002,6197,31,61,157,7,6456,3916,16,5,43,3,3987,1141,113,278,3,0,1534,278,8,65,0,0,353,91,19,80,0,0,187,775,11,64,21,0,872,181,8,18,54,3,260,11,5,12,0,0,29,2481,163,517,77,3,3235,567,22,13,20,0,622,718,13,58,30,0,820,13879,242,661,326,21,15119,6073,34,49,159,61,6378,3744,16,13,29,37,3839,1371,134,277,5,17,1810,254,16,42,0,3,316,76,32,51,3,0,161,825,17,49,12,7,904,126,5,16,37,4,186,30,4,5,0,0,44,2684,207,446,56,29,3426,506,4,0,21,53,587,1386,34,92,134,31,1678,14390,299,595,406,212,15905,6766,83,29,113,40,7025,3753,26,8,25,7,3816,1472,396,84,12,6,1972,192,24,10,0,0,230,134,52,41,0,9,240,847,28,22,9,12,916,187,13,5,40,16,262,30,10,9,0,0,48,2867,529,167,64,38,3670,510,18
