SA3_CODE_2021,Med_age_persns_C2011,Med_age_persns_C2016,Med_age_persns_C2021,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_mortg_rep_mon_C2021,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_person_inc_we_C2021,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_rent_weekly_C2021,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Med_Famly_inc_we_C2021,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Avg_num_p_per_brm_C2021,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Med_tot_hh_inc_wee_C2021,Average_hh_size_C2011,Average_hh_size_C2016,Average_hh_size_C2021
10603,43,45,48,1700,1690,1733,493,563,657,250,305,360,1212,1402,1646,0.8,0.7,0.7,980,1158,1338,2.5,2.5,2.4
10604,36,38,39,1733,1700,1538,584,635,760,220,250,290,1531,1629,1970,0.8,0.8,0.7,1236,1294,1521,2.5,2.5,2.4
10701,39,40,40,1768,1733,2000,437,526,674,210,300,365,1241,1486,1899,0.8,0.8,0.8,1003,1220,1494,2.6,2.6,2.6
10702,31,67,38,0,0,1595,549,374,1749,221,350,270,900,1125,3249,1,0.5,0.6,949,900,3249,3,1.7,2.5
10703,39,41,41,1911,1907,2167,502,604,750,270,350,430,1387,1620,2030,0.8,0.8,0.8,1152,1382,1689,2.7,2.7,2.6
10704,37,38,39,2058,2093,2189,522,620,806,265,340,400,1566,1870,2319,0.9,0.9,0.8,1163,1413,1796,2.5,2.5,2.5
10801,51,54,56,1387,1387,1517,393,476,561,215,270,330,885,1079,1327,0.7,0.7,0.7,725,855,1014,2.2,2.2,2.1
10802,47,49,49,1300,1300,1330,382,471,539,200,250,300,881,1096,1331,0.8,0.8,0.8,727,869,1037,2.3,2.3,2.3
10803,46,44,46,1354,1867,1400,602,762,961,160,287,310,1284,1774,1942,0.9,0.9,0.9,966,1397,1699,2.2,2.2,2.2
10804,47,48,49,1647,1670,1733,447,540,647,250,320,375,1008,1299,1576,0.8,0.8,0.7,836,1042,1264,2.3,2.3,2.3
10805,47,49,51,1300,1300,1430,396,476,568,200,250,300,935,1129,1361,0.8,0.8,0.7,773,905,1092,2.4,2.3,2.3
10901,38,40,40,1408,1387,1430,545,634,770,195,230,265,1326,1512,1897,0.8,0.8,0.7,1008,1181,1428,2.4,2.4,2.4
10902,42,44,44,1083,1083,1179,463,576,716,145,165,200,1062,1345,1745,0.8,0.8,0.8,861,1083,1351,2.4,2.4,2.4
10903,46,48,50,1192,1200,1285,454,561,655,160,200,235,1045,1324,1591,0.7,0.7,0.7,837,1037,1208,2.3,2.3,2.3
11001,38,39,39,1300,1387,1408,485,569,715,200,250,280,1217,1453,1810,0.8,0.8,0.7,960,1159,1383,2.4,2.4,2.3
11002,44,46,48,1083,1083,1100,396,482,554,160,200,240,920,1122,1352,0.8,0.8,0.7,744,873,1020,2.4,2.3,2.3
11003,37,39,39,1300,1300,1300,548,656,804,150,190,220,1264,1518,1942,0.8,0.8,0.8,1022,1246,1523,2.5,2.5,2.5
11004,40,40,39,1369,1463,1500,501,620,746,200,260,300,1163,1445,1818,0.8,0.8,0.7,938,1174,1412,2.4,2.4,2.4
11101,41,42,42,1800,1800,2000,535,624,781,265,330,370,1461,1683,2122,0.8,0.8,0.8,1149,1332,1655,2.5,2.5,2.5
11102,41,43,42,1733,1733,1900,496,582,727,255,330,380,1295,1499,1930,0.8,0.8,0.8,1061,1276,1562,2.6,2.6,2.5
11103,37,37,37,1750,1750,1962,558,655,843,275,340,400,1508,1756,2240,0.8,0.8,0.8,1154,1355,1740,2.4,2.4,2.4
11201,44,46,46,1700,1733,1980,482,592,741,300,350,450,1095,1396,1852,0.8,0.8,0.8,898,1137,1461,2.4,2.4,2.4
11202,41,44,45,1350,1330,1452,440,516,641,220,250,300,1044,1265,1571,0.8,0.8,0.8,852,1004,1224,2.4,2.4,2.4
11203,45,47,47,1733,1733,1872,442,539,658,300,340,400,1045,1332,1663,0.8,0.8,0.8,845,1064,1296,2.4,2.4,2.4
11301,37,39,38,1300,1300,1300,506,648,794,170,200,250,1215,1493,1896,0.8,0.8,0.8,975,1242,1535,2.6,2.6,2.6
11302,42,45,45,1300,1300,1300,478,577,686,165,190,230,1187,1417,1686,0.8,0.8,0.8,923,1120,1308,2.4,2.3,2.4
11303,37,38,38,1408,1408,1430,536,652,781,200,250,280,1299,1552,1928,0.8,0.8,0.7,1022,1244,1486,2.5,2.5,2.5
11401,46,48,48,1500,1517,1733,426,511,634,220,280,350,984,1226,1535,0.7,0.7,0.7,822,992,1248,2.3,2.3,2.3
11402,45,47,48,1844,1842,2167,548,645,794,270,350,430,1347,1638,2095,0.7,0.7,0.7,1093,1334,1673,2.5,2.4,2.4
11501,38,39,41,2500,2500,3000,724,809,982,470,575,580,2299,2468,2964,0.8,0.8,0.8,2139,2328,2732,3.1,3.1,3
11502,41,43,44,2600,2600,3000,651,748,905,400,500,520,2021,2308,2762,0.8,0.8,0.8,1813,2149,2541,3,3.1,3.1
11503,39,40,41,2160,2167,2308,641,762,889,300,400,430,1725,2038,2375,0.9,0.8,0.8,1577,1890,2230,3,3,2.9
11504,35,35,34,2600,2600,3000,739,854,1109,460,600,600,2130,2455,3037,0.9,0.9,0.8,2030,2407,2964,3.3,3.4,3.3
11601,34,35,36,2000,2000,2167,551,652,774,300,380,400,1440,1723,2083,0.9,1,0.9,1306,1584,1887,2.9,3,2.9
11602,32,33,33,2500,2470,2700,740,845,1072,400,500,540,2010,2305,2792,0.9,0.9,0.9,1924,2265,2722,3.2,3.3,3.3
11603,31,32,33,1881,1911,2000,471,577,680,260,335,350,1231,1509,1822,1,1,0.9,1168,1434,1637,3.2,3.2,3.1
11701,37,35,33,2400,2400,2600,575,720,949,340,470,550,1489,1921,2383,1,1.1,1.1,1244,1626,2064,2.6,2.7,2.5
11702,36,35,36,2500,2500,2800,730,900,1159,370,466,495,1881,2312,2964,1,1,1,1567,1944,2276,2.4,2.4,2.3
11703,32,32,34,2541,2500,2705,888,956,1244,470,570,550,2274,2526,3065,1.1,1.2,1.1,1644,1935,2222,1.9,2,1.9
11801,36,36,37,3000,3000,3600,1049,1238,1517,516,640,670,2661,3245,4022,1,1,0.9,2071,2422,2984,2.2,2.3,2.3
11802,35,34,37,2600,2600,3033,718,834,1121,450,550,550,2066,2421,3009,1,1,1,1578,1916,2305,2.4,2.5,2.4
11901,35,35,36,2047,2100,2240,439,509,615,320,400,425,1246,1485,1831,1,1,1,1104,1332,1595,3,3.1,3.1
11902,35,35,36,2000,2000,2167,413,492,634,310,380,390,1114,1370,1721,1.1,1.1,1.1,1022,1268,1524,2.9,3,2.9
11903,38,37,39,2167,2167,2466,543,612,763,350,430,440,1513,1765,2149,1,1,1,1293,1571,1906,2.8,2.9,2.8
11904,37,35,37,2167,2167,2383,562,667,834,380,470,480,1459,1763,2187,1,1.1,1,1296,1600,1923,2.7,2.7,2.6
12001,37,37,39,2666,2500,3000,791,895,1124,480,580,560,2177,2386,2899,0.9,1,1,1832,2073,2380,2.5,2.6,2.5
12002,37,38,40,3000,3000,3500,1086,1235,1482,480,590,600,2739,3324,3974,1,1,0.9,2234,2443,2919,2.3,2.4,2.3
12003,35,34,35,2167,2167,2436,591,700,891,380,460,465,1631,1958,2371,1,1.1,1,1417,1733,2046,2.6,2.7,2.5
12101,37,36,38,2800,2750,3033,903,1027,1255,480,569,560,2540,2784,3373,1,1,1,2071,2311,2643,2.6,2.6,2.5
12102,37,38,39,2323,2300,2500,695,793,963,400,481,480,2006,2248,2671,0.9,1,0.9,1718,2008,2295,2.8,2.8,2.7
12103,41,41,42,3033,3000,3500,814,942,1117,600,650,630,2680,3048,3446,0.8,0.9,0.8,2508,2642,3037,2.9,3,2.9
12104,37,38,40,2900,2700,3085,1188,1361,1564,480,577,582,2791,3353,3882,1,1,1,2257,2393,2617,2.1,2.1,2.1
12201,37,38,40,3033,3033,3800,986,1193,1450,522,650,720,2649,3339,4297,1,1,0.9,2223,2620,3272,2.5,2.5,2.5
12202,42,44,46,3000,2817,3200,754,874,1053,500,620,695,2136,2431,2985,0.9,0.9,0.8,1818,2121,2512,2.7,2.8,2.7
12203,38,39,40,2600,2600,3000,744,871,1059,450,540,592,2080,2427,2991,0.9,1,1,1721,2095,2471,2.7,2.7,2.7
12301,33,34,34,2200,2167,2383,719,820,962,365,450,480,1917,2181,2528,0.8,0.8,0.8,1782,2048,2334,3,3.1,3
12302,33,34,35,1803,1842,2100,547,630,736,260,350,380,1393,1596,1931,0.9,0.9,0.9,1253,1458,1702,2.9,3,2.9
12303,37,37,37,2100,2167,2318,601,724,854,280,374,415,1619,1978,2296,0.8,0.8,0.8,1439,1813,2093,2.9,3,2.9
12401,42,44,45,1842,1842,2033,590,689,817,280,350,400,1624,1866,2235,0.8,0.8,0.7,1270,1468,1756,2.5,2.5,2.4
12402,35,60,70,0,0,0,325,450,900,0,100,150,699,0,0,1.5,0.8,0.7,699,649,900,3,1,1
12403,34,34,35,2000,2000,2167,643,751,902,300,370,400,1636,1933,2272,0.8,0.8,0.8,1423,1711,1971,2.8,2.8,2.8
12404,34,36,37,2000,1950,2167,594,688,818,285,365,400,1455,1752,2116,0.8,0.8,0.8,1251,1483,1767,2.7,2.7,2.6
12405,33,34,35,1907,1863,2000,587,683,789,300,370,390,1478,1694,1975,0.9,0.9,0.8,1344,1532,1724,3,2.9,2.8
12501,31,32,33,2000,2000,2167,420,519,722,360,450,470,1161,1410,1820,1.2,1.2,1.2,1158,1469,1798,3.1,3.1,2.8
12502,39,38,38,2300,2167,2600,566,645,789,350,445,460,1659,1896,2223,0.9,0.9,0.9,1437,1695,1997,2.8,2.9,2.9
12503,33,33,34,2000,2000,2167,424,490,595,310,380,400,1185,1403,1695,1,1.1,1,1060,1282,1501,3,3.1,3.1
12504,33,34,34,2030,2080,2167,609,722,913,350,420,420,1537,1879,2321,1,1.1,1.1,1376,1718,2060,2.6,2.8,2.6
12601,40,39,39,2500,2500,2817,698,797,992,430,540,500,2251,2441,2783,0.9,0.9,1,1899,2205,2436,2.9,3,2.8
12602,37,36,37,2383,2300,2600,646,749,978,370,460,460,1913,2167,2590,0.9,1,1,1508,1831,2136,2.6,2.7,2.5
12701,32,33,33,2167,2167,2475,489,614,766,310,410,490,1387,1760,2168,0.9,0.9,0.9,1331,1720,2105,3.4,3.4,3.4
12702,36,37,39,1800,1820,2000,372,442,487,290,357,400,1081,1279,1494,1,1,1,1046,1245,1411,3.2,3.3,3.2
12703,33,34,34,2162,2100,2167,532,603,725,295,370,400,1416,1665,2013,1,1,1,1277,1504,1770,3,3.1,3
12801,40,41,41,2470,2500,2774,720,839,1027,380,450,500,1942,2277,2729,0.9,0.9,0.9,1539,1866,2188,2.5,2.6,2.5
12802,38,39,40,2383,2383,2600,716,833,1007,370,450,483,2074,2343,2783,0.9,0.9,0.8,1812,2096,2397,2.9,2.9,2.8
19797,64,58,56,0,0,0,490,540,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,37,39,39,0,0,0,349,405,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
