SA3_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
10304,5023,6048,2073,168,13310,3872,442,652,18282,170,74,132,20,395,560,38,88,1085,14,5,10,0,26,46,3,9,82,182,79,138,16,419,606,43,98,1167,103,33,44,8,187,605,42,109,943,0,0,3,0,3,24,0,5,32,6,0,0,0,7,17,0,6,27,..,..,..,..,..,..,..,..,..,5,3,0,0,13,13,0,3,23,108,35,50,12,205,654,42,125,1021,10,8,0,0,10,70,0,81,158,0,5,0,0,10,10,0,8,25,6,16,6,0,25,39,7,9,79,17,17,6,0,44,115,7,98,265,8,0,0,0,11,3,0,6,22,5342,6182,2276,193,13991,5251,538,981,20763,5317,6182,2186,148,13841,4081,459,1017,19402,205,90,125,6,428,774,59,130,1387,23,18,18,0,63,121,12,34,233,227,106,146,9,487,899,67,165,1623,71,26,46,9,148,426,19,99,691,3,0,0,0,9,31,0,15,55,6,0
10401,5697,4427,2079,161,12368,3844,417,530,17167,113,30,58,3,198,303,17,25,543,53,28,47,7,133,126,19,16,291,162,61,99,8,333,430,26,43,841,172,46,125,8,350,600,45,116,1110,17,3,4,0,32,39,5,33,111,0,0,0,0,3,8,0,6,20,..,..,..,..,..,..,..,..,..,0,0,0,0,5,14,0,0,15,198,54,133,16,392,659,51,154,1254,95,20,12,0,132,261,11,477,878,7,4,3,0,15,24,0,15,50,17,16,10,0,47,34,3,10,90,121,39,27,0,187,321,12,499,1021,6,0,3,0,11,19,0,6,33,6184,4578,2346,186,13295,5272,517,1228,20311,5775,4097,2054,167,12092,4062,509,1161,17821,146,31,56,4,242,451,13,53,760,71,36,69,0,185,174,19,49,434,220,67,127,7,425,629,41,100,1194,131,35,100,12,277,550,33,125,986,18,7,5,6,33,42,9,48,125,0,0
10402,7874,7640,3299,171,18988,4821,720,745,25275,394,139,232,12,782,902,72,57,1808,318,159,178,15,665,479,84,74,1303,711,296,410,26,1441,1375,162,128,3107,310,135,282,16,740,1305,122,187,2355,57,22,21,5,113,120,19,24,282,73,18,17,0,106,118,13,38,270,..,..,..,..,..,..,..,..,..,9,8,8,0,32,59,0,4,104,449,185,333,25,991,1604,164,247,3003,244,32,63,0,341,522,21,634,1518,4,4,0,0,10,20,0,16,48,16,7,12,0,36,23,4,3,71,259,42,76,0,386,563,31,657,1634,0,5,0,0,4,11,0,3,16,9295,8167,4127,220,21817,8368,1074,1785,33043,7967,7457,3235,173,18822,5091,803,1400,26118,455,216,322,16,1008,1055,81,183,2329,361,204,210,13,782,540,86,132,1534,815,420,529,27,1786,1594,160,315,3862,338,182,328,23,873,1205,144,223,2448,57,46,37,0,139,169,22,34,366,86,21
10501,2245,2308,1104,127,5784,2413,219,655,9072,28,8,13,0,54,72,0,18,143,0,0,3,0,3,0,0,0,9,28,8,16,0,51,75,0,18,149,45,14,37,7,102,271,21,70,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,0,3,45,14,37,7,102,278,21,68,469,49,11,15,0,80,168,6,409,660,9,3,5,0,11,32,0,43,96,12,14,3,0,32,32,0,15,82,65,30,23,3,124,230,8,471,832,3,6,9,0,16,9,4,29,58,2398,2365,1178,141,6084,3011,248,1247,10585,2079,1906,1101,112,5201,2232,205,1071,8716,19,3,9,0,35,58,0,23,114,7,0,0,0,7,3,0,0,12,28,4,9,0,44,54,5,24,124,48,13,28,6,91,267,11,107,473,5,0,5,0,10,15,0,0,29,0,0
10502,2226,1813,1070,84,5189,2517,161,497,8360,8,0,9,0,17,55,0,37,108,0,0,0,0,0,4,0,0,4,8,0,9,0,17,59,0,37,114,39,20,27,4,86,187,12,36,323,0,0,0,0,0,0,0,0,0,16,17,10,0,45,25,0,3,73,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,56,35,38,4,136,214,12,40,396,18,0,0,0,25,28,0,235,285,0,0,0,0,0,0,0,13,17,8,5,4,0,17,15,0,5,36,27,3,4,0,38,40,4,255,333,5,18,11,0,34,17,6,21,73,2328,1871,1124,84,5408,2844,177,850,9275,2016,1645,1098,80,4837,2505,195,540,8078,21,17,18,3,54,113,0,32,197,4,3,6,0,11,4,0,6,21,24,20,18,3,62,114,0,34,218,15,9,7,0,29,159,4,41,232,0,0,0,0,0,0,0,0,0,0,0
10503,6383,6783,2909,249,16328,4893,550,754,22523,140,62,138,8,356,479,44,34,912,8,10,14,0,29,16,0,6,54,148,73,147,8,386,497,42,42,959,197,75,115,21,403,1102,66,108,1685,7,0,0,0,7,11,0,9,21,7,0,5,0,6,5,0,0,14,..,..,..,..,..,..,..,..,..,0,0,0,0,8,5,0,0,15,216,76,117,21,422,1125,71,117,1738,21,8,3,0,31,78,4,240,361,3,8,0,0,11,14,0,3,30,35,25,10,0,71,47,6,9,124,63,37,12,0,115,144,6,254,518,6,8,0,0,16,4,0,0,27,6817,6973,3190,287,17266,6656,674,1173,25763,6308,6437,2971,269,15981,5029,540,1488,23045,189,93,122,20,420,594,56,112,1181,10,9,3,4,24,36,3,29,92,201,97,126,20,443,628,62,137,1271,272,88,76,8,452,878,52,168,1545,4,0,0,4,7,9,3,4,27,0,0
10601,7535,9429,3476,221,20662,5399,606,1013,27684,245,148,167,9,570,550,57,82,1266,38,20,25,0,84,66,8,12,163,284,171,193,9,658,621,66,92,1428,148,54,98,6,307,569,38,70,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,11,4,7,0,15,10,0,0,25,161,57,102,6,326,579,38,70,1006,33,4,9,0,49,81,7,92,233,5,9,4,0,17,3,0,14,32,9,12,6,0,29,17,4,10,54,44,22,14,3,89,105,9,113,318,9,3,0,0,10,3,0,11,29,8032,9684,3786,237,21746,6705,716,1305,30464,7771,9403,3665,273,21109,5662,633,1740,29148,289,154,274,16,730,876,53,136,1793,52,22,60,4,127,245,30,36,440,341,172,330,17,856,1116,82,170,2234,59,39,62,11,169,403,21,88,678,0,0,0,0,0,0,0,0,0,0,0
10602,5637,8006,2517,178,16336,3419,414,478,20650,276,106,156,15,547,592,53,46,1243,54,31,43,0,132,130,22,18,308,324,137,198,23,682,718,76,68,1547,189,80,117,10,404,698,47,77,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,3,10,0,3,13,193,87,117,10,406,711,47,83,1240,9,6,3,0,21,58,0,16,95,0,0,0,0,0,0,0,3,7,13,13,8,0,34,36,7,21,90,23,18,15,0,60,96,5,36,195,0,0,0,0,0,7,0,0,3,6183,8245,2844,212,17481,4946,543,664,23637,6345,8916,3019,238,18520,3736,520,758,23534,437,160,261,24,886,929,65,143,2016,77,39,74,3,194,304,22,33,557,519,200,332,28,1082,1234,80,171,2571,54,21,57,11,151,398,17,80,648,0,0,0,0,0,0,0,0,0,7,0
10603,6919,6633,2393,140,16088,4176,395,781,21443,396,174,213,12,799,719,63,91,1671,356,235,198,9,803,331,37,94,1269,751,405,415,21,1600,1050,104,190,2942,184,74,78,4,341,442,38,87,909,37,11,22,0,72,84,10,68,229,53,5,18,0,78,61,3,56,198,..,..,..,..,..,..,..,..,..,6,0,0,0,10,18,0,0,32,282,98,122,8,508,604,48,212,1370,127,12,12,9,161,305,11,176,652,3,4,0,0,4,4,0,3,20,7,5,8,0,16,20,3,8,50,137,22,22,9,188,335,16,191,724,6,0,3,0,6,5,0,0,25,8095,7163,2955,172,18385,6171,562,1374,26498,7078,6676,2346,173,16276,4197,465,1262,22198,475,145,282,11,914,1029,55,275,2273,515,286,264,11,1077,472,67,134,1751,991,428,548,25,1991,1498,124,414,4021,88,24,45,0,162,281,14,49,501,61,15,21,0,96,104,6,47,254,107,20
10604,2834,3259,1080,87,7255,2204,292,478,10227,46,30,32,3,113,156,15,30,309,10,9,4,4,18,19,5,14,55,50,38,39,4,127,177,19,41,365,75,44,29,0,150,318,27,67,566,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,..,..,..,..,..,..,..,..,..,0,0,0,0,0,8,0,0,9,76,44,33,0,153,335,27,72,589,29,3,3,0,35,95,0,129,263,3,0,0,0,3,0,0,3,8,11,0,0,0,13,20,0,10,32,37,6,3,0,47,109,0,142,301,0,4,0,0,5,12,3,5,26,3000,3347,1145,98,7592,2843,346,727,11507,2831,3103,1173,74,7179,2307,266,696,10455,78,45,56,0,187,314,17,66,579,18,10,19,0,45,100,10,22,176,97,55,75,0,229,404,28,90,757,40,24,17,0,77,200,16,36,332,0,0,0,0,0,5,0,0,5,0,0
10701,5930,8420,3056,235,17648,4078,407,514,22639,272,157,157,21,609,528,28,41,1202,100,129,160,11,399,245,14,22,684,371,288,314,31,1012,771,43,63,1890,167,97,176,17,459,786,46,77,1366,26,12,39,0,78,160,10,32,280,0,0,0,0,6,46,4,3,62,..,..,..,..,..,..,..,..,..,5,6,9,0,15,25,4,0,46,198,111,231,19,553,1021,64,114,1751,91,3,10,5,107,131,4,8,250,0,0,0,0,0,4,0,52,55,5,22,11,0,37,32,6,5,74,100,23,20,5,141,175,9,60,383,5,4,0,0,11,3,0,0,11,6606,8841,3620,293,19359,6044,514,757,26678,6009,8567,3294,253,18129,4247,442,689,23506,329,105,163,17,608,802,32,64,1508,149,111,170,11,434,260,27,59,777,477,214,326,25,1044,1067,55,120,2289,155,101,145,20,431,784,48,127,1384,23,22,36,3,84,188,3,49,323,3,0
10702,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,7025,10016,3135,201,20381,3737,343,525,24990,426,198,293,8,928,796,56,41,1818,350,228,235,19,838,494,48,55,1426,779,422,530,31,1765,1289,102,92,3242,247,91,192,21,550,766,34,82,1434,67,11,24,3,113,121,12,11,253,52,0,0,0,61,110,0,4,171,..,..,..,..,..,..,..,..,..,8,3,5,0,13,23,0,0,36,382,108,218,25,730,1024,45,101,1895,82,9,27,3,119,185,7,106,414,0,0,0,0,0,0,0,0,4,14,20,21,0,54,33,3,7,93,94,27,47,3,171,218,14,110,515,4,0,0,0,0,7,0,0,8,8287,10566,3930,266,23051,6277,501,827,30653,7273,10147,3186,203,20808,3750,412,1049,26030,496,199,305,24,1018,823,45,111,2005,615,418,365,19,1410,792,96,124,2423,1105,607,666,45,2433,1611,148,232,4429,247,104,192,16,554,686,43,153,1444,30,7,0,0,44,44,4,20,114,62,5
10704,7739,11829,3208,279,23057,5052,872,681,29665,615,303,385,30,1332,1211,102,93,2740,847,688,667,50,2251,1242,293,141,3923,1459,991,1049,79,3584,2452,391,236,6663,743,353,380,64,1546,2339,453,254,4594,540,221,212,44,1025,1266,354,224,2871,894,282,170,37,1380,1105,382,372,3243,..,..,..,..,..,..,..,..,..,22,8,5,0,44,63,18,13,132,2210,868,771,150,3994,4775,1204,863,10837,46,8,26,7,84,171,12,46,312,0,0,0,0,0,3,0,37,38,28,21,17,4,67,66,24,12,169,67,31,41,8,154,242,34,97,524,7,5,4,0,11,17,6,0,42,11484,13724,5073,520,30800,12538,2507,1886,47727,7565,12042,3047,293,22945,4648,957,899,29453,500,318,359,29,1212,1200,160,125,2693,931,849,653,58,2493,1623,299,211,4621,1436,1163,1015,85,3707,2824,457,337,7321,826,512,471,61,1865,1994,419,273,4555,565,265,217,38,1090,1230,382,373,3073,1255,419
10801,3426,2217,1029,73,6741,2089,200,352,9385,412,74,124,12,617,689,40,41,1395,70,37,42,3,160,141,15,16,326,483,117,164,15,777,825,51,59,1718,151,29,78,7,264,360,27,57,709,58,15,35,5,108,115,14,37,279,78,13,30,0,125,169,21,110,426,..,..,..,..,..,..,..,..,..,7,4,5,0,10,11,0,0,28,289,54,149,10,504,660,66,204,1439,115,7,16,0,144,190,11,197,539,3,0,0,0,7,4,0,12,17,17,12,3,0,29,17,0,5,51,131,19,20,0,176,211,9,206,610,6,4,0,0,8,0,0,0,10,4337,2413,1362,98,8211,3800,327,823,13158,3587,2145,1039,80,6850,2278,251,567,9947,484,75,143,9,717,769,50,90,1622,66,23,40,5,132,90,8,31,264,552,98,181,11,844,855,55,124,1884,88,35,96,5,220,384,27,88,727,60,15,39,0,116,176,14,51,362,126,24
10802,5224,3745,2334,167,11469,4125,442,587,16618,176,113,94,4,383,353,15,58,810,31,13,13,0,56,61,6,16,136,207,119,108,4,446,407,19,70,941,119,27,107,10,258,563,42,105,964,14,5,6,0,23,42,0,17,84,16,0,4,0,26,18,0,3,48,..,..,..,..,..,..,..,..,..,6,0,0,0,4,8,0,0,16,149,35,120,7,313,632,43,128,1116,51,11,12,0,81,173,9,334,587,3,5,7,0,14,12,0,15,47,13,8,12,0,30,28,0,7,67,71,25,22,0,124,211,10,352,699,3,0,0,0,3,0,0,5,9,5652,3925,2586,190,12355,5384,512,1145,19385,5213,3632,2328,177,11344,4229,501,1213,17287,102,34,55,9,194,390,19,62,671,15,14,20,0,47,58,6,14,121,117,44,77,6,242,450,23,75,799,109,47,101,6,264,480,23,105,881,21,3,9,0,42,40,0,27,112,11,0
10803,40,32,5,0,79,29,6,13,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,5,8,0,0,18,3,0,0,0,6,9,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,44,39,5,0,89,39,0,15,147,44,36,7,0,85,44,3,20,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,8021,6504,2474,151,17142,4347,497,582,22576,695,171,306,23,1188,1194,67,58,2509,252,86,99,7,442,421,36,32,930,948,257,403,23,1635,1607,105,96,3441,270,82,194,15,553,968,58,136,1720,105,33,71,4,213,300,41,73,624,261,51,70,9,392,324,36,177,923,..,..,..,..,..,..,..,..,..,8,7,4,3,19,18,0,0,34,644,167,334,29,1170,1602,132,394,3302,185,15,34,4,238,338,22,297,897,0,0,0,0,4,5,0,16,24,57,11,17,5,83,105,3,7,194,241,29,48,4,324,442,27,318,1113,4,3,0,0,10,10,0,3,22,9857,6955,3260,204,20283,8020,762,1396,30464,8250,6645,2524,153,17573,4493,584,1073,23725,835,182,342,20,1383,1546,116,186,3236,283,110,166,10,570,372,30,63,1049,1115,293,510,32,1954,1924,147,255,4280,322,71,181,10,584,1121,74,144,1927,100,24,70,4,201,296,39,119,647,303,55
10805,6144,4576,2171,137,13036,3975,436,610,18054,261,44,111,4,417,503,24,33,976,58,24,31,4,107,44,10,13,176,320,65,138,5,524,547,31,46,1151,133,37,126,11,299,869,43,93,1311,0,0,3,0,8,20,0,4,34,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,4,3,0,9,14,0,0,19,138,37,126,11,314,907,43,102,1359,59,9,9,3,76,122,8,77,277,0,8,4,0,15,9,0,14,40,31,15,3,0,55,39,0,8,95,95,26,20,3,145,161,3,98,412,3,5,0,0,13,5,7,0,23,6699,4714,2456,160,14030,5591,513,861,20994,6342,4481,2311,167,13302,4280,491,1012,19085,306,56,117,10,492,788,28,75,1388,69,26,34,0,123,80,9,20,244,379,84,155,10,620,870,41,99,1624,113,41,86,15,255,597,36,81,971,11,0,0,0,9,30,0,7,50,0,0
10901,5254,5830,2117,151,13352,3884,625,586,18449,204,55,89,15,369,562,65,52,1043,19,13,17,0,55,33,16,9,113,225,74,107,19,419,596,78,57,1156,421,186,269,31,912,1834,184,223,3153,13,4,6,0,21,70,10,13,118,3,3,0,0,7,10,3,0,26,..,..,..,..,..,..,..,..,..,4,4,0,0,8,6,0,3,19,446,194,278,31,949,1923,195,244,3313,17,5,4,0,24,55,0,47,126,0,0,0,0,3,0,0,7,16,12,8,0,0,21,12,0,0,39,27,10,3,0,45,70,0,61,173,5,5,3,0,10,6,0,4,22,5951,6111,2507,197,14770,6481,902,954,23106,5702,5932,2215,146,13994,4512,636,1050,20189,435,239,274,22,982,1812,161,275,3236,72,22,31,4,130,248,31,86,492,510,268,311,28,1110,2062,201,357,3731,28,24,22,5,81,227,20,93,426,9,7,0,0,18,38,0,20,78,8,0
10902,1399,1307,437,39,3178,1042,81,223,4522,4,3,3,0,9,37,0,9,52,0,3,0,0,4,4,0,0,9,10,3,3,0,19,38,0,9,60,29,12,17,4,60,115,6,27,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,31,12,17,4,61,121,11,30,218,27,4,0,0,28,49,0,210,291,0,0,0,0,0,0,0,5,7,15,0,0,0,19,18,0,4,39,42,6,4,0,45,70,4,221,339,0,3,0,0,3,0,0,3,10,1478,1329,458,40,3303,1272,92,483,5154,1315,1193,420,39,2964,1026,74,450,4516,10,8,12,0,24,51,0,3,85,5,0,0,0,4,0,0,0,0,9,8,10,0,25,51,0,10,87,39,5,26,0,67,132,5,45,253,0,0,0,0,0,0,0,0,0,0,0
10903,5061,3830,1316,107,10308,3593,291,570,14758,97,19,20,3,137,307,10,27,482,8,6,0,0,18,8,4,0,37,103,24,19,3,157,318,16,28,516,210,44,43,0,302,661,23,79,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,9,210,44,43,0,305,665,23,79,1078,62,10,6,0,78,140,4,160,381,0,0,0,0,3,4,0,10,18,24,24,8,0,56,24,0,8,88,88,34,14,0,132,165,12,176,486,14,10,0,0,26,3,0,8,34,5476,3941,1396,112,10931,4747,341,862,16882,4993,3703,1328,107,10131,3886,303,1268,15589,125,19,24,5,169,331,14,62,575,3,0,3,0,10,6,0,16,30,128,21,29,5,185,335,14,73,610,152,48,63,8,265,587,39,146,1037,0,0,0,0,0,3,0,0,3,0,0
11001,3489,3458,1281,112,8334,2603,361,428,11736,94,37,48,3,178,270,28,36,509,14,6,4,0,21,42,5,10,72,100,41,50,3,195,308,35,45,584,138,85,80,13,317,598,106,130,1149,0,5,5,3,12,17,4,16,44,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,13,4,4,24,139,95,85,17,336,630,109,144,1217,13,4,4,0,21,51,3,92,166,0,0,0,0,4,0,0,0,4,11,13,6,0,28,14,0,5,47,20,15,14,0,50,68,3,100,219,0,0,0,0,6,7,0,0,14,3759,3608,1429,134,8930,3611,506,721,13770,3489,3287,1321,120,8219,2852,419,799,12290,130,96,74,8,304,422,64,65,850,15,12,13,7,45,84,11,16,160,144,102,85,11,347,502,77,80,1009,76,31,37,6,146,356,36,76,624,10,3,0,0,12,28,6,8,48,0,0
11002,4454,3584,1551,135,9720,3544,307,468,14042,29,9,16,4,56,146,9,15,221,5,0,0,0,5,23,0,0,25,29,9,16,4,62,165,7,18,250,73,28,41,0,153,467,21,25,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,8,0,0,10,73,34,41,0,151,479,21,24,677,30,16,6,0,52,86,0,95,233,3,0,3,3,13,22,0,13,50,18,5,0,0,26,13,0,3,45,48,24,14,5,91,129,0,113,328,5,3,0,0,8,9,0,0,21,4615,3651,1623,151,10036,4329,334,616,15316,4431,3185,1570,132,9313,3762,358,1111,14545,43,19,17,0,80,168,0,17,274,4,5,8,0,13,15,0,3,28,42,22,20,0,93,181,5,25,305,51,31,43,3,134,402,10,69,608,0,0,0,0,0,0,0,0,0,0,0
