SA3_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
10805,0,5,39,40,65,88,113,47,13,408,7,23,54,59,59,62,53,10,0,330,24,132,390,472,588,856,1018,526,98,4105,16,94,194,206,314,379,342,159,45,1740,15,45,153,141,196,203,117,56,11,940,31,135,496,457,596,802,575,268,56,3407,8,70,303,325,357,502,665,236,66,2524,44,120,456,581,694,895,780,306,65,3942,36,150,446,518,631,643,457,122,25,3032,3,25,90,86,93,107,102,33,12,556,37,102,302,260,250,223,208,66,12,1455,3,8,4,0,3,7,0,4,0,35,6,25,25,36,56,77,67,20,10,321,335,223,510,525,581,792,901,808,442,5118,566,1147,3456,3705,4490,5657,5399,2649,844,27919
10901,0,21,87,101,114,99,65,27,7,524,7,37,182,155,81,91,38,5,0,592,26,226,828,710,729,799,655,312,87,4374,21,161,449,339,284,316,215,86,33,1905,8,66,209,228,245,216,156,78,18,1234,18,246,845,804,643,652,569,219,51,4051,8,108,545,647,515,542,495,218,40,3126,21,252,1044,1201,1164,1006,605,210,52,5562,33,204,693,760,795,640,414,118,7,3672,13,56,155,178,118,108,71,37,6,748,31,180,546,423,341,223,147,71,28,1999,3,23,12,10,3,4,0,0,0,61,7,21,82,88,77,50,49,22,3,405,330,304,618,628,603,635,610,534,266,4526,535,1912,6287,6272,5719,5398,4120,1938,609,32784
10902,0,6,8,17,11,7,4,3,0,54,0,3,10,3,12,7,0,0,0,37,8,43,155,130,127,144,107,45,11,762,4,22,61,35,49,43,31,23,8,277,0,20,71,77,85,78,36,15,3,379,0,23,110,70,91,125,85,37,8,548,0,20,83,84,103,90,62,25,10,472,0,30,112,141,126,130,45,19,4,607,0,26,87,81,95,103,50,10,0,448,0,8,20,12,13,21,10,4,0,86,4,27,83,51,53,56,25,10,3,310,0,0,0,0,0,0,0,0,0,3,4,0,8,15,13,10,4,0,6,59,127,95,240,245,253,265,256,143,63,1692,156,331,1046,950,1035,1085,716,326,100,5728
10903,0,4,21,34,36,40,32,17,3,191,0,8,40,28,19,27,19,4,0,136,21,121,433,386,477,597,598,283,50,2965,15,73,213,177,190,207,221,98,31,1233,14,67,260,305,282,233,163,61,20,1404,13,71,328,317,295,426,344,161,50,2008,3,54,269,276,295,331,273,147,22,1671,10,82,370,503,551,513,372,130,36,2573,16,81,304,310,363,386,251,62,16,1794,0,29,49,58,42,31,40,19,10,279,10,75,230,224,209,183,126,58,15,1136,0,3,3,7,3,4,0,3,0,26,0,9,20,40,45,55,41,22,4,226,238,183,463,420,499,656,785,681,348,4269,345,853,3011,3090,3314,3677,3270,1740,606,19909
11001,0,50,180,166,143,146,132,72,17,910,0,23,87,98,45,43,22,4,0,324,14,82,278,241,255,319,284,147,30,1663,24,54,172,149,136,166,117,52,18,891,30,97,270,290,230,243,146,92,20,1411,21,120,436,326,284,374,307,158,44,2076,7,47,256,340,321,416,399,172,34,1992,36,133,483,487,595,533,335,156,24,2771,19,139,462,445,523,503,390,184,38,2691,5,30,102,104,113,94,72,23,14,557,36,94,168,168,118,94,63,22,6,778,9,4,8,0,0,3,0,0,0,26,3,8,25,43,51,37,36,17,3,232,455,452,505,360,419,448,379,401,218,3630,663,1330,3438,3218,3246,3413,2685,1490,472,19956
11002,0,6,14,35,27,39,50,18,0,191,0,16,28,30,33,40,28,3,0,184,26,110,353,315,355,462,420,226,45,2303,12,52,162,128,133,179,151,73,10,894,26,50,125,183,205,164,133,52,14,956,23,77,220,205,286,385,357,157,46,1756,3,47,189,243,285,299,307,140,18,1530,14,74,343,404,477,471,325,119,21,2255,42,91,281,318,385,409,253,63,12,1851,0,3,48,56,54,61,46,24,8,300,21,76,174,155,157,123,88,31,4,826,4,0,5,3,0,0,4,0,0,18,4,16,30,29,40,47,43,11,4,221,289,218,460,528,621,663,703,501,227,4210,467,839,2429,2627,3074,3334,2907,1411,403,17491
11003,0,7,26,38,26,32,12,4,0,140,0,6,11,18,10,15,4,0,0,74,24,115,280,261,250,282,170,58,18,1459,3,21,108,77,56,61,40,29,3,397,8,45,163,126,160,123,70,37,7,748,8,49,175,135,126,167,138,43,17,864,0,47,180,147,175,127,101,34,11,823,6,85,290,319,286,241,108,39,10,1374,16,64,240,199,181,161,75,21,9,962,0,12,40,25,25,16,13,3,0,130,13,47,129,100,67,59,38,13,0,470,0,5,0,0,4,0,3,0,0,9,0,3,12,10,12,19,5,8,0,74,242,281,570,562,597,650,463,273,101,3729,341,789,2234,2021,1969,1947,1229,565,167,11260
11004,0,29,100,115,99,68,61,27,4,505,9,26,111,98,72,39,37,5,0,394,53,305,1144,1042,934,1007,817,392,100,5797,34,127,385,335,353,322,274,149,42,2011,19,87,262,341,334,272,206,122,17,1651,51,237,984,830,785,847,594,260,88,4677,12,138,626,686,602,589,523,220,65,3453,55,269,1161,1228,1182,1065,726,292,74,6059,30,198,836,833,768,625,376,124,16,3800,9,52,174,125,95,100,63,34,11,661,67,202,520,483,361,258,156,54,12,2111,6,4,15,4,0,0,4,0,0,39,9,20,78,79,101,68,44,20,4,422,540,459,1049,996,949,929,935,844,428,7133,889,2157,7446,7191,6637,6181,4816,2544,868,38726
11101,0,67,266,275,284,260,229,105,10,1496,10,64,215,334,258,164,79,22,0,1145,59,339,1505,1877,1973,2265,2066,1153,361,11597,60,362,902,874,845,710,495,262,85,4597,9,59,172,226,226,146,97,45,9,992,47,345,1575,1610,1511,1362,951,409,126,7934,16,207,892,1205,1153,1226,1197,513,130,6534,108,470,1858,2654,2544,2110,1522,640,151,12053,109,447,1329,1482,1467,1174,707,275,55,7043,43,196,477,471,309,180,110,57,16,1861,78,266,701,624,545,407,292,116,30,3057,13,10,3,11,3,10,4,5,0,56,11,37,82,147,177,119,85,51,11,722,297,326,788,796,755,802,857,871,584,6081,851,3180,10761,12585,12052,10938,8692,4544,1578,65180
11102,0,20,145,148,149,106,151,68,19,805,5,44,162,200,114,109,60,22,3,726,43,311,1197,1203,1313,1527,1466,754,222,8031,51,211,534,485,475,439,402,232,69,2890,14,45,137,133,135,123,87,28,3,693,30,249,956,887,751,986,753,309,132,5046,9,135,546,645,555,585,683,366,109,3628,77,325,1324,1427,1438,1263,998,455,123,7431,74,335,931,916,914,767,552,217,61,4771,29,110,233,227,157,122,129,65,13,1096,66,199,579,475,427,273,196,94,23,2346,7,11,9,0,10,5,3,0,7,49,9,36,72,84,96,92,78,33,15,508,234,230,567,593,551,565,691,769,525,4718,647,2272,7396,7430,7074,6957,6245,3407,1319,42742
11103,0,218,763,617,474,377,312,135,33,2922,14,164,630,625,350,204,121,25,0,2132,61,609,2944,2455,2364,2438,2011,1034,331,14253,52,436,1337,1024,828,742,464,249,84,5217,15,106,364,325,310,185,97,48,6,1467,48,836,3537,2551,2294,2001,1150,503,152,13081,27,367,1639,1604,1415,1365,1466,545,156,8584,127,1054,3702,3850,3369,2611,1548,552,145,16959,123,892,2846,2422,2198,1741,1155,390,91,11843,69,513,1374,997,594,407,217,98,34,4309,120,538,1135,921,773,478,267,114,37,4388,7,22,17,10,24,11,14,8,3,106,13,78,210,242,242,194,124,53,20,1187,628,990,1662,1346,1249,1113,1205,1176,1086,10459,1316,6830,22171,18975,16489,13883,10138,4933,2180,96914
11201,0,32,185,209,230,203,225,90,26,1204,3,32,80,105,131,99,77,22,3,558,32,130,570,688,746,985,1006,523,157,4834,15,103,567,591,596,672,489,170,58,3250,21,61,257,305,346,308,213,74,14,1591,19,158,812,1029,1117,1221,961,371,120,5808,11,96,511,758,862,1007,1158,394,105,4911,40,219,1105,1469,1548,1336,1122,408,117,7366,21,189,857,1144,1270,1291,1035,296,44,6154,27,170,773,837,652,418,314,76,10,3284,38,174,586,595,536,354,238,87,22,2641,4,11,4,7,5,0,8,3,0,38,4,18,91,135,152,136,114,37,7,694,397,390,1083,1120,1056,1051,1019,685,489,7288,632,1773,7492,9003,9246,9083,7978,3226,1183,49627
11202,0,17,85,125,138,156,148,57,5,730,11,45,89,125,112,84,51,19,0,520,47,185,589,554,641,886,747,348,89,4081,14,89,291,319,321,410,333,105,29,1910,24,80,225,266,285,298,203,40,12,1422,16,162,602,682,788,906,685,220,58,4130,13,85,417,599,554,630,733,226,66,3329,36,256,740,871,1063,1038,661,227,50,4943,29,178,632,808,964,976,623,146,22,4386,19,90,252,331,298,272,197,68,8,1534,48,158,423,335,315,249,149,60,17,1749,5,6,8,5,4,3,0,5,0,45,9,17,52,76,93,116,73,18,13,465,462,383,794,886,911,1028,898,675,402,6437,738,1756,5193,5980,6477,7047,5509,2205,775,35685
11203,0,29,112,164,154,159,164,56,15,853,7,27,120,173,123,140,95,16,4,705,44,178,710,860,922,1245,1226,743,244,6172,27,159,605,722,790,717,558,296,87,3957,19,63,139,246,248,231,138,44,17,1147,45,187,890,1120,1086,1220,900,369,112,5926,12,77,552,835,830,878,954,379,96,4619,82,257,988,1509,1488,1544,1182,504,166,7716,58,229,729,1042,1136,1169,833,247,56,5499,34,122,364,454,351,262,172,82,21,1856,91,203,566,646,583,483,349,128,47,3090,8,11,13,3,5,4,8,8,0,58,6,26,81,116,121,112,85,45,17,599,435,350,864,1046,1070,1098,1095,1175,986,8111,864,1903,6723,8934,8911,9252,7758,4089,1866,50312
11301,0,22,111,111,94,61,24,16,0,436,5,19,136,93,42,48,16,4,0,357,33,210,697,628,604,566,350,139,35,3254,15,88,230,187,154,200,108,55,24,1054,16,56,201,231,237,210,108,42,12,1108,15,93,402,335,309,260,196,94,33,1733,10,74,383,345,369,266,188,84,20,1725,49,188,770,666,668,523,305,87,23,3283,27,121,417,365,317,288,138,32,11,1708,0,29,107,65,44,36,15,3,7,308,24,98,319,247,190,124,61,20,7,1091,0,4,5,7,9,6,0,3,0,27,0,15,71,76,52,33,24,10,6,286,283,309,749,639,670,619,573,436,276,4557,474,1326,4598,3990,3756,3227,2100,1016,441,20934
11302,0,0,24,12,15,12,21,6,0,92,0,0,10,9,3,10,5,0,0,40,9,66,211,220,221,229,170,87,15,1228,6,19,39,46,59,78,45,25,10,337,0,16,51,91,86,76,38,21,0,370,0,22,105,102,100,135,130,39,20,651,0,21,101,101,101,116,104,44,10,603,0,25,121,173,184,193,98,52,13,852,3,33,87,102,117,138,75,20,5,588,0,0,18,20,22,19,14,7,0,111,5,27,73,81,48,55,24,7,5,331,0,5,4,0,6,4,0,0,0,9,0,6,6,13,15,22,14,0,0,80,95,65,187,219,206,220,199,203,96,1494,126,299,1052,1199,1185,1306,944,515,161,6794
11303,3,51,177,170,145,145,120,37,8,841,13,50,198,175,100,63,57,6,0,660,62,398,1193,1012,997,1049,831,361,107,6008,40,229,627,487,375,398,322,119,35,2632,34,197,400,397,450,402,322,159,51,2406,56,405,1401,1057,908,927,658,306,96,5818,19,151,727,783,809,757,704,254,86,4285,83,384,1315,1588,1512,1362,897,323,81,7545,53,304,1099,1047,984,816,460,138,35,4942,10,105,279,243,143,134,87,48,11,1061,56,277,692,497,385,278,192,85,19,2478,13,31,31,16,8,7,9,0,0,115,10,32,104,102,102,96,72,32,10,550,556,641,1175,1087,1018,965,959,778,477,7652,1004,3263,9400,8662,7925,7396,5673,2649,1016,46986
11401,4,50,157,148,190,219,249,96,20,1129,7,34,138,146,107,145,111,28,5,721,38,261,1072,1137,1189,1809,1928,1134,291,8867,60,266,718,703,681,752,724,340,97,4337,9,60,218,243,253,280,197,70,26,1349,19,166,995,898,887,1221,942,377,105,5614,14,116,624,691,717,1019,1185,466,115,4947,76,303,1178,1414,1492,1785,1624,692,143,8710,55,314,952,1062,1180,1369,1029,313,53,6321,16,72,291,305,242,291,231,103,28,1574,63,263,678,633,552,486,374,144,46,3229,5,8,21,13,11,4,10,4,3,74,10,33,95,113,144,136,127,60,31,754,558,463,1215,1130,1151,1190,1277,1102,581,8671,921,2403,8352,8633,8794,10707,10011,4925,1536,56284
11402,0,19,68,81,112,150,186,86,25,724,0,17,81,101,79,97,36,25,0,434,19,104,442,462,654,811,686,519,131,3832,19,120,309,335,353,322,262,153,28,1901,12,57,152,146,179,159,129,69,11,921,13,113,403,445,509,604,638,332,114,3181,0,42,274,370,487,525,692,357,82,2830,16,143,722,845,1060,1019,1064,573,119,5571,24,125,435,605,680,633,741,366,77,3688,17,66,185,244,239,228,195,98,30,1305,40,101,299,270,287,217,127,70,9,1418,0,3,5,3,9,3,3,3,0,27,3,15,38,90,108,81,70,48,14,481,161,154,268,340,427,443,485,535,437,3235,326,1082,3672,4349,5182,5292,5327,3238,1080,29550
11501,0,245,446,727,780,755,509,229,54,3748,14,219,727,2861,1646,787,282,41,0,6567,35,265,1153,2403,2345,2445,1944,1047,294,11928,34,323,540,698,754,576,333,199,68,3519,9,54,99,151,162,124,98,51,19,770,26,484,1343,1635,1638,1405,1090,498,158,8283,12,200,727,1067,1404,1215,1179,558,190,6549,80,904,3467,7011,6005,4182,2844,1122,255,25880,45,684,1495,1916,1944,1534,1099,383,107,9202,52,359,719,788,526,274,186,95,31,3039,61,177,377,516,532,336,220,112,24,2348,8,11,4,13,8,27,24,12,7,119,6,60,155,290,274,208,173,77,39,1285,225,249,617,868,674,595,578,672,809,5280,614,4241,11866,20941,18695,14466,10564,5096,2049,88524
11502,0,44,47,53,99,113,77,46,9,483,7,27,37,107,130,90,33,6,0,443,11,89,202,247,486,505,386,206,58,2199,18,128,188,269,324,231,125,97,18,1407,10,12,62,73,81,95,57,19,8,416,8,57,148,198,278,267,201,119,33,1319,0,37,157,190,246,228,247,104,23,1223,16,140,353,622,943,680,446,193,52,3450,14,120,219,269,354,265,187,65,14,1505,12,71,152,103,108,92,54,26,13,627,18,53,106,100,141,122,53,37,6,639,5,0,0,0,0,0,0,0,3,9,0,10,19,26,52,37,29,14,8,198,80,56,116,167,195,164,126,153,125,1182,185,854,1830,2426,3439,2882,2031,1083,367,15102
11503,0,19,34,37,69,72,57,20,3,307,10,11,31,30,42,40,20,3,0,183,12,127,365,357,490,504,333,149,32,2373,29,148,262,240,258,228,104,37,14,1315,3,24,75,98,104,104,71,20,0,501,14,72,176,167,220,232,136,50,12,1088,4,38,196,200,206,267,224,48,10,1201,17,82,268,427,541,457,224,83,15,2106,18,99,233,248,322,235,144,46,6,1354,13,56,100,76,78,68,42,15,3,457,28,46,179,126,163,96,48,18,8,715,0,0,0,4,0,0,0,0,0,10,3,9,24,35,39,35,24,17,3,190,71,58,177,163,198,180,131,104,27,1112,234,803,2122,2206,2736,2519,1562,598,134,12912
11504,0,50,154,284,197,119,62,18,3,883,6,65,357,1100,393,112,33,3,0,2072,22,156,615,1201,964,724,387,165,32,4270,45,195,433,422,399,200,102,50,4,1847,3,34,83,104,86,46,23,9,0,392,19,164,647,667,514,278,156,55,11,2509,19,88,509,584,465,255,191,61,16,2179,25,284,1488,2692,1828,928,453,133,18,7861,31,221,681,806,642,326,166,45,8,2923,28,129,284,278,127,60,25,11,3,946,52,110,295,326,267,120,61,11,0,1237,7,3,3,5,6,0,4,0,0,26,3,15,60,139,88,57,44,14,0,426,102,105,320,422,280,197,189,133,94,1838,357,1632,5931,9019,6250,3424,1899,715,186,29416
11601,4,166,519,600,418,346,217,56,11,2346,16,435,1772,2155,662,238,106,21,0,5407,41,420,1918,2198,1755,1864,1282,610,169,10253,39,251,611,587,544,360,229,113,44,2776,3,53,165,173,147,124,66,26,4,751,40,427,1808,1340,987,796,538,141,41,6123,10,218,934,881,744,561,497,214,42,4097,86,971,4308,4748,2715,1969,1204,360,60,16422,56,555,1640,1676,1336,1015,525,164,23,6997,25,247,603,464,254,131,101,34,14,1863,70,318,889,883,480,302,165,51,18,3177,7,18,29,15,19,23,25,6,3,148,8,75,326,380,233,180,122,46,14,1396,516,810,2012,1695,1216,983,866,624,321,9042,919,4963,17533,17802,11510,8885,5944,2463,770,70787
11602,4,152,587,950,542,321,194,51,9,2808,17,269,1735,4505,1188,253,66,6,0,8038,24,370,2079,3657,2055,1400,779,274,41,10673,42,259,744,642,452,252,151,58,12,2617,6,46,165,157,151,107,51,12,3,691,47,427,1959,1835,1105,602,320,94,17,6395,11,197,1176,1179,941,495,398,121,26,4550,109,819,4357,7578,3756,1878,926,225,37,19688,66,540,1713,2001,1363,807,394,107,16,7003,23,288,677,607,288,129,63,30,5,2095,77,258,735,868,476,233,119,51,5,2817,3,4,19,7,10,18,9,3,0,80,12,40,259,524,280,201,119,30,5,1475,365,603,1706,1784,961,562,419,225,87,6713,807,4270,17893,26289,13576,7259,4019,1274,255,75640
11603,3,113,297,326,212,150,101,21,4,1235,7,167,612,1011,395,127,36,10,0,2362,39,230,1053,1377,1316,1410,797,256,79,6557,34,211,423,318,318,217,153,80,7,1760,8,39,107,87,79,81,24,9,0,442,46,320,1130,926,699,538,282,68,33,4059,16,180,675,473,420,359,298,113,30,2569,80,574,2260,2851,1792,1396,639,166,25,9780,48,437,1288,1223,1003,680,311,79,14,5087,20,179,371,216,122,82,53,9,0,1056,82,244,669,604,385,257,99,41,6,2384,8,5,27,22,16,11,7,3,0,108,13,49,156,215,175,126,62,18,3,831,693,793,1780,1620,1257,973,859,617,450,9046,1088,3560,10848,11268,8195,6404,3729,1505,665,47259
11701,0,120,347,235,141,123,70,24,4,1066,5,192,667,516,254,105,27,0,0,1764,14,281,1453,758,606,581,357,223,57,4330,13,149,558,376,261,176,93,43,20,1680,0,18,84,66,50,46,20,14,0,301,6,159,831,518,366,250,165,64,7,2365,0,81,483,387,321,221,161,68,5,1730,24,809,3483,2343,1383,776,347,117,20,9306,24,304,1199,809,587,412,186,59,14,3581,20,237,661,405,183,104,48,15,0,1676,19,234,597,367,260,153,76,34,3,1732,0,16,14,10,0,10,10,10,11,86,3,45,154,108,84,51,33,20,0,512,144,419,1175,685,412,383,321,258,137,3943,287,3069,11706,7576,4913,3390,1923,935,293,34076
11702,3,135,447,331,244,121,79,30,4,1390,4,72,356,400,246,105,34,3,0,1222,13,90,691,534,438,352,201,118,37,2474,5,78,428,348,308,167,75,40,11,1472,0,28,106,107,67,42,19,0,0,375,17,147,875,565,457,335,168,49,15,2635,3,39,496,386,396,353,260,81,8,2017,10,284,1939,1906,1361,635,328,81,11,6552,4,292,1939,1477,1112,759,410,126,19,6141,21,446,2032,1203,749,363,142,25,5,4991,17,102,288,250,195,104,67,17,5,1056,4,5,7,4,0,6,8,0,0,31,11,37,250,186,152,77,44,13,11,774,89,248,747,528,440,370,280,236,123,3048,192,2010,10617,8226,6170,3795,2112,816,245,34189
11703,16,923,2642,1323,729,546,326,144,40,6696,18,764,3185,2474,978,415,139,14,3,7995,16,831,4937,2324,1207,1075,738,405,141,11680,11,396,2408,1328,744,548,338,138,27,5945,3,87,433,247,177,118,79,21,12,1178,16,601,4265,2297,1302,1156,829,356,121,10945,11,177,1549,1055,826,926,899,339,77,5867,73,3396,17249,10749,5214,3111,1484,482,102,41865,33,1580,9348,5362,3393,2617,1826,647,139,24947,88,1545,6766,3751,1822,1102,451,146,35,15706,53,651,2351,1412,839,500,232,82,10,6136,22,94,87,31,21,21,19,4,3,303,21,272,934,669,454,305,201,74,24,2957,421,1996,6007,3297,1983,1567,1183,736,389,17590,803,13314,62171,36315,19710,14022,8745,3597,1125,159798
11801,0,177,705,478,398,340,283,171,43,2590,0,65,425,608,403,236,119,17,0,1872,0,119,1441,890,704,696,678,458,174,5164,13,152,1190,828,637,436,338,154,39,3785,0,23,155,113,111,86,45,32,12,575,6,221,1699,1224,1110,1169,957,670,230,7288,0,71,765,595,623,729,834,410,120,4144,29,1015,7259,5756,4574,2742,1692,804,222,24089,9,516,4090,3255,2851,2203,1743,826,205,15710,35,505,2652,1979,1250,772,405,170,70,7837,12,99,585,487,450,268,187,112,24,2215,3,8,16,8,6,3,8,10,18,88,4,65,321,301,357,225,154,92,33,1563,318,432,2010,1395,984,692,656,767,814,8070,434,3473,23311,17906,14454,10599,8103,4696,2005,84979
11802,3,257,1028,673,569,453,323,183,24,3513,11,180,671,820,559,324,129,15,0,2715,22,432,2315,1446,1144,1260,921,591,210,8342,27,279,1329,994,705,510,287,156,47,4330,10,39,221,130,146,122,51,19,4,746,14,369,2517,1697,1346,1115,719,373,146,8304,9,154,1007,852,870,834,782,348,115,4971,45,911,5003,5080,4101,2467,1338,517,166,19633,40,552,2944,2646,2254,1538,995,370,85,11439,40,517,1914,1439,878,515,202,71,26,5602,37,163,624,552,546,367,221,120,33,2661,7,29,15,14,17,17,22,28,49,197,16,90,288,269,326,191,106,61,27,1369,324,703,1969,1548,1202,884,801,792,756,8984,609,4659,21853,18171,14650,10601,6900,3653,1705,82803
11901,11,264,530,441,417,337,207,69,20,2296,16,283,996,1298,747,383,69,12,0,3801,40,422,1841,1735,1917,2117,1367,755,283,10477,74,471,1057,897,815,528,315,163,71,4391,6,35,120,126,110,112,72,24,3,622,47,609,1792,1219,878,705,422,171,69,5903,28,372,1670,1276,987,845,581,227,83,6068,112,1104,4632,4718,3312,2326,1211,407,114,17931,63,702,2205,2086,1636,1166,597,157,44,8661,28,321,730,512,325,207,100,51,14,2298,81,337,881,975,726,403,224,94,25,3739,15,19,25,20,22,26,28,10,5,158,15,83,232,258,239,179,86,44,12,1155,865,1054,2513,2289,1753,1515,1261,1050,908,13200,1395,6075,19225,17855,13880,10843,6535,3242,1656,80700
11902,6,185,493,434,380,317,107,51,14,1987,14,487,1242,1209,572,194,62,13,0,3794,23,327,1521,1296,1311,1268,767,425,163,7108,32,258,720,630,578,339,195,102,39,2897,0,26,96,88,73,87,28,15,8,421,28,444,1503,983,625,567,292,121,53,4611,15,222,1007,788,728,576,365,135,44,3886,75,1006,4776,4251,2758,1687,715,220,73,15560,42,477,1817,1766,1503,1032,441,139,24,7248,30,262,786,570,423,236,106,33,11,2463,61,252,828,882,631,339,139,74,21,3218,3,21,40,34,21,30,26,23,35,235,9,77,213,293,230,134,77,71,73,1179,538,902,2463,1983,1508,1239,904,764,544,10843,876,4955,17500,15206,11341,8047,4214,2188,1100,65439
11903,0,192,484,369,406,430,226,118,37,2271,20,812,1309,1359,742,407,92,17,0,4768,17,302,1312,1254,1455,1860,1266,680,302,8450,33,233,652,563,579,447,259,167,46,2978,3,27,101,105,97,79,48,25,8,495,26,528,1894,1105,927,920,561,269,98,6327,10,208,918,726,786,791,749,340,113,4640,58,1221,5075,4710,3731,2596,1485,516,189,19588,43,563,1643,1606,1376,1132,668,204,56,7281,36,320,769,669,387,256,150,64,22,2688,61,273,776,676,480,334,206,86,20,2918,5,31,35,12,23,28,23,16,21,176,14,52,183,202,178,180,125,44,25,1006,300,587,1452,1121,887,880,776,781,768,7558,626,5356,16608,14479,12066,10342,6644,3331,1707,71155
