SA3_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
12404,4,4,36,8,4,4,3,4,23,28,36,17,15,7,17,165,4,0,0,4,0,14,18,21,9,3,0,0,81,13,8,6,13,9,35,42,43,19,16,15,24,248,21,8,14,20,19,74,96,112,50,46,29,44,528,145,38,43,82,95,348,464,936,684,584,365,245,4031
12405,4,8,72,11,0,3,9,9,33,63,90,49,29,13,24,319,3,0,3,3,9,24,21,32,13,13,3,7,127,13,4,3,16,29,59,61,71,33,35,14,28,378,28,10,13,23,42,132,160,210,106,79,32,64,904,190,82,69,106,205,619,919,1723,1038,725,285,446,6408
12501,9,3,61,11,10,0,3,3,33,19,67,52,38,28,17,274,18,6,0,5,12,8,23,29,26,22,12,23,179,29,12,8,5,17,42,54,102,58,43,22,40,436,67,26,17,11,31,89,102,208,138,118,71,82,942,424,86,74,118,186,535,725,1809,1381,1241,839,617,8037
12502,9,6,62,6,0,3,0,4,17,21,62,44,46,53,17,273,8,0,7,7,6,16,21,43,25,27,27,15,196,32,9,9,3,8,28,29,60,27,23,33,22,280,48,8,8,13,19,63,79,175,109,106,123,59,819,418,61,75,99,164,428,536,1318,1108,1570,1782,548,8112
12503,18,17,176,39,6,9,5,16,50,62,115,91,87,37,47,565,25,12,0,6,19,37,48,84,47,38,15,28,366,64,18,13,23,37,86,110,144,81,84,45,67,774,125,34,24,46,77,199,252,374,235,239,111,163,1874,628,145,142,248,370,1131,1524,2876,2136,2248,1270,1194,13908
12504,6,5,87,14,3,3,5,7,25,60,100,63,51,30,29,400,8,7,5,9,6,32,38,54,32,21,18,16,242,43,19,3,14,16,64,60,81,50,50,26,40,465,71,28,17,25,33,126,174,266,157,127,83,88,1190,556,146,115,161,249,867,1383,2990,2076,2134,1628,904,13214
12601,10,3,33,7,3,0,0,0,4,14,33,19,45,45,17,193,4,0,5,4,9,8,13,24,13,18,28,9,127,23,6,0,9,5,13,13,21,17,11,24,8,141,38,3,7,17,14,28,42,86,60,71,104,39,499,395,56,43,68,92,252,332,713,676,998,1810,408,5835
12602,22,5,89,25,5,4,4,14,34,36,90,48,77,122,26,479,27,4,3,6,10,23,23,47,37,48,43,25,292,49,6,4,13,13,42,45,70,34,51,56,41,425,103,14,11,25,39,107,108,219,129,188,240,100,1285,775,127,116,167,230,695,757,2040,1674,2355,4208,1001,14146
12701,18,18,234,28,8,9,8,10,59,85,174,158,140,43,62,763,14,3,12,10,15,37,49,76,51,45,15,36,351,39,12,10,26,31,82,87,164,100,75,39,63,727,91,28,25,39,66,200,244,478,335,280,122,169,2081,612,171,150,230,343,1107,1553,3948,4174,3673,1632,1236,18838
12702,21,23,304,46,10,11,21,30,106,120,171,109,89,50,88,853,48,11,11,19,28,93,69,116,57,64,24,68,608,76,34,32,42,48,177,167,253,118,129,46,108,1235,193,60,61,88,116,413,403,601,326,314,145,289,2999,967,260,224,381,525,1684,1870,3052,1980,2011,1122,1269,15348
12703,5,8,139,22,5,3,12,20,62,77,145,75,76,39,50,590,19,5,4,8,12,46,49,63,24,38,13,24,299,37,16,18,24,35,77,102,129,71,57,31,40,632,81,26,29,50,75,195,256,372,193,186,90,120,1664,566,156,149,248,353,1159,1540,3162,2426,2566,1251,1005,14587
12801,28,10,131,22,7,4,4,11,36,31,91,56,84,71,28,445,10,0,0,6,9,30,33,40,24,39,35,16,253,24,8,15,13,20,63,56,53,38,45,46,35,426,56,16,21,29,43,137,135,206,138,195,176,93,1251,512,138,113,166,238,705,850,1812,1696,2621,3787,874,13508
12802,17,3,146,16,7,7,4,10,46,48,128,77,84,60,24,505,10,5,0,4,0,36,45,55,40,30,24,19,274,22,10,14,11,27,55,64,76,48,50,27,27,435,48,23,24,27,38,153,175,294,192,180,123,73,1362,523,151,153,196,310,936,1127,2575,2410,3753,2766,769,15669
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
