SA3_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
10304,13,0,6,26,15,114,360,319,142,205,90,26,1303,0,0,3,15,18,76,28,21,7,13,0,3,194,3,0,8,18,25,147,253,142,53,96,21,26,790,0,0,0,10,4,19,37,27,16,26,10,10,152,3,0,7,29,81,152,145,27,56,25,7,20,550,7,0,21,74,45,95,40,11,8,4,0,11,325,3,0,3,10,7,14,19,4,5,3,0,7,72,5,0,0,7,3,5,17,6,3,9,0,5,61,34,4,85,719,260,323,107,26,9,11,7,60,1651,0,0,4,13,8,8,0,0,0,0,0,344,378,61,9,134,917,461,960,1010,580,295,395,138,514,5471,9,4,0,9,10,63,270,277,208,308,159,143,1450,0,0,5,3,10,33,64,13,13,17,6,18,179,3,0,8,9,20,202,650,361,212,284,64,152,1981,0,0,0,0,5,32,101,62,38,53,13,23,327,0,4,4,19,51
10401,3,0,9,19,24,114,205,121,40,48,29,12,628,0,0,8,36,40,88,54,12,7,0,4,4,239,0,0,9,23,26,193,240,72,37,40,10,9,671,5,0,0,5,4,24,40,22,3,9,3,9,124,0,0,14,38,95,171,120,23,36,5,0,11,517,0,4,25,128,95,123,56,9,0,4,0,16,469,0,0,4,18,14,16,13,4,4,3,0,3,86,0,0,0,0,0,4,8,10,0,3,0,4,43,39,12,177,1423,454,632,183,34,10,8,9,108,3096,3,0,0,22,8,16,6,0,0,0,0,392,450,53,19,250,1718,765,1383,922,297,150,142,49,573,6325,5,0,0,16,8,76,252,139,84,82,23,86,780,0,0,4,16,15,82,70,13,3,5,0,20,242,4,0,3,18,42,270,467,196,65,73,15,105,1254,0,0,4,6,7,36,54,11,11,9,3,19,160,9,3,4,39,64
10402,11,0,9,23,31,174,475,290,99,149,48,11,1317,0,0,13,55,44,167,96,37,12,16,7,7,448,0,0,11,34,53,276,467,191,66,91,15,19,1208,3,0,0,14,14,36,64,38,10,16,8,6,205,0,0,6,46,95,251,215,53,59,17,5,33,787,0,0,42,178,125,202,82,32,15,8,0,10,700,0,0,9,13,12,26,25,3,5,5,0,8,95,4,0,4,10,4,15,23,3,6,3,0,9,93,45,7,224,1599,712,939,314,43,24,21,9,124,4067,5,0,7,45,16,12,0,0,0,0,0,587,664,73,16,319,2002,1098,2106,1756,692,289,328,94,817,9586,6,3,5,10,23,103,396,326,156,205,69,151,1466,0,0,11,29,38,149,150,60,17,20,8,47,532,4,0,8,26,47,384,820,398,184,167,54,176,2279,0,0,0,6,9,47,129,77,36,30,10,36,375,3,4,12,37,100
10501,16,0,12,16,19,94,166,121,49,88,45,32,657,0,0,6,11,8,26,20,5,4,0,0,5,91,10,0,6,14,23,82,127,56,25,28,8,18,376,4,0,4,4,4,6,14,5,10,3,0,7,61,6,0,6,19,35,60,61,8,15,8,0,19,243,0,0,6,48,17,24,9,3,0,0,0,9,116,0,0,0,5,7,10,6,6,0,0,0,12,40,0,0,0,3,0,11,9,0,3,4,0,8,44,23,0,55,320,80,92,18,4,0,0,4,29,623,3,0,0,9,3,3,0,0,0,0,0,184,204,64,5,90,440,191,417,425,206,109,135,56,315,2455,8,0,4,11,15,45,118,80,60,86,39,118,581,0,0,0,4,7,16,14,8,0,3,0,7,52,3,0,7,7,21,88,176,87,50,46,5,65,561,0,0,3,6,0,10,21,21,5,14,3,16,97,3,0,8,26,21
10502,9,0,0,3,11,55,117,105,28,67,16,14,432,0,0,0,4,8,27,20,4,0,0,0,0,68,0,0,0,12,11,57,84,32,12,14,3,3,230,0,0,0,4,0,15,13,10,8,0,0,3,55,0,0,0,20,25,58,63,8,16,3,0,18,217,0,0,9,42,40,29,13,0,4,0,0,3,143,0,0,0,8,0,6,9,0,0,0,0,4,39,0,0,0,0,0,0,7,3,0,0,0,4,26,13,4,44,472,163,178,27,4,0,0,4,56,968,0,0,0,9,0,3,7,0,0,0,0,179,198,25,4,65,573,268,434,352,173,69,94,25,288,2368,0,0,6,8,8,22,69,62,61,78,30,50,393,0,0,0,0,3,18,18,9,3,0,0,4,53,4,0,0,3,6,70,158,94,51,59,8,27,479,0,0,0,0,0,16,20,17,8,16,0,7,90,0,0,4,7,20
10503,30,3,25,42,34,213,523,365,138,166,67,28,1641,0,0,7,23,22,90,57,15,15,5,0,5,248,9,0,15,31,42,280,353,130,47,67,13,33,1007,0,0,6,4,3,40,51,22,8,20,3,10,174,9,0,15,54,105,189,160,20,31,5,6,31,624,0,6,27,129,86,122,39,13,4,5,0,16,449,0,0,3,16,10,24,17,0,6,0,0,11,86,5,0,4,0,10,12,24,3,9,4,0,13,80,35,0,135,974,312,395,110,27,6,9,9,105,2121,3,0,3,21,5,12,4,0,0,0,0,507,561,99,14,244,1293,633,1378,1329,592,253,277,95,762,6981,15,5,15,8,22,123,404,336,238,249,118,277,1800,0,0,0,0,16,54,55,24,16,9,0,30,196,5,0,8,32,43,319,659,374,165,186,32,210,2031,0,3,4,9,10,46,93,63,30,35,5,35,337,6,6,15,34,87
10601,15,0,15,19,17,102,412,384,168,346,129,26,1629,0,0,7,24,33,79,81,24,14,15,5,3,290,9,0,10,22,24,199,361,180,105,138,22,31,1104,0,4,4,5,9,25,52,32,23,47,13,10,217,7,3,3,28,92,206,296,27,195,24,5,49,935,0,0,41,127,90,119,64,17,15,3,3,17,491,0,3,0,10,11,26,28,3,15,0,0,10,115,0,0,0,5,3,9,20,12,5,7,3,12,76,40,4,169,1346,437,534,181,32,21,13,3,136,2928,0,0,8,29,0,14,5,0,3,4,0,469,534,77,11,249,1617,720,1323,1498,719,565,595,189,755,8317,5,0,4,9,6,55,297,317,198,401,217,167,1676,0,0,0,9,11,40,73,37,24,23,3,19,243,0,7,8,11,32,250,819,479,470,532,136,228,2966,7,0,0,0,11,41,138,82,82,65,28,39,490,5,9,8,26,63
10602,3,0,0,5,3,53,370,382,173,280,79,23,1384,4,0,0,19,18,48,63,28,13,8,5,6,210,0,0,0,14,14,149,284,164,79,105,10,12,837,0,0,3,4,10,20,52,34,12,22,3,9,166,3,0,3,20,52,204,228,35,129,17,6,27,727,6,0,14,73,74,96,53,3,14,8,6,9,349,0,0,0,9,11,20,25,8,8,0,0,0,73,0,0,0,0,0,7,17,8,4,10,4,12,59,36,7,95,930,377,495,120,18,13,3,11,82,2190,0,0,0,17,13,10,3,0,0,0,0,354,396,56,7,121,1094,565,1103,1214,680,451,453,123,525,6381,3,0,0,6,0,41,262,356,234,369,234,153,1664,0,0,0,6,4,47,56,29,25,28,8,23,229,0,5,0,0,12,199,745,555,369,506,112,154,2661,0,0,0,6,0,24,105,82,60,76,29,32,425,3,6,6,12,35
10603,10,0,5,9,12,76,332,313,110,171,39,22,1094,3,0,12,22,31,88,84,24,5,13,4,8,300,5,0,8,24,27,179,344,154,69,67,16,17,909,0,0,0,7,6,26,44,32,18,10,7,3,154,0,0,7,19,64,221,218,35,80,18,9,16,678,3,0,32,137,82,137,83,16,15,3,0,9,527,0,0,9,22,11,17,27,9,12,0,0,6,110,0,0,0,3,4,9,11,7,11,8,0,4,54,70,9,163,1496,641,1008,338,57,43,24,27,129,4008,0,0,3,25,13,8,0,0,0,0,0,433,494,99,13,245,1762,891,1769,1487,649,365,311,98,645,8336,0,0,0,7,8,61,263,304,197,258,115,139,1357,0,0,3,4,12,62,80,40,14,16,4,33,272,7,13,7,7,21,215,720,448,241,252,63,181,2164,0,0,0,3,5,38,94,64,36,39,10,39,341,0,0,4,28,60
10604,10,0,16,11,11,65,199,163,70,150,69,14,768,0,0,0,11,9,28,30,7,5,8,0,6,109,0,0,9,9,18,90,149,65,62,52,12,7,471,0,0,4,0,0,14,18,18,9,21,0,3,97,0,0,4,14,42,84,89,9,83,9,0,28,371,0,0,6,46,45,32,18,8,5,0,0,3,163,0,0,0,3,0,3,16,0,5,0,0,4,36,0,0,0,0,0,4,11,7,6,4,0,5,39,14,3,49,370,136,143,46,8,6,0,3,26,821,4,0,0,8,9,8,0,0,0,0,0,167,200,31,11,81,477,277,456,573,283,247,250,91,271,3058,6,4,4,4,3,28,96,102,85,166,89,88,678,0,0,0,0,3,14,11,7,8,8,3,7,71,0,0,0,8,9,93,286,171,169,192,33,94,1058,0,0,0,3,3,11,41,33,28,28,10,7,170,4,0,0,18,30
10701,3,0,0,5,11,65,291,281,101,166,42,11,970,0,0,8,9,15,54,26,22,5,4,8,4,147,3,0,0,3,10,151,274,150,55,58,6,12,733,0,0,0,0,3,17,36,23,15,13,6,10,134,3,0,3,35,79,190,214,29,66,15,0,42,674,0,3,20,85,71,99,39,14,11,0,0,11,357,0,0,0,10,13,29,23,0,10,0,0,7,101,0,0,0,0,0,4,13,11,3,6,0,5,44,73,13,195,1702,514,585,118,16,8,6,8,126,3356,4,0,7,32,8,10,5,0,0,0,0,363,437,88,18,244,1885,723,1207,1041,545,272,273,68,574,6945,7,6,0,4,7,56,286,336,193,298,150,143,1489,0,0,5,4,8,55,79,36,19,25,4,18,255,3,0,9,5,19,278,798,540,295,369,88,194,2597,0,0,0,5,3,41,121,80,56,60,17,40,427,7,3,8,39,69
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,4,0,0,5,6,90,391,411,179,202,71,21,1374,0,0,3,21,27,78,53,21,4,11,0,5,228,4,0,3,14,25,176,401,184,77,88,16,20,1024,0,0,0,6,3,31,52,48,21,19,4,5,189,6,0,6,34,77,225,295,43,115,28,3,37,868,0,0,25,111,83,119,81,21,16,3,4,12,482,0,0,4,18,10,35,31,8,15,4,0,7,125,0,0,0,10,0,12,14,9,0,9,0,10,57,51,19,193,1570,614,798,261,49,21,17,6,149,3741,4,0,6,38,8,14,7,0,5,0,0,447,529,73,22,242,1818,848,1572,1589,794,451,384,115,710,8623,3,0,8,5,16,66,324,373,296,437,212,200,1939,0,0,0,12,9,85,123,59,28,31,4,40,389,8,5,11,6,28,307,1039,709,391,476,112,255,3349,0,0,0,4,9,54,132,137,77,91,33,42,574,3,3,9,21,72
10704,7,0,3,0,16,89,442,610,329,536,215,26,2281,0,0,7,39,37,116,97,45,17,29,13,9,406,9,0,0,6,21,200,443,269,146,198,37,16,1351,3,0,0,4,6,35,73,54,28,48,24,6,282,3,0,12,42,77,253,315,57,198,47,15,44,1057,3,13,36,166,101,192,116,32,15,15,11,11,727,0,0,7,18,16,32,37,10,16,4,4,9,148,0,0,4,3,0,16,26,22,10,16,8,4,107,156,17,248,1809,751,1067,344,63,45,28,28,157,4711,3,0,16,38,10,17,5,0,3,0,0,678,773,184,42,331,2127,1039,2012,1895,1161,806,931,354,964,11843,3,0,3,3,5,69,264,405,351,639,449,244,2447,0,0,4,24,16,87,157,81,38,52,23,45,527,9,3,0,21,21,270,1079,998,668,976,215,314,4590,4,0,4,6,3,37,182,150,105,154,67,70,782,7,7,14,20,63
10801,0,0,6,9,14,42,129,66,34,51,19,8,377,0,0,4,19,14,64,28,8,5,3,4,6,158,0,0,3,7,10,100,123,49,29,27,6,4,363,4,0,3,3,0,12,12,5,4,4,0,4,57,4,0,10,24,39,67,61,11,15,12,0,5,239,0,6,24,90,73,58,30,5,5,4,0,8,301,0,0,0,4,6,10,7,0,3,0,0,3,42,0,0,0,0,0,6,6,0,0,0,0,0,23,39,6,112,982,475,553,186,34,27,9,11,90,2532,0,0,9,15,7,7,5,0,0,0,0,265,314,55,10,167,1155,657,921,593,180,111,110,48,412,4409,0,0,6,4,8,41,103,58,32,39,16,45,344,0,0,4,7,10,42,46,14,8,4,0,13,151,0,0,4,12,11,116,241,102,27,54,14,69,655,3,0,0,8,10,14,35,13,15,9,0,7,107,0,0,4,10,35
10802,13,0,10,21,23,106,230,86,38,48,28,17,614,5,0,7,37,36,98,54,13,0,6,0,4,254,6,0,7,19,36,197,200,73,28,21,10,5,591,0,0,4,9,5,27,37,17,14,4,5,10,131,0,0,4,38,71,113,100,17,17,3,3,23,384,0,3,31,124,85,113,55,3,5,3,0,14,449,0,0,0,20,13,19,20,0,0,0,0,4,80,0,0,3,0,0,7,8,3,0,5,0,4,34,34,5,140,1312,485,620,137,11,8,10,5,99,2876,0,0,7,27,6,8,0,0,0,0,0,320,376,54,9,220,1611,763,1306,844,235,108,94,43,501,5795,0,5,0,11,11,63,209,122,60,57,36,62,633,3,0,4,10,13,71,66,14,5,5,0,33,219,0,4,7,7,36,222,376,145,66,40,13,82,1000,0,0,4,3,11,33,47,28,7,10,0,13,145,4,0,3,21,43
10803,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,10,9,4,0,0,0,3,43,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
10804,11,0,14,13,25,150,413,259,89,142,57,27,1209,8,0,12,42,45,150,91,29,12,14,5,10,417,4,0,11,36,44,258,349,139,48,61,20,15,974,0,0,4,3,12,32,43,21,15,13,3,3,154,4,0,9,41,99,185,187,28,75,16,6,20,661,3,0,39,152,125,179,102,15,10,9,9,15,658,5,0,4,22,12,20,19,3,3,3,0,3,100,0,0,0,8,7,6,15,10,0,10,0,6,52,62,12,244,2014,904,1264,374,66,26,31,14,158,5188,0,0,9,45,19,15,9,0,0,0,0,551,642,92,18,342,2376,1285,2269,1600,573,271,298,113,817,10057,8,0,6,8,19,85,339,281,158,223,73,142,1343,0,0,0,22,20,121,127,45,7,20,11,29,401,0,0,11,22,41,325,721,333,184,209,48,130,2025,0,0,3,3,9,37,103,46,34,40,5,34,310,0,0,7,37,77
10805,9,0,17,15,16,107,309,153,53,86,22,14,807,0,0,12,28,36,94,49,19,5,5,8,0,264,3,0,13,7,40,221,235,81,46,34,17,9,704,0,0,9,9,5,31,49,17,8,11,3,0,141,8,0,12,51,77,167,121,18,28,7,0,15,501,0,4,28,135,107,140,74,17,0,4,0,16,525,0,0,0,15,11,27,16,7,3,3,0,3,93,0,0,3,0,0,10,16,6,4,4,0,3,45,42,7,188,1461,524,691,219,26,10,10,14,129,3320,4,0,6,34,6,15,0,0,0,0,0,379,451,72,13,276,1768,831,1497,1074,342,161,174,55,577,6840,0,0,3,11,9,72,266,185,75,92,30,77,831,4,0,3,14,12,65,61,13,5,12,0,18,215,0,0,6,19,26,235,454,206,88,59,15,106,1223,0,0,3,0,6,39,69,43,14,15,0,19,219,0,4,3,31,71
10901,9,0,9,17,12,124,454,353,132,147,46,29,1340,0,0,9,16,25,96,53,25,0,4,7,8,250,8,0,8,15,30,221,385,131,52,77,25,22,967,3,0,0,10,6,31,58,33,9,6,4,14,175,0,0,9,44,79,173,164,21,36,11,3,16,561,0,3,20,85,73,97,39,20,3,4,4,3,343,0,0,4,8,12,26,11,5,3,6,0,5,79,0,0,0,0,4,4,20,10,0,4,5,5,55,37,3,103,765,293,373,112,39,16,11,6,88,1847,5,0,0,17,6,17,4,0,0,0,0,364,407,61,10,161,977,541,1174,1302,631,258,277,97,548,6042,3,7,7,13,7,76,302,307,171,214,98,135,1340,0,0,4,10,9,51,64,31,8,12,8,11,200,4,3,11,13,26,278,745,414,201,211,62,142,2109,0,0,0,0,3,34,90,75,46,28,13,21,309,4,0,11,18,62
10902,7,0,9,10,11,53,122,41,21,20,8,6,317,0,0,3,3,8,12,6,0,0,0,0,3,46,7,0,9,14,6,63,71,17,14,12,7,6,217,0,0,0,5,0,13,9,6,0,7,0,3,45,5,0,6,6,20,45,30,5,12,0,0,13,139,3,4,5,26,18,21,6,0,4,6,0,4,93,0,0,0,0,6,9,3,0,0,0,0,3,19,0,0,0,0,4,4,4,0,0,0,0,5,20,13,0,36,218,78,80,26,4,0,5,0,22,486,0,0,0,6,3,4,5,4,0,0,0,101,120,40,5,63,288,153,302,277,79,53,46,27,168,1499,0,0,8,3,11,36,69,65,26,30,13,53,310,0,0,0,0,5,16,12,3,0,0,0,3,42,0,0,7,7,8,68,141,57,17,12,17,37,370,0,0,0,0,0,11,9,13,9,6,0,8,60,0,0,9,12,26
10903,31,0,15,23,29,130,358,171,68,62,27,26,942,0,3,8,28,27,83,58,12,0,3,0,5,228,7,0,8,30,33,188,275,82,31,37,11,18,715,3,0,0,9,8,29,58,16,7,3,7,9,139,5,0,13,38,71,137,105,17,17,4,6,21,431,0,0,25,99,73,98,44,4,5,0,0,22,384,6,0,5,26,12,17,12,0,0,0,0,12,93,3,0,5,4,10,16,16,7,3,4,0,7,73,36,4,135,975,317,433,112,13,7,5,9,92,2142,4,0,0,28,6,10,4,0,0,0,0,336,393,101,9,216,1259,584,1143,1028,321,145,119,63,540,5538,7,0,13,19,20,72,269,170,92,99,30,134,930,0,0,3,0,4,25,28,8,0,3,0,10,88,4,0,12,33,49,248,472,203,86,70,16,134,1323,0,0,3,5,7,43,54,32,16,17,3,25,204,3,0,13,15,52
11001,12,0,17,17,26,107,281,162,60,91,40,19,830,7,0,3,22,22,70,32,14,8,11,3,9,197,4,0,5,17,36,144,204,74,40,46,10,9,585,3,0,0,7,11,20,24,16,3,9,0,7,93,0,0,6,31,60,85,74,27,31,16,3,9,353,0,4,19,62,57,66,36,15,10,0,0,8,283,0,0,3,10,6,15,5,3,3,0,0,7,50,0,0,0,3,0,9,7,3,4,0,0,3,44,21,9,72,421,149,254,76,27,16,5,11,43,1092,0,0,0,14,5,9,3,0,0,0,0,254,286,45,9,130,601,372,774,751,340,168,176,69,363,3804,4,4,3,4,16,52,229,157,98,130,59,107,872,0,0,5,10,5,38,43,16,0,9,0,7,135,3,0,6,21,28,182,397,180,86,115,20,86,1126,0,0,0,5,0,32,51,25,8,14,5,21,169,4,0,8,17,52
11002,28,0,28,32,35,129,309,112,38,46,24,31,804,0,0,11,35,26,84,34,9,0,5,3,7,212,5,0,8,34,40,206,170,67,23,27,8,15,596,5,0,7,10,3,22,35,9,0,4,0,12,106,4,0,15,54,77,123,84,12,17,8,3,20,413,0,4,23,87,46,64,27,4,0,0,3,7,267,0,0,0,11,7,11,5,0,3,0,0,6,44,4,0,0,4,4,10,10,0,0,3,4,6,44,39,8,119,955,236,314,76,19,3,0,3,62,1833,3,0,7,33,6,6,8,0,0,0,0,298,359,82,11,225,1247,482,964,765,232,88,93,46,458,4687,10,10,20,15,19,93,218,157,67,63,35,116,807,0,0,4,3,10,38,41,11,0,4,0,13,129,0,5,10,25,34,246,338,129,50,50,9,75,956,0,0,0,4,4,27,49,21,15,12,0,15,138,4,3,12,36,55
11003,23,0,11,16,17,80,243,145,57,85,29,23,738,4,0,0,8,11,25,29,4,9,3,0,0,85,7,0,0,13,14,88,147,55,12,26,7,12,381,0,0,0,0,0,12,25,14,3,0,0,6,73,6,0,5,22,41,90,68,9,22,9,0,7,273,6,0,8,44,20,27,15,4,0,7,0,4,141,0,0,9,3,0,8,6,0,0,0,0,3,39,0,0,0,0,0,11,8,0,3,10,4,5,38,21,0,59,277,75,102,29,4,0,0,7,34,613,0,0,0,14,0,0,0,0,0,0,0,176,201,56,4,91,400,181,448,567,245,111,141,52,280,2583,9,0,0,10,8,57,148,124,83,88,45,101,678,0,0,0,4,3,13,19,10,3,4,0,9,68,10,0,6,5,19,118,284,126,65,65,30,90,808,0,0,0,0,3,20,38,28,14,13,12,20,147,5,0,3,13,33
