SA3_CODE_2021,C11_F_55_59_Em_FT,C11_F_55_59_Em_PT,C11_F_55_59_Em_AFW,C11_F_55_59_Em_Hrs_NS,C11_F_55_59_Em_Tot,C11_F_55_59_Unem_Look_FT,C11_F_55_59_Unem_Look_PT,C11_F_55_59_Unem_Tot,C11_F_55_59_Tot_LF,C11_F_55_59_Not_LF,C11_F_55_59_LF_NS,C11_F_55_59_Tot,C11_F_60_64_Em_FT,C11_F_60_64_Em_PT,C11_F_60_64_Em_AFW,C11_F_60_64_Em_Hrs_NS,C11_F_60_64_Em_Tot,C11_F_60_64_Unem_Look_FT,C11_F_60_64_Unem_Look_PT,C11_F_60_64_Unem_Tot,C11_F_60_64_Tot_LF,C11_F_60_64_Not_LF,C11_F_60_64_LF_NS,C11_F_60_64_Tot,C11_F_65_69_Em_FT,C11_F_65_69_Em_PT,C11_F_65_69_Em_AFW,C11_F_65_69_Em_Hrs_NS,C11_F_65_69_Em_Tot,C11_F_65_69_Unem_Look_FT,C11_F_65_69_Unem_Look_PT,C11_F_65_69_Unem_Tot,C11_F_65_69_Tot_LF,C11_F_65_69_Not_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Not_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75over_Em_FT,C11_F_75over_Em_PT,C11_F_75over_Em_AFW,C11_F_75over_Em_Hrs_NS,C11_F_75over_Em_Tot,C11_F_75over_Unem_Lo_ft_wo,C11_F_75over_Unem_Lo_pt_wor,C11_F_75over_Unemp_Tot,C11_F_75over_Tot_lab_for,C11_F_75over_N_lab_forc,C11_F_75over_LF_NS,C11_F_75over_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS,C11_F_Tot_Em_Tot,C11_F_Tot_Unem_Look_FT,C11_F_Tot_Unem_Look_PT,C11_F_Tot_Unem_Tot,C11_F_Tot_Tot_labo_for,C11_F_Tot_Not_LF,C11_F_Tot_LF_NS,C11_F_Tot_Tot,C16_F_15_19_Em_FT,C16_F_15_19_Em_PT,C16_F_15_19_Em_AFW,C16_F_15_19_Em_Hrs_NS,C16_F_15_19_Em_Tot,C16_F_15_19_Unem_Look_FT,C16_F_15_19_Unem_Look_PT,C16_F_15_19_Unem_Tot,C16_F_15_19_Tot_LF,C16_F_15_19_Not_LF,C16_F_15_19_LF_NS,C16_F_15_19_Tot,C16_F_20_24_Em_FT,C16_F_20_24_Em_PT,C16_F_20_24_Em_AFW,C16_F_20_24_Em_Hrs_NS,C16_F_20_24_Em_Tot,C16_F_20_24_Unem_Look_FT,C16_F_20_24_Unem_Look_PT,C16_F_20_24_Unem_Tot,C16_F_20_24_Tot_LF,C16_F_20_24_Not_LF,C16_F_20_24_LF_NS,C16_F_20_24_Tot,C16_F_25_29_Em_FT,C16_F_25_29_Em_PT,C16_F_25_29_Em_AFW,C16_F_25_29_Em_Hrs_NS,C16_F_25_29_Em_Tot,C16_F_25_29_Unem_Look_FT,C16_F_25_29_Unem_Look_PT,C16_F_25_29_Unem_Tot,C16_F_25_29_Tot_LF,C16_F_25_29_Not_LF,C16_F_25_29_LF_NS,C16_F_25_29_Tot,C16_F_30_34_Em_FT,C16_F_30_34_Em_PT,C16_F_30_34_Em_AFW,C16_F_30_34_Em_Hrs_NS,C16_F_30_34_Em_Tot,C16_F_30_34_Unem_Look_FT,C16_F_30_34_Unem_Look_PT,C16_F_30_34_Unem_Tot,C16_F_30_34_Tot_LF,C16_F_30_34_Not_LF,C16_F_30_34_LF_NS,C16_F_30_34_Tot,C16_F_35_39_Em_FT,C16_F_35_39_Em_PT,C16_F_35_39_Em_AFW,C16_F_35_39_Em_Hrs_NS,C16_F_35_39_Em_Tot,C16_F_35_39_Unem_Look_FT,C16_F_35_39_Unem_Look_PT,C16_F_35_39_Unem_Tot,C16_F_35_39_Tot_LF,C16_F_35_39_Not_LF,C16_F_35_39_LF_NS,C16_F_35_39_Tot,C16_F_40_44_Em_FT,C16_F_40_44_Em_PT,C16_F_40_44_Em_AFW,C16_F_40_44_Em_Hrs_NS,C16_F_40_44_Em_Tot,C16_F_40_44_Unem_Look_FT,C16_F_40_44_Unem_Look_PT,C16_F_40_44_Unem_Tot,C16_F_40_44_Tot_LF,C16_F_40_44_Not_LF,C16_F_40_44_LF_NS,C16_F_40_44_Tot,C16_F_45_49_Em_FT,C16_F_45_49_Em_PT,C16_F_45_49_Em_AFW,C16_F_45_49_Em_Hrs_NS,C16_F_45_49_Em_Tot,C16_F_45_49_Unem_Look_FT,C16_F_45_49_Unem_Look_PT,C16_F_45_49_Unem_Tot,C16_F_45_49_Tot_LF,C16_F_45_49_Not_LF,C16_F_45_49_LF_NS,C16_F_45_49_Tot,C16_F_50_54_Em_FT,C16_F_50_54_Em_PT,C16_F_50_54_Em_AFW,C16_F_50_54_Em_Hrs_NS,C16_F_50_54_Em_Tot,C16_F_50_54_Unem_Look_FT,C16_F_50_54_Unem_Look_PT,C16_F_50_54_Unem_Tot,C16_F_50_54_Tot_LF,C16_F_50_54_Not_LF,C16_F_50_54_LF_NS,C16_F_50_54_Tot,C16_F_55_59_Em_FT,C16_F_55_59_Em_PT,C16_F_55_59_Em_AFW,C16_F_55_59_Em_Hrs_NS,C16_F_55_59_Em_Tot,C16_F_55_59_Unem_Look_FT,C16_F_55_59_Unem_Look_PT,C16_F_55_59_Unem_Tot,C16_F_55_59_Tot_LF,C16_F_55_59_Not_LF,C16_F_55_59_LF_NS,C16_F_55_59_Tot,C16_F_60_64_Em_FT,C16_F_60_64_Em_PT,C16_F_60_64_Em_AFW,C16_F_60_64_Em_Hrs_NS,C16_F_60_64_Em_Tot,C16_F_60_64_Unem_Look_FT,C16_F_60_64_Unem_Look_PT,C16_F_60_64_Unem_Tot,C16_F_60_64_Tot_LF,C16_F_60_64_Not_LF,C16_F_60_64_LF_NS,C16_F_60_64_Tot,C16_F_65_69_Em_FT,C16_F_65_69_Em_PT,C16_F_65_69_Em_AFW,C16_F_65_69_Em_Hrs_NS,C16_F_65_69_Em_Tot,C16_F_65_69_Unem_Look_FT,C16_F_65_69_Unem_Look_PT,C16_F_65_69_Unem_Tot
10304,563,452,44,8,1068,11,13,21,1087,465,57,1612,312,330,52,14,704,11,0,13,714,846,59,1620,86,143,21,8,260,0,3,3,265,903,60,1222,28,59,7,0,89,0,0,0,89,824,67,975,21,19,3,13,55,0,0,0,55,1975,173,2210,5723,5134,596,216,11661,273,254,525,12188,8577,993,21759,132,568,33,35,778,44,84,132,905,865,99,1867,544,422,38,15,1023,50,52,103,1125,329,104,1559,685,410,81,23,1200,41,43,82,1283,403,101,1789,590,592,97,14,1290,34,34,70,1361,406,116,1881,569,608,67,17,1265,35,27,65,1328,344,98,1772,764,629,35,16,1444,37,28,68,1511,272,125,1905,810,572,41,20,1447,39,30,60,1506,301,125,1932,766,571,37,18,1385,32,27,62,1445,319,113,1876,670,538,61,6,1274,23,21,45,1323,463,101,1890,338,382,37,14,767,10,12,21,794,728,90,1611,124,214,29,13,378,0,4,9
10401,416,520,64,11,1018,22,25,47,1065,783,61,1907,184,322,33,9,549,14,22,38,589,1234,61,1879,45,109,11,4,161,0,6,6,170,1415,59,1640,19,25,0,5,46,0,0,0,48,1127,63,1237,9,16,4,12,35,0,0,0,35,2421,196,2651,3309,4497,389,176,8373,374,380,758,9130,10498,866,20495,70,440,35,23,567,56,85,140,707,629,90,1418,217,270,32,15,544,52,38,91,625,272,62,962,249,251,43,8,554,37,33,73,632,360,72,1056,226,291,34,11,562,31,43,75,636,324,66,1020,305,406,26,12,749,41,34,71,823,304,74,1197,431,454,34,22,941,31,34,64,1004,338,114,1459,494,538,40,19,1093,36,16,53,1144,374,105,1628,491,568,34,9,1107,42,28,76,1176,526,103,1810,506,594,54,8,1164,32,39,69,1233,746,149,2122,259,463,48,9,771,17,26,49,823,1128,127,2076,68,163,18,14,255,0,3,0
10402,793,869,77,30,1765,48,39,91,1854,1094,101,3055,355,576,55,18,1006,16,29,47,1051,1688,115,2849,80,168,27,8,281,0,7,8,293,1859,108,2252,23,51,8,5,89,0,0,0,85,1657,115,1856,10,29,4,6,48,0,0,0,53,3366,460,3874,6604,8479,821,292,16199,611,667,1282,17478,15183,1563,34221,118,937,39,32,1133,68,130,193,1329,984,131,2446,510,650,53,31,1240,74,73,150,1391,461,147,1998,680,590,81,22,1371,61,52,115,1486,538,141,2170,595,772,108,15,1494,40,51,98,1587,565,141,2288,586,860,74,25,1540,53,74,127,1667,517,138,2324,885,1013,50,21,1964,36,58,94,2062,510,146,2716,1064,1041,49,23,2174,53,66,116,2282,539,193,3021,1031,1047,76,38,2196,59,62,120,2311,659,212,3183,947,1044,93,25,2106,56,44,101,2212,1050,208,3462,494,733,63,14,1313,31,39,70,1379,1660,177,3213,146,304,37,12,498,0,9,10
10501,231,140,21,9,402,6,7,14,418,245,49,715,146,120,15,11,300,4,8,8,308,319,43,673,74,71,13,10,165,0,3,7,167,349,47,567,42,39,6,4,95,0,0,0,95,337,31,464,19,23,5,6,57,0,0,4,58,656,86,801,2468,1784,227,134,4610,159,128,290,4904,3786,710,9404,31,116,0,14,161,23,28,43,208,330,60,594,178,120,9,11,315,22,22,50,359,220,90,673,289,152,27,11,479,17,20,32,509,207,101,818,210,177,38,5,427,21,11,37,463,195,80,733,180,167,18,10,370,26,22,40,410,153,86,651,244,164,7,18,430,17,14,27,455,150,82,689,282,186,13,8,494,24,6,28,520,172,107,798,325,148,14,13,506,18,16,36,536,209,111,857,276,153,27,10,467,14,4,18,490,207,100,798,167,113,14,11,303,5,15,19,322,244,73,634,63,76,9,4,157,0,3,3
10502,191,146,37,8,377,8,9,16,395,303,33,731,103,83,13,3,209,5,8,13,224,433,48,708,35,41,8,3,88,0,0,0,88,442,42,566,7,11,3,3,20,0,0,0,20,400,54,485,9,3,4,5,16,0,0,0,16,980,196,1186,1931,1620,218,98,3858,182,120,300,4164,4029,664,8850,41,143,8,3,199,25,26,46,245,238,23,514,169,125,18,6,319,21,11,36,359,145,55,557,231,134,32,10,401,19,19,37,435,151,60,647,168,146,31,8,357,19,9,31,387,174,57,615,165,151,12,9,334,15,8,25,358,121,35,510,198,159,16,4,379,15,14,27,409,122,43,579,227,173,16,6,417,25,12,38,448,132,39,621,275,154,22,6,460,15,10,31,485,171,41,703,243,194,31,4,475,12,3,13,491,264,58,809,148,102,12,13,274,8,5,14,290,351,60,697,43,54,12,0,108,0,0,0
10503,769,549,71,22,1409,11,12,29,1436,620,97,2151,386,435,47,23,904,14,19,37,937,979,66,1983,131,201,25,15,370,0,5,6,376,1175,104,1651,53,85,7,4,149,0,0,0,149,1157,96,1400,25,44,9,4,84,0,0,0,86,2547,264,2896,7054,6151,658,262,14117,421,364,783,14904,10752,1357,27005,145,672,27,29,875,50,85,136,1010,918,128,2061,640,468,50,21,1178,69,68,135,1315,484,153,1954,895,457,86,37,1473,55,49,104,1579,470,163,2208,638,659,131,17,1437,48,39,86,1523,465,171,2162,655,645,60,22,1378,48,35,89,1465,351,131,1946,813,582,31,26,1452,49,28,77,1531,378,158,2065,959,603,23,21,1613,46,29,78,1686,369,166,2228,961,601,45,24,1629,36,26,64,1697,461,177,2329,850,602,51,27,1529,33,32,67,1597,655,186,2441,511,482,51,20,1065,15,26,42,1110,891,210,2208,172,224,24,15,438,0,3,6
10601,556,680,71,22,1331,12,22,35,1362,1165,124,2655,274,385,46,14,723,4,20,23,751,1595,118,2459,78,134,13,7,241,0,9,7,240,1426,88,1757,14,50,3,0,68,0,0,0,68,1139,82,1289,18,27,0,7,53,0,0,4,55,2561,255,2879,6690,8026,811,356,15886,466,517,983,16868,13934,1500,32302,193,925,50,43,1203,126,160,284,1495,1112,152,2760,728,731,73,28,1558,129,82,205,1766,589,156,2516,816,658,127,33,1637,84,79,164,1797,692,185,2672,717,891,129,24,1767,47,80,125,1894,698,216,2806,651,890,75,33,1651,77,53,126,1781,617,133,2526,865,1027,62,30,1990,60,67,127,2118,603,202,2921,967,994,60,39,2056,74,46,120,2174,603,178,2950,868,875,70,26,1842,43,38,85,1926,760,186,2868,702,778,65,24,1569,48,50,93,1662,1138,206,3009,321,550,39,14,928,11,20,30,961,1551,198,2705,118,222,22,9,368,0,8,9
10602,479,501,49,20,1048,11,16,25,1078,798,52,1931,200,324,43,13,582,4,7,16,595,1141,59,1799,45,93,12,0,154,0,0,0,154,1057,59,1270,7,28,0,4,44,0,0,0,44,913,54,1014,3,11,5,8,26,0,0,0,26,2012,232,2272,6066,6710,712,202,13686,362,407,772,14457,10417,1047,25919,143,902,37,22,1100,71,181,255,1354,862,76,2286,785,761,67,34,1641,108,86,200,1844,438,96,2374,960,711,130,20,1818,72,68,138,1963,554,133,2648,809,847,146,26,1819,50,76,122,1946,589,124,2660,697,893,75,24,1694,53,67,112,1806,534,97,2437,879,880,57,26,1837,49,62,110,1954,468,105,2529,992,846,46,21,1903,55,52,100,2010,459,108,2582,885,759,51,20,1716,46,46,96,1805,510,101,2424,685,638,70,12,1400,31,21,50,1447,758,103,2305,282,431,39,11,758,15,25,46,800,1140,89,2022,93,158,14,0,272,3,0,6
10603,532,626,68,24,1250,14,35,49,1296,922,115,2334,223,442,44,9,716,13,13,34,745,1664,102,2511,52,147,14,3,221,0,3,3,223,1893,137,2245,11,42,0,0,55,0,0,0,57,1544,93,1694,5,11,0,4,23,0,0,0,23,2745,374,3140,5207,6477,666,229,12581,439,438,875,13458,12992,1457,27900,124,758,39,20,948,86,116,207,1156,787,122,2069,481,582,52,32,1145,72,60,127,1269,355,108,1730,484,436,75,18,1011,51,46,98,1108,385,121,1616,407,561,89,12,1068,34,36,63,1136,465,114,1714,480,669,61,19,1217,45,48,88,1306,410,91,1810,715,794,41,21,1573,46,58,106,1682,410,144,2242,787,785,63,28,1665,47,37,85,1749,427,135,2317,788,804,60,18,1672,50,43,97,1769,578,160,2513,628,730,70,22,1452,35,48,77,1534,891,148,2572,322,529,39,18,912,22,29,58,967,1508,169,2647,87,272,23,10,387,0,13,13
10604,237,239,22,19,516,7,12,14,534,282,43,856,119,170,13,0,308,0,3,6,313,403,38,753,36,63,13,9,120,0,0,0,121,463,33,620,17,27,4,4,53,0,0,0,53,387,35,475,9,19,0,0,32,0,0,0,26,862,119,1012,2842,2785,277,140,6036,174,141,309,6343,4346,635,11330,52,257,20,6,336,32,39,69,409,404,67,886,258,191,19,15,484,43,32,76,563,202,58,819,346,217,38,9,609,28,19,44,658,240,73,965,284,274,44,12,610,18,18,43,656,270,72,997,246,305,31,7,598,24,18,35,633,228,66,924,325,314,21,12,671,33,21,47,722,161,73,959,356,285,30,4,678,31,18,48,721,206,72,999,361,298,22,13,700,15,17,28,726,239,82,1042,271,259,23,7,560,12,13,28,586,282,49,916,166,167,17,5,358,5,3,7,365,381,76,823,49,87,9,3,150,0,0,0
10701,458,519,62,22,1067,15,25,43,1104,1023,82,2205,214,270,27,10,523,6,13,19,545,1431,98,2070,42,69,12,3,124,0,0,0,124,1584,111,1827,0,24,6,4,36,0,0,0,35,1480,93,1607,0,11,3,4,22,0,3,3,23,3020,346,3393,5547,6609,661,302,13116,498,521,1010,14130,14067,1317,29517,138,748,35,26,944,61,176,240,1184,1072,94,2351,687,678,46,29,1446,103,90,195,1641,464,99,2199,788,554,116,19,1478,63,49,112,1587,539,86,2210,652,752,123,23,1549,45,72,117,1663,592,88,2339,655,779,90,14,1540,50,59,100,1638,594,91,2332,768,871,62,11,1710,56,50,108,1821,532,88,2439,826,801,39,24,1689,45,42,89,1779,597,96,2475,808,787,51,19,1662,52,44,92,1761,718,99,2576,647,666,58,12,1384,36,23,60,1448,958,112,2521,272,406,51,13,738,11,24,34,777,1362,98,2240,59,157,14,4,229,0,6,6
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,681,690,88,17,1482,26,24,51,1528,1143,95,2762,240,378,44,13,674,9,21,26,703,1652,71,2430,44,127,20,4,201,0,8,8,203,1750,81,2036,5,37,4,4,54,0,0,0,54,1571,106,1733,5,15,6,7,34,0,0,3,33,3129,278,3439,7055,8605,933,301,16904,529,632,1161,18060,15015,1235,34312,185,1040,46,24,1295,76,235,312,1604,1183,118,2909,815,929,61,38,1840,111,83,195,2035,441,117,2590,920,670,116,23,1727,66,64,131,1858,488,115,2461,722,933,166,23,1847,56,52,106,1955,561,120,2633,662,1061,101,25,1843,35,67,105,1944,515,119,2582,955,1216,65,23,2255,52,79,130,2388,561,129,3080,1022,1111,63,26,2223,38,58,96,2315,587,137,3043,1043,1083,86,21,2235,46,45,86,2321,750,145,3221,845,952,99,22,1920,23,30,54,1975,1133,154,3258,393,571,66,11,1043,17,16,40,1079,1724,148,2950,90,207,17,9,321,0,7,10
10704,1043,1008,105,24,2179,22,40,68,2243,1289,122,3655,437,614,61,21,1129,11,21,36,1171,1958,119,3247,93,217,19,4,338,0,3,3,345,2197,112,2651,10,67,12,3,95,0,0,0,97,2058,113,2268,8,26,11,5,50,0,0,0,50,4993,517,5557,11175,12488,1411,410,25485,693,1020,1712,27193,20929,2175,50303,164,1382,69,39,1658,70,355,431,2085,1760,158,4005,1252,1928,105,70,3354,117,274,393,3750,1184,271,5200,1744,1025,147,40,2962,94,115,208,3170,888,235,4289,1328,1203,251,34,2821,61,89,148,2961,904,226,4091,1161,1486,190,24,2862,43,93,128,2991,832,148,3973,1496,1649,102,28,3276,73,83,156,3435,768,167,4370,1634,1397,67,35,3124,85,75,158,3280,720,170,4181,1544,1340,83,28,3001,62,51,115,3113,846,177,4137,1239,1152,92,28,2501,38,50,88,2594,1295,183,4069,592,842,80,22,1545,21,38,59,1601,1895,196,3697,146,334,32,15,528,0,13,12
10801,235,288,26,9,556,15,15,30,591,480,43,1112,108,218,19,7,348,8,11,15,371,904,50,1322,27,83,10,7,120,0,0,0,116,1062,52,1235,14,26,0,3,44,0,0,0,44,942,51,1039,3,9,3,0,16,0,0,0,16,1937,353,2309,1716,2654,246,103,4717,191,184,379,5090,7126,816,13038,37,242,21,14,313,27,27,57,368,313,50,728,127,159,13,12,308,29,20,49,363,138,37,533,139,168,18,8,333,14,14,27,361,167,31,557,126,181,26,4,337,20,17,32,375,164,40,571,160,244,24,3,426,11,20,33,455,166,43,672,219,296,20,8,539,23,10,36,577,170,47,799,269,308,19,11,612,26,22,45,661,203,45,909,296,350,22,5,679,22,16,39,715,277,59,1048,270,371,37,11,686,15,19,38,727,454,74,1255,164,257,33,12,463,13,19,35,497,762,77,1337,44,144,19,4,211,0,0,0
10802,393,454,55,12,916,24,15,44,954,821,68,1848,219,277,41,8,550,12,18,25,577,1178,67,1826,67,105,8,11,180,0,3,3,186,1275,89,1550,20,33,4,0,61,0,0,0,62,1066,68,1197,6,16,3,5,36,0,0,0,36,2269,221,2521,2972,3977,397,156,7504,367,276,647,8147,10199,969,19313,52,377,22,25,477,48,44,90,569,639,82,1290,196,268,28,17,509,46,25,65,579,326,72,977,219,259,35,13,526,40,34,72,598,357,81,1032,190,306,54,7,548,28,23,55,606,364,73,1040,240,351,24,18,636,31,30,60,691,310,81,1079,374,407,18,12,817,35,27,66,876,337,86,1300,429,445,25,18,919,29,28,58,975,301,103,1383,457,535,47,20,1070,34,35,70,1135,505,144,1784,434,592,63,16,1109,33,30,60,1168,760,136,2069,249,382,40,15,683,11,21,40,729,1141,160,2024,83,157,23,9,276,0,9,7
10803,3,3,0,0,7,0,0,0,7,0,0,14,5,8,0,0,5,0,0,0,5,3,0,13,4,7,0,0,8,0,0,0,8,5,0,9,0,6,0,0,3,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,11,0,16,45,48,14,0,103,0,0,5,109,43,0,155,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,7,5,0,3,8,0,0,8,6,0,0,0,7,0,0,0,7,0,0,11,0,0,3,0,9,0,0,0,9,0,4,11,0,9,0,0,10,0,0,0,11,3,0,21,7,3,0,0,11,0,0,0,11,0,6,18,0,3,0,0,8,0,0,0,8,0,0,10,11,5,0,0,14,0,0,0,14,0,0,12,4,8,0,0,13,0,0,0,13,4,6,19,4,4,0,0,6,0,0,0,6,0,0,11,3,3,3,0,13,0,0,0
10804,622,727,72,18,1428,42,29,71,1501,955,87,2542,277,461,55,8,805,21,26,47,850,1817,96,2767,69,171,24,6,275,0,6,9,286,2274,102,2661,12,50,6,3,73,0,0,0,74,1987,106,2171,3,26,10,10,51,0,3,3,56,4305,560,4916,5779,6946,662,238,13623,432,456,886,14512,15452,1448,31409,107,829,60,15,1014,63,129,190,1205,882,94,2176,433,470,36,26,964,58,51,105,1071,375,97,1547,549,484,65,16,1112,45,34,80,1195,401,119,1718,489,579,95,17,1179,29,33,65,1251,429,87,1768,541,692,55,21,1313,34,41,71,1384,405,107,1890,876,788,36,32,1731,42,40,83,1816,435,98,2344,986,886,46,29,1948,39,61,105,2057,418,136,2608,931,925,65,31,1955,54,51,106,2058,562,147,2769,878,877,87,26,1865,47,53,97,1962,912,151,3029,379,666,56,12,1111,20,41,67,1175,1581,168,2927,125,247,23,9,408,0,4,4
10805,417,524,58,14,1015,25,34,63,1078,823,76,1978,228,342,33,11,623,16,23,38,657,1338,86,2084,71,122,19,9,223,0,5,5,226,1529,74,1834,19,44,7,8,73,0,0,0,76,1272,99,1449,6,22,0,4,36,0,0,0,37,2603,239,2883,3611,4513,454,159,8739,371,401,770,9508,11191,1006,21700,56,452,33,23,565,38,82,124,687,728,85,1505,274,317,36,19,640,61,39,107,746,318,73,1132,289,307,34,7,639,36,39,74,708,350,60,1115,254,349,45,3,655,28,38,65,718,362,63,1150,260,417,26,16,718,35,36,70,785,332,54,1165,415,522,29,15,976,38,46,86,1062,383,94,1535,528,560,38,21,1146,54,28,85,1228,395,100,1728,560,602,50,19,1230,38,40,80,1313,506,125,1944,510,606,70,25,1215,39,50,87,1299,814,133,2248,276,439,44,17,773,26,26,53,820,1286,136,2242,81,215,24,11,339,0,8,9
10901,549,587,53,18,1203,17,26,41,1248,553,80,1879,278,399,46,14,740,5,16,18,763,894,70,1727,66,134,22,6,235,0,0,0,236,1011,70,1314,29,37,4,6,78,0,0,0,78,945,74,1099,12,20,7,8,43,0,3,3,48,2258,237,2545,5731,6262,646,243,12887,324,420,743,13628,9229,1117,23977,126,743,40,33,942,50,118,167,1111,745,103,1959,532,673,42,30,1274,78,79,156,1428,393,155,1976,676,480,90,12,1261,57,35,89,1353,365,132,1854,539,672,111,14,1335,40,39,75,1408,378,130,1914,508,696,61,14,1276,35,40,69,1348,388,114,1860,622,719,41,24,1407,35,46,79,1484,339,112,1935,763,691,52,25,1525,42,28,73,1602,327,118,2046,750,682,50,17,1499,41,25,66,1561,350,102,2012,677,662,69,23,1423,25,24,52,1472,525,138,2138,351,511,48,12,924,8,31,43,962,862,135,1960,115,248,20,4,389,4,7,10
10902,134,124,9,4,268,4,3,3,278,143,12,427,67,76,8,3,157,0,0,0,157,208,18,383,22,32,8,0,65,0,0,0,65,231,16,313,19,16,3,0,36,0,0,0,36,206,23,260,7,3,3,3,12,0,0,0,12,393,55,469,1165,1068,105,59,2406,71,61,128,2530,2019,282,4835,24,108,8,5,145,8,13,23,160,147,27,334,86,80,3,3,176,8,10,19,195,74,41,306,93,64,13,3,167,7,4,8,177,73,41,292,70,96,21,8,197,5,10,14,208,99,35,350,78,112,5,8,201,0,7,6,209,51,28,294,117,133,7,4,267,3,4,9,276,77,36,385,145,114,10,10,276,13,3,15,288,60,39,384,185,126,13,0,326,7,5,13,336,92,41,471,150,127,12,13,304,3,11,17,318,114,42,476,87,105,23,7,217,0,0,0,217,186,41,445,27,47,11,3,84,0,0,0
10903,412,402,55,21,886,17,18,36,918,481,62,1457,223,324,39,12,587,7,11,17,608,842,62,1512,77,154,18,5,262,0,3,3,260,999,65,1330,30,66,7,8,108,0,0,0,106,1030,66,1198,12,25,13,14,68,0,0,0,68,1899,296,2257,3383,3895,440,201,7923,200,172,377,8298,7354,892,16543,75,358,24,9,470,24,47,72,544,468,84,1096,276,249,22,17,564,28,21,43,607,167,71,847,319,280,50,5,650,24,13,36,689,211,70,967,258,358,49,11,676,13,24,40,712,196,76,983,274,385,29,8,698,20,13,33,729,207,75,1003,411,413,26,21,876,15,17,33,906,157,93,1156,454,443,34,12,944,9,16,28,969,204,113,1286,514,450,47,13,1024,18,13,31,1052,216,108,1382,459,494,72,21,1041,17,18,35,1079,399,156,1631,253,372,51,16,694,19,11,26,723,724,147,1591,100,173,19,18,305,0,0,0
11001,413,349,42,7,812,7,10,19,827,292,47,1173,234,246,32,10,519,10,5,19,536,516,43,1089,93,100,13,5,220,0,0,0,220,622,45,884,32,42,7,0,81,0,0,0,81,583,51,722,10,24,3,4,45,0,0,0,47,1245,172,1465,3551,3616,389,134,7691,163,330,488,8174,6087,838,15102,75,412,49,19,552,21,85,109,664,757,115,1526,263,419,50,23,751,45,90,132,878,545,142,1564,312,281,38,3,645,34,40,69,713,290,90,1091,317,299,44,11,665,18,19,39,696,251,64,1015,270,307,33,11,619,19,26,45,663,216,59,940,397,390,16,9,809,18,13,30,845,201,82,1124,476,348,17,12,850,24,19,40,891,181,77,1152,540,381,18,9,949,9,17,27,977,234,111,1320,452,353,35,11,851,18,15,35,888,323,94,1305,269,272,28,5,578,6,16,22,605,453,70,1135,115,141,18,8,273,0,0,0
11002,346,315,41,15,718,21,17,37,758,481,36,1274,225,248,34,10,515,11,17,28,545,806,54,1402,87,116,12,6,233,0,6,5,236,893,61,1187,41,56,8,10,112,0,0,0,110,807,69,987,21,19,6,9,55,0,0,0,55,1653,252,1958,3110,3223,303,155,6789,278,233,504,7290,7278,795,15363,63,281,26,20,391,32,44,77,468,466,64,1007,223,224,32,8,489,46,28,75,565,264,69,899,239,223,28,5,495,30,18,43,539,261,74,874,195,254,41,8,492,17,21,34,529,268,65,859,261,288,29,24,595,20,17,41,636,231,76,941,321,374,20,17,730,35,24,57,791,254,97,1135,441,335,34,21,824,32,13,42,866,245,96,1213,437,331,33,8,805,34,17,53,862,305,95,1262,409,404,35,22,865,21,20,42,909,455,139,1498,235,283,35,9,558,14,25,38,597,673,119,1389,117,154,16,13,298,0,6,6
