SA3_CODE_2021,C11_F_55_59_Em_FT,C11_F_55_59_Em_PT,C11_F_55_59_Em_AFW,C11_F_55_59_Em_Hrs_NS,C11_F_55_59_Em_Tot,C11_F_55_59_Unem_Look_FT,C11_F_55_59_Unem_Look_PT,C11_F_55_59_Unem_Tot,C11_F_55_59_Tot_LF,C11_F_55_59_Not_LF,C11_F_55_59_LF_NS,C11_F_55_59_Tot,C11_F_60_64_Em_FT,C11_F_60_64_Em_PT,C11_F_60_64_Em_AFW,C11_F_60_64_Em_Hrs_NS,C11_F_60_64_Em_Tot,C11_F_60_64_Unem_Look_FT,C11_F_60_64_Unem_Look_PT,C11_F_60_64_Unem_Tot,C11_F_60_64_Tot_LF,C11_F_60_64_Not_LF,C11_F_60_64_LF_NS,C11_F_60_64_Tot,C11_F_65_69_Em_FT,C11_F_65_69_Em_PT,C11_F_65_69_Em_AFW,C11_F_65_69_Em_Hrs_NS,C11_F_65_69_Em_Tot,C11_F_65_69_Unem_Look_FT,C11_F_65_69_Unem_Look_PT,C11_F_65_69_Unem_Tot,C11_F_65_69_Tot_LF,C11_F_65_69_Not_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Not_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75over_Em_FT,C11_F_75over_Em_PT,C11_F_75over_Em_AFW,C11_F_75over_Em_Hrs_NS,C11_F_75over_Em_Tot,C11_F_75over_Unem_Lo_ft_wo,C11_F_75over_Unem_Lo_pt_wor,C11_F_75over_Unemp_Tot,C11_F_75over_Tot_lab_for,C11_F_75over_N_lab_forc,C11_F_75over_LF_NS,C11_F_75over_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS,C11_F_Tot_Em_Tot,C11_F_Tot_Unem_Look_FT,C11_F_Tot_Unem_Look_PT,C11_F_Tot_Unem_Tot,C11_F_Tot_Tot_labo_for,C11_F_Tot_Not_LF,C11_F_Tot_LF_NS,C11_F_Tot_Tot,C16_F_15_19_Em_FT,C16_F_15_19_Em_PT,C16_F_15_19_Em_AFW,C16_F_15_19_Em_Hrs_NS,C16_F_15_19_Em_Tot,C16_F_15_19_Unem_Look_FT,C16_F_15_19_Unem_Look_PT,C16_F_15_19_Unem_Tot,C16_F_15_19_Tot_LF,C16_F_15_19_Not_LF,C16_F_15_19_LF_NS,C16_F_15_19_Tot,C16_F_20_24_Em_FT,C16_F_20_24_Em_PT,C16_F_20_24_Em_AFW,C16_F_20_24_Em_Hrs_NS,C16_F_20_24_Em_Tot,C16_F_20_24_Unem_Look_FT,C16_F_20_24_Unem_Look_PT,C16_F_20_24_Unem_Tot,C16_F_20_24_Tot_LF,C16_F_20_24_Not_LF,C16_F_20_24_LF_NS,C16_F_20_24_Tot,C16_F_25_29_Em_FT,C16_F_25_29_Em_PT,C16_F_25_29_Em_AFW,C16_F_25_29_Em_Hrs_NS,C16_F_25_29_Em_Tot,C16_F_25_29_Unem_Look_FT,C16_F_25_29_Unem_Look_PT,C16_F_25_29_Unem_Tot,C16_F_25_29_Tot_LF,C16_F_25_29_Not_LF,C16_F_25_29_LF_NS,C16_F_25_29_Tot,C16_F_30_34_Em_FT,C16_F_30_34_Em_PT,C16_F_30_34_Em_AFW,C16_F_30_34_Em_Hrs_NS,C16_F_30_34_Em_Tot,C16_F_30_34_Unem_Look_FT,C16_F_30_34_Unem_Look_PT,C16_F_30_34_Unem_Tot,C16_F_30_34_Tot_LF,C16_F_30_34_Not_LF,C16_F_30_34_LF_NS,C16_F_30_34_Tot,C16_F_35_39_Em_FT,C16_F_35_39_Em_PT,C16_F_35_39_Em_AFW,C16_F_35_39_Em_Hrs_NS,C16_F_35_39_Em_Tot,C16_F_35_39_Unem_Look_FT,C16_F_35_39_Unem_Look_PT,C16_F_35_39_Unem_Tot,C16_F_35_39_Tot_LF,C16_F_35_39_Not_LF,C16_F_35_39_LF_NS,C16_F_35_39_Tot,C16_F_40_44_Em_FT,C16_F_40_44_Em_PT,C16_F_40_44_Em_AFW,C16_F_40_44_Em_Hrs_NS,C16_F_40_44_Em_Tot,C16_F_40_44_Unem_Look_FT,C16_F_40_44_Unem_Look_PT,C16_F_40_44_Unem_Tot,C16_F_40_44_Tot_LF,C16_F_40_44_Not_LF,C16_F_40_44_LF_NS,C16_F_40_44_Tot,C16_F_45_49_Em_FT,C16_F_45_49_Em_PT,C16_F_45_49_Em_AFW,C16_F_45_49_Em_Hrs_NS,C16_F_45_49_Em_Tot,C16_F_45_49_Unem_Look_FT,C16_F_45_49_Unem_Look_PT,C16_F_45_49_Unem_Tot,C16_F_45_49_Tot_LF,C16_F_45_49_Not_LF,C16_F_45_49_LF_NS,C16_F_45_49_Tot,C16_F_50_54_Em_FT,C16_F_50_54_Em_PT,C16_F_50_54_Em_AFW,C16_F_50_54_Em_Hrs_NS,C16_F_50_54_Em_Tot,C16_F_50_54_Unem_Look_FT,C16_F_50_54_Unem_Look_PT,C16_F_50_54_Unem_Tot,C16_F_50_54_Tot_LF,C16_F_50_54_Not_LF,C16_F_50_54_LF_NS,C16_F_50_54_Tot,C16_F_55_59_Em_FT,C16_F_55_59_Em_PT,C16_F_55_59_Em_AFW,C16_F_55_59_Em_Hrs_NS,C16_F_55_59_Em_Tot,C16_F_55_59_Unem_Look_FT,C16_F_55_59_Unem_Look_PT,C16_F_55_59_Unem_Tot,C16_F_55_59_Tot_LF,C16_F_55_59_Not_LF,C16_F_55_59_LF_NS,C16_F_55_59_Tot,C16_F_60_64_Em_FT,C16_F_60_64_Em_PT,C16_F_60_64_Em_AFW,C16_F_60_64_Em_Hrs_NS,C16_F_60_64_Em_Tot,C16_F_60_64_Unem_Look_FT,C16_F_60_64_Unem_Look_PT,C16_F_60_64_Unem_Tot,C16_F_60_64_Tot_LF,C16_F_60_64_Not_LF,C16_F_60_64_LF_NS,C16_F_60_64_Tot,C16_F_65_69_Em_FT,C16_F_65_69_Em_PT,C16_F_65_69_Em_AFW,C16_F_65_69_Em_Hrs_NS,C16_F_65_69_Em_Tot,C16_F_65_69_Unem_Look_FT,C16_F_65_69_Unem_Look_PT,C16_F_65_69_Unem_Tot
10102,683,379,73,11,1152,16,8,22,1175,435,82,1687,328,279,37,12,662,3,4,9,671,631,72,1370,69,111,7,11,198,0,4,0,199,695,54,944,16,41,9,5,67,0,0,0,66,581,45,694,8,14,5,0,26,0,0,0,30,1057,149,1240,8022,4881,813,222,13931,185,185,372,14302,5906,1031,21236,140,674,33,25,874,26,93,122,996,636,94,1727,717,477,50,20,1266,42,32,72,1340,220,118,1677,922,365,98,24,1408,35,34,67,1475,326,161,1958,800,522,147,17,1493,28,29,61,1553,289,161,2006,839,541,107,26,1504,26,19,50,1557,246,130,1939,1084,561,63,27,1731,22,18,46,1777,231,122,2125,1297,623,47,28,1994,18,18,37,2031,251,132,2418,1132,470,61,29,1689,26,10,40,1731,300,139,2172,762,440,69,17,1291,12,24,33,1321,468,134,1921,422,309,39,10,778,14,19,29,811,671,118,1596,129,144,13,0,285,0,7,9
10103,195,163,27,9,393,4,6,7,397,168,27,592,125,158,9,14,306,0,9,6,312,268,34,615,48,67,13,5,126,3,0,3,124,327,17,472,16,22,7,5,53,0,0,0,56,274,21,350,13,15,4,0,33,0,0,0,33,661,61,756,2109,1792,180,86,4172,69,70,136,4311,2654,500,7463,54,187,7,13,258,6,13,26,284,206,28,521,203,131,5,12,347,8,13,20,366,56,49,462,218,133,20,6,376,3,6,10,389,67,43,503,193,154,25,6,373,3,5,12,384,87,40,514,169,192,19,9,385,7,3,17,398,79,35,517,269,197,11,10,485,6,9,13,494,79,41,614,307,220,17,12,554,9,0,8,562,95,56,708,339,216,15,8,576,6,11,11,592,93,66,745,255,188,27,5,484,8,4,15,497,174,41,712,135,157,18,7,312,4,3,9,322,231,52,606,64,93,9,0,171,0,0,0
10104,677,830,106,20,1626,32,53,79,1712,1126,117,2960,292,572,71,15,955,27,27,55,1009,1892,139,3043,71,184,21,9,284,0,6,10,290,2110,99,2498,16,46,3,6,77,0,0,0,82,1725,126,1926,13,26,3,7,50,0,0,0,50,3406,419,3873,4724,6754,702,236,12415,343,414,761,13172,14172,1557,28908,128,667,40,31,869,35,63,95,967,691,110,1776,323,360,35,25,742,49,45,90,835,263,92,1189,355,357,45,9,762,37,31,68,829,284,87,1201,330,490,73,18,906,23,34,60,966,335,100,1400,375,614,42,12,1048,26,27,57,1106,349,100,1553,601,679,40,26,1340,26,39,66,1407,376,131,1911,754,774,53,18,1593,32,26,59,1658,418,145,2216,794,931,67,24,1826,38,41,81,1908,557,193,2653,733,1010,107,32,1880,45,40,91,1968,1097,214,3272,417,762,98,23,1299,22,43,71,1367,1869,235,3467,124,304,30,14,476,0,7,14
10105,373,314,30,11,726,16,11,23,750,354,28,1134,177,223,20,11,423,3,17,19,445,600,23,1063,62,93,7,5,169,0,6,6,169,744,51,968,20,28,10,4,62,0,0,0,59,620,50,725,16,28,3,8,58,0,0,0,57,1315,187,1558,3332,3127,298,130,6888,189,195,386,7270,5574,609,13453,90,344,17,16,469,23,49,70,542,396,69,1006,266,238,27,13,544,33,21,56,601,168,49,821,351,255,58,18,676,22,24,47,722,190,66,979,308,329,58,6,701,21,28,50,743,210,60,1016,295,310,22,18,649,16,17,30,687,188,62,929,409,330,32,12,777,24,16,38,815,201,58,1078,456,357,32,7,849,36,18,52,900,202,74,1182,465,396,22,8,894,14,17,34,928,255,83,1269,378,335,48,9,766,14,14,28,793,373,83,1250,221,268,25,5,522,12,10,26,546,599,76,1222,79,130,13,3,232,0,6,7
10106,387,297,53,8,749,4,9,15,763,367,42,1170,206,278,35,6,520,9,10,16,536,620,46,1206,73,97,11,10,190,3,0,3,195,663,56,912,23,47,0,0,69,0,0,0,75,556,40,667,20,27,6,4,54,0,0,5,57,1207,170,1438,3461,3322,395,148,7333,144,153,299,7632,5428,701,13759,82,368,22,23,496,13,47,63,551,507,78,1135,305,240,16,27,581,24,16,45,624,184,61,871,305,178,33,6,525,14,15,28,554,180,55,783,295,275,64,3,634,16,16,27,662,226,45,933,360,365,39,10,772,19,19,37,807,172,58,1038,467,409,34,18,926,19,21,40,967,186,69,1221,587,421,40,21,1063,17,16,30,1091,212,86,1395,497,377,41,20,928,17,12,25,953,233,77,1264,384,383,45,8,822,11,15,19,836,321,82,1241,242,276,36,0,552,8,8,16,566,544,72,1184,105,158,19,9,287,0,0,0
10201,1589,1631,161,54,3429,55,59,114,3537,1673,222,5439,747,1100,131,26,2010,26,67,92,2098,2961,247,5308,184,438,36,15,676,0,12,14,690,3486,233,4407,31,116,18,10,170,0,3,3,174,3187,235,3599,0,48,9,11,76,4,5,7,85,8277,1218,9576,14879,16855,1751,611,34099,980,1151,2126,36227,29378,3842,69442,314,1964,97,46,2419,124,340,461,2881,1885,188,4961,1372,1492,92,60,3008,173,153,328,3344,714,219,4280,1797,1070,192,36,3092,103,74,181,3273,810,210,4295,1443,1439,301,51,3235,77,107,184,3420,1035,219,4674,1395,1806,197,37,3434,75,113,192,3625,1085,223,4937,1874,2070,143,69,4146,86,139,218,4363,1035,263,5658,2187,2131,99,51,4468,95,99,191,4660,1066,259,5983,2159,1960,145,59,4333,124,109,228,4556,1162,278,5998,1910,1951,156,47,4060,77,101,178,4241,1637,285,6158,979,1338,119,35,2467,40,60,108,2572,2797,255,5622,267,649,52,23,985,8,21,23
10202,1157,1170,135,33,2491,57,55,111,2605,1833,147,4585,510,770,81,24,1390,32,38,74,1462,2960,195,4616,113,274,28,12,433,3,3,7,440,3558,226,4222,17,57,9,3,83,0,3,0,89,3180,238,3508,15,21,8,13,54,0,4,4,55,6820,941,7819,12180,13933,1492,609,28208,1214,1171,2376,30587,28508,3232,62334,370,1734,78,45,2231,204,335,544,2773,1863,205,4845,1401,1484,135,70,3090,210,132,342,3431,931,267,4635,1521,1120,191,48,2878,118,124,244,3120,1059,227,4410,1233,1551,239,39,3064,106,120,230,3289,1166,199,4658,1282,1560,156,54,3053,94,134,229,3285,1082,225,4594,1657,1769,104,49,3580,105,125,230,3804,1111,241,5159,1908,1715,114,53,3786,111,107,222,4005,1041,287,5333,1723,1689,129,54,3594,116,85,205,3794,1194,260,5255,1461,1521,139,59,3183,94,75,165,3346,1805,304,5450,745,1112,117,37,2009,55,58,112,2116,2690,280,5084,188,431,43,15,674,0,12,13
10301,459,396,32,6,898,13,13,22,925,342,56,1318,229,291,33,23,576,4,3,13,586,608,67,1266,67,122,12,8,213,0,4,0,217,751,54,1021,9,47,8,3,71,0,0,0,71,571,61,702,9,20,10,9,41,0,0,0,41,1452,149,1645,4302,4400,454,154,9309,223,314,538,9845,6552,845,17247,77,538,35,27,676,30,86,112,791,693,144,1626,403,536,59,29,1023,53,59,106,1131,376,146,1650,496,347,68,18,920,34,24,53,976,292,76,1346,385,439,75,12,914,24,25,51,962,249,62,1273,434,432,36,16,916,19,30,51,967,231,72,1272,561,490,27,17,1093,26,20,41,1136,222,74,1429,671,442,28,13,1152,22,28,45,1197,245,97,1540,603,411,43,17,1064,31,16,45,1117,272,102,1491,528,435,43,8,1017,12,25,32,1049,371,106,1523,309,316,40,19,683,15,11,27,709,560,101,1372,117,160,19,4,301,6,3,5
10302,545,460,62,19,1089,13,24,32,1120,625,73,1817,291,375,38,20,714,9,15,20,736,940,93,1767,129,158,22,11,319,0,6,7,321,1055,96,1469,56,82,19,15,173,0,0,0,175,1132,104,1406,40,59,16,6,119,0,0,0,119,2551,283,2958,4659,4905,513,258,10340,290,285,569,10906,9881,1159,21946,109,450,37,25,621,60,67,125,747,792,149,1689,431,306,42,17,802,60,34,93,895,311,108,1312,392,325,61,23,807,27,33,61,864,349,103,1314,356,486,76,21,941,28,27,60,992,355,122,1474,398,464,33,22,916,42,20,59,973,316,133,1413,505,536,23,26,1096,33,22,59,1145,279,119,1555,615,515,35,18,1186,37,32,67,1249,321,132,1708,617,551,43,24,1240,39,24,62,1310,411,175,1898,512,493,66,17,1088,26,22,41,1130,609,158,1893,358,422,49,17,849,13,16,30,882,820,152,1849,155,187,23,12,373,0,4,7
10303,348,382,36,16,789,13,14,29,817,556,63,1445,174,291,21,10,501,9,10,23,525,899,78,1501,78,125,12,5,221,0,0,8,225,1013,52,1291,28,54,0,3,88,0,0,0,88,813,72,975,17,25,0,5,48,0,0,4,52,1669,219,1940,3428,4116,375,170,8089,284,254,538,8626,7987,965,17579,91,344,27,16,476,40,36,79,557,549,109,1216,297,268,22,16,601,37,36,73,674,271,114,1064,326,297,58,10,689,35,34,67,768,337,121,1217,243,411,67,13,736,25,33,55,793,316,103,1216,296,408,42,18,758,26,39,67,826,304,118,1248,427,490,29,18,962,32,23,56,1019,306,118,1449,448,534,29,13,1023,37,20,58,1081,304,120,1505,513,518,33,13,1077,34,32,73,1149,379,177,1699,433,482,32,14,966,24,11,30,997,511,147,1652,221,310,40,5,576,9,17,34,607,773,158,1537,82,155,16,3,259,0,4,4
