SA3_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
10304,11125,321,102,11,442,583,12148,6397,275,12,8,293,304,6995,5684,316,41,3,364,269,6320,6402,298,37,7,337,344,7087,6730,258,30,0,288,260,7275,6045,177,26,0,203,268,6516,4002,130,30,6,164,185,4351,2542,95,28,3,119,122,2788,868,49,13,0,69,62,994,49798,1916,322,36,2272,2395,54466,11162,392,123,12,526,600,12293,6158,240,16,3,260,419,6838,5966,538,50,3,593,423,6986,6224,466,47,4,516,442,7183,6595,284,31,0,315,516,7433,6279,221,57,8,277,411,6972,4984,135,29,5,171,370,5522,2740,100,26,3,133,263,3129,1072,48,6,0,67,123,1260,51182,2429,389,40,2860,3569,57612,11677,532,130,49,713,674,13064,6339,294,6,0,304,367,7004,6353,717,49,3,769,401,7524,6276,711,64,0,773,407,7452,6738,365,46,4,411,399,7551,6667,226,42,0,274,371,7318,5797,150,36,0,192,353,6343,3244,98,22,0,119,240,3612,1203,44,17,0
10401,8609,131,32,10,168,360,9143,4976,62,8,5,76,227,5280,3523,122,8,5,133,240,3901,5164,145,8,0,152,271,5589,6717,157,19,0,175,259,7145,7312,115,19,6,134,222,7672,5518,84,4,0,90,167,5774,3265,69,6,0,73,143,3481,1168,22,3,0,29,61,1249,46255,901,109,17,1024,1959,49238,7556,151,26,7,180,490,8226,4544,56,8,0,63,369,4973,3588,136,16,3,151,382,4117,4475,188,7,0,200,435,5111,5999,156,22,0,176,469,6641,7493,166,13,8,191,578,8253,6702,105,12,4,125,524,7350,3584,66,3,3,82,304,3968,1440,25,4,4,30,141,1611,45385,1049,106,35,1193,3685,50268,7679,273,54,11,338,550,8565,4507,86,0,0,89,472,5068,4162,219,16,0,233,768,5158,4391,276,18,4,292,669,5351,5667,195,26,0,219,570,6459,7585,180,17,6,205,534,8325,7711,120,12,4,135,436,8287,4354,76,4,0,82,254,4693,1591,28,3,0
10402,14202,632,204,29,870,563,15638,8543,516,67,6,591,338,9475,6575,517,86,14,613,278,7470,8916,587,89,4,683,342,9939,11144,521,64,4,592,388,12122,10942,428,49,10,484,403,11823,7427,250,30,3,281,295,7998,4377,214,45,3,265,226,4863,1830,58,27,0,91,104,2024,73953,3727,679,80,4485,2931,81362,13517,946,277,24,1252,861,15635,7904,599,107,4,715,554,9177,6981,874,199,15,1088,564,8635,8111,752,148,17,907,557,9577,10026,612,137,17,767,723,11519,11565,500,106,12,616,848,13027,9174,339,54,8,408,702,10282,4885,241,35,10,284,565,5735,1900,106,24,5,137,402,2440,74069,4963,1097,110,6169,5787,86026,13632,1362,296,74,1724,911,16268,7907,715,82,3,802,535,9242,7633,1265,323,17,1607,638,9868,8510,1144,301,15,1461,647,10621,10078,724,197,5,923,652,11650,11632,520,161,0,679,616,12929,11288,378,108,3,492,577,12358,6053,201,40,4,250,501,6806,2222,110,31,0
10501,5088,115,23,4,141,452,5688,2641,50,14,5,64,218,2924,2566,95,4,0,99,177,2840,2898,112,10,0,120,231,3245,3296,103,9,0,113,235,3645,2803,111,15,0,124,218,3144,2007,83,23,0,106,142,2264,1061,44,13,0,58,98,1214,301,4,4,0,7,22,333,22659,714,107,17,838,1799,25295,4364,108,22,3,139,606,5109,2202,52,0,3,56,313,2566,2495,150,9,3,162,403,3060,2161,137,12,3,154,331,2644,2804,103,17,0,122,441,3367,2730,72,12,0,84,402,3216,2034,77,5,0,84,314,2429,1059,61,10,0,73,179,1305,370,6,4,0,10,59,445,20215,785,85,20,888,3051,24148,3450,121,24,9,152,729,4336,1884,55,0,0,57,382,2331,2084,241,14,0,251,440,2771,1736,127,5,0,128,406,2273,2126,90,5,0,98,403,2620,2563,78,9,0,92,462,3117,1924,61,7,0,65,358,2353,1077,36,8,0,46,247,1362,351,14,0,0
10502,3605,61,25,9,89,181,3880,2296,28,4,0,28,152,2480,1967,79,9,0,85,160,2222,2277,69,4,0,70,132,2482,2893,57,9,0,65,172,3133,2787,64,3,0,68,153,3001,1853,50,3,0,53,126,2031,1284,51,11,0,62,117,1466,423,18,7,0,29,58,509,19382,473,72,8,556,1260,21201,3103,64,23,3,89,235,3422,2022,29,0,0,36,153,2200,2093,92,3,7,98,269,2456,1875,90,4,0,92,191,2159,2384,73,0,0,81,224,2690,2759,53,0,0,62,214,3032,2052,50,8,0,54,213,2321,1084,28,7,6,41,185,1311,403,10,7,0,18,200,627,17774,485,54,16,561,1883,20220,2950,106,24,5,136,331,3413,1840,40,7,0,49,235,2117,2102,99,5,0,103,245,2451,1778,137,10,0,145,222,2139,2025,100,4,0,101,193,2321,2625,49,8,0,59,204,2889,2279,49,4,0,48,180,2510,1245,27,3,0,30,130,1405,483,6,7,0
10503,13800,285,54,9,350,562,14706,7728,138,3,0,146,478,8354,6518,237,28,0,267,466,7255,7500,297,27,3,322,460,8285,8507,214,29,4,251,439,9198,7757,159,17,6,188,317,8264,5641,108,17,3,131,280,6051,3346,83,9,0,97,217,3660,1203,21,4,0,26,101,1330,62001,1541,193,34,1776,3321,67099,12665,389,127,15,536,891,14096,7236,218,13,0,228,723,8188,6772,744,51,4,794,928,8489,6569,506,29,3,539,744,7857,7794,272,29,0,296,758,8853,8044,200,23,3,221,790,9051,6290,137,23,4,165,619,7076,3645,80,9,3,88,396,4129,1447,33,7,0,47,181,1675,60473,2575,300,32,2913,6027,69411,12709,707,177,48,927,1504,15146,6899,300,16,0,318,859,8070,7435,1539,48,4,1591,1243,10267,6537,930,37,9,972,1055,8568,7220,353,39,0,399,892,8515,8135,224,41,3,273,816,9219,6907,130,40,0,169,689,7765,4104,91,16,0,108,520,4733,1482,31,9,0
10601,16580,192,75,25,289,595,17464,10075,169,17,3,185,491,10757,9063,241,34,3,283,539,9886,10304,270,13,0,292,539,11141,10603,243,17,0,261,509,11375,9658,185,16,0,198,486,10341,5820,117,13,5,130,262,6207,3244,53,17,0,74,197,3511,1191,21,12,0,33,76,1297,76536,1492,217,42,1749,3707,81987,16473,228,95,10,337,1122,17928,10048,147,15,0,166,767,10983,9472,321,25,7,361,1042,10877,9685,311,20,10,339,916,10942,10523,271,26,9,310,844,11671,10319,210,19,10,236,837,11391,7487,146,8,6,157,708,8346,3502,68,8,0,76,379,3959,1362,25,10,0,39,180,1577,78873,1732,242,44,2017,6791,87675,18306,361,98,28,488,903,19695,10744,251,17,0,270,811,11829,11551,490,70,0,560,1078,13192,10534,521,65,0,582,936,12058,11175,356,38,3,398,788,12364,11320,255,36,3,293,657,12270,9298,183,24,0,213,501,10008,4391,92,8,0,106,319,4808,1515,28,4,0
10602,13287,246,73,16,335,433,14053,8065,195,18,0,212,311,8590,7651,344,23,4,375,259,8283,8454,335,25,5,367,310,9133,8080,276,33,0,312,271,8668,6886,182,29,0,211,197,7301,4162,102,19,0,126,163,4450,2463,74,17,5,96,141,2702,901,53,22,0,75,51,1034,59952,1810,268,35,2113,2140,64212,15005,441,155,19,613,632,16246,8696,267,18,3,287,349,9340,9148,502,53,5,561,482,10193,8814,523,26,9,552,446,9812,8614,420,44,8,467,444,9528,7760,240,50,4,294,388,8452,5707,141,24,0,162,343,6219,2791,81,15,5,96,250,3134,1019,53,14,0,62,167,1247,67560,2666,398,48,3109,3500,74163,16783,865,218,51,1138,670,18593,9839,417,19,5,441,350,10626,11068,866,92,5,961,481,12511,10187,1013,70,0,1084,440,11711,9686,548,63,0,603,303,10592,8793,364,72,4,435,287,9515,7376,195,57,0,249,236,7868,3842,83,34,0,122,204,4163,1229,26,13,0
10603,12214,223,54,9,283,496,13000,7242,157,9,8,169,338,7745,5763,226,11,0,239,264,6273,7684,277,25,3,311,310,8305,8477,289,35,4,322,393,9192,8631,278,19,0,301,404,9331,7248,282,18,5,311,383,7941,3772,138,27,0,173,293,4243,1222,35,8,3,54,198,1473,62253,1916,218,36,2167,3086,67501,11496,295,84,12,396,671,12558,7121,146,13,7,157,475,7758,5780,291,34,0,325,495,6600,7006,366,20,5,390,488,7886,8507,305,31,8,341,602,9454,9093,312,27,3,338,646,10079,8946,332,19,5,353,762,10064,4375,229,23,5,262,494,5132,1518,58,13,0,73,255,1842,63843,2333,263,43,2642,4895,71380,11427,380,105,17,502,577,12504,7330,200,20,0,218,348,7895,6056,409,34,0,447,347,6854,6781,483,38,0,525,333,7634,8547,379,34,0,408,415,9372,10446,350,42,0,392,473,11303,10766,361,31,0,397,521,11681,6286,248,31,5,281,497,7066,1717,75,12,0
10604,6027,98,32,12,145,342,6506,3459,74,13,0,86,230,3773,3417,156,38,0,195,254,3866,3584,122,14,0,135,272,3988,3736,84,14,0,100,214,4052,3205,46,9,0,59,161,3429,2060,24,0,0,24,107,2197,1178,23,0,0,23,83,1283,423,3,0,0,3,25,457,27085,635,123,14,776,1689,29547,5868,167,45,9,217,449,6529,3070,87,10,0,93,246,3414,3300,228,30,0,255,382,3937,3277,181,26,0,209,346,3837,3646,113,17,0,130,349,4118,3293,64,7,0,71,297,3655,2428,43,7,0,52,221,2700,1279,29,0,0,28,141,1449,472,6,0,0,7,74,555,26624,908,139,18,1069,2503,30198,5506,194,45,5,247,354,6111,3101,95,5,0,101,217,3421,3316,275,33,0,315,340,3964,3238,262,33,0,301,287,3823,3454,147,29,0,173,270,3900,3588,70,23,0,98,236,3914,2848,54,13,0,63,187,3104,1520,24,3,0,30,144,1690,555,3,3,0
10701,12262,1189,250,40,1476,467,14206,7737,1071,46,23,1145,275,9152,6475,1392,55,11,1455,245,8176,7309,1697,115,14,1821,263,9395,7911,1625,192,15,1834,305,10047,6281,1405,450,32,1883,290,8455,4560,1028,681,19,1726,240,6526,2859,715,655,10,1381,230,4473,937,189,200,7,398,139,1478,56330,10321,2640,170,13130,2458,71913,12347,1190,302,38,1536,534,14408,7960,959,60,12,1032,368,9357,7183,1269,78,13,1361,362,8903,7099,1739,138,17,1897,349,9344,7752,1614,156,30,1790,416,9960,7139,1368,319,32,1718,415,9274,5289,1138,512,21,1668,331,7288,3119,732,671,55,1455,300,4874,1220,237,257,54,552,173,1942,59095,10252,2493,272,13009,3246,75354,12826,1404,251,54,1706,647,15177,8132,1085,31,0,1109,351,9600,8193,1227,67,8,1302,457,9956,7663,1707,127,0,1840,400,9897,7730,1615,153,3,1766,346,9843,7873,1399,241,9,1658,306,9835,6055,1165,509,7,1680,263,8003,3613,736,622,19,1373,272,5256,1373,316,362,17
10702,7,0,0,0,0,0,7,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,15714,763,143,30,938,413,17066,10045,573,22,12,606,283,10940,7683,808,42,3,858,264,8812,9709,1095,58,11,1163,252,11126,10702,1047,79,13,1137,313,12147,8783,998,176,20,1193,282,10262,6092,684,236,12,927,216,7236,3445,497,258,10,758,205,4408,1248,119,93,0,211,74,1531,73426,6586,1099,105,7797,2311,83526,15508,795,187,19,1002,694,17203,10218,578,26,5,609,464,11299,8552,786,39,18,839,471,9862,9269,1111,57,17,1186,490,10953,10231,1141,76,16,1235,588,12062,10181,1018,148,15,1185,602,11960,7668,871,227,14,1113,577,9357,3950,510,235,4,746,365,5069,1514,204,144,0,348,215,2075,77093,7017,1152,111,8278,4470,89839,16451,954,154,52,1160,792,18406,10526,647,27,3,679,431,11635,10222,853,42,4,899,459,11578,10051,1252,56,3,1315,454,11815,10742,1192,71,7,1275,420,12433,11507,1032,146,7,1183,395,13081,9710,982,252,6,1238,456,11401,5202,541,226,6,772,458,6432,1661,209,126,7
10704,18435,1679,606,66,2344,694,21474,14171,2779,365,26,3175,765,18108,11874,3140,281,23,3441,712,16038,13070,2365,213,24,2602,561,16235,13291,2040,260,18,2319,581,16189,11065,1570,379,24,1973,455,13493,7396,1280,478,19,1781,303,9479,4925,900,524,16,1435,357,6724,2160,294,163,5,460,160,2786,96391,16051,3268,214,19528,4602,120526,18504,2131,658,49,2833,813,22153,14877,3002,413,11,3435,862,19176,12357,3442,393,17,3849,921,17129,12801,2758,256,18,3029,667,16501,13177,2270,302,22,2593,741,16509,12094,1772,372,20,2169,741,15005,8901,1333,423,17,1772,720,11390,5064,979,574,18,1563,495,7123,2433,391,244,11,645,231,3313,100216,18086,3628,176,21891,6189,128299,18650,2456,524,125,3095,776,22533,15960,2334,83,5,2422,833,19218,13849,3634,206,3,3852,766,18467,13023,2943,263,5,3217,619,16854,13804,2360,264,5,2628,564,16993,13482,1872,397,9,2281,474,16232,10589,1391,467,4,1867,453,12909,6088,962,525,4,1493,470,8052,2299,408,307,4
10801,4386,64,14,5,86,200,4666,2516,42,5,0,47,111,2675,1791,52,4,0,56,110,1961,2800,78,7,0,86,136,3023,3709,104,14,4,116,144,3975,4411,108,10,3,121,191,4728,4290,114,12,0,126,167,4583,2789,62,4,5,70,187,3042,974,18,3,0,28,202,1208,27674,640,78,14,733,1439,29850,4066,81,15,9,103,262,4428,2380,43,8,0,47,162,2586,1939,84,11,0,94,138,2167,2504,108,3,0,115,184,2797,3492,99,7,5,114,242,3843,4589,110,10,0,121,316,5026,5079,133,9,5,151,389,5616,2920,109,7,0,121,300,3345,1208,39,0,0,39,210,1448,28178,804,78,19,901,2192,31268,3963,117,22,11,149,325,4445,2358,51,0,0,59,168,2585,2012,187,12,0,197,173,2385,2469,188,8,0,194,189,2854,3391,119,13,0,131,240,3760,4934,118,15,0,139,273,5343,5853,114,20,3,137,378,6366,3562,88,18,0,103,301,3967,1379,59,17,0
10802,8317,132,38,9,182,293,8799,4443,74,10,0,81,279,4803,3269,102,6,0,110,312,3688,4513,132,14,0,143,309,4967,6439,182,9,0,190,322,6951,7037,147,13,0,164,282,7481,5218,117,3,3,124,232,5573,2984,78,3,0,80,157,3223,1177,72,5,0,80,96,1345,43393,1025,103,21,1151,2287,46830,7403,126,43,5,179,561,8137,4255,74,20,0,100,418,4767,3439,158,24,0,182,505,4125,4019,165,8,4,178,442,4633,5454,146,17,4,168,558,6180,7260,182,17,3,199,591,8056,6343,146,7,0,154,573,7073,3120,61,3,0,70,385,3581,1269,37,5,0,43,261,1573,42561,1101,141,23,1265,4299,48125,7224,255,53,10,320,754,8292,4301,106,9,3,110,522,4931,3786,234,25,3,257,693,4738,3979,251,18,3,276,597,4852,5165,185,40,3,233,491,5892,7462,200,25,4,230,561,8243,7564,161,20,0,181,487,8231,4040,68,6,0,78,285,4399,1413,32,5,3
10803,54,0,5,0,5,0,55,16,0,0,0,0,0,21,46,4,0,0,4,4,53,39,0,0,0,0,0,46,62,0,0,0,5,0,67,46,0,0,0,0,0,53,42,0,0,0,0,4,41,21,0,0,0,0,0,21,12,0,0,0,0,0,12,339,9,5,0,11,6,366,39,0,0,0,6,8,51,21,0,0,0,0,0,27,31,4,0,0,4,7,50,56,3,0,0,3,8,67,47,3,0,0,3,3,54,54,0,0,0,0,3,62,31,0,0,0,0,0,35,31,0,0,0,0,0,31,13,0,0,0,0,0,13,322,21,0,0,19,41,381,61,5,4,0,3,0,66,11,0,0,0,0,0,11,54,9,0,0,12,4,64,60,5,0,0,5,3,69,37,4,0,0,3,0,43,73,4,0,0,4,11,82,48,0,0,0,0,5,56,28,0,0,0,0,4,38,10,0,0,0
10804,12274,199,56,8,258,407,12949,6854,102,13,0,113,279,7249,5292,184,17,0,207,194,5690,7945,274,18,3,289,255,8495,9492,247,12,0,271,335,10100,9685,226,13,4,242,357,10283,8749,219,15,0,238,304,9283,5736,152,8,0,162,302,6206,2124,55,11,3,61,272,2452,68157,1663,158,17,1844,2708,72709,12112,329,76,11,412,577,13108,6948,156,12,7,177,404,7528,5877,321,28,0,346,405,6635,7261,412,30,6,449,397,8109,9260,301,19,10,333,567,10158,10326,279,21,3,301,643,11270,10658,262,16,9,295,832,11783,6216,176,16,3,190,589,7000,2626,97,11,4,112,246,2977,71283,2330,234,56,2617,4666,78566,12595,539,119,24,679,587,13860,8145,244,9,0,254,398,8803,6692,538,32,6,574,369,7637,7566,665,42,6,704,383,8655,9543,480,38,0,516,387,10452,11255,319,40,0,364,460,12081,12365,250,35,0,287,537,13190,8079,180,14,0,200,415,8692,3015,81,19,0
10805,8878,159,44,9,206,366,9454,5071,49,10,0,58,214,5340,3687,91,12,8,114,137,3940,5239,166,18,0,192,209,5638,6858,160,11,0,172,243,7268,7506,175,12,0,188,313,8004,6139,133,14,5,147,255,6532,3487,101,13,0,118,196,3794,1202,53,5,0,62,126,1388,48051,1093,132,24,1251,2057,51361,8275,193,35,12,238,474,8977,4877,87,6,3,98,335,5312,3890,134,19,6,154,250,4288,4568,235,21,0,255,280,5104,6338,181,15,3,203,450,6992,7916,196,12,3,210,583,8706,7654,177,5,6,185,597,8440,3882,82,5,6,95,334,4310,1406,40,8,0,51,278,1734,48797,1322,130,46,1492,3571,53861,8112,291,50,23,359,697,9163,4746,115,9,0,122,367,5237,4310,265,15,4,284,355,4950,4501,312,23,0,342,361,5203,5995,242,16,0,256,401,6659,8315,180,16,0,201,528,9040,8944,208,15,0,219,532,9693,4982,99,9,0,106,385,5477,1705,36,8,0
10901,10407,342,112,15,480,452,11337,7386,292,43,6,338,321,8049,5956,492,58,7,555,270,6785,6555,389,45,6,438,292,7290,7302,278,31,0,314,266,7880,6627,190,33,6,228,288,7136,4265,190,29,9,226,219,4705,2632,133,34,5,170,172,2981,1119,47,23,4,69,76,1265,52252,2359,416,55,2830,2356,57438,10483,489,202,20,709,627,11813,6959,304,41,4,352,500,7817,6121,655,73,7,738,511,7372,6127,595,101,4,700,442,7267,7007,354,79,4,438,456,7907,7075,257,59,3,325,513,7916,5472,178,48,3,231,427,6131,2908,176,44,4,218,330,3461,1306,72,17,0,89,191,1590,53469,3079,674,45,3803,4001,61267,10985,779,213,51,1045,740,12769,7024,496,28,6,531,469,8022,6599,1086,88,5,1175,463,8236,6657,864,109,3,980,460,8100,7040,459,129,4,593,439,8069,7642,266,102,4,374,454,8468,6814,194,76,0,273,402,7487,3804,150,43,3,195,269,4274,1405,73,29,0
10902,2351,39,4,3,47,108,2501,1245,32,5,0,38,97,1377,1044,56,11,0,68,65,1173,1418,80,5,3,86,51,1554,1778,88,3,0,95,84,1956,1573,73,7,0,81,77,1725,1118,42,14,0,53,65,1241,576,43,17,0,61,43,679,187,13,3,0,13,8,210,11284,461,66,7,540,598,12423,2082,48,12,0,58,222,2360,1187,28,0,6,39,137,1362,1017,69,11,0,82,169,1267,1149,58,4,0,61,128,1340,1511,84,6,3,95,175,1782,1630,81,9,0,90,209,1925,1225,59,6,0,62,179,1473,636,37,13,0,56,105,803,197,10,10,0,17,26,246,10638,479,65,14,559,1350,12553,2044,62,23,3,97,284,2419,1132,42,16,0,54,173,1358,1104,142,38,5,173,201,1475,1052,108,22,3,133,192,1369,1366,72,28,0,96,203,1667,1736,56,11,0,70,199,2010,1366,54,0,0,56,189,1606,718,47,8,0,58,86,860,230,22,4,0
10903,6959,88,40,5,136,273,7376,3867,64,7,0,74,181,4123,3060,118,16,0,133,122,3319,4288,116,9,0,123,176,4593,5212,118,9,0,128,214,5553,5807,95,5,0,103,236,6142,4809,88,3,0,96,203,5103,2905,59,10,0,73,187,3166,954,38,11,0,48,87,1088,37866,782,115,9,910,1687,40459,6555,145,35,9,192,525,7271,3619,82,10,0,98,322,4038,3202,217,55,3,275,296,3775,3702,167,16,0,180,338,4227,4611,131,9,4,150,408,5159,5826,82,8,0,97,566,6490,5467,100,3,3,109,544,6118,3088,62,8,3,68,369,3521,1157,24,5,0,28,192,1376,37226,1022,156,21,1197,3561,41979,6323,180,35,12,226,554,7107,3538,69,4,0,73,316,3924,3352,249,15,0,267,357,3976,3533,226,17,0,241,324,4106,4551,129,24,0,155,368,5078,5942,101,19,4,123,474,6542,6460,92,11,3,103,501,7063,3718,55,5,0,62,369,4148,1300,34,4,0
11001,6281,240,92,18,355,355,6991,5368,368,63,0,429,282,6081,3103,292,33,7,335,206,3641,3637,268,22,5,298,224,4160,4601,174,9,0,185,174,4955,4285,93,8,0,106,171,4558,2904,57,6,4,63,133,3101,1635,31,6,0,41,82,1760,634,20,0,0,22,48,697,32434,1549,252,33,1833,1677,35945,5878,344,115,12,472,407,6759,5109,368,78,0,447,500,6061,3130,612,55,4,669,298,4098,3264,382,37,0,425,255,3940,4183,231,24,0,254,349,4781,4293,127,9,3,138,332,4762,3449,71,6,3,80,287,3813,1832,38,3,6,43,179,2061,715,19,3,0,20,88,824,31853,2184,332,26,2544,2686,37089,5398,558,149,28,735,574,6706,4193,415,66,0,486,788,5476,3300,738,71,0,806,414,4518,3051,591,66,0,653,281,3993,3678,260,58,0,322,303,4301,4388,152,37,0,192,323,4900,3766,85,17,0,105,264,4141,2307,45,3,0,49,253,2610,734,13,0,0
