SA3_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
11801,3174,3892,1487,310,8856,700,420,81,15,1217,3875,4306,1565,325,10078,1277,634,141,27,2089,5155,4943,1705,354,12158,3477,4325,1576,336,9714,872,491,111,14,1495,4345,4820,1694,357,11207,1290,720,164,27,2196,5635,5537,1854,385,13408,3367,4666,1604,311,9945,930,598,112,31,1669,4299,5265,1720,338,11618,1431,899,199,24,2559,5731,6167,1920,361,14179
11802,3742,4513,1361,262,9882,593,487,118,23,1216,4337,5003,1482,285,11099,1685,769,173,41,2673,6015,5770,1658,330,13776,3808,5023,1501,256,10584,821,624,122,27,1589,4630,5645,1622,279,12176,1605,815,178,34,2636,6232,6458,1800,313,14804,3677,5234,1466,228,10616,1043,710,151,28,1934,4717,5949,1623,257,12549,1552,922,227,48,2744,6270,6871,1852,305,15292
11901,5165,6478,3037,1356,16038,373,345,115,66,905,5538,6827,3158,1426,16942,2284,1542,589,286,4705,7825,8368,3741,1707,21641,5395,6743,3185,1578,16897,519,482,196,102,1300,5917,7227,3376,1679,18198,2224,1495,699,302,4719,8136,8718,4077,1984,22914,5744,6931,3463,1681,17818,600,502,191,92,1377,6348,7430,3649,1768,19200,2366,1619,756,353,5094,8715,9046,4409,2127,24292
11902,4826,5054,2069,942,12889,337,235,90,36,692,5161,5289,2154,975,13581,1871,1034,330,144,3379,7034,6326,2487,1120,16963,5068,5314,2145,999,13535,383,353,114,57,901,5451,5673,2260,1053,14436,1799,974,374,157,3299,7251,6640,2633,1206,17730,4620,5196,2149,993,12953,480,311,90,41,921,5103,5504,2239,1038,13877,1777,997,355,151,3283,6881,6503,2597,1185,17166
11903,4636,5211,1585,453,11886,345,242,72,30,693,4983,5449,1656,491,12577,1570,875,251,80,2781,6552,6331,1911,573,15357,4928,5442,1657,425,12449,428,313,87,41,871,5357,5755,1744,467,13324,1680,925,237,79,2925,7030,6684,1982,541,16245,4884,5460,1601,362,12310,471,330,99,38,939,5355,5796,1699,404,13251,1651,934,258,65,2905,7007,6724,1960,472,16156
11904,4599,4663,1570,488,11320,401,288,74,27,797,5004,4955,1652,512,12121,1613,859,256,90,2817,6618,5817,1909,595,14944,5168,5082,1543,453,12236,548,388,108,30,1076,5712,5470,1653,483,13315,1702,912,219,73,2904,7415,6374,1877,558,16224,5274,5176,1547,398,12398,700,396,93,22,1205,5976,5570,1636,419,13601,1773,951,255,71,3052,7750,6522,1891,494,16651
12001,2758,3188,934,184,7058,314,194,40,6,558,3069,3381,977,188,7615,877,429,94,22,1422,3949,3807,1071,211,9042,3255,3579,993,158,7983,390,242,56,8,700,3643,3820,1052,171,8683,981,525,111,16,1636,4625,4347,1160,189,10318,3267,3723,1034,137,8157,470,271,58,14,813,3737,3996,1085,151,8971,1038,568,120,23,1744,4777,4560,1207,173,10718
12002,1806,1900,473,66,4243,425,302,40,12,772,2228,2200,510,81,5018,661,277,59,12,1014,2888,2481,573,93,6035,1783,2399,564,70,4808,473,411,64,12,968,2253,2812,628,86,5781,636,330,65,11,1040,2890,3145,691,95,6811,1812,2653,555,64,5083,546,405,71,18,1041,2360,3060,627,81,6123,683,444,78,12,1218,3044,3501,710,90,7344
12003,5124,5276,1538,410,12350,470,349,79,21,919,5597,5630,1618,426,13267,2002,892,202,53,3147,7594,6520,1822,479,16411,5578,5595,1468,350,12997,609,460,93,12,1177,6184,6057,1561,368,14175,1966,895,174,56,3090,8150,6953,1732,421,17258,5730,5595,1384,329,13041,764,499,99,19,1376,6494,6100,1481,345,14423,1963,944,204,53,3169,8457,7036,1692,404,17589
12101,3965,5031,1698,267,10955,341,218,55,9,628,4307,5256,1751,277,11583,1233,599,131,26,1992,5542,5850,1878,302,13578,4732,5650,1784,253,12420,465,311,75,15,871,5202,5966,1856,267,13290,1315,678,159,10,2162,6514,6638,2016,280,15450,4781,6298,1687,242,13004,516,332,92,19,962,5300,6633,1775,262,13967,1470,880,175,16,2539,6769,7505,1950,277,16511
12102,3255,4102,1311,283,8948,263,227,65,24,578,3520,4334,1374,303,9529,893,580,151,29,1650,4412,4913,1524,330,11181,3604,4491,1310,271,9680,320,271,71,18,685,3925,4770,1384,286,10367,905,517,130,27,1588,4837,5287,1516,318,11949,4056,4950,1212,223,10445,375,304,74,23,775,4429,5255,1284,248,11218,1015,689,150,26,1881,5445,5946,1432,279,13095
12103,3944,6667,2755,622,13987,212,211,51,17,488,4151,6875,2805,639,14478,937,726,187,46,1890,5085,7597,2994,689,16363,4772,7424,2560,537,15294,333,307,85,21,752,5103,7729,2646,564,16043,1108,773,206,45,2129,6212,8498,2854,607,18173,5319,7891,2369,408,15992,381,350,93,25,848,5702,8239,2461,430,16839,1407,991,228,27,2654,7113,9232,2689,461,19491
12104,2726,2705,879,168,6475,372,161,41,4,570,3093,2865,920,173,7052,932,416,81,9,1435,4025,3280,1005,182,8490,3174,3171,892,151,7385,503,292,46,11,854,3677,3464,933,166,8239,1024,530,94,15,1671,4706,3992,1032,178,9905,3041,3285,870,146,7342,544,321,54,7,926,3587,3603,922,152,8267,1153,703,115,12,1986,4742,4304,1041,160,10253
12201,1217,1812,695,104,3826,211,171,32,4,421,1429,1984,730,106,4250,383,255,72,6,715,1816,2232,804,111,4965,1274,2012,721,97,4100,286,205,47,9,549,1560,2215,766,112,4653,376,280,56,9,722,1936,2497,824,118,5373,1320,2116,696,100,4228,332,272,62,15,682,1652,2384,756,117,4909,418,309,64,9,798,2071,2701,822,119,5705
12202,1827,2839,1023,218,5911,292,281,103,15,694,2123,3122,1121,234,6602,623,385,111,22,1142,2742,3505,1233,258,7741,1801,2958,1049,198,6006,342,354,110,27,832,2145,3316,1162,229,6842,555,446,121,26,1147,2698,3759,1276,249,7985,1830,2909,1075,200,6017,388,429,124,24,958,2213,3340,1198,221,6974,595,528,113,26,1261,2812,3864,1312,247,8233
12203,4750,7128,2468,502,14855,732,523,138,33,1435,5483,7656,2606,543,16285,1541,957,244,52,2789,7022,8612,2851,589,19071,4963,7802,2644,484,15896,902,753,175,45,1879,5868,8552,2817,533,17774,1509,959,253,47,2761,7377,9509,3071,579,20538,5068,8288,2542,402,16300,1119,848,225,53,2254,6195,9143,2767,450,18559,1707,1223,263,32,3232,7905,10363,3029,488,21788
12301,1740,2838,1095,330,5999,282,253,89,42,668,2020,3093,1180,370,6667,669,496,199,51,1422,2685,3591,1381,425,8084,2160,3174,1249,353,6932,402,320,122,53,905,2564,3493,1374,409,7835,781,614,218,66,1689,3345,4109,1595,475,9520,2353,3584,1447,394,7777,578,478,187,68,1323,2931,4063,1641,462,9099,988,754,287,86,2119,3920,4821,1928,548,11221
12302,4568,5147,2045,944,12711,787,665,314,136,1911,5357,5818,2360,1085,14616,2888,1805,795,396,5885,8247,7619,3155,1479,20506,4979,5597,2085,932,13589,932,769,336,184,2230,5917,6366,2417,1120,15815,2751,1800,815,378,5743,8664,8165,3233,1499,21558,6077,6895,2397,967,16337,1048,754,344,198,2340,7133,7650,2733,1166,18682,2812,1935,797,367,5905,9944,9578,3529,1534,24584
12303,1031,1479,720,243,3472,216,208,81,43,555,1246,1692,796,287,4022,447,280,133,58,914,1701,1971,928,346,4944,1166,1619,769,258,3818,271,265,91,49,674,1438,1884,862,310,4493,409,320,125,44,896,1843,2204,982,357,5385,1161,1778,849,264,4048,358,325,132,50,863,1518,2101,976,312,4906,500,377,131,57,1071,2017,2481,1109,369,5977
12401,2093,2870,1126,385,6469,477,439,133,49,1107,2565,3311,1256,436,7577,1139,692,215,91,2139,3707,4003,1475,527,9715,1929,2706,1143,321,6106,564,483,161,59,1273,2493,3192,1309,383,7380,1079,654,204,74,2009,3569,3849,1513,460,9389,1957,2713,1093,285,6057,628,524,171,50,1376,2581,3242,1267,341,7429,1066,688,220,59,2031,3644,3930,1482,397,9460
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,3757,4910,1977,727,11372,839,687,264,108,1898,4594,5594,2241,835,13269,2112,1349,482,178,4121,6707,6946,2724,1017,17385,4203,5416,2019,722,12364,994,854,318,138,2310,5202,6269,2340,861,14672,2213,1454,533,204,4407,7411,7727,2879,1066,19081,4825,6356,2248,691,14121,1308,1021,391,144,2863,6134,7379,2645,835,16991,2505,1674,596,247,5020,8635,9050,3240,1081,22005
12404,976,1162,548,190,2879,272,189,80,33,576,1245,1348,634,220,3454,691,433,151,56,1331,1941,1780,783,279,4783,878,1081,459,162,2583,249,206,95,40,588,1130,1293,553,205,3172,590,389,129,61,1163,1716,1681,678,265,4335,959,1043,477,149,2625,300,213,85,38,635,1258,1255,560,191,3264,596,385,154,45,1178,1852,1643,714,232,4443
12405,1615,1922,722,305,4562,295,289,129,50,763,1909,2206,848,356,5323,979,630,257,97,1968,2890,2840,1105,455,7290,1518,1692,672,329,4214,399,311,124,42,883,1917,2002,798,375,5094,942,572,237,134,1889,2858,2576,1032,513,6985,1515,1836,674,325,4355,434,343,139,71,986,1948,2180,813,398,5340,932,631,254,133,1960,2882,2813,1066,534,7301
12501,2994,2887,1129,646,7651,132,95,27,23,282,3122,2982,1150,669,7930,915,542,203,94,1759,4040,3523,1358,768,9684,3479,3137,1172,652,8435,223,147,56,26,452,3704,3286,1222,674,8890,1004,488,180,89,1767,4711,3777,1403,769,10656,3893,3310,1137,610,8949,294,138,48,22,494,4185,3449,1184,628,9442,1052,544,186,89,1864,5234,3992,1364,718,11311
12502,2375,3123,918,245,6661,168,140,28,23,362,2547,3263,942,268,7020,775,454,139,41,1404,3323,3718,1079,309,8431,2849,3493,1010,246,7604,229,231,33,16,509,3073,3722,1055,258,8107,830,509,131,41,1510,3912,4232,1183,301,9626,3188,3878,1081,256,8395,300,230,59,11,598,3484,4105,1141,267,8995,943,626,153,36,1761,4425,4734,1292,298,10756
12503,4622,5028,2361,1402,13409,360,259,111,63,793,4985,5282,2470,1462,14200,1932,1291,544,276,4053,6916,6572,3022,1738,18247,5053,5417,2659,1617,14739,418,366,193,110,1088,5473,5783,2850,1721,15826,1871,1217,549,280,3916,7337,6999,3402,2003,19748,4832,5653,2901,1773,15164,419,298,147,72,934,5257,5952,3047,1847,16100,1967,1261,568,291,4085,7221,7216,3619,2134,20183
12504,5787,5232,1378,383,12774,372,230,90,33,722,6161,5463,1468,412,13497,1651,802,235,98,2786,7816,6263,1701,508,16287,7600,6689,1379,374,16044,428,263,91,25,812,8027,6950,1473,401,16857,1628,769,200,82,2677,9658,7723,1674,486,19535,7946,7404,1450,394,17197,445,289,87,39,856,8388,7694,1532,430,18053,1628,859,239,76,2799,10017,8553,1775,512,20848
12601,1860,2487,801,153,5303,89,80,34,8,198,1948,2565,834,161,5505,460,258,51,12,779,2399,2830,883,169,6282,2081,2825,774,161,5848,114,116,27,3,264,2197,2940,796,170,6109,497,282,57,15,861,2698,3227,857,187,6969,2483,3323,809,157,6774,142,133,22,8,314,2626,3461,832,167,7086,645,349,79,9,1083,3275,3810,910,181,8169
12602,4607,5343,1692,308,11951,347,254,51,12,666,4953,5599,1743,323,12619,1413,688,155,24,2279,6365,6285,1898,347,14901,5477,6035,1765,297,13567,428,349,68,16,859,5906,6380,1829,312,14424,1484,736,173,33,2424,7387,7119,2000,348,16852,5982,6685,1710,267,14652,518,393,83,19,1010,6499,7086,1789,286,15665,1647,907,191,35,2775,8145,7987,1982,328,18444
12701,2722,3666,1732,708,8836,283,226,116,54,678,3008,3894,1846,769,9516,1101,890,352,165,2510,4111,4786,2198,935,12023,3376,4606,2053,859,10892,397,402,189,96,1082,3772,5004,2242,963,11982,1250,988,435,225,2905,5021,5992,2677,1188,14882,5128,6710,2842,1139,15823,651,594,244,145,1634,5775,7309,3090,1283,17456,1660,1408,622,280,3978,7439,8717,3711,1560,21434
12702,6077,6806,3009,1143,17039,439,445,187,78,1146,6518,7256,3197,1221,18186,3154,2289,785,345,6573,9674,9545,3975,1564,24758,5678,6748,2888,1197,16513,575,592,251,133,1548,6250,7338,3141,1334,18058,3143,2233,811,343,6530,9398,9572,3950,1676,24593,5464,6382,3158,1252,16250,606,518,219,97,1436,6071,6897,3373,1349,17688,2896,2110,740,296,6044,8968,9011,4112,1648,23735
12703,3784,5011,1907,720,11419,391,287,116,59,858,4176,5306,2018,781,12275,1499,1019,361,164,3041,5667,6320,2381,946,15317,4296,5202,2134,807,12443,485,439,171,72,1163,4782,5643,2304,880,13602,1668,1006,368,177,3221,6451,6645,2672,1055,16823,4871,6011,2323,959,14168,553,467,161,83,1266,5428,6477,2483,1036,15434,1863,1166,466,221,3717,7288,7646,2954,1258,19142
12801,3105,4425,1714,375,9622,509,394,101,39,1035,3612,4821,1814,413,10655,1371,789,191,48,2398,4983,5609,1999,458,13056,3311,4766,1780,367,10224,613,438,134,28,1216,3926,5202,1920,395,11440,1307,752,206,49,2315,5231,5959,2127,443,13757,3440,5073,1810,346,10668,833,565,177,43,1613,4272,5636,1988,385,12285,1283,886,257,48,2471,5551,6522,2244,435,14751
12802,3801,5524,2105,465,11900,427,361,120,41,948,4232,5887,2224,503,12844,1179,782,228,66,2254,5409,6663,2451,568,15098,3648,5485,2073,404,11613,487,506,165,31,1190,4133,5989,2243,434,12803,1149,817,199,64,2225,5287,6808,2440,495,15026,3642,5659,2012,361,11678,659,600,175,33,1470,4305,6259,2190,396,13149,1187,869,250,45,2350,5485,7129,2437,443,15500
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
