SA3_CODE_2021,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Managers_C21_M,Managers_C21_F,Managers_C21_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Professionals_C21_M,Professionals_C21_F,Professionals_C21_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Tech_trad_wkrs_C21_M,Tech_trad_wkrs_C21_F,Tech_trad_wkrs_C21_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Com_pers_S_work_C21_Cens_M,Com_pers_S_work_C21_Cens_F,Com_pers_S_work_C21_Cens_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Cler_admin_work_C21_M,Cler_admin_work_C21_F,Cler_admin_work_C21_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Sales_workers_C21_M,Sales_workers_C21_F,Sales_workers_C21_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Mach_oper_driv_C21_M,Mach_oper_driv_C21_F,Mach_oper_driv_C21_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Labourers_C21_M,Labourers_C21_F,Labourers_C21_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Inadeq_descr_Ns_C21_M,Inadeq_descr_Ns_C21_F,Inadeq_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
11501,8524,3519,12041,8577,3976,12550,9220,5017,14240,10310,10271,20579,11057,11453,22512,13078,13465,26537,5846,1068,6914,5628,1109,6739,5088,1145,6226,1569,3420,4990,1780,3756,5541,1569,3724,5289,2850,9076,11927,3042,8656,11686,3056,8317,11369,3148,3780,6927,3162,3756,6916,2761,3147,5908,1592,203,1796,1723,186,1909,1675,244,1914,1937,929,2869,2172,972,3143,2074,972,3047,603,461,1066,681,528,1216,623,543,1169,36380,32723,69106,37824,34392,72210,39143,36569,75717
11502,1735,803,2541,1787,812,2595,1959,942,2902,1303,1537,2841,1236,1637,2868,1370,1754,3120,1631,300,1930,1578,332,1915,1691,307,1999,263,634,899,310,689,1003,279,708,992,328,1777,2108,335,1652,1991,325,1644,1973,482,668,1153,505,664,1165,453,630,1082,459,31,493,451,33,487,417,57,478,567,273,841,601,274,874,578,251,831,133,77,205,146,89,234,154,98,250,6905,6095,13004,6947,6173,13123,7232,6391,13622
11503,1221,567,1781,1172,628,1801,1231,789,2020,800,1264,2056,756,1287,2037,746,1356,2098,1993,311,2304,2106,317,2427,2204,331,2530,269,792,1061,313,884,1195,279,991,1270,297,1609,1908,272,1585,1856,293,1575,1864,379,644,1018,367,654,1017,308,594,900,863,63,924,841,68,911,871,105,977,764,384,1150,778,378,1157,748,370,1121,115,90,199,136,96,229,135,93,224,6697,5718,12410,6737,5899,12636,6802,6212,13010
11504,1677,695,2373,1989,966,2959,3437,1907,5341,1207,1554,2761,1671,2059,3730,3715,4494,8204,1880,317,2195,2087,332,2418,2971,549,3522,321,680,1003,456,959,1417,755,1742,2496,473,1986,2463,607,2339,2948,1095,3449,4545,552,783,1335,697,973,1667,986,1410,2400,770,59,833,817,73,890,1151,153,1309,587,279,865,734,305,1036,1017,470,1485,129,109,236,167,122,292,251,203,459,7600,6456,14060,9229,8123,17351,15380,14376,29760
11601,3114,1680,4794,3596,2003,5602,3817,2280,6099,4850,5255,10103,5333,6184,11513,6435,7413,13850,6962,1148,8112,7038,1212,8249,5926,1193,7121,1693,3442,5134,1813,4313,6126,1808,4613,6426,2949,7772,10719,3017,7087,10102,2941,6425,9367,2053,3100,5156,2287,3204,5497,1876,2802,4684,5119,683,5808,5693,787,6481,6274,1195,7471,3796,2061,5865,4352,2247,6600,3604,2281,5883,747,524,1273,781,540,1320,802,615,1413,31289,25668,56953,33914,27575,61492,33488,28820,62308
11602,3284,1641,4925,4091,2166,6260,6439,3663,10105,4282,4460,8736,5639,6088,11731,10662,11072,21739,4099,689,4789,4549,838,5391,5533,1264,6798,1057,1973,3034,1271,2856,4125,1780,4492,6266,1828,5185,7013,2156,5799,7949,3285,7773,11062,1504,2165,3669,1906,2563,4467,2231,3044,5277,2317,268,2577,2827,335,3156,4020,684,4706,1664,987,2651,1946,1048,2993,2474,1493,3966,397,268,665,439,336,774,661,635,1297,20423,17643,38066,24830,22027,46854,37090,34131,71216
11603,1547,922,2470,1762,1094,2857,1920,1292,3210,2137,2635,4768,2660,3217,5874,2950,3722,6674,4644,744,5385,4919,761,5680,4150,694,4850,1268,2610,3879,1401,3455,4852,1393,3587,4978,1899,5015,6918,1945,4990,6936,1838,4634,6473,1321,2364,3688,1464,2658,4124,1279,2271,3542,5387,893,6279,5932,1127,7062,5829,1493,7330,3532,2093,5629,3716,2181,5894,3179,2120,5300,546,364,913,624,440,1064,584,471,1055,22285,17636,39927,24408,19929,44336,23120,20282,43405
11701,1224,797,2031,1773,1178,2947,2295,1794,4084,1653,1949,3602,2427,2727,5153,3727,4374,8103,1993,387,2385,2315,477,2793,2975,635,3607,743,1138,1879,899,1577,2473,1050,2100,3150,927,2346,3273,1036,2472,3509,1294,2964,4256,716,1110,1819,872,1364,2238,1047,1505,2550,1306,141,1447,1337,144,1481,1483,252,1729,1021,573,1592,1260,697,1955,1550,807,2357,232,139,373,259,163,419,369,256,628,9812,8586,18395,12187,10796,22978,15795,14679,30467
11702,1890,1743,3631,2276,2079,4359,2697,2611,5310,4353,4944,9297,5035,5958,10992,5858,6846,12703,2152,609,2755,2283,642,2924,2000,629,2624,911,1368,2283,1045,1665,2715,921,1456,2373,1325,2743,4065,1302,2672,3974,1299,2441,3741,895,1021,1924,936,1264,2205,850,969,1823,857,133,990,778,110,888,720,115,840,1166,523,1690,1182,556,1740,907,443,1350,272,177,454,291,191,483,267,194,462,13820,13259,27085,15138,15134,30278,15518,15712,31229
11703,9723,6723,16449,11842,8616,20456,13926,10492,24420,21412,17631,39047,24722,21225,45956,29218,25495,54711,5942,1837,7783,7403,2241,9645,6921,2375,9299,4277,4953,9231,5088,7265,12352,4175,5919,10090,4988,8180,13166,5036,8446,13485,5335,8603,13938,3541,3849,7391,4200,4952,9149,3920,4212,8138,1282,178,1458,1595,229,1825,2170,419,2592,2548,1321,3869,3952,2183,6133,3513,2074,5585,1118,703,1817,1286,930,2215,1341,1005,2346,54835,45383,100217,65123,56084,121214,70521,60591,131114
11801,7394,5133,12524,8200,5997,14196,9106,7018,16126,13269,12613,25881,13589,13819,27406,14495,15363,29854,3155,884,4039,3123,887,4015,2884,887,3775,1823,2909,4732,1936,3332,5269,1453,2703,4156,2189,5543,7735,2011,5342,7354,1953,4881,6838,2205,2701,4913,2443,2883,5332,2236,2526,4760,685,58,736,716,79,795,693,127,816,1177,442,1621,1400,583,1986,1189,499,1692,800,573,1370,731,523,1251,896,655,1552,32704,30858,63558,34156,33448,67606,34902,34664,69570
11802,5221,3598,8822,6088,4494,10583,6807,5430,12238,10143,11361,21506,10921,12832,23755,11315,14333,25647,4927,1094,6016,5147,1079,6224,5117,1096,6211,2413,3586,5999,2590,4075,6665,2026,3736,5762,2591,7007,9601,2558,6696,9258,2232,6157,8385,2205,2942,5146,2365,3209,5569,2019,2649,4666,1746,145,1890,1741,147,1890,1658,236,1888,2056,859,2911,2235,991,3225,2123,969,3090,648,480,1127,629,481,1110,673,514,1179,31946,31069,63019,34281,33991,68272,33964,35110,69070
11901,4230,2064,6294,4537,2385,6921,4852,2830,7686,5007,5890,10896,5827,6739,12563,6731,8272,14997,8226,1214,9444,8429,1259,9689,6682,1118,7802,1808,3496,5309,2102,4797,6903,1907,4690,6599,3036,8209,11244,3152,7827,10983,3277,7608,10880,2395,3445,5843,2734,3921,6657,2450,3279,5728,4728,577,5309,4996,624,5620,4396,700,5091,3966,1889,5856,4452,1997,6445,3731,1989,5713,949,586,1539,924,607,1534,905,683,1596,34360,27373,61734,37163,30154,67313,34918,31169,66090
11902,2927,1606,4534,3352,1971,5324,3571,2331,5900,4190,4384,8579,4691,5233,9926,5447,6205,11649,6129,1045,7172,6501,1028,7525,4883,978,5864,1765,2749,4517,2060,3850,5915,1849,3778,5632,2301,5111,7411,2434,5034,7471,2333,4887,7218,2180,2749,4931,2622,3073,5695,2268,2725,4990,3995,455,4453,4385,428,4814,3415,476,3894,3789,1966,5748,4420,2165,6585,3213,1665,4882,824,501,1326,914,511,1429,812,524,1336,28109,20564,48674,31391,23289,54677,27788,23567,51357
11903,4194,2223,6417,4596,2516,7108,4750,2990,7740,6324,6858,13178,6916,7759,14672,7550,8847,16394,5565,969,6533,5846,986,6828,5231,988,6221,1678,3036,4711,1962,3869,5834,1693,4307,6006,2735,6863,9597,2687,6471,9160,2643,6327,8966,2171,2886,5055,2470,3470,5941,2337,2981,5314,2517,406,2919,2711,369,3083,2547,424,2969,2530,1397,3923,3146,1653,4804,3086,1555,4636,651,469,1121,702,510,1207,682,574,1257,28374,25091,53464,31040,27606,58645,30517,28993,59506
11904,4061,2315,6384,4812,2912,7728,5295,3601,8895,6147,6553,12699,7409,8122,15531,8716,10036,18750,6078,1210,7291,6675,1232,7909,6156,1288,7442,2090,3153,5245,2269,4408,6682,2041,4524,6569,2908,6927,9841,2982,7027,10010,3073,6974,10045,2330,3209,5543,2777,3986,6765,2663,3325,5987,3318,384,3709,3624,426,4047,3199,514,3710,3293,1892,5185,4310,2417,6730,3674,2156,5827,744,527,1268,785,584,1367,789,635,1417,30981,26175,57157,35649,31121,66770,35601,33048,68647
12001,4280,2764,7041,4893,3213,8102,5129,3894,9021,5900,6216,12110,6837,7486,14323,7442,8410,15858,2917,557,3476,3036,701,3733,2914,662,3581,1056,1613,2667,1166,2020,3185,1009,1997,3013,1634,4619,6248,1748,4691,6440,1777,4726,6497,1579,1763,3341,1817,2089,3907,1627,1686,3311,788,62,853,918,86,1002,887,127,1011,1070,422,1500,1257,497,1757,1235,493,1724,379,279,657,446,361,802,426,385,809,19599,18300,37896,22114,21132,43244,22449,22377,44829
12002,3367,2907,6274,3567,3019,6587,3898,3533,7435,5705,6627,12330,5858,6718,12573,6118,7208,13328,1540,452,1994,1514,444,1959,1456,410,1872,714,1261,1974,808,1284,2092,712,1154,1868,1048,2752,3801,1051,2567,3620,957,2346,3307,883,1105,1990,931,1096,2032,874,1009,1884,416,31,450,393,39,428,356,56,413,560,208,762,553,222,776,517,207,722,258,169,425,280,206,492,224,173,397,14488,15511,30000,14961,15595,30561,15120,16100,31218
12003,4872,3306,8174,5534,3827,9364,6336,4945,11274,10112,10799,20911,11912,12483,24393,13716,14978,28690,5862,1309,7169,6365,1401,7763,5778,1484,7263,2221,3608,5832,2551,4599,7154,2254,5070,7325,3204,7219,10417,3341,7227,10564,3516,7143,10657,2739,3202,5936,3140,3744,6882,2942,3293,6241,2212,258,2470,2453,272,2725,2539,442,2978,3307,1524,4838,3930,1957,5885,4121,2038,6159,831,577,1409,890,679,1570,963,700,1663,35363,31802,67169,40118,36197,76317,42159,40097,82256
12101,5869,3571,9441,6623,4216,10842,7377,5332,12712,10953,9856,20809,11903,11283,23189,13020,12784,25800,2664,768,3430,2731,793,3525,2743,855,3603,1235,2240,3474,1389,2714,4108,1326,2544,3869,2079,5233,7315,2045,5051,7094,2155,5043,7201,1751,1988,3744,2113,2359,4478,1905,2065,3965,645,89,725,738,71,808,772,117,886,1016,517,1532,1271,599,1870,1144,629,1774,552,399,954,582,449,1035,585,469,1049,26769,24667,51433,29395,27543,56937,31027,29834,60858
12102,3613,1723,5332,3686,1942,5634,4203,2612,6821,6281,6162,12438,6796,6762,13556,7792,8089,15878,3613,746,4358,3569,742,4309,3433,838,4275,1120,2291,3411,1229,2711,3941,1254,2961,4211,1692,4588,6278,1584,4293,5880,1623,4341,5962,1389,1824,3208,1394,1859,3255,1333,1619,2956,972,118,1083,970,130,1100,1040,160,1195,1579,684,2267,1655,765,2421,1621,818,2437,386,221,609,340,234,569,325,267,592,20644,18343,38991,21228,19427,40660,22624,21697,44327
12103,7262,3243,10506,7632,3977,11610,8118,4966,13085,10492,9139,19634,11178,10485,21664,12399,12037,24434,2012,644,2654,2182,639,2824,2213,670,2887,1148,2344,3486,1319,2658,3976,1166,2506,3673,1878,5443,7322,1962,5376,7336,1929,5289,7218,1874,2225,4092,2018,2480,4498,1947,2135,4080,434,70,503,573,67,641,630,112,744,942,400,1341,1073,466,1539,1072,496,1569,526,365,888,583,400,982,561,461,1020,26561,23868,50430,28519,26553,55074,30031,28682,58719
12104,5973,4454,10428,6555,5160,11716,6861,5679,12540,11135,10214,21350,11390,11184,22575,11498,12147,23645,1997,646,2646,1979,657,2642,1886,649,2535,1184,1941,3134,1249,2100,3349,1054,1901,2955,1947,5068,7014,1820,4805,6619,1764,4401,6168,1630,1771,3403,1692,1970,3662,1546,1702,3250,373,39,403,405,46,451,442,70,508,672,265,939,733,340,1069,713,346,1055,583,388,973,533,431,964,518,406,923,25492,24796,50290,26362,26690,53055,26273,27298,53568
12201,2637,1596,4230,3040,1980,5019,3426,2477,5900,4047,3672,7722,4243,4035,8272,4466,4653,9122,1203,295,1504,1161,332,1496,1134,247,1382,540,1077,1613,635,1126,1765,536,1058,1593,706,1951,2667,656,1874,2526,633,1676,2309,782,840,1629,856,930,1782,774,837,1613,282,30,316,273,34,304,260,58,316,452,172,622,458,175,629,390,161,552,228,150,374,226,168,399,235,148,380,10886,9780,20664,11548,10644,22198,11843,11318,23163
12202,3443,1605,5053,3711,1918,5630,4096,2495,6596,3673,3888,7566,3685,4361,8047,3935,4835,8773,3198,544,3747,3253,598,3849,3305,604,3906,800,1795,2595,877,1993,2865,807,1933,2739,800,3487,4286,744,3428,4167,664,3173,3835,1133,1594,2730,1248,1595,2840,1220,1380,2599,690,71,761,686,101,788,690,127,816,1042,412,1452,1065,404,1468,1056,416,1469,277,224,497,306,230,539,298,219,517,15065,13623,28682,15571,14627,30197,16079,15176,31253
12203,7606,4188,11796,8367,5066,13433,9328,6616,15940,9263,9662,18922,9579,11186,20762,10641,12995,23635,7866,1349,9210,7887,1475,9363,7988,1431,9422,2022,4476,6494,2388,5229,7615,2260,5413,7673,2507,8730,11239,2391,8389,10784,2287,7910,10195,3098,3899,6993,3177,4008,7182,3151,3615,6770,2131,313,2445,2137,329,2463,2296,408,2704,2805,1267,4076,3140,1381,4523,3010,1316,4336,636,470,1106,661,502,1166,608,527,1135,37933,34350,72280,39724,37571,77294,41581,40226,81804
12301,2311,1140,3449,2644,1395,4037,3209,1968,5179,1951,2959,4912,2231,3623,5856,2552,4559,7109,3542,465,4005,4170,625,4804,4876,708,5585,897,1741,2639,1033,2416,3443,1169,3020,4188,980,3774,4749,1104,4226,5334,1229,4560,5787,1044,1689,2734,1214,2066,3285,1270,2133,3408,1973,194,2172,2319,218,2538,2590,307,2897,1309,603,1915,1752,732,2483,1942,822,2768,209,170,386,318,254,570,355,263,614,14213,12734,26954,16795,15556,32346,19196,18344,37536
12302,3670,1995,5666,3623,2239,5863,4233,2785,7020,4078,5313,9396,4666,5979,10643,6108,7768,13873,8464,1263,9725,8385,1253,9638,7612,1242,8854,2099,4593,6693,2252,5555,7811,2404,6252,8655,3059,8783,11844,3016,8174,11185,3116,7800,10915,2396,3992,6382,2502,4257,6755,2394,3888,6280,6490,851,7339,7233,979,8212,7017,1262,8283,4572,2603,7173,4994,2815,7807,4817,2794,7613,761,512,1272,840,553,1391,996,734,1731,35588,29902,65485,37508,31801,69310,38696,34524,73224
12303,1406,676,2077,1647,866,2502,1916,1177,3094,1023,1677,2701,1074,1939,3015,1097,2202,3299,2810,449,3257,3244,519,3764,3633,505,4137,409,1256,1660,496,1565,2059,506,1735,2245,440,2199,2639,463,2435,2903,464,2654,3125,455,1005,1457,542,1170,1711,579,1163,1740,1679,123,1801,1741,159,1905,1816,188,2002,1140,640,1779,1264,658,1924,1365,744,2114,193,128,325,213,151,365,248,181,426,9555,8146,17705,10690,9461,20150,11630,10550,22179
12401,2773,1487,4265,2786,1675,4455,3014,2022,5040,4504,5728,10235,4282,5981,10266,4553,6474,11028,3998,679,4681,3855,741,4595,3816,756,4574,1366,2694,4059,1442,2877,4322,1447,2866,4321,1305,3780,5088,1207,3586,4793,1135,3346,4488,1064,1681,2743,1091,1604,2693,1029,1401,2425,1420,126,1542,1376,119,1498,1303,151,1454,1613,803,2413,1781,905,2688,1673,757,2430,283,216,505,305,188,489,271,215,485,18330,17207,35536,18122,17682,35800,18233,17993,36231
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,4325,2361,6687,4602,2819,7422,5487,3820,9309,3868,5500,9369,4483,6595,11074,5506,8587,14090,8165,1265,9426,8874,1338,10212,9437,1480,10923,2043,4019,6066,2245,5065,7312,2472,6116,8586,2589,9209,11798,2681,9642,12325,2850,9712,12563,2269,3917,6187,2448,4175,6630,2326,4112,6440,5318,561,5877,5988,608,6599,6576,1012,7585,3714,1771,5488,4242,1998,6241,4569,2108,6678,670,450,1117,777,519,1299,849,608,1461,32952,29059,62013,36342,32767,69107,40065,37562,77628
12404,1139,664,1805,1150,681,1836,1242,865,2101,903,1457,2357,846,1506,2355,891,1707,2599,2693,433,3121,2701,422,3128,2622,432,3058,588,1183,1777,523,1349,1872,522,1498,2012,507,2067,2565,458,2074,2530,489,1932,2422,545,1027,1572,549,1054,1595,496,925,1422,1506,167,1682,1565,172,1739,1577,180,1762,1062,642,1705,1173,654,1823,1099,659,1758,195,112,304,189,114,302,199,146,347,9140,7748,16890,9162,8021,17180,9138,8346,17486
12405,1306,738,2044,1248,810,2054,1270,910,2175,1114,1640,2751,1152,1807,2962,1291,2030,3314,3342,441,3778,3234,445,3679,2861,412,3272,693,1672,2366,679,1948,2630,723,1976,2694,1130,3704,4839,1129,3350,4477,1012,3105,4118,840,1552,2391,860,1562,2422,705,1363,2063,2931,364,3299,3090,501,3595,3112,622,3736,1884,897,2778,2004,905,2910,1783,866,2649,308,200,508,293,217,518,342,201,544,13545,11203,24752,13687,11558,25240,13091,11483,24575
12501,1828,951,2779,2457,1312,3770,2993,1878,4871,3109,2937,6040,3910,3848,7760,5612,5720,11332,3573,587,4160,5185,718,5906,3835,855,4693,1000,1436,2432,1287,2302,3581,1382,3105,4485,1435,2742,4176,1654,2990,4649,1872,3445,5318,1218,1318,2535,1726,1766,3491,1652,1739,3394,2077,288,2367,2379,322,2701,2476,450,2925,2326,1426,3753,3222,1742,4964,3023,1773,4796,568,350,914,764,398,1166,878,512,1393,17126,12035,29162,22593,15387,37985,23727,19483,43211
12502,2396,1270,3668,2612,1373,3981,2994,1849,4838,3832,3695,7530,4305,4363,8674,5098,5192,10288,2800,514,3316,3004,548,3555,2857,616,3470,701,1442,2144,818,1777,2595,800,1919,2723,1217,3498,4717,1267,3522,4788,1440,3620,5062,1058,1348,2407,1272,1458,2737,1167,1374,2540,1051,140,1187,1176,150,1319,1191,191,1388,1110,645,1752,1282,699,1985,1193,666,1863,338,214,557,343,247,581,367,285,653,14502,12763,27268,16072,14143,30211,17103,15722,32822
12503,3030,1559,4592,3454,1811,5265,3476,2056,5531,3943,4632,8571,4423,5283,9703,4877,6103,10980,7176,975,8153,7874,969,8850,5647,931,6579,1537,2935,4472,1769,4024,5795,1693,3982,5676,2604,6587,9187,2611,6265,8880,2476,5822,8298,2012,2754,4767,2364,3068,5430,1974,2539,4513,4468,568,5043,4665,669,5327,4237,788,5026,3783,1812,5591,4423,1926,6348,3647,1918,5566,851,513,1364,1003,614,1614,920,666,1584,29396,22340,51740,32589,24638,57219,28953,24798,53754
12504,4067,2039,6102,4920,2377,7296,5482,3090,8570,8672,7579,16252,11244,9320,20566,13677,11709,25384,5718,1077,6791,5621,1136,6757,4967,1214,6176,1804,2999,4810,1863,3639,5501,1834,4271,6103,3323,7119,10436,3425,6745,10163,3272,6761,10032,2358,2643,5005,2464,2837,5303,2315,2608,4924,3261,409,3664,3536,510,4051,3975,769,4745,3096,1534,4630,3322,1687,5009,3206,1748,4952,707,476,1188,799,583,1383,879,646,1522,33006,25877,58880,37198,28834,66034,39605,32815,72415
12601,2174,1103,3277,2413,1199,3616,2690,1637,4327,4390,3942,8330,4740,4499,9236,5839,5599,11436,1354,320,1670,1371,350,1722,1404,450,1855,501,977,1478,625,1145,1774,528,1321,1851,923,2392,3310,936,2295,3231,1063,2479,3542,794,892,1683,810,989,1797,844,914,1760,314,48,364,400,42,440,444,62,512,552,273,828,638,315,952,656,333,988,191,153,347,208,169,377,212,191,401,11185,10102,21285,12135,10997,23140,13685,12993,26674
12602,5395,3044,8440,6202,3653,9852,7282,4952,12236,9546,9231,18778,11093,10988,22079,13624,13821,27445,4814,1022,5831,5061,1199,6262,5080,1295,6375,1582,2880,4467,1903,3514,5417,1756,3771,5519,2645,7078,9722,2766,7100,9863,3135,7204,10342,2210,2625,4839,2575,3138,5718,2519,2990,5509,1491,185,1674,1559,186,1746,1655,245,1898,2035,1007,3040,2188,1169,3361,2155,1131,3292,663,461,1126,638,523,1162,720,579,1301,30383,27542,57926,33989,31471,65463,37928,35993,73919
12701,2329,1216,3548,3090,1697,4788,4374,2730,7107,1813,2502,4310,2654,4095,6749,4623,6939,11565,4773,641,5420,5834,834,6667,6530,945,7475,765,1831,2598,1110,2853,3963,1614,4188,5803,1284,4432,5717,1755,5309,7067,2490,6707,9192,1166,2017,3180,1659,2585,4245,1970,3056,5027,3404,453,3856,4212,588,4797,5290,973,6263,2503,1409,3905,3094,1523,4620,3405,1837,5239,526,320,842,645,473,1119,723,552,1271,18554,14818,33371,24050,19959,44011,31017,27931,58947
12702,3312,1781,5094,3439,2054,5494,3241,2109,5351,3874,4586,8461,4215,5225,9441,4424,5829,10252,8938,1374,10312,8845,1320,10168,6190,1122,7310,1681,3896,5578,1848,4937,6789,1479,4394,5874,2692,7242,9937,2772,6857,9624,2620,6102,8728,2350,3808,6161,2462,4111,6576,2061,3208,5276,6909,1140,8053,6998,1181,8172,6653,1438,8093,5908,3659,9564,6246,3699,9946,4726,3263,7988,1237,778,2019,1163,785,1947,1051,682,1733,36913,28268,65190,38002,30159,68155,32448,28152,60601
12703,2731,1406,4134,3181,1627,4812,3753,2189,5949,3359,4115,7471,3898,5026,8924,5163,6785,11950,5922,787,6706,5989,802,6793,5439,887,6325,1848,2541,4386,1817,3302,5118,2136,3865,6003,2021,5690,7713,2149,5614,7769,2425,5922,8351,1436,2273,3711,1637,2597,4239,1684,2500,4179,3658,479,4134,4052,605,4655,4229,866,5093,2628,1464,4086,3088,1538,4629,2884,1580,4461,585,393,982,647,467,1112,658,502,1164,24185,19146,43325,26457,21586,48046,28371,25100,53471
12801,5416,2607,8023,5745,3097,8841,6688,4134,10826,5483,6827,12308,5721,7515,13237,6410,8956,15365,6370,911,7281,6401,953,7356,6578,970,7552,1968,3478,5452,2035,3935,5971,1960,3987,5950,2057,7387,9441,2032,6907,8942,1991,7030,9020,2162,3215,5377,2179,3212,5393,2003,2878,4880,1949,159,2100,1956,175,2131,1816,245,2057,2074,814,2882,2135,836,2972,2118,826,2946,499,344,849,561,368,928,583,409,996,27978,25740,53713,28775,26991,55766,30146,29440,59583
12802,5211,2469,7680,5308,2756,8060,5684,3450,9132,5855,7129,12984,5938,7839,13782,6513,8958,15473,7036,951,7989,6729,1054,7782,6701,991,7684,1809,3522,5336,1949,3874,5830,1834,3949,5792,2555,8271,10827,2332,7495,9828,2137,7057,9198,2185,3309,5496,2111,3161,5271,1882,2629,4514,2136,159,2297,2030,171,2194,1799,197,1992,2164,869,3029,2242,835,3083,2112,888,2998,478,299,779,478,367,845,440,298,736,29426,26976,56406,29116,27552,56665,29099,28415,57516
19797,0,0,0,3,0,5,0,0,0,0,3,3,11,10,17,0,0,0,4,0,4,11,11,17,0,0,0,0,0,0,4,13,15,0,0,0,0,3,3,0,18,16,0,0,0,0,0,0,4,15,15,0,0,0,0,0,0,11,0,11,0,0,0,12,0,12,12,3,15,0,0,0,0,0,0,5,3,6,0,0,0,22,13,28,61,74,130,0,0,0
19999,220,116,341,169,104,271,133,104,234,381,364,742,318,329,648,236,264,500,470,72,542,395,79,476,241,47,279,200,266,466,182,246,434,122,216,334,103,285,389,92,173,263,63,168,236,92,151,237,112,111,224,69,104,171,321,30,347,309,25,334,216,35,253,368,120,491,396,182,583,254,165,419,57,38,96,67,38,103,55,22,77,2204,1441,3653,2043,1290,3327,1388,1128,2511
