region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED10001,56,50,135,152,330,729,926,880,484,3742,0,9,21,47,43,45,46,23,14,248,248,274,483,560,586,665,699,767,506,4788,2431,4357,8011,8974,9872,9315,6528,4114,1660,55262
SED10002,34,77,358,709,991,1132,961,770,382,5414,24,88,325,417,580,577,422,308,107,2848,473,985,2019,1403,1220,798,592,428,204,8122,2958,8041,17339,12759,11792,8412,4531,2911,1187,69930
SED10003,32,30,70,95,233,446,532,739,559,2736,8,4,14,22,19,19,17,13,12,128,176,190,386,479,589,589,505,551,376,3841,1543,2740,5975,8910,10434,9994,6082,4064,1940,51682
SED10004,9,8,33,66,170,343,596,709,281,2215,0,3,15,15,33,73,95,166,46,446,175,442,1080,999,702,698,598,546,338,5578,1334,4889,14677,14767,10052,8425,4596,2659,1026,62425
SED10005,21,44,240,423,741,1087,1175,918,407,5056,13,36,116,200,423,426,450,375,114,2153,379,477,1006,970,927,822,634,535,369,6119,2773,5713,11963,10779,9933,7887,5028,3336,1522,58934
SED10006,79,89,143,298,618,1213,1189,767,371,4767,3,0,9,28,40,80,79,43,14,296,372,314,597,760,852,907,927,727,278,5734,2201,3570,7299,8518,9562,8636,6258,3445,1152,50641
SED10007,47,42,92,195,421,821,864,761,358,3601,3,5,8,23,35,30,43,21,16,184,297,504,786,779,769,775,757,646,266,5579,2521,5029,7722,9271,10067,9357,6597,3735,1275,55574
SED10008,18,16,22,67,119,288,404,363,277,1574,0,3,19,23,43,58,55,71,19,291,116,148,264,331,359,350,370,359,335,2632,1905,4176,8381,11314,9891,8687,6092,2865,1231,54542
SED10009,37,36,98,174,349,812,960,870,452,3788,3,9,11,12,16,31,42,32,6,162,207,141,321,438,589,795,906,853,464,4714,1702,2199,4710,7166,9871,11682,8957,5066,1920,53273
SED10010,39,55,173,247,473,927,834,724,355,3827,6,15,77,87,126,147,154,132,56,800,248,326,725,616,649,681,558,531,226,4560,2635,5557,13123,11058,10266,8271,4600,2806,983,59299
SED10011,21,20,38,79,151,330,315,310,238,1502,6,10,15,22,23,22,23,21,11,153,228,193,324,528,707,687,560,500,319,4046,1965,3253,6182,9247,10395,10297,6168,3246,1455,52208
SED10012,35,53,89,187,393,972,1103,996,478,4306,0,3,12,21,34,43,30,41,16,200,202,187,368,513,560,731,840,782,353,4536,1855,2804,5739,8439,9507,9646,7201,4158,1519,50868
SED10013,28,64,368,958,1554,1482,1135,952,276,6817,13,65,272,685,1308,985,630,653,260,4871,335,374,676,946,918,788,573,522,311,5443,2656,5241,10161,10694,11045,8278,4729,3269,1136,57209
SED10014,41,33,83,157,405,693,529,435,277,2653,3,10,21,32,70,102,86,72,28,424,299,281,504,581,628,595,466,346,120,3820,3006,5366,10579,11981,10858,8026,4036,2050,863,56765
SED10015,35,64,115,240,445,844,584,384,149,2860,8,19,32,60,97,100,90,69,21,496,304,275,591,625,710,708,515,398,168,4294,2665,5052,9956,9107,9559,8923,4349,1959,603,52173
SED10016,12,18,70,195,483,1114,1523,1272,428,5115,8,12,68,117,200,329,387,411,156,1688,204,385,954,783,819,691,602,558,266,5262,1930,5035,12297,12513,11290,8357,5592,3988,1571,62573
SED10017,5,10,23,51,97,229,301,293,210,1219,3,3,31,20,41,33,50,77,31,289,149,142,277,349,380,336,359,343,376,2711,2236,5185,7378,10007,11660,9805,5609,2755,1457,56092
SED10018,62,58,142,218,478,1053,870,802,454,4137,0,6,12,15,28,39,59,61,56,276,262,268,611,681,732,821,664,641,252,4932,2643,4489,9258,10044,9846,9376,5699,3292,1257,55904
SED10019,33,31,80,122,248,458,570,730,387,2659,6,0,10,16,21,26,32,27,13,151,162,139,281,409,434,402,508,648,365,3348,2006,3764,7383,8659,8790,7530,5845,4106,1467,49550
SED10020,56,67,122,210,492,993,1198,1134,568,4840,0,3,12,14,30,35,37,37,26,194,237,211,411,581,671,723,895,856,474,5059,2092,3139,5934,8154,10301,10778,8112,4956,1820,55286
SED10021,41,56,128,186,369,643,760,783,419,3385,3,13,28,36,45,42,38,42,15,262,219,209,365,485,586,617,696,822,603,4602,2206,3539,6674,8567,10271,10155,6946,4374,1786,54518
SED10022,10,17,34,38,75,177,331,432,294,1408,6,8,24,17,18,28,56,90,35,282,282,795,1961,1252,819,688,674,523,397,7391,2121,7859,18830,14023,9326,6892,4381,3032,1743,68207
SED10023,7,9,30,38,126,267,352,437,330,1596,0,4,11,12,22,38,39,34,17,177,113,197,510,423,447,451,431,552,350,3474,1730,4275,9061,9333,9160,7916,5227,4264,1844,52810
SED10024,10,4,16,28,47,128,181,214,154,782,3,5,16,16,19,13,18,38,18,146,142,108,162,351,393,346,325,377,370,2574,1772,3708,4368,9217,10824,8278,6373,4045,2027,50612
SED10025,3,20,41,64,149,518,950,1015,395,3155,0,15,56,36,53,119,200,200,62,741,225,507,1341,913,746,580,565,558,279,5714,1726,5775,15006,12921,10655,8361,5465,3756,1527,65192
SED10026,46,45,136,209,515,949,950,890,471,4211,3,9,6,23,34,54,44,34,19,226,293,241,441,546,639,650,779,659,364,4612,2493,3964,7813,8861,9755,8481,6232,3909,1510,53018
SED10027,10,20,78,163,372,721,754,782,455,3355,3,10,27,55,153,172,179,175,55,829,252,246,479,544,619,594,531,634,454,4353,2208,4264,8463,9292,9454,7622,5008,3786,1643,51740
SED10028,6,24,27,27,84,157,211,235,223,994,3,10,13,41,45,53,68,89,39,361,97,160,322,278,320,294,286,352,356,2465,1930,5349,8198,9342,10878,8342,5359,3740,1753,54891
SED10029,61,139,548,857,1163,1383,1226,1133,519,7029,4,59,241,418,724,671,592,529,154,3392,313,392,872,944,922,781,753,742,311,6030,2948,5972,11894,11299,11028,8668,5514,4047,1467,62837
SED10030,39,37,73,148,354,595,596,719,475,3036,6,7,6,18,30,26,24,40,20,177,247,246,516,643,804,715,927,1035,769,5902,2007,3925,7730,9251,9806,8782,7085,4922,2302,55810
SED10031,56,43,116,150,317,675,795,621,332,3105,6,5,15,20,29,29,48,36,8,196,193,222,505,631,686,718,771,724,507,4957,1975,3306,6174,8770,9972,9734,7882,4480,1752,54045
SED10032,38,70,339,525,779,1074,1057,861,377,5120,12,62,205,245,316,437,408,306,87,2078,429,754,1691,1097,994,865,704,627,317,7478,2945,7297,17190,11852,10193,7919,5083,3248,1231,66958
SED10033,17,19,32,91,195,419,502,382,163,1820,7,6,14,14,22,34,58,61,21,237,175,199,280,559,558,558,439,263,135,3166,2522,4504,7086,12189,11492,8967,5135,2114,746,54755
SED10034,7,13,27,49,121,267,327,337,225,1373,3,0,3,5,12,14,19,18,14,88,126,129,344,376,421,370,386,382,202,2736,1893,3792,7947,10066,9805,7980,4864,2474,976,49797
SED10035,13,34,81,135,334,753,1004,867,321,3542,3,13,62,58,100,154,248,295,74,1007,353,1007,2088,1369,1133,1034,972,718,229,8903,2380,8603,20750,14508,10324,7827,5482,3559,1120,74553
SED10036,13,25,32,67,136,210,292,313,174,1262,0,4,23,43,30,45,48,57,25,275,141,155,320,347,438,350,318,261,186,2516,2067,4526,7904,11307,11714,9000,5174,2597,1064,55353
SED10037,20,36,65,126,270,612,871,967,564,3531,3,8,15,29,42,63,79,95,25,359,167,199,343,409,463,475,525,761,324,3666,2121,4458,7922,9233,9135,7852,5866,4387,1746,52720
SED10038,32,24,64,107,282,575,574,601,361,2620,3,0,13,26,13,24,28,27,12,146,153,136,240,358,464,510,531,580,279,3251,2144,3527,6424,8845,10039,9287,6636,4020,1578,52500
SED10039,14,13,86,133,339,883,1158,956,416,3998,6,17,52,85,143,208,268,303,84,1166,213,322,812,654,603,610,575,513,392,4694,2081,5218,11810,11130,10546,8377,5365,3820,1839,60186
SED10040,15,8,17,31,56,102,156,174,186,745,0,5,19,15,33,21,33,37,23,186,202,157,337,402,405,360,283,459,552,3157,1920,4098,7307,10370,10851,8261,5772,4276,2588,55443
