region_id,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED10001,13672,8742,7552,8597,9393,8609,5873,3775,1544,67757,32,33,21,19,13,20,5,5,7,155,200,446,322,205,230,225,119,90,63,1900,72,279,181,148,192,231,167,92,24,1386,14,18,26,24,24,25,10,8,0,149,3,3,6,7,15,17,13,0,0,64,3,7,7,8,6,19,5,0,0,55,6,0,0,3,6,10,11,6,0,42,4,6,3,3,3,0,3,0,0,22,4,20,5,12,7,7,11,0,0,66,0,0,0,0,0,0,0,0,0,0,306,779,550,410,483,534,339,196,87,3684,338,812,571,429,496,554,344,201,94,3839,14010,9554,8123,9026,9889,9163,6217,3976,1638,71596
SED10002,18423,13917,16873,12481,11611,8221,4389,2824,1127,89866,42,37,42,39,9,21,6,7,3,206,202,299,387,239,248,164,108,66,33,1746,0,20,30,26,42,24,6,4,0,152,3,14,26,37,27,30,3,4,0,144,0,3,15,15,8,3,3,0,0,47,0,6,13,12,21,16,3,0,0,71,0,0,3,4,7,4,0,0,0,18,0,3,0,0,3,3,0,0,0,9,6,15,7,4,9,3,3,3,0,50,0,0,0,0,0,0,0,0,0,0,211,360,481,337,365,247,126,77,33,2237,253,397,523,376,374,268,132,84,36,2443,18676,14314,17396,12857,11985,8489,4521,2908,1163,92309
SED10003,11594,6205,5548,8465,9837,9209,5579,3876,1838,62151,15,16,7,7,13,17,9,8,6,98,282,314,371,371,388,466,386,159,77,2814,59,42,77,104,77,204,228,90,15,896,60,75,133,92,106,149,81,32,3,731,12,3,4,14,7,19,36,19,3,117,8,5,12,12,13,16,11,0,0,77,7,0,5,3,7,26,14,11,0,73,3,5,0,4,3,0,0,0,0,15,0,10,13,6,7,21,8,5,0,70,0,0,0,0,0,0,0,0,0,0,431,454,615,606,608,901,764,316,98,4793,446,470,622,613,621,918,773,324,104,4891,12040,6675,6170,9078,10458,10127,6352,4200,1942,67042
SED10004,11237,7223,13901,14113,9599,8025,4383,2561,967,72009,14,11,15,20,10,9,3,0,7,89,180,345,507,337,286,245,152,82,38,2172,6,26,29,24,13,19,8,3,0,128,3,8,25,12,11,28,20,4,0,111,0,0,11,8,3,4,8,4,3,41,3,3,5,9,3,22,9,3,0,57,3,10,3,3,7,7,0,3,0,36,0,0,0,3,0,3,0,0,0,6,3,10,10,3,13,9,7,5,3,63,0,0,0,0,0,0,0,0,0,0,198,402,590,399,336,337,204,104,44,2614,212,413,605,419,346,346,207,104,51,2703,11449,7636,14506,14532,9945,8371,4590,2665,1018,74712
SED10005,18483,11183,11632,10570,9793,7724,4891,3237,1471,78984,27,22,24,19,19,11,9,9,3,143,161,221,296,192,163,117,79,36,19,1284,6,5,3,11,10,5,0,0,3,43,0,12,8,14,8,14,3,3,0,62,0,0,0,0,3,3,3,0,0,9,0,0,3,3,3,0,3,0,0,12,0,0,0,4,0,0,3,3,0,10,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,167,238,314,227,190,144,91,42,22,1435,194,260,338,246,209,155,100,51,25,1578,18677,11443,11970,10816,10002,7879,4991,3288,1496,80562
SED10006,14046,6674,6713,7990,8919,7944,5763,3235,1085,62369,91,79,64,41,43,36,22,15,4,395,386,666,523,523,645,764,531,182,34,4254,14,15,20,32,57,207,223,76,4,648,37,84,103,80,123,122,118,41,6,714,4,9,15,9,13,59,84,13,3,209,5,4,4,9,8,29,4,0,0,63,0,0,8,3,3,11,21,7,0,53,3,4,0,3,0,0,3,0,0,13,3,5,4,3,8,19,4,0,0,46,0,0,0,0,0,0,0,0,0,0,452,787,677,662,857,1211,988,319,47,6000,543,866,741,703,900,1247,1010,334,51,6395,14589,7540,7454,8693,9819,9191,6773,3569,1136,68764
SED10007,14423,9497,7290,8884,9574,8674,6079,3504,1213,69138,21,21,24,14,14,25,11,11,0,141,433,1058,390,285,335,333,190,108,48,3180,3,9,4,7,11,15,11,5,0,65,22,15,36,26,19,25,11,0,0,154,0,3,8,4,4,0,7,0,0,26,4,3,7,3,6,3,6,0,0,32,0,0,10,3,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,5,15,9,4,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,467,1106,464,332,378,376,225,113,48,3509,488,1127,488,346,392,401,236,124,48,3650,14911,10624,7778,9230,9966,9075,6315,3628,1261,72788
SED10008,14872,8676,8064,11029,9616,8385,5833,2776,1186,70437,12,6,6,8,7,6,3,5,0,53,155,227,207,149,110,118,103,76,69,1214,5,3,21,27,4,14,11,5,3,93,5,7,8,18,19,12,8,4,3,84,4,3,3,10,12,5,3,0,0,40,3,3,3,7,0,3,3,0,0,22,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,175,246,254,211,148,158,131,85,75,1483,187,252,260,219,155,164,134,90,75,1536,15059,8928,8324,11248,9771,8549,5967,2866,1261,71973
SED10009,10925,5686,4317,6753,9166,10540,8043,4722,1833,61985,24,30,23,17,30,24,23,10,16,197,253,323,282,269,396,420,274,154,56,2427,66,41,67,76,118,273,364,323,44,1372,8,6,19,16,21,38,29,10,4,151,4,4,4,3,5,22,9,0,0,51,3,0,9,11,10,9,4,0,0,46,0,0,3,4,7,14,13,3,0,44,3,0,0,3,3,0,0,0,0,9,25,55,39,34,57,96,101,23,3,433,0,0,0,0,0,0,0,0,0,0,362,429,423,416,617,872,794,513,107,4533,386,459,446,433,647,896,817,523,123,4730,11311,6145,4763,7186,9813,11436,8860,5245,1956,66715
SED10010,16584,10671,12758,10813,10043,8090,4495,2698,954,77106,31,19,24,10,19,11,3,3,0,120,200,278,275,187,148,116,106,110,69,1489,0,3,4,3,5,6,3,0,0,24,7,10,10,5,3,8,5,0,0,48,0,0,4,0,0,4,0,0,0,8,3,0,0,0,3,3,3,0,0,12,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,213,294,293,199,159,137,117,113,69,1594,244,313,317,209,178,148,120,116,69,1714,16828,10984,13075,11022,10221,8238,4615,2814,1023,78820
