region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED10001,428,11,15,3,0,457,255,6,19,0,0,280,241,8,22,0,0,271,509,14,36,0,0,559,707,26,78,0,0,811,1908,38,120,6,0,2072,1739,41,52,0,0,1832,1529,15,16,3,0,1563,457,9,3,0,0,469,301,3,4,3,0,311,178,6,3,0,3,190,488,9,17,3,0,517,8740,186,385,18,3,9332
SED10002,210,52,68,3,0,333,103,22,29,0,0,154,83,19,21,0,4,127,154,26,56,3,0,239,199,48,80,0,0,327,550,141,342,3,4,1040,614,216,466,0,6,1302,1203,327,549,0,0,2079,718,156,316,3,0,1193,740,117,227,0,0,1084,385,69,101,4,0,559,324,60,79,5,0,468,5283,1253,2334,21,14,8905
SED10003,338,15,18,3,0,374,180,18,12,0,0,210,164,12,3,4,0,183,269,30,14,3,0,316,375,30,18,9,0,432,969,77,51,6,3,1106,836,114,55,7,3,1015,1178,142,50,3,0,1373,631,56,23,0,0,710,556,40,18,0,0,614,352,18,4,0,0,374,355,29,15,0,0,399,6203,581,281,35,6,7106
SED10004,156,117,45,0,0,318,52,48,25,0,0,125,42,36,12,3,0,93,65,67,30,0,0,162,83,56,52,0,0,191,228,221,122,3,0,574,212,229,172,3,0,616,409,401,396,4,3,1213,301,362,355,3,3,1024,655,818,388,7,0,1868,1207,1170,229,17,0,2623,178,169,60,3,0,410,3588,3694,1886,43,6,9217
SED10005,173,38,48,0,3,262,79,16,14,0,0,109,78,22,28,0,0,128,123,25,50,0,0,198,186,38,59,0,0,283,534,145,299,5,4,987,532,220,483,0,5,1240,1083,380,372,0,3,1838,770,185,63,0,0,1018,584,149,58,0,0,791,322,70,24,0,0,416,328,76,65,0,3,472,4792,1364,1563,5,18,7742
SED10006,541,4,3,0,3,551,282,4,3,4,3,296,296,3,3,3,0,305,536,4,11,7,0,558,585,5,3,3,3,599,1118,0,10,0,0,1128,709,0,3,0,3,715,591,0,3,0,0,594,198,0,0,4,0,202,147,0,0,3,3,153,160,0,3,5,3,171,444,0,3,6,0,453,5607,20,45,35,18,5725
SED10007,323,5,3,4,0,335,222,16,4,0,0,242,217,7,8,0,0,232,397,19,14,0,0,430,635,28,12,0,0,675,1608,36,17,6,5,1672,1574,35,18,0,0,1627,1714,27,8,0,3,1752,698,3,0,3,5,709,439,0,3,0,0,442,245,3,3,0,0,251,458,10,6,0,0,474,8530,189,96,13,13,8841
SED10008,352,35,8,0,0,395,128,7,3,0,0,138,115,12,0,0,0,127,192,21,4,0,0,217,252,39,4,0,0,295,788,95,20,0,0,903,865,121,29,0,3,1018,1576,308,102,0,0,1986,1502,325,59,0,0,1886,2022,244,26,0,0,2292,954,75,8,0,0,1037,438,46,9,0,0,493,9184,1328,272,0,3,10787
SED10009,425,13,13,11,0,462,275,8,8,0,0,291,220,8,8,0,0,236,432,16,15,3,0,466,532,29,22,5,0,588,1234,32,43,6,0,1315,1039,26,25,6,0,1096,1079,28,17,8,0,1132,423,13,3,0,0,439,305,12,6,4,0,327,172,5,8,0,0,185,344,14,20,3,0,381,6480,204,188,46,0,6918
SED10010,258,34,5,0,0,297,126,10,3,0,0,139,116,11,4,0,0,131,251,21,9,0,0,281,304,29,22,0,3,358,949,120,92,0,0,1161,1137,221,174,0,0,1532,2322,462,98,0,0,2882,1333,127,17,0,0,1477,820,47,21,0,0,888,295,34,6,0,0,335,424,53,14,0,0,491,8335,1169,465,0,3,9972
