region_id,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS
SED10001,166,1733,1323,25727,840,29789,3,0,0,134,14,151,178,17,22,129,14,360,101,37,14,47,12,211,531,157,97,324,16,1125,2669,1710,1173,22246,605,28403,280,16,59,3,4,362,45,20,12,144,3,224,641,275,157,4392,103,5568,148,50,20,142,12,372,93,24,8,28,0,153,371,22,15,19,8,435,477,399,233,8132,186,9427,328,174,52,812,29,1395,27,0,0,3,3,33,49,23,10,71,7,160,8,3,0,3,0,14,52,21,4,55,3,135,109,21,25,26,12,193,185,90,84,31,8,398,189,46,21,132,14,402,51,13,4,44,3,115,687,443,306,6146,110,7692,62,5,0,15,3,85,6,0,0,0,0,6,79,9,15,9,4,116,68,15,5,104,8,200,9,3,3,3,0,18,26,0,0,0,0,26,91,34,24,179,3,331,1574,287,203,635,77,2776,146,56,39,1524,3024,4789,9449,5703,3928,71259,5125,95464,8099,3496
SED10002,1809,1135,704,4565,292,8505,3,11,3,44,0,61,17535,88,182,95,376,18276,708,50,26,94,10,888,110,27,11,37,0,185,2674,681,440,3665,275,7735,1779,18,98,16,55,1966,102,7,15,36,5,165,375,63,41,310,16,805,750,83,52,167,20,1072,95,12,4,6,0,117,3262,36,28,14,73,3413,398,167,96,1492,49,2202,1171,209,93,358,35,1866,3958,7,26,11,102,4104,6842,1132,369,559,337,9239,154,18,3,16,3,194,209,25,22,51,12,319,311,26,28,7,21,393,160,41,26,22,8,257,362,45,23,40,6,476,406,13,17,21,5,462,357,151,96,858,28,1490,167,10,7,3,3,190,97,0,0,0,0,97,105,9,7,5,0,126,383,15,14,23,3,438,4270,247,172,123,155,4967,3417,17,39,22,87,3582,35,12,3,38,4,92,17619,531,320,292,598,19360,2074,115,92,290,6650,9221,71697,5001,3057,13280,9228,102263,67405,3609
SED10003,241,2615,1836,20793,656,26141,0,10,9,322,5,346,199,37,32,115,7,390,73,26,12,34,3,148,574,169,105,205,20,1073,4753,2370,1716,18633,623,28095,139,8,43,17,4,211,236,54,27,202,8,527,811,253,184,1785,69,3102,121,51,10,150,11,343,90,31,12,25,3,161,135,26,21,34,0,216,913,611,444,7572,197,9737,487,222,65,851,38,1663,28,0,4,3,4,39,39,21,12,35,3,110,14,6,3,4,0,27,97,31,22,94,6,250,102,56,37,20,19,234,332,115,89,44,10,590,190,34,33,81,7,345,98,23,20,44,6,191,1037,581,444,5127,143,7332,27,10,0,3,4,44,3,0,0,0,0,3,160,45,14,10,0,229,119,12,8,60,3,202,12,14,0,3,0,29,42,4,5,0,0,51,181,52,39,175,6,453,2026,566,438,739,78,3847,178,90,62,1037,2725,4092,13457,8143,5746,58217,4658,90221,10806,4926
SED10004,555,3402,2343,14074,357,20731,3,10,6,161,7,187,2572,123,187,243,61,3186,305,63,29,78,6,481,522,199,103,191,13,1028,7846,2880,1865,12111,426,25128,440,17,74,5,14,550,459,61,50,191,7,768,957,254,181,1231,35,2658,1037,218,76,365,49,1745,252,77,35,38,10,412,717,53,33,15,19,837,2463,862,600,6896,168,10989,3677,680,276,1223,128,5984,288,3,14,10,8,323,327,78,39,115,21,580,115,16,4,24,0,159,311,81,32,93,11,528,214,29,23,27,17,310,808,156,149,43,11,1167,396,92,46,112,5,651,228,51,38,57,12,386,1976,699,497,4249,119,7540,204,21,13,34,4,276,19,0,0,0,0,19,276,31,21,6,6,340,438,28,40,59,10,575,200,25,9,4,3,241,508,18,8,10,26,570,317,72,49,237,9,684,5617,857,655,814,142,8085,406,78,40,438,4564,5526,34453,11234,7535,43154,6268,102644,28646,6701
SED10005,1892,1220,695,4978,383,9168,0,3,6,37,0,46,5220,41,67,52,145,5525,346,25,12,46,8,437,82,11,8,25,0,126,2267,678,444,3578,357,7324,762,18,44,6,25,855,144,14,11,37,4,210,369,66,17,273,25,750,2280,277,118,543,85,3303,101,7,4,12,7,131,1087,16,5,13,22,1143,310,144,66,1319,55,1894,1888,274,135,560,70,2927,705,0,11,3,16,735,14487,2176,798,1286,697,19444,1689,137,57,134,49,2066,254,56,18,63,13,404,335,31,18,12,9,405,132,32,25,13,5,207,438,27,12,44,17,538,133,13,3,19,8,176,309,131,74,727,26,1267,191,9,14,6,7,227,26,0,0,0,0,26,83,15,8,10,0,116,304,10,19,17,13,363,301,24,11,17,15,368,7902,20,70,40,253,8285,30,0,0,24,0,54,12586,768,362,365,470,14551,2078,153,98,320,4931,7580,58731,6396,3230,14579,7715,90651,54825,4878
SED10006,100,1027,892,29065,862,31946,0,18,11,2493,54,2576,148,12,19,182,9,370,63,7,8,20,0,98,209,76,51,123,9,468,1277,973,783,21037,732,24802,147,3,21,3,11,185,30,3,8,133,3,177,282,114,69,1872,29,2366,64,18,9,76,7,174,55,12,6,25,0,98,92,4,8,23,0,127,298,216,178,6435,166,7293,110,52,17,334,19,532,18,0,0,0,0,18,26,16,4,55,0,101,5,0,0,0,0,5,26,14,10,40,5,95,101,29,20,14,5,169,98,52,35,23,0,208,73,23,9,34,0,139,29,3,9,15,3,59,375,244,191,4722,103,5635,72,11,0,4,3,90,0,0,0,0,0,0,80,3,3,10,0,96,43,5,10,50,3,111,4,4,0,0,3,11,18,4,0,0,0,22,46,28,21,169,5,269,802,145,113,396,40,1496,119,50,36,1801,4373,6379,4810,3166,2541,69154,6444,86115,4059,1983
SED10007,196,1947,1436,28116,781,32476,0,3,6,261,20,290,290,24,40,151,9,514,79,27,6,42,8,162,393,158,102,307,11,971,2808,1840,1352,22780,760,29540,170,7,71,11,10,269,69,22,8,176,3,278,471,191,100,1565,41,2368,83,46,17,130,3,279,79,26,6,27,3,141,145,6,12,14,5,182,505,439,265,8556,197,9962,293,165,62,641,12,1173,22,0,0,0,3,25,83,30,7,57,3,180,14,3,3,0,3,23,104,44,25,78,3,254,181,41,25,23,10,280,154,101,71,59,14,399,144,67,12,77,3,303,60,19,17,29,3,128,786,499,383,5303,139,7110,51,15,3,11,0,80,14,0,0,0,0,14,112,16,14,11,0,153,56,3,5,37,0,101,18,3,0,4,0,25,46,0,3,0,0,49,122,46,30,215,7,420,1206,324,201,559,62,2352,148,49,56,1545,4282,6080,8902,6161,4338,70785,6395,96581,7458,3742
SED10008,579,2649,1879,15875,356,21338,0,4,4,45,0,53,6103,90,156,169,123,6641,464,71,29,93,11,668,430,140,70,203,8,851,4267,2107,1420,11981,370,20145,1064,34,85,7,13,1203,158,24,34,101,3,320,636,176,113,900,25,1850,723,150,60,353,27,1313,209,42,15,35,4,305,3234,62,59,28,59,3442,997,545,348,4596,103,6589,1281,454,164,832,37,2768,1520,4,28,7,24,1583,1140,212,133,356,30,1871,57,3,3,10,0,73,473,134,77,230,27,941,180,31,25,11,3,250,359,134,97,42,4,636,479,54,39,70,4,646,255,19,24,50,3,351,947,498,374,3318,55,5192,147,20,14,23,8,212,271,0,0,0,6,277,362,35,19,18,3,437,359,28,26,58,13,484,266,33,8,19,8,334,243,5,14,7,9,278,133,47,24,167,3,374,6961,593,449,559,161,8723,453,63,36,431,1580,2563,34750,8461,5826,40594,3080,92711,31279,5202
SED10009,214,2207,1577,22865,643,27506,0,13,4,421,23,461,122,30,10,137,4,303,193,11,11,43,8,266,699,178,130,286,20,1313,4789,2176,1578,19699,656,28898,143,3,51,6,0,203,124,23,28,178,7,360,882,192,151,1949,56,3230,162,29,20,128,8,347,116,33,5,29,0,183,55,6,3,19,3,86,763,452,298,6761,165,8439,405,150,49,548,27,1179,6,4,0,3,0,13,21,16,4,28,0,69,23,8,3,3,0,37,146,37,11,52,3,249,90,35,27,41,8,201,228,114,75,39,5,461,211,34,22,81,11,359,83,26,0,37,3,149,1087,550,393,5189,145,7364,46,7,3,4,3,63,3,0,0,0,0,3,94,19,5,14,0,132,64,8,9,48,0,129,9,7,0,0,0,16,66,5,0,0,3,74,175,53,30,204,9,471,1320,350,202,660,45,2577,145,75,54,1145,2972,4391,12484,6851,4753,60617,4827,89532,10462,4188
SED10010,1107,1884,1430,12720,503,17644,3,23,5,218,22,271,2973,29,55,83,77,3217,678,64,39,107,20,908,467,125,56,177,15,840,3444,1369,926,8631,487,14857,6873,87,227,32,130,7349,143,19,9,74,7,252,646,138,83,620,29,1516,723,104,59,208,37,1131,277,24,13,28,3,345,6949,50,37,23,146,7205,651,306,220,2837,105,4119,1120,287,119,542,58,2126,566,0,3,7,16,592,1076,178,62,141,30,1487,102,4,6,9,4,125,1409,253,100,450,50,2262,714,66,51,16,29,876,283,76,54,31,10,454,739,47,32,79,19,916,192,11,9,35,11,258,709,281,207,1816,69,3082,493,17,8,17,9,544,132,4,0,0,3,139,184,23,14,3,4,228,557,27,20,28,15,647,620,36,29,26,33,744,289,8,4,5,16,322,60,25,10,68,5,168,13694,613,424,443,392,15566,1154,93,64,620,2795,4726,49027,6271,4375,30094,5149,94916,44942,4005
