region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED10001,146,181,327,243,252,495,135,790,925,343,1974,2317,1925,1439,3364,1734,1150,2884,1729,815,2544,1708,650,2358,1631,454,2085,2596,454,3050,2002,96,2098,1075,212,1287,722,24,746,236,14,250,360,8,368,1743,158,1901,418,515,933,18746,9186,27932
SED10002,376,273,649,378,191,569,291,535,826,421,1041,1462,1981,670,2651,2057,549,2606,1808,494,2302,1914,480,2394,1685,316,2001,2531,469,3000,1970,128,2098,1411,356,1767,954,45,999,490,23,513,711,21,732,2055,209,2264,494,329,823,21527,6129,27656
SED10003,150,156,306,170,203,373,119,770,889,334,1857,2191,1818,1476,3294,1949,1000,2949,1956,701,2657,1638,545,2183,1568,351,1919,2073,398,2471,1416,94,1510,828,223,1051,661,25,686,206,6,212,329,8,337,1914,283,2197,278,382,660,17407,8478,25885
SED10004,126,289,415,154,259,413,94,810,904,158,1373,1531,698,893,1591,686,867,1553,666,783,1449,748,934,1682,815,883,1698,1598,1337,2935,1733,297,2030,2451,2005,4456,2162,189,2351,1312,122,1434,3425,266,3691,1701,578,2279,196,346,542,18723,12231,30954
SED10005,261,182,443,355,184,539,267,600,867,431,1152,1583,2046,570,2616,2029,511,2540,1700,370,2070,1786,340,2126,1538,213,1751,2260,234,2494,1665,36,1701,1013,122,1135,609,12,621,314,6,320,476,4,480,1911,92,2003,467,287,754,19128,4915,24043
SED10006,251,202,453,288,256,544,188,827,1015,416,1979,2395,1882,1012,2894,1677,860,2537,1519,568,2087,1390,563,1953,1361,326,1687,1899,349,2248,1330,39,1369,821,257,1078,594,19,613,191,7,198,315,6,321,2095,92,2187,663,605,1268,16880,7967,24847
SED10007,112,158,270,202,244,446,158,833,991,316,1963,2279,1922,1167,3089,1645,915,2560,1595,599,2194,1472,599,2071,1434,404,1838,2471,452,2923,1868,66,1934,1353,288,1641,1008,18,1026,366,6,372,454,11,465,1793,116,1909,392,444,836,18561,8283,26844
SED10008,128,81,209,150,102,252,69,242,311,131,717,848,897,598,1495,989,399,1388,1172,299,1471,1118,328,1446,1244,259,1503,2488,415,2903,2355,69,2424,2538,297,2835,2003,26,2029,996,15,1011,1603,18,1621,1833,75,1908,236,152,388,19950,4092,24042
SED10009,126,163,289,280,240,520,149,835,984,342,2163,2505,2649,1497,4146,2300,983,3283,2356,612,2968,1896,438,2334,1533,259,1792,2014,272,2286,1253,37,1290,656,128,784,405,5,410,130,3,133,154,3,157,1891,97,1988,402,480,882,18536,8215,26751
SED10010,161,122,283,245,154,399,150,546,696,353,1146,1499,1609,534,2143,1516,552,2068,1471,458,1929,1861,418,2279,1733,300,2033,2997,341,3338,2550,88,2638,1513,149,1662,969,14,983,455,3,458,562,11,573,1783,110,1893,471,303,774,20399,5249,25648
