region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10001,93,149,255,268,246,164,41,6,0,1222,70,66,127,138,144,103,49,16,8,721,2278,3072,5957,6936,7846,5559,1212,185,24,33069
SED10002,35,149,321,285,286,164,29,3,0,1272,75,228,428,312,286,133,21,6,4,1493,1121,4170,10628,7651,7256,3985,572,52,8,35443
SED10003,52,75,181,261,261,171,22,7,0,1030,38,47,90,124,143,112,25,25,10,614,1656,1798,4080,6500,7671,5424,955,143,24,28251
SED10004,37,125,292,292,207,157,36,9,0,1155,37,71,251,199,133,92,42,10,5,840,872,3230,11948,11821,7832,5375,1149,100,16,42343
SED10005,63,160,335,363,256,142,30,0,0,1349,60,166,293,246,238,98,28,9,0,1138,1240,3163,7165,6531,5982,3443,598,54,6,28182
SED10006,97,111,188,210,195,147,57,8,0,1013,55,58,121,161,157,141,86,24,6,809,1437,2205,4884,5964,6853,4979,1752,397,45,28516
SED10007,107,154,250,250,235,138,34,7,0,1175,51,70,95,132,149,114,54,8,8,681,2061,3177,5242,6860,7555,5348,1301,200,30,31774
SED10008,72,140,263,314,311,220,84,0,0,1404,44,56,145,201,186,118,39,5,6,800,1780,3180,6875,9333,8325,5776,1348,78,15,36710
SED10009,69,100,140,204,235,178,29,0,0,955,49,32,67,105,128,102,33,14,3,533,1750,1454,3128,5125,7166,5489,1034,144,19,25309
SED10010,66,152,322,278,285,160,28,3,0,1294,75,139,278,244,211,118,29,4,0,1098,1665,3662,9344,8024,7445,4576,629,45,0,35390
SED10011,64,121,172,238,275,179,40,8,0,1097,36,42,84,123,134,108,32,18,7,584,1691,2232,4564,7079,8182,6197,1179,131,22,31277
SED10012,94,91,165,220,188,167,50,10,0,985,52,57,73,124,128,140,73,33,14,694,1768,1951,4149,6485,7262,5538,1660,360,45,29218
SED10013,36,148,330,336,235,117,29,3,0,1234,48,147,314,357,274,142,17,10,4,1313,957,2988,6395,6192,6187,3234,410,46,4,26413
SED10014,130,224,338,353,298,185,34,0,0,1562,85,121,208,195,174,110,24,6,0,923,2560,4044,8269,9569,8729,4989,719,62,6,38947
SED10015,88,152,299,212,228,181,26,0,0,1186,65,92,204,165,187,100,29,13,3,858,1606,3332,6961,6344,6926,5041,665,43,6,30924
SED10016,51,151,356,362,330,185,47,3,3,1488,51,138,243,245,230,133,30,14,3,1087,1102,3245,9011,9284,8304,4537,802,68,12,36365
SED10017,57,135,185,249,314,219,70,4,0,1233,42,69,147,182,200,151,39,3,0,833,1929,3842,5854,7930,9676,6549,1463,123,3,37369
SED10018,141,262,394,357,310,168,22,3,0,1657,70,78,147,180,149,94,30,13,0,761,2333,3193,6661,7471,7027,4408,607,63,3,31766
SED10019,99,164,235,217,236,141,48,0,0,1140,39,54,92,119,101,69,14,12,5,505,2144,2869,5862,6833,6903,4173,747,86,5,29622
