region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
SED10022,1783,617,758,1033,1283,1414,873,620,14726,27,7,12,0,4,3,9,8,6,18,94,12064,2550,4026,1273,1472,1858,2269,2488,1533,1318,30851
SED10023,456,118,121,171,114,128,55,191,4623,10,0,3,3,3,0,0,0,0,3,22,7318,918,988,276,308,342,275,280,155,513,11373
SED10024,988,244,287,306,295,250,148,310,9666,28,10,4,3,0,0,0,3,3,8,59,13318,2929,2742,621,665,730,678,638,344,729,23394
SED10025,3032,863,1014,1161,924,773,393,887,21351,69,12,18,7,12,9,11,0,4,19,161,15533,2651,3933,1061,1263,1453,1185,1052,594,1178,29903
SED10026,183,68,96,77,85,75,43,70,1218,3,0,0,0,0,0,0,3,0,7,13,2098,198,323,108,139,122,133,121,92,240,3574
SED10027,1355,327,312,386,277,274,125,599,14927,67,10,15,0,0,0,0,0,0,14,106,12931,1926,1688,400,378,479,339,320,170,814,19445
SED10028,3059,734,701,894,908,866,466,598,20119,37,9,15,7,0,5,5,6,8,10,102,14058,3529,3842,866,857,1071,1033,1054,554,878,27742
SED10029,4507,1232,1164,1395,1546,1017,598,1840,37522,132,42,45,10,0,15,9,12,5,56,326,23006,4718,4926,1330,1255,1457,1629,1080,631,2123,42155
SED10030,399,113,151,150,120,87,43,119,3171,15,6,0,0,0,3,0,0,0,6,30,7314,901,1050,263,291,313,227,209,86,584,11238
SED10031,175,54,56,64,77,81,41,262,2055,11,0,6,3,0,3,0,3,0,5,31,6497,405,495,134,120,124,156,131,89,647,8798
SED10032,5521,1484,1954,2240,1774,1139,567,1349,34634,102,32,50,11,16,18,14,7,7,53,310,17844,4653,6120,1611,2106,2431,1927,1275,656,1664,40287
SED10033,772,152,185,188,126,126,71,239,7552,31,9,0,3,0,0,0,0,0,9,52,10580,1793,1582,289,384,400,282,262,152,571,16295
SED10034,369,64,89,116,93,76,35,107,2549,7,3,7,0,0,0,0,0,3,0,20,6091,771,937,196,216,244,229,175,80,415,9354
SED10035,3109,926,1115,1406,1464,1450,838,904,25088,101,16,8,3,6,10,17,13,8,28,210,16987,3799,4573,1296,1541,1871,1918,2013,1243,1353,36594
SED10036,2152,482,647,592,498,470,217,363,13333,39,13,13,3,6,7,0,3,3,3,90,12632,3102,3290,721,909,833,667,657,314,689,23814
SED10037,459,136,185,278,354,389,200,273,6825,21,3,3,0,3,0,5,6,3,5,49,9507,776,812,217,271,378,455,474,264,586,13740
SED10038,147,21,53,58,43,40,37,82,2049,10,3,0,0,0,0,0,3,3,3,22,7441,450,557,124,178,164,153,135,93,370,9665
SED10039,3738,965,1285,1300,1101,801,407,1159,29292,92,32,21,7,10,12,13,17,6,33,243,18619,4011,4214,1102,1434,1444,1184,903,477,1446,34834
SED10040,2145,583,749,813,726,745,388,567,14680,28,16,15,6,3,3,0,4,6,12,93,13169,3379,3625,885,1098,1194,1030,1113,655,1006,27154
SED10041,127,54,54,73,51,82,28,100,1673,3,0,3,0,3,0,0,0,0,6,15,5406,404,461,105,129,141,106,152,76,388,7368
SED10042,4447,1361,1553,1485,1438,1215,587,1494,35702,126,30,36,4,6,9,14,12,9,53,299,20881,4699,4880,1461,1669,1586,1563,1309,651,1789,40488
SED10043,1308,365,424,466,411,396,195,377,11308,37,11,10,6,5,7,0,0,0,14,90,12227,2146,2370,577,659,716,617,661,346,731,21050
SED10044,194,62,60,88,93,74,45,103,1750,11,0,3,0,0,3,0,3,3,3,26,5152,472,591,138,117,173,155,120,78,344,7340
SED10045,4047,941,933,1325,1068,716,595,1204,33537,109,44,42,9,10,13,14,3,6,33,283,21099,5220,4390,1026,1004,1411,1159,776,640,1458,38183
SED10046,643,146,154,193,179,150,83,499,6003,38,4,12,0,3,8,3,8,0,8,84,8577,1202,1058,245,250,305,271,232,120,876,13136
SED10047,3597,764,654,886,681,423,314,954,27214,139,16,21,11,3,5,12,0,0,19,226,19622,4714,4152,879,767,1006,751,484,354,1263,33992
SED10048,244,104,84,94,65,70,36,51,1613,3,0,3,3,3,0,0,0,0,3,15,3667,381,547,207,176,190,131,127,73,250,5749
SED10049,1024,340,458,532,558,513,260,279,7346,12,6,8,3,3,0,5,7,5,13,62,9659,2465,3549,1014,1180,1314,1300,1524,763,886,23654
SED10050,1968,550,671,788,816,729,387,1050,18520,85,10,22,0,7,6,4,7,0,15,156,15434,2809,3019,777,885,1043,1053,954,508,1484,27966
SED10051,1351,502,665,791,772,535,358,729,15400,68,16,13,3,4,15,8,0,3,23,153,14408,2254,2637,787,1005,1171,1180,913,633,1154,26142
SED10052,1156,268,263,228,137,139,69,409,10692,39,7,10,0,3,4,0,0,3,16,82,11410,1624,1690,382,391,337,236,258,107,669,17104
SED10053,565,124,159,179,146,124,44,160,5368,24,6,3,3,0,0,0,3,0,3,42,7835,1135,1167,263,288,314,260,222,89,426,11999
SED10054,429,157,180,292,281,195,126,186,4863,31,0,7,0,5,0,3,0,3,9,58,7807,662,832,266,291,419,381,316,203,472,11649
SED10055,4010,874,1018,1064,928,688,410,883,25838,95,28,45,12,18,9,9,11,9,38,274,16712,4952,4796,1043,1185,1260,1055,849,474,1291,33617
SED10056,1232,271,300,282,274,188,118,376,10189,46,6,17,9,0,7,3,0,6,7,101,11993,1715,1846,375,422,386,370,269,178,683,18237
SED10057,96,47,57,89,50,65,54,85,1123,4,0,0,0,0,0,0,0,0,0,4,2428,177,234,84,92,149,87,111,84,277,3723
SED10058,459,118,162,284,258,174,111,370,4094,10,6,8,0,0,3,8,6,0,7,48,3507,541,681,165,207,341,345,234,149,543,6713
SED10059,106,24,42,36,31,33,19,70,1142,3,0,3,0,4,0,10,0,0,0,20,4713,270,295,69,76,75,71,70,43,333,6015
SED10060,353,122,134,184,215,228,127,206,3381,13,3,4,0,0,3,5,0,3,26,57,4739,502,744,233,234,317,329,460,239,462,8259
SED10061,1682,541,744,806,783,901,516,389,11473,26,15,12,3,3,7,8,0,0,8,82,11894,2645,3839,1150,1431,1620,1592,1904,1132,938,28145
SED10062,203,63,88,145,173,257,200,131,1885,3,0,0,0,0,3,3,6,0,6,21,3142,383,465,152,141,211,248,334,247,320,5643
SED10063,3792,943,1296,1306,1148,841,352,757,23956,40,17,18,0,3,8,3,3,0,12,104,14041,3807,4263,1037,1394,1432,1251,937,393,973,29528
SED10064,328,90,101,114,79,55,70,143,1928,10,0,0,0,0,3,3,0,0,4,20,3517,325,562,157,177,183,138,105,116,353,5633
SED10065,100,28,27,35,33,23,25,119,1087,6,0,0,0,0,0,0,0,0,0,6,4667,259,290,71,77,69,63,70,42,385,5993
SED10066,6820,2138,2628,3001,2311,2061,1061,1420,37422,61,29,46,16,13,23,14,22,12,54,290,15525,5467,7688,2368,2911,3308,2563,2309,1265,1823,45227
SED10067,615,173,257,250,179,148,80,223,4737,26,3,3,0,0,3,5,3,0,9,52,8617,831,964,302,344,355,277,226,120,554,12590
SED10068,418,110,131,141,121,140,74,218,3703,7,3,3,3,0,3,0,0,0,6,25,9262,1487,1626,384,417,437,369,363,212,690,15247
SED10069,109,43,44,51,48,26,10,53,1118,6,0,0,0,0,0,0,0,3,0,9,5584,433,525,128,146,153,142,100,46,372,7629
SED10070,175,63,72,82,94,78,60,88,1947,11,0,0,0,3,6,0,0,0,0,20,5775,395,613,195,167,245,214,188,104,373,8269
SED10071,3845,829,750,799,516,457,221,783,20515,68,16,33,4,0,3,10,8,0,21,163,14701,4340,5083,1093,1011,1023,757,665,360,1170,30203
SED10072,2853,909,1169,1242,1097,720,392,1010,25138,97,19,11,6,15,9,10,6,7,26,206,17586,2734,3428,1072,1305,1388,1240,870,480,1300,31403
SED10073,3879,1072,1298,1584,1723,1655,802,986,27510,50,10,14,3,7,12,10,7,6,40,159,15694,3798,4498,1243,1464,1801,1894,1852,921,1308,34473
SED10074,206,49,57,60,57,45,23,182,4781,34,3,3,0,3,0,0,3,0,4,50,10729,409,461,118,117,127,93,90,59,546,12749
SED10075,2181,418,374,379,398,295,180,923,24682,136,28,16,3,3,3,9,6,3,16,223,21047,2908,2457,465,437,430,436,329,210,1160,29879
SED10076,102,34,30,37,49,28,12,234,1993,15,0,3,0,0,0,0,0,0,3,21,6896,304,335,80,68,85,112,73,50,579,8582
SED10077,5089,1780,2291,2671,2227,1606,916,1486,36484,104,18,45,18,18,33,24,15,7,86,368,19059,4019,5695,1952,2474,2910,2431,1842,1052,1852,43286
SED10078,128,32,28,43,34,30,29,61,1281,7,0,3,0,0,0,0,0,0,3,13,4882,344,393,85,79,106,111,72,58,314,6444
SED10079,4341,1534,2085,2624,2841,2866,1758,1696,28153,44,15,28,11,10,21,23,36,19,38,245,14223,4030,6724,2270,3027,3755,3994,4559,2841,2618,48041
SED10080,129,59,55,89,56,33,35,40,962,3,0,0,3,0,0,0,0,0,0,6,2358,195,272,105,85,132,97,72,64,192,3572
SED10081,243,57,61,84,58,49,25,101,2015,17,0,3,0,0,0,0,0,0,3,23,6830,759,1035,265,264,297,244,181,99,485,10459
SED10082,238,50,66,72,67,60,28,115,2245,11,6,0,0,0,0,0,0,0,0,17,6742,652,712,176,154,157,157,131,70,437,9388
SED10083,3696,920,1002,1030,845,616,317,563,20461,52,33,23,5,5,16,11,11,3,27,186,13367,3490,4298,1057,1167,1148,950,730,384,884,27475
SED10084,208,77,93,115,135,110,43,120,1916,14,0,0,4,0,3,4,0,0,3,28,7333,768,912,233,302,302,289,238,102,575,11054
SED10085,160,96,82,111,76,75,46,107,1228,0,0,0,0,0,0,0,0,0,3,3,3084,345,435,159,170,235,167,197,136,315,5243
SED10086,966,332,316,412,465,450,300,334,9071,48,4,3,3,0,6,0,9,4,14,91,13463,2775,3373,885,980,1247,1302,1424,885,1091,27425
SED10087,421,147,182,153,279,255,118,95,2429,3,0,11,0,0,3,3,6,3,3,32,2753,414,693,234,267,266,360,337,169,231,5724
SED10088,1264,323,401,549,337,294,181,380,9947,37,3,10,6,4,3,3,0,0,8,74,11746,2419,2734,675,718,871,566,519,326,833,21407
SED10089,524,192,263,357,452,478,242,231,4902,11,3,4,0,0,0,4,3,9,8,42,4552,557,774,264,334,464,562,559,324,473,8863
SED10090,2760,794,942,1249,992,1118,582,747,19217,42,7,15,3,3,7,11,8,7,20,123,14448,3382,4081,1113,1262,1676,1312,1549,824,1207,30854
SED10091,448,153,144,145,157,122,68,196,5854,19,7,3,3,3,3,0,0,0,14,52,9642,998,810,237,230,249,234,181,92,545,13218
SED10092,877,248,422,591,854,863,403,592,13346,62,4,0,3,6,11,3,8,10,10,117,13131,939,1195,354,532,725,973,983,499,929,20260
SED10093,256,66,73,105,63,60,48,139,2500,8,0,3,0,0,0,3,0,0,6,20,6816,709,652,172,160,181,135,135,77,475,9512
SED19494,129,43,64,85,96,116,205,358,1545,5,0,3,0,0,3,0,0,0,3,14,1128,154,242,64,94,137,138,220,462,480,3119
SED19797,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,3,0,0,3,46
