region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED10001,208,234,174,66,18,8,931,12,132,218,245,217,67,9,0,900,308,1409,1298,1035,824,332,110,40,5356,227,662,790,877,787,416,175,33,3967,86,110,172,193,187,97,39,10,894,1303,2146,2176,2233,1675,937,446,85,11001,268,226,168,169,141,28,10,3,1013,1657,2482,2516,2595,2003,1062,495,98,12908,47,73,105,171,171,124,43,19,753,791,539,676,773,849,895,874,556,5953,3048,5514,5811,5930,5025,2962,1724,754,30768
SED10002,860,462,249,62,18,3,3364,27,202,162,107,91,23,6,0,618,1150,4382,2268,1383,850,287,107,25,10452,910,1824,1308,910,538,182,71,26,5769,77,153,186,179,116,54,13,14,792,832,1404,1162,1103,823,412,277,64,6077,155,166,177,136,58,12,7,0,711,1064,1723,1525,1418,997,478,297,78,7580,136,313,253,271,185,116,71,31,1376,1805,2100,1525,1280,864,588,449,213,8824,5192,12154,7901,5831,3774,1736,1019,376,37983
SED10003,298,362,413,158,49,6,1400,11,94,240,274,299,87,25,4,1034,189,1183,1905,1648,1532,623,230,81,7391,155,522,1026,1204,1063,572,241,86,4869,64,108,169,210,241,104,49,35,980,670,1426,1806,2283,1689,842,439,147,9302,137,144,130,135,121,37,15,8,727,871,1678,2105,2628,2051,983,503,190,11009,28,70,121,209,238,146,91,31,934,590,444,597,742,802,696,737,433,5041,1852,4097,6292,7067,6398,3265,1876,831,31678
SED10004,2243,1506,1257,450,96,13,7445,30,473,638,430,393,109,10,3,2086,1270,6153,5164,2596,1862,642,163,35,17885,355,1405,1544,1102,835,360,116,27,5744,48,132,200,184,150,67,25,12,818,452,1115,1109,919,657,373,174,51,4850,59,115,114,70,50,25,3,3,439,559,1362,1423,1173,857,465,202,66,6107,58,161,222,227,175,117,63,12,1035,725,1143,1050,736,710,590,525,327,5806,3095,12479,12284,7770,6089,2733,1175,483,46108
SED10005,431,246,144,33,7,3,1540,16,106,91,58,55,11,9,6,352,738,2311,1485,918,568,217,62,23,6322,596,1299,1101,795,432,155,83,12,4473,72,183,205,201,119,50,20,11,861,783,1525,1429,1184,867,578,291,100,6757,131,200,161,122,36,12,5,3,670,986,1908,1795,1507,1022,640,316,114,8288,131,235,257,261,201,118,63,26,1292,1220,1125,1072,1010,861,649,583,406,6926,3746,7601,6232,4795,3283,1823,1123,590,29193
SED10006,113,101,89,27,13,0,440,4,71,110,107,87,25,4,0,408,255,1066,885,625,481,182,56,21,3571,98,428,702,715,446,232,90,22,2733,70,105,156,175,165,69,23,6,769,868,1560,1647,1788,1266,671,259,54,8113,185,170,148,123,97,29,6,0,758,1123,1835,1951,2086,1528,769,288,60,9640,34,56,78,140,139,61,36,15,559,1010,699,928,1017,1051,1031,807,276,6819,2536,4240,4767,4791,3821,2327,1294,394,24170
SED10007,204,263,262,131,36,6,1001,7,81,141,195,214,74,14,0,726,290,1077,1124,933,863,393,147,35,4862,158,440,762,880,759,433,178,52,3662,111,122,216,247,247,121,54,19,1137,1311,2194,2359,2309,1668,866,389,80,11176,234,204,186,162,111,42,6,3,948,1656,2520,2761,2718,2026,1029,449,102,13261,45,61,125,195,182,132,66,25,831,1159,870,882,942,952,892,760,307,6764,3324,5139,5999,6126,5258,3084,1650,527,31107
SED10008,1065,885,522,170,41,3,3412,20,209,322,269,246,70,15,3,1154,783,2765,3128,2155,1453,634,154,39,11111,374,1056,1577,1323,1089,594,183,58,6254,73,115,239,284,310,194,64,12,1291,687,1217,1742,1458,1188,1000,422,90,7804,87,95,145,121,127,67,17,4,663,847,1427,2126,1863,1625,1261,503,106,9758,89,141,236,268,310,232,120,36,1432,449,306,356,416,418,440,399,337,3121,2610,6582,8810,7179,5663,3401,1415,582,36242
SED10009,156,181,286,178,56,14,916,4,77,134,244,347,144,35,4,989,73,505,850,1045,1266,764,288,88,4879,72,298,607,868,1122,675,291,99,4032,50,85,145,215,297,195,65,17,1069,665,1361,1882,2458,2218,1423,680,172,10859,160,140,152,163,145,48,18,6,832,875,1586,2179,2836,2660,1666,763,195,12760,32,48,97,186,237,182,87,41,910,610,392,568,730,1023,1118,995,518,5954,1670,2947,4591,6090,6941,4727,2515,959,30440
SED10010,599,362,213,55,17,3,2320,14,169,151,101,62,10,7,0,514,629,2697,1919,1450,1037,292,74,24,8122,563,1414,1164,880,569,208,75,23,4896,93,192,225,213,160,68,25,0,976,978,2052,1839,1697,1157,558,281,67,8629,157,227,193,138,78,25,4,0,822,1228,2471,2257,2048,1395,651,310,67,10427,97,259,258,271,262,122,59,26,1354,900,804,712,713,699,579,557,232,5196,3492,8824,7060,5825,4237,1917,1099,375,32829
