region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SED10011,8804,399,75,9,7,9294,9930,175,41,10,3,10159,2511,300,221,10,5,3047,152,137,49,0,0,338,1001,70,69,7,3,1150,80,70,36,0,0,186,79,12,6,3,0,100,100,11,7,0,0,118,3923,600,388,20,8,4939,143,96,25,0,3,267,403,42,17,3,0,465,23203,1312,546,42,21,25124
SED10012,10470,178,109,102,7,10866,7704,52,37,52,6,7851,1713,206,337,12,0,2268,527,24,72,0,0,623,1623,64,94,34,3,1818,79,50,33,0,0,162,475,7,20,30,6,538,301,5,13,12,0,331,4718,356,569,88,9,5740,199,48,14,5,0,266,661,41,45,10,7,764,23752,675,774,257,29,25487
SED10013,5873,724,532,4,6,7139,5229,1061,769,5,6,7070,1551,572,1297,12,3,3435,1040,691,214,0,0,1945,890,219,237,8,3,1357,63,88,24,0,3,178,186,58,68,3,0,315,106,20,30,0,0,156,3836,1648,1870,23,9,7386,112,29,22,0,3,166,576,151,198,3,0,928,15626,3613,3391,35,24,22689
SED10014,5679,314,73,115,4,6185,11974,419,28,5,15,12441,2428,282,83,0,0,2793,539,534,33,0,7,1113,894,69,33,6,0,1002,37,65,4,0,0,106,101,4,0,15,0,120,65,6,6,0,0,77,4064,960,159,21,7,5211,84,94,9,4,0,191,362,63,15,10,0,450,22163,1850,284,155,26,24478
SED10015,5433,459,72,44,3,6011,8236,875,191,60,0,9362,2170,850,441,20,0,3481,1521,803,292,0,4,2620,767,153,77,7,0,1004,66,42,35,0,0,143,86,11,13,0,0,110,55,14,11,3,0,83,4665,1873,869,30,4,7441,89,21,6,3,3,122,384,103,37,0,0,524,18807,3331,1175,137,10,23460
SED10016,6905,748,1315,33,3,9004,4805,1093,2526,19,3,8446,1392,784,4394,114,18,6702,143,118,363,0,0,624,535,218,732,33,4,1522,55,19,148,0,0,222,74,27,94,3,3,201,66,20,54,4,0,144,2265,1186,5785,154,25,9415,81,27,101,0,0,209,411,93,324,6,0,834,14467,3147,10051,212,31,27908
SED10017,7951,576,347,0,0,8874,8440,1070,494,3,13,10020,1409,613,549,0,3,2574,26,66,38,0,3,133,360,151,89,3,0,603,13,63,67,0,4,147,57,82,9,0,0,148,40,14,7,0,0,61,1905,989,759,3,10,3666,54,152,133,0,10,349,201,41,70,0,0,312,18551,2828,1803,6,33,23221
SED10018,8647,161,131,31,3,8973,10211,107,68,10,3,10399,2707,483,274,10,4,3478,582,101,203,0,0,886,1164,51,55,12,0,1282,44,33,56,0,0,133,132,29,9,14,3,187,125,19,9,3,0,156,4754,716,606,39,7,6122,102,31,40,3,0,176,653,47,62,8,3,773,24367,1062,907,91,16,26443
SED10019,8281,709,280,3,0,9273,8018,303,188,6,3,8518,1722,562,490,14,3,2791,967,364,235,0,0,1566,900,183,124,9,0,1216,26,13,46,0,0,85,58,27,5,0,0,90,57,12,13,4,0,86,3730,1161,913,27,3,5834,57,18,25,0,0,100,459,84,50,0,0,593,20545,2275,1456,36,6,24318
SED10020,10558,357,297,403,6,11621,7487,144,104,68,3,7806,2459,396,764,28,6,3653,499,66,135,3,0,703,1587,153,246,40,0,2026,174,54,50,0,11,289,243,18,47,124,3,435,200,14,15,10,0,239,5162,701,1257,205,20,7345,145,15,34,10,3,207,613,49,63,47,3,775,23965,1266,1755,733,35,27754
SED10021,8176,693,431,546,0,9846,6989,402,219,30,0,7640,2576,938,1140,14,3,4671,601,295,312,0,0,1208,1309,258,289,60,3,1919,79,70,70,3,0,222,149,32,34,164,3,382,124,24,30,16,0,194,4838,1617,1875,257,9,8596,154,109,48,21,3,335,451,95,120,36,0,702,20608,2916,2693,890,12,27119
SED10022,2560,1785,3444,23,3,7815,1845,1888,3786,14,18,7551,653,1055,9358,116,30,11212,16,39,351,0,3,409,288,408,2364,45,3,3108,13,10,117,0,0,140,32,23,151,4,3,213,19,29,160,3,0,211,1021,1564,12501,168,39,15293,19,26,72,0,0,117,122,108,460,4,3,697,5567,5371,20263,209,63,31473
SED10023,6344,1496,1748,10,0,9598,5509,938,2015,3,3,8468,811,549,3230,16,0,4606,40,96,407,0,0,543,414,144,608,16,0,1182,32,8,50,0,0,90,56,124,37,19,0,236,45,6,32,3,3,89,1398,927,4364,54,3,6746,58,14,95,0,0,167,269,100,264,0,0,633,13578,3475,8486,67,6,25612
SED10024,9241,530,708,9,4,10492,7680,203,402,7,0,8292,1328,107,377,8,4,1824,25,6,57,0,0,88,449,57,108,4,7,625,20,0,13,0,5,38,29,7,8,0,0,44,60,5,15,0,0,80,1911,182,578,12,16,2699,89,4,64,0,3,160,270,38,66,0,4,378,19191,957,1818,28,27,22021
SED10025,6313,883,2270,15,10,9491,4432,1242,3679,13,10,9376,1354,836,4811,58,34,7093,95,174,508,0,0,777,475,179,845,37,5,1541,23,22,94,0,0,139,47,76,164,5,0,292,67,15,68,3,0,153,2061,1302,6490,103,39,9995,73,18,61,0,0,152,321,72,279,4,0,676,13200,3517,12779,135,59,29690
SED10026,8650,173,150,66,3,9042,8505,106,73,19,7,8710,2440,567,761,23,0,3791,926,97,261,0,3,1287,1489,90,114,27,0,1720,114,37,54,0,0,205,323,14,37,36,0,410,213,10,20,5,4,252,5505,815,1247,91,7,7665,147,27,80,3,0,257,546,52,91,50,0,739,23353,1173,1641,229,17,26413
SED10027,7262,1039,193,10,0,8504,6081,1736,227,8,0,8052,1481,661,215,51,4,2412,824,296,491,0,0,1611,602,187,58,21,5,873,30,49,66,4,0,149,73,23,10,3,0,109,73,11,11,0,0,95,3083,1227,851,79,9,5249,87,18,41,0,0,146,399,113,80,5,0,597,16912,4133,1392,102,9,22548
SED10028,7853,1015,758,3,0,9629,6481,1185,830,8,0,8504,1348,864,1589,8,8,3817,86,162,129,0,0,377,513,200,278,5,0,996,39,30,114,0,0,183,59,39,17,4,0,119,62,10,29,3,0,104,2107,1305,2156,20,8,5596,62,83,169,0,3,317,201,69,119,0,0,389,16704,3657,4032,31,11,24435
SED10029,6357,488,378,6,0,7229,5818,1126,717,13,0,7674,2218,860,1961,32,3,5074,1285,735,1141,0,3,3164,1014,194,206,13,3,1430,89,65,117,0,0,271,190,41,55,5,0,291,108,26,43,0,0,177,4904,1921,3523,50,9,10407,115,21,30,0,0,166,673,112,209,0,0,994,17867,3668,4857,69,9,26470
SED10030,6825,1521,872,35,15,9268,7120,750,530,21,16,8437,2933,1216,1620,61,42,5872,349,431,474,0,0,1254,1061,274,233,28,7,1603,48,90,92,0,0,230,110,27,23,6,3,169,110,26,36,0,0,172,4611,2064,2478,95,52,9300,102,35,91,4,3,235,444,179,193,7,0,823,19102,4549,4164,162,86,28063
SED10031,9743,508,83,92,13,10439,8463,303,34,23,14,8837,2311,566,373,35,12,3297,751,96,90,0,0,937,1218,118,56,34,0,1426,113,70,40,0,0,223,241,18,12,53,3,327,161,15,8,6,0,190,4795,883,579,128,15,6400,167,18,22,6,0,213,527,67,30,10,3,637,23695,1779,748,259,45,26526
SED10032,6254,569,607,8,0,7438,5233,1151,1854,19,3,8260,1851,738,3736,29,18,6372,772,515,1035,0,3,2325,948,181,520,12,7,1668,91,89,139,0,4,323,201,26,77,0,4,308,105,26,54,3,4,192,3968,1575,5561,44,40,11188,132,26,40,0,0,198,576,106,279,3,6,970,16163,3427,8341,74,49,28054
SED10033,7097,173,146,131,3,7550,11295,163,35,15,3,11511,1530,116,66,9,0,1721,12,0,0,3,0,15,901,34,30,20,3,988,21,21,3,0,0,45,167,17,0,83,3,270,120,6,3,8,0,137,2751,194,102,123,6,3176,190,46,3,6,3,248,304,15,13,16,0,348,21637,591,299,291,15,22833
SED10034,7049,662,429,22,0,8162,8444,572,1019,8,0,10043,1119,357,1276,29,4,2785,111,193,56,0,0,360,571,91,223,13,0,898,24,42,7,0,0,73,59,4,6,20,0,89,53,9,14,0,0,76,1937,696,1582,62,4,4281,77,58,19,0,0,154,229,65,37,4,0,335,17736,2053,3086,96,4,22975
SED10035,3692,1292,1818,10,9,6821,2476,1948,5352,15,12,9803,984,1269,7555,34,31,9873,190,681,3145,3,249,4268,371,460,1357,15,17,2220,25,48,169,0,10,252,41,20,136,3,3,203,42,35,135,0,0,212,1653,2513,12497,55,310,17028,44,46,107,0,16,213,221,137,541,0,23,922,8086,5936,20315,80,370,34787
SED10036,7970,296,556,11,5,8838,9252,463,971,7,5,10698,1461,264,1317,13,5,3060,34,107,125,0,0,266,651,63,304,13,3,1034,23,8,87,3,0,121,69,10,19,4,0,102,61,6,18,0,0,85,2299,458,1870,33,8,4668,101,38,59,0,3,201,238,30,87,0,0,355,19860,1285,3543,51,21,24760
SED10037,8232,961,410,189,3,9795,6577,872,350,14,3,7816,1253,948,1048,43,3,3295,828,873,426,0,3,2130,686,250,301,24,3,1264,46,40,76,0,0,162,76,19,60,41,0,196,59,18,32,0,0,109,2948,2148,1943,108,9,7156,101,31,112,3,0,247,436,136,113,35,0,720,18294,4148,2928,349,15,25734
SED10038,8873,557,383,158,6,9977,8536,340,136,13,4,9029,1869,428,374,39,3,2713,333,145,104,0,0,582,990,130,121,14,0,1255,64,22,60,0,0,146,232,6,9,29,11,287,101,10,18,0,0,129,3589,741,686,82,14,5112,103,65,112,3,0,283,365,60,69,11,0,505,21466,1763,1386,267,24,24906
SED10039,6954,1066,1371,14,3,9408,4762,1160,2465,12,6,8405,1328,521,3007,83,19,4958,199,205,244,0,0,648,526,177,557,33,6,1299,38,27,55,0,3,123,57,30,40,4,0,131,66,13,47,0,0,126,2214,973,3950,120,28,7285,70,29,69,3,0,171,355,78,217,5,0,655,14355,3306,8072,154,37,25924
SED10040,7893,603,1618,4,8,10126,6947,284,1866,3,4,9104,1147,204,2206,3,7,3567,12,11,148,0,0,171,475,59,508,0,4,1046,27,41,175,0,0,243,57,11,53,0,3,124,44,9,41,0,0,94,1762,335,3131,3,14,5245,68,79,164,0,0,311,202,67,152,0,3,424,16872,1368,6931,10,29,25210
SED10041,8696,485,234,173,11,9599,8425,106,40,11,4,8586,2386,212,241,14,0,2853,598,195,81,0,0,874,1219,74,71,16,4,1384,101,33,43,0,0,177,166,58,7,101,4,336,116,4,10,6,0,136,4586,576,453,137,8,5760,96,85,76,3,0,260,472,51,41,35,0,599,22275,1303,844,359,23,24804
SED10042,6232,473,1191,21,33,7950,4938,891,2087,13,25,7954,1489,565,4242,51,41,6388,580,447,1338,0,0,2365,571,146,537,13,12,1279,48,69,126,0,0,243,114,13,132,5,4,268,56,18,78,3,0,155,2858,1258,6453,72,57,10698,90,29,69,0,0,188,485,93,484,3,3,1068,14603,2744,10284,109,118,27858
SED10043,6800,719,1346,17,6,8888,5656,747,1820,10,3,8236,1208,505,2772,40,5,4530,151,127,701,0,0,979,470,158,517,23,3,1171,36,24,115,0,0,175,51,36,29,9,26,151,56,14,39,0,0,109,1972,864,4173,72,34,7115,73,36,198,0,3,310,242,39,166,3,3,453,14743,2405,7703,102,49,25002
SED10044,9999,361,174,220,7,10761,8438,135,126,69,12,8780,2039,387,754,29,3,3212,413,130,168,3,0,714,2151,139,220,79,3,2592,154,44,37,3,0,238,200,15,25,129,0,369,236,7,10,18,0,271,5193,722,1214,261,6,7396,190,22,21,5,0,238,503,75,82,28,0,688,24323,1315,1617,583,25,27863
SED10045,4773,299,495,3,5,5575,7038,705,1141,3,5,8892,1748,465,2334,4,8,4559,1486,480,1172,0,0,3138,711,95,229,0,4,1039,52,43,125,0,0,220,181,22,66,3,0,272,98,15,50,0,0,163,4276,1120,3976,7,12,9391,104,12,23,3,0,142,534,74,235,3,4,850,16725,2210,5870,19,26,24850
SED10046,6247,488,157,16,0,6908,8621,525,277,6,3,9432,2341,672,449,23,0,3485,1580,165,425,0,0,2170,983,141,84,12,3,1223,39,27,42,0,0,108,191,51,12,4,0,258,91,17,8,5,3,124,5225,1073,1020,44,6,7368,106,22,19,0,0,147,494,61,86,0,0,641,20693,2169,1559,66,9,24496
SED10047,5118,800,54,23,3,5998,9862,1912,108,0,0,11882,2024,1089,145,7,0,3265,1263,594,232,0,0,2089,740,225,28,4,0,997,61,51,26,0,0,138,150,29,5,18,0,202,83,33,3,3,0,122,4321,2021,439,32,0,6813,92,46,10,0,0,148,510,237,57,5,0,809,19903,5016,668,60,3,25650
SED10048,7864,318,128,35,0,8345,10535,207,92,21,0,10855,2612,552,544,31,0,3739,1003,192,192,0,0,1387,914,108,81,16,0,1119,33,25,32,0,0,90,260,19,19,42,3,343,79,11,10,3,0,103,4901,907,878,92,3,6781,91,25,37,0,0,153,408,58,60,14,0,540,23799,1515,1195,162,3,26674
SED10049,5302,741,2615,13,0,8671,5145,728,3432,11,4,9320,1058,548,5367,29,13,7015,86,96,265,0,0,447,516,223,1371,20,9,2139,18,8,74,0,0,100,29,34,56,0,0,119,47,16,80,4,0,147,1754,925,7213,53,22,9967,58,5,70,0,0,133,191,31,310,3,0,535,12450,2430,13640,80,26,28626
SED10050,5617,1468,1275,29,3,8392,3803,1827,1992,12,11,7645,922,805,3469,37,12,5245,267,584,2205,0,3,3059,417,257,626,32,5,1337,57,42,162,0,0,261,53,148,66,8,3,278,57,15,66,0,6,144,1773,1851,6594,77,29,10324,49,42,116,4,3,214,309,126,322,3,0,760,11551,5314,10299,125,46,27335
SED10051,3121,2292,985,41,10,6449,2648,3583,2391,38,14,8674,1220,2877,5938,177,28,10240,108,213,683,0,0,1004,491,869,990,117,11,2478,96,132,192,4,0,424,39,45,62,21,0,167,48,52,56,5,0,161,2002,4188,7921,324,39,14474,43,43,38,3,3,130,187,197,278,7,3,672,8001,10303,11613,413,69,30399
SED10052,6872,395,199,18,0,7484,9024,972,351,0,6,10353,1292,464,421,0,5,2182,171,135,165,0,0,471,433,100,67,6,3,609,40,18,7,0,0,65,498,30,3,31,6,568,56,5,3,0,0,64,2490,752,666,37,14,3959,65,15,6,0,0,86,258,80,52,0,0,390,18709,2214,1274,55,20,22272
SED10053,7293,830,694,43,5,8865,7037,855,1012,10,3,8917,971,457,1243,28,0,2699,207,270,344,0,0,821,404,92,262,12,0,770,28,50,120,0,0,198,40,67,18,15,0,140,38,7,25,3,0,73,1688,943,2012,58,0,4701,49,27,141,0,0,217,266,81,129,6,0,482,16333,2736,3988,117,8,23182
SED10054,7555,464,294,129,21,8463,8738,844,577,42,6,10207,1435,776,1245,16,6,3478,573,105,134,0,0,812,1124,282,296,32,7,1741,51,40,31,0,0,122,517,47,50,42,4,660,149,29,18,7,5,208,3849,1279,1774,97,22,7021,113,22,22,3,3,163,364,67,92,53,36,612,20619,2676,2759,324,88,26466
SED10055,4366,379,77,3,0,4825,9240,1011,246,3,0,10500,2556,872,723,0,0,4151,1864,763,244,0,0,2871,932,184,77,8,0,1201,82,37,47,0,0,166,106,26,13,0,0,145,88,16,13,0,0,117,5628,1898,1117,8,0,8651,104,32,4,0,0,140,516,110,66,0,0,692,19854,3430,1510,14,0,24808
SED10056,5823,278,103,34,6,6244,10668,745,161,3,0,11577,2609,850,312,4,0,3775,283,211,113,0,3,610,989,134,65,21,0,1209,37,43,21,0,0,101,175,3,6,6,0,190,92,11,12,0,0,115,4185,1252,529,31,3,6000,68,3,8,3,0,82,405,70,43,3,0,521,21149,2348,844,74,9,24424
SED10057,10249,101,261,208,33,10852,6941,38,82,46,14,7121,1695,155,386,14,6,2256,396,18,64,4,13,495,1677,71,151,44,8,1951,220,30,38,0,0,288,764,17,81,74,8,944,319,13,8,10,0,350,5071,304,728,146,35,6284,253,12,16,15,3,299,826,32,98,45,3,1004,23340,487,1185,460,88,25560
SED10058,9403,165,188,99,3,9858,7231,94,98,23,5,7451,1920,348,485,15,0,2768,703,29,70,0,3,805,1715,84,141,21,6,1967,149,33,69,0,0,251,554,26,70,36,3,689,334,15,31,7,0,387,5375,535,866,79,12,6867,186,11,12,3,3,215,710,34,79,25,4,852,22905,839,1243,229,27,25243
SED10059,9881,1044,513,308,6,11752,6568,228,145,36,4,6981,2451,643,1027,29,8,4158,439,151,227,0,0,817,1169,190,187,27,4,1577,140,97,56,0,0,293,125,27,32,90,3,277,125,18,19,21,0,183,4449,1126,1548,167,15,7305,104,87,26,12,0,229,538,138,126,32,3,837,21540,2623,2358,555,28,27104
SED10060,6352,786,716,29,0,7883,6374,812,778,21,3,7988,2614,1194,2398,63,9,6278,160,555,1360,0,0,2075,1260,451,669,26,5,2411,48,59,67,0,0,174,150,50,58,4,3,265,86,27,38,0,0,151,4318,2336,4590,93,17,11354,92,46,57,3,0,198,405,107,278,0,3,793,17541,4087,6419,146,23,28216
SED10061,3244,1498,4473,4,26,9245,2164,1351,4483,7,20,8025,704,1182,10415,16,26,12343,3,56,394,0,0,453,316,346,2167,6,6,2841,13,8,67,0,0,88,21,10,109,3,6,149,28,23,112,0,0,163,1085,1625,13264,25,38,16037,30,17,135,3,0,185,96,55,433,3,4,591,6619,4546,22788,42,88,34083
SED10062,10529,117,138,97,7,10888,7307,57,63,31,8,7466,2367,324,910,13,0,3614,632,78,191,0,0,901,1616,58,158,26,5,1863,144,50,112,0,0,306,549,14,33,58,5,659,374,13,23,9,0,419,5682,537,1427,106,10,7762,240,31,12,7,0,290,667,27,82,27,3,806,24425,769,1722,268,28,27212
SED10063,6932,964,1468,12,3,9379,5070,943,2459,12,3,8487,1121,443,3333,59,3,4959,190,268,268,0,0,726,422,146,721,19,0,1308,36,60,44,0,0,140,61,44,48,3,3,159,46,15,50,0,0,111,1876,976,4464,81,6,7403,68,42,46,0,0,156,282,89,201,0,0,572,14228,3014,8638,105,12,25997
SED10064,8965,269,125,101,8,9468,8262,149,46,32,7,8496,3044,586,530,39,0,4199,892,145,246,0,0,1283,1287,80,86,24,0,1477,115,33,65,3,0,216,273,15,28,42,0,358,196,7,14,12,0,229,5807,866,969,120,0,7762,135,19,21,3,0,178,572,73,70,40,0,755,23741,1376,1231,296,15,26659
SED10065,10850,318,188,215,3,11574,7001,144,53,42,4,7244,2352,322,516,34,0,3224,690,70,118,0,3,881,1648,81,113,51,3,1896,213,54,58,7,0,332,185,23,24,70,0,302,223,14,19,14,0,270,5311,564,848,176,6,6905,178,11,20,11,0,220,606,50,62,28,0,746,23946,1087,1171,472,13,26689
SED10066,4474,849,1160,10,12,6505,4258,1938,3435,3,26,9660,1554,1163,6837,27,20,9601,1108,605,1416,3,9,3141,608,274,874,10,8,1774,35,56,244,3,0,338,66,203,116,0,3,388,61,23,77,5,0,166,3432,2324,9564,48,40,15408,71,41,119,0,0,231,311,91,385,0,3,790,12546,5243,14663,61,81,32594
SED10067,6236,584,277,82,8,7187,8424,631,537,7,3,9602,2094,975,1144,15,5,4233,709,476,358,3,0,1546,808,202,160,9,0,1179,44,76,37,0,12,169,72,17,17,11,0,117,65,20,12,0,0,97,3792,1766,1728,38,17,7341,61,38,14,4,32,149,361,82,117,5,11,576,18874,3101,2673,136,71,24855
