region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED10001,28256,29219,57475,1350,1590,2940,2072,2307,4379,816,983,1799,152,168,320,43,41,84,34,46,80,18,26,44,35,34,69,36,55,91,0,0,0,3206,3660,6866,215,263,478,95,62,157,4866,5575,10441,1756,1456,3212,34878,36250,71128
SED10002,35744,35359,71103,1821,1595,3416,3302,3033,6335,83,66,149,75,70,145,25,17,42,31,27,58,0,4,4,0,0,0,21,19,40,8,0,8,3545,3236,6781,1023,1114,2137,88,81,169,6477,6026,12503,4291,2681,6972,46512,44066,90578
SED10003,25116,27002,52118,1684,1898,3582,2100,2328,4428,162,190,352,436,491,927,27,30,57,43,42,85,20,29,49,22,24,46,16,20,36,0,0,0,2826,3154,5980,287,344,631,81,103,184,4878,5499,10377,1547,1348,2895,31541,33849,65390
SED10004,26286,29051,55337,1201,1314,2515,3849,4510,8359,167,189,356,131,164,295,57,51,108,60,75,135,17,23,40,16,9,25,57,69,126,0,0,0,4354,5090,9444,946,1080,2026,52,60,112,6553,7544,14097,2548,2185,4733,35387,38780,74167
SED10005,32690,33718,66408,875,851,1726,2537,2513,5050,25,12,37,37,37,74,4,10,14,14,19,33,3,3,6,4,0,4,7,5,12,0,5,5,2631,2604,5235,472,518,990,50,43,93,4028,4016,8044,2561,2411,4972,39279,40145,79424
SED10006,26938,26177,53115,1917,1946,3863,1669,1717,3386,93,82,175,357,363,720,22,23,45,39,21,60,12,19,31,24,22,46,13,8,21,0,0,0,2229,2255,4484,108,115,223,89,50,139,4343,4366,8709,2498,2132,4630,33779,32675,66454
SED10007,28774,28965,57739,1903,2067,3970,2441,2598,5039,47,33,80,158,151,309,9,19,28,39,37,76,11,7,18,22,19,41,30,28,58,0,0,0,2757,2892,5649,119,109,228,62,35,97,4841,5103,9944,2869,1594,4463,36484,35662,72146
SED10008,30518,31797,62315,438,484,922,2716,2790,5506,42,61,103,55,61,116,9,11,20,22,20,42,11,5,16,6,7,13,10,9,19,0,0,0,2871,2964,5835,382,424,806,31,31,62,3722,3903,7625,822,804,1626,35062,36504,71566
SED10009,26445,27503,53948,1825,1938,3763,1770,1908,3678,256,247,503,115,137,252,27,24,51,51,44,95,20,14,34,21,27,48,266,286,552,0,0,0,2526,2687,5213,114,136,250,64,51,115,4529,4812,9341,1591,1500,3091,32565,33815,66380
SED10010,32334,33133,65467,842,852,1694,3091,3007,6098,24,30,54,71,63,134,13,21,34,23,15,38,5,0,5,9,0,9,12,7,19,0,0,0,3248,3143,6391,460,587,1047,75,43,118,4625,4625,9250,1578,1473,3051,38537,39231,77768
SED10011,26937,29007,55944,1151,1250,2401,2055,2300,4355,40,40,80,80,93,173,12,10,22,31,25,56,12,11,23,15,12,27,12,25,37,0,0,0,2257,2516,4773,127,153,280,45,56,101,3580,3975,7555,1743,1647,3390,32260,34629,66889
SED10012,27149,27748,54897,1650,1785,3435,1460,1516,2976,41,47,88,143,133,276,16,19,35,35,37,72,14,9,23,15,20,35,419,439,858,0,0,0,2143,2220,4363,86,93,179,50,44,94,3929,4142,8071,1669,1479,3148,32747,33369,66116
SED10013,31419,32988,64407,863,883,1746,2147,2293,4440,36,39,75,35,38,73,10,9,19,13,16,29,0,0,0,4,5,9,0,7,7,0,0,0,2245,2407,4652,367,444,811,73,67,140,3548,3801,7349,1910,1726,3636,36877,38515,75392
SED10014,31885,32958,64843,1070,1232,2302,3391,3501,6892,27,21,48,100,125,225,11,6,17,13,16,29,3,0,3,0,0,0,11,12,23,0,0,0,3556,3681,7237,138,131,269,60,53,113,4824,5097,9921,1645,1649,3294,38354,39704,78058
SED10015,28316,29430,57746,764,848,1612,2603,2712,5315,32,22,54,59,74,133,6,14,20,18,11,29,3,4,7,5,3,8,6,8,14,3,0,3,2735,2848,5583,254,305,559,71,53,124,3824,4054,7878,1526,1385,2911,33666,34869,68535
SED10016,31247,32988,64235,952,956,1908,2896,3052,5948,53,37,90,43,44,87,23,13,36,13,10,23,6,8,14,6,10,16,20,23,43,3,3,6,3063,3200,6263,661,739,1400,47,32,79,4723,4927,9650,1993,1885,3878,37963,39800,77763
SED10017,30675,32242,62917,614,662,1276,2591,2664,5255,69,78,147,63,51,114,17,16,33,25,32,57,3,5,8,4,3,7,16,22,38,0,0,0,2788,2871,5659,563,563,1126,25,27,52,3990,4123,8113,961,1044,2005,35626,37409,73035
SED10018,29804,30658,60462,1490,1637,3127,2490,2794,5284,36,39,75,172,154,326,24,19,43,44,43,87,13,10,23,22,28,50,9,10,19,0,0,0,2810,3097,5907,117,105,222,94,66,160,4511,4905,9416,1951,1400,3351,36266,36963,73229
SED10019,26105,27835,53940,729,809,1538,2456,2553,5009,33,39,72,96,104,200,9,8,17,21,13,34,6,10,16,19,15,34,18,13,31,0,0,0,2658,2755,5413,150,172,322,46,49,95,3583,3785,7368,1040,969,2009,30728,32589,63317
SED10020,28404,29172,57576,2191,2430,4621,1783,1970,3753,57,69,126,418,465,883,23,19,42,28,34,62,13,10,23,29,18,47,21,14,35,0,0,0,2372,2599,4971,95,122,217,101,87,188,4759,5238,9997,1788,1478,3266,34951,35888,70839
SED10021,26853,28521,55374,1655,1884,3539,2881,3137,6018,112,120,232,373,385,758,12,24,36,59,45,104,17,22,39,30,36,66,41,41,82,0,0,0,3525,3810,7335,223,242,465,94,99,193,5497,6035,11532,1455,1386,2841,33805,35942,69747
SED10022,27367,29412,56779,1422,1514,2936,4047,4525,8572,173,198,371,151,218,369,32,39,71,55,62,117,8,11,19,10,10,20,83,98,181,0,0,0,4559,5161,9720,1814,1935,3749,62,61,123,7857,8671,16528,3687,3324,7011,38911,41407,80318
SED10023,26177,27651,53828,1218,1248,2466,2697,2868,5565,51,46,97,107,92,199,10,16,26,24,19,43,6,4,10,14,3,17,16,21,37,0,0,0,2925,3069,5994,301,367,668,32,26,58,4476,4710,9186,1405,1241,2646,32058,33602,65660
SED10024,28102,30135,58237,728,845,1573,2173,2325,4498,59,65,124,60,70,130,13,14,27,22,24,46,4,9,13,0,5,5,22,27,49,0,0,0,2353,2539,4892,570,665,1235,31,34,65,3682,4083,7765,1035,1074,2109,32819,35292,68111
SED10025,30001,32036,62037,1124,1215,2339,3743,3886,7629,182,138,320,134,115,249,47,38,85,52,51,103,17,11,28,10,4,14,35,24,59,0,0,0,4220,4267,8487,834,916,1750,57,38,95,6235,6436,12671,2698,2328,5026,38934,40800,79734
SED10026,27902,29224,57126,1671,1942,3613,2544,2821,5365,60,48,108,225,219,444,20,15,35,32,41,73,11,21,32,31,20,51,26,42,68,0,0,0,2949,3227,6176,123,126,249,71,97,168,4814,5392,10206,1698,1529,3227,34414,36145,70559
SED10027,27857,29296,57153,544,526,1070,2393,2398,4791,18,23,41,39,43,82,3,4,7,11,9,20,0,0,0,5,6,11,6,5,11,0,0,0,2475,2488,4963,243,309,552,47,58,105,3309,3381,6690,1534,1457,2991,32700,34134,66834
SED10028,28385,30525,58910,828,882,1710,2681,2660,5341,71,65,136,77,71,148,23,25,48,31,21,52,4,3,7,3,6,9,14,11,25,0,0,0,2904,2862,5766,745,869,1614,39,51,90,4516,4664,9180,869,829,1698,33770,36018,69788
SED10029,34197,35534,69731,867,915,1782,2933,2982,5915,34,25,59,50,51,101,15,7,22,18,27,45,5,0,5,8,3,11,7,8,15,0,4,4,3070,3107,6177,545,649,1194,106,69,175,4588,4740,9328,2120,1812,3932,40905,42086,82991
SED10030,26988,29209,56197,1261,1411,2672,2747,3091,5838,57,54,111,88,134,222,10,6,16,30,30,60,7,18,25,3,12,15,13,10,23,0,0,0,2955,3355,6310,191,221,412,75,97,172,4482,5084,9566,2050,1946,3996,33520,36239,69759
SED10031,27548,29170,56718,1582,1765,3347,2311,2530,4841,42,41,83,115,129,244,17,14,31,17,14,31,16,17,33,14,10,24,128,143,271,0,0,0,2660,2898,5558,162,189,351,62,76,138,4466,4928,9394,1956,1351,3307,33970,35449,69419
SED10032,34596,34747,69343,1242,1123,2365,3488,3311,6799,46,56,102,72,57,129,20,22,42,33,19,52,3,3,6,7,5,12,13,12,25,3,0,3,3685,3485,7170,747,894,1641,73,62,135,5747,5564,11311,3315,2766,6081,43658,43077,86735
SED10033,32429,32112,64541,708,726,1434,2648,2744,5392,48,40,88,68,63,131,13,19,32,18,28,46,4,8,12,10,9,19,10,8,18,0,0,0,2819,2919,5738,229,269,498,41,39,80,3797,3953,7750,1347,1177,2524,37573,37242,74815
SED10034,27848,28570,56418,1010,1053,2063,2058,2094,4152,46,43,89,62,59,121,3,12,15,20,26,46,4,7,11,7,4,11,22,23,45,0,0,0,2222,2268,4490,205,197,402,32,29,61,3469,3547,7016,1028,948,1976,32345,33065,65410
SED10035,31778,29958,61736,1312,1269,2581,4749,4505,9254,152,159,311,187,196,383,35,43,78,60,81,141,0,6,6,23,14,37,91,60,151,0,0,0,5297,5064,10361,1438,1471,2909,63,75,138,8110,7879,15989,4285,3535,7820,44173,41372,85545
SED10036,31152,31869,63021,840,818,1658,2283,2266,4549,46,33,79,54,65,119,18,15,33,12,20,32,7,8,15,6,5,11,11,11,22,0,0,0,2437,2423,4860,454,537,991,44,33,77,3775,3811,7586,982,923,1905,35909,36603,72512
SED10037,27661,28994,56655,926,991,1917,2432,2505,4937,43,45,88,90,94,184,7,13,20,18,26,44,7,4,11,9,11,20,28,30,58,0,0,0,2634,2728,5362,368,325,693,36,35,71,3964,4079,8043,1214,1147,2361,32839,34220,67059
SED10038,27997,29312,57309,1357,1511,2868,2366,2561,4927,56,58,114,126,125,251,16,20,36,34,36,70,5,5,10,21,13,34,56,69,125,0,0,0,2680,2887,5567,173,176,349,40,44,84,4250,4618,8868,1127,1025,2152,33374,34955,68329
SED10039,30941,32422,63363,804,781,1585,2875,2880,5755,28,36,64,57,59,116,16,18,34,16,14,30,5,4,9,3,0,3,18,15,33,0,0,0,3018,3026,6044,685,749,1434,48,55,103,4555,4611,9166,1710,1580,3290,37206,38613,75819
SED10040,28465,31258,59723,855,920,1775,3031,3406,6437,63,80,143,88,88,176,19,22,41,32,29,61,7,0,7,9,8,17,30,32,62,0,0,0,3279,3665,6944,964,1085,2049,38,62,100,5136,5732,10868,1233,1363,2596,34834,38353,73187
SED10041,27502,28661,56163,1052,1132,2184,2498,2575,5073,35,40,75,139,140,279,18,12,30,30,28,58,10,9,19,11,10,21,22,11,33,0,0,0,2763,2825,5588,133,143,276,71,54,125,4019,4154,8173,1222,1113,2335,32743,33928,66671
SED10042,34253,34284,68537,1111,942,2053,2918,2690,5608,37,37,74,40,42,82,23,13,36,13,9,22,3,0,3,14,0,14,8,10,18,4,0,4,3060,2801,5861,746,824,1570,59,42,101,4976,4609,9585,3198,2828,6026,42427,41721,84148
SED10043,27030,29104,56134,818,874,1692,2817,2965,5782,84,68,152,78,83,161,21,25,46,49,47,96,11,3,14,5,6,11,25,23,48,0,0,0,3090,3220,6310,600,650,1250,45,42,87,4553,4786,9339,1181,1167,2348,32764,35057,67821
SED10044,29142,30098,59240,1465,1649,3114,2332,2548,4880,104,96,200,511,563,1074,16,21,37,31,30,61,18,10,28,21,21,42,15,16,31,0,0,0,3048,3305,6353,151,167,318,71,63,134,4735,5184,9919,1696,1489,3185,35573,36771,72344
SED10045,33402,33956,67358,973,1031,2004,2727,2829,5556,42,38,80,43,42,85,13,7,20,10,8,18,11,8,19,5,13,18,12,9,21,0,0,0,2863,2954,5817,515,638,1153,81,65,146,4432,4688,9120,2868,2809,5677,40702,41453,82155
SED10046,29919,30463,60382,838,912,1750,2913,3078,5991,69,47,116,97,84,181,13,12,25,24,23,47,8,3,11,10,11,21,24,13,37,0,0,0,3158,3271,6429,138,177,315,69,70,139,4203,4430,8633,2365,1891,4256,36487,36784,73271
SED10047,35172,36408,71580,907,908,1815,3067,3208,6275,58,47,105,77,66,143,14,7,21,17,18,35,0,4,4,8,7,15,15,17,32,0,0,0,3256,3374,6630,332,408,740,58,61,119,4553,4751,9304,1888,2086,3974,41613,43245,84858
SED10048,30120,31563,61683,1320,1487,2807,2983,3133,6116,75,78,153,199,185,384,15,28,43,51,44,95,5,5,10,46,47,93,30,24,54,0,0,0,3404,3544,6948,156,139,295,44,54,98,4924,5224,10148,1501,1326,2827,36545,38113,74658
SED10049,27989,29019,57008,1669,1694,3363,3448,3654,7102,100,103,203,97,84,181,18,9,27,43,34,77,11,11,22,3,12,15,20,22,42,0,0,0,3740,3929,7669,1151,1244,2395,48,48,96,6608,6915,13523,1943,1790,3733,36540,37724,74264
SED10050,29302,30911,60213,1036,1100,2136,2818,2989,5807,78,71,149,106,120,226,21,17,38,34,26,60,5,14,19,16,17,33,39,29,68,0,0,0,3117,3283,6400,675,668,1343,59,57,116,4887,5108,9995,3791,2491,6282,37980,38510,76490
SED10051,27848,28269,56117,1008,1080,2088,4665,5157,9822,162,157,319,122,154,276,54,42,96,49,61,110,19,22,41,16,18,34,67,73,140,0,0,0,5154,5684,10838,853,1025,1878,70,54,124,7085,7843,14928,3072,2614,5686,38005,38726,76731
SED10052,29845,30349,60194,955,1004,1959,2363,2405,4768,105,53,158,160,129,289,23,14,37,24,14,38,6,4,10,36,11,47,32,20,52,0,0,0,2749,2650,5399,217,254,471,27,22,49,3948,3930,7878,1132,1070,2202,34925,35349,70274
SED10053,26513,28445,54958,598,629,1227,2357,2503,4860,43,34,77,59,53,112,6,5,11,23,21,44,3,5,8,0,4,4,12,18,30,0,0,0,2503,2643,5146,204,272,476,34,33,67,3339,3577,6916,1132,1087,2219,30984,33109,64093
SED10054,28821,28555,57376,1200,1337,2537,2094,2092,4186,135,134,269,259,240,499,37,51,88,59,57,116,16,12,28,39,42,81,943,1016,1959,6,7,13,3588,3651,7239,314,321,635,53,50,103,5155,5359,10514,2334,1732,4066,36310,35646,71956
SED10055,34698,35838,70536,1011,1036,2047,2936,3037,5973,52,45,97,58,76,134,13,8,21,16,20,36,0,3,3,4,3,7,12,20,32,3,0,3,3094,3212,6306,495,577,1072,86,85,171,4686,4910,9596,1993,1850,3843,41377,42598,83975
SED10056,31743,32374,64117,1019,1068,2087,2767,2965,5732,30,42,72,81,99,180,11,8,19,18,15,33,4,12,16,10,5,15,14,23,37,0,0,0,2935,3169,6104,200,243,443,41,29,70,4195,4509,8704,1508,1339,2847,37446,38222,75668
SED10057,26662,26536,53198,1580,1816,3396,825,812,1637,815,849,1664,157,154,311,153,147,300,34,24,58,23,22,45,48,44,92,16,4,20,0,0,0,2071,2056,4127,104,110,214,66,51,117,3821,4033,7854,1920,1606,3526,32403,32175,64578
SED10058,28160,28375,56535,2084,2162,4246,1480,1551,3031,171,157,328,162,124,286,33,29,62,31,18,49,18,6,24,18,20,38,29,48,77,0,0,0,1942,1953,3895,181,163,344,70,43,113,4277,4321,8598,2681,1743,4424,35118,34439,69557
SED10059,26310,28010,54320,1793,1935,3728,2266,2533,4799,44,60,104,207,189,396,13,19,32,29,22,51,9,19,28,12,11,23,17,17,34,0,0,0,2597,2870,5467,98,111,209,63,55,118,4551,4971,9522,1666,1639,3305,32527,34620,67147
SED10060,25239,25906,51145,995,1033,2028,4118,4320,8438,117,84,201,177,173,350,27,17,44,66,43,109,12,16,28,29,29,58,38,42,80,0,0,0,4584,4724,9308,439,462,901,70,47,117,6088,6266,12354,1986,1589,3575,33313,33761,67074
SED10061,25569,28784,54353,1357,1509,2866,4155,4557,8712,210,191,401,170,192,362,31,33,64,71,84,155,12,23,35,10,14,24,55,55,110,0,0,0,4714,5149,9863,1631,1757,3388,36,47,83,7738,8462,16200,3214,3113,6327,36521,40359,76880
SED10062,28034,29179,57213,2437,2714,5151,1849,2111,3960,46,53,99,444,473,917,22,23,45,34,28,62,11,20,31,14,25,39,13,19,32,0,0,0,2433,2752,5185,280,307,587,73,66,139,5223,5839,11062,1743,1537,3280,35000,36555,71555
SED10063,29082,31200,60282,772,855,1627,2834,3061,5895,30,37,67,49,67,116,16,22,38,20,19,39,3,0,3,3,5,8,9,9,18,0,0,0,2964,3220,6184,616,703,1319,40,40,80,4392,4818,9210,1446,1397,2843,34920,37415,72335
SED10064,27988,28907,56895,1918,2015,3933,2805,2916,5721,79,87,166,244,257,501,44,33,77,66,72,138,29,31,60,25,33,58,26,38,64,0,0,0,3318,3467,6785,165,171,336,71,56,127,5472,5709,11181,2401,1693,4094,35861,36309,72170
SED10065,27490,28429,55919,1615,1831,3446,2020,2224,4244,70,62,132,229,253,482,16,15,31,37,37,74,17,19,36,24,24,48,16,14,30,0,0,0,2429,2648,5077,83,116,199,72,68,140,4199,4663,8862,1994,1496,3490,33683,34588,68271
SED10066,34554,35075,69629,1346,1192,2538,4638,4279,8917,131,103,234,115,111,226,40,47,87,35,32,67,7,6,13,3,4,7,40,32,72,6,3,9,5015,4617,9632,1314,1581,2895,78,63,141,7753,7453,15206,3398,2678,6076,45705,45206,90911
SED10067,27450,29244,56694,923,921,1844,2686,2920,5606,34,39,73,61,71,132,15,12,27,20,14,34,0,7,7,8,5,13,12,16,28,0,0,0,2836,3084,5920,176,196,372,50,42,92,3985,4243,8228,1437,1541,2978,32872,35028,67900
SED10068,26771,28320,55091,1200,1260,2460,2581,2693,5274,47,59,106,71,83,154,10,12,22,28,33,61,8,3,11,6,3,9,18,13,31,0,0,0,2769,2899,5668,443,453,896,105,161,266,4517,4773,9290,1448,1278,2726,32736,34371,67107
SED10069,25159,27302,52461,1814,1977,3791,2558,2792,5350,72,92,164,255,249,504,23,21,44,34,35,69,22,26,48,26,26,52,37,40,77,0,0,0,3027,3281,6308,129,128,257,58,59,117,5028,5445,10473,1382,1350,2732,31569,34097,65666
SED10070,26960,27744,54704,1714,1910,3624,2483,2651,5134,94,92,186,262,236,498,51,46,97,48,53,101,7,6,13,67,54,121,39,44,83,0,3,3,3051,3185,6236,180,203,383,83,78,161,5028,5376,10404,1934,1860,3794,33922,34980,68902
SED10071,38758,39414,78172,1242,1222,2464,4475,4506,8981,63,64,127,111,103,214,32,25,57,19,17,36,6,8,14,23,10,33,26,22,48,0,0,0,4755,4755,9510,460,518,978,61,45,106,6518,6540,13058,2158,1314,3472,47434,47268,94702
SED10072,29496,30541,60037,890,840,1730,2921,2889,5810,56,49,105,80,70,150,21,15,36,19,23,42,0,0,0,7,7,14,16,25,41,0,0,0,3120,3078,6198,587,698,1285,54,63,117,4651,4679,9330,2326,2101,4427,36473,37321,73794
