region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED10073,29192,30914,60106,893,954,1847,3308,3306,6614,72,66,138,67,70,137,35,38,73,32,24,56,12,11,23,4,8,12,33,27,60,0,0,0,3563,3550,7113,1084,1337,2421,46,60,106,5586,5901,11487,1626,1566,3192,36404,38381,74785
SED10074,28308,29352,57660,1078,1154,2232,2228,2378,4606,24,18,42,83,78,161,15,16,31,16,12,28,10,7,17,4,7,11,13,20,33,0,0,0,2393,2536,4929,96,126,222,61,51,112,3628,3867,7495,1195,1149,2344,33131,34368,67499
SED10075,32380,32891,65271,548,572,1120,2170,2253,4423,10,15,25,45,33,78,10,10,20,3,3,6,3,3,6,0,0,0,12,3,15,0,0,0,2253,2320,4573,232,266,498,35,24,59,3068,3182,6250,1191,1094,2285,36639,37167,73806
SED10076,26903,28015,54918,1668,1870,3538,2247,2360,4607,58,68,126,169,189,358,14,13,27,45,31,76,14,10,24,24,20,44,117,124,241,6,4,10,2694,2819,5513,94,111,205,62,45,107,4518,4845,9363,2481,1911,4392,33902,34771,68673
SED10077,31253,32587,63840,1253,1150,2403,3622,3629,7251,81,73,154,75,82,157,29,23,52,31,21,52,3,9,12,5,11,16,18,33,51,4,0,4,3868,3881,7749,1137,1410,2547,72,69,141,6330,6510,12840,2696,2304,5000,40279,41401,81680
SED10078,27475,28539,56014,997,1074,2071,2379,2628,5007,35,29,64,146,157,303,7,11,18,24,28,52,6,4,10,7,16,23,21,11,32,0,0,0,2625,2884,5509,109,110,219,49,39,88,3780,4107,7887,1206,1198,2404,32461,33844,66305
SED10079,33570,29949,63519,2134,1967,4101,6564,6157,12721,462,385,847,301,341,642,85,80,165,170,160,330,33,18,51,36,26,62,132,115,247,3,3,6,7786,7285,15071,3609,3594,7203,133,100,233,13662,12946,26608,8921,7093,16014,56153,49988,106141
SED10080,27547,28583,56130,1673,1808,3481,2913,3140,6053,46,36,82,283,290,573,20,13,33,18,16,34,13,18,31,29,24,53,31,17,48,0,0,0,3353,3554,6907,92,93,185,75,68,143,5193,5523,10716,1825,1713,3538,34565,35819,70384
SED10081,26160,28192,54352,875,993,1868,2610,2791,5401,42,48,90,105,94,199,17,14,31,30,30,60,4,9,13,4,12,16,20,20,40,0,0,0,2832,3018,5850,246,241,487,59,60,119,4012,4312,8324,1382,1317,2699,31554,33821,65375
SED10082,27825,30285,58110,973,1158,2131,3046,3328,6374,40,46,86,99,95,194,7,15,22,9,21,30,3,7,10,9,6,15,13,10,23,0,0,0,3226,3528,6754,157,145,302,86,91,177,4442,4922,9364,1514,1494,3008,33781,36701,70482
SED10083,30760,31501,62261,760,738,1498,2807,2746,5553,29,30,59,49,55,104,20,17,37,15,16,31,0,4,4,4,6,10,14,7,21,5,0,5,2943,2881,5824,410,493,903,35,45,80,4148,4157,8305,1541,1503,3044,36449,37161,73610
SED10084,26918,29015,55933,1479,1640,3119,1798,2077,3875,124,132,256,1041,1212,2253,22,41,63,39,48,87,32,26,58,30,32,62,20,5,25,3,0,3,3109,3573,6682,215,234,449,70,43,113,4873,5490,10363,1690,1713,3403,33481,36218,69699
SED10085,29061,28454,57515,1960,2116,4076,2316,2237,4553,105,79,184,430,353,783,39,24,63,112,112,224,16,13,29,42,27,69,10,0,10,0,0,0,3070,2845,5915,180,181,361,62,75,137,5272,5217,10489,2024,1485,3509,36357,35156,71513
SED10086,25893,28222,54115,1174,1294,2468,3453,3812,7265,146,151,297,149,160,309,29,35,64,51,62,113,0,7,7,15,9,24,55,42,97,9,7,16,3907,4285,8192,1288,1342,2630,42,46,88,6411,6967,13378,3888,3655,7543,36192,38844,75036
SED10087,28290,29482,57772,1544,1661,3205,3078,3384,6462,242,227,469,422,293,715,62,48,110,64,42,106,30,23,53,78,68,146,99,93,192,4,0,4,4079,4178,8257,241,243,484,74,53,127,5938,6135,12073,1308,1248,2556,35536,36865,72401
SED10088,29492,31080,60572,1005,987,1992,3003,3096,6099,41,47,88,89,82,171,12,20,32,18,23,41,8,9,17,10,7,17,11,10,21,0,0,0,3192,3294,6486,507,555,1062,55,49,104,4759,4885,9644,1302,1241,2543,35553,37206,72759
SED10089,26942,28610,55552,796,847,1643,3304,3453,6757,50,44,94,96,85,181,23,18,41,34,27,61,15,17,32,26,25,51,15,16,31,0,0,0,3563,3685,7248,344,400,744,73,60,133,4776,4992,9768,1334,1243,2577,33052,34845,67897
