region_id,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SED10001,89,31,31,3,154,151,41,65,5,262,26,16,106,4,152,82,29,255,8,374,1278,136,588,17,2019,921,328,510,41,1800,948,440,346,36,1770,663,729,280,26,1698,674,768,182,18,1642,993,1386,196,28,2603,764,1101,77,25,1967,316,664,60,3,1043,265,431,11,0,707,64,165,4,0,233,121,219,0,0,340,530,949,235,13,1727,211,122,90,6,429,8096,7555,3036,233,18920
SED10002,257,155,125,29,566,187,185,102,9,483,67,122,179,14,382,108,216,239,15,578,1049,786,523,33,2391,698,1128,525,79,2430,589,1063,343,66,2061,439,1214,364,69,2086,449,989,262,56,1756,591,1499,314,83,2487,553,1124,156,54,1887,308,845,131,26,1310,283,539,37,16,875,115,287,17,5,424,172,424,17,9,622,370,1280,304,34,1988,174,250,120,23,567,6409,12106,3758,620,22893
SED10003,83,40,34,4,161,109,24,56,7,196,23,17,109,3,152,72,35,281,9,397,1099,183,720,24,2026,999,375,617,38,2029,1051,517,413,25,2006,659,681,331,25,1696,659,722,174,16,1571,773,1044,191,22,2030,563,743,48,5,1359,277,467,56,5,805,277,341,11,0,629,62,125,3,0,190,121,178,4,3,306,473,1017,362,17,1869,147,69,79,4,299,7447,6578,3489,207,17721
SED10004,62,21,39,18,140,88,17,50,14,169,15,11,74,7,107,29,18,129,9,185,437,41,248,37,763,286,122,299,51,758,342,123,211,46,722,293,238,220,51,802,392,250,175,39,856,694,598,265,71,1628,926,636,127,49,1738,866,1265,273,39,2443,1034,1038,61,20,2153,625,615,35,14,1289,1590,1694,3,22,3309,613,812,240,20,1685,84,62,52,7,205,8376,7561,2501,514,18952
SED10005,135,100,107,12,354,181,144,102,11,438,62,100,173,6,341,83,167,292,9,551,1123,681,583,21,2408,638,1019,600,50,2307,527,974,348,36,1885,334,1088,446,44,1912,325,992,252,34,1603,454,1474,283,35,2246,363,1064,148,33,1608,142,720,95,10,967,103,437,32,6,578,35,230,15,10,290,43,311,25,8,387,255,1249,343,14,1861,155,214,148,18,535,4958,10964,3992,357,20271
SED10006,167,65,33,5,270,176,61,68,13,318,33,32,171,6,242,87,60,330,15,492,1191,240,567,37,2035,725,459,491,69,1744,777,492,285,24,1578,478,637,234,30,1379,584,624,131,19,1358,732,969,140,23,1864,554,689,50,7,1300,259,496,29,8,792,256,323,14,0,593,81,100,0,0,181,131,161,8,0,300,540,1186,304,33,2063,300,150,213,33,696,7071,6744,3068,322,17205
SED10007,69,19,36,4,128,125,24,53,12,214,23,21,156,4,204,82,33,251,7,373,1265,166,594,20,2045,838,301,517,62,1718,848,417,329,38,1632,583,584,279,40,1486,517,709,180,24,1430,882,1313,234,19,2448,716,1038,75,14,1843,421,863,53,3,1340,349,653,14,5,1021,92,249,3,3,347,140,270,15,0,425,496,977,282,14,1769,185,125,86,14,410,7631,7762,3157,283,18833
SED10008,126,47,34,4,211,108,43,29,7,187,19,22,45,3,89,48,23,87,6,164,674,126,204,18,1022,608,216,231,13,1068,724,323,198,15,1260,434,492,253,18,1197,469,612,211,20,1312,692,1495,341,27,2555,724,1466,173,29,2392,602,1773,158,9,2542,530,1391,80,18,2019,224,723,32,0,979,297,1144,26,9,1476,356,1271,183,10,1820,108,94,46,4,252,6743,11261,2331,210,20545
SED10009,93,20,21,0,134,201,41,59,5,306,30,18,124,4,176,120,37,245,6,408,1895,206,664,18,2783,1397,412,548,32,2389,1490,563,303,20,2376,909,750,233,17,1909,764,642,116,21,1543,887,935,122,9,1953,542,656,39,5,1242,259,337,36,0,632,171,214,6,0,391,43,73,3,0,119,61,84,0,0,145,677,905,277,16,1875,217,91,102,6,416,9756,5984,2898,159,18797
SED10010,139,79,63,4,285,133,92,79,7,311,37,48,141,8,234,72,86,290,12,460,943,341,617,21,1922,581,579,595,51,1806,549,665,395,41,1650,491,1009,433,43,1976,467,1017,292,44,1820,763,1859,368,58,3048,695,1571,200,45,2511,319,1030,112,17,1478,206,639,46,10,901,53,318,22,0,393,66,365,17,0,448,269,1109,350,14,1742,177,181,136,14,508,5960,10988,4156,389,21493
