region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SED10001,0,8146,8146,9345,827,10172,3628,150,3778,3506,45,3551,1575,11,1586,693,6,699,18747,9185,27932
SED10002,0,4901,4901,6236,741,6977,5033,259,5292,5219,123,5342,2738,60,2798,2302,44,2346,21528,6128,27656
SED10003,0,7125,7125,8759,1009,9768,3574,237,3811,3228,85,3313,1276,15,1291,570,6,576,17407,8477,25884
SED10004,0,9675,9675,9554,1701,11255,4302,585,4887,3565,193,3758,1006,53,1059,297,23,320,18724,12230,30954
SED10005,0,4413,4413,5449,352,5801,4159,88,4247,4421,37,4458,2805,11,2816,2295,15,2310,19129,4916,24045
SED10006,0,7366,7366,8116,544,8660,3155,39,3194,2962,16,2978,1674,3,1677,971,0,971,16878,7968,24846
SED10007,0,7457,7457,8825,649,9474,3642,114,3756,3565,47,3612,1732,13,1745,797,3,800,18561,8283,26844
SED10008,0,3636,3636,7084,327,7411,4387,67,4454,5433,19,5452,2201,21,2222,845,21,866,19950,4091,24041
SED10009,0,7548,7548,10737,593,11330,3309,62,3371,2651,9,2660,1240,3,1243,599,0,599,18536,8215,26751
SED10010,0,4595,4595,6479,499,6978,5023,104,5127,4949,34,4983,2334,14,2348,1613,3,1616,20398,5249,25647
SED10011,0,6652,6652,8091,633,8724,3749,79,3828,3635,20,3655,1538,3,1541,722,3,725,17735,7390,25125
SED10012,0,6975,6975,9152,451,9603,3219,29,3248,3157,14,3171,1701,3,1704,787,0,787,18016,7472,25488
SED10013,0,3634,3634,4957,467,5424,4379,87,4466,4404,35,4439,2576,8,2584,2135,8,2143,18451,4239,22690
SED10014,0,3464,3464,6502,368,6870,4340,53,4393,5694,9,5703,2565,8,2573,1475,3,1478,20576,3905,24481
SED10015,0,4898,4898,6344,482,6826,4295,55,4350,4073,9,4082,1937,6,1943,1361,0,1361,18010,5450,23460
SED10016,0,6263,6263,7693,862,8555,5179,176,5355,4695,90,4785,1916,34,1950,988,10,998,20471,7435,27906
SED10017,0,2928,2928,6263,251,6514,4470,51,4521,5824,22,5846,2371,10,2381,1026,3,1029,19954,3265,23219
SED10018,0,5884,5884,8522,573,9095,4353,54,4407,4143,9,4152,1981,3,1984,914,3,917,19913,6526,26439
SED10019,0,5851,5851,8135,509,8644,3655,90,3745,3930,30,3960,1533,7,1540,578,0,578,17831,6487,24318
SED10020,0,7794,7794,10010,650,10660,3649,65,3714,3191,19,3210,1528,0,1528,848,0,848,19226,8528,27754
SED10021,0,7288,7288,9450,795,10245,3714,116,3830,3409,31,3440,1558,9,1567,746,0,746,18877,8239,27116
SED10022,0,9243,9243,9145,2523,11668,4228,890,5118,3562,300,3862,1117,103,1220,323,39,362,18375,13098,31473
