region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
SED10028,778,198,1749,14169,15698,7954,5764,11859,2527,57971
SED10029,823,245,1469,11680,11620,5285,5708,25454,6457,66204
SED10030,901,639,2304,12004,15007,7191,6281,11551,5949,57983
SED10031,796,373,1759,10744,14821,8224,7190,10784,4934,56697
SED10032,580,279,1229,13349,13419,6022,6168,23012,7855,69825
SED10033,351,109,746,13251,15717,8050,6749,10775,3489,58031
SED10034,471,135,975,12207,15125,7518,5681,8800,2931,52262
SED10035,529,228,1123,20981,18339,5583,3888,18249,9052,76092
SED10036,385,186,1063,14562,16662,8238,6089,10241,2787,58579
SED10037,817,285,1746,12067,14414,7338,5973,11504,3851,55147
SED10038,791,255,1581,11073,15065,8394,6852,10419,3524,55327
SED10039,915,283,1841,13887,14180,6557,5320,18108,4800,62852
SED10040,1072,501,2592,14558,16065,8047,6258,10797,3358,59083
SED10041,1006,334,1940,11006,14365,7852,6651,11533,3950,55357
SED10042,577,400,1486,12658,13054,5787,5952,21722,8061,67234
SED10043,1061,297,2125,14407,15454,6824,4872,10683,3210,55450
SED10044,814,268,1608,11085,16038,8847,7866,10319,4536,58691
SED10045,264,140,549,12114,11680,5374,5628,22097,7657,64550
SED10046,440,122,817,11569,14137,6922,6462,13163,5659,57912
SED10047,363,390,992,13629,14432,6454,6299,18546,6084,65444
SED10048,533,210,1111,12256,15741,8152,7215,11521,4166,59051
SED10049,586,285,1545,17719,16956,6709,4927,10063,4489,60863
SED10050,857,300,1738,14932,14984,6264,4707,15393,7514,63794
SED10051,437,160,823,20465,18953,5478,3362,12726,6516,67500
SED10052,506,95,834,13294,14872,6863,5437,12593,3138,56197
SED10053,817,332,1693,12300,14153,7153,5382,9922,3342,52252
SED10054,388,201,967,13154,17098,7646,5623,9554,5028,58103
SED10055,452,130,693,12447,13300,5839,6341,19580,5889,63396
SED10056,193,157,555,13253,15079,6883,6130,13651,4336,59332
SED10057,665,433,1530,9028,12377,6875,6661,12453,5689,53083
SED10058,714,329,1505,10066,12440,6857,6890,12242,6420,54915
SED10059,1024,578,2299,9023,13568,8413,7510,12086,5335,55935
SED10060,842,357,1759,14817,16076,6336,4458,11112,4716,57515
SED10061,677,331,1657,21217,19064,6290,3983,10681,6634,67869
SED10062,715,346,1573,11027,14632,7897,7219,12079,5236,58090
SED10063,942,278,1846,13557,14555,6898,5347,16178,4029,60564
SED10064,724,262,1418,11150,14588,7449,6638,12071,5421,57317
SED10065,897,369,1877,9049,13863,8358,7982,11212,5311,55775
SED10066,833,352,1625,16296,17720,7484,6277,20665,7396,75838
SED10067,543,257,1145,12150,14675,6789,5824,11179,4242,54859
SED10068,1230,433,2447,13500,15576,7480,5095,9486,3767,54904
SED10069,1047,462,2267,9902,14492,8116,6963,10874,4482,54829
SED10070,864,395,1817,10554,14454,7838,7058,11830,5178,56912
SED10071,345,89,589,16819,19540,8664,7299,15363,4729,72414
SED10072,963,326,1936,13670,14103,5946,4817,17645,5988,62169
SED10073,818,342,1775,15006,15887,6949,5208,16025,4428,63503
SED10074,404,195,936,10703,13315,7176,6612,12482,3987,54275
SED10075,382,165,740,12983,12770,6103,5651,18188,4312,60007
SED10076,916,474,1971,9236,13925,8129,7681,11917,6244,57132
SED10077,974,368,1862,16345,15545,6474,5092,20395,6388,70239
SED10078,672,320,1567,10822,13866,7586,6589,11678,4313,54854
SED10079,496,381,1183,30803,21651,5039,2909,23589,16357,100348
SED10080,706,339,1513,10796,14067,7448,7167,11729,5212,56419
SED10081,827,503,2075,11829,14592,7564,5793,9640,4237,53655
SED10082,978,576,2186,11898,14760,7777,6229,11736,4953,57353
SED10083,550,291,1175,12650,14489,6981,6071,14602,4674,59467
SED10084,1111,584,2437,11040,14645,7869,6502,12646,5466,58168
SED10085,634,187,1214,11096,14362,7618,7688,11533,4983,57280
SED10086,746,421,1923,19760,15398,5225,3669,11921,8100,64073
SED10087,731,288,1490,12471,15713,7584,6419,11660,4162,58009
SED10088,663,314,1653,14719,16321,7303,5250,11318,3777,58688
SED10089,859,276,1702,12520,14802,6978,5613,12213,3805,55931
SED10090,771,221,1644,16995,17113,7129,5036,12204,4275,62752
SED10091,424,120,778,12754,14985,7600,6797,12322,4561,59019
SED10092,943,313,1787,13472,14626,6785,5792,15605,5596,61876
SED10093,1006,348,1892,11569,14477,7626,7063,13611,5129,59475
SED19494,66,48,123,2361,1818,642,574,3419,2924,11738
SED19797,0,0,0,9,9,3,6,69,15,111
