region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED10011,38,422,3206,10886,6543,1472,330,307,23204,14,121,266,340,79,18,7,22,867,0,54,161,172,36,9,4,10,446,14,175,427,512,115,27,11,32,1313,13,133,147,75,7,0,0,13,388,0,23,43,5,0,0,0,3,74,3,0,3,0,0,0,0,0,6,5,27,19,19,4,0,0,3,77,21,183,212,99,11,0,0,19,545,6,11,11,8,0,0,0,6,42,0,4,3,9,0,3,0,0,19,79,795,3859,11514,6669,1502,341,364,25123
SED10012,79,383,3073,10994,7041,1364,367,451,23752,6,95,383,113,7,0,0,27,631,0,0,16,13,10,0,0,3,42,6,95,399,126,17,0,0,30,673,19,116,454,87,7,3,0,37,723,3,4,12,0,0,0,0,0,19,0,0,7,0,0,0,0,0,7,0,8,7,3,3,0,3,3,27,22,128,480,90,10,3,3,40,776,16,86,49,48,26,6,7,20,258,0,0,7,6,0,0,4,10,27,123,692,4008,11264,7094,1373,381,551,25486
SED10013,56,147,1230,8207,4322,983,266,416,15627,16,174,242,680,111,37,10,54,1324,11,105,606,1298,164,29,11,63,2287,27,279,848,1978,275,66,21,117,3611,18,163,799,184,16,3,7,68,1258,10,153,1462,120,0,3,0,78,1826,0,40,188,24,3,0,0,13,268,0,13,14,6,0,4,0,4,41,28,369,2463,334,19,10,7,163,3393,0,0,18,7,5,0,0,4,34,0,3,13,7,3,0,0,0,26,111,798,4572,10533,4624,1059,294,700,22691
SED10014,29,119,539,8624,10478,1763,356,256,22164,8,105,273,384,115,15,4,20,924,4,12,117,534,214,14,4,24,923,12,117,390,918,329,29,8,44,1847,3,50,154,8,3,3,0,12,233,0,0,17,5,0,0,0,0,22,0,3,0,0,0,0,0,0,3,0,10,10,5,3,0,0,0,28,3,63,181,18,6,3,0,12,286,14,42,79,8,3,0,0,9,155,3,3,3,8,10,0,0,0,27,61,344,1192,9576,10826,1795,364,321,24479
SED10015,34,119,974,10770,5375,1001,258,278,18809,9,44,739,724,23,0,3,46,1588,3,75,662,848,107,11,0,38,1744,12,119,1401,1572,130,11,3,84,3332,17,197,440,54,15,5,0,32,760,0,0,148,4,0,0,0,3,155,0,30,183,11,0,0,0,5,229,0,20,3,6,0,0,0,0,29,17,247,774,75,15,5,0,40,1173,3,10,11,66,38,4,3,0,135,0,0,0,0,10,0,0,0,10,66,495,3160,12483,5568,1021,264,402,23459
SED10016,32,190,2441,7262,3244,827,209,263,14468,3,83,764,471,97,31,6,25,1480,13,89,667,645,186,18,4,46,1668,16,172,1431,1116,283,49,10,71,3148,80,825,4353,475,59,5,6,201,6004,17,341,2393,285,12,3,0,56,3107,8,96,616,151,14,0,0,16,901,3,16,9,3,3,0,3,0,37,108,1278,7371,914,88,8,9,273,10049,3,25,117,42,16,3,0,5,211,0,8,10,10,0,3,0,0,31,159,1673,11370,9344,3631,890,228,612,27907
SED10017,15,58,288,3958,10546,3015,549,122,18551,0,34,193,390,60,5,0,14,696,0,40,263,1510,289,10,0,19,2131,0,74,456,1900,349,15,0,33,2827,3,176,144,75,19,0,0,30,447,0,23,286,128,0,0,0,6,443,0,99,575,197,7,0,0,14,892,0,8,6,7,0,0,0,0,21,3,306,1011,407,26,0,0,50,1803,3,0,0,0,3,0,0,0,6,0,8,14,7,4,0,0,0,33,21,446,1769,6272,10928,3030,549,205,23220
SED10018,42,314,3519,12762,6199,922,178,430,24366,0,133,504,242,54,8,0,32,973,0,3,40,29,11,3,0,4,90,0,136,544,271,65,11,0,36,1063,5,301,365,133,11,0,4,39,858,0,9,4,5,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,3,26,5,313,378,149,11,0,4,46,906,9,24,25,18,9,0,0,7,92,0,0,3,3,0,0,3,4,13,56,787,4469,13203,6284,933,185,523,26440
SED10019,13,186,2431,10939,5526,1002,161,286,20544,6,126,905,546,16,0,0,38,1637,0,14,189,386,28,3,0,16,636,6,140,1094,932,44,3,0,54,2273,23,302,551,217,10,3,3,42,1151,0,25,34,14,0,0,0,0,73,0,35,96,60,0,0,3,0,194,0,21,8,5,3,0,0,3,40,23,383,689,296,13,3,6,45,1458,3,10,14,6,4,0,0,0,37,0,0,3,0,0,3,0,0,6,45,719,4231,12173,5587,1011,167,385,24318
SED10020,99,563,3546,12078,6037,997,205,439,23964,8,72,436,317,22,3,3,25,886,0,22,165,160,20,0,0,15,382,8,94,601,477,42,3,3,40,1268,13,265,939,331,29,3,6,54,1640,0,8,47,21,0,0,0,0,76,0,0,13,4,0,0,0,0,17,0,12,3,3,0,3,0,3,24,13,285,1002,359,29,6,6,57,1757,85,277,195,81,33,8,0,54,733,0,17,9,4,4,0,0,0,34,205,1236,5353,12999,6145,1014,214,590,27756
SED10021,43,285,2164,10203,6140,1222,242,308,20607,6,145,949,497,46,6,4,49,1702,3,63,440,621,57,4,3,22,1213,9,208,1389,1118,103,10,7,71,2915,36,371,1303,278,18,8,11,93,2118,3,12,190,46,0,0,3,7,261,0,30,136,61,5,0,0,5,237,0,28,28,9,3,4,3,3,78,39,441,1657,394,26,12,17,108,2694,57,290,402,84,18,3,0,37,891,0,3,3,4,0,0,0,0,10,148,1227,5615,11803,6287,1247,266,524,27117
SED10022,22,118,742,2186,1708,561,159,73,5569,14,85,890,1352,406,75,14,33,2869,19,130,660,1104,446,75,17,53,2504,33,215,1550,2456,852,150,31,86,5373,61,880,2266,589,85,14,9,78,3982,98,1497,5720,1026,59,62,12,152,8626,151,1541,4500,1193,45,5,5,155,7595,0,22,26,5,4,0,0,0,57,310,3940,12512,2813,193,81,26,385,20260,7,52,85,48,12,4,0,0,208,0,9,28,18,3,0,0,3,61,372,4334,14917,7521,2768,796,216,547,31471
SED10023,14,140,1094,5560,4932,1406,267,167,13580,23,127,407,777,36,5,0,27,1402,0,44,401,1427,154,13,6,30,2075,23,171,808,2204,190,18,6,57,3477,14,849,995,133,15,0,5,63,2074,3,456,2781,483,15,0,4,85,3827,24,250,1638,555,7,0,0,65,2539,0,12,8,12,6,7,0,0,45,41,1567,5422,1183,43,7,9,213,8485,13,27,18,6,0,0,0,0,64,0,0,3,3,0,0,0,0,6,91,1905,7345,8956,5165,1431,282,437,25612
SED10024,21,70,664,5533,8737,3338,661,167,19191,0,13,41,73,15,5,0,4,151,0,51,160,455,121,6,0,12,805,0,64,201,528,136,11,0,16,956,6,122,391,249,7,4,3,22,804,0,57,152,72,3,0,0,7,291,3,38,369,261,8,0,3,10,692,0,15,11,7,0,0,0,0,33,9,232,923,589,18,4,6,39,1820,0,3,9,8,3,3,0,0,26,4,5,6,3,3,3,0,3,27,34,374,1803,6661,8897,3359,667,225,22020
SED10025,22,101,2137,6186,3409,961,193,190,13199,0,51,546,412,55,12,0,26,1102,6,130,738,1265,238,11,3,23,2414,6,181,1284,1677,293,23,3,49,3516,44,345,1293,464,24,0,3,76,2249,17,243,2412,869,29,3,0,57,3630,38,688,4039,1934,62,10,3,89,6863,3,5,17,8,3,0,0,0,36,102,1281,7761,3275,118,13,6,222,12778,4,23,58,43,3,0,3,4,138,0,15,31,12,0,0,0,0,58,134,1601,11271,11193,3823,997,205,465,29689
SED10026,36,267,2395,10919,7893,1206,230,409,23355,5,104,697,225,38,3,3,44,1119,0,3,19,16,10,4,0,0,52,5,107,716,241,48,7,3,44,1171,28,353,1024,86,11,0,0,76,1578,0,9,16,0,0,0,0,0,25,0,0,15,0,0,0,0,0,15,3,7,3,3,0,3,3,0,22,31,369,1058,89,11,3,3,76,1640,24,58,47,26,18,0,9,47,229,0,0,7,3,3,0,5,0,18,96,801,4223,11278,7973,1216,250,576,26413
SED10027,23,102,2052,8543,4557,1096,237,301,16911,5,99,297,879,104,10,0,46,1440,7,86,244,1232,999,77,6,41,2692,12,185,541,2111,1103,87,6,87,4132,27,470,236,181,30,0,4,63,1011,4,25,90,24,0,0,0,5,148,0,23,96,59,10,0,0,0,188,0,9,15,10,11,0,0,0,45,31,527,437,274,51,0,4,68,1392,3,15,41,30,10,0,0,3,102,0,3,3,4,0,0,0,0,10,69,832,3074,10962,5721,1183,247,459,22547
SED10028,27,88,915,6327,6858,1968,382,139,16704,15,129,327,445,54,6,0,32,1008,10,19,1200,1163,215,16,3,23,2649,25,148,1527,1608,269,22,3,55,3657,3,290,747,163,11,0,3,44,1261,9,47,1115,354,10,0,0,19,1554,16,131,851,155,5,0,0,18,1176,3,22,7,4,3,0,0,0,39,31,490,2720,676,29,0,3,81,4030,3,8,8,5,3,3,0,0,30,0,3,3,6,3,0,0,0,15,86,737,5173,8622,7162,1993,388,275,24436
SED10029,57,214,2536,9470,3996,892,221,480,17866,26,170,385,507,116,14,15,49,1282,11,111,430,1265,454,47,11,57,2386,37,281,815,1772,570,61,26,106,3668,101,549,923,167,8,5,3,96,1852,11,218,1341,135,3,3,3,70,1784,18,115,784,85,0,0,0,24,1026,0,54,38,73,16,0,0,14,195,130,936,3086,460,27,8,6,204,4857,3,15,25,15,5,5,0,0,68,3,3,3,3,0,0,0,0,12,230,1449,6465,11720,4598,966,253,790,26471
SED10030,54,476,3117,9082,4869,1007,185,312,19102,23,170,1089,1341,75,27,6,93,2824,26,122,432,1013,72,7,4,49,1725,49,292,1521,2354,147,34,10,142,4549,30,435,1138,699,30,6,5,121,2464,28,49,508,134,13,3,0,18,753,0,48,572,234,8,0,0,14,876,3,39,20,7,0,0,0,3,72,61,571,2238,1074,51,9,5,156,4165,6,63,49,18,15,3,4,4,162,0,9,58,18,0,0,0,0,85,170,1411,6983,12546,5082,1053,204,614,28063
SED10031,35,359,2721,10825,7608,1432,343,374,23697,6,157,637,489,176,25,5,45,1540,0,7,73,131,17,4,0,6,238,6,164,710,620,193,29,5,51,1778,10,149,392,64,0,0,0,24,639,0,8,26,3,0,0,0,0,37,0,20,18,4,0,0,0,6,48,3,10,9,4,0,0,0,0,26,13,187,445,75,0,0,0,30,750,40,87,58,47,13,0,5,9,259,0,0,4,13,20,3,3,0,43,94,797,3938,11580,7834,1464,356,464,26527
SED10032,61,293,2421,8174,3726,880,214,395,16164,32,171,527,582,124,13,7,50,1506,18,115,426,955,308,51,11,37,1921,50,286,953,1537,432,64,18,87,3427,70,371,2026,342,24,4,0,97,2934,31,175,3083,360,7,0,4,119,3779,23,125,1126,251,5,0,0,32,1562,3,23,12,12,8,0,0,7,65,127,694,6247,965,44,4,4,255,8340,0,7,35,21,3,3,0,5,74,3,11,19,3,0,3,3,7,49,241,1291,9675,10700,4205,954,239,749,28054
SED10033,39,311,1077,4804,11399,3019,793,193,21635,0,24,116,112,30,8,6,4,300,0,3,32,195,59,3,0,3,295,0,27,148,307,89,11,6,7,595,0,15,120,10,0,0,0,5,150,0,0,4,0,0,0,0,0,4,0,26,45,10,0,0,0,0,81,0,13,15,18,13,6,0,0,65,0,54,184,38,13,6,0,5,300,36,106,91,34,7,3,3,14,294,0,5,0,0,0,3,3,0,11,75,503,1500,5183,11508,3042,805,219,22835
SED10034,19,224,1420,8299,5976,1411,244,141,17734,5,44,433,347,22,3,4,20,878,4,124,418,549,47,3,0,29,1174,9,168,851,896,69,6,4,49,2052,0,29,303,54,5,4,0,9,404,0,87,1528,214,4,0,3,17,1853,0,13,675,73,0,0,0,7,768,7,28,12,8,4,0,0,0,59,7,157,2518,349,13,4,3,33,3084,6,25,30,26,3,3,0,3,96,0,3,3,0,0,0,3,0,9,41,577,4822,9570,6061,1424,254,226,22975
SED10035,30,161,1633,3837,1674,489,119,143,8086,21,190,1366,1066,185,19,8,56,2911,16,196,887,1307,452,65,43,61,3027,37,386,2253,2373,637,84,51,117,5938,120,502,852,221,33,5,3,70,1806,53,914,2808,500,34,5,7,135,4456,339,3776,7841,1651,44,3,17,297,13968,8,23,35,6,0,0,0,8,80,520,5215,11536,2378,111,13,27,510,20310,3,20,38,20,0,0,0,0,81,7,41,281,19,0,0,0,23,371,597,5823,15741,8627,2422,586,197,793,34786
SED10036,23,183,1116,7494,8602,1933,357,153,19861,4,83,105,132,34,9,4,11,382,0,22,189,564,97,14,0,16,902,4,105,294,696,131,23,4,27,1284,10,127,336,86,9,0,0,15,583,18,181,1510,214,3,0,0,31,1957,79,67,674,75,0,0,0,14,909,3,38,25,10,6,4,3,6,95,110,413,2545,385,18,4,3,66,3544,5,9,15,16,4,0,0,0,49,0,4,10,4,0,0,3,0,21,142,714,3980,8595,8755,1960,367,246,24759
SED10037,17,122,2064,9139,5305,1178,209,261,18295,18,143,852,712,41,0,0,66,1832,0,48,898,1230,92,0,0,44,2312,18,191,1750,1942,133,0,0,110,4144,29,657,1337,245,25,39,4,72,2408,0,30,291,45,0,0,0,11,377,0,5,80,29,0,0,0,3,117,3,11,7,8,0,0,0,0,29,32,703,1715,327,25,39,4,86,2931,10,91,166,38,9,0,0,34,348,0,3,8,4,0,0,0,0,15,77,1110,5703,11450,5472,1217,213,491,25733
SED10038,31,229,1447,9514,8233,1495,287,231,21467,0,67,589,467,35,3,0,23,1184,4,15,164,337,46,0,3,10,579,4,82,753,804,81,3,3,33,1763,9,124,665,174,13,0,0,35,1020,0,10,109,22,0,0,0,8,149,0,54,76,25,0,3,0,9,167,0,17,14,9,6,0,0,3,49,9,205,864,230,19,3,0,55,1385,10,58,139,40,6,0,5,9,267,0,0,3,17,6,0,0,0,26,54,574,3206,10605,8345,1501,295,328,24908
SED10039,23,118,2011,6587,3772,1326,280,238,14355,26,101,801,978,84,10,3,41,2044,6,71,225,625,249,50,13,23,1262,32,172,1026,1603,333,60,16,64,3306,9,249,1168,270,11,0,0,52,1759,28,207,2978,673,20,3,4,71,3984,20,202,1488,529,23,0,0,51,2313,3,0,7,3,3,0,0,0,16,60,658,5641,1475,57,3,4,174,8072,6,34,75,31,3,0,0,4,153,0,7,22,4,3,3,0,0,39,121,989,8775,9700,4168,1392,300,480,25925
