region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED10001,668,632,1300,1816,1822,3638,761,662,1423,401,433,834,2978,2917,5895,1661,1651,3312,397,454,851,417,432,849,2475,2537,5012,147,173,320,89,141,230,362,238,600,376,652,1028,14,16,30,988,1220,2208,279,754,1033,99,199,298,54,90,144,188,382,570,3,10,13,623,1435,2058,53,38,91,80,180,260,5,7,12,138,225,363,2443,2294,4737,10313,11260,21573
SED10002,662,637,1299,2249,2086,4335,654,605,1259,574,547,1121,3477,3238,6715,2043,2014,4057,666,593,1259,449,454,903,3158,3061,6219,458,349,807,289,374,663,281,139,420,413,522,935,31,25,56,1472,1409,2881,1415,1542,2957,660,489,1149,179,161,340,374,389,763,33,14,47,2661,2595,5256,401,323,724,259,387,646,20,25,45,680,735,1415,5565,3878,9443,17675,15553,33228
SED10003,597,576,1173,1735,1552,3287,588,621,1209,362,417,779,2685,2590,5275,1366,1284,2650,671,660,1331,221,253,474,2258,2197,4455,68,72,140,71,182,253,200,117,317,282,557,839,10,9,19,631,937,1568,222,332,554,207,288,495,25,56,81,232,499,731,4,5,9,690,1180,1870,34,61,95,103,223,326,5,3,8,142,287,429,2102,2071,4173,9105,9838,18943
SED10004,636,589,1225,1396,1370,2766,448,456,904,335,307,642,2179,2133,4312,512,467,979,311,493,804,425,406,831,1248,1366,2614,101,129,230,103,168,271,130,84,214,309,420,729,3,9,12,646,810,1456,1012,1272,2284,511,652,1163,154,162,316,734,1126,1860,10,7,17,2421,3219,5640,61,66,127,180,308,488,5,3,8,246,377,623,2841,2582,5423,10217,11076,21293
SED10005,745,672,1417,2025,1862,3887,951,952,1903,686,663,1349,3662,3477,7139,1608,1615,3223,883,706,1589,446,442,888,2937,2763,5700,295,270,565,158,318,476,310,127,437,288,451,739,23,16,39,1074,1182,2256,908,1138,2046,221,281,502,105,129,234,220,244,464,16,19,35,1470,1811,3281,119,157,276,154,251,405,9,7,16,282,415,697,3897,3676,7573,14067,13996,28063
SED10006,742,672,1414,2101,1965,4066,927,942,1869,87,67,154,3115,2974,6089,1627,1624,3251,133,114,247,120,169,289,1880,1907,3787,51,79,130,35,111,146,218,160,378,230,540,770,12,11,23,546,901,1447,69,192,261,19,66,85,30,63,93,126,273,399,3,3,6,247,597,844,22,23,45,53,136,189,3,0,3,78,159,237,3336,3001,6337,9944,10211,20155
SED10007,724,647,1371,2051,1864,3915,964,900,1864,170,171,341,3185,2935,6120,1651,1451,3102,688,728,1416,289,274,563,2628,2453,5081,96,143,239,49,114,163,401,212,613,333,463,796,14,9,23,893,941,1834,605,922,1527,89,162,251,67,134,201,240,472,712,4,8,12,1005,1698,2703,23,27,50,65,170,235,0,8,8,88,205,293,3633,2493,6126,12156,11372,23528
SED10008,862,780,1642,2381,2200,4581,744,756,1500,265,226,491,3390,3182,6572,1439,1370,2809,794,742,1536,615,418,1033,2848,2530,5378,149,128,277,53,150,203,289,125,414,240,371,611,4,5,9,735,779,1514,917,1064,1981,151,205,356,125,153,278,374,490,864,16,12,28,1583,1924,3507,75,133,208,108,226,334,0,0,0,183,359,542,1352,1469,2821,10953,11023,21976
SED10009,538,491,1029,1823,1746,3569,352,323,675,285,300,585,2460,2369,4829,1544,1519,3063,438,458,896,207,215,422,2189,2192,4381,71,85,156,30,67,97,261,171,432,246,489,735,18,6,24,626,818,1444,77,114,191,44,126,170,12,31,43,108,342,450,4,4,8,245,617,862,25,30,55,78,192,270,5,4,9,108,226,334,2274,2342,4616,8440,9055,17495
SED10010,736,652,1388,2193,2014,4207,985,950,1935,238,230,468,3416,3194,6610,1665,1607,3272,873,928,1801,225,208,433,2763,2743,5506,244,218,462,181,302,483,349,201,550,409,619,1028,20,19,39,1203,1359,2562,737,922,1659,208,280,488,132,120,252,288,401,689,18,17,35,1383,1740,3123,154,152,306,191,262,453,5,5,10,350,419,769,2546,2452,4998,12397,12559,24956
