region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SED10029,5235,10686,332,2056,1130,5755,418,2090,5030,20893,6910,30794,736,3395,835,2994,2287,7865,3858,14254,10768,45048,92,459,359,1453,218,852,1689,5014,2358,7778,231,825,468,1144,1999,4618,2698,6587,5056,14365,525,1171,21584,71270
SED10030,7274,14475,124,695,639,2915,215,966,3979,15529,4957,20105,333,1367,544,1794,1408,4464,2285,7625,7242,27730,47,197,235,832,170,590,1441,3807,1893,5426,138,421,356,767,1433,2997,1927,4185,3820,9611,294,594,18630,52410
SED10031,8245,16236,175,956,772,3595,245,1121,3978,15903,5170,21575,351,1416,569,1816,1378,4282,2298,7514,7468,29089,39,182,250,846,103,345,1363,3708,1755,5081,89,262,287,600,957,2025,1333,2887,3088,7968,230,472,19031,53765
SED10032,6328,12881,333,2049,1004,5205,354,1753,5984,23845,7675,32852,659,3108,701,2515,2186,7436,3546,13059,11221,45911,83,403,285,1147,150,589,1356,3892,1874,6031,187,672,385,910,1595,3680,2167,5262,4041,11293,570,1259,22160,71344
SED10033,6113,12173,247,1379,1333,6291,403,1858,5943,24370,7926,33898,876,3714,1062,3684,2309,7555,4247,14953,12173,48851,40,175,157,570,71,258,756,2042,1024,3045,126,422,175,425,736,1658,1037,2505,2061,5550,168,356,20515,66930
SED10034,6164,12198,147,813,902,4161,254,1134,5218,20514,6521,26622,631,2628,726,2544,1807,5776,3164,10948,9685,37570,21,86,161,557,71,229,802,2136,1055,3008,129,411,258,581,923,1955,1310,2947,2365,5955,192,392,18406,56115
SED10035,9265,18419,70,388,511,2239,127,532,4257,15580,4965,18739,294,1235,616,2115,1384,4464,2294,7814,7259,26553,29,126,127,451,71,233,993,2492,1220,3302,112,349,396,889,1279,2785,1787,4023,3007,7325,814,1733,20345,54030
SED10036,6395,12729,162,850,1154,5194,220,975,5780,22483,7316,29502,725,3038,1327,4572,2114,6829,4166,14439,11482,43941,30,131,185,592,47,168,694,1796,956,2687,161,509,393,940,1022,2228,1576,3677,2532,6364,243,507,20652,63541
SED10037,6743,13399,123,684,840,3857,184,847,4284,16783,5431,22171,452,1904,712,2434,1580,5042,2744,9380,8175,31551,39,179,247,856,98,318,1135,2939,1519,4292,163,510,337,769,1185,2509,1685,3788,3204,8080,283,585,18405,53615
SED10038,8037,15897,164,880,951,4381,288,1331,4315,17211,5718,23803,514,2168,755,2495,1561,4877,2830,9540,8548,33343,40,164,227,785,104,361,1161,3166,1532,4476,116,353,294,655,808,1702,1218,2710,2750,7186,148,304,19483,56730
SED10039,6549,13241,155,907,1042,4808,247,1125,5338,20405,6782,27245,605,2619,1023,3576,2285,7420,3913,13615,10695,40860,26,128,213,753,96,342,946,2509,1281,3732,130,441,408,977,1363,3022,1901,4440,3182,8172,473,1037,20899,63310
SED10040,6793,13442,130,694,1296,5807,120,527,5675,22070,7221,29098,645,2661,1518,5258,1575,4891,3738,12810,10959,41908,21,82,196,669,26,80,591,1491,834,2322,123,382,425,1014,791,1672,1339,3068,2173,5390,242,516,20167,61256
SED10041,7920,15716,157,860,738,3398,310,1378,3532,13912,4737,19548,438,1814,623,2091,1684,5264,2745,9169,7482,28717,61,288,231,817,158,569,1290,3499,1740,5173,123,393,264,588,1072,2290,1459,3271,3199,8444,209,440,18810,53317
SED10042,5940,12093,239,1409,1107,5494,293,1403,6178,24541,7817,32847,624,2768,754,2669,2278,7657,3656,13094,11473,45941,54,279,268,1009,129,487,1365,3821,1816,5596,162,559,399,940,1567,3555,2128,5054,3944,10650,494,1098,21851,69782
SED10043,6407,12663,101,504,895,3987,114,507,5273,20371,6383,25369,522,2150,986,3449,1364,4300,2872,9899,9255,35268,11,53,105,322,49,160,652,1601,817,2136,113,341,336,779,886,1858,1335,2978,2152,5114,311,646,18125,53691
SED10044,7828,15445,101,567,857,3969,236,1109,4012,16125,5206,21770,287,1178,634,2014,1252,3862,2173,7054,7379,28824,50,219,314,1123,111,413,1833,4959,2308,6714,113,340,434,907,1134,2368,1681,3615,3989,10329,274,574,19470,55172
SED10045,4538,9279,300,1782,1351,6631,469,2275,5282,21439,7402,32127,843,3780,898,3216,2422,8301,4163,15297,11565,47424,78,375,359,1366,199,757,1729,5020,2365,7518,240,862,387,935,1604,3756,2231,5553,4596,13071,352,790,21051,70564
SED10046,5957,11953,257,1495,834,4075,415,1983,4396,17667,5902,25220,491,2126,493,1643,2087,6813,3071,10582,8973,35802,85,440,293,1100,259,1003,1825,5328,2462,7871,151,491,310,715,1510,3379,1971,4585,4433,12456,309,635,19672,60846
SED10047,5334,10803,289,1689,1543,7397,473,2279,6372,25826,8677,37191,830,3672,946,3339,2399,8068,4175,15079,12852,52270,78,393,300,1139,196,747,1507,4382,2081,6661,219,748,329,779,1421,3270,1969,4797,4050,11458,283,622,22519,75153
SED10048,7545,15001,190,1060,954,4412,335,1494,5268,21030,6747,27996,499,2049,769,2565,1823,5778,3091,10392,9838,38388,52,241,266,958,138,500,1472,4076,1928,5775,154,479,252,557,1113,2385,1519,3421,3447,9196,230,488,21060,63073
SED10049,7957,15595,94,475,821,3660,111,489,6091,23178,7117,27802,408,1622,796,2729,1192,3738,2396,8089,9513,35891,5,25,165,550,45,120,832,2033,1047,2728,93,288,311,690,865,1814,1269,2792,2316,5520,306,635,20092,57641
SED10050,6157,12339,89,479,864,3893,214,960,5054,19349,6221,24681,526,2198,809,2779,1903,6168,3238,11145,9459,35826,24,104,172,571,99,357,1109,2872,1404,3904,155,486,429,993,1433,3134,2017,4613,3421,8517,536,1169,19573,57851
SED10051,8025,15852,45,262,378,1730,89,381,4364,15887,4876,18260,206,864,459,1537,1069,3482,1734,5883,6610,24143,23,100,127,438,76,293,943,2301,1169,3132,91,303,329,700,1050,2291,1470,3294,2639,6426,617,1280,17891,47701
SED10052,5444,10863,201,1092,1215,5555,286,1291,5306,20893,7008,28831,888,3776,1088,3908,2359,7737,4335,15421,11343,44252,37,163,228,781,91,309,843,2323,1199,3576,179,601,268,623,949,2159,1396,3383,2595,6959,176,378,19558,62452
SED10053,6368,12635,97,533,836,3793,171,758,4831,18939,5935,24023,622,2617,726,2546,1848,5952,3196,11115,9131,35138,31,121,127,429,58,209,792,2082,1008,2841,152,502,260,585,1013,2174,1425,3261,2433,6102,203,424,18135,54299
SED10054,7389,14608,142,808,937,4292,235,1057,4927,19213,6241,25370,433,1766,680,2199,1407,4375,2520,8340,8761,33710,38,170,191,637,98,321,1157,3045,1484,4173,95,283,240,496,887,1900,1222,2679,2706,6852,245,521,19101,55691
SED10055,4695,9526,401,2413,1303,6528,581,2846,5800,23739,8085,35526,687,3031,811,2882,2214,7460,3712,13373,11797,48899,131,675,404,1610,304,1210,2272,6803,3111,10298,207,710,351,812,1529,3500,2087,5022,5198,15320,355,793,22045,74538
SED10056,5665,11418,279,1598,1144,5448,429,2030,5400,21701,7252,30777,707,3035,719,2490,2445,8112,3871,13637,11123,44414,70,349,271,976,172,637,1546,4325,2059,6287,163,546,314,725,1294,2919,1771,4190,3830,10477,291,610,20909,66919
SED10057,8109,15972,131,690,733,3352,238,1068,3372,13448,4474,18558,257,1012,455,1374,1134,3430,1846,5816,6320,24374,30,144,199,725,130,478,1306,3643,1665,4990,73,200,199,424,825,1741,1097,2365,2762,7355,222,463,17413,48164
SED10058,7242,14345,170,942,864,4082,279,1306,4341,18006,5654,24336,297,1228,523,1603,1410,4425,2230,7256,7884,31592,43,214,171,592,107,400,1334,3826,1655,5032,74,237,196,418,823,1785,1093,2440,2748,7472,266,567,18140,53976
SED10059,9268,18311,90,510,648,2977,223,1007,3074,12402,4035,16896,251,980,503,1571,1150,3535,1904,6086,5939,22982,44,197,283,1013,137,492,1562,4385,2026,6087,67,209,310,652,1035,2168,1412,3029,3438,9116,215,433,18860,50842
SED10060,6701,13197,57,308,540,2438,119,531,3698,13933,4414,17210,256,1039,592,1956,994,3061,1842,6056,6256,23266,22,95,183,616,99,332,1188,2992,1492,4035,109,312,386,846,1173,2442,1668,3600,3160,7635,430,875,16547,44973
SED10061,10441,20392,36,182,529,2310,71,283,4385,15953,5021,18728,255,1003,742,2459,812,2399,1809,5861,6830,24589,10,47,110,350,14,41,629,1455,763,1893,95,288,351,763,693,1398,1139,2449,1902,4342,487,1005,19660,50328
SED10062,8332,16410,138,769,813,3787,214,948,3978,15993,5143,21497,269,1065,579,1782,1223,3682,2071,6529,7214,28026,50,231,245,915,121,453,1472,4203,1888,5802,62,189,265,550,831,1743,1158,2482,3046,8284,273,554,18865,53274
SED10063,6893,13916,130,731,867,3934,200,914,5066,19322,6263,24901,620,2627,993,3463,1974,6354,3587,12444,9850,37345,27,126,175,608,63,217,898,2369,1163,3320,156,499,384,893,1208,2608,1748,4000,2911,7320,407,870,20061,59451
SED10064,7540,14872,177,961,859,3968,290,1362,4597,18416,5923,24707,313,1266,512,1587,1338,4110,2163,6963,8086,31670,45,199,220,821,154,572,1527,4298,1946,5890,84,260,248,527,927,1952,1259,2739,3205,8629,267,555,19098,55726
SED10065,8473,16777,103,589,748,3540,209,943,3261,13187,4321,18259,228,913,528,1633,1196,3616,1952,6162,6273,24421,42,217,328,1185,174,684,1806,5174,2350,7260,86,262,352,726,1048,2227,1486,3215,3836,10475,250,532,18832,52205
SED10066,8129,16449,123,686,924,4230,193,894,7054,25962,8294,31772,497,2162,895,3095,1635,5367,3027,10624,11321,42396,44,206,243,885,121,406,1188,3141,1596,4638,178,584,496,1139,1378,3023,2052,4746,3648,9384,589,1277,23687,69506
SED10067,6297,12606,162,878,766,3680,281,1292,4470,17537,5679,23387,506,2149,542,1848,1821,5842,2869,9839,8548,33226,52,237,231,837,172,638,1469,3950,1924,5662,163,518,299,670,1255,2731,1717,3919,3641,9581,289,593,18775,56006
SED10068,6997,13821,115,571,890,3982,179,785,4928,19220,6112,24558,568,2308,845,2846,1560,4872,2973,10026,9085,34584,20,82,158,528,54,151,690,1744,922,2505,122,377,295,652,885,1873,1302,2902,2224,5407,165,342,18471,54154
SED10069,9448,18703,96,512,682,3070,174,755,3441,13580,4393,17917,242,953,550,1729,1034,3173,1826,5855,6219,23772,32,132,232,804,115,388,1295,3410,1674,4734,102,305,332,702,873,1788,1307,2795,2981,7529,187,384,18835,50388
SED10070,8606,17027,115,638,630,2897,274,1254,3788,14966,4807,19755,275,1113,513,1702,1346,4185,2134,7000,6941,26755,42,185,256,921,133,448,1515,4138,1946,5692,102,316,272,597,1024,2141,1398,3054,3344,8746,219,454,19110,52982
SED10071,6590,13278,283,1621,1525,7113,486,2246,8807,34514,11101,45494,800,3462,1027,3611,2298,7620,4125,14693,15226,60187,49,225,294,1050,162,579,1573,4347,2078,6201,186,629,382,873,1251,2820,1819,4322,3897,10523,273,585,25986,84573
SED10072,7329,14783,147,855,788,3719,201,905,4833,18411,5969,23890,474,2049,634,2200,1996,6433,3104,10682,9073,34572,36,174,168,594,103,386,903,2402,1210,3556,122,414,324,733,1397,3116,1843,4263,3053,7819,500,1069,19955,58243
SED10073,6970,13980,77,410,796,3525,160,694,5197,19596,6230,24225,570,2408,1007,3508,1849,6038,3426,11954,9656,36179,19,81,144,487,64,220,716,1772,943,2560,147,472,355,825,1180,2568,1682,3865,2625,6425,466,979,19717,57563
SED10074,6767,13532,159,859,835,3855,319,1455,4081,16198,5394,22367,482,2020,605,2050,2027,6434,3114,10504,8508,32871,53,264,289,1064,176,643,1583,4356,2101,6327,138,440,320,708,1224,2657,1682,3805,3783,10132,284,591,19342,57126
SED10075,5308,10793,278,1591,1193,5736,439,2096,4605,18639,6515,28062,1024,4566,981,3572,3144,10660,5149,18798,11664,46860,64,309,245,927,128,480,1035,2918,1472,4634,184,656,290,732,1372,3322,1846,4710,3318,9344,299,660,20589,67657
SED10076,9052,17902,132,755,652,2955,239,1075,3294,13023,4317,17808,265,1079,508,1629,1185,3613,1958,6321,6275,24129,47,192,285,993,145,516,1540,4212,2017,5913,100,316,293,607,1026,2124,1419,3047,3436,8960,220,460,18983,51451
SED10077,7107,14407,118,643,1009,4629,145,633,4933,18439,6205,24344,637,2791,1181,4121,1884,6168,3702,13080,9907,37424,21,81,173,592,55,199,918,2352,1167,3224,160,492,499,1146,1316,2862,1975,4500,3142,7724,710,1548,20866,61103
SED10078,8058,16043,148,785,737,3370,282,1296,3666,14401,4833,19852,428,1724,652,2213,1586,4938,2666,8875,7499,28727,55,236,243,859,149,513,1327,3641,1774,5249,104,326,281,603,1088,2311,1473,3240,3247,8489,258,535,19062,53794
SED10079,13378,26165,15,84,182,774,49,194,2930,10059,3176,11111,135,517,443,1384,557,1664,1135,3565,4311,14676,6,20,82,253,39,133,664,1547,791,1953,65,187,324,674,762,1559,1151,2420,1942,4373,1049,2251,20680,47465
SED10080,7872,15558,138,753,785,3577,263,1176,4159,16560,5345,22066,272,1113,529,1633,1386,4231,2187,6977,7532,29043,46,204,223,792,150,533,1741,4999,2160,6528,81,259,256,547,1040,2221,1377,3027,3537,9555,279,593,19220,54749
SED10081,7185,14188,145,753,905,4129,202,875,4066,16190,5318,21947,497,2057,818,2724,1507,4706,2822,9487,8140,31434,40,167,221,731,77,262,959,2543,1297,3703,149,469,297,633,922,1957,1368,3059,2665,6762,181,382,18171,52766
SED10082,6870,13660,163,875,837,3869,288,1338,4061,16063,5349,22145,467,1946,647,2171,1594,5060,2708,9177,8057,31322,55,239,303,1067,178,642,1688,4588,2224,6536,183,585,393,860,1337,2848,1913,4293,4137,10829,237,488,19301,56299
SED10083,6120,12327,170,1010,886,4137,271,1268,5602,21785,6929,28200,595,2567,837,2943,2113,6917,3545,12427,10474,40627,41,195,214,804,149,522,1201,3293,1605,4814,145,467,285,665,1419,3170,1849,4302,3454,9116,365,775,20413,62845
SED10084,8881,17569,106,573,709,3304,236,1049,3657,14267,4708,19193,299,1214,566,1843,1217,3741,2082,6798,6790,25991,50,211,254,895,116,387,1477,3995,1897,5488,123,376,327,724,1109,2357,1559,3457,3456,8945,240,491,19367,52996
SED10085,7982,15777,167,920,857,3970,286,1273,4755,18909,6065,25072,361,1457,568,1783,1467,4556,2396,7796,8461,32868,28,131,211,774,111,417,1287,3555,1637,4877,99,306,219,474,841,1751,1159,2531,2796,7408,222,458,19461,56511
SED10086,8007,15652,87,438,685,3056,64,264,4562,17398,5398,21156,396,1585,805,2739,997,3029,2198,7353,7596,28509,7,27,136,425,27,83,749,1763,919,2298,99,300,317,722,762,1564,1178,2586,2097,4884,449,935,18149,49980
SED10087,7559,14901,162,937,858,4042,269,1204,4661,18751,5950,24934,341,1381,608,1947,1227,3775,2176,7103,8126,32037,29,146,230,827,151,575,1478,4049,1888,5597,89,278,267,579,922,1932,1278,2789,3166,8386,308,639,19159,55963
SED10088,6906,13712,128,700,948,4256,195,869,5952,23138,7223,28963,609,2513,836,2893,1689,5418,3134,10824,10357,39787,29,113,179,579,69,213,842,2132,1119,3037,126,393,287,654,1108,2375,1521,3422,2640,6459,285,594,20188,60552
SED10089,6679,13287,122,643,679,3027,269,1193,4291,16632,5361,21495,432,1771,636,2108,1503,4739,2571,8618,7932,30113,27,129,199,687,140,471,1307,3529,1673,4816,137,430,309,678,1183,2555,1629,3663,3302,8479,324,668,18237,52547
SED10090,7555,14941,64,330,761,3345,94,402,6198,23392,7117,27469,438,1786,1078,3668,1311,4151,2827,9605,9944,37074,15,48,149,470,17,50,786,1929,967,2497,126,390,502,1150,910,1915,1538,3455,2505,5952,528,1106,20532,59073
SED10091,6398,12828,263,1493,988,4761,481,2263,5096,20795,6828,29312,677,2888,700,2385,2347,7713,3724,12986,10552,42298,57,283,281,1055,161,603,1421,4048,1920,5989,163,514,257,586,1137,2527,1557,3627,3477,9616,234,499,20661,65241
SED10092,7297,14527,144,796,655,3041,234,1042,3752,14612,4785,19491,420,1752,645,2203,1702,5470,2767,9425,7552,28916,36,183,219,798,135,466,1345,3582,1735,5029,128,405,317,702,1308,2837,1753,3944,3488,8973,378,790,18715,53206
SED10093,7048,14089,187,1032,867,4092,383,1762,4525,18083,5962,24969,382,1607,587,1970,1613,5103,2582,8680,8544,33649,68,314,341,1261,243,876,1916,5424,2568,7875,174,574,329,726,1384,2962,1887,4262,4455,12137,264,537,20311,60412
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
