region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SED10001,5,7,12,73,86,159,5,0,5,3,4,7,29,33,62,12156,10316,22472,893,902,1795,355,15,370,181,13,194,274,79,353,146,55,201,684,648,1332,14804,12158,26962,3,3,6,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,10,3,13,0,0,0,0,0,0,3,0,3,9,15,24,0,0,0,12,15,27,106,61,167,128,79,207,3,3,6,6,3,9,13,3,16,22,9,31,940,934,1874,1318,2150,3468,273,253,526,17485,15583,33068
SED10002,3366,3107,6473,144,187,331,19,19,38,6,7,13,93,15,108,12110,6518,18628,789,1171,1960,336,12,348,82,5,87,122,17,139,153,47,200,485,468,953,17705,11573,29278,546,619,1165,12,3,15,8,6,14,311,188,499,82,176,258,42,11,53,1001,1003,2004,7,6,13,0,3,3,5,6,11,6,16,22,3,0,3,21,31,52,113,60,173,1135,1094,2229,119,112,231,3,0,3,4,0,4,126,112,238,320,387,707,989,1215,2204,502,282,784,20777,14663,35440
SED10003,5,6,11,85,86,171,3,3,6,3,0,3,20,20,40,9004,8539,17543,617,732,1349,403,4,407,162,25,187,404,212,616,138,85,223,599,631,1230,11443,10343,21786,3,0,3,0,0,0,0,0,0,5,3,8,0,0,0,0,3,3,8,6,14,0,0,0,0,0,0,7,0,7,0,18,18,0,3,3,7,21,28,96,68,164,111,95,206,11,3,14,0,3,3,9,3,12,20,9,29,1150,1367,2517,1266,1972,3238,260,215,475,14250,14001,28251
SED10004,309,245,554,3425,4472,7897,377,278,655,250,220,470,173,159,332,8602,7757,16359,475,946,1421,145,6,151,499,106,605,956,322,1278,135,73,208,1512,1727,3239,16858,16311,33169,611,665,1276,22,30,52,29,8,37,24,29,53,14,20,34,21,13,34,721,765,1486,62,81,143,16,17,33,58,78,136,28,70,98,75,77,152,239,323,562,194,164,358,1154,1252,2406,89,90,179,59,39,98,20,10,30,168,139,307,1057,1359,2416,1267,2409,3676,184,185,369,20688,21655,42343
SED10005,1328,1343,2671,158,283,441,3,0,3,3,0,3,88,17,105,10918,6528,17446,678,979,1657,469,3,472,44,0,44,49,3,52,129,30,159,286,334,620,14153,9520,23673,201,257,458,3,0,3,3,6,9,201,156,357,48,116,164,10,4,14,466,539,1005,0,0,0,0,0,0,7,7,14,8,25,33,0,3,3,15,35,50,54,31,85,535,605,1140,56,59,115,0,0,0,3,3,6,59,62,121,226,345,571,806,1129,1935,446,296,742,16225,11957,28182
SED10006,7,4,11,166,69,235,9,3,12,0,0,0,15,23,38,8630,7363,15993,959,730,1689,690,33,723,179,38,217,117,26,143,248,94,342,1310,1152,2462,12330,9535,21865,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,9,13,3,0,3,3,0,3,10,9,19,143,50,193,153,62,215,0,0,0,3,0,3,26,4,30,29,4,33,1838,1518,3356,1028,1391,2419,359,270,629,15737,12780,28517
SED10007,36,29,65,66,71,137,4,6,10,0,0,0,56,47,103,11604,9537,21141,924,908,1832,513,19,532,123,14,137,127,22,149,118,52,170,802,637,1439,14373,11342,25715,3,6,9,0,0,0,0,0,0,13,8,21,3,5,8,3,0,3,22,19,41,0,0,0,0,0,0,7,5,12,0,6,6,0,0,0,7,11,18,113,58,171,142,88,230,3,6,9,3,3,6,7,3,10,13,12,25,789,888,1677,1482,2139,3621,275,231,506,17074,14700,31774
SED10008,252,211,463,1625,1539,3164,3,0,3,0,0,0,30,21,51,12789,10325,23114,583,923,1506,354,6,360,168,19,187,127,13,140,114,37,151,257,253,510,16302,13347,29649,257,205,462,0,3,3,0,0,0,247,167,414,35,61,96,6,3,9,545,439,984,3,0,3,0,3,3,140,128,268,51,81,132,11,8,19,205,220,425,90,51,141,840,710,1550,99,81,180,7,4,11,7,6,13,113,91,204,643,891,1534,1184,2162,3346,220,206,426,19302,17407,36709
SED10009,6,5,11,90,66,156,5,0,5,3,3,6,11,10,21,8330,7543,15873,702,743,1445,475,14,489,139,15,154,128,26,154,129,59,188,634,605,1239,10652,9089,19741,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,6,4,10,8,12,20,0,3,3,14,19,33,97,49,146,115,71,186,0,4,4,3,0,3,5,0,5,8,4,12,834,990,1824,1198,1900,3098,238,211,449,13045,12265,25310
SED10010,1930,1968,3898,246,388,634,0,3,3,0,8,8,53,30,83,12511,8141,20652,816,1247,2063,393,4,397,157,9,166,82,7,89,101,41,142,262,290,552,16551,12136,28687,507,562,1069,0,3,3,12,5,17,381,248,629,133,249,382,34,13,47,1067,1080,2147,0,0,0,0,0,0,13,15,28,20,53,73,6,7,13,39,75,114,88,52,140,1194,1207,2401,146,178,324,0,7,7,10,0,10,156,185,341,247,380,627,1092,1639,2731,329,274,603,19569,15821,35390
SED10011,1293,952,2245,44,63,107,3,3,6,5,4,9,33,38,71,9692,8503,18195,537,752,1289,343,4,347,131,13,144,86,29,115,83,50,133,414,422,836,12664,10833,23497,124,97,221,0,0,0,5,3,8,295,221,516,72,88,160,68,20,88,564,429,993,0,0,0,0,0,0,3,5,8,0,5,5,0,3,3,3,13,16,91,57,148,658,499,1157,77,60,137,0,0,0,8,0,8,85,60,145,935,1080,2015,1564,2512,4076,189,198,387,16095,15182,31277
SED10012,10,3,13,78,78,156,6,0,6,0,4,4,19,13,32,9561,7995,17556,859,887,1746,753,39,792,141,18,159,76,15,91,187,69,256,871,686,1557,12561,9807,22368,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,16,13,29,12,10,22,0,0,0,28,23,51,146,61,207,174,90,264,3,0,3,0,0,0,15,3,18,18,3,21,1668,1419,3087,1137,1804,2941,289,248,537,15847,13371,29218
SED10013,1047,1179,2226,141,254,395,5,3,8,0,4,4,25,10,35,10184,5986,16170,874,1381,2255,414,5,419,63,5,68,58,10,68,74,37,111,225,376,601,13110,9250,22360,248,266,514,4,0,4,0,6,6,219,127,346,70,112,182,15,6,21,556,517,1073,0,0,0,0,0,0,5,21,26,8,31,39,3,6,9,16,58,74,77,53,130,649,628,1277,77,81,158,0,3,3,0,0,0,77,84,161,179,265,444,581,863,1444,430,296,726,15026,11386,26412
SED10014,558,596,1154,68,165,233,0,0,0,8,3,11,18,4,22,14725,11700,26425,957,967,1924,769,8,777,147,6,153,53,9,62,85,36,121,228,228,456,17616,13722,31338,193,176,369,4,0,4,3,0,3,483,453,936,65,115,180,18,3,21,766,747,1513,0,0,0,0,0,0,4,8,12,13,31,44,3,0,3,20,39,59,121,43,164,907,829,1736,94,80,174,3,0,3,7,0,7,104,80,184,499,844,1343,1392,2387,3779,294,274,568,20812,18136,38948
SED10015,1881,1710,3591,105,167,272,3,0,3,0,5,5,35,20,55,10488,7761,18249,825,890,1715,417,11,428,122,11,133,57,6,63,82,39,121,246,256,502,14261,10876,25137,298,298,596,0,0,0,5,6,11,310,277,587,121,151,272,30,17,47,764,749,1513,0,0,0,0,0,0,0,8,8,16,17,33,5,3,8,21,28,49,65,37,102,850,814,1664,102,139,241,3,3,6,4,3,7,109,145,254,231,338,569,1150,1621,2771,291,239,530,16892,14033,30925
SED10016,2953,3057,6010,527,989,1516,0,0,0,8,12,20,98,29,127,10557,7184,17741,592,1086,1678,360,6,366,205,41,246,266,73,339,107,41,148,434,556,990,16107,13074,29181,572,675,1247,10,8,18,15,10,25,232,239,471,63,125,188,50,23,73,942,1080,2022,0,0,0,4,0,4,29,43,72,22,58,80,11,6,17,66,107,173,85,83,168,1093,1270,2363,102,112,214,0,8,8,0,0,0,102,120,222,471,595,1066,1090,1777,2867,390,276,666,19253,17112,36365
SED10017,361,282,643,1900,1560,3460,6,0,6,0,3,3,42,13,55,12869,10252,23121,537,1009,1546,204,3,207,143,9,152,73,3,76,93,43,136,238,235,473,16466,13412,29878,253,203,456,0,4,4,0,0,0,302,178,480,36,60,96,9,0,9,600,445,1045,0,5,5,0,0,0,168,125,293,43,89,132,15,3,18,226,222,448,97,58,155,923,725,1648,89,78,167,10,10,20,10,4,14,109,92,201,862,1095,1957,1169,2127,3296,188,199,387,19717,17650,37367
